row  column  (images_37.edf Fe-K*images_37.edf Ar-K**2.3)
0  0  1.88438e+07
0  1  2.11379e+07
0  2  3.61177e+07
0  3  3.86491e+07
0  4  5.21564e+07
0  5  6.13311e+07
0  6  6.92747e+07
0  7  6.09379e+07
0  8  5.48734e+07
0  9  6.69249e+07
0  10  6.85272e+07
0  11  6.56253e+07
0  12  6.51231e+07
0  13  6.44817e+07
0  14  5.35832e+07
0  15  5.92345e+07
0  16  5.54921e+07
0  17  5.53477e+07
0  18  6.53598e+07
0  19  6.56209e+07
0  20  5.03823e+07
0  21  5.88593e+07
0  22  4.42455e+07
0  23  5.05806e+07
0  24  4.66222e+07
0  25  5.73643e+07
0  26  6.44464e+07
0  27  5.78225e+07
0  28  6.95124e+07
0  29  5.97656e+07
0  30  4.95808e+07
0  31  5.52203e+07
0  32  5.96594e+07
0  33  5.53696e+07
0  34  4.53051e+07
0  35  4.11433e+07
0  36  5.95041e+07
0  37  6.54744e+07
0  38  1.4444e+08
0  39  1.0835e+08
0  40  1.07801e+08
0  41  1.02065e+08
0  42  4.98477e+07
0  43  3.97015e+07
0  44  3.14017e+07
0  45  4.40899e+07
0  46  2.76912e+07
0  47  2.671e+07
0  48  3.29678e+07
0  49  2.58351e+07
0  50  2.35048e+07
1  0  2.62984e+07
1  1  2.66249e+07
1  2  3.9771e+07
1  3  4.63684e+07
1  4  6.37427e+07
1  5  4.85087e+07
1  6  6.2171e+07
1  7  6.70148e+07
1  8  5.82266e+07
1  9  6.73608e+07
1  10  7.104e+07
1  11  5.94097e+07
1  12  6.41664e+07
1  13  6.05959e+07
1  14  5.10654e+07
1  15  4.94218e+07
1  16  5.5739e+07
1  17  5.62373e+07
1  18  5.4801e+07
1  19  5.8528e+07
1  20  5.81082e+07
1  21  5.55234e+07
1  22  5.4522e+07
1  23  4.77802e+07
1  24  6.07021e+07
1  25  6.51051e+07
1  26  6.66541e+07
1  27  6.76563e+07
1  28  6.18529e+07
1  29  5.36823e+07
1  30  5.85739e+07
1  31  5.98179e+07
1  32  4.5457e+07
1  33  4.43e+07
1  34  4.68792e+07
1  35  5.40421e+07
1  36  6.52804e+07
1  37  7.20099e+07
1  38  1.2665e+08
1  39  1.02242e+08
1  40  9.64695e+07
1  41  7.46271e+07
1  42  6.48239e+07
1  43  3.90988e+07
1  44  3.59446e+07
1  45  3.21913e+07
1  46  3.47301e+07
1  47  2.96009e+07
1  48  2.98434e+07
1  49  2.69663e+07
1  50  2.56078e+07
2  0  2.8657e+07
2  1  3.17169e+07
2  2  4.81738e+07
2  3  5.15917e+07
2  4  6.41278e+07
2  5  4.90765e+07
2  6  6.32806e+07
2  7  6.28324e+07
2  8  7.89856e+07
2  9  8.67246e+07
2  10  6.4891e+07
2  11  7.42276e+07
2  12  7.16687e+07
2  13  5.74986e+07
2  14  4.9557e+07
2  15  5.47313e+07
2  16  5.45137e+07
2  17  5.33699e+07
2  18  5.5868e+07
2  19  6.08133e+07
2  20  6.14159e+07
2  21  5.83366e+07
2  22  5.78144e+07
2  23  5.21026e+07
2  24  5.54974e+07
2  25  6.50652e+07
2  26  6.16065e+07
2  27  6.93206e+07
2  28  6.50836e+07
2  29  5.62242e+07
2  30  5.5261e+07
2  31  6.30143e+07
2  32  4.64347e+07
2  33  4.47132e+07
2  34  3.80116e+07
2  35  3.96069e+07
