row  column  (images_37.edf Cu-K*images_37.edf Ar-K**2.3)
0  0  0
0  1  0
0  2  6.04352e+06
0  3  6.96477e+06
0  4  5.82066e+06
0  5  8.17466e+06
0  6  1.15795e+07
0  7  3.0559e+06
0  8  7.71742e+06
0  9  2.96271e+06
0  10  3.42764e+06
0  11  9.53039e+06
0  12  8.9829e+06
0  13  5.47491e+06
0  14  1.19224e+07
0  15  5.49745e+06
0  16  6.80281e+06
0  17  5.47759e+06
0  18  1.11227e+07
0  19  6.99538e+06
0  20  8.43169e+06
0  21  4.20022e+06
0  22  4.48528e+06
0  23  7.83182e+06
0  24  6.46803e+06
0  25  2.50048e+06
0  26  9.94152e+06
0  27  5.90484e+06
0  28  5.14453e+06
0  29  2.32339e+06
0  30  6.58926e+06
0  31  6.51983e+06
0  32  7.72308e+06
0  33  2.51106e+06
0  34  0
0  35  1.32931e+06
0  36  2.52066e+06
0  37  1.22745e+06
0  38  8.72206e+06
0  39  4.32519e+06
0  40  2.50969e+06
0  41  3.6141e+06
0  42  0
0  43  2.46157e+06
0  44  0
0  45  0
0  46  3.73247e+06
0  47  6.96797e+06
0  48  0
0  49  773593
0  50  3.05084e+06
1  0  608766
1  1  2.47988e+06
1  2  5.12488e+06
1  3  3.61798e+06
1  4  7.343e+06
1  5  5.55279e+06
1  6  9.20922e+06
1  7  1.25395e+06
1  8  1.03298e+07
1  9  1.03275e+07
1  10  6.76936e+06
1  11  6.80797e+06
1  12  1.10759e+07
1  13  7.42629e+06
1  14  5.81096e+06
1  15  8.36778e+06
1  16  5.87619e+06
1  17  2.35008e+06
1  18  9.14587e+06
1  19  1.1443e+07
1  20  8.13248e+06
1  21  2.30446e+06
1  22  2.15508e+06
1  23  1.04597e+07
1  24  4.76087e+06
1  25  5.84283e+06
1  26  2.08483e+06
1  27  6.73766e+06
1  28  5.08068e+06
1  29  7.12976e+06
1  30  4.42598e+06
1  31  5.56834e+06
1  32  5.63183e+06
1  33  5.97889e+06
1  34  4.57066e+06
1  35  31027.4
1  36  0
1  37  3.37656e+06
1  38  2.90106e+06
1  39  5.72655e+06
1  40  5.26758e+06
1  41  0
1  42  1.27598e+06
1  43  8.52507e+06
1  44  0
1  45  4.94922e+06
1  46  0
1  47  2.59813e+06
1  48  9.3171e+06
1  49  0
1  50  7.6373e+06
2  0  957292
2  1  2.8918e+06
2  2  4.17465e+06
2  3  3.99848e+06
2  4  1.16702e+07
2  5  8.28682e+06
2  6  9.67512e+06
2  7  6.49623e+06
2  8  7.63582e+06
2  9  6.06474e+06
2  10  7.55777e+06
2  11  1.17247e+06
2  12  8.5838e+06
2  13  1.00162e+07
2  14  9.92676e+06
2  15  8.08941e+06
2  16  2.78993e+06
2  17  8.82458e+06
2  18  6.39608e+06
2  19  2.43026e+06
2  20  7.53009e+06
2  21  209999
2  22  3.60838e+06
2  23  3.19518e+06
2  24  3.07224e+06
2  25  7.42868e+06
2  26  4.02546e+06
2  27  4.23627e+06
2  28  1.45393e+07
2  29  7.64944e+06
2  30  6.41344e+06
2  31  1.06673e+07
2  32  5.58169e+06
2  33  67354.5
2  34  5.88411e+06
2  35  0
2  36  3.34431e+06
2  37  1.20002e+06
2  38  8.61618e+06
2  39  5.68459e+06
2  40  3.61995e+06
2  41  0
2  42  64747.4
2  43  2.03973e+06
2  44  0
2  45  0
2  46  0
2  47  1.97924e+06
2  48  0
2  49  2.3882e+06
2  50  901100
3  0  0
3  1  6.38208e+06
3  2  8.34858e+06
3  3  1.0653e+07
3  4  5.57759e+06
3  5  5.44918e+06
3  6  2.79845e+06
3  7  1.00953e+07
3  8  5.29907e+06
3  9  2.08514e+06
3  10  8.33528e+06
3  11  6.8315e+06
3  12  5.88624e+06
3  13  8.33766e+06
3  14  7.75756e+06
3  15  5.38242e+06
3  16  7.54784e+06
3  17  9.62023e+06
3  18  5.90828e+06
3  19  9.50319e+06
3  20  5.76278e+06
3  21  1.18785e+07
3  22  1.48477e+07
3  23  4.91759e+06
3  24  7.67807e+06
3  25  8.60274e+06
3  26  7.38795e+06
3  27  5.58703e+06
3  28  1.13337e+06
3  29  6.42707e+06
3  30  1.26646e+06
3  31  1.13248e+06
3  32  4.29815e+06
3  33  4.07284e+06
3  34  2.93073e+06
3  35  5.49594e+06
3  36  4.7556e+06
3  37  2.02691e+06
3  38  8.46697e+06
3  39  1.2719e+07
3  40  7.15863e+06
3  41  5.01389e+06
3  42  7.75332e+06
3  43  0
3  44  3.37632e+06
3  45  0
3  46  5.24775e+06
3  47  4.86421e+06
3  48  554613
3  49  1.51354e+06
3  50  150583
4  0  4.06403e+06
4  1  1.07427e+07
4  2  1.06432e+07
4  3  8.74147e+06
4  4  5.06597e+06
4  5  8.00856e+06
4  6  1.48212e+06
4  7  9.81024e+06
4  8  5.64395e+06
4  9  9.67242e+06
4  10  1.18696e+07
4  11  4.271e+06
4  12  8.18776e+06
4  13  3.98851e+06
4  14  4.16537e+06
4  15  1.16206e+07
4  16  6.84083e+06
4  17  6.14082e+06
4  18  4.00653e+06
4  19  1.13633e+07
4  20  7.00815e+06
4  21  2.17533e+06
4  22  1.3033e+06
4  23  4.29757e+06
4  24  3.98373e+06
4  25  9.49405e+06
4  26  5.43633e+06
4  27  1.67529e+06
4  28  3.30365e+06
4  29  7.50591e+06
4  30  3.59877e+06
4  31  1.16768e+06
4  32  967921
4  33  978890
4  34  0
4  35  5.1857e+06
4  36  6.87391e+06
4  37  6.36498e+06
4  38  813122
4  39  2.04973e+06
4  40  0
4  41  2.71257e+06
4  42  1.66246e+06
4  43  604120
4  44  0
4  45  3.52748e+06
4  46  1.63795e+06
4  47  1.08036e+06
4  48  0
4  49  1.77705e+06
4  50  346048
5  0  6.39371e+06
5  1  8.66624e+06
5  2  4.87571e+06
5  3  1.02023e+07
5  4  1.12024e+07
5  5  6.03832e+06
5  6  8.77421e+06
5  7  3.01852e+06
5  8  8.0054e+06
5  9  8.28834e+06
5  10  1.07694e+07
5  11  8.33409e+06
5  12  1.02395e+07
5  13  9.11088e+06
5  14  3.4429e+06
5  15  5.61932e+06
5  16  4.94945e+06
5  17  6.42859e+06
5  18  5.45546e+06
5  19  9.93438e+06
5  20  8.93511e+06
5  21  6.66117e+06
5  22  1.31243e+06
5  23  6.23953e+06
5  24  7.09613e+06
5  25  3.18998e+06
5  26  5.51905e+06
5  27  3.68842e+06
5  28  1.88504e+06
5  29  1.02867e+07
5  30  9.74359e+06
5  31  1.55076e+06
5  32  7.02477e+06
5  33  3.97618e+06
5  34  2.24959e+06
5  35  3.95259e+06
5  36  0
5  37  0
5  38  8.86144e+06
5  39  5.3325e+06
5  40  4.46452e+06
5  41  9.93263e+06
5  42  1.1559e+06
5  43  6.2304e+06
5  44  96912.2
5  45  708481
5  46  4.18588e+06
5  47  0
5  48  3.95249e+06
5  49  0
5  50  9.30656e+06
6  0  1.34144e+06
6  1  6.10956e+06
6  2  2.86476e+06
6  3  9.42301e+06
6  4  843039
6  5  5.18043e+06
6  6  9.35921e+06
6  7  3.31912e+06
6  8  6.80511e+06
6  9  2.35861e+06
6  10  1.42804e+07
6  11  5.77714e+06
6  12  9.8207e+06
6  13  8.07253e+06
6  14  8.26473e+06
6  15  5.89739e+06
6  16  9.01573e+06
6  17  4.05674e+06
6  18  7.8807e+06
6  19  4.21775e+06
6  20  3.60438e+06
6  21  5.82381e+06
6  22  9.48497e+06
6  23  5.77644e+06
