row  column  (images_37.edf Ca-K*images_37.edf Ar-K**2.3)
0  0  2.90366e+08
0  1  3.67009e+08
0  2  4.6471e+08
0  3  6.86885e+08
0  4  7.76239e+08
0  5  8.71902e+08
0  6  1.08684e+09
0  7  8.62378e+08
0  8  8.04943e+08
0  9  8.93258e+08
0  10  9.72189e+08
0  11  9.83714e+08
0  12  9.17523e+08
0  13  9.33166e+08
0  14  8.38732e+08
0  15  9.24085e+08
0  16  8.74723e+08
0  17  8.92072e+08
0  18  8.50162e+08
0  19  1.02196e+09
0  20  9.30345e+08
0  21  9.61479e+08
0  22  8.52795e+08
0  23  7.87432e+08
0  24  7.78283e+08
0  25  7.93559e+08
0  26  8.31835e+08
0  27  7.7422e+08
0  28  9.27515e+08
0  29  7.37283e+08
0  30  6.40931e+08
0  31  5.76471e+08
0  32  5.30314e+08
0  33  3.96694e+08
0  34  2.73006e+08
0  35  2.35247e+08
0  36  3.20907e+08
0  37  2.59486e+08
0  38  2.35307e+08
0  39  2.66054e+08
0  40  2.90009e+08
0  41  2.40877e+08
0  42  1.66485e+08
0  43  1.2326e+08
0  44  7.38247e+07
0  45  7.42757e+07
0  46  5.93828e+07
0  47  5.68968e+07
0  48  5.31152e+07
0  49  6.52152e+07
0  50  1.07341e+08
1  0  3.69818e+08
1  1  4.77532e+08
1  2  6.01109e+08
1  3  8.40312e+08
1  4  9.16392e+08
1  5  9.00396e+08
1  6  9.28982e+08
1  7  8.71799e+08
1  8  8.48637e+08
1  9  9.55925e+08
1  10  1.03998e+09
1  11  9.99989e+08
1  12  9.41971e+08
1  13  9.67188e+08
1  14  9.07688e+08
1  15  9.67858e+08
1  16  8.84528e+08
1  17  9.12379e+08
1  18  8.80582e+08
1  19  8.63457e+08
1  20  8.95626e+08
1  21  8.54154e+08
1  22  7.70854e+08
1  23  8.01272e+08
1  24  8.38907e+08
1  25  8.5451e+08
1  26  8.31741e+08
1  27  8.29374e+08
1  28  8.05654e+08
1  29  6.56564e+08
1  30  6.49725e+08
1  31  6.09843e+08
1  32  4.28519e+08
1  33  3.28515e+08
1  34  2.47077e+08
1  35  2.72742e+08
1  36  3.00122e+08
1  37  2.72471e+08
1  38  2.5236e+08
1  39  2.35043e+08
1  40  2.62539e+08
1  41  1.8889e+08
1  42  1.69792e+08
1  43  1.46474e+08
1  44  8.69834e+07
1  45  6.48522e+07
1  46  6.61717e+07
1  47  4.99964e+07
1  48  5.97214e+07
1  49  6.09185e+07
1  50  1.59e+08
2  0  3.84631e+08
2  1  5.09501e+08
2  2  7.32798e+08
2  3  8.96988e+08
2  4  1.0176e+09
2  5  8.90314e+08
2  6  8.56408e+08
2  7  8.10847e+08
2  8  9.62386e+08
2  9  1.00485e+09
2  10  9.86321e+08
2  11  1.05195e+09
2  12  9.20685e+08
2  13  8.8727e+08
2  14  9.07926e+08
2  15  8.89427e+08
2  16  8.43495e+08
2  17  9.53918e+08
2  18  9.07064e+08
2  19  9.1763e+08
2  20  8.75551e+08
2  21  9.25749e+08
2  22  7.91765e+08
2  23  7.71565e+08
2  24  7.96901e+08
2  25  7.86162e+08
2  26  8.16765e+08
2  27  8.30878e+08
2  28  7.52816e+08
2  29  7.16759e+08
2  30  6.16923e+08
2  31  5.8329e+08
2  32  4.12715e+08
2  33  3.24019e+08
2  34  2.43589e+08
2  35  2.32348e+08
2  36  3.62061e+08
2  37  2.76039e+08
2  38  2.86588e+08
2  39  2.6324e+08
2  40  2.70273e+08
2  41  2.48143e+08
2  42  1.92534e+08
2  43  1.41709e+08
2  44  8.46561e+07
2  45  7.40473e+07
2  46  5.95986e+07
2  47  6.19994e+07
2  48  6.48209e+07
2  49  5.39111e+07
2  50  1.11384e+08
3  0  4.18297e+08
3  1  6.28039e+08
3  2  7.81536e+08
3  3  8.90748e+08
3  4  8.37044e+08
3  5  8.39787e+08
3  6  8.01126e+08
3  7  8.23391e+08
