row  column  (images_12_26nov.edf S_K*images_12_26nov.edf Ar_K**2.3)
23  21  1.24744e+08
23  22  2.21217e+08
23  23  2.90081e+08
23  24  3.87612e+08
23  25  3.24676e+08
23  26  2.20518e+08
23  27  8.26606e+07
23  28  0
23  29  0
23  30  6.04508e+07
23  31  6.5441e+07
23  32  1.37018e+08
23  33  2.97e+08
23  34  2.31103e+08
23  35  3.41589e+08
23  36  4.23494e+08
23  37  4.34269e+08
23  38  3.58013e+08
23  39  4.11038e+08
23  40  4.40954e+08
23  41  3.42203e+08
23  42  3.67394e+08
23  43  2.8879e+08
23  44  4.54655e+08
23  45  4.12716e+08
23  46  3.4337e+08
23  47  2.09292e+08
23  48  2.4079e+08
23  49  3.48919e+08
23  50  2.89379e+08
24  0  8.17093e+07
24  1  0
24  2  1.39796e+08
24  3  4.7223e+07
24  4  1.20397e+08
24  5  1.42198e+08
24  6  1.06519e+08
24  7  6.31242e+07
24  8  1.70626e+08
24  9  1.06829e+08
24  10  1.22201e+08
24  11  7.08017e+07
24  12  1.84417e+08
24  13  1.76403e+08
24  14  2.18854e+08
24  15  1.42263e+08
24  16  9.53677e+07
24  17  1.27658e+08
24  18  1.91149e+08
24  19  2.00706e+08
24  20  1.69223e+08
24  21  1.84165e+08
24  22  1.6583e+08
24  23  2.32224e+08
24  24  2.93431e+08
24  25  3.96306e+08
24  26  1.88351e+08
24  27  8.18864e+07
24  28  0
24  29  0
24  30  7.76422e+07
24  31  5.30878e+07
24  32  9.43573e+07
24  33  2.8129e+08
24  34  2.9228e+08
24  35  2.95644e+08
24  36  4.45079e+08
24  37  4.26103e+08
24  38  3.22573e+08
24  39  3.60055e+08
24  40  3.78722e+08
24  41  3.24199e+08
24  42  2.8547e+08
24  43  3.19101e+08
24  44  2.2692e+08
24  45  3.53755e+08
24  46  2.736e+08
24  47  1.86045e+08
24  48  1.65804e+08
24  49  3.54509e+08
24  50  3.39266e+08
25  0  8.51406e+07
25  1  1.22491e+08
25  2  1.3606e+08
25  3  8.56731e+07
25  4  2.50872e+08
25  5  1.35784e+08
25  6  9.48867e+07
25  7  1.1134e+08
25  8  1.61451e+08
25  9  1.53785e+08
25  10  1.01349e+08
25  11  0
25  12  1.77591e+08
25  13  2.06584e+08
25  14  1.83526e+08
25  15  1.4872e+08
25  16  1.52726e+08
25  17  1.24133e+08
25  18  1.72571e+08
25  19  2.25833e+08
25  20  2.04881e+08
25  21  1.24376e+08
25  22  2.45423e+08
25  23  2.56132e+08
25  24  3.08621e+08
25  25  3.54641e+08
25  26  7.66767e+07
25  27  5.38823e+07
25  28  0
25  29  0
25  30  5.51177e+07
25  31  7.5794e+07
25  32  2.15748e+08
25  33  2.44623e+08
25  34  1.8838e+08
25  35  2.39752e+08
25  36  4.19047e+08
25  37  4.39378e+08
25  38  3.67178e+08
25  39  3.638e+08
25  40  3.50926e+08
25  41  3.20796e+08
25  42  2.57318e+08
25  43  2.94916e+08
25  44  2.93138e+08
25  45  2.84855e+08
25  46  2.35947e+08
25  47  1.71748e+08
25  48  2.40891e+08
25  49  2.96758e+08
25  50  2.47478e+08
26  0  6.21447e+07
26  1  8.5717e+07
26  2  7.66436e+07
26  3  1.36293e+08
26  4  2.4953e+08
26  5  1.81892e+08
26  6  1.56555e+08
26  7  7.09426e+07
26  8  7.64522e+07
26  9  7.65956e+07
26  10  1.24324e+08
26  11  5.52458e+07
26  12  1.51262e+08
26  13  1.71985e+08
26  14  1.96702e+08
26  15  1.06717e+08
26  16  1.24707e+08
26  17  2.07776e+08
26  18  1.81163e+08
26  19  2.13975e+08
26  20  2.23264e+08
26  21  1.94709e+08
26  22  1.32208e+08
26  23  2.60866e+08
26  24  3.35152e+08
26  25  3.37488e+08
26  26  1.43116e+08
26  27  5.65517e+07
26  28  0
26  29  0
26  30  0
26  31  6.8274e+07
26  32  1.35258e+08
26  33  1.56902e+08
26  34  1.63863e+08
26  35  1.99485e+08
26  36  4.5872e+08
26  37  3.72322e+08
26  38  3.16263e+08
26  39  3.63808e+08
26  40  4.09533e+08
26  41  3.30753e+08
26  42  3.43366e+08
26  43  2.52029e+08
26  44  2.81149e+08
26  45  2.22235e+08
26  46  3.13652e+08
26  47  1.56678e+08
26  48  1.91979e+08
26  49  3.90113e+08
26  50  3.4116e+08
27  0  9.27753e+07
27  1  1.24118e+08
27  2  9.04829e+07
27  3  1.44286e+08
27  4  2.02349e+08
27  5  1.47946e+08
27  6  2.22859e+08
27  7  1.11034e+08
27  8  1.30817e+08
27  9  1.98468e+08
27  10  1.40385e+08
27  11  0
27  12  1.57802e+08
27  13  1.07689e+08
27  14  1.65116e+08
27  15  6.79882e+07
27  16  1.89443e+08
27  17  1.47604e+08
27  18  1.79139e+08
27  19  2.47469e+08
27  20  2.2597e+08
27  21  1.32887e+08
27  22  1.84346e+08
27  23  2.66418e+08
27  24  3.3092e+08
27  25  3.38482e+08
27  26  1.42006e+08
27  27  0
27  28  0
27  29  0
27  30  0
27  31  5.92199e+07
27  32  1.41181e+08
27  33  1.65771e+08
27  34  1.99543e+08
27  35  2.40604e+08
27  36  3.32093e+08
27  37  3.6487e+08
27  38  2.7328e+08
27  39  3.37958e+08
27  40  3.39311e+08
27  41  3.59814e+08
27  42  3.68296e+08
27  43  2.63976e+08
27  44  2.22328e+08
27  45  2.77698e+08
27  46  2.89923e+08
27  47  2.86997e+08
27  48  2.3337e+08
27  49  2.55603e+08
27  50  3.3322e+08
28  0  1.34845e+08
28  1  1.24373e+08
28  2  8.21398e+07
28  3  1.22401e+08
28  4  2.55764e+08
28  5  1.68961e+08
28  6  1.19501e+08
28  7  1.81254e+08
28  8  2.09533e+08
28  9  2.11354e+08
28  10  2.26576e+08
28  11  5.73408e+07
28  12  9.00773e+07
28  13  1.20676e+08
28  14  1.28121e+08
28  15  1.29911e+08
28  16  1.01946e+08
28  17  2.34173e+08
28  18  2.10258e+08
28  19  2.37046e+08
28  20  2.19934e+08
28  21  1.19511e+08
28  22  1.61704e+08
28  23  2.60479e+08
28  24  2.93241e+08
28  25  3.26483e+08
28  26  1.74541e+08
28  27  0
28  28  0
28  29  0
28  30  0
28  31  4.74797e+07
28  32  6.69463e+07
28  33  1.19849e+08
28  34  2.25857e+08
28  35  2.07376e+08
28  36  2.83329e+08
28  37  3.07003e+08
28  38  3.02851e+08
28  39  4.06229e+08
28  40  2.80443e+08
28  41  3.60388e+08
28  42  3.34428e+08
28  43  3.44978e+08
28  44  2.58862e+08
28  45  2.13459e+08
28  46  3.18008e+08
28  47  2.13359e+08
28  48  2.78841e+08
28  49  2.0896e+08
28  50  3.09908e+08
29  0  1.14347e+08
29  1  1.11887e+08
29  2  6.59738e+07
29  3  1.75808e+08
29  4  2.31513e+08
29  5  2.01243e+08
29  6  1.95454e+08
29  7  1.49822e+08
29  8  1.88645e+08
29  9  2.30941e+08
29  10  1.63629e+08
29  11  0
29  12  9.87871e+07
29  13  1.92828e+08
29  14  1.75717e+08
29  15  1.44185e+08
29  16  2.26534e+08
29  17  2.59214e+08
29  18  3.10433e+08
29  19  2.2197e+08
29  20  1.24507e+08
29  21  1.98158e+08
29  22  2.46014e+08
29  23  1.72561e+08
29  24  2.86812e+08
29  25  3.36254e+08
29  26  1.61844e+08
29  27  4.78022e+07
29  28  0
29  29  0
29  30  0
29  31  0
29  32  8.62815e+06
29  33  4.4509e+07
29  34  1.73138e+08
29  35  2.07339e+08
29  36  3.03183e+08
29  37  3.18521e+08
29  38  3.65343e+08
29  39  3.32422e+08
29  40  3.92167e+08
29  41  4.01431e+08
29  42  4.00639e+08
29  43  3.02013e+08
29  44  1.96521e+08
29  45  2.25897e+08
29  46  3.3752e+08
29  47  2.51918e+08
29  48  3.00591e+08
29  49  3.79369e+08
29  50  3.24105e+08
30  0  1.54122e+08
30  1  8.33192e+07
30  2  1.21029e+08
30  3  1.81189e+08
30  4  3.11021e+08
30  5  2.12262e+08
30  6  1.64697e+08
30  7  1.83134e+08
30  8  2.50261e+08
30  9  1.73033e+08
30  10  2.02709e+08
30  11  0
30  12  2.06881e+08
30  13  1.8712e+08
30  14  1.97201e+08
30  15  1.25151e+08
30  16  2.72912e+08
30  17  2.31907e+08
30  18  3.04787e+08
30  19  2.71365e+08
30  20  1.62708e+08
30  21  1.54237e+08
30  22  2.07616e+08
30  23  1.93746e+08
30  24  2.60546e+08
30  25  2.79573e+08
30  26  1.98044e+08
30  27  1.71933e+08
30  28  0
30  29  0
30  30  5.65642e+07
30  31  5.65963e+07
30  32  1.14361e+08
30  33  5.29887e+07
30  34  1.22008e+08
30  35  1.08094e+08
30  36  2.78707e+08
30  37  3.17232e+08
30  38  3.31201e+08
30  39  3.35984e+08
30  40  4.04828e+08
30  41  4.30869e+08
30  42  4.06051e+08
30  43  3.52967e+08
30  44  2.46989e+08
30  45  2.55454e+08
30  46  2.84094e+08
30  47  1.9603e+08
30  48  2.82686e+08
30  49  3.87777e+08
30  50  3.95065e+08
31  0  9.97868e+07
31  1  9.81703e+07
31  2  4.99733e+07
31  3  2.62057e+08
31  4  2.37486e+08
31  5  1.46968e+08
31  6  2.1292e+08
31  7  1.75282e+08
31  8  2.17668e+08
31  9  2.00999e+08
31  10  1.86195e+08
31  11  8.99013e+07
31  12  1.88068e+08
31  13  1.65212e+08
31  14  1.03077e+08
31  15  2.34587e+08
31  16  2.6551e+08
31  17  3.74908e+08
31  18  2.4692e+08
31  19  1.67553e+08
31  20  2.09122e+08
31  21  1.22505e+08
31  22  2.26422e+08
31  23  2.59628e+08
31  24  2.91626e+08
31  25  2.20256e+08
31  26  2.88316e+08
31  27  1.21826e+08
31  28  0
31  29  0
31  30  6.39068e+07
31  31  1.11958e+08
31  32  0
31  33  0
31  34  1.09847e+08
31  35  1.59866e+08
31  36  2.61612e+08
31  37  1.90766e+08
31  38  3.55146e+08
31  39  3.47416e+08
31  40  4.28354e+08
31  41  4.26401e+08
31  42  4.21733e+08
31  43  4.09968e+08
31  44  2.83966e+08
31  45  2.41339e+08
31  46  2.3182e+08
31  47  2.63108e+08
31  48  3.08091e+08
31  49  3.8675e+08
31  50  3.26037e+08
32  0  1.71453e+08
32  1  4.45798e+07
32  2  1.54021e+08
32  3  1.81433e+08
32  4  1.96455e+08
32  5  2.61824e+08
32  6  2.1365e+08
32  7  2.00656e+08
32  8  1.49495e+08
32  9  2.3292e+08
32  10  2.29949e+08
32  11  1.27587e+08
32  12  1.91792e+08
32  13  2.43679e+08
32  14  2.1401e+08
32  15  2.19618e+08
32  16  2.70187e+08
32  17  3.45749e+08
32  18  3.63457e+08
32  19  2.27556e+08
32  20  2.26304e+08
32  21  1.08588e+08
32  22  2.03215e+08
32  23  2.43488e+08
32  24  2.47029e+08
32  25  3.0155e+08
32  26  3.28123e+08
32  27  1.13817e+08
32  28  0
32  29  0
32  30  4.47587e+07
32  31  1.00706e+08
32  32  6.69652e+07
32  33  7.53878e+07
32  34  7.06979e+07
32  35  1.06646e+08
32  36  2.34646e+08
32  37  1.68517e+08
32  38  2.10532e+08
32  39  4.20537e+08
32  40  4.96181e+08
32  41  4.02899e+08
32  42  4.26323e+08
32  43  2.906e+08
32  44  3.57883e+08
32  45  2.83998e+08
32  46  2.32586e+08
32  47  2.38736e+08
32  48  3.73814e+08
32  49  3.3592e+08
32  50  3.74053e+08
33  0  1.47198e+08
33  1  1.06387e+08
33  2  1.44248e+08
33  3  2.57677e+08
33  4  2.23492e+08
33  5  1.29618e+08
33  6  1.89748e+08
33  7  8.65777e+07
33  8  2.06397e+08
33  9  2.53529e+08
33  10  2.09489e+08
33  11  1.16156e+08
33  12  1.90205e+08
33  13  1.56961e+08
33  14  2.07047e+08
33  15  3.18777e+08
33  16  3.47066e+08
33  17  3.75184e+08
33  18  2.62108e+08
33  19  2.26516e+08
33  20  1.49292e+08
33  21  1.00858e+08
33  22  2.42085e+08
33  23  2.63371e+08
33  24  1.65717e+08
33  25  2.58667e+08
33  26  3.37221e+08
33  27  1.51246e+08
33  28  0
33  29  0
33  30  6.06563e+07
33  31  1.41541e+08
33  32  1.19415e+08
33  33  0
33  34  7.5586e+07
33  35  1.13663e+08
33  36  1.84379e+08
33  37  3.04489e+08
33  38  3.67852e+08
33  39  4.58862e+08
33  40  4.21121e+08
33  41  3.68733e+08
33  42  3.57903e+08
33  43  3.52934e+08
33  44  3.01421e+08
33  45  3.88084e+08
33  46  1.79524e+08
33  47  2.48075e+08
33  48  3.46231e+08
33  49  3.85603e+08
33  50  3.28953e+08
34  0  7.9181e+07
34  1  1.26693e+08
34  2  1.69767e+08
34  3  2.15483e+08
34  4  2.22825e+08
34  5  1.41567e+08
34  6  2.33113e+08
34  7  1.38146e+08
34  8  1.78513e+08
34  9  2.86157e+08
34  10  1.66991e+08
34  11  1.04318e+08
34  12  2.5109e+08
34  13  2.02115e+08
34  14  2.31405e+08
34  15  2.48573e+08
34  16  3.66271e+08
34  17  3.2109e+08
34  18  2.81896e+08
34  19  2.03592e+08
34  20  2.0833e+08
34  21  1.94683e+08
34  22  1.40716e+08
34  23  2.98052e+08
34  24  2.97511e+08
34  25  2.22193e+08
34  26  3.42276e+08
34  27  1.73434e+08
34  28  0
34  29  0
34  30  0
34  31  1.38525e+08
34  32  6.28181e+07
34  33  0
34  34  0
34  35  5.94796e+07
34  36  1.90125e+08
34  37  3.25926e+08
34  38  3.13969e+08
34  39  4.54345e+08
34  40  4.24107e+08
34  41  4.6706e+08
34  42  4.82076e+08
34  43  4.17052e+08
34  44  4.12441e+08
34  45  3.91727e+08
34  46  1.90746e+08
34  47  2.72809e+08
34  48  2.95328e+08
34  49  3.11425e+08
34  50  4.06706e+08
35  0  1.06769e+08
35  1  1.35207e+08
35  2  1.64689e+08
35  3  1.26756e+08
35  4  1.67007e+08
35  5  1.93502e+08
35  6  1.36251e+08
35  7  1.28212e+08
35  8  2.20423e+08
35  9  3.00753e+08
35  10  2.03172e+08
35  11  2.01332e+08
35  12  1.9708e+08
35  13  2.53806e+08
35  14  2.23987e+08
35  15  2.26745e+08
35  16  2.75809e+08
35  17  3.22938e+08
35  18  2.8973e+08
35  19  2.22185e+08
35  20  2.03799e+08
35  21  1.74495e+08
35  22  2.11813e+08
35  23  2.04823e+08
35  24  2.25254e+08
35  25  2.52647e+08
35  26  4.40727e+08
35  27  2.14013e+08
35  28  0
35  29  0
35  30  9.00547e+07
35  31  1.29581e+08
35  32  0
35  33  0
35  34  0
35  35  6.68697e+07
35  36  1.68831e+08
35  37  1.60563e+08
35  38  4.25631e+08
35  39  4.86458e+08
35  40  4.81475e+08
35  41  5.43702e+08
35  42  5.513e+08
35  43  4.4993e+08
35  44  5.13594e+08
35  45  3.54064e+08
35  46  2.16177e+08
35  47  2.99858e+08
35  48  4.13481e+08
35  49  3.92761e+08
35  50  4.33408e+08
36  0  1.70998e+08
36  1  1.02473e+08
36  2  1.91059e+08
36  3  1.78991e+08
36  4  2.34908e+08
36  5  1.39876e+08
36  6  2.23255e+08
36  7  2.09104e+08
36  8  1.35479e+08
36  9  3.15224e+08
36  10  2.84449e+08
36  11  2.0376e+08
36  12  2.2284e+08
36  13  2.80026e+08
36  14  3.46345e+08
36  15  3.48693e+08
36  16  3.18034e+08
36  17  3.37709e+08
36  18  2.90634e+08
36  19  2.09673e+08
36  20  2.29886e+08
36  21  1.93507e+08
36  22  2.11114e+08
36  23  1.6953e+08
36  24  2.67366e+08
36  25  2.82825e+08
36  26  3.10548e+08
36  27  1.99806e+08
36  28  3.38195e+07
36  29  0
36  30  1.21675e+08
36  31  3.77159e+07
36  32  0
36  33  0
36  34  0
36  35  0
36  36  7.16851e+07
36  37  2.59594e+08
36  38  3.12121e+08
36  39  4.87614e+08
36  40  4.65877e+08
36  41  4.0562e+08
36  42  5.59377e+08
36  43  4.12972e+08
36  44  4.18663e+08
36  45  4.94152e+08
36  46  1.86082e+08
36  47  3.40551e+08
36  48  2.39587e+08
36  49  3.57661e+08
36  50  3.65221e+08
37  0  1.64318e+08
37  1  1.93011e+08
37  2  1.78385e+08
37  3  1.24229e+08
37  4  1.89721e+08
37  5  2.18172e+08
37  6  2.51269e+08
37  7  1.37224e+08
37  8  2.15026e+08
37  9  2.59412e+08
37  10  2.65741e+08
37  11  1.92372e+08
37  12  2.08191e+08
37  13  2.93262e+08
37  14  3.57832e+08
37  15  2.92298e+08
37  16  3.76342e+08
37  17  2.81249e+08
37  18  2.71849e+08
37  19  2.36151e+08
37  20  2.05878e+08
37  21  1.86715e+08
37  22  2.02687e+08
37  23  2.46075e+08
37  24  2.14009e+08
37  25  2.6618e+08
37  26  3.11853e+08
37  27  1.42619e+08
37  28  9.59598e+07
37  29  0
37  30  1.06107e+08
37  31  6.53749e+07
37  32  0
37  33  0
37  34  0
37  35  7.36068e+07
37  36  8.65671e+07
37  37  2.20442e+08
37  38  3.17204e+08
37  39  3.66198e+08
37  40  5.16883e+08
37  41  5.17419e+08
37  42  4.33578e+08
37  43  5.02461e+08
37  44  4.92634e+08
37  45  4.92101e+08
37  46  2.00863e+08
37  47  2.08961e+08
37  48  2.88355e+08
37  49  3.10793e+08
37  50  2.69106e+08
38  0  1.05789e+08
38  1  1.08161e+08
38  2  1.95493e+08
38  3  2.10447e+08
38  4  1.26174e+08
38  5  2.9635e+08
38  6  2.9686e+08
38  7  2.61314e+08
38  8  2.01742e+08
38  9  2.31589e+08
38  10  2.94496e+08
38  11  2.32461e+08
38  12  2.702e+08
38  13  2.99541e+08
38  14  2.86133e+08
38  15  2.29741e+08
38  16  3.36039e+08
38  17  3.0761e+08
38  18  2.40004e+08
38  19  2.38624e+08
38  20  2.61306e+08
38  21  2.10928e+08
38  22  2.01784e+08
38  23  3.09549e+08
38  24  1.74024e+08
38  25  2.08411e+08
38  26  3.26735e+08
38  27  2.297e+08
38  28  1.31437e+07
38  29  0
38  30  6.93884e+07
38  31  0
38  32  0
38  33  0
38  34  0
38  35  0
38  36  1.33466e+08
38  37  2.13014e+08
38  38  2.8287e+08
38  39  5.02186e+08
38  40  4.41062e+08
38  41  5.18894e+08
38  42  5.33083e+08
38  43  3.98172e+08
38  44  4.27995e+08
38  45  4.9686e+08
38  46  2.68187e+08
38  47  2.86854e+08
38  48  2.97446e+08
38  49  3.5287e+08
38  50  4.39796e+08
39  0  5.93419e+07
39  1  1.47352e+08
39  2  2.16059e+08
39  3  2.38618e+08
39  4  1.66515e+08
39  5  2.49227e+08
39  6  1.98874e+08
39  7  2.45092e+08
39  8  2.46623e+08
39  9  3.13839e+08
39  10  2.79105e+08
39  11  2.76008e+08
39  12  2.92445e+08
39  13  3.29212e+08
39  14  3.60023e+08
39  15  3.12221e+08
39  16  3.40132e+08
39  17  3.00566e+08
39  18  1.85732e+08
39  19  2.44304e+08
39  20  2.62222e+08
39  21  2.03515e+08
39  22  2.21359e+08
39  23  2.51514e+08
39  24  2.7049e+08
39  25  3.05743e+08
39  26  2.21593e+08
39  27  2.52102e+08
39  28  7.06312e+07
39  29  0
39  30  1.29493e+08
39  31  9.01295e+07
39  32  0
39  33  0
39  34  0
39  35  0
39  36  1.50099e+08
39  37  2.22106e+08
39  38  3.28118e+08
39  39  3.77787e+08
39  40  5.25916e+08
39  41  4.12433e+08
39  42  4.79662e+08
39  43  4.30362e+08
39  44  5.02192e+08
39  45  4.73319e+08
39  46  1.86501e+08
39  47  2.66526e+08
39  48  3.04801e+08
39  49  2.31747e+08
39  50  3.81749e+08
40  0  6.8368e+07
40  1  1.35619e+08
40  2  1.85647e+08
40  3  2.38332e+08
40  4  3.40794e+07
40  5  2.53926e+08
40  6  2.6307e+08
40  7  1.20974e+08
40  8  2.83895e+08
40  9  2.46293e+08
40  10  2.90916e+08
40  11  2.49268e+08
40  12  2.32105e+08
40  13  2.85827e+08
40  14  4.20308e+08
40  15  4.28685e+08
40  16  2.88611e+08
40  17  2.33725e+08
40  18  1.63337e+08
40  19  2.34215e+08
40  20  2.57759e+08
40  21  1.90228e+08
40  22  3.33473e+08
40  23  3.06509e+08
40  24  2.4162e+08
40  25  3.34895e+08
40  26  3.4293e+08
40  27  2.66705e+08
40  28  0
40  29  5.00142e+07
40  30  6.81185e+07
40  31  7.81675e+07
40  32  0
40  33  0
40  34  0
40  35  0
40  36  9.63928e+07
40  37  1.88309e+08
40  38  3.63207e+08
40  39  4.36777e+08
40  40  4.74535e+08
40  41  5.79217e+08
40  42  5.1804e+08
40  43  4.06479e+08
40  44  4.70607e+08
40  45  4.56676e+08
40  46  2.00045e+08
40  47  2.85731e+08
40  48  1.78885e+08
40  49  3.31406e+08
40  50  4.91038e+08
41  0  1.46362e+08
41  1  1.52982e+08
41  2  1.73272e+08
41  3  1.80958e+08
41  4  1.89696e+08
41  5  2.36003e+08
41  6  2.12822e+08
41  7  2.56526e+08
41  8  1.50738e+08
41  9  3.53427e+08
41  10  2.43881e+08
41  11  2.4573e+08
41  12  2.84784e+08
41  13  3.62288e+08
41  14  3.56078e+08
41  15  3.20923e+08
41  16  3.58098e+08
41  17  1.54467e+08
41  18  1.50743e+08
41  19  2.36548e+08
41  20  2.32116e+08
41  21  2.66222e+08
41  22  2.43633e+08
41  23  2.77579e+08
41  24  2.85841e+08
41  25  2.57939e+08
41  26  2.96228e+08
41  27  2.54404e+08
41  28  1.28863e+08
41  29  5.36342e+07
41  30  1.41523e+08
41  31  0
41  32  0
41  33  0
41  34  0
41  35  0
41  36  0
41  37  2.50275e+08
41  38  3.15822e+08
41  39  3.45885e+08
41  40  4.63089e+08
41  41  5.84453e+08
41  42  3.5487e+08
41  43  4.31145e+08
41  44  5.2505e+08
41  45  3.82686e+08
41  46  1.72075e+08
41  47  2.22413e+08
41  48  2.36199e+08
41  49  3.0501e+08
41  50  3.97004e+08
42  0  1.08156e+08
42  1  1.12621e+08
42  2  2.05743e+08
42  3  1.8696e+08
42  4  1.5038e+08
42  5  2.23593e+08
42  6  2.88508e+08
42  7  1.98859e+08
42  8  3.13552e+08
42  9  3.2172e+08
42  10  2.87826e+08
42  11  3.29801e+08
42  12  3.26059e+08
42  13  3.00734e+08
42  14  2.88215e+08
42  15  2.59537e+08
42  16  2.74118e+08
42  17  1.61118e+08
42  18  1.4585e+08
42  19  2.31914e+08
42  20  2.59394e+08
42  21  2.36044e+08
42  22  3.2923e+08
42  23  2.79085e+08
42  24  1.32128e+08
42  25  3.06894e+08
42  26  3.19449e+08
42  27  2.33302e+08
42  28  9.27422e+07
42  29  0
42  30  8.79196e+07
42  31  1.17455e+08
42  32  0
42  33  0
42  34  0
42  35  0
42  36  0
42  37  2.3931e+08
42  38  3.22051e+08
42  39  5.02642e+08
42  40  4.68119e+08
42  41  4.66161e+08
42  42  4.34997e+08
42  43  3.40939e+08
42  44  3.36101e+08
42  45  3.9857e+08
42  46  2.3392e+08
42  47  2.28003e+08
42  48  2.27675e+08
42  49  2.22156e+08
42  50  4.1314e+08
43  0  1.40671e+08
43  1  1.65111e+08
43  2  2.45162e+08
43  3  2.59842e+08
43  4  2.01565e+08
43  5  2.5817e+08
43  6  2.39203e+08
43  7  1.37954e+08
43  8  2.88567e+08
43  9  3.05063e+08
43  10  2.67572e+08
43  11  2.58535e+08
43  12  3.09461e+08
43  13  3.29067e+08
43  14  3.24036e+08
43  15  3.74982e+08
43  16  2.70929e+08
43  17  2.23144e+08
43  18  1.1156e+08
43  19  2.26541e+08
43  20  2.41413e+08
43  21  1.80521e+08
43  22  3.09636e+08
43  23  2.54404e+08
43  24  1.89125e+08
43  25  3.08247e+08
43  26  3.164e+08
43  27  2.79366e+08
43  28  7.34963e+07
43  29  0
43  30  7.11755e+07
43  31  7.76317e+07
43  32  0
43  33  0
43  34  0
43  35  0
43  36  8.40794e+07
43  37  2.89328e+08
43  38  4.2169e+08
43  39  5.34248e+08
43  40  4.00075e+08
43  41  4.15345e+08
43  42  4.07053e+08
43  43  4.47269e+08
43  44  3.9886e+08
43  45  3.8701e+08
43  46  2.11301e+08
43  47  2.19806e+08
43  48  1.01193e+08
43  49  2.4349e+08
43  50  2.36216e+08
44  0  1.22896e+08
44  1  1.01793e+08
44  2  2.44625e+08
44  3  3.05035e+08
44  4  1.79141e+08
44  5  2.17479e+08
44  6  3.05819e+08
44  7  3.15978e+08
44  8  2.86343e+08
44  9  2.44834e+08
44  10  2.93806e+08
44  11  2.47669e+08
44  12  1.50742e+08
44  13  2.60163e+08
44  14  1.65243e+08
44  15  2.84595e+08
44  16  2.59316e+08
44  17  1.84255e+08
44  18  1.14102e+08
44  19  3.49773e+08
44  20  1.79471e+08
44  21  2.61876e+08
44  22  3.05987e+08
44  23  2.96512e+08
44  24  2.20974e+08
44  25  2.90599e+08
44  26  1.92153e+08
44  27  2.5828e+08
44  28  9.28905e+07
44  29  0
44  30  2.04028e+07
44  31  7.72041e+07
44  32  0
44  33  0
44  34  0
44  35  0
44  36  5.10256e+07
44  37  2.86776e+08
44  38  3.90449e+08
44  39  5.24082e+08
44  40  3.81275e+08
44  41  5.13526e+08
44  42  4.73262e+08
44  43  4.73033e+08
44  44  4.88393e+08
44  45  4.25407e+08
44  46  3.06584e+08
44  47  2.12294e+08
44  48  2.10806e+08
44  49  1.84142e+08
44  50  3.03635e+08
45  0  1.0538e+08
45  1  1.46015e+08
45  2  1.45027e+08
45  3  2.83734e+08
45  4  1.97307e+08
45  5  3.1084e+08
45  6  2.60086e+08
45  7  2.97591e+08
45  8  1.90347e+08
45  9  3.1847e+08
45  10  2.75941e+08
45  11  2.04535e+08
45  12  2.52928e+08
45  13  3.10068e+08
45  14  1.62306e+08
45  15  2.42339e+08
45  16  3.6038e+08
45  17  2.41561e+08
45  18  1.30767e+08
45  19  2.37699e+08
45  20  2.92583e+08
45  21  3.11544e+08
45  22  2.86942e+08
45  23  2.36054e+08
45  24  2.04152e+08
45  25  2.84399e+08
45  26  3.13682e+08
45  27  2.14135e+08
45  28  0
45  29  0
45  30  0
45  31  5.71554e+07
45  32  0
45  33  0
45  34  0
45  35  0
45  36  1.45228e+08
45  37  3.32038e+08
45  38  3.82012e+08
45  39  4.37239e+08
45  40  4.45937e+08
45  41  4.34159e+08
45  42  2.90033e+08
45  43  3.53849e+08
45  44  4.0831e+08
45  45  2.43409e+08
45  46  2.31338e+08
45  47  1.7753e+08
45  48  1.91387e+08
45  49  1.81169e+08
45  50  2.66629e+08
46  0  1.10675e+08
46  1  9.20685e+07
46  2  2.36443e+08
46  3  2.19859e+08
46  4  2.39019e+08
46  5  2.4254e+08
46  6  2.7784e+08
46  7  2.6562e+08
46  8  3.02718e+08
46  9  2.15044e+08
46  10  2.67501e+08
46  11  2.75894e+08
46  12  2.18526e+08
46  13  3.23904e+08
46  14  2.23398e+08
46  15  3.23005e+08
46  16  2.98887e+08
46  17  2.28517e+08
46  18  8.43167e+07
46  19  2.12189e+08
46  20  3.42649e+08
46  21  2.9064e+08
46  22  2.53595e+08
46  23  3.00748e+08
46  24  2.90184e+08
46  25  2.36703e+08
46  26  3.45452e+08
46  27  1.98921e+08
46  28  7.29372e+07
46  29  0
46  30  4.52057e+07
46  31  0
46  32  0
46  33  0
46  34  0
46  35  0
46  36  0
46  37  1.45729e+08
46  38  2.77147e+08
46  39  5.17935e+08
46  40  4.07796e+08
46  41  4.6151e+08
46  42  3.81306e+08
46  43  4.40067e+08
46  44  4.09108e+08
46  45  3.82452e+08
46  46  2.65505e+08
46  47  1.54605e+08
46  48  1.77006e+08
46  49  1.71482e+08
46  50  1.15523e+08
47  0  1.80122e+08
47  1  8.1838e+07
47  2  1.89585e+08
47  3  2.24607e+08
47  4  2.77319e+08
47  5  2.55954e+08
47  6  2.52062e+08
47  7  3.03672e+08
47  8  2.41481e+08
47  9  2.50359e+08
47  10  2.14458e+08
47  11  2.44736e+08
47  12  1.43673e+08
47  13  2.26213e+08
47  14  1.78634e+08
