row  column  (images_12_26nov.edf Cu_K*images_12_26nov.edf Ar_K**2.3)
32  28  0
32  29  3.91276e+07
32  30  2.32465e+07
32  31  2.56999e+07
32  32  0
32  33  2.78074e+07
32  34  0
32  35  0
32  36  1.43628e+07
32  37  0
32  38  0
32  39  0
32  40  0
32  41  2.35542e+07
32  42  196069
32  43  0
32  44  2.01637e+07
32  45  0
32  46  0
32  47  0
32  48  4.37888e+07
32  49  2.17606e+07
32  50  8.25758e+07
33  0  0
33  1  0
33  2  0
33  3  2.18691e+07
33  4  0
33  5  0
33  6  0
33  7  0
33  8  3.04931e+07
33  9  2.67387e+07
33  10  0
33  11  1.87551e+07
33  12  0
33  13  0
33  14  1.09572e+08
33  15  0
33  16  3.73894e+07
33  17  8.03709e+06
33  18  0
33  19  1.41572e+07
33  20  0
33  21  0
33  22  0
33  23  0
33  24  0
33  25  0
33  26  2.30045e+07
33  27  0
33  28  0
33  29  0
33  30  0
33  31  1.6394e+07
33  32  1.0955e+07
33  33  0
33  34  0
33  35  0
33  36  7.96117e+07
33  37  0
33  38  0
33  39  4.22875e+07
33  40  0
33  41  0
33  42  0
33  43  1.4508e+07
33  44  0
33  45  2.34963e+07
33  46  0
33  47  7.22081e+06
33  48  5.64493e+07
33  49  2.04195e+07
33  50  0
34  0  0
34  1  0
34  2  0
34  3  1.68347e+07
34  4  2.38147e+07
34  5  0
34  6  1.63022e+07
34  7  4.09721e+07
34  8  0
34  9  0
34  10  0
34  11  0
34  12  0
34  13  0
34  14  0
34  15  5.00437e+07
34  16  0
34  17  1.35616e+07
34  18  0
34  19  0
34  20  3.80971e+07
34  21  0
34  22  0
34  23  1.47146e+07
34  24  3.94797e+07
34  25  0
34  26  1.86384e+07
34  27  7.67012e+07
34  28  0
34  29  3.60627e+07
34  30  4.51729e+07
34  31  0
34  32  0
34  33  1.36309e+07
34  34  1.50173e+07
34  35  5.91351e+06
34  36  1.66609e+06
34  37  5.662e+07
34  38  5.68928e+07
34  39  3.33972e+06
34  40  0
34  41  0
34  42  0
34  43  0
34  44  0
34  45  0
34  46  0
34  47  0
34  48  2.10983e+07
34  49  0
34  50  0
35  0  0
35  1  7.04737e+07
35  2  1.61939e+07
35  3  0
35  4  0
35  5  2.17726e+06
35  6  0
35  7  3.76339e+07
35  8  1.38866e+07
35  9  5.24871e+07
35  10  0
35  11  1.23204e+07
35  12  3.82775e+07
35  13  0
35  14  1.44328e+07
35  15  0
35  16  0
35  17  0
35  18  0
35  19  0
35  20  0
35  21  0
35  22  0
35  23  0
35  24  0
35  25  1.10593e+07
35  26  0
35  27  0
35  28  0
35  29  0
35  30  0
35  31  0
35  32  0
35  33  6.79189e+06
35  34  1.18054e+07
35  35  2.3328e+07
35  36  3.47254e+07
35  37  0
35  38  1.21939e+07
35  39  2.97328e+07
35  40  0
35  41  0
35  42  0
35  43  4.87985e+07
35  44  5.40683e+06
35  45  0
35  46  0
35  47  0
35  48  2.30193e+07
35  49  1.44692e+07
35  50  0
36  0  0
36  1  0
36  2  0
36  3  1.60341e+07
36  4  0
36  5  0
36  6  0
36  7  3.83412e+07
36  8  0
36  9  1.01631e+08
36  10  0
36  11  0
36  12  4.45175e+07
36  13  2.34637e+07
36  14  0
36  15  0
36  16  1.2761e+07
36  17  0
36  18  2.84377e+07
36  19  0
36  20  0
36  21  0
36  22  0
36  23  0
36  24  0
36  25  7.94634e+07
36  26  0
36  27  6.10737e+07
36  28  0
36  29  0
36  30  0
36  31  0
36  32  6.19824e+06
36  33  5.98008e+07
36  34  0
36  35  0
36  36  0
36  37  0
36  38  0
36  39  0
36  40  0
36  41  0
36  42  3.14484e+07
36  43  0
36  44  3.18771e+06
36  45  0
36  46  3.94753e+07
36  47  1.4899e+07
36  48  0
36  49  0
36  50  0
37  0  0
37  1  7.16274e+07
37  2  0
37  3  0
37  4  0
37  5  2.46165e+07
37  6  0
37  7  6.47344e+07
37  8  0
37  9  0
37  10  0
37  11  0
37  12  0
37  13  3.78039e+07
37  14  0
37  15  0
37  16  0
37  17  0
37  18  0
37  19  0
37  20  1.63026e+07
37  21  6.78594e+07
37  22  0
37  23  2.98221e+07
37  24  7.62833e+07
37  25  3.99963e+07
37  26  1.05996e+07
37  27  0
37  28  2.59129e+06
37  29  0
37  30  2.6445e+07
37  31  2.64177e+07
37  32  0
37  33  2.82285e+06
37  34  0
37  35  0
37  36  3.1527e+07
37  37  0
37  38  4.60339e+07
37  39  0
37  40  3.67764e+06
37  41  2.77682e+07
37  42  0
37  43  0
37  44  0
37  45  0
37  46  1.52495e+07
37  47  0
37  48  2.0338e+07
37  49  0
37  50  0
38  0  0
38  1  0
38  2  0
38  3  0
38  4  2.75294e+06
38  5  2.92365e+06
38  6  8.1888e+07
38  7  0
38  8  5.0155e+06
38  9  0
38  10  0
38  11  0
38  12  0
38  13  2.00755e+07
38  14  0
38  15  0
38  16  0
38  17  8.73023e+06
38  18  0
38  19  0
38  20  6.8487e+07
38  21  4.90744e+06
38  22  626103
38  23  0
38  24  0
38  25  0
38  26  0
38  27  1.42438e+06
38  28  0
38  29  3.39534e+07
38  30  5.92906e+07
38  31  0
38  32  0
38  33  0
38  34  0
38  35  0
38  36  6.36974e+07
38  37  5.88367e+07
38  38  0
38  39  4.13939e+07
38  40  8.19322e+07
38  41  0
38  42  4.25102e+07
38  43  0
38  44  0
38  45  0
38  46  0
38  47  0
38  48  0
38  49  0
38  50  4.78996e+07
39  0  0
39  1  0
39  2  0
39  3  0
39  4  0
39  5  2.55822e+07
39  6  0
39  7  3.60071e+07
39  8  0
39  9  1.33258e+07
39  10  0
39  11  0
39  12  0
39  13  1.09552e+06
39  14  1.09097e+07
39  15  3.91181e+07
39  16  0
39  17  0
39  18  1.13185e+07
39  19  661941
39  20  2.08851e+07
39  21  0
39  22  0
39  23  0
39  24  0
39  25  0
39  26  0
39  27  4.25797e+07
39  28  1.825e+07
39  29  3.72118e+07
39  30  0
39  31  5.49583e+07
39  32  0
39  33  0
39  34  0
39  35  0
39  36  2.1168e+07
39  37  0
39  38  0
39  39  8.49106e+07
39  40  0
39  41  0
39  42  1.15273e+08
39  43  4.80695e+07
39  44  0
39  45  0
39  46  0
39  47  0
39  48  0
39  49  0
39  50  0
40  0  0
40  1  0
40  2  4.10815e+07
40  3  0
40  4  0
40  5  0
40  6  0
40  7  0
40  8  1.56164e+07
40  9  5.36576e+07
40  10  7.2204e+07
40  11  0
40  12  0
40  13  8.94418e+07
40  14  0
40  15  1.34571e+07
40  16  0
40  17  0
40  18  0
40  19  0
40  20  1.42042e+07
40  21  0
40  22  0
40  23  0
40  24  6.42329e+07
40  25  6.82773e+07
40  26  0
40  27  1.68028e+07
40  28  0
40  29  0
40  30  0
40  31  1.51572e+07
40  32  0
40  33  6.56177e+07
40  34  0
40  35  0
40  36  9.57636e+07
40  37  0
40  38  0
40  39  0
40  40  5.37113e+07
40  41  1.28936e+06
40  42  1.62e+07
40  43  4.64911e+07
40  44  1.42505e+06
40  45  0
40  46  0
40  47  0
40  48  0
40  49  2.11577e+07
40  50  5.84973e+07
41  0  5.30035e+07
41  1  5.48378e+07
41  2  0
41  3  0
41  4  0
41  5  0
41  6  4.01019e+07
41  7  0
41  8  0
41  9  3.1888e+07
41  10  5.39552e+07
41  11  0
41  12  0
41  13  0
41  14  1.81551e+07
41  15  6.20965e+07
41  16  0
41  17  0
41  18  0
41  19  5.04622e+07
41  20  7.32698e+07
41  21  0
41  22  0
41  23  0
41  24  6.90814e+07
41  25  2.03146e+07
41  26  3.84339e+07
41  27  2.3719e+07
41  28  5.96048e+07
41  29  2.2532e+06
41  30  6.72449e+07
41  31  4.05094e+07
41  32  0
41  33  951141
41  34  0
41  35  0
41  36  5.08303e+07
41  37  0
41  38  0
41  39  0
41  40  2.97953e+07
41  41  0
41  42  0
41  43  4.48753e+07
41  44  3.12543e+07
41  45  0
41  46  0
41  47  0
41  48  0
41  49  0
41  50  0
42  0  6.27836e+06
42  1  2.34472e+07
42  2  0
42  3  0
42  4  3.08162e+07
42  5  5.92655e+07
42  6  0
42  7  9.58887e+07
42  8  0
42  9  0
42  10  0
42  11  0
42  12  0
42  13  2.01235e+07
42  14  7.07694e+07
42  15  0
42  16  0
42  17  3.51988e+07
42  18  2.63235e+07
42  19  2.83495e+07
42  20  2.26792e+07
42  21  0
42  22  0
42  23  6.71504e+07
42  24  0
42  25  3.19408e+07
42  26  2.264e+07
42  27  0
42  28  0
42  29  2.91228e+06
42  30  5.19955e+06
42  31  2.52664e+07
42  32  0
42  33  0
42  34  0
42  35  0
42  36  0
42  37  0
42  38  0
42  39  0
42  40  1.14501e+07
42  41  4.59745e+07
42  42  4.35402e+07
42  43  0
42  44  6.69015e+07
42  45  0
42  46  0
42  47  0
42  48  4.29504e+07
42  49  0
42  50  0
43  0  0
43  1  3.78283e+07
43  2  1.96906e+07
43  3  1.86565e+06
43  4  1.94156e+07
43  5  0
43  6  4.53271e+07
43  7  0
43  8  3.16593e+07
43  9  4.07793e+07
43  10  0
43  11  0
43  12  8.75115e+06
43  13  0
43  14  0
43  15  1.24458e+07
43  16  0
43  17  3.43185e+06
43  18  0
43  19  0
43  20  2.06832e+07
43  21  0
43  22  0
43  23  4.09777e+07
43  24  0
43  25  3.32438e+06
43  26  2.67437e+07
43  27  3.97166e+07
43  28  0
43  29  0
43  30  0
43  31  7.75019e+06
43  32  0
43  33  0
43  34  3.71307e+07
43  35  0
43  36  0
43  37  1.49789e+07
43  38  0
43  39  1.1422e+07
43  40  5.67543e+07
43  41  5.27106e+07
43  42  0
43  43  2.57521e+07
43  44  0
43  45  0
43  46  0
43  47  0
43  48  0
43  49  1.57192e+07
43  50  0
44  0  1.15098e+07
44  1  0
44  2  1.78624e+07
44  3  3.284e+07
44  4  0
44  5  0
44  6  5.12578e+06
44  7  3.72955e+06
44  8  2.13063e+07
44  9  1.05251e+07
44  10  1.01728e+07
44  11  0
44  12  0
44  13  0
44  14  0
44  15  0
44  16  0
44  17  5.8365e+07
44  18  0
44  19  0
44  20  0
44  21  0
44  22  4.12271e+07
44  23  0
44  24  2.13027e+07
44  25  0
44  26  0
44  27  0
44  28  2.16257e+07
44  29  2.91214e+07
44  30  0
44  31  0
44  32  0
44  33  0
44  34  1.5759e+07
44  35  0
44  36  0
44  37  0
44  38  0
44  39  2.95326e+07
44  40  0
44  41  1.64262e+07
44  42  5.17378e+06
44  43  0
44  44  2.01445e+07
44  45  0
44  46  1.09266e+07
44  47  1.44305e+07
44  48  9.30094e+06
44  49  1.97294e+07
44  50  4.55408e+07
45  0  0
45  1  0
45  2  0
45  3  5.92905e+07
45  4  0
45  5  5.6525e+07
45  6  1.95415e+06
45  7  4.34199e+07
45  8  0
45  9  6.9604e+06
45  10  4.46368e+07
45  11  2.22168e+07
45  12  5.14685e+07
45  13  1.90644e+07
45  14  0
45  15  3.07351e+06
45  16  0
45  17  0
45  18  6.30115e+07
45  19  0
45  20  0
45  21  6.27603e+07
45  22  1.94391e+07
45  23  0
45  24  0
45  25  2.80001e+07
45  26  0
45  27  4.49841e+06
45  28  4.86549e+06
45  29  7.42264e+06
45  30  0
45  31  1.8244e+07
45  32  0
45  33  0
45  34  2.90748e+07
45  35  0
45  36  9.57898e+07
45  37  1.43188e+07
45  38  0
45  39  5.39634e+06
45  40  2.97829e+07
45  41  0
45  42  0
45  43  0
45  44  5.73555e+07
45  45  0
45  46  4.26728e+07
45  47  7.21983e+07
45  48  1.13746e+07
45  49  2.86151e+07
45  50  0
46  0  3.8777e+07
46  1  4.44607e+07
46  2  5.05289e+07
46  3  0
46  4  0
46  5  2.28784e+06
46  6  2.3964e+06
46  7  1.07973e+07
46  8  2.76037e+07
46  9  0
46  10  0
46  11  5.64745e+07
46  12  5.57833e+07
46  13  1.94274e+07
46  14  2.48848e+07
46  15  9.73364e+06
46  16  2.54464e+07
46  17  0
46  18  0
46  19  0
46  20  0
46  21  0
46  22  1.62913e+07
46  23  0
46  24  1.49501e+07
46  25  0
46  26  7.01394e+07
46  27  9.81299e+06
46  28  0
46  29  3.53968e+06
46  30  0
46  31  0
46  32  3.06712e+07
46  33  0
46  34  0
46  35  0
46  36  0
46  37  0
46  38  0
46  39  7.16273e+07
46  40  0
46  41  0
46  42  2.16086e+07
46  43  0
46  44  8.69652e+07
46  45  2.91084e+07
46  46  0
46  47  9.42239e+06
46  48  1.67113e+07
46  49  0
46  50  0
47  0  0
47  1  0
47  2  3.48177e+06
47  3  3.72052e+07
47  4  5.51575e+07
47  5  9.82515e+07
47  6  5.81434e+07
47  7  6.23349e+06
47  8  4.45386e+07
47  9  1.30771e+07
47  10  0
47  11  4.89719e+07
47  12  0
47  13  0
47  14  0
47  15  0
47  16  2.91714e+07
47  17  0
47  18  0
47  19  0
47  20  0
47  21  0
47  22  3.92663e+07
47  23  3.724e+07
47  24  2.98514e+07
47  25  0
47  26  0
47  27  5.40396e+07
47  28  3.82326e+07
47  29  0
47  30  4.99393e+07
47  31  0
47  32  0
47  33  0
47  34  0
47  35  0
47  36  1.80169e+07
47  37  0
47  38  0
47  39  0
47  40  5.46024e+07
47  41  0
47  42  0
47  43  0
47  44  0
47  45  0
47  46  0
47  47  2.64513e+07
47  48  0
47  49  0
47  50  6.54723e+07
48  0  0
48  1  0
48  2  6.49673e+07
48  3  6.11852e+07
48  4  0
48  5  5.31973e+07
48  6  2.77334e+07
48  7  4.51981e+07
48  8  0
48  9  0
48  10  7.13606e+07
48  11  0
48  12  1.19841e+08
48  13  0
48  14  0
48  15  3.76955e+07
48  16  5.93448e+06
48  17  2.51442e+07
48  18  5.06527e+07
48  19  0
48  20  0
48  21  6.36134e+06
48  22  0
48  23  0
48  24  1.42784e+06
48  25  0
48  26  0
48  27  0
48  28  0
48  29  0
48  30  0
48  31  0
48  32  3.48314e+07
48  33  0
48  34  0
48  35  2.4226e+07
48  36  5.14992e+07
48  37  0
48  38  0
48  39  0
48  40  0
48  41  1.03084e+08
48  42  2.43915e+07
48  43  7.8868e+07
48  44  3.67163e+07
48  45  0
48  46  2.37017e+07
48  47  0
48  48  0
48  49  0
48  50  1.58618e+07
49  0  5.59685e+06
49  1  0
49  2  0
49  3  4.46251e+07
49  4  3.52817e+07
49  5  0
49  6  0
49  7  4.89658e+07
49  8  4.55637e+07
49  9  0
49  10  0
49  11  3.69841e+07
49  12  9.83008e+07
49  13  0
49  14  0
49  15  1.04555e+07
49  16  3.29834e+07
49  17  1.43101e+07
49  18  0
49  19  0
49  20  1.72351e+07
49  21  4.09358e+07
49  22  0
49  23  0
49  24  0
49  25  2.22921e+06
49  26  4.77071e+06
49  27  1.10584e+08
49  28  0
49  29  0
49  30  1.32067e+07
49  31  0
49  32  0
49  33  4.82028e+07
49  34  0
49  35  0
49  36  7.1826e+07
49  37  0
49  38  0
49  39  0
49  40  4.01761e+07
49  41  0
49  42  2.7872e+07
49  43  9.96934e+06
49  44  0
49  45  0
49  46  0
49  47  0
49  48  4.46817e+07
49  49  2.16465e+07
49  50  0
50  0  0
50  1  1.04782e+08
50  2  2.2331e+07
50  3  7.00155e+06
50  4  4.98678e+07
50  5  0
50  6  0
50  7  0
50  8  0
50  9  0
50  10  1.51621e+07
50  11  1.65614e+07
50  12  0
50  13  3.33612e+07
50  14  8.99873e+07
50  15  3.1324e+06
50  16  0
50  17  122006
50  18  0
50  19  0
50  20  5.41843e+07
50  21  3.16727e+06
50  22  3.77163e+07
50  23  0
50  24  7.06845e+07
50  25  0
50  26  4.62947e+07
50  27  1.00427e+08
50  28  3.93289e+07
50  29  8.09054e+06
50  30  1.92944e+06
50  31  4.90474e+07
50  32  0
50  33  4.29143e+07
50  34  0
50  35  0
50  36  0
50  37  0
50  38  0
50  39  1.13629e+07
50  40  0
50  41  0
50  42  5.90354e+07
50  43  1.40594e+07
50  44  1.25142e+08
50  45  0
50  46  0
50  47  0
50  48  0
50  49  0
50  50  0

