row  column  (images_12_26nov.edf Mn_K*images_12_26nov.edf Ar_K**2.3)
22  28  1.63196e+08
22  29  1.11229e+08
22  30  1.11735e+08
22  31  1.15338e+08
22  32  1.14521e+08
22  33  1.32742e+08
22  34  7.15713e+07
22  35  6.3678e+07
22  36  1.49174e+08
22  37  9.93177e+07
22  38  1.29192e+08
22  39  1.60004e+08
22  40  1.67869e+08
22  41  1.17906e+08
22  42  6.80851e+07
22  43  1.45574e+08
22  44  4.72611e+07
22  45  1.39232e+08
22  46  1.48134e+08
22  47  1.73549e+08
22  48  1.90683e+08
22  49  1.01244e+08
22  50  1.4228e+08
23  0  2.25285e+08
23  1  1.5933e+08
23  2  8.89355e+07
23  3  1.02741e+08
23  4  1.20006e+08
23  5  1.34551e+08
23  6  9.59363e+07
23  7  1.74894e+08
23  8  6.91329e+07
23  9  1.44788e+08
23  10  1.10872e+08
23  11  1.17097e+08
23  12  1.34511e+08
23  13  1.83513e+08
23  14  5.43713e+07
23  15  1.27571e+08
23  16  3.94669e+07
23  17  8.62214e+07
23  18  1.20855e+08
23  19  1.03838e+08
23  20  1.11238e+08
23  21  7.4813e+07
23  22  1.33264e+08
23  23  9.67919e+07
23  24  1.61064e+08
23  25  9.2686e+07
23  26  1.08522e+08
23  27  1.32046e+08
23  28  1.63194e+08
23  29  9.32158e+07
23  30  1.1372e+08
23  31  1.50941e+08
23  32  8.3002e+07
23  33  9.98258e+07
23  34  1.777e+08
23  35  1.79572e+08
23  36  1.18696e+08
23  37  1.12576e+08
23  38  1.19871e+08
23  39  1.4114e+08
23  40  1.37839e+08
23  41  1.21406e+08
23  42  1.2671e+08
23  43  1.45965e+08
23  44  8.3468e+07
23  45  1.998e+08
23  46  1.9364e+08
23  47  1.61702e+08
23  48  2.15524e+08
23  49  1.03899e+08
23  50  1.25224e+08
24  0  9.18654e+07
24  1  1.92959e+08
24  2  1.32921e+08
24  3  1.36695e+08
24  4  1.22891e+08
24  5  8.99121e+07
24  6  1.03604e+08
24  7  7.98841e+07
24  8  1.62549e+08
24  9  1.39932e+08
24  10  4.37355e+07
24  11  1.62048e+08
24  12  8.90772e+07
24  13  1.33113e+08
24  14  5.10214e+07
24  15  1.40444e+08
24  16  1.53684e+08
24  17  7.80003e+07
24  18  1.4868e+08
24  19  1.50505e+08
24  20  1.42421e+08
24  21  7.21348e+07
24  22  1.69015e+08
24  23  5.50799e+07
24  24  1.00127e+08
24  25  6.66539e+07
24  26  8.95214e+07
24  27  6.70315e+07
24  28  9.10451e+07
24  29  2.00464e+08
24  30  7.56078e+07
24  31  1.34147e+08
24  32  1.4237e+08
24  33  1.136e+08
24  34  9.76623e+07
24  35  9.59602e+07
24  36  9.65766e+07
24  37  1.25817e+08
24  38  1.84014e+08
24  39  1.00976e+08
24  40  1.66825e+08
24  41  7.60203e+07
24  42  1.61839e+08
24  43  1.50741e+08
24  44  1.39393e+08
24  45  2.28279e+08
24  46  1.59722e+08
24  47  2.10614e+08
24  48  1.61097e+08
24  49  1.23778e+08
24  50  1.31214e+08
25  0  1.18147e+08
25  1  1.14455e+08
25  2  8.60289e+07
25  3  1.09095e+08
25  4  1.13738e+08
25  5  7.45501e+07
25  6  1.15028e+08
25  7  1.62386e+08
25  8  1.38526e+08
25  9  1.36699e+08
25  10  6.97731e+07
25  11  7.31522e+07
25  12  6.37859e+07
25  13  8.52224e+07
25  14  1.0153e+08
25  15  1.30208e+08
25  16  7.49375e+07
25  17  8.09033e+07
25  18  1.39108e+08
25  19  9.27414e+07
25  20  1.37756e+08
25  21  1.43442e+08
25  22  7.24291e+07
25  23  1.7597e+08
25  24  1.23605e+08
25  25  5.22846e+07
25  26  8.11359e+07
25  27  5.38712e+07
25  28  5.37822e+07
25  29  1.29105e+08
25  30  8.168e+07
25  31  6.63024e+07
25  32  9.7797e+07
25  33  1.12232e+08
25  34  1.98086e+08
25  35  1.04613e+08
25  36  1.39177e+08
25  37  1.19322e+08
25  38  8.30379e+07
25  39  1.10813e+08
25  40  1.24947e+08
25  41  1.07965e+08
25  42  9.33734e+07
25  43  1.49675e+08
25  44  9.78503e+07
25  45  1.27254e+08
25  46  1.10505e+08
25  47  1.75269e+08
25  48  1.31494e+08
25  49  8.40881e+07
25  50  1.36066e+08
26  0  1.16966e+08
26  1  1.44124e+08
26  2  7.40542e+07
26  3  1.39962e+08
26  4  1.82932e+08
26  5  1.53105e+08
26  6  6.97866e+07
26  7  1.02479e+08
26  8  8.68917e+07
26  9  1.906e+08
26  10  1.37779e+08
26  11  1.466e+08
26  12  8.87171e+07
26  13  1.11784e+08
26  14  1.57476e+08
26  15  8.03297e+07
26  16  8.74678e+07
26  17  8.72475e+07
26  18  1.88448e+08
26  19  1.59822e+08
26  20  9.89438e+07
26  21  9.32573e+07
26  22  1.1284e+08
26  23  1.65272e+08
26  24  1.25134e+08
26  25  8.43858e+07
26  26  9.71968e+07
26  27  9.64123e+07
26  28  7.90033e+07
26  29  1.70294e+08
26  30  1.45613e+08
26  31  1.2931e+08
26  32  1.07662e+08
26  33  1.16007e+08
26  34  8.0746e+07
26  35  1.0059e+08
26  36  1.88491e+08
26  37  1.45949e+08
26  38  8.89259e+07
26  39  2.08704e+08
26  40  9.29189e+07
26  41  6.54495e+07
26  42  7.28058e+07
26  43  1.42728e+08
26  44  5.28454e+07
26  45  1.28202e+08
26  46  1.03073e+08
26  47  1.62135e+08
26  48  2.06605e+08
26  49  1.30294e+08
26  50  1.40109e+08
27  0  7.11659e+07
27  1  2.0487e+08
27  2  1.8835e+08
27  3  7.56159e+07
27  4  1.15877e+08
27  5  5.58649e+07
27  6  1.11385e+08
27  7  1.23404e+08
27  8  1.29136e+08
27  9  1.32709e+08
27  10  1.24179e+08
27  11  1.14422e+08
27  12  1.02345e+08
27  13  1.08017e+08
27  14  1.12966e+08
27  15  5.24357e+07
27  16  9.40083e+07
27  17  6.99068e+07
27  18  1.52687e+08
27  19  9.6507e+07
27  20  1.03827e+08
27  21  1.02931e+08
27  22  8.37125e+07
27  23  1.04676e+08
27  24  8.78825e+07
27  25  1.20296e+08
27  26  1.6515e+08
27  27  1.38339e+08
27  28  7.32175e+07
27  29  9.8959e+07
27  30  1.68526e+08
27  31  1.67116e+08
27  32  1.34875e+08
27  33  7.27936e+07
27  34  6.03846e+07
27  35  1.34964e+08
27  36  1.15558e+08
27  37  5.45993e+07
27  38  1.41565e+08
27  39  1.41992e+08
27  40  1.70507e+08
27  41  1.11339e+08
27  42  1.28913e+08
27  43  1.55008e+08
27  44  1.49305e+08
27  45  1.52707e+08
27  46  1.85659e+08
27  47  1.59421e+08
27  48  2.10861e+08
27  49  1.93597e+08
27  50  1.83239e+08
28  0  1.39696e+08
28  1  7.75237e+07
28  2  1.7191e+08
28  3  1.48822e+08
28  4  6.83598e+07
28  5  1.33282e+08
28  6  1.0822e+08
28  7  1.40223e+08
28  8  6.94165e+07
28  9  1.06436e+08
28  10  1.41903e+08
28  11  1.14466e+08
28  12  1.64787e+08
28  13  1.33664e+08
28  14  1.24316e+08
28  15  8.29557e+07
28  16  1.62968e+08
28  17  2.0337e+08
28  18  1.45879e+08
28  19  1.15497e+08
28  20  1.50137e+08
28  21  1.34099e+08
28  22  1.32967e+08
28  23  7.30795e+07
28  24  8.92666e+07
28  25  8.05673e+07
28  26  1.14915e+08
28  27  8.24163e+07
28  28  1.67704e+08
28  29  1.34499e+08
28  30  1.7305e+08
28  31  8.44338e+07
28  32  1.68959e+08
28  33  8.3269e+07
28  34  9.15851e+07
28  35  1.29446e+08
28  36  1.27652e+08
28  37  6.36125e+07
28  38  8.97713e+07
28  39  1.45017e+08
28  40  1.08523e+08
28  41  1.42239e+08
28  42  1.05187e+08
28  43  1.29848e+08
28  44  1.32487e+08
28  45  2.29619e+08
28  46  1.38808e+08
28  47  1.02901e+08
28  48  1.7517e+08
28  49  2.51916e+08
28  50  1.16673e+08
29  0  8.73192e+07
29  1  8.23935e+07
29  2  1.23295e+08
29  3  1.49725e+08
29  4  1.32982e+08
29  5  1.00313e+08
29  6  1.8772e+08
29  7  1.07143e+08
29  8  1.79845e+08
29  9  3.86784e+07
29  10  8.88326e+07
29  11  1.24419e+08
29  12  8.16042e+07
29  13  9.03318e+07
29  14  4.11857e+07
29  15  1.67859e+08
29  16  8.17012e+07
29  17  1.4585e+08
29  18  1.08368e+08
29  19  2.01029e+08
29  20  8.95332e+07
29  21  1.02078e+08
29  22  1.70655e+08
29  23  4.67123e+07
29  24  1.14188e+08
29  25  8.39565e+07
29  26  1.28477e+08
29  27  1.14335e+08
29  28  1.21657e+08
29  29  8.14766e+07
29  30  1.91302e+08
29  31  7.33582e+07
29  32  5.06074e+07
29  33  1.632e+08
29  34  6.62258e+07
29  35  1.55673e+08
29  36  1.14999e+08
29  37  1.26118e+08
29  38  7.38284e+07
29  39  2.11181e+08
29  40  5.18036e+07
29  41  1.46716e+08
29  42  1.1611e+08
29  43  1.32051e+08
29  44  1.10367e+08
29  45  1.55981e+08
29  46  6.44132e+07
29  47  1.37511e+08
29  48  7.72769e+07
29  49  1.56382e+08
29  50  1.03288e+08
30  0  1.10391e+08
30  1  1.2072e+08
30  2  1.02955e+08
30  3  5.3021e+07
30  4  1.12239e+08
30  5  1.01782e+08
30  6  1.04656e+08
30  7  1.06146e+08
30  8  1.1872e+08
30  9  9.67668e+07
30  10  6.22985e+07
30  11  1.56336e+08
30  12  7.44985e+07
30  13  8.80864e+07
30  14  2.36749e+08
30  15  1.56761e+08
30  16  1.27515e+08
30  17  1.32635e+08
30  18  1.0661e+08
30  19  2.23827e+08
30  20  2.05008e+08
30  21  7.34998e+07
30  22  1.57553e+08
30  23  1.33917e+08
30  24  9.06419e+07
30  25  3.51947e+07
30  26  1.44998e+08
30  27  1.14862e+08
30  28  1.37076e+08
30  29  1.35543e+08
30  30  1.0863e+08
30  31  1.5376e+08
30  32  1.71219e+08
30  33  1.42521e+08
30  34  1.71544e+08
30  35  1.50913e+08
30  36  1.20437e+08
30  37  7.92573e+07
30  38  8.97682e+07
30  39  1.51739e+08
30  40  7.71393e+07
30  41  8.27585e+07
30  42  1.60945e+08
30  43  9.8515e+07
30  44  1.3065e+08
30  45  9.49191e+07
30  46  1.58592e+08
30  47  1.34007e+08
30  48  2.06844e+08
30  49  1.6153e+08
30  50  1.38338e+08
31  0  1.4557e+08
31  1  1.61234e+08
31  2  1.95887e+08
31  3  8.22276e+07
31  4  1.38048e+08
31  5  1.04694e+08
31  6  1.3342e+08
31  7  1.3711e+08
31  8  9.18783e+07
31  9  1.07398e+08
31  10  1.84175e+08
31  11  1.51984e+08
31  12  9.94085e+07
31  13  1.57725e+08
31  14  2.00071e+08
31  15  1.75747e+08
31  16  6.85066e+07
31  17  1.22942e+08
31  18  1.2827e+08
31  19  7.69561e+07
31  20  1.26168e+08
31  21  8.05149e+07
31  22  1.71393e+08
31  23  9.39175e+07
31  24  7.13746e+07
31  25  7.01858e+07
31  26  6.57934e+07
31  27  9.67166e+07
31  28  1.53455e+08
31  29  1.74186e+08
31  30  1.32661e+08
31  31  1.42061e+08
31  32  1.05503e+08
31  33  1.82665e+08
31  34  1.10741e+08
31  35  7.51957e+07
31  36  9.45408e+07
31  37  8.45586e+07
31  38  1.16428e+08
31  39  1.19213e+08
31  40  1.48174e+08
31  41  1.34017e+08
31  42  1.48938e+08
31  43  9.27929e+07
31  44  1.16236e+08
31  45  1.15569e+08
31  46  7.17245e+07
31  47  1.12115e+08
31  48  1.71083e+08
31  49  7.65073e+07
31  50  1.21432e+08
32  0  7.02226e+07
32  1  7.6391e+07
32  2  4.80215e+07
32  3  1.35855e+08
32  4  9.63931e+07
32  5  1.61338e+08
32  6  1.37374e+08
32  7  1.45592e+08
32  8  6.29209e+07
32  9  1.12455e+08
32  10  1.04249e+08
32  11  1.17162e+08
32  12  1.24797e+08
32  13  1.9499e+08
32  14  1.29694e+08
32  15  1.20385e+08
32  16  1.24044e+08
32  17  1.36039e+08
32  18  7.09888e+07
32  19  1.69947e+08
32  20  7.0042e+07
32  21  1.58662e+08
32  22  1.46614e+08
32  23  1.12995e+08
32  24  1.22961e+08
32  25  1.4967e+08
32  26  8.78982e+07
32  27  6.80381e+07
32  28  1.2972e+08
32  29  1.15945e+08
32  30  1.53414e+08
32  31  9.9456e+07
32  32  1.32572e+08
32  33  1.21707e+08
32  34  9.04873e+07
32  35  1.11435e+08
32  36  1.0947e+08
32  37  8.51678e+07
32  38  1.65789e+08
32  39  1.24199e+08
32  40  1.07028e+08
32  41  8.28519e+07
32  42  1.0465e+08
32  43  1.17743e+08
32  44  1.26889e+08
32  45  1.35339e+08
32  46  1.10158e+08
32  47  1.50267e+08
32  48  1.51132e+08
32  49  1.74164e+08
32  50  1.41197e+08
33  0  1.06684e+08
33  1  9.3881e+07
33  2  6.83467e+07
33  3  1.19125e+08
33  4  1.18944e+08
33  5  2.67371e+07
33  6  9.92666e+07
33  7  1.85432e+08
33  8  1.07949e+08
33  9  6.3343e+07
33  10  9.92143e+07
33  11  8.47252e+07
33  12  2.00582e+08
33  13  1.18946e+08
33  14  1.34948e+08
33  15  1.50237e+08
33  16  1.04154e+08
33  17  1.51931e+08
33  18  1.80739e+08
33  19  1.40427e+08
33  20  1.52909e+08
33  21  1.08802e+08
33  22  1.39515e+08
33  23  1.52723e+08
33  24  9.33153e+07
33  25  8.10028e+07
33  26  1.06743e+08
33  27  1.16626e+08
33  28  7.79082e+07
33  29  1.76019e+08
33  30  2.08619e+08
33  31  1.90259e+06
33  32  9.55373e+07
33  33  1.01376e+08
33  34  9.30225e+07
33  35  1.21582e+08
33  36  2.56901e+07
33  37  1.3599e+08
33  38  1.05384e+08
33  39  1.22598e+08
33  40  6.60689e+07
33  41  1.10044e+08
33  42  1.16842e+08
33  43  1.19056e+08
33  44  4.64385e+07
33  45  1.79232e+08
33  46  8.61072e+07
33  47  1.1987e+08
33  48  1.44094e+08
33  49  1.23151e+08
33  50  1.01676e+08
34  0  1.34235e+08
34  1  7.19334e+07
34  2  1.20768e+08
34  3  1.3625e+08
34  4  9.83549e+07
34  5  1.36752e+08
34  6  1.57151e+08
34  7  1.44072e+08
34  8  8.60948e+07
34  9  1.80766e+08
34  10  1.01533e+08
34  11  1.21721e+08
34  12  1.7364e+08
34  13  1.70909e+08
34  14  8.03417e+07
34  15  1.40847e+08
34  16  1.691e+08
34  17  1.23518e+08
34  18  7.21086e+07
34  19  7.38647e+07
34  20  1.52459e+08
34  21  1.22432e+08
34  22  1.81992e+08
34  23  9.81796e+07
34  24  1.61556e+07
34  25  6.60888e+07
34  26  1.42459e+08
34  27  8.28962e+07
34  28  1.13668e+08
34  29  1.4306e+08
34  30  1.08151e+08
34  31  9.61112e+07
34  32  6.59591e+07
34  33  9.35475e+07
34  34  1.68097e+08
34  35  1.33657e+08
34  36  6.47914e+07
34  37  8.78148e+07
34  38  1.10014e+08
34  39  9.50392e+07
34  40  6.64969e+07
34  41  1.47499e+08
34  42  1.27571e+08
34  43  5.27906e+07
34  44  4.0746e+07
34  45  1.32101e+08
34  46  1.88541e+08
34  47  7.11299e+07
34  48  1.3045e+08
34  49  8.79595e+07
34  50  7.31359e+07
35  0  9.12352e+07
35  1  1.27811e+08
35  2  9.90565e+07
35  3  6.32396e+07
35  4  1.20921e+08
35  5  8.23514e+07
35  6  1.19577e+08
35  7  1.05548e+08
35  8  5.82326e+07
35  9  1.84831e+08
35  10  9.11198e+07
35  11  1.90938e+08
35  12  9.29007e+07
35  13  1.18495e+08
35  14  1.24117e+08
35  15  1.7638e+08
35  16  1.94747e+08
35  17  1.4436e+08
35  18  8.47096e+07
35  19  1.42785e+08
35  20  1.12277e+08
35  21  1.22153e+08
35  22  1.60451e+08
35  23  8.76082e+07
35  24  1.31726e+08
35  25  9.3683e+07
35  26  1.25595e+08
35  27  1.78002e+08
35  28  1.37768e+08
35  29  1.18168e+08
35  30  1.56753e+08
35  31  4.892e+07
35  32  5.6874e+07
35  33  1.04378e+08
35  34  1.41891e+08
35  35  1.45674e+08
35  36  5.46099e+07
35  37  5.34257e+07
35  38  1.66665e+08
35  39  1.03864e+08
35  40  8.7905e+07
35  41  3.80406e+07
35  42  1.25009e+08
35  43  1.82612e+08
35  44  7.69871e+07
35  45  1.07756e+08
35  46  1.27033e+08
35  47  1.73527e+08
35  48  1.41018e+08
35  49  1.77842e+08
35  50  9.03354e+07
36  0  1.15227e+08
36  1  7.4563e+07
36  2  1.3738e+08
36  3  2.18497e+08
36  4  1.1605e+08
36  5  1.23207e+08
36  6  1.03496e+08
36  7  1.06712e+08
36  8  9.86055e+07
36  9  1.51356e+08
36  10  6.98117e+07
36  11  7.44309e+07
36  12  1.47299e+08
36  13  1.48193e+08
36  14  1.34852e+08
36  15  1.00576e+08
36  16  1.12222e+08
36  17  1.1329e+08
36  18  1.37981e+08
36  19  1.68382e+08
36  20  8.85483e+07
36  21  7.37954e+07
36  22  1.21158e+08
36  23  1.74631e+08
36  24  1.52116e+08
36  25  6.16432e+07
36  26  1.47152e+08
36  27  8.91015e+07
36  28  6.81939e+07
36  29  1.53071e+08
36  30  9.43437e+07
36  31  3.72155e+07
36  32  8.53998e+07
36  33  1.29185e+08
36  34  1.31837e+08
36  35  9.8637e+07
36  36  1.46751e+08
36  37  1.12581e+08
36  38  1.78539e+08
36  39  1.5588e+08
36  40  1.12567e+08
36  41  7.30322e+07
36  42  8.94922e+07
36  43  5.12859e+07
36  44  4.96411e+07
36  45  9.79645e+07
36  46  2.05372e+08
36  47  1.95858e+08
36  48  1.71986e+08
36  49  9.82539e+07
36  50  1.24924e+08
37  0  1.72918e+08
37  1  1.18878e+08
37  2  7.53051e+07
37  3  7.60997e+07
37  4  7.23356e+07
37  5  1.23269e+08
37  6  1.26471e+08
37  7  6.64185e+07
37  8  1.41624e+08
37  9  8.46415e+07
37  10  1.00193e+08
37  11  1.29205e+08
37  12  1.76553e+08
37  13  1.87723e+08
37  14  1.38061e+08
37  15  1.70661e+08
37  16  1.08832e+08
37  17  1.19777e+08
37  18  1.20309e+08
37  19  1.26444e+08
37  20  9.80742e+07
37  21  8.7922e+07
37  22  9.15216e+07
37  23  7.1691e+07
37  24  7.20273e+07
37  25  1.19829e+08
37  26  8.21509e+07
37  27  5.53259e+07
37  28  1.04799e+08
37  29  1.44544e+08
37  30  6.24961e+07
37  31  5.1152e+07
37  32  4.55856e+07
37  33  8.47608e+07
37  34  1.29021e+08
37  35  6.0901e+07
37  36  1.45137e+08
37  37  1.27446e+08
37  38  1.47897e+08
37  39  1.2038e+08
37  40  1.68272e+08
37  41  7.08662e+07
37  42  1.07157e+08
37  43  1.24599e+08
37  44  9.28025e+07
37  45  5.14497e+07
37  46  1.26818e+08
37  47  1.65147e+08
37  48  9.32949e+07
37  49  1.48693e+08
37  50  1.45758e+08
38  0  1.41379e+08
38  1  5.90529e+07
38  2  7.5651e+07
38  3  1.30085e+08
38  4  1.27139e+08
38  5  1.47509e+08
38  6  1.4413e+08
38  7  1.07345e+08
38  8  8.11786e+07
38  9  9.76537e+07
38  10  8.27954e+07
38  11  9.31217e+07
38  12  1.4676e+08
38  13  5.82563e+07
38  14  1.65062e+08
38  15  1.52484e+08
38  16  1.41084e+08
38  17  1.674e+08
38  18  1.16079e+08
38  19  1.42596e+08
38  20  1.40256e+08
38  21  1.56463e+08
38  22  9.15955e+07
38  23  1.13125e+08
38  24  1.30448e+08
38  25  8.99037e+07
38  26  4.2015e+07
38  27  6.92075e+07
38  28  8.80983e+07
38  29  1.12897e+08
38  30  4.54795e+07
38  31  1.0958e+08
38  32  8.71821e+07
38  33  1.44676e+08
38  34  1.15164e+08
38  35  8.16631e+07
38  36  1.00431e+08
38  37  1.55429e+08
38  38  1.36404e+08
38  39  1.60199e+08
38  40  8.21628e+07
38  41  1.08254e+08
38  42  1.19638e+08
38  43  1.12738e+08
38  44  1.33992e+08
38  45  5.31972e+07
38  46  2.27294e+08
38  47  1.5432e+08
38  48  1.71826e+08
38  49  1.39364e+08
38  50  1.11479e+08
39  0  8.19708e+07
39  1  1.18165e+08
39  2  1.34198e+08
39  3  7.55989e+07
39  4  6.64666e+07
39  5  1.59006e+08
39  6  9.12161e+07
39  7  5.70484e+07
39  8  1.08389e+08
39  9  1.31279e+08
39  10  1.16206e+08
39  11  1.33141e+08
39  12  1.11701e+08
39  13  1.35214e+08
39  14  1.59033e+08
39  15  1.181e+08
39  16  4.87962e+07
39  17  8.05793e+07
39  18  1.71616e+08
39  19  6.54479e+07
39  20  1.04122e+08
39  21  1.6984e+08
39  22  1.30897e+08
39  23  1.69709e+08
39  24  1.20925e+08
39  25  6.5974e+07
39  26  8.68731e+07
39  27  5.17738e+07
39  28  1.06264e+08
39  29  1.21131e+08
39  30  7.95143e+07
39  31  7.46526e+07
39  32  1.37548e+08
39  33  8.50642e+07
39  34  1.73674e+08
39  35  1.58616e+08
39  36  9.97325e+07
39  37  1.43284e+08
39  38  1.61378e+08
39  39  1.29738e+08
39  40  1.33456e+08
39  41  1.14366e+08
39  42  1.05875e+08
39  43  1.0943e+08
39  44  7.61552e+07
39  45  4.55172e+07
39  46  1.19103e+08
39  47  1.66552e+08
39  48  1.27983e+08
39  49  1.36436e+08
39  50  1.2826e+08
40  0  1.12907e+08
40  1  1.6313e+08
40  2  1.09402e+08
40  3  5.73394e+07
40  4  1.44808e+08
40  5  9.37148e+07
40  6  1.06811e+08
40  7  6.83566e+07
40  8  1.33614e+08
40  9  1.31793e+08
40  10  1.52073e+08
40  11  6.92254e+07
40  12  9.75296e+07
40  13  1.17128e+08
40  14  1.54931e+08
40  15  9.93451e+07
40  16  1.43356e+08
40  17  1.10019e+08
40  18  1.27232e+08
40  19  8.301e+07
40  20  1.25133e+08
40  21  5.38298e+07
40  22  9.9843e+07
40  23  7.57416e+07
40  24  2.62897e+07
40  25  4.50755e+07
40  26  9.40536e+07
40  27  3.41953e+07
40  28  1.02497e+08
40  29  1.22482e+08
40  30  7.92894e+07
40  31  8.83801e+07
40  32  5.84615e+07
40  33  1.15353e+08
40  34  1.23142e+08
40  35  9.67021e+07
40  36  1.06488e+08
40  37  1.53428e+08
40  38  1.64685e+08
40  39  1.50341e+08
40  40  1.22792e+08
40  41  6.66938e+07
40  42  1.1047e+08
40  43  1.02795e+08
40  44  9.17878e+07
40  45  4.10698e+07
40  46  1.45199e+08
40  47  7.25527e+07
40  48  1.23861e+08
40  49  4.71924e+07
40  50  9.94928e+07
41  0  1.22329e+08
41  1  1.49e+08
41  2  1.28954e+08
41  3  7.7314e+07
41  4  1.33752e+08
41  5  1.40088e+08
41  6  7.6822e+07
41  7  1.38809e+08
41  8  6.60509e+07
41  9  1.13294e+08
41  10  1.20762e+08
41  11  9.57218e+07
41  12  1.19275e+08
41  13  8.77389e+07
41  14  1.20235e+08
41  15  7.27878e+07
41  16  1.84558e+08
41  17  1.39213e+08
41  18  8.566e+07
41  19  1.00144e+08
41  20  1.14005e+08
41  21  4.73948e+07
41  22  1.30709e+08
41  23  4.20807e+07
41  24  5.92882e+07
41  25  1.44148e+08
41  26  9.24767e+07
41  27  7.99605e+07
41  28  1.24054e+08
41  29  8.29719e+07
41  30  9.52918e+07
41  31  7.39044e+07
41  32  8.89562e+07
41  33  1.4812e+08
41  34  1.44263e+08
41  35  1.52943e+08
41  36  1.54868e+08
41  37  1.05976e+08
41  38  1.38862e+08
41  39  1.50977e+08
41  40  2.05986e+07
41  41  1.53006e+08
41  42  1.08506e+08
41  43  1.09816e+08
41  44  1.04233e+08
41  45  0
41  46  1.75622e+08
41  47  1.02947e+08
41  48  2.09516e+08
41  49  1.32556e+08
41  50  1.04342e+08
42  0  1.39194e+08
42  1  1.3183e+08
42  2  1.32913e+08
42  3  6.22939e+07
42  4  8.75513e+07
42  5  1.27286e+08
42  6  7.17849e+07
42  7  7.11689e+07
42  8  1.76742e+08
42  9  1.09119e+08
42  10  1.3212e+08
42  11  1.58698e+08
42  12  1.28783e+08
42  13  1.18853e+08
42  14  8.44615e+07
42  15  5.536e+07
42  16  8.90696e+07
42  17  1.09467e+08
42  18  1.15783e+08
42  19  1.41505e+08
42  20  1.18986e+08
42  21  1.77423e+08
42  22  1.00752e+08
42  23  1.0016e+08
42  24  9.4515e+07
42  25  1.20902e+08
42  26  6.9284e+07
42  27  3.12622e+07
42  28  9.46384e+07
42  29  1.22585e+08
42  30  4.98308e+07
42  31  3.21996e+07
42  32  1.09524e+08
42  33  1.52554e+08
42  34  1.4512e+08
42  35  8.64448e+07
42  36  1.30614e+08
42  37  6.75048e+07
42  38  1.35321e+08
42  39  1.79663e+08
42  40  1.84878e+08
42  41  1.00894e+08
42  42  5.30989e+07
42  43  7.26736e+07
42  44  3.11456e+07
42  45  0
42  46  1.18612e+08
42  47  8.28784e+07
42  48  1.10452e+08
42  49  7.12274e+07
42  50  2.05748e+08
43  0  1.0216e+08
43  1  2.27282e+08
43  2  1.2028e+08
43  3  1.12208e+08
43  4  7.91685e+07
43  5  1.32269e+08
43  6  1.25321e+08
43  7  1.05434e+08
43  8  1.48438e+08
43  9  7.78488e+07
43  10  8.51265e+07
43  11  9.90243e+07
43  12  1.04804e+08
43  13  7.45043e+07
43  14  1.51017e+08
43  15  1.50317e+08
43  16  1.4315e+08
43  17  1.08973e+08
43  18  1.0851e+08
43  19  7.06018e+07
43  20  9.11696e+07
43  21  7.71292e+07
43  22  1.06876e+08
43  23  8.06956e+07
43  24  1.59225e+08
43  25  1.73006e+08
43  26  1.06959e+08
43  27  6.7552e+07
43  28  8.91751e+07
43  29  1.31385e+08
43  30  5.08443e+07
43  31  6.69737e+07
43  32  7.74654e+07
43  33  1.49996e+08
43  34  1.34336e+08
43  35  1.61465e+08
43  36  5.46476e+07
43  37  5.61976e+07
43  38  1.20535e+08
43  39  8.58327e+07
43  40  1.2235e+08
43  41  1.31979e+08
43  42  1.03481e+08
43  43  1.28893e+08
43  44  5.60808e+07
43  45  1.94467e+07
43  46  8.25088e+07
43  47  1.53085e+08
43  48  1.40651e+08
43  49  1.15992e+08
43  50  1.09093e+08
44  0  1.9186e+08
44  1  1.45592e+07
44  2  1.2145e+08
44  3  5.51227e+07
44  4  8.82759e+07
44  5  6.76986e+07
44  6  1.02678e+08
44  7  8.07607e+07
44  8  9.42222e+07
44  9  9.69931e+07
44  10  3.88334e+07
44  11  1.06487e+08
44  12  1.0356e+08
44  13  7.25692e+07
44  14  9.4746e+07
44  15  8.82088e+07
44  16  8.61238e+07
44  17  1.26825e+08
44  18  1.29746e+08
44  19  1.24888e+08
44  20  4.87746e+07
44  21  1.80267e+08
44  22  1.04739e+08
44  23  1.42863e+08
44  24  1.3437e+08
44  25  1.2954e+08
44  26  3.86249e+07
44  27  1.42688e+08
44  28  1.11567e+08
44  29  1.22484e+08
44  30  6.49934e+07
44  31  6.35046e+07
44  32  9.2609e+07
44  33  1.57373e+08
44  34  1.64412e+08
44  35  1.0502e+08
44  36  1.0218e+08
44  37  1.90963e+08
44  38  8.77129e+07
44  39  1.40853e+08
44  40  1.18705e+08
44  41  1.39926e+08
44  42  8.05905e+07
44  43  1.246e+08
44  44  1.0695e+08
44  45  0
44  46  5.84864e+07
44  47  1.63566e+08
44  48  9.22734e+07
44  49  4.64217e+07
44  50  1.63344e+08
45  0  1.62909e+08
45  1  1.31552e+08
45  2  8.40351e+07
45  3  1.03922e+08
45  4  1.10351e+08
45  5  9.63878e+07
45  6  5.60643e+07
45  7  1.45279e+08
45  8  9.98689e+07
45  9  9.63866e+07
45  10  9.82416e+07
45  11  1.0852e+08
45  12  7.81986e+07
45  13  1.2846e+08
45  14  1.32235e+08
45  15  8.51423e+07
45  16  8.71443e+07
45  17  1.29096e+08
45  18  1.95894e+08
45  19  1.29236e+08
45  20  1.22784e+08
