row  column  (images_12_26nov.edf Ca_K*images_12_26nov.edf Ar_K**2.3)
22  28  5.17461e+09
22  29  4.59699e+09
22  30  4.50687e+09
22  31  4.28252e+09
22  32  4.40342e+09
22  33  5.70466e+09
22  34  6.30982e+09
22  35  6.80837e+09
22  36  6.42394e+09
22  37  6.29867e+09
22  38  5.91529e+09
22  39  6.36022e+09
22  40  7.22609e+09
22  41  6.48358e+09
22  42  5.99171e+09
22  43  6.41184e+09
22  44  5.9434e+09
22  45  5.53955e+09
22  46  5.11706e+09
22  47  3.96209e+09
22  48  4.93892e+09
22  49  5.48245e+09
22  50  6.20513e+09
23  0  3.50016e+09
23  1  4.79431e+09
23  2  5.35732e+09
23  3  5.09635e+09
23  4  6.46876e+09
23  5  6.0125e+09
23  6  6.08999e+09
23  7  5.01964e+09
23  8  5.70865e+09
23  9  6.47816e+09
23  10  6.04792e+09
23  11  5.23068e+09
23  12  6.09003e+09
23  13  6.13115e+09
23  14  6.53818e+09
23  15  5.38332e+09
23  16  4.05589e+09
23  17  5.12186e+09
23  18  4.75009e+09
23  19  5.10155e+09
23  20  5.50273e+09
23  21  4.93077e+09
23  22  5.58559e+09
23  23  6.09783e+09
23  24  7.45929e+09
23  25  7.5446e+09
23  26  6.15211e+09
23  27  5.3176e+09
23  28  4.94431e+09
23  29  4.29368e+09
23  30  4.54903e+09
23  31  3.70273e+09
23  32  4.16172e+09
23  33  6.21292e+09
23  34  6.3945e+09
23  35  6.09352e+09
23  36  6.22528e+09
23  37  6.46705e+09
23  38  5.77226e+09
23  39  6.47778e+09
23  40  7.48924e+09
23  41  6.05474e+09
23  42  6.06224e+09
23  43  6.02746e+09
23  44  6.37289e+09
23  45  5.85957e+09
23  46  4.82741e+09
23  47  4.16035e+09
23  48  4.86036e+09
23  49  6.18962e+09
23  50  5.79787e+09
24  0  3.92397e+09
24  1  5.17205e+09
24  2  5.58583e+09
24  3  4.94076e+09
24  4  6.25011e+09
24  5  6.4957e+09
24  6  5.91163e+09
24  7  4.61004e+09
24  8  5.49177e+09
24  9  5.82924e+09
24  10  6.25141e+09
24  11  4.52495e+09
24  12  6.06444e+09
24  13  6.95495e+09
24  14  6.85944e+09
24  15  5.34483e+09
24  16  4.28093e+09
24  17  5.43381e+09
24  18  5.13055e+09
24  19  4.88091e+09
24  20  5.11364e+09
24  21  4.82296e+09
24  22  5.55181e+09
24  23  6.85613e+09
24  24  6.57617e+09
24  25  8.24062e+09
24  26  6.40251e+09
24  27  5.03905e+09
24  28  4.5928e+09
24  29  3.92961e+09
24  30  4.22225e+09
24  31  3.94682e+09
24  32  4.15693e+09
24  33  6.36786e+09
24  34  6.05289e+09
24  35  5.78586e+09
24  36  6.55166e+09
24  37  6.04097e+09
24  38  5.81158e+09
24  39  6.41605e+09
24  40  6.63416e+09
24  41  6.64579e+09
24  42  5.85407e+09
24  43  6.16784e+09
24  44  5.2949e+09
24  45  5.44066e+09
24  46  4.8893e+09
24  47  4.38356e+09
24  48  5.37253e+09
24  49  6.24118e+09
24  50  6.14133e+09
25  0  4.68805e+09
25  1  5.64882e+09
25  2  5.08589e+09
25  3  5.24809e+09
25  4  6.89497e+09
25  5  6.16274e+09
25  6  5.43261e+09
25  7  4.52692e+09
25  8  5.90163e+09
25  9  6.37037e+09
25  10  5.5862e+09
25  11  4.72994e+09
25  12  6.60706e+09
25  13  6.78984e+09
25  14  6.88632e+09
25  15  5.1003e+09
25  16  4.97651e+09
25  17  5.58254e+09
25  18  4.67898e+09
25  19  4.83473e+09
25  20  5.17467e+09
25  21  4.70469e+09
25  22  5.6255e+09
25  23  6.28707e+09
25  24  6.59118e+09
25  25  7.36186e+09
25  26  5.80934e+09
25  27  4.59275e+09
25  28  4.31332e+09
25  29  3.74705e+09
25  30  4.05931e+09
25  31  3.72382e+09
25  32  4.46071e+09
25  33  5.68427e+09
25  34  5.98388e+09
25  35  5.67719e+09
25  36  6.49177e+09
25  37  6.21419e+09
25  38  5.82097e+09
25  39  6.66117e+09
25  40  6.61039e+09
25  41  6.38205e+09
25  42  5.91782e+09
25  43  5.71975e+09
25  44  5.21904e+09
25  45  4.71387e+09
25  46  4.76972e+09
25  47  4.36814e+09
25  48  5.64321e+09
25  49  5.77696e+09
25  50  6.58032e+09
26  0  4.80697e+09
26  1  5.62647e+09
26  2  5.24037e+09
26  3  5.2647e+09
26  4  6.74573e+09
26  5  6.01478e+09
26  6  6.05581e+09
26  7  4.7517e+09
26  8  5.57085e+09
26  9  6.2377e+09
26  10  5.8492e+09
26  11  4.73078e+09
26  12  6.04823e+09
26  13  6.75944e+09
26  14  6.56602e+09
26  15  4.84436e+09
26  16  4.36056e+09
26  17  5.15944e+09
26  18  5.07963e+09
26  19  5.41432e+09
26  20  5.02061e+09
26  21  5.2673e+09
26  22  5.21062e+09
26  23  6.39222e+09
26  24  6.93374e+09
26  25  7.27158e+09
26  26  5.87879e+09
26  27  4.43887e+09
26  28  4.37364e+09
26  29  3.70277e+09
26  30  3.47617e+09
26  31  3.34641e+09
26  32  4.36451e+09
26  33  4.83834e+09
26  34  6.18253e+09
26  35  5.55819e+09
26  36  6.74569e+09
26  37  6.11796e+09
26  38  5.77693e+09
26  39  6.35047e+09
26  40  6.59852e+09
26  41  6.3055e+09
26  42  6.37158e+09
26  43  5.64868e+09
26  44  5.48806e+09
26  45  4.75342e+09
26  46  5.07137e+09
26  47  4.26053e+09
26  48  5.37079e+09
26  49  6.40395e+09
26  50  6.53828e+09
27  0  5.24479e+09
27  1  5.38785e+09
27  2  4.81627e+09
27  3  5.59883e+09
27  4  6.64145e+09
27  5  6.34622e+09
27  6  5.90564e+09
27  7  4.95754e+09
27  8  5.90942e+09
27  9  6.53356e+09
27  10  6.04947e+09
27  11  4.35579e+09
27  12  6.17514e+09
27  13  7.17767e+09
27  14  5.84037e+09
27  15  4.5923e+09
27  16  4.58177e+09
27  17  4.88632e+09
27  18  5.08004e+09
27  19  5.36791e+09
27  20  5.4229e+09
27  21  5.09174e+09
27  22  5.70879e+09
27  23  6.80502e+09
27  24  7.62056e+09
27  25  7.13546e+09
27  26  5.90712e+09
27  27  4.48975e+09
27  28  3.59557e+09
27  29  3.59374e+09
27  30  3.36664e+09
27  31  3.71097e+09
27  32  4.3709e+09
27  33  4.7797e+09
27  34  5.55691e+09
27  35  5.55368e+09
27  36  5.95148e+09
27  37  6.27859e+09
27  38  5.91865e+09
27  39  6.65458e+09
27  40  6.24524e+09
27  41  5.8708e+09
27  42  6.28958e+09
27  43  5.95838e+09
27  44  4.75685e+09
27  45  4.62934e+09
27  46  5.16217e+09
27  47  4.63713e+09
27  48  5.71578e+09
27  49  5.96098e+09
27  50  6.70438e+09
28  0  6.04286e+09
28  1  5.7686e+09
28  2  5.2664e+09
28  3  5.64958e+09
28  4  7.08214e+09
28  5  6.06424e+09
28  6  6.10835e+09
28  7  5.37146e+09
28  8  6.07767e+09
28  9  6.39397e+09
28  10  6.33824e+09
28  11  4.28916e+09
28  12  5.92142e+09
28  13  6.62206e+09
28  14  5.76304e+09
28  15  4.92125e+09
28  16  4.774e+09
28  17  4.83014e+09
28  18  5.39998e+09
28  19  5.14453e+09
28  20  4.9986e+09
28  21  4.65026e+09
28  22  5.74653e+09
28  23  6.96177e+09
28  24  7.65416e+09
28  25  7.31585e+09
28  26  5.89395e+09
28  27  4.55613e+09
28  28  3.75917e+09
28  29  3.42416e+09
28  30  3.35877e+09
28  31  3.72246e+09
28  32  4.46619e+09
28  33  4.35691e+09
28  34  5.67056e+09
28  35  5.56867e+09
28  36  5.99747e+09
28  37  6.52039e+09
28  38  5.94847e+09
28  39  6.63439e+09
28  40  7.38215e+09
28  41  6.68431e+09
28  42  6.5324e+09
28  43  6.39372e+09
28  44  5.13864e+09
28  45  4.55314e+09
28  46  4.84118e+09
28  47  4.5755e+09
28  48  5.37595e+09
28  49  6.42929e+09
28  50  6.85888e+09
29  0  5.85444e+09
29  1  5.64701e+09
29  2  5.45669e+09
29  3  6.06187e+09
29  4  7.06113e+09
29  5  6.53762e+09
29  6  6.57566e+09
29  7  5.21434e+09
29  8  6.24734e+09
29  9  7.02823e+09
29  10  5.53922e+09
29  11  4.28166e+09
29  12  5.41263e+09
29  13  6.69917e+09
29  14  5.9567e+09
29  15  4.92608e+09
29  16  4.60491e+09
29  17  4.8265e+09
29  18  5.7159e+09
29  19  5.68411e+09
29  20  5.11768e+09
29  21  4.79934e+09
29  22  5.95823e+09
29  23  6.89166e+09
29  24  8.27016e+09
29  25  7.56626e+09
29  26  6.47313e+09
29  27  4.8281e+09
29  28  4.10618e+09
29  29  3.54342e+09
29  30  3.77242e+09
29  31  4.08435e+09
29  32  4.23117e+09
29  33  4.26413e+09
29  34  5.34096e+09
29  35  5.75658e+09
29  36  5.99407e+09
29  37  6.2582e+09
29  38  6.71344e+09
29  39  6.68206e+09
29  40  7.34309e+09
29  41  7.00269e+09
29  42  7.25347e+09
29  43  6.58838e+09
29  44  5.59712e+09
29  45  4.73793e+09
29  46  4.71819e+09
29  47  4.93861e+09
29  48  6.014e+09
29  49  6.69591e+09
29  50  6.76714e+09
30  0  6.49567e+09
30  1  5.87704e+09
30  2  5.60355e+09
30  3  6.27512e+09
30  4  7.21125e+09
30  5  6.26644e+09
30  6  6.49438e+09
30  7  5.70671e+09
30  8  6.42698e+09
30  9  5.93944e+09
30  10  6.20153e+09
30  11  4.49874e+09
30  12  5.53488e+09
30  13  6.66273e+09
30  14  6.12159e+09
30  15  4.4042e+09
30  16  4.80003e+09
30  17  4.87157e+09
30  18  5.6115e+09
30  19  5.34874e+09
30  20  4.94957e+09
30  21  5.34661e+09
30  22  5.54845e+09
30  23  6.49087e+09
30  24  7.52772e+09
30  25  7.40449e+09
30  26  6.641e+09
30  27  5.44477e+09
30  28  3.93843e+09
30  29  3.39155e+09
30  30  4.05702e+09
30  31  4.29862e+09
30  32  4.82763e+09
30  33  4.56366e+09
30  34  5.24299e+09
30  35  5.35009e+09
30  36  6.52131e+09
30  37  6.70397e+09
30  38  6.56555e+09
30  39  6.87715e+09
30  40  6.99854e+09
30  41  7.51774e+09
30  42  7.31624e+09
30  43  7.33716e+09
30  44  5.33195e+09
30  45  4.86576e+09
30  46  5.22124e+09
30  47  5.08388e+09
30  48  6.43434e+09
30  49  7.02678e+09
30  50  7.10569e+09
31  0  5.82596e+09
31  1  5.35156e+09
31  2  5.61984e+09
31  3  6.86529e+09
31  4  6.73649e+09
31  5  6.20832e+09
31  6  6.43045e+09
31  7  5.94821e+09
31  8  6.443e+09
31  9  6.18154e+09
31  10  6.00406e+09
31  11  4.06378e+09
31  12  5.9207e+09
31  13  6.10706e+09
31  14  5.33236e+09
31  15  4.62163e+09
31  16  5.07365e+09
31  17  5.53374e+09
31  18  5.1929e+09
31  19  4.95123e+09
31  20  5.52475e+09
31  21  4.95542e+09
31  22  6.32066e+09
31  23  6.54197e+09
31  24  8.58165e+09
31  25  7.73589e+09
31  26  7.17596e+09
31  27  5.56583e+09
31  28  4.29498e+09
31  29  4.2181e+09
31  30  4.29227e+09
31  31  5.10854e+09
31  32  5.19725e+09
31  33  4.20251e+09
31  34  5.14108e+09
31  35  5.46072e+09
31  36  6.59998e+09
31  37  6.43759e+09
31  38  6.45313e+09
31  39  7.21651e+09
31  40  7.99383e+09
31  41  8.10072e+09
31  42  7.77301e+09
31  43  7.21644e+09
31  44  5.86361e+09
31  45  5.07336e+09
31  46  4.85921e+09
31  47  5.40264e+09
31  48  6.46504e+09
31  49  7.19548e+09
31  50  6.99559e+09
32  0  6.73078e+09
32  1  5.91126e+09
32  2  5.81767e+09
32  3  6.49003e+09
32  4  7.15124e+09
32  5  6.70864e+09
32  6  6.73003e+09
32  7  5.5503e+09
32  8  6.21112e+09
32  9  6.62515e+09
32  10  6.31119e+09
32  11  4.42852e+09
32  12  5.10452e+09
32  13  6.86457e+09
32  14  5.393e+09
32  15  4.96161e+09
32  16  5.4003e+09
32  17  5.62857e+09
32  18  5.96428e+09
32  19  5.32712e+09
32  20  5.92219e+09
32  21  5.0197e+09
32  22  5.83146e+09
32  23  7.14537e+09
32  24  7.75016e+09
32  25  8.31727e+09
32  26  7.82564e+09
32  27  6.11663e+09
32  28  5.04317e+09
32  29  4.20931e+09
32  30  4.92348e+09
32  31  5.5188e+09
32  32  5.67134e+09
32  33  4.4094e+09
32  34  4.8315e+09
32  35  5.00718e+09
32  36  6.90793e+09
32  37  6.66527e+09
32  38  6.04801e+09
32  39  7.03359e+09
32  40  8.50535e+09
32  41  7.38692e+09
32  42  8.30774e+09
32  43  7.62363e+09
32  44  6.69389e+09
32  45  5.8174e+09
32  46  4.52678e+09
32  47  5.35117e+09
32  48  6.94113e+09
32  49  7.79544e+09
32  50  7.67079e+09
33  0  6.09043e+09
33  1  5.74648e+09
33  2  6.24487e+09
33  3  7.46303e+09
33  4  7.61078e+09
33  5  6.78396e+09
33  6  6.27271e+09
33  7  5.44225e+09
33  8  6.62325e+09
33  9  6.62754e+09
33  10  5.72372e+09
33  11  3.61043e+09
33  12  5.67646e+09
33  13  5.55034e+09
33  14  5.37697e+09
33  15  5.40385e+09
33  16  5.64342e+09
33  17  5.31271e+09
33  18  5.22301e+09
33  19  5.38811e+09
33  20  5.54321e+09
33  21  5.76179e+09
33  22  6.28041e+09
33  23  7.14306e+09
33  24  7.69012e+09
33  25  8.10659e+09
33  26  7.85477e+09
33  27  5.9271e+09
33  28  4.82343e+09
33  29  4.18047e+09
33  30  5.32244e+09
33  31  6.42778e+09
33  32  5.91338e+09
33  33  4.39653e+09
33  34  4.49056e+09
33  35  4.68099e+09
33  36  6.13916e+09
33  37  7.17507e+09
33  38  6.41349e+09
33  39  7.40818e+09
33  40  8.06089e+09
33  41  7.69143e+09
33  42  7.65395e+09
33  43  7.24351e+09
33  44  7.17521e+09
33  45  5.93365e+09
33  46  4.50962e+09
33  47  5.27047e+09
33  48  7.08595e+09
33  49  7.84127e+09
33  50  7.14155e+09
34  0  6.22605e+09
34  1  5.93315e+09
34  2  6.93132e+09
34  3  6.92727e+09
34  4  7.41819e+09
34  5  6.94002e+09
34  6  6.89373e+09
34  7  5.91819e+09
34  8  5.46023e+09
34  9  6.73773e+09
34  10  6.01235e+09
34  11  4.50229e+09
34  12  5.34885e+09
34  13  5.59324e+09
34  14  4.72721e+09
34  15  5.60579e+09
34  16  5.38211e+09
34  17  5.38808e+09
34  18  5.29643e+09
34  19  5.3409e+09
34  20  6.18281e+09
34  21  5.65009e+09
34  22  5.63177e+09
34  23  7.49612e+09
34  24  8.57253e+09
34  25  8.24684e+09
34  26  8.36652e+09
34  27  7.20643e+09
34  28  5.00192e+09
34  29  4.54955e+09
34  30  4.85476e+09
34  31  6.51263e+09
34  32  5.60408e+09
34  33  4.54699e+09
34  34  4.39075e+09
34  35  4.56314e+09
34  36  5.61726e+09
34  37  6.36397e+09
34  38  5.66263e+09
34  39  6.65866e+09
34  40  7.45475e+09
34  41  7.92255e+09
34  42  7.95601e+09
34  43  7.99249e+09
34  44  7.40854e+09
34  45  6.15605e+09
34  46  4.75214e+09
34  47  5.441e+09
34  48  6.92633e+09
34  49  7.95925e+09
34  50  7.34452e+09
35  0  5.85943e+09
35  1  5.96362e+09
35  2  7.37481e+09
35  3  7.36258e+09
35  4  7.09146e+09
35  5  6.86167e+09
35  6  7.15573e+09
35  7  5.90872e+09
35  8  6.09846e+09
35  9  6.79788e+09
35  10  6.17374e+09
35  11  5.05132e+09
35  12  4.806e+09
35  13  5.45695e+09
35  14  5.37637e+09
35  15  5.45135e+09
35  16  5.62268e+09
35  17  5.63865e+09
35  18  5.36597e+09
35  19  5.41424e+09
35  20  6.10009e+09
35  21  6.05412e+09
35  22  6.52638e+09
35  23  6.87564e+09
35  24  8.28102e+09
35  25  8.39821e+09
35  26  8.86498e+09
35  27  7.6224e+09
35  28  5.32592e+09
35  29  5.14306e+09
35  30  6.09695e+09
35  31  7.81818e+09
35  32  6.03622e+09
35  33  3.93528e+09
35  34  4.12467e+09
35  35  4.29259e+09
35  36  5.23761e+09
35  37  5.7717e+09
35  38  5.97371e+09
35  39  7.29228e+09
35  40  7.946e+09
35  41  7.86161e+09
35  42  8.2692e+09
35  43  8.39276e+09
35  44  7.58511e+09
35  45  6.11888e+09
35  46  5.34645e+09
35  47  5.30432e+09
35  48  7.46587e+09
35  49  7.97208e+09
35  50  7.68352e+09
36  0  6.96597e+09
36  1  6.10852e+09
36  2  7.90681e+09
36  3  7.73327e+09
36  4  7.83774e+09
36  5  7.35843e+09
36  6  7.15766e+09
36  7  6.77478e+09
36  8  5.49209e+09
36  9  7.01543e+09
36  10  6.75105e+09
36  11  5.08722e+09
36  12  5.03313e+09
36  13  5.77657e+09
36  14  5.61526e+09
36  15  5.6107e+09
36  16  5.9188e+09
36  17  5.97606e+09
36  18  5.86774e+09
36  19  5.74692e+09
36  20  7.03517e+09
36  21  5.91672e+09
36  22  6.69853e+09
36  23  6.77315e+09
36  24  8.52845e+09
36  25  8.84222e+09
36  26  8.32885e+09
36  27  7.95689e+09
36  28  5.80104e+09
36  29  5.17138e+09
36  30  6.09028e+09
36  31  7.47343e+09
36  32  7.1321e+09
36  33  4.59159e+09
36  34  3.74181e+09
36  35  3.84051e+09
36  36  4.86779e+09
36  37  6.19458e+09
36  38  5.67101e+09
36  39  6.93581e+09
36  40  7.8752e+09
36  41  7.78083e+09
36  42  8.98452e+09
36  43  8.26096e+09
36  44  7.59283e+09
36  45  7.11635e+09
36  46  4.40632e+09
36  47  5.63148e+09
36  48  6.80649e+09
36  49  7.42596e+09
36  50  6.70391e+09
37  0  6.69419e+09
37  1  6.78172e+09
37  2  8.50439e+09
37  3  7.64028e+09
37  4  7.33265e+09
37  5  7.38733e+09
37  6  8.34872e+09
37  7  6.56816e+09
37  8  6.3104e+09
37  9  7.09677e+09
37  10  6.61809e+09
37  11  5.15743e+09
37  12  5.45247e+09
37  13  6.43654e+09
37  14  5.79469e+09
37  15  6.41396e+09
37  16  6.56888e+09
37  17  6.03728e+09
37  18  5.64233e+09
37  19  6.07401e+09
37  20  6.7406e+09
37  21  6.74748e+09
37  22  6.69266e+09
37  23  7.62068e+09
37  24  8.04919e+09
37  25  8.71109e+09
37  26  8.62155e+09
37  27  7.29312e+09
37  28  5.9571e+09
37  29  5.6633e+09
37  30  6.33028e+09
37  31  7.90207e+09
37  32  6.49907e+09
37  33  4.14776e+09
37  34  3.77069e+09
37  35  4.26653e+09
37  36  4.7988e+09
37  37  5.55921e+09
37  38  5.97719e+09
37  39  7.06004e+09
37  40  8.20444e+09
37  41  8.15266e+09
37  42  9.0046e+09
37  43  8.5848e+09
37  44  8.2774e+09
37  45  6.52729e+09
37  46  4.72692e+09
37  47  5.60506e+09
37  48  6.76613e+09
37  49  7.63238e+09
37  50  7.07796e+09
38  0  6.60307e+09
38  1  6.61164e+09
38  2  8.08652e+09
38  3  8.03975e+09
38  4  6.90848e+09
38  5  8.2888e+09
38  6  8.17703e+09
38  7  7.13944e+09
38  8  6.17224e+09
38  9  7.15416e+09
38  10  7.54477e+09
38  11  6.20139e+09
38  12  5.6588e+09
38  13  6.41976e+09
38  14  6.24004e+09
38  15  7.00245e+09
38  16  7.14931e+09
38  17  5.85387e+09
38  18  5.53119e+09
38  19  6.17823e+09
38  20  7.4919e+09
38  21  7.44506e+09
38  22  7.12257e+09
38  23  7.80272e+09
38  24  7.83011e+09
38  25  7.85574e+09
38  26  8.37075e+09
38  27  7.87131e+09
38  28  5.88818e+09
38  29  5.39455e+09
38  30  6.36238e+09
38  31  7.82711e+09
38  32  7.1878e+09
38  33  4.56118e+09
38  34  4.07755e+09
38  35  3.73774e+09
38  36  4.48071e+09
38  37  5.4573e+09
38  38  5.55517e+09
38  39  7.00277e+09
38  40  7.68299e+09
38  41  8.47176e+09
38  42  8.78788e+09
38  43  8.77574e+09
38  44  8.04691e+09
38  45  7.117e+09
38  46  5.12771e+09
38  47  5.50316e+09
38  48  7.38177e+09
38  49  7.14561e+09
38  50  8.1089e+09
39  0  6.58306e+09
39  1  7.33888e+09
39  2  8.10442e+09
39  3  7.99386e+09
39  4  7.27166e+09
39  5  8.45684e+09
39  6  7.38854e+09
39  7  7.57802e+09
39  8  6.93988e+09
39  9  7.73278e+09
39  10  6.73198e+09
39  11  6.30813e+09
39  12  6.3064e+09
39  13  6.81902e+09
39  14  6.74065e+09
39  15  7.667e+09
39  16  7.71143e+09
39  17  6.58042e+09
39  18  5.64573e+09
39  19  6.70828e+09
39  20  8.3174e+09
39  21  8.18077e+09
39  22  8.21802e+09
39  23  7.44562e+09
39  24  8.83952e+09
39  25  9.06758e+09
39  26  7.76236e+09
39  27  8.29372e+09
39  28  6.52777e+09
39  29  6.35087e+09
39  30  6.66691e+09
39  31  8.59171e+09
39  32  6.18007e+09
39  33  4.02446e+09
39  34  3.69776e+09
39  35  3.74532e+09
39  36  4.95801e+09
39  37  5.683e+09
39  38  5.41633e+09
39  39  6.61234e+09
39  40  7.97431e+09
39  41  7.77537e+09
39  42  9.3342e+09
39  43  8.95022e+09
39  44  8.57122e+09
39  45  7.13665e+09
39  46  4.68176e+09
39  47  5.31435e+09
39  48  6.68188e+09
39  49  7.19265e+09
39  50  8.19251e+09
40  0  6.41697e+09
40  1  7.09868e+09
40  2  7.97356e+09
40  3  7.95083e+09
40  4  6.90586e+09
40  5  8.68984e+09
40  6  7.81774e+09
40  7  7.08445e+09
40  8  7.84369e+09
40  9  7.4353e+09
40  10  7.63378e+09
40  11  6.51501e+09
40  12  6.57883e+09
40  13  7.03658e+09
40  14  7.93554e+09
40  15  8.69398e+09
40  16  7.61348e+09
40  17  6.21515e+09
40  18  5.35781e+09
40  19  7.19501e+09
40  20  8.16518e+09
40  21  8.1647e+09
40  22  9.11425e+09
40  23  8.08424e+09
40  24  8.16135e+09
40  25  9.14457e+09
40  26  8.55325e+09
40  27  8.2874e+09
40  28  5.98517e+09
40  29  5.95871e+09
40  30  6.27716e+09
40  31  7.89975e+09
40  32  6.53839e+09
40  33  4.22375e+09
40  34  3.41809e+09
40  35  3.92049e+09
40  36  4.6843e+09
40  37  5.60991e+09
40  38  5.96025e+09
40  39  6.28165e+09
40  40  7.5875e+09
40  41  8.25424e+09
40  42  9.54118e+09
40  43  8.44514e+09
40  44  8.49647e+09
40  45  7.71975e+09
40  46  5.22613e+09
40  47  5.57011e+09
40  48  6.1231e+09
40  49  7.11278e+09
40  50  8.8759e+09
41  0  6.59306e+09
41  1  6.42545e+09
41  2  8.28288e+09
41  3  7.57289e+09
41  4  7.56127e+09
41  5  8.20006e+09
41  6  8.14356e+09
41  7  8.07211e+09
41  8  7.12168e+09
41  9  7.94561e+09
41  10  8.43791e+09
41  11  7.45429e+09
41  12  6.98218e+09
41  13  7.55981e+09
41  14  8.15774e+09
41  15  8.58857e+09
41  16  8.6188e+09
41  17  5.95571e+09
41  18  5.27691e+09
41  19  7.09383e+09
41  20  8.52892e+09
41  21  8.69821e+09
41  22  8.47602e+09
41  23  8.29102e+09
41  24  8.13646e+09
41  25  9.22576e+09
41  26  7.82264e+09
41  27  8.42022e+09
41  28  6.50491e+09
41  29  6.16149e+09
41  30  6.5973e+09
41  31  7.40616e+09
41  32  6.38439e+09
41  33  3.9261e+09
41  34  3.44339e+09
41  35  3.71142e+09
41  36  4.70403e+09
41  37  5.69133e+09
41  38  6.10834e+09
41  39  6.75333e+09
41  40  7.31209e+09
41  41  8.89708e+09
41  42  8.71647e+09
41  43  9.64815e+09
41  44  9.42917e+09
41  45  7.04059e+09
41  46  4.92504e+09
41  47  5.54652e+09
41  48  6.34768e+09
41  49  7.37389e+09
41  50  9.0443e+09
42  0  6.43137e+09
42  1  6.06619e+09
42  2  8.36199e+09
42  3  8.61515e+09
42  4  7.207e+09
42  5  8.2842e+09
42  6  9.23107e+09
42  7  7.57564e+09
42  8  8.1549e+09
42  9  8.86472e+09
42  10  7.84941e+09
42  11  8.20065e+09
42  12  8.18614e+09
42  13  7.68384e+09
42  14  8.18013e+09
42  15  8.3514e+09
42  16  8.36917e+09
42  17  6.01587e+09
42  18  5.35739e+09
42  19  6.69425e+09
42  20  8.5018e+09
42  21  8.87669e+09
42  22  9.05763e+09
42  23  8.52897e+09
42  24  8.01978e+09
42  25  9.07288e+09
42  26  7.5886e+09
42  27  7.78121e+09
42  28  6.76552e+09
42  29  5.5916e+09
42  30  6.34512e+09
42  31  7.53827e+09
42  32  6.65131e+09
42  33  3.79232e+09
42  34  3.56457e+09
42  35  4.15502e+09
42  36  4.50916e+09
42  37  5.80016e+09
42  38  6.22234e+09
42  39  7.32725e+09
42  40  8.05093e+09
42  41  8.57894e+09
42  42  9.71567e+09
42  43  9.51835e+09
42  44  7.62336e+09
42  45  6.55302e+09
42  46  5.89824e+09
42  47  5.29865e+09
42  48  6.23613e+09
42  49  7.08285e+09
42  50  8.78911e+09
43  0  5.8711e+09
43  1  6.6407e+09
43  2  8.91102e+09
43  3  8.54912e+09
43  4  8.13121e+09
43  5  8.76915e+09
43  6  8.17599e+09
43  7  8.15291e+09
43  8  8.62527e+09
43  9  8.51464e+09
43  10  8.0359e+09
43  11  8.42521e+09
43  12  8.67571e+09
43  13  8.96193e+09
43  14  9.23572e+09
43  15  9.65218e+09
43  16  8.76453e+09
43  17  6.25922e+09
43  18  4.93585e+09
43  19  7.13378e+09
43  20  8.56117e+09
43  21  8.03027e+09
43  22  8.19704e+09
43  23  8.0547e+09
43  24  8.53587e+09
43  25  9.63972e+09
43  26  8.48644e+09
43  27  8.05467e+09
43  28  6.47387e+09
43  29  6.35956e+09
43  30  6.24518e+09
43  31  6.87451e+09
43  32  5.92287e+09
43  33  4.08737e+09
43  34  3.52071e+09
43  35  3.82929e+09
43  36  5.10175e+09
43  37  6.4512e+09
43  38  7.10651e+09
43  39  8.42281e+09
43  40  7.69094e+09
43  41  8.60027e+09
43  42  9.58077e+09
43  43  9.91405e+09
43  44  8.9565e+09
43  45  8.21673e+09
43  46  6.20979e+09
43  47  6.32771e+09
43  48  5.56156e+09
43  49  7.06421e+09
43  50  8.3993e+09
44  0  6.63799e+09
44  1  5.92843e+09
44  2  8.556e+09
44  3  9.67074e+09
44  4  8.36541e+09
44  5  8.95272e+09
44  6  9.34916e+09
44  7  9.20757e+09
44  8  8.93583e+09
44  9  8.89203e+09
44  10  9.68773e+09
44  11  9.3255e+09
44  12  7.81487e+09
44  13  8.19172e+09
44  14  8.69147e+09
44  15  9.90192e+09
44  16  8.77158e+09
44  17  6.15124e+09
44  18  5.23316e+09
44  19  7.41719e+09
44  20  7.84436e+09
44  21  9.62603e+09
44  22  9.22645e+09
44  23  8.30846e+09
44  24  8.63144e+09
44  25  8.74109e+09
44  26  7.87562e+09
44  27  8.12076e+09
44  28  6.04496e+09
44  29  5.31662e+09
44  30  6.21668e+09
44  31  7.22116e+09
44  32  6.2281e+09
44  33  3.77969e+09
44  34  3.7285e+09
44  35  4.30264e+09
44  36  5.10754e+09
44  37  6.79354e+09
44  38  7.41432e+09
44  39  7.85289e+09
44  40  8.37272e+09
44  41  9.87619e+09
44  42  9.86199e+09
44  43  1.05035e+10
44  44  9.7595e+09
44  45  8.42155e+09
44  46  7.03542e+09
44  47  6.0058e+09
44  48  6.49534e+09
44  49  7.42885e+09
44  50  8.85321e+09
45  0  7.06174e+09
45  1  5.98525e+09
45  2  9.15639e+09
45  3  9.41068e+09
45  4  8.3896e+09
45  5  9.14555e+09
45  6  9.34295e+09
45  7  9.31635e+09
45  8  8.88394e+09
45  9  9.53293e+09
45  10  9.87453e+09
45  11  8.95149e+09
45  12  8.39394e+09
45  13  9.36347e+09
45  14  8.29506e+09
45  15  9.10175e+09
45  16  9.17249e+09
45  17  6.41519e+09
45  18  5.34124e+09
