row  column  (images_12_26nov.edf Ca_K*images_12_26nov.edf Ar_K**2.3)
45  19  7.20527e+09
45  20  9.59357e+09
45  21  9.58742e+09
45  22  9.03519e+09
45  23  8.86345e+09
45  24  8.28505e+09
45  25  9.25439e+09
45  26  8.97551e+09
45  27  7.55639e+09
45  28  5.60247e+09
45  29  5.90798e+09
45  30  6.46012e+09
45  31  6.85548e+09
45  32  5.81874e+09
45  33  3.84968e+09
45  34  3.90131e+09
45  35  4.15565e+09
45  36  6.52855e+09
45  37  7.74647e+09
45  38  7.64064e+09
45  39  8.63487e+09
45  40  9.85359e+09
45  41  9.68261e+09
45  42  1.00768e+10
45  43  9.37456e+09
45  44  8.97265e+09
45  45  7.83843e+09
45  46  6.71023e+09
45  47  5.71108e+09
45  48  6.71482e+09
45  49  8.53537e+09
45  50  9.30987e+09
46  0  6.6903e+09
46  1  6.13449e+09
46  2  9.63756e+09
46  3  8.91063e+09
46  4  9.72133e+09
46  5  9.97472e+09
46  6  9.95157e+09
46  7  1.01441e+10
46  8  1.03736e+10
46  9  8.94563e+09
46  10  9.608e+09
46  11  9.81244e+09
46  12  8.32363e+09
46  13  9.85179e+09
46  14  9.59673e+09
46  15  1.01672e+10
46  16  9.74045e+09
46  17  7.12084e+09
46  18  5.18866e+09
46  19  7.16357e+09
46  20  9.41633e+09
46  21  9.47436e+09
46  22  9.01395e+09
46  23  8.51597e+09
46  24  9.09581e+09
46  25  9.44151e+09
46  26  9.38221e+09
46  27  7.8637e+09
46  28  6.08816e+09
46  29  6.27707e+09
46  30  6.32298e+09
46  31  7.42369e+09
46  32  6.85073e+09
46  33  4.48872e+09
46  34  3.9783e+09
46  35  4.53833e+09
46  36  5.99769e+09
46  37  7.30173e+09
46  38  7.75726e+09
46  39  9.17401e+09
46  40  9.13192e+09
46  41  1.05588e+10
46  42  1.04675e+10
46  43  1.08191e+10
46  44  9.72508e+09
46  45  8.74974e+09
46  46  7.1341e+09
46  47  5.94684e+09
46  48  7.21378e+09
46  49  8.0925e+09
46  50  9.22448e+09
47  0  7.31489e+09
47  1  5.95201e+09
47  2  9.25036e+09
47  3  9.76351e+09
47  4  9.76842e+09
47  5  1.0455e+10
47  6  1.04862e+10
47  7  1.03187e+10
47  8  9.83106e+09
47  9  9.50013e+09
47  10  9.4788e+09
47  11  1.09124e+10
47  12  8.16958e+09
47  13  9.08142e+09
47  14  9.67725e+09
47  15  1.01362e+10
47  16  9.85361e+09
47  17  7.4982e+09
47  18  5.3587e+09
47  19  7.46371e+09
47  20  9.46516e+09
47  21  8.86075e+09
47  22  9.16538e+09
47  23  9.63736e+09
47  24  9.37912e+09
47  25  9.89544e+09
47  26  1.00495e+10
47  27  7.98059e+09
47  28  6.7368e+09
47  29  6.66976e+09
47  30  6.86206e+09
47  31  7.46931e+09
47  32  6.03146e+09
47  33  4.12482e+09
47  34  3.78947e+09
47  35  5.00009e+09
47  36  7.33019e+09
47  37  9.05873e+09
47  38  9.17108e+09
47  39  9.63128e+09
47  40  1.00521e+10
47  41  1.02613e+10
47  42  1.11829e+10
47  43  9.74403e+09
47  44  9.96117e+09
47  45  9.22105e+09
47  46  6.77737e+09
47  47  6.8941e+09
47  48  7.50851e+09
47  49  8.34035e+09
47  50  9.80239e+09
48  0  7.50733e+09
48  1  6.43933e+09
48  2  8.68233e+09
48  3  1.00262e+10
48  4  9.83426e+09
48  5  1.0196e+10
48  6  1.02822e+10
48  7  9.20131e+09
48  8  9.80635e+09
48  9  9.62639e+09
48  10  9.63848e+09
48  11  9.83949e+09
48  12  8.44814e+09
48  13  9.32209e+09
48  14  1.01421e+10
48  15  1.10364e+10
48  16  1.0218e+10
48  17  7.60362e+09
48  18  5.42276e+09
48  19  7.5211e+09
48  20  9.05018e+09
48  21  9.65019e+09
48  22  9.22687e+09
48  23  9.86327e+09
48  24  9.5527e+09
48  25  9.91529e+09
48  26  9.96864e+09
48  27  7.6935e+09
48  28  6.66653e+09
48  29  6.89816e+09
48  30  7.39638e+09
48  31  7.26224e+09
48  32  6.03867e+09
48  33  4.65222e+09
48  34  4.13738e+09
48  35  5.13941e+09
48  36  7.70064e+09
48  37  8.14209e+09
48  38  9.41537e+09
48  39  1.02531e+10
48  40  1.1106e+10
48  41  1.11298e+10
48  42  1.0908e+10
48  43  1.1374e+10
48  44  9.71241e+09
48  45  8.97017e+09
48  46  7.04328e+09
48  47  6.9724e+09
48  48  7.99132e+09
48  49  8.83278e+09
48  50  9.96833e+09
49  0  7.21469e+09
49  1  5.72084e+09
49  2  8.81148e+09
49  3  9.27536e+09
49  4  9.01319e+09
49  5  8.7555e+09
49  6  1.01658e+10
49  7  1.0373e+10
49  8  9.82287e+09
49  9  8.95162e+09
49  10  9.96952e+09
49  11  8.83205e+09
49  12  8.54867e+09
49  13  9.06368e+09
49  14  1.08418e+10
49  15  1.04358e+10
49  16  1.00112e+10
49  17  8.6769e+09
49  18  5.64366e+09
49  19  7.25314e+09
49  20  8.9954e+09
49  21  9.56088e+09
49  22  9.58567e+09
49  23  9.81725e+09
49  24  9.58112e+09
49  25  1.05068e+10
49  26  1.01293e+10
49  27  8.42646e+09
49  28  7.00871e+09
49  29  7.00114e+09
49  30  7.60765e+09
49  31  8.10576e+09
49  32  6.07293e+09
49  33  4.53749e+09
49  34  4.51016e+09
49  35  5.34733e+09
49  36  8.25231e+09
49  37  9.2762e+09
49  38  1.01685e+10
49  39  1.07694e+10
49  40  1.08121e+10
49  41  9.93632e+09
49  42  1.07182e+10
49  43  1.04497e+10
49  44  1.03225e+10
49  45  9.32297e+09
49  46  7.25578e+09
49  47  7.24935e+09
49  48  8.09939e+09
49  49  9.30003e+09
49  50  9.69158e+09
50  0  7.5839e+09
50  1  6.35551e+09
50  2  7.6811e+09
50  3  9.14003e+09
50  4  9.31768e+09
50  5  9.98699e+09
50  6  9.44354e+09
50  7  9.72425e+09
50  8  9.70689e+09
50  9  9.0465e+09
50  10  9.2561e+09
50  11  1.05281e+10
50  12  7.31359e+09
50  13  8.92906e+09
50  14  1.00322e+10
50  15  1.05878e+10
50  16  1.03147e+10
50  17  8.91573e+09
50  18  5.62876e+09
50  19  7.33486e+09
50  20  9.13258e+09
50  21  1.01002e+10
50  22  9.53792e+09
50  23  1.01138e+10
50  24  1.05347e+10
50  25  9.09367e+09
50  26  1.06126e+10
50  27  8.855e+09
50  28  7.33998e+09
50  29  8.19538e+09
50  30  8.01668e+09
50  31  7.84856e+09
50  32  6.38951e+09
50  33  4.71877e+09
50  34  4.92659e+09
50  35  5.84477e+09
50  36  8.13779e+09
50  37  9.81882e+09
50  38  9.34014e+09
50  39  1.15947e+10
50  40  1.05383e+10
50  41  9.41305e+09
50  42  1.01259e+10
50  43  1.09207e+10
50  44  1.02701e+10
50  45  1.0583e+10
50  46  7.08849e+09
50  47  6.9275e+09
50  48  7.98685e+09
50  49  8.64704e+09
50  50  1.02493e+10

