row  column  (images_9.edf Zn_K*images_9.edf Ar_K**2.3)
10  10  2.21618e+08
10  11  1.84794e+08
10  12  9.80569e+07
10  13  2.03692e+08
10  14  2.00245e+08
10  15  1.81017e+08
10  16  1.39322e+08
10  17  1.97432e+08
10  18  1.73647e+08
10  19  2.35796e+08
10  20  1.72744e+08
10  21  1.69008e+08
10  22  1.86665e+08
10  23  1.32189e+08
10  24  1.07616e+08
10  25  1.41219e+08
10  26  1.59624e+08
10  27  2.23058e+08
10  28  1.51752e+08
10  29  1.3237e+08
10  30  1.22368e+08
10  31  1.21126e+08
10  32  1.50453e+08
10  33  1.70633e+08
10  34  1.21554e+08
10  35  8.78953e+07
10  36  1.09677e+08
10  37  1.64123e+08
10  38  2.39445e+08
10  39  1.55055e+08
10  40  1.79322e+08
10  41  1.39563e+08
10  42  1.89597e+08
10  43  2.62806e+08
10  44  1.88161e+08
10  45  2.03499e+08
10  46  1.57548e+08
10  47  1.54536e+08
10  48  1.93418e+08
10  49  3.02332e+08
10  50  2.35963e+08
11  0  4.48645e+08
11  1  4.08104e+08
11  2  3.80847e+08
11  3  2.58546e+08
11  4  1.29434e+08
11  5  2.53667e+08
11  6  2.0117e+08
11  7  1.72726e+08
11  8  2.20998e+08
11  9  2.22357e+08
11  10  1.24292e+08
11  11  1.61166e+08
11  12  1.65244e+08
11  13  1.81509e+08
11  14  1.32023e+08
11  15  1.7399e+08
11  16  2.08113e+08
11  17  1.78249e+08
11  18  1.69059e+08
11  19  1.88967e+08
11  20  2.03456e+08
11  21  1.40669e+08
11  22  1.89426e+08
11  23  1.80712e+08
11  24  1.69923e+08
11  25  2.22645e+08
11  26  2.02713e+08
11  27  1.39509e+08
11  28  2.14141e+08
11  29  2.1155e+08
11  30  1.59244e+08
11  31  6.37903e+07
11  32  2.31625e+08
11  33  1.45247e+08
11  34  9.56145e+07
11  35  1.04369e+08
11  36  1.41442e+08
11  37  1.91789e+08
11  38  1.71629e+08
11  39  2.10625e+08
11  40  1.19223e+08
11  41  1.18148e+08
11  42  2.61012e+08
11  43  1.37709e+08
11  44  2.25484e+08
11  45  1.63917e+08
11  46  1.63773e+08
11  47  1.82399e+08
11  48  2.32225e+08
11  49  2.49778e+08
11  50  2.78573e+08
12  0  4.83986e+08
12  1  4.46054e+08
12  2  3.75339e+08
12  3  2.36457e+08
12  4  2.17444e+08
12  5  2.01371e+08
12  6  2.32034e+08
12  7  2.23574e+08
12  8  1.76641e+08
12  9  2.02832e+08
12  10  2.68228e+08
12  11  1.31148e+08
12  12  2.42796e+08
12  13  1.3752e+08
12  14  1.24834e+08
12  15  1.66139e+08
12  16  1.74091e+08
12  17  1.76897e+08
12  18  2.10562e+08
12  19  1.9832e+08
12  20  2.49207e+08
12  21  1.41727e+08
12  22  1.74052e+08
12  23  1.48086e+08
12  24  5.27826e+07
12  25  1.31894e+08
12  26  1.51066e+08
12  27  1.74048e+08
12  28  1.95684e+08
12  29  2.39314e+08
12  30  2.17496e+08
12  31  9.52187e+07
12  32  1.6123e+08
12  33  2.4606e+08
12  34  1.83287e+08
12  35  1.83315e+08
12  36  5.0852e+07
12  37  1.71171e+08
12  38  2.10317e+08
12  39  2.21727e+08
12  40  1.00389e+08
12  41  2.17454e+08
12  42  3.25262e+08
12  43  1.93277e+08
12  44  2.20041e+08
12  45  9.87336e+07
12  46  1.61254e+08
12  47  2.27976e+08
12  48  1.57635e+08
12  49  2.39101e+08
12  50  3.59531e+08
13  0  4.74728e+08
13  1  3.38493e+08
13  2  3.81625e+08
13  3  3.35508e+08
13  4  2.14237e+08
13  5  1.63417e+08
13  6  1.72435e+08
13  7  2.16028e+08
13  8  2.16425e+08
13  9  2.41543e+08
13  10  2.30813e+08
13  11  1.9997e+08
13  12  1.63986e+08
13  13  1.27795e+08
13  14  1.61865e+08
13  15  1.68039e+08
13  16  1.60956e+08
13  17  1.45045e+08
13  18  1.79979e+08
13  19  1.57001e+08
13  20  2.04645e+08
13  21  2.42987e+08
13  22  1.44836e+08
13  23  1.99694e+08
13  24  1.3701e+08
13  25  2.72825e+08
13  26  2.16658e+08
13  27  1.54492e+08
13  28  1.42446e+08
13  29  2.20237e+08
13  30  2.71175e+08
13  31  2.12497e+08
13  32  1.32106e+08
13  33  1.63239e+08
13  34  1.83448e+08
13  35  1.0752e+08
13  36  1.66275e+08
13  37  2.26067e+08
13  38  1.5458e+08
13  39  1.93087e+08
13  40  1.58988e+08
13  41  2.21422e+08
13  42  2.76207e+08
13  43  2.13419e+08
13  44  3.03974e+08
13  45  2.34722e+08
13  46  1.87816e+08
13  47  1.6771e+08
13  48  2.73202e+08
13  49  1.63737e+08
13  50  3.39366e+08
14  0  4.30885e+08
14  1  3.91917e+08
14  2  4.28459e+08
14  3  3.38213e+08
14  4  1.79615e+08
14  5  1.97091e+08
14  6  1.67155e+08
14  7  2.23132e+08
14  8  2.00077e+08
14  9  2.09704e+08
14  10  2.07941e+08
14  11  1.86055e+08
14  12  1.18767e+08
14  13  1.59866e+08
14  14  1.27276e+08
14  15  1.61735e+08
14  16  1.5876e+08
14  17  1.72569e+08
14  18  1.69638e+08
14  19  1.76995e+08
14  20  2.61626e+08
14  21  2.52214e+08
14  22  1.79902e+08
14  23  2.06898e+08
14  24  1.829e+08
14  25  1.82568e+08
14  26  2.42937e+08
14  27  2.03495e+08
14  28  1.56747e+08
14  29  2.29023e+08
14  30  1.11514e+08
14  31  2.26524e+08
14  32  1.60919e+08
14  33  9.51672e+07
14  34  1.18051e+08
14  35  1.66743e+08
14  36  1.02708e+08
14  37  1.75874e+08
14  38  2.28592e+08
14  39  1.67188e+08
14  40  2.25505e+08
14  41  2.0397e+08
14  42  1.51355e+08
14  43  2.45187e+08
14  44  3.20136e+08
14  45  2.29704e+08
14  46  2.17611e+08
14  47  3.02949e+08
14  48  2.89948e+08
14  49  1.81794e+08
14  50  2.72582e+08
15  0  4.82488e+08
15  1  3.6699e+08
15  2  2.53951e+08
15  3  2.29087e+08
15  4  2.45759e+08
15  5  1.68906e+08
15  6  2.41658e+08
15  7  2.28824e+08
15  8  2.63698e+08
15  9  2.71621e+08
15  10  1.40566e+08
15  11  1.40572e+08
15  12  1.90493e+08
15  13  7.68514e+07
15  14  9.87681e+07
15  15  2.05557e+08
15  16  1.26715e+08
15  17  1.22856e+08
15  18  1.3934e+08
15  19  2.86507e+08
15  20  2.51576e+08
15  21  2.07325e+08
15  22  1.96785e+08
15  23  1.65693e+08
15  24  1.89144e+08
15  25  2.41783e+08
15  26  2.0525e+08
15  27  2.33245e+08
15  28  1.2353e+08
15  29  2.60599e+08
15  30  1.97967e+08
15  31  2.08052e+08
15  32  1.36274e+08
15  33  2.20491e+08
15  34  1.77899e+08
15  35  1.34092e+08
15  36  9.58847e+07
15  37  1.84233e+08
15  38  1.66009e+08
15  39  1.70864e+08
15  40  2.29663e+08
15  41  2.20799e+08
15  42  2.64754e+08
15  43  2.58956e+08
15  44  2.51733e+08
15  45  2.20676e+08
15  46  2.32401e+08
15  47  2.00324e+08
15  48  2.72861e+08
15  49  2.32611e+08
15  50  3.22163e+08
16  0  4.60961e+08
16  1  3.84469e+08
16  2  3.7397e+08
16  3  2.40418e+08
16  4  2.45466e+08
16  5  2.15782e+08
16  6  2.52347e+08
16  7  2.22246e+08
16  8  2.32513e+08
16  9  3.0812e+08
16  10  2.26788e+08
16  11  1.66752e+08
16  12  1.49555e+08
16  13  1.07322e+08
16  14  2.10142e+08
16  15  1.09625e+08
16  16  1.96422e+08
16  17  1.57047e+08
16  18  2.40027e+08
16  19  1.96442e+08
16  20  2.34718e+08
16  21  2.50683e+08
16  22  1.72464e+08
16  23  1.74671e+08
16  24  2.04222e+08
16  25  1.67602e+08
16  26  1.26891e+08
16  27  1.33944e+08
16  28  2.01166e+08
16  29  3.01377e+08
16  30  1.92654e+08
16  31  1.6758e+08
16  32  2.80133e+08
16  33  1.75235e+08
16  34  1.63482e+08
16  35  5.38783e+07
16  36  1.26594e+08
16  37  1.94672e+08
16  38  2.83138e+08
16  39  2.08491e+08
16  40  3.14344e+08
16  41  2.91512e+08
16  42  3.34785e+08
16  43  2.55589e+08
16  44  2.30651e+08
16  45  2.57948e+08
16  46  2.40005e+08
16  47  2.89101e+08
16  48  2.24263e+08
16  49  2.29927e+08
16  50  2.16152e+08
17  0  5.03805e+08
17  1  4.76333e+08
17  2  3.46263e+08
17  3  3.33875e+08
17  4  1.96883e+08
17  5  2.03921e+08
17  6  1.69033e+08
17  7  2.11675e+08
17  8  1.65437e+08
17  9  2.1462e+08
17  10  2.69476e+08
17  11  2.07796e+08
17  12  1.36316e+08
17  13  9.66359e+07
17  14  1.50005e+08
17  15  1.38985e+08
17  16  1.2862e+08
17  17  8.13689e+07
17  18  1.49582e+08
17  19  2.3561e+08
17  20  2.57307e+08
17  21  2.29462e+08
17  22  1.57205e+08
17  23  1.85891e+08
17  24  2.46563e+08
17  25  1.1898e+08
17  26  1.31181e+08
17  27  2.28984e+08
17  28  2.12571e+08
17  29  2.25017e+08
17  30  3.03615e+08
17  31  2.348e+08
17  32  2.20525e+08
17  33  1.60312e+08
17  34  1.93861e+08
17  35  2.19269e+08
17  36  1.37049e+08
17  37  1.99612e+08
17  38  2.9442e+08
17  39  1.67567e+08
17  40  3.02059e+08
17  41  1.91957e+08
17  42  2.85864e+08
17  43  2.07322e+08
17  44  2.03235e+08
17  45  3.23788e+08
17  46  2.01455e+08
17  47  2.79754e+08
17  48  2.77938e+08
17  49  1.5609e+08
17  50  2.26949e+08
18  0  4.46735e+08
18  1  4.08902e+08
18  2  3.47183e+08
18  3  2.76003e+08
18  4  2.67274e+08
18  5  2.40639e+08
18  6  2.05939e+08
18  7  2.33252e+08
18  8  2.25946e+08
18  9  2.18215e+08
18  10  2.00083e+08
18  11  2.21657e+08
18  12  1.72853e+08
18  13  1.35402e+08
18  14  1.62667e+08
18  15  1.37225e+08
18  16  1.79776e+08
18  17  2.43012e+08
18  18  1.46203e+08
18  19  2.8357e+08
18  20  2.92355e+08
18  21  3.51667e+08
18  22  1.99975e+08
18  23  1.85592e+08
18  24  2.10276e+08
18  25  1.97e+08
18  26  6.1786e+07
18  27  2.43649e+08
18  28  2.06627e+08
18  29  2.98119e+08
18  30  1.78152e+08
18  31  2.25031e+08
18  32  2.43722e+08
18  33  1.59889e+08
18  34  1.47621e+08
18  35  1.39948e+08
18  36  2.37276e+08
18  37  2.28505e+08
18  38  2.24015e+08
18  39  1.91299e+08
18  40  1.60427e+08
18  41  2.77201e+08
18  42  1.99064e+08
18  43  2.3944e+08
18  44  3.24909e+08
18  45  2.67091e+08
18  46  3.38195e+08
18  47  2.18377e+08
18  48  1.65069e+08
18  49  2.25464e+08
18  50  2.20218e+08
19  0  4.95865e+08
19  1  5.07048e+08
19  2  3.49443e+08
19  3  2.15073e+08
19  4  1.80159e+08
19  5  1.48901e+08
19  6  1.54713e+08
19  7  2.09148e+08
19  8  2.3005e+08
19  9  2.80583e+08
19  10  2.04525e+08
19  11  1.29934e+08
19  12  1.66878e+08
19  13  1.42073e+08
19  14  1.93889e+08
19  15  2.10418e+08
19  16  3.0668e+08
19  17  2.001e+08
19  18  2.43168e+08
19  19  3.29047e+08
19  20  3.03509e+08
19  21  2.55801e+08
19  22  1.38134e+08
19  23  2.13122e+08
19  24  1.48796e+08
19  25  8.94471e+07
19  26  5.12649e+07
19  27  2.2146e+08
19  28  2.80014e+08
19  29  2.41201e+08
19  30  2.35209e+08
19  31  2.45084e+08
19  32  3.10617e+08
19  33  2.05276e+08
19  34  1.73711e+08
19  35  1.25756e+08
19  36  2.1246e+08
19  37  2.6974e+08
19  38  2.74384e+08
19  39  1.38712e+08
19  40  1.8586e+08
19  41  2.29725e+08
19  42  2.39722e+08
19  43  2.84129e+08
19  44  2.18156e+08
19  45  3.20873e+08
19  46  2.01201e+08
19  47  2.49013e+08
19  48  1.67703e+08
19  49  2.24751e+08
19  50  2.59236e+08
20  0  5.61033e+08
20  1  3.54888e+08
20  2  2.74389e+08
20  3  2.10235e+08
20  4  2.06805e+08
20  5  1.7034e+08
20  6  8.05282e+07
20  7  2.28954e+08
20  8  2.32276e+08
20  9  2.11617e+08
20  10  2.19826e+08
20  11  2.29169e+08
20  12  1.79118e+08
20  13  2.17795e+08
20  14  1.58304e+08
20  15  1.96722e+08
20  16  1.54459e+08
20  17  1.84766e+08
20  18  2.48543e+08
20  19  2.30106e+08
20  20  2.53196e+08
20  21  3.205e+08
20  22  1.24685e+08
20  23  1.78746e+08
20  24  9.47687e+07
20  25  7.57009e+07
20  26  9.80701e+07
20  27  2.04794e+08
20  28  2.21801e+08
20  29  2.78794e+08
20  30  1.59812e+08
20  31  2.52798e+08
20  32  3.3432e+08
20  33  2.01999e+08
20  34  1.15099e+08
20  35  1.22384e+08
20  36  6.81093e+07
20  37  2.38283e+08
20  38  2.14452e+08
20  39  1.61999e+08
20  40  1.69906e+08
20  41  1.50041e+08
20  42  2.37368e+08
20  43  1.83381e+08
20  44  1.76047e+08
20  45  2.04113e+08
20  46  2.13975e+08
20  47  2.37355e+08
20  48  1.6095e+08
20  49  2.53461e+08
20  50  2.5537e+08
21  0  4.63216e+08
21  1  3.93227e+08
21  2  2.03288e+08
21  3  2.6706e+08
21  4  1.78542e+08
21  5  2.07481e+08
21  6  2.02915e+08
21  7  2.6881e+08
21  8  2.25353e+08
21  9  2.46162e+08
21  10  1.80903e+08
21  11  2.11193e+08
21  12  2.11094e+08
21  13  2.06309e+08
21  14  2.58756e+08
21  15  1.83381e+08
21  16  1.86278e+08
21  17  2.27045e+08
21  18  2.37716e+08
21  19  2.81372e+08
21  20  2.85889e+08
21  21  1.66442e+08
21  22  1.38428e+08
21  23  2.10242e+08
21  24  1.36821e+08
21  25  1.25241e+08
21  26  1.52541e+08
21  27  1.61467e+08
21  28  2.15232e+08
21  29  1.86162e+08
21  30  2.35715e+08
21  31  2.09843e+08
21  32  2.14851e+08
21  33  2.38469e+08
21  34  1.09011e+08
21  35  1.34239e+08
21  36  1.50084e+08
21  37  2.18716e+08
21  38  2.1018e+08
21  39  1.57721e+08
21  40  9.6328e+07
21  41  2.07065e+08
21  42  2.53905e+08
21  43  1.6778e+08
21  44  1.79887e+08
21  45  2.74691e+08
21  46  1.544e+08
21  47  1.6928e+08
21  48  1.84809e+08
21  49  2.33918e+08
21  50  1.64209e+08
22  0  4.4649e+08
22  1  2.79019e+08
22  2  2.03018e+08
22  3  3.13145e+08
22  4  1.79463e+08
22  5  1.77397e+08
22  6  2.27295e+08
22  7  2.22265e+08
22  8  2.86151e+08
22  9  2.53009e+08
22  10  2.77854e+08
22  11  2.42864e+08
22  12  1.791e+08
22  13  2.30689e+08
22  14  2.79466e+08
22  15  1.82824e+08
22  16  2.36412e+08
22  17  2.40708e+08
22  18  2.49423e+08
22  19  2.52764e+08
22  20  1.88666e+08
22  21  1.21842e+08
22  22  1.95127e+08
22  23  1.98134e+08
22  24  1.44339e+08
22  25  1.61667e+08
22  26  1.0314e+08
22  27  2.13278e+08
22  28  1.82747e+08
22  29  2.16009e+08
22  30  2.88875e+08
22  31  1.73328e+08
22  32  2.30741e+08
22  33  2.32995e+08
22  34  2.29979e+08
22  35  1.95699e+08
