row  column  (images_9.edf Fe_K*images_9.edf Ar_K**2.3)
2  30  4.69154e+08
2  31  4.18309e+08
2  32  3.65162e+08
2  33  4.31873e+08
2  34  4.54947e+08
2  35  4.43271e+08
2  36  3.90574e+08
2  37  3.65275e+08
2  38  4.24077e+08
2  39  5.01109e+08
2  40  3.8848e+08
2  41  3.6114e+08
2  42  4.00234e+08
2  43  4.3703e+08
2  44  4.56881e+08
2  45  4.93198e+08
2  46  5.24367e+08
2  47  5.88162e+08
2  48  5.35353e+08
2  49  6.09733e+08
2  50  6.90784e+08
3  0  3.8882e+08
3  1  5.01625e+08
3  2  4.04423e+08
3  3  4.02645e+08
3  4  4.29348e+08
3  5  4.50117e+08
3  6  4.99226e+08
3  7  4.59705e+08
3  8  4.12817e+08
3  9  3.57284e+08
3  10  3.57502e+08
3  11  3.50861e+08
3  12  3.40295e+08
3  13  3.53627e+08
3  14  3.54466e+08
3  15  3.85133e+08
3  16  3.73703e+08
3  17  3.77301e+08
3  18  3.54476e+08
3  19  3.73547e+08
3  20  3.57065e+08
3  21  3.40301e+08
3  22  4.90757e+08
3  23  3.78938e+08
3  24  4.98505e+08
3  25  3.75265e+08
3  26  4.64525e+08
3  27  4.51225e+08
3  28  3.9227e+08
3  29  4.03047e+08
3  30  4.34377e+08
3  31  3.83922e+08
3  32  4.1613e+08
3  33  4.21426e+08
3  34  4.17843e+08
3  35  3.77584e+08
3  36  3.8408e+08
3  37  4.02552e+08
3  38  4.3191e+08
3  39  4.7616e+08
3  40  4.47744e+08
3  41  3.91038e+08
3  42  3.88038e+08
3  43  3.78582e+08
3  44  4.29981e+08
3  45  4.58782e+08
3  46  5.16074e+08
3  47  5.62574e+08
3  48  4.97919e+08
3  49  5.2225e+08
3  50  6.37817e+08
4  0  4.3164e+08
4  1  4.0625e+08
4  2  3.44204e+08
4  3  4.06533e+08
4  4  4.09498e+08
4  5  4.25858e+08
4  6  5.24522e+08
4  7  4.59602e+08
4  8  3.79526e+08
4  9  4.36279e+08
4  10  4.1962e+08
4  11  3.58744e+08
4  12  3.43899e+08
4  13  3.25401e+08
4  14  3.74405e+08
4  15  3.80737e+08
4  16  3.89372e+08
4  17  4.10558e+08
4  18  3.38912e+08
4  19  3.78298e+08
4  20  3.56336e+08
4  21  3.28817e+08
4  22  4.25721e+08
4  23  3.38493e+08
4  24  3.7852e+08
4  25  4.75402e+08
4  26  5.11389e+08
4  27  4.8381e+08
4  28  3.44549e+08
4  29  4.63714e+08
4  30  4.60942e+08
4  31  4.24782e+08
4  32  3.85093e+08
4  33  3.66165e+08
4  34  3.88244e+08
4  35  3.90078e+08
4  36  4.06222e+08
4  37  4.69149e+08
4  38  4.67176e+08
4  39  3.8706e+08
4  40  3.37119e+08
4  41  3.93602e+08
4  42  4.01846e+08
4  43  3.60091e+08
4  44  4.67445e+08
4  45  4.0156e+08
4  46  4.19051e+08
4  47  4.69582e+08
4  48  4.82349e+08
4  49  5.07529e+08
4  50  5.46395e+08
5  0  4.44697e+08
5  1  3.70037e+08
5  2  3.69845e+08
5  3  3.6188e+08
5  4  4.28413e+08
5  5  3.76477e+08
5  6  5.27615e+08
5  7  4.1345e+08
5  8  4.58301e+08
5  9  4.50266e+08
5  10  3.89963e+08
5  11  3.33074e+08
5  12  3.41693e+08
5  13  3.80654e+08
5  14  3.46224e+08
5  15  3.30741e+08
5  16  3.69761e+08
5  17  4.66812e+08
5  18  3.95897e+08
5  19  3.7849e+08
5  20  3.18675e+08
5  21  4.15022e+08
5  22  3.94128e+08
5  23  3.1986e+08
5  24  4.48362e+08
5  25  4.40872e+08
5  26  4.68017e+08
5  27  4.85549e+08
5  28  4.04959e+08
5  29  3.65165e+08
5  30  4.5488e+08
5  31  3.79727e+08
5  32  3.31289e+08
5  33  3.92311e+08
5  34  3.75536e+08
5  35  3.76717e+08
5  36  3.66601e+08
5  37  3.58375e+08
5  38  3.43914e+08
5  39  4.57144e+08
5  40  3.77833e+08
5  41  4.19871e+08
5  42  4.12244e+08
5  43  4.75289e+08
5  44  3.82073e+08
5  45  4.73121e+08
5  46  4.12693e+08
5  47  4.23211e+08
5  48  5.23968e+08
5  49  5.0319e+08
5  50  5.33357e+08
6  0  4.62311e+08
6  1  4.14892e+08
6  2  4.07857e+08
6  3  4.10924e+08
6  4  4.14499e+08
6  5  3.83484e+08
6  6  5.45767e+08
6  7  4.05e+08
6  8  4.2655e+08
6  9  4.14052e+08
6  10  4.58394e+08
6  11  4.5291e+08
6  12  3.88845e+08
6  13  3.77116e+08
6  14  3.59791e+08
6  15  4.02703e+08
6  16  3.72321e+08
6  17  4.03399e+08
6  18  3.66288e+08
6  19  3.53569e+08
6  20  4.443e+08
6  21  3.43998e+08
6  22  4.31511e+08
6  23  3.71804e+08
6  24  4.32583e+08
6  25  4.15814e+08
6  26  4.49312e+08
6  27  5.42796e+08
6  28  4.45023e+08
6  29  3.94545e+08
6  30  3.90762e+08
6  31  3.93772e+08
6  32  4.073e+08
6  33  3.63953e+08
6  34  3.97378e+08
6  35  3.81398e+08
6  36  3.39562e+08
6  37  3.49953e+08
6  38  3.67677e+08
6  39  3.71337e+08
6  40  3.60338e+08
6  41  4.38001e+08
6  42  3.83442e+08
6  43  3.52208e+08
6  44  4.15541e+08
6  45  4.64297e+08
6  46  4.06778e+08
6  47  3.9901e+08
6  48  5.03647e+08
6  49  4.57981e+08
6  50  5.01871e+08
7  0  4.64372e+08
7  1  3.93125e+08
7  2  3.93277e+08
7  3  3.36642e+08
7  4  5.14685e+08
7  5  4.13155e+08
7  6  5.75746e+08
7  7  4.44855e+08
7  8  5.024e+08
7  9  4.25103e+08
7  10  3.96153e+08
7  11  3.64799e+08
7  12  4.01055e+08
7  13  3.94446e+08
7  14  3.58987e+08
7  15  3.48676e+08
7  16  4.40597e+08
7  17  4.29743e+08
7  18  3.46785e+08
7  19  3.69557e+08
7  20  3.72796e+08
7  21  3.36904e+08
7  22  3.95893e+08
7  23  4.274e+08
7  24  3.98971e+08
7  25  4.34136e+08
7  26  4.71222e+08
7  27  4.79051e+08
7  28  4.4697e+08
7  29  4.33935e+08
7  30  4.10686e+08
7  31  3.50984e+08
7  32  3.61267e+08
7  33  4.29904e+08
7  34  4.46209e+08
7  35  3.38102e+08
7  36  4.12163e+08
7  37  3.4104e+08
7  38  3.75818e+08
7  39  4.02949e+08
7  40  4.17696e+08
7  41  3.97621e+08
7  42  4.49339e+08
7  43  3.84251e+08
7  44  3.85554e+08
7  45  4.38912e+08
7  46  3.56768e+08
7  47  4.37279e+08
7  48  4.60155e+08
7  49  5.20486e+08
7  50  6.02764e+08
8  0  4.29826e+08
8  1  4.12228e+08
8  2  3.82972e+08
8  3  3.37585e+08
8  4  4.07145e+08
8  5  4.45279e+08
8  6  5.85412e+08
8  7  3.94633e+08
8  8  4.98941e+08
8  9  3.75761e+08
8  10  3.76341e+08
8  11  4.33333e+08
8  12  4.0195e+08
8  13  3.83171e+08
8  14  3.64416e+08
8  15  3.19046e+08
8  16  3.77459e+08
8  17  4.36556e+08
8  18  4.47024e+08
8  19  3.69045e+08
8  20  3.31027e+08
8  21  4.06838e+08
8  22  4.27692e+08
8  23  3.55385e+08
8  24  3.5902e+08
8  25  4.11286e+08
8  26  4.75362e+08
8  27  4.57471e+08
8  28  4.10964e+08
8  29  3.70806e+08
8  30  4.20178e+08
8  31  4.5762e+08
8  32  3.57635e+08
8  33  3.84638e+08
8  34  4.67257e+08
8  35  3.62157e+08
8  36  4.35265e+08
8  37  4.45771e+08
8  38  4.09342e+08
8  39  4.01429e+08
8  40  3.88227e+08
8  41  4.37939e+08
8  42  4.36618e+08
8  43  4.30816e+08
8  44  3.8669e+08
8  45  3.6897e+08
8  46  4.22192e+08
8  47  3.92323e+08
8  48  5.22971e+08
8  49  4.40089e+08
8  50  5.14679e+08
9  0  3.71414e+08
9  1  3.79454e+08
9  2  3.48404e+08
9  3  3.9698e+08
9  4  5.01355e+08
9  5  4.36021e+08
9  6  6.19589e+08
9  7  4.49774e+08
9  8  4.64363e+08
9  9  4.45824e+08
9  10  4.66755e+08
9  11  3.65007e+08
9  12  4.78521e+08
9  13  3.99498e+08
9  14  3.18949e+08
9  15  3.7294e+08
9  16  4.49634e+08
9  17  4.09687e+08
9  18  3.8227e+08
9  19  3.7921e+08
9  20  3.62071e+08
9  21  3.0957e+08
9  22  4.19271e+08
9  23  3.60356e+08
9  24  3.84799e+08
9  25  4.7087e+08
9  26  4.65063e+08
9  27  4.31496e+08
9  28  4.54269e+08
9  29  3.7209e+08
9  30  4.4313e+08
9  31  3.62635e+08
9  32  3.63416e+08
9  33  4.1427e+08
9  34  4.5542e+08
9  35  3.71569e+08
9  36  3.7515e+08
9  37  3.25998e+08
9  38  4.82843e+08
9  39  3.83322e+08
9  40  3.99332e+08
9  41  3.88391e+08
9  42  3.92293e+08
9  43  4.17794e+08
9  44  4.58788e+08
9  45  4.32918e+08
9  46  4.36836e+08
9  47  3.74799e+08
9  48  4.51408e+08
9  49  5.56196e+08
9  50  6.08766e+08
10  0  4.697e+08
10  1  4.30725e+08
10  2  4.59291e+08
10  3  4.04891e+08
10  4  4.46321e+08
10  5  4.0812e+08
10  6  6.3408e+08
10  7  5.20379e+08
10  8  4.33184e+08
10  9  3.71544e+08
10  10  4.4733e+08
10  11  4.7684e+08
10  12  3.86819e+08
10  13  4.46341e+08
10  14  4.11627e+08
10  15  3.45708e+08
10  16  3.34923e+08
10  17  4.28969e+08
10  18  3.84581e+08
10  19  3.90088e+08
10  20  3.811e+08
10  21  4.03566e+08
10  22  4.15666e+08
10  23  4.28099e+08
10  24  3.44593e+08
10  25  4.62502e+08
10  26  4.35557e+08
10  27  5.34562e+08
10  28  4.57153e+08
10  29  4.47431e+08
10  30  4.38941e+08
10  31  3.99469e+08
10  32  3.72159e+08
10  33  3.68923e+08
10  34  5.24204e+08
10  35  4.21805e+08
10  36  3.49151e+08
10  37  4.61547e+08
10  38  4.53742e+08
10  39  3.97623e+08
10  40  3.51749e+08
10  41  4.10299e+08
10  42  4.16848e+08
10  43  4.91623e+08
10  44  4.528e+08
10  45  4.38856e+08
10  46  4.47324e+08
10  47  3.77691e+08
10  48  3.97199e+08
10  49  4.59721e+08
10  50  5.43481e+08
11  0  4.88707e+08
11  1  3.6876e+08
11  2  4.88635e+08
11  3  3.96279e+08
11  4  3.92225e+08
11  5  4.34833e+08
11  6  6.86597e+08
11  7  4.45909e+08
11  8  5.06732e+08
11  9  3.88703e+08
11  10  4.22798e+08
11  11  4.35159e+08
11  12  3.4413e+08
11  13  4.23843e+08
11  14  3.7595e+08
11  15  4.27033e+08
11  16  3.92701e+08
11  17  3.88657e+08
11  18  3.73091e+08
11  19  3.58052e+08
11  20  3.31712e+08
11  21  3.48639e+08
11  22  3.26025e+08
11  23  3.83059e+08
11  24  4.18152e+08
11  25  4.9686e+08
11  26  4.83063e+08
11  27  5.02336e+08
11  28  4.48579e+08
11  29  3.83028e+08
11  30  4.50822e+08
11  31  4.11941e+08
11  32  4.44842e+08
11  33  4.39652e+08
11  34  5.47453e+08
11  35  4.70096e+08
11  36  3.32488e+08
11  37  3.77586e+08
11  38  4.52822e+08
11  39  4.59321e+08
11  40  3.79701e+08
11  41  4.7136e+08
11  42  4.03627e+08
11  43  3.91863e+08
11  44  5.04782e+08
11  45  4.60474e+08
11  46  4.22298e+08
11  47  5.19425e+08
11  48  5.22574e+08
11  49  5.41596e+08
11  50  6.19884e+08
12  0  4.10423e+08
12  1  4.40565e+08
12  2  4.37655e+08
12  3  4.23942e+08
12  4  4.62153e+08
12  5  4.08891e+08
12  6  6.8851e+08
12  7  7.24118e+08
12  8  4.30903e+08
12  9  4.32167e+08
12  10  4.4332e+08
12  11  4.19325e+08
12  12  3.45501e+08
12  13  3.98565e+08
12  14  3.29674e+08
12  15  4.18526e+08
12  16  3.97782e+08
12  17  3.95048e+08
12  18  3.3282e+08
12  19  4.34677e+08
12  20  4.25038e+08
12  21  4.14633e+08
12  22  4.07714e+08
12  23  3.78795e+08
12  24  4.48102e+08
12  25  4.12488e+08
12  26  5.43735e+08
12  27  5.00906e+08
12  28  4.56697e+08
12  29  4.37978e+08
12  30  4.65238e+08
12  31  3.87145e+08
12  32  4.1057e+08
12  33  4.63755e+08
12  34  7.27684e+08
12  35  6.06315e+08
12  36  4.46402e+08
12  37  3.89472e+08
12  38  3.86045e+08
12  39  3.98287e+08
12  40  4.06034e+08
12  41  4.05236e+08
12  42  4.68185e+08
12  43  4.77493e+08
12  44  4.66199e+08
12  45  4.66754e+08
12  46  4.45144e+08
12  47  4.2237e+08
12  48  4.67009e+08
12  49  4.80316e+08
12  50  6.0561e+08
13  0  4.64123e+08
13  1  4.46707e+08
13  2  4.28723e+08
13  3  4.5864e+08
13  4  4.32891e+08
13  5  3.83026e+08
13  6  4.43268e+08
13  7  7.13889e+08
13  8  5.8002e+08
13  9  4.71093e+08
13  10  3.88768e+08
13  11  4.16668e+08
13  12  4.01277e+08
13  13  3.34431e+08
13  14  4.2175e+08
13  15  3.27286e+08
13  16  3.51723e+08
13  17  4.01762e+08
13  18  4.08232e+08
13  19  3.61862e+08
13  20  3.9121e+08
13  21  3.86745e+08
13  22  4.41301e+08
13  23  3.77922e+08
13  24  3.94015e+08
13  25  4.96605e+08
13  26  5.60832e+08
13  27  4.81809e+08
13  28  4.95124e+08
13  29  4.53384e+08
13  30  4.11514e+08
13  31  3.47834e+08
13  32  3.82537e+08
13  33  5.10804e+08
13  34  6.87528e+08
13  35  5.90847e+08
13  36  4.20911e+08
13  37  4.26537e+08
13  38  4.04995e+08
13  39  3.85369e+08
13  40  3.93549e+08
13  41  4.34686e+08
13  42  4.78549e+08
13  43  4.64962e+08
13  44  4.53381e+08
13  45  4.41326e+08
13  46  4.46019e+08
13  47  4.81066e+08
13  48  4.89646e+08
13  49  4.93678e+08
13  50  6.49926e+08
14  0  4.14434e+08
14  1  4.78336e+08
14  2  4.32683e+08
14  3  4.1427e+08
14  4  3.79819e+08
14  5  3.6964e+08
14  6  3.49543e+08
14  7  6.91398e+08
14  8  4.39026e+08
14  9  4.63346e+08
14  10  3.99724e+08
14  11  3.73443e+08
14  12  4.28662e+08
14  13  4.60438e+08
14  14  3.42459e+08
14  15  3.84341e+08
14  16  3.78884e+08
14  17  3.85178e+08
14  18  4.1524e+08
14  19  3.19788e+08
14  20  4.83466e+08
14  21  4.01449e+08
14  22  4.17415e+08
14  23  4.46159e+08
14  24  4.42819e+08
14  25  4.21023e+08
14  26  4.84981e+08
14  27  5.63458e+08
14  28  5.35543e+08
14  29  5.0753e+08
14  30  4.46309e+08
14  31  4.64083e+08
14  32  4.40849e+08
14  33  3.79073e+08
14  34  5.73577e+08
14  35  8.81278e+08
14  36  6.30717e+08
14  37  4.05982e+08
14  38  3.30957e+08
14  39  4.29355e+08
14  40  4.776e+08
14  41  3.90924e+08
14  42  4.2167e+08
14  43  4.87167e+08
14  44  4.85702e+08
14  45  4.0895e+08
14  46  4.21576e+08
14  47  5.58797e+08
14  48  4.62525e+08
14  49  4.88953e+08
14  50  5.98523e+08
15  0  4.01709e+08
15  1  4.70327e+08
15  2  4.51411e+08
15  3  4.00778e+08
15  4  3.68852e+08
15  5  3.34565e+08
15  6  3.49497e+08
15  7  5.52053e+08
15  8  4.14861e+08
15  9  4.00098e+08
15  10  5.03456e+08
15  11  4.43786e+08
15  12  4.23525e+08
15  13  3.2683e+08
15  14  4.14962e+08
15  15  4.41699e+08
15  16  4.21461e+08
15  17  4.43629e+08
15  18  3.7341e+08
15  19  4.08632e+08
15  20  4.24767e+08
15  21  4.123e+08
15  22  4.17395e+08
15  23  4.12138e+08
15  24  5.07733e+08
15  25  4.65833e+08
15  26  4.65808e+08
15  27  5.52134e+08
15  28  5.49442e+08
15  29  4.91538e+08
15  30  4.76345e+08
15  31  4.99609e+08
15  32  4.66857e+08
15  33  4.26343e+08
15  34  5.32186e+08
15  35  1.04606e+09
15  36  8.5293e+08
15  37  4.9161e+08
15  38  3.95498e+08
15  39  4.24547e+08
15  40  4.99904e+08
15  41  4.44017e+08
15  42  4.76197e+08
15  43  4.44501e+08
15  44  5.41124e+08
15  45  4.9337e+08
15  46  4.3401e+08
15  47  5.68383e+08
15  48  4.94466e+08
15  49  4.65366e+08
15  50  5.62973e+08
16  0  4.47058e+08
16  1  4.21804e+08
16  2  4.62369e+08
16  3  4.37561e+08
16  4  3.62027e+08
16  5  3.2387e+08
16  6  3.4199e+08
16  7  4.7961e+08
16  8  4.53849e+08
16  9  3.83669e+08
16  10  3.46654e+08
16  11  3.83374e+08
16  12  4.52611e+08
16  13  3.88919e+08
16  14  4.06994e+08
16  15  3.96427e+08
16  16  3.97011e+08
16  17  3.77508e+08
16  18  4.67681e+08
16  19  3.54709e+08
16  20  3.87764e+08
16  21  4.63502e+08
16  22  4.29695e+08
16  23  4.44565e+08
16  24  4.69274e+08
16  25  4.42256e+08
16  26  4.04342e+08
16  27  5.79044e+08
16  28  5.25e+08
16  29  4.10498e+08
16  30  4.7984e+08
16  31  3.95235e+08
16  32  4.85508e+08
16  33  4.88793e+08
16  34  5.48126e+08
16  35  1.1764e+09
16  36  9.65169e+08
16  37  5.98279e+08
16  38  5.03676e+08
16  39  4.71141e+08
16  40  4.63975e+08
16  41  5.02463e+08
16  42  5.19234e+08
16  43  4.99225e+08
16  44  4.76e+08
16  45  5.07081e+08
16  46  5.09145e+08
16  47  4.37632e+08
16  48  4.81427e+08
16  49  5.52979e+08
16  50  6.37586e+08
17  0  5.4484e+08
17  1  4.36238e+08
17  2  4.91905e+08
17  3  4.30756e+08
17  4  3.78414e+08
17  5  3.23457e+08
17  6  2.88147e+08
17  7  4.03429e+08
17  8  3.80564e+08
17  9  4.43594e+08
17  10  3.49907e+08
17  11  4.22899e+08
17  12  4.50349e+08
17  13  3.68371e+08
17  14  3.47876e+08
17  15  4.42524e+08
17  16  3.92197e+08
17  17  3.70452e+08
17  18  4.88302e+08
17  19  4.20301e+08
17  20  5.26765e+08
17  21  4.29062e+08
17  22  3.88605e+08
17  23  4.03855e+08
17  24  5.25314e+08
17  25  4.41744e+08
17  26  4.74081e+08
17  27  5.5138e+08
17  28  4.79085e+08
17  29  4.9729e+08
17  30  4.10136e+08
17  31  4.85377e+08
17  32  5.06237e+08
17  33  5.13958e+08
17  34  5.07727e+08
17  35  1.63147e+09
17  36  1.14224e+09
17  37  6.23108e+08
17  38  4.55447e+08
17  39  4.56259e+08
17  40  5.0036e+08
17  41  4.47559e+08
17  42  4.6904e+08
17  43  5.47065e+08
17  44  5.02953e+08
17  45  4.99585e+08
17  46  5.12694e+08
17  47  5.06799e+08
17  48  5.16087e+08
17  49  5.80062e+08
17  50  5.84632e+08
18  0  4.39167e+08
18  1  4.66864e+08
18  2  4.36172e+08
18  3  4.46022e+08
18  4  3.65161e+08
18  5  3.2601e+08
18  6  3.49308e+08
18  7  3.99054e+08
18  8  4.19003e+08
18  9  4.39437e+08
18  10  4.60014e+08
18  11  4.15573e+08
18  12  4.41291e+08
18  13  4.16817e+08
18  14  3.56461e+08
18  15  4.18128e+08
18  16  3.2613e+08
18  17  4.31195e+08
18  18  4.9687e+08
18  19  4.30182e+08
18  20  3.81453e+08
18  21  4.59954e+08
18  22  3.98271e+08
18  23  4.26958e+08
18  24  6.42405e+08
18  25  4.40496e+08
18  26  4.30699e+08
18  27  5.08336e+08
18  28  4.15293e+08
18  29  4.98125e+08
18  30  4.23294e+08
18  31  5.23164e+08
18  32  5.31192e+08
18  33  4.88094e+08
18  34  7.07035e+08
18  35  2.03506e+09
18  36  1.25128e+09
18  37  5.94248e+08
18  38  4.93479e+08
18  39  4.97406e+08
18  40  4.75472e+08
18  41  4.52111e+08
18  42  4.51043e+08
18  43  5.65393e+08
18  44  5.37809e+08
18  45  4.33496e+08
18  46  4.56875e+08
18  47  4.92176e+08
18  48  5.86582e+08
18  49  6.43087e+08
18  50  6.57144e+08
19  0  4.94009e+08
19  1  4.5045e+08
19  2  4.47337e+08
19  3  4.55427e+08
19  4  3.89721e+08
19  5  3.88529e+08
19  6  3.79342e+08
19  7  4.10097e+08
19  8  4.71319e+08
19  9  3.80489e+08
19  10  3.76663e+08
19  11  3.42549e+08
19  12  3.962e+08
19  13  3.82388e+08
19  14  4.26777e+08
19  15  4.18702e+08
19  16  3.8455e+08
19  17  4.50622e+08
19  18  5.58e+08
19  19  4.83939e+08
19  20  4.08445e+08
19  21  4.26182e+08
19  22  3.90562e+08
19  23  3.85381e+08
19  24  6.6947e+08
19  25  5.48353e+08
19  26  4.89041e+08
19  27  5.02932e+08
19  28  5.19029e+08
19  29  5.04639e+08
19  30  5.83759e+08
19  31  4.95996e+08
19  32  5.57124e+08
19  33  5.89777e+08
19  34  6.13821e+08
19  35  2.22496e+09
19  36  1.92994e+09
19  37  1.14895e+09
19  38  6.74245e+08
19  39  4.89711e+08
19  40  4.62977e+08
19  41  5.75332e+08
19  42  5.0865e+08
19  43  5.85725e+08
19  44  5.39757e+08
19  45  4.62343e+08
19  46  5.83677e+08
19  47  5.68694e+08
19  48  7.03655e+08
19  49  7.35284e+08
19  50  6.67053e+08
20  0  4.73312e+08
20  1  4.33078e+08
20  2  5.19869e+08
20  3  4.45936e+08
20  4  3.88806e+08
20  5  2.98696e+08
20  6  3.79116e+08
20  7  5.03961e+08
20  8  3.69944e+08
20  9  3.53657e+08
20  10  3.97939e+08
20  11  4.77327e+08
20  12  4.56956e+08
20  13  3.99424e+08
20  14  3.85341e+08
20  15  3.56659e+08
20  16  3.97607e+08
20  17  4.37876e+08
20  18  7.14609e+08
20  19  4.13633e+08
20  20  3.94856e+08
20  21  4.72179e+08
20  22  3.3694e+08
20  23  4.41217e+08
20  24  5.44925e+08
20  25  7.49327e+08
20  26  4.1487e+08
20  27  5.25145e+08
20  28  4.35112e+08
20  29  5.28293e+08
20  30  4.29015e+08
20  31  4.26179e+08
20  32  5.67195e+08
20  33  5.46196e+08
20  34  5.98098e+08
20  35  1.81378e+09
20  36  1.88898e+09
20  37  1.0645e+09
20  38  6.33158e+08
20  39  5.14316e+08
20  40  5.02598e+08
20  41  4.80781e+08
20  42  5.44486e+08
20  43  5.8425e+08
20  44  5.13219e+08
20  45  5.1627e+08
20  46  4.18665e+08
20  47  6.13677e+08
20  48  5.64266e+08
20  49  8.50709e+08
20  50  7.55638e+08
21  0  4.9983e+08
21  1  4.06932e+08
21  2  5.53507e+08
21  3  3.47336e+08
21  4  3.6051e+08
21  5  3.43937e+08
21  6  3.58792e+08
21  7  4.53054e+08
21  8  4.0279e+08
21  9  4.0486e+08
21  10  4.35613e+08
21  11  4.05424e+08
21  12  3.74948e+08
21  13  3.65882e+08
21  14  3.64242e+08
21  15  3.97363e+08
21  16  3.88136e+08
21  17  4.99604e+08
21  18  5.9501e+08
21  19  4.73519e+08
21  20  4.00807e+08
21  21  4.17631e+08
21  22  4.31308e+08
21  23  3.34979e+08
21  24  9.69046e+08
21  25  6.71396e+08
21  26  3.7879e+08
21  27  4.91713e+08
21  28  5.22262e+08
21  29  4.70571e+08
21  30  4.56582e+08
21  31  4.43105e+08
21  32  5.4196e+08
21  33  5.68303e+08
21  34  5.48555e+08
21  35  1.39019e+09
21  36  1.90396e+09
21  37  8.71843e+08
21  38  6.26109e+08
21  39  4.57872e+08
21  40  5.65421e+08
21  41  4.6563e+08
21  42  3.84024e+08
21  43  4.72728e+08
21  44  4.90353e+08
21  45  5.25529e+08
21  46  5.89302e+08
21  47  5.43004e+08
21  48  4.87121e+08
21  49  6.34118e+08
21  50  6.55015e+08
22  0  4.97224e+08
22  1  4.22944e+08
22  2  4.89725e+08
22  3  3.94702e+08
22  4  3.77106e+08
22  5  3.47997e+08
22  6  3.42039e+08
22  7  3.5438e+08
22  8  3.49123e+08
22  9  4.04276e+08
22  10  4.249e+08
22  11  4.07693e+08
22  12  3.19736e+08
22  13  3.83313e+08
22  14  4.44129e+08
22  15  3.33786e+08
22  16  4.3266e+08
22  17  4.78475e+08
22  18  5.20053e+08
22  19  4.05466e+08
22  20  4.56339e+08
22  21  4.25129e+08
22  22  4.15641e+08
22  23  4.34388e+08
22  24  9.9591e+08
22  25  9.77821e+08
22  26  4.89805e+08
22  27  5.68273e+08
22  28  5.21462e+08
22  29  4.16588e+08
22  30  4.48872e+08
22  31  4.19005e+08
22  32  5.94937e+08
22  33  5.22641e+08
22  34  5.29503e+08
22  35  7.16728e+08
22  36  1.22047e+09
22  37  1.17124e+09
22  38  6.31641e+08
22  39  4.59584e+08
