row  column  (images_35.edf Mn-K*images_35.edf Ar-K**2.3)
0  0  4.75984e+07
0  1  3.17485e+07
0  2  2.2504e+07
0  3  2.93115e+07
0  4  4.01176e+07
0  5  1.84371e+07
0  6  2.57106e+07
0  7  2.32799e+07
0  8  2.29587e+07
0  9  3.06453e+07
0  10  2.56503e+07
0  11  3.51128e+07
0  12  3.79893e+07
0  13  3.69381e+07
0  14  3.67892e+07
0  15  4.13711e+07
0  16  2.16239e+07
0  17  2.9262e+07
0  18  3.17847e+07
0  19  4.43746e+07
0  20  4.74406e+07
0  21  1.72876e+07
0  22  0
0  23  4.06038e+07
0  24  1.53907e+07
0  25  3.83521e+07
0  26  8.28011e+06
0  27  3.91551e+07
0  28  3.88702e+07
0  29  4.29112e+07
0  30  3.31933e+07
0  31  4.26244e+07
0  32  2.35344e+07
0  33  4.54636e+07
0  34  3.73035e+07
0  35  2.56494e+07
0  36  3.76141e+07
0  37  2.11799e+07
0  38  4.69193e+07
0  39  3.37357e+07
0  40  3.65006e+07
0  41  2.38986e+07
0  42  2.17278e+07
0  43  3.77272e+07
0  44  3.2031e+07
0  45  2.79636e+07
0  46  4.04299e+07
0  47  2.27855e+07
0  48  5.11287e+07
0  49  4.20641e+07
0  50  4.5863e+07
1  0  2.59774e+07
1  1  4.06223e+07
1  2  2.89231e+07
1  3  2.81456e+07
1  4  3.08078e+07
1  5  2.76362e+07
1  6  3.4399e+07
1  7  1.65368e+07
1  8  3.40187e+07
1  9  2.94496e+07
1  10  1.88466e+07
1  11  3.24619e+07
1  12  1.61499e+07
1  13  1.16815e+07
1  14  1.75314e+07
1  15  1.76388e+07
1  16  3.3169e+07
1  17  3.32674e+07
1  18  4.24616e+07
1  19  3.71381e+07
1  20  1.85957e+07
1  21  4.88483e+07
1  22  3.32321e+07
1  23  2.16305e+07
1  24  1.84884e+07
1  25  5.02992e+07
1  26  3.6288e+07
1  27  1.76123e+07
1  28  3.78067e+07
1  29  1.43852e+07
1  30  3.64281e+07
1  31  3.44214e+07
1  32  3.38355e+07
1  33  4.85641e+07
1  34  3.14466e+07
1  35  3.55824e+07
1  36  5.22307e+07
1  37  5.25311e+07
1  38  3.35936e+07
1  39  3.77084e+07
1  40  2.84895e+07
1  41  8.40499e+06
1  42  3.05881e+07
1  43  4.18881e+07
1  44  4.07641e+07
1  45  3.38502e+07
1  46  4.84955e+07
1  47  3.24192e+07
1  48  5.50703e+07
1  49  4.09138e+07
1  50  2.685e+07
2  0  3.25298e+07
2  1  2.15815e+07
2  2  3.29038e+07
2  3  3.09139e+07
2  4  1.40869e+07
2  5  5.36203e+06
2  6  4.90608e+07
2  7  1.36332e+07
2  8  2.0258e+07
2  9  2.0857e+07
2  10  4.67092e+07
2  11  3.0379e+07
2  12  2.06373e+07
2  13  2.21665e+07
2  14  4.75143e+07
2  15  3.12613e+07
2  16  2.60263e+07
2  17  3.4615e+07
2  18  2.80965e+07
2  19  5.09733e+07
