row  column  (images_35.edf Cu-K*images_35.edf Ar-K**2.3)
0  0  0
0  1  0
0  2  1.70751e+07
0  3  3.53234e+07
0  4  1.6768e+07
0  5  1.65221e+07
0  6  2.32945e+07
0  7  2.06019e+07
0  8  1.33931e+07
0  9  1.95485e+07
0  10  2.80394e+06
0  11  0
0  12  0
0  13  1.45708e+07
0  14  3.01976e+07
0  15  9.1126e+06
0  16  0
0  17  0
0  18  1.23487e+07
0  19  2.17791e+07
0  20  3.24482e+07
0  21  7.89914e+06
0  22  0
0  23  7.73795e+06
0  24  1.44838e+07
0  25  1.22462e+07
0  26  1.9513e+07
0  27  1.06982e+07
0  28  2.55887e+07
0  29  2.34158e+07
0  30  1.15931e+07
0  31  1.31634e+07
0  32  5.70051e+06
0  33  2.12868e+07
0  34  0
0  35  1.67218e+07
0  36  2.78463e+07
0  37  2.35145e+07
0  38  2.35527e+06
0  39  1.01221e+07
0  40  5.12562e+06
0  41  1.05188e+07
0  42  4.37666e+06
0  43  0
0  44  0
0  45  1.40608e+07
0  46  2.09214e+07
0  47  1.55162e+07
0  48  0
0  49  1.04293e+07
0  50  0
1  0  2.07444e+07
1  1  6.32002e+06
1  2  1.61806e+07
1  3  2.25499e+07
1  4  1.54734e+07
1  5  2.69966e+07
1  6  1.52879e+07
1  7  1.02519e+07
1  8  2.60595e+07
1  9  9.34613e+06
1  10  4.97541e+06
1  11  8.43161e+06
1  12  7.5216e+06
1  13  1.52313e+07
1  14  1.32315e+07
1  15  7.00358e+06
1  16  2.76125e+07
1  17  0
1  18  0
1  19  1.7763e+07
1  20  1.22102e+06
1  21  1.18946e+07
1  22  0
1  23  1.8417e+07
1  24  3.85597e+06
1  25  7.84716e+06
1  26  0
1  27  9.37633e+06
1  28  1.73355e+07
1  29  7.21618e+06
1  30  1.32827e+07
1  31  0
1  32  3.28868e+06
1  33  2.64357e+07
1  34  8.75253e+06
1  35  8.38225e+06
1  36  0
1  37  2.37933e+07
1  38  2.0594e+07
1  39  2.08191e+07
1  40  1.43997e+07
1  41  6.78387e+06
1  42  7.58673e+06
1  43  1.87386e+07
1  44  0
1  45  0
1  46  0
1  47  0
1  48  0
1  49  0
1  50  2.15961e+07
2  0  1.92436e+07
2  1  4.56399e+06
2  2  9.31629e+06
2  3  2.38563e+07
2  4  2.1468e+07
2  5  2.82395e+07
2  6  1.67297e+07
2  7  0
2  8  1.42987e+07
2  9  1.80325e+07
2  10  1.55506e+07
2  11  0
2  12  4.07953e+06
2  13  1.899e+07
2  14  1.8312e+06
2  15  2.22936e+07
2  16  4.1568e+06
2  17  1.88876e+07
2  18  0
2  19  6.56932e+06
2  20  0
2  21  3.47994e+07
2  22  1.263e+07
2  23  0
2  24  0
2  25  1.93852e+07
2  26  1.62003e+07
2  27  5.4934e+06
2  28  1.43708e+07
2  29  3.38313e+06
2  30  3.09541e+07
2  31  1.26162e+07
2  32  1.27969e+07
2  33  2.56009e+07
2  34  0
2  35  2.38187e+07
2  36  1.10796e+07
2  37  1.05034e+07
2  38  5.47402e+06
2  39  0
2  40  1.33873e+07
2  41  2.94159e+07
2  42  2.02215e+07
2  43  2.05454e+07
2  44  0
2  45  0
2  46  1.96548e+06
2  47  1.77065e+07
2  48  0
2  49  0
2  50  1.31664e+07
3  0  2.71312e+07
3  1  8.24157e+06
3  2  1.12409e+07
3  3  8.10301e+06
3  4  1.40665e+07
3  5  3.20032e+06
3  6  2.74851e+07
3  7  1.44475e+07
3  8  1.6492e+07
3  9  5.0624e+06
3  10  1.41717e+07
3  11  1.41362e+07
3  12  0
3  13  1.1287e+07
3  14  1.08015e+07
3  15  1.47e+07
3  16  1.35116e+07
3  17  8.66187e+06
3  18  2.83259e+06
3  19  1.39112e+07
3  20  2.9115e+07
3  21  2.20525e+06
3  22  2.39493e+07
3  23  6.44179e+06
3  24  9.06459e+06
3  25  2.91672e+07
3  26  1.19844e+07
3  27  0
3  28  1.67169e+07
3  29  1.48548e+07
3  30  1.36825e+07
3  31  2.53234e+07
3  32  2.29864e+07
3  33  385962
3  34  0
3  35  1.43012e+07
3  36  2.06262e+07
3  37  1.77916e+07
3  38  6.43457e+06
3  39  7.9058e+06
3  40  9.48354e+06
3  41  0
3  42  55643
3  43  3.45624e+06
3  44  940645
3  45  0
3  46  1.0459e+07
3  47  6.72813e+06
3  48  0
3  49  0
3  50  1.04054e+07
4  0  7.97497e+06
4  1  8.61802e+06
4  2  1.53701e+07
4  3  1.53211e+07
4  4  1.6121e+07
4  5  6.46828e+06
4  6  2.92935e+06
4  7  3.12627e+06
4  8  0
4  9  7.02436e+06
4  10  1.19366e+07
4  11  0
4  12  1.35068e+07
4  13  7.04877e+06
4  14  3.51106e+06
4  15  1.81428e+07
4  16  0
4  17  1.83274e+07
4  18  7.13829e+06
4  19  9.98816e+06
4  20  0
4  21  0
4  22  0
4  23  2.13245e+07
4  24  1.63697e+07
4  25  5.82913e+06
4  26  1.21026e+07
4  27  2.10594e+07
4  28  1.11024e+07
4  29  2.12082e+07
4  30  9.0466e+06
4  31  1.90614e+07
4  32  1.46344e+07
4  33  1.04268e+07
4  34  1.19516e+07
4  35  1.32144e+07
4  36  4.13652e+06
4  37  3.7471e+07
4  38  1.01226e+07
4  39  1.72865e+07
4  40  454458
4  41  1.9989e+06
4  42  2.05222e+07
4  43  0
4  44  1.76118e+07
4  45  7.38259e+06
4  46  259404
4  47  2.1336e+07
4  48  0
4  49  1.57501e+07
4  50  7.54142e+06
5  0  1.35961e+07
5  1  1.31187e+07
5  2  6.5772e+06
5  3  1.36082e+07
5  4  1.76544e+07
5  5  758663
5  6  1.98552e+07
5  7  1.06353e+07
5  8  0
5  9  8.95231e+06
5  10  5.15751e+06
5  11  0
5  12  0
5  13  2.13415e+07
5  14  3.29088e+06
5  15  5.67141e+06
5  16  1.01605e+07
5  17  3.59081e+07
5  18  9.14594e+06
5  19  6.67947e+06
5  20  1.22871e+07
5  21  274065
5  22  1.4239e+07
5  23  5.1903e+06
5  24  7.9921e+06
5  25  2.07861e+07
5  26  1.68484e+07
5  27  0
5  28  0
5  29  2.70152e+07
5  30  0
5  31  8.13734e+06
5  32  0
5  33  2.159e+07
5  34  5.16005e+06
5  35  5.65743e+06
5  36  1.48133e+07
5  37  0
5  38  4.50833e+06
5  39  0
5  40  1.40396e+07
5  41  1.51499e+07
5  42  7.47717e+06
5  43  4.69832e+06
5  44  1.09608e+07
5  45  0
5  46  0
5  47  8.7341e+06
5  48  1.34724e+06
5  49  2.19247e+06
5  50  0
6  0  0
6  1  7.22765e+06
6  2  4.32394e+06
6  3  4.9135e+06
6  4  1.85958e+07
6  5  8.96222e+06
6  6  4.00544e+06
6  7  155540
6  8  8.81693e+06
6  9  2.55767e+07
6  10  5.19775e+06
6  11  1.46364e+07
6  12  4.77186e+06
6  13  7.3044e+06
6  14  2.9554e+07
6  15  1.79807e+07
6  16  1.80531e+07
6  17  0
6  18  2.50407e+07
6  19  1.87099e+07
6  20  1.26594e+07
6  21  3.68018e+06
6  22  0
6  23  1.39935e+07
6  24  2.47968e+07
6  25  6.92377e+06
6  26  3.7334e+07
6  27  0
6  28  5.87958e+06
6  29  2.32008e+07
6  30  8.91086e+06
6  31  1.13054e+07
6  32  67693.1
6  33  2.31392e+06
6  34  3.89689e+06
6  35  250237
6  36  2.14595e+07
6  37  2.09381e+06
6  38  1.7749e+07
6  39  2.60983e+07
