row  column  (images_35.edf Zn-K*images_35.edf Ar-K**2.3)
0  0  6.47405e+06
0  1  6.72798e+07
0  2  1.15979e+08
0  3  1.03029e+08
0  4  7.03523e+07
0  5  3.94124e+07
0  6  8.205e+07
0  7  5.54908e+07
0  8  5.7167e+07
0  9  5.9347e+07
0  10  4.57539e+07
0  11  5.15605e+07
0  12  5.02491e+07
0  13  7.27724e+07
0  14  6.55206e+07
0  15  5.36455e+07
0  16  3.88752e+07
0  17  2.75348e+07
0  18  2.70858e+07
0  19  3.3861e+07
0  20  3.72911e+07
0  21  3.91332e+07
0  22  3.32356e+07
0  23  3.58155e+07
0  24  2.07867e+07
0  25  0
0  26  3.93571e+07
0  27  2.41391e+07
0  28  0
0  29  2.14656e+07
0  30  5.92946e+07
0  31  9.21962e+07
0  32  5.64009e+07
0  33  2.93178e+07
0  34  3.80774e+07
0  35  5.16938e+07
0  36  6.13409e+07
0  37  6.06786e+07
0  38  2.82232e+07
0  39  7.66075e+07
0  40  2.45352e+07
0  41  4.9338e+07
0  42  0
0  43  0
0  44  0
0  45  9.20866e+06
0  46  0
0  47  749126
0  48  4.13801e+07
0  49  5.55315e+06
0  50  2.25181e+07
1  0  5.84715e+07
1  1  5.87448e+07
1  2  8.39409e+07
1  3  9.65295e+07
1  4  5.67969e+07
1  5  8.56878e+07
1  6  6.41471e+07
1  7  7.1622e+07
1  8  5.9856e+07
1  9  3.34152e+07
1  10  3.10214e+07
1  11  3.17106e+07
1  12  2.05215e+07
1  13  3.34137e+07
1  14  7.23046e+07
1  15  2.76266e+07
1  16  3.13847e+07
1  17  2.0202e+07
1  18  3.48219e+07
1  19  2.11139e+07
1  20  3.42951e+07
1  21  3.26818e+07
1  22  2.73115e+07
1  23  8.13766e+06
1  24  2.53295e+07
1  25  5.57607e+07
1  26  1.59921e+07
1  27  1.69924e+07
1  28  1.24419e+07
1  29  1.34637e+07
1  30  3.6431e+07
1  31  9.58038e+07
1  32  2.75356e+07
1  33  5.14467e+07
1  34  7.55253e+07
1  35  7.05198e+07
1  36  4.59623e+07
1  37  5.75418e+07
1  38  4.4489e+07
1  39  5.85178e+07
1  40  3.06359e+07
1  41  4.39738e+07
1  42  2.61284e+07
1  43  1.3934e+07
1  44  1.16491e+06
1  45  1.96025e+06
1  46  0
1  47  0
1  48  1.04329e+07
1  49  1.0182e+07
1  50  1.82694e+07
2  0  3.44144e+07
2  1  5.04506e+07
2  2  6.56487e+07
2  3  5.89021e+07
2  4  8.13517e+07
2  5  6.29874e+07
2  6  5.39057e+07
2  7  4.26949e+07
2  8  1.01698e+08
2  9  6.35562e+07
2  10  6.98293e+07
2  11  2.84202e+07
2  12  3.03551e+07
2  13  7.05671e+07
2  14  4.56758e+07
2  15  2.37593e+07
2  16  1.8965e+07
2  17  4.8633e+07
2  18  8.34704e+06
2  19  4.2029e+07
2  20  3.46714e+07
2  21  3.9279e+07
2  22  2.82133e+07
2  23  4.95779e+07
2  24  2.75077e+07
2  25  3.05144e+07
2  26  3.19696e+07
2  27  2.23635e+07
2  28  1.3094e+07
2  29  2.14748e+07
2  30  5.30591e+07
2  31  5.63812e+07
2  32  3.92316e+07
2  33  4.93984e+07
2  34  3.37881e+07
2  35  5.62189e+07
2  36  6.56065e+07
2  37  7.99451e+07
2  38  3.40608e+07
2  39  4.72505e+07
2  40  6.11949e+07
2  41  4.4014e+07
2  42  5.23416e+07
2  43  2.97648e+06
2  44  0
2  45  0
2  46  1.43847e+07
2  47  2.00611e+07
2  48  4.35945e+07
2  49  5.06123e+06
2  50  8.25792e+06
3  0  5.92537e+07
3  1  5.71358e+07
3  2  7.17801e+07
3  3  6.59181e+07
3  4  2.94813e+07
3  5  4.2971e+07
3  6  8.69703e+07
3  7  5.66017e+07
3  8  6.33718e+07
3  9  4.2483e+07
3  10  5.82722e+07
3  11  6.56385e+07
3  12  6.17409e+07
3  13  1.93464e+07
3  14  1.33959e+07
3  15  3.68884e+07
3  16  6.09179e+07
3  17  4.09219e+07
3  18  3.42951e+07
3  19  1.66806e+07
3  20  1.52584e+07
3  21  3.1428e+07
3  22  2.19083e+07
3  23  2.31453e+07
3  24  2.42456e+07
3  25  4.94552e+07
3  26  1.50626e+07
3  27  1.24508e+07
3  28  2.85284e+06
3  29  2.30189e+07
3  30  3.88391e+07
3  31  5.36463e+07
3  32  5.70732e+07
3  33  3.36632e+07
3  34  5.65465e+07
3  35  5.58377e+07
3  36  5.15366e+07
3  37  7.14451e+07
3  38  5.47165e+07
3  39  6.24111e+07
3  40  3.66038e+07
3  41  3.16866e+07
3  42  3.23831e+07
3  43  1.36562e+07
3  44  0
3  45  0
3  46  2.21928e+07
3  47  3.74545e+07
3  48  2.41179e+07
3  49  1.35976e+07
3  50  2.23016e+06
4  0  8.05119e+07
4  1  7.65256e+07
4  2  9.01467e+07
4  3  9.13043e+07
4  4  5.39563e+07
4  5  5.10047e+07
4  6  4.68524e+07
4  7  4.03034e+07
4  8  6.2767e+07
4  9  5.13732e+07
4  10  7.39378e+07
