row  column  (images_27.edf S-K*images_27.edf Ar-K**2.3)
0  0  1.30683e+07
0  1  2.08304e+07
0  2  2.6475e+07
0  3  7.0591e+06
0  4  2.22096e+07
0  5  0
0  6  3.76112e+06
0  7  1.44104e+07
0  8  1.49021e+07
0  9  1.17173e+07
0  10  2.12813e+07
0  11  1.54478e+07
0  12  1.49882e+07
0  13  1.64275e+07
0  14  6.95231e+06
0  15  2.3466e+07
0  16  2.21193e+07
0  17  1.58498e+07
0  18  2.286e+07
0  19  2.01513e+07
0  20  0
0  21  0
0  22  0
0  23  0
0  24  0
0  25  0
0  26  0
0  27  1.75353e+07
0  28  2.51303e+07
0  29  9.84073e+06
0  30  7.64379e+06
0  31  2.1535e+07
0  32  1.4043e+07
0  33  1.79591e+07
0  34  1.68432e+07
0  35  1.43449e+07
0  36  2.73854e+07
0  37  2.69898e+07
0  38  2.12831e+07
0  39  2.13091e+07
0  40  2.07512e+07
0  41  2.22808e+07
0  42  8.64143e+06
0  43  1.73287e+07
0  44  0
0  45  1.30074e+07
0  46  0
0  47  0
0  48  0
0  49  0
0  50  0
1  0  1.56206e+07
1  1  1.9124e+07
1  2  2.27894e+07
1  3  2.55152e+07
1  4  1.1081e+07
1  5  1.01198e+07
1  6  9.03387e+06
1  7  1.98412e+07
1  8  1.29412e+07
1  9  1.83891e+07
1  10  1.5069e+07
1  11  1.27071e+07
1  12  1.50979e+07
1  13  1.69729e+07
1  14  1.95092e+07
1  15  1.68846e+07
1  16  2.3048e+07
1  17  2.05843e+07
1  18  1.67509e+07
1  19  0
1  20  0
1  21  0
1  22  0
1  23  0
1  24  0
1  25  7.78681e+06
1  26  0
1  27  0
1  28  1.76925e+07
1  29  1.18925e+07
1  30  2.25062e+07
1  31  2.34638e+07
1  32  0
1  33  1.48114e+07
1  34  2.09295e+07
1  35  2.80495e+07
1  36  2.33759e+07
1  37  2.62704e+07
1  38  3.08381e+07
1  39  1.85838e+07
1  40  1.36455e+07
1  41  1.27778e+07
1  42  1.53043e+07
1  43  0
1  44  0
1  45  0
1  46  0
1  47  0
1  48  0
1  49  0
1  50  0
2  0  1.54751e+07
2  1  1.09468e+07
2  2  1.85786e+07
2  3  1.96383e+07
2  4  1.52972e+07
2  5  0
2  6  0
2  7  8.74847e+06
2  8  1.59045e+07
2  9  1.68782e+07
2  10  1.84986e+07
2  11  2.07154e+07
2  12  1.72872e+07
2  13  3.11603e+07
2  14  1.2651e+07
2  15  1.67951e+07
2  16  1.85609e+07
2  17  2.00379e+07
2  18  1.08155e+07
2  19  0
2  20  0
2  21  0
2  22  0
2  23  0
2  24  0
2  25  0
2  26  1.0409e+07
2  27  1.80634e+07
2  28  1.33095e+07
2  29  1.85929e+07
2  30  1.15619e+07
2  31  1.75687e+07
2  32  1.67894e+07
2  33  2.41815e+07
2  34  2.61047e+07
2  35  2.04058e+07
2  36  1.92018e+07
2  37  2.45603e+07
2  38  0
2  39  2.12468e+07
2  40  2.80034e+07
2  41  0
2  42  1.18258e+07
2  43  0
2  44  0
2  45  0
2  46  0
2  47  0
2  48  0
2  49  0
2  50  0
3  0  2.22093e+07
3  1  1.84414e+07
3  2  1.20328e+07
3  3  1.87752e+07
3  4  1.65573e+07
3  5  0
3  6  1.97517e+07
3  7  1.73145e+07
3  8  9.5231e+06
3  9  2.70727e+07
3  10  1.70982e+07
3  11  2.12259e+07
3  12  2.07576e+07
3  13  1.48715e+07
3  14  1.93382e+07
3  15  1.74286e+07
3  16  8.7417e+06
3  17  2.74894e+07
3  18  1.11381e+07
3  19  0
3  20  0
3  21  0
3  22  0
3  23  0
3  24  0
3  25  0
3  26  0
3  27  1.13512e+07
3  28  1.07758e+07
3  29  0
3  30  1.59035e+07
3  31  1.77939e+07
3  32  1.79543e+07
3  33  2.50398e+07
3  34  2.52669e+07
