row  column  (images_27.edf Fe-K*images_27.edf Ar-K**2.3)
0  0  6.75101e+07
0  1  8.85719e+07
0  2  6.68021e+07
0  3  7.82785e+07
0  4  7.30676e+07
0  5  5.39817e+07
0  6  9.2524e+07
0  7  2.44666e+08
0  8  1.35302e+08
0  9  1.61289e+08
0  10  8.83422e+07
0  11  9.17961e+07
0  12  9.29102e+07
0  13  7.09108e+07
0  14  6.9459e+07
0  15  7.00692e+07
0  16  5.49477e+07
0  17  5.59556e+07
0  18  6.46082e+07
0  19  5.27101e+07
0  20  8.74033e+07
0  21  1.12805e+08
0  22  9.1882e+07
0  23  7.74795e+07
0  24  8.32009e+07
0  25  8.85287e+07
0  26  7.4014e+07
0  27  7.5949e+07
0  28  9.37936e+07
0  29  3.77788e+08
0  30  3.18987e+08
0  31  9.77397e+07
0  32  8.38063e+07
0  33  7.32303e+07
0  34  5.39528e+07
0  35  5.9314e+07
0  36  5.35995e+07
0  37  5.90735e+07
0  38  6.11723e+07
0  39  5.86736e+07
0  40  5.91307e+07
0  41  6.44649e+07
0  42  6.39986e+07
0  43  5.31109e+07
0  44  4.51513e+07
0  45  5.99437e+07
0  46  5.81239e+07
0  47  6.42692e+07
0  48  6.88253e+07
0  49  1.17964e+08
0  50  7.30206e+07
1  0  6.14661e+07
1  1  8.75137e+07
1  2  7.81295e+07
1  3  7.23955e+07
1  4  6.43483e+07
1  5  5.87044e+07
1  6  1.20169e+08
1  7  1.77313e+08
1  8  1.60996e+08
1  9  1.23052e+08
1  10  6.94865e+07
1  11  1.04698e+08
1  12  6.69068e+07
1  13  7.1661e+07
1  14  5.51492e+07
1  15  5.53318e+07
1  16  4.75974e+07
1  17  6.74372e+07
1  18  6.76513e+07
1  19  6.58097e+07
1  20  9.62044e+07
1  21  1.19108e+08
1  22  8.52152e+07
1  23  9.05216e+07
1  24  8.15472e+07
1  25  8.16716e+07
1  26  6.01223e+07
1  27  6.02777e+07
1  28  8.6355e+07
1  29  2.91665e+08
1  30  8.82756e+07
1  31  7.56642e+07
1  32  8.44562e+07
1  33  7.32885e+07
1  34  7.97545e+07
1  35  6.13399e+07
1  36  6.17616e+07
1  37  6.60417e+07
1  38  4.57535e+07
1  39  5.09816e+07
1  40  6.33165e+07
1  41  7.03822e+07
1  42  5.18926e+07
1  43  4.95717e+07
1  44  6.39376e+07
1  45  5.86214e+07
1  46  5.24697e+07
1  47  6.44223e+07
1  48  7.9385e+07
1  49  9.44257e+07
1  50  5.77367e+07
2  0  7.1439e+07
2  1  7.4119e+07
2  2  6.7549e+07
2  3  5.29056e+07
2  4  5.07141e+07
2  5  8.72374e+07
2  6  1.08982e+08
2  7  1.55511e+08
2  8  1.7761e+08
2  9  9.97777e+07
2  10  7.82286e+07
2  11  1.47073e+08
2  12  6.76486e+07
2  13  9.37343e+07
2  14  6.18023e+07
2  15  4.57297e+07
2  16  5.62483e+07
2  17  5.17805e+07
2  18  5.93669e+07
2  19  8.02296e+07
2  20  1.05258e+08
2  21  8.4315e+07
2  22  7.80271e+07
2  23  9.03748e+07
2  24  1.04763e+08
2  25  7.65529e+07
2  26  6.79144e+07
2  27  6.12092e+07
2  28  8.7231e+07
2  29  2.07101e+08
2  30  9.11789e+07
2  31  7.7989e+07
2  32  7.01866e+07
2  33  6.76321e+07
2  34  5.56439e+07
2  35  6.33305e+07
2  36  6.63815e+07
2  37  5.1579e+07
2  38  5.58005e+07
2  39  5.346e+07
2  40  5.46675e+07
2  41  5.75167e+07
2  42  7.02268e+07
2  43  5.50257e+07
2  44  4.69111e+07
2  45  5.63705e+07
2  46  4.97395e+07
2  47  5.38239e+07
2  48  8.62265e+07
2  49  5.88139e+07
2  50  6.19871e+07
3  0  6.77098e+07
3  1  7.32033e+07
3  2  5.9567e+07
3  3  5.17725e+07
3  4  4.69018e+07
3  5  5.27177e+07
3  6  1.0353e+08
3  7  1.04865e+08
3  8  2.07517e+08
3  9  8.56911e+07
3  10  7.89009e+07
3  11  9.43243e+07
3  12  5.52048e+07
3  13  7.71126e+07
3  14  5.78792e+07
3  15  7.60683e+07
3  16  5.19974e+07
3  17  6.05983e+07
3  18  6.5909e+07
3  19  7.39657e+07
3  20  1.00421e+08
3  21  9.38645e+07
