row  column  (images_27.edf Ca-K*images_27.edf Ar-K**2.3)
0  0  9.39129e+08
0  1  9.12965e+08
0  2  8.47313e+08
0  3  8.02174e+08
0  4  6.88212e+08
0  5  5.28691e+08
0  6  4.20078e+08
0  7  3.92118e+08
0  8  4.59205e+08
0  9  4.70989e+08
0  10  4.52563e+08
0  11  4.58746e+08
0  12  4.45279e+08
0  13  5.48891e+08
0  14  4.82407e+08
0  15  5.00957e+08
0  16  4.59324e+08
0  17  4.88617e+08
0  18  5.15499e+08
0  19  4.69496e+08
0  20  4.21001e+08
0  21  3.42742e+08
0  22  3.82663e+08
0  23  4.01461e+08
0  24  3.73188e+08
0  25  3.47426e+08
0  26  4.45122e+08
0  27  5.35754e+08
0  28  5.67515e+08
0  29  5.51405e+08
0  30  5.5635e+08
0  31  6.75494e+08
0  32  6.64829e+08
0  33  7.3731e+08
0  34  9.00984e+08
0  35  1.03843e+09
0  36  1.12317e+09
0  37  1.12188e+09
0  38  1.14224e+09
0  39  1.07e+09
0  40  1.0789e+09
0  41  1.15881e+09
0  42  1.00202e+09
0  43  1.12395e+09
0  44  9.77853e+08
0  45  9.60098e+08
0  46  8.80451e+08
0  47  7.35769e+08
0  48  6.58914e+08
0  49  5.8742e+08
0  50  4.9557e+08
1  0  9.21399e+08
1  1  8.4069e+08
1  2  7.96396e+08
1  3  6.66433e+08
1  4  5.68997e+08
1  5  4.82726e+08
1  6  4.46215e+08
1  7  4.51122e+08
1  8  4.38803e+08
1  9  4.21872e+08
1  10  4.35233e+08
1  11  5.1556e+08
1  12  4.53587e+08
1  13  5.52225e+08
1  14  4.63918e+08
1  15  4.68975e+08
1  16  4.64293e+08
1  17  4.73128e+08
1  18  4.1723e+08
1  19  4.46311e+08
1  20  3.86273e+08
1  21  4.19265e+08
1  22  4.22765e+08
1  23  3.67276e+08
1  24  3.29249e+08
1  25  3.6311e+08
1  26  4.80205e+08
1  27  5.21561e+08
1  28  5.49773e+08
1  29  5.55865e+08
1  30  6.68584e+08
1  31  6.76072e+08
1  32  7.11627e+08
1  33  8.23001e+08
1  34  1.03109e+09
1  35  1.01026e+09
1  36  1.1177e+09
1  37  1.16297e+09
1  38  1.13866e+09
1  39  1.04444e+09
1  40  1.14517e+09
1  41  1.07634e+09
1  42  1.03847e+09
1  43  1.06608e+09
1  44  8.9581e+08
1  45  8.23408e+08
1  46  7.20454e+08
1  47  6.26188e+08
1  48  5.37889e+08
1  49  5.3475e+08
1  50  3.59522e+08
2  0  9.10392e+08
2  1  8.44902e+08
2  2  7.37141e+08
2  3  6.29299e+08
2  4  5.73806e+08
2  5  4.72617e+08
2  6  4.14982e+08
2  7  4.03191e+08
2  8  4.27006e+08
2  9  4.52914e+08
2  10  4.43387e+08
2  11  4.59165e+08
2  12  4.88236e+08
2  13  5.50576e+08
2  14  4.89376e+08
2  15  4.52051e+08
2  16  4.91398e+08
2  17  4.78595e+08
2  18  4.78634e+08
2  19  4.00924e+08
2  20  3.85099e+08
2  21  3.66837e+08
2  22  3.97879e+08
2  23  3.6785e+08
2  24  3.38948e+08
2  25  3.35473e+08
2  26  5.00193e+08
2  27  5.90949e+08
2  28  5.74118e+08
2  29  5.95396e+08
2  30  6.09811e+08
2  31  6.94729e+08
2  32  6.69792e+08
2  33  9.79676e+08
2  34  1.06673e+09
2  35  1.08417e+09
2  36  1.20502e+09
