row  column  (images_1_region2.edf S-K*images_1_region2.edf Ar-K**2.3)
18  43  1.82676e+07
18  44  1.07395e+07
18  45  1.49378e+07
18  46  1.49115e+07
18  47  1.02118e+07
18  48  1.2197e+07
18  49  1.77541e+07
18  50  1.12809e+07
18  51  1.41294e+07
18  52  1.05623e+07
18  53  1.84831e+07
18  54  1.11526e+07
18  55  9.85919e+06
18  56  7.03787e+06
18  57  7.83903e+06
18  58  4.94013e+06
18  59  7.33449e+06
18  60  2.75491e+06
18  61  4.53664e+06
18  62  1.76194e+06
18  63  4.05935e+06
18  64  4.48687e+06
18  65  3.01642e+06
18  66  3.69652e+06
18  67  4.2454e+06
19  0  530292
19  1  4.47625e+06
19  2  3.95984e+06
19  3  0
19  4  3.80318e+06
19  5  345053
19  6  5.64287e+06
19  7  5.95808e+06
19  8  1.11345e+07
19  9  5.87731e+06
19  10  5.35968e+06
19  11  3.57826e+06
19  12  6.5983e+06
19  13  1.1463e+07
19  14  1.11513e+07
19  15  8.32538e+06
19  16  1.03036e+07
19  17  1.22659e+07
19  18  6.3074e+06
19  19  7.31998e+06
19  20  1.28944e+07
19  21  5.55106e+06
19  22  1.25904e+07
19  23  9.42135e+06
19  24  1.01476e+07
19  25  7.19627e+06
19  26  1.38761e+07
19  27  1.40044e+07
19  28  1.07099e+07
19  29  1.38457e+07
19  30  5.46073e+06
19  31  7.20002e+06
19  32  9.55249e+06
19  33  1.45397e+07
19  34  1.57914e+07
19  35  4.23702e+06
19  36  1.03104e+07
19  37  1.8038e+07
19  38  1.4172e+07
19  39  9.64352e+06
19  40  1.30177e+07
19  41  2.59938e+07
19  42  1.27186e+07
19  43  1.46985e+07
19  44  1.40264e+07
19  45  1.8669e+07
19  46  1.26991e+07
19  47  1.80168e+07
19  48  5.778e+06
19  49  1.55175e+07
19  50  1.30957e+07
19  51  9.32317e+06
19  52  1.1545e+07
19  53  1.76043e+07
19  54  1.21989e+07
19  55  2.32666e+07
19  56  3.87226e+06
19  57  5.36976e+06
19  58  2.09306e+06
19  59  1.2271e+07
19  60  5.43422e+06
19  61  4.06422e+06
19  62  2.4922e+06
19  63  0
19  64  4.87914e+06
19  65  1.07529e+06
19  66  851171
19  67  5.70465e+06
20  0  754637
20  1  240489
20  2  1.72854e+06
20  3  2.13795e+06
20  4  2.24937e+06
20  5  6.6019e+06
20  6  3.03689e+06
20  7  2.17911e+06
20  8  8.51274e+06
20  9  1.03829e+07
20  10  8.02945e+06
20  11  6.84937e+06
20  12  1.46613e+07
20  13  2.16506e+06
20  14  7.22227e+06
20  15  7.81469e+06
20  16  5.63171e+06
20  17  7.85108e+06
20  18  1.64763e+07
20  19  1.99577e+07
20  20  1.43584e+07
20  21  1.09224e+07
20  22  8.12259e+06
20  23  5.15006e+06
20  24  1.22069e+07
20  25  8.64658e+06
20  26  8.43448e+06
20  27  7.55957e+06
20  28  7.05478e+06
20  29  411162
20  30  1.37401e+07
20  31  5.93884e+06
20  32  1.02025e+07
20  33  1.92738e+07
20  34  8.51338e+06
20  35  1.39209e+07
20  36  7.3907e+06
20  37  8.15443e+06
20  38  1.75233e+07
20  39  2.97986e+06
20  40  1.5831e+07
20  41  1.54395e+07
20  42  1.28862e+07
20  43  1.34476e+07
20  44  1.30343e+07
20  45  1.56938e+07
20  46  1.08931e+07
20  47  1.32027e+07
20  48  1.50267e+07
20  49  9.01152e+06
20  50  7.75855e+06
20  51  1.84509e+07
20  52  1.07287e+07
20  53  1.5326e+07
20  54  6.67116e+06
20  55  5.19162e+06
20  56  1.85002e+07
20  57  5.1207e+06
20  58  4.24718e+06
20  59  4.21398e+06
20  60  5.10141e+06
20  61  0
20  62  0
20  63  0
20  64  3.21007e+06
20  65  3.21934e+06
20  66  0
20  67  5.37234e+06
21  0  2.11213e+06
21  1  1.11488e+06
21  2  372812
21  3  0
21  4  3.23432e+06
21  5  5.30206e+06
21  6  5.78679e+06
21  7  5.32595e+06
21  8  7.54748e+06
21  9  4.80436e+06
21  10  7.21554e+06
21  11  8.92918e+06
21  12  1.50155e+07
21  13  9.88816e+06
21  14  1.05426e+07
21  15  1.22382e+07
21  16  1.28091e+07
21  17  1.0252e+07
21  18  1.46217e+07
21  19  1.82488e+07
21  20  1.27937e+07
21  21  6.90467e+06
21  22  9.25088e+06
21  23  6.6154e+06
21  24  7.96802e+06
21  25  1.57731e+07
21  26  1.43657e+07
21  27  5.02219e+06
21  28  1.42034e+07
21  29  4.41083e+06
21  30  9.36321e+06
21  31  6.87468e+06
21  32  9.75618e+06
21  33  5.56866e+06
21  34  6.96791e+06
21  35  1.02092e+07
21  36  9.5076e+06
21  37  1.09934e+07
21  38  1.41798e+07
21  39  1.06522e+07
21  40  1.59524e+07
21  41  1.45331e+07
21  42  1.50325e+07
21  43  2.04424e+07
21  44  1.72402e+07
21  45  2.0155e+07
21  46  6.85425e+06
21  47  1.58565e+07
21  48  1.93006e+07
21  49  9.49187e+06
21  50  9.12944e+06
21  51  1.35148e+07
21  52  1.28491e+06
21  53  4.46233e+06
21  54  1.00738e+07
21  55  4.97318e+06
21  56  7.3381e+06
21  57  4.69222e+06
21  58  9.41913e+06
21  59  4.69281e+06
21  60  4.49306e+06
21  61  8.47205e+06
21  62  1.20706e+06
21  63  3.8494e+06
21  64  5.49758e+06
21  65  0
21  66  0
21  67  408871
22  0  3.34888e+06
22  1  4.13782e+06
22  2  3.1688e+06
22  3  2.04624e+06
22  4  143021
22  5  3.19549e+06
22  6  3.02582e+06
22  7  1.11443e+07
22  8  1.54721e+07
22  9  9.17222e+06
22  10  2.06801e+07
22  11  1.58807e+07
22  12  1.23643e+07
22  13  1.14192e+07
22  14  1.21632e+07
22  15  1.05853e+07
22  16  1.24296e+07
22  17  8.87229e+06
22  18  6.91634e+06
22  19  1.90736e+07
22  20  2.25442e+07
22  21  1.06674e+07
22  22  1.00394e+07
22  23  2.43452e+07
22  24  1.42863e+07
22  25  8.60119e+06
22  26  1.09585e+07
22  27  8.41026e+06
22  28  7.76662e+06
22  29  9.42577e+06
22  30  9.49588e+06
22  31  7.94493e+06
22  32  5.49778e+06
22  33  1.22756e+07
22  34  3.76969e+06
22  35  1.46083e+07
22  36  5.40501e+06
22  37  8.79849e+06
22  38  1.47463e+07
22  39  8.56049e+06
22  40  6.02864e+06
22  41  8.99635e+06
22  42  2.0709e+07
22  43  1.64736e+07
22  44  1.47283e+07
22  45  1.68892e+07
22  46  8.63582e+06
22  47  1.58768e+07
22  48  1.29545e+07
22  49  9.81802e+06
22  50  1.3174e+07
22  51  6.40235e+06
22  52  1.02713e+07
22  53  1.23513e+07
22  54  6.70456e+06
22  55  2.36742e+06
22  56  1.25728e+07
22  57  6.9569e+06
22  58  5.84156e+06
22  59  3.7592e+06
22  60  3.83713e+06
22  61  0
22  62  0
22  63  354770
22  64  4.43185e+06
22  65  1.10651e+06
22  66  1.65929e+06
22  67  2.28674e+06
23  0  3.39633e+06
23  1  1.3888e+06
23  2  0
23  3  3.00669e+06
23  4  408770
23  5  3.22653e+06
23  6  9.80872e+06
23  7  8.23789e+06
23  8  1.24893e+07
23  9  7.05303e+06
23  10  3.87826e+06
23  11  1.16343e+07
23  12  1.22547e+07
23  13  8.76855e+06
23  14  1.18428e+07
23  15  7.72195e+06
23  16  8.0662e+06
23  17  1.00449e+07
23  18  1.90683e+07
23  19  1.34835e+07
23  20  1.6099e+07
23  21  1.39217e+07
23  22  1.99749e+07
23  23  6.97648e+06
23  24  1.25078e+07
23  25  1.7885e+07
23  26  6.20488e+06
23  27  5.64509e+06
23  28  9.58201e+06
23  29  1.86093e+06
23  30  1.0802e+07
23  31  3.6877e+06
23  32  9.42777e+06
23  33  5.41634e+06
23  34  7.50026e+06
23  35  1.12152e+07
23  36  5.78053e+06
23  37  9.94885e+06
23  38  1.17655e+07
23  39  1.32113e+07
23  40  9.60923e+06
23  41  2.05306e+07
23  42  8.8837e+06
23  43  1.53629e+07
23  44  2.00724e+07
23  45  1.11583e+07
23  46  1.03672e+07
23  47  1.57055e+07
23  48  1.66696e+07
23  49  1.78119e+07
23  50  1.85685e+07
23  51  9.2687e+06
23  52  1.15949e+07
23  53  6.08268e+06
23  54  7.55678e+06
23  55  1.04363e+07
23  56  2.48881e+06
23  57  3.38739e+06
23  58  8.42029e+06
23  59  0
23  60  7.71556e+06
23  61  8.97298e+06
23  62  1.50167e+06
23  63  0
23  64  0
23  65  2.29356e+06
23  66  0
23  67  4.95341e+06
24  0  3.20188e+06
24  1  0
24  2  3.85508e+06
24  3  3.85096e+06
24  4  0
24  5  6.40568e+06
24  6  4.17668e+06
24  7  1.0509e+07
24  8  1.62505e+07
24  9  9.00858e+06
24  10  6.20657e+06
24  11  1.37042e+07
24  12  8.75149e+06
24  13  1.90628e+07
24  14  7.24371e+06
24  15  8.35544e+06
24  16  1.29842e+07
24  17  1.28173e+07
24  18  1.57208e+07
24  19  1.2192e+07
24  20  2.38965e+07
24  21  1.17225e+07
24  22  1.47327e+07
24  23  1.73772e+07
24  24  1.53997e+07
24  25  1.308e+07
24  26  1.03334e+07
24  27  6.88791e+06
24  28  2.35654e+06
24  29  1.00793e+07
24  30  5.74411e+06
24  31  6.59163e+06
24  32  2.02347e+07
24  33  6.80026e+06
24  34  1.60781e+07
24  35  1.75848e+07
24  36  8.85349e+06
24  37  6.45221e+06
24  38  1.17234e+07
24  39  1.72923e+07
24  40  1.17577e+07
24  41  1.72477e+07
24  42  1.38458e+07
24  43  8.64414e+06
24  44  2.168e+07
24  45  1.43769e+07
24  46  5.97098e+06
24  47  1.70234e+07
24  48  1.38821e+07
24  49  1.62501e+07
24  50  1.84655e+07
24  51  1.23915e+07
24  52  9.06583e+06
24  53  9.45707e+06
24  54  9.90055e+06
24  55  7.56837e+06
24  56  5.97022e+06
24  57  1.30926e+07
24  58  3.98606e+06
24  59  1.18214e+06
24  60  1.749e+06
24  61  7.46806e+06
24  62  0
24  63  2.77869e+06
24  64  0
24  65  3.4094e+06
24  66  0
24  67  1.03325e+06
25  0  1.58285e+06
25  1  6.43116e+06
25  2  2.26482e+06
25  3  753957
25  4  4.88773e+06
25  5  2.72792e+06
25  6  2.99143e+06
25  7  7.17499e+06
25  8  1.47063e+07
25  9  1.30943e+07
25  10  1.66817e+07
25  11  6.81752e+06
25  12  1.03121e+07
25  13  1.29141e+07
25  14  1.64276e+07
25  15  1.56292e+07
25  16  5.26684e+06
25  17  1.27132e+07
25  18  1.18105e+07
25  19  1.25841e+07
25  20  9.29101e+06
25  21  1.0528e+07
25  22  1.20552e+07
25  23  1.24778e+07
25  24  2.227e+07
25  25  1.63951e+07
25  26  1.86112e+07
25  27  5.63916e+06
25  28  4.48615e+06
25  29  1.30551e+07
25  30  6.93246e+06
25  31  1.00476e+07
25  32  4.59405e+06
25  33  1.81714e+07
25  34  9.42661e+06
25  35  1.1551e+07
25  36  7.40511e+06
25  37  7.09998e+06
25  38  9.51653e+06
25  39  7.79903e+06
25  40  1.47385e+07
25  41  1.19062e+07
25  42  1.26327e+07
25  43  9.32277e+06
25  44  1.47725e+07
25  45  1.19752e+07
25  46  1.02015e+07
25  47  1.73654e+07
25  48  8.97212e+06
25  49  1.18469e+07
25  50  7.6656e+06
25  51  1.49023e+07
25  52  8.36135e+06
25  53  2.02807e+07
25  54  4.45392e+06
25  55  7.89928e+06
25  56  4.43719e+06
25  57  9.23787e+06
25  58  1.06515e+07
25  59  8.24794e+06
25  60  5.12652e+06
25  61  7.01109e+06
25  62  7.43097e+06
25  63  0
25  64  0
25  65  0
25  66  3.67296e+06
25  67  3.9528e+06
26  0  5.40061e+06
26  1  788710
26  2  3.33352e+06
26  3  5.77971e+06
26  4  7.7468e+06
26  5  7.3737e+06
26  6  6.89165e+06
26  7  1.39474e+07
26  8  1.41856e+07
26  9  1.23002e+07
26  10  1.19236e+07
26  11  2.24185e+07
26  12  1.30721e+07
26  13  6.43935e+06
26  14  1.30819e+07
26  15  9.40214e+06
26  16  1.25862e+07
26  17  7.49078e+06
26  18  8.73071e+06
26  19  1.57573e+07
26  20  8.77884e+06
26  21  8.05372e+06
26  22  1.33804e+07
26  23  1.52391e+07
26  24  1.60404e+07
26  25  1.49596e+07
26  26  1.10367e+07
26  27  9.59349e+06
26  28  1.07343e+07
26  29  9.42421e+06
26  30  1.33758e+07
26  31  9.36217e+06
26  32  1.02074e+07
26  33  6.33656e+06
26  34  8.59574e+06
26  35  1.32987e+07
26  36  3.24208e+06
26  37  1.06845e+07
26  38  1.32676e+07
26  39  5.9877e+06
26  40  8.94757e+06
26  41  1.10133e+07
26  42  9.6205e+06
26  43  8.24276e+06
26  44  1.20915e+07
26  45  1.01188e+07
26  46  1.49772e+07
26  47  4.64817e+06
26  48  8.29802e+06
26  49  9.40391e+06
26  50  1.36679e+07
26  51  1.69996e+07
26  52  8.39413e+06
26  53  1.04278e+07
26  54  188071
26  55  1.02302e+07
26  56  1.22828e+07
26  57  1.16342e+07
26  58  1.02307e+07
26  59  3.69858e+06
26  60  3.52139e+06
26  61  1.2152e+07
26  62  1.88239e+06
26  63  2.15215e+06
26  64  588631
26  65  0
26  66  919603
26  67  4.71343e+06
27  0  3.90891e+06
27  1  2.32559e+06
27  2  4.97018e+06
27  3  6.14749e+06
27  4  7.01571e+06
27  5  3.26194e+06
27  6  8.81498e+06
27  7  2.10214e+07
27  8  1.41784e+07
27  9  1.92859e+07
27  10  1.25608e+07
27  11  1.3503e+07
27  12  2.09824e+07
27  13  7.39149e+06
27  14  1.01861e+07
27  15  1.55962e+07
27  16  6.6082e+06
27  17  1.3057e+07
27  18  1.58889e+07
27  19  1.83121e+07
27  20  1.5346e+07
27  21  1.5968e+07
27  22  1.18324e+07
27  23  7.06996e+06
27  24  1.34365e+07
27  25  1.04171e+07
27  26  1.28584e+07
27  27  7.77891e+06
27  28  7.71791e+06
27  29  9.14913e+06
27  30  1.11646e+07
27  31  7.57453e+06
27  32  1.21453e+07
27  33  1.44199e+07
27  34  1.29345e+07
27  35  6.61421e+06
27  36  8.07585e+06
27  37  1.40375e+07
27  38  6.79404e+06
27  39  1.51528e+07
27  40  1.94137e+07
27  41  1.4226e+07
27  42  1.70507e+07
27  43  1.2627e+07
27  44  1.02676e+07
27  45  6.42043e+06
27  46  8.72028e+06
27  47  9.86197e+06
27  48  1.11347e+07
27  49  1.17566e+07
27  50  9.0363e+06
27  51  6.24551e+06
27  52  3.87461e+06
27  53  4.84088e+06
27  54  4.89343e+06
27  55  1.514e+07
27  56  8.11339e+06
27  57  5.70401e+06
27  58  5.62031e+06
27  59  0
27  60  5.36896e+06
27  61  4.42872e+06
27  62  2.15235e+06
27  63  4.14308e+06
27  64  1.68295e+06
27  65  950044
27  66  9.643e+06
27  67  1.07553e+06
28  0  7.54849e+06
28  1  5.6529e+06
28  2  3.71048e+06
28  3  7.04275e+06
28  4  6.84575e+06
28  5  4.10555e+06
28  6  1.51877e+07
28  7  6.67244e+06
28  8  2.00979e+07
28  9  1.5523e+07
28  10  2.34894e+07
28  11  1.38802e+07
28  12  1.33415e+07
28  13  6.96852e+06
28  14  1.41558e+07
28  15  1.61022e+07
28  16  1.20664e+07
28  17  1.4156e+07
28  18  1.87789e+07
28  19  1.61475e+07
28  20  1.65428e+07
28  21  1.3278e+07
28  22  9.89901e+06
28  23  8.70867e+06
28  24  1.15278e+07
28  25  1.04319e+07
28  26  1.87619e+07
28  27  1.63244e+07
28  28  2.81027e+06
28  29  9.86851e+06
28  30  7.17351e+06
28  31  1.67305e+07
28  32  7.21407e+06
28  33  1.12404e+07
28  34  1.71778e+07
28  35  4.26764e+06
28  36  4.49723e+06
28  37  1.32313e+07
28  38  1.58481e+07
28  39  1.12848e+07
28  40  1.30624e+07
28  41  9.59615e+06
28  42  8.58163e+06
28  43  1.34968e+07
28  44  1.46442e+07
28  45  9.53611e+06
28  46  1.01437e+07
28  47  5.59721e+06
28  48  1.11552e+07
28  49  9.06722e+06
28  50  1.20014e+07
28  51  4.45706e+06
28  52  8.24627e+06
28  53  7.30441e+06
28  54  9.43639e+06
28  55  5.84633e+06
28  56  4.78702e+06
28  57  6.32258e+06
28  58  1.56488e+07
28  59  4.76616e+06
28  60  6.41487e+06
28  61  5.41786e+06
28  62  4.16603e+06
28  63  0
28  64  1.19887e+06
28  65  94268.1
28  66  5.35959e+06
28  67  3.3583e+06
29  0  3.41829e+06
29  1  6.72841e+06
29  2  1.42429e+07
29  3  7.49288e+06
29  4  6.08873e+06
29  5  3.68157e+06
29  6  9.58901e+06
29  7  1.13141e+07
29  8  1.77916e+07
29  9  2.28355e+07
29  10  1.91764e+07
29  11  1.18616e+07
29  12  1.40987e+07
29  13  1.7321e+07
29  14  9.66905e+06
29  15  1.23271e+07
29  16  1.52488e+07
29  17  1.01614e+07
29  18  9.39861e+06
29  19  1.00957e+07
29  20  1.18167e+07
29  21  7.01639e+06
29  22  1.4856e+07
29  23  1.19127e+07
29  24  1.38358e+07
29  25  1.05016e+07
29  26  8.45434e+06
29  27  1.58571e+07
29  28  8.17711e+06
29  29  1.33397e+07
29  30  5.9895e+06
29  31  1.6959e+07
29  32  5.7198e+06
29  33  1.55695e+07
29  34  8.1245e+06
29  35  1.03865e+07
29  36  6.45467e+06
29  37  7.31944e+06
29  38  1.41153e+07
29  39  1.13363e+07
29  40  3.46108e+06
29  41  1.27508e+07
29  42  1.52093e+07
29  43  1.23689e+07
29  44  1.35104e+07
29  45  1.63153e+07
29  46  1.56838e+07
29  47  7.40234e+06
29  48  1.00725e+07
29  49  1.09981e+07
29  50  1.00847e+07
29  51  8.60921e+06
29  52  5.77851e+06
29  53  6.84804e+06
29  54  9.02218e+06
29  55  7.20163e+06
29  56  1.61356e+07
29  57  5.50806e+06
29  58  4.8102e+06
29  59  1.34236e+06
29  60  9.95292e+06
29  61  1.72055e+06
29  62  142910
29  63  8.40259e+06
29  64  5.82426e+06
29  65  5.55032e+06
29  66  0
29  67  7.31446e+06
30  0  7.8256e+06
30  1  1.20288e+07
30  2  2.24259e+06
30  3  8.66879e+06
30  4  6.14301e+06
30  5  0
30  6  2.83249e+06
30  7  2.67187e+07
30  8  1.60102e+07
30  9  1.51786e+07
30  10  2.39339e+07
30  11  1.49914e+07
30  12  1.48537e+07
30  13  1.32726e+07
30  14  1.54883e+07
30  15  2.18744e+07
30  16  1.76778e+07
30  17  1.29928e+07
30  18  1.0834e+07
30  19  1.44673e+07
30  20  1.81758e+07
30  21  1.69067e+07
30  22  3.16885e+06
30  23  1.10491e+07
30  24  1.13653e+07
30  25  7.56493e+06
30  26  1.06304e+07
30  27  5.55847e+06
30  28  1.13912e+07
30  29  9.31818e+06
30  30  7.19451e+06
30  31  9.31818e+06
30  32  4.95646e+06
30  33  7.21692e+06
30  34  1.20407e+07
30  35  1.74471e+07
30  36  5.09498e+06
30  37  8.24395e+06
30  38  9.47077e+06
30  39  4.69247e+06
30  40  1.0543e+07
30  41  1.02574e+07
30  42  9.46364e+06
30  43  1.04982e+07
30  44  9.40498e+06
30  45  1.22196e+07
30  46  8.95523e+06
30  47  1.13902e+07
30  48  1.08132e+07
30  49  9.24617e+06
30  50  1.09263e+07
30  51  7.63902e+06
30  52  5.10523e+06
30  53  6.2416e+06
30  54  4.95533e+06
30  55  9.53866e+06
30  56  9.92427e+06
30  57  4.35323e+06
30  58  2.74139e+06
30  59  9.19463e+06
30  60  1.43692e+07
30  61  2.24546e+06
30  62  5.06877e+06
30  63  4.21363e+06
30  64  2.64649e+06
30  65  0
30  66  0
30  67  1.59508e+06
31  0  1.21428e+07
31  1  4.24583e+06
31  2  7.16114e+06
31  3  9.78462e+06
31  4  2.81751e+06
31  5  3.32149e+06
31  6  9.05164e+06
31  7  1.71229e+07
31  8  1.88044e+07
31  9  1.71712e+07
31  10  1.77631e+07
31  11  2.58467e+07
31  12  1.68043e+07
31  13  1.21304e+07
31  14  5.11631e+06
31  15  1.89082e+07
31  16  1.11594e+07
31  17  1.49307e+07
31  18  1.89865e+07
31  19  1.29601e+07
31  20  1.54274e+07
31  21  1.12991e+07
31  22  2.08284e+07
31  23  9.78236e+06
31  24  8.8646e+06
31  25  8.20928e+06
31  26  1.0702e+07
31  27  8.05631e+06
31  28  7.02472e+06
31  29  1.28657e+07
31  30  1.52507e+07
31  31  1.32138e+07
31  32  2.56236e+06
31  33  3.58823e+06
31  34  7.85385e+06
31  35  2.07146e+07
31  36  7.03132e+06
31  37  9.55965e+06
31  38  1.08872e+07
31  39  1.08522e+07
31  40  8.27358e+06
31  41  7.17196e+06
31  42  3.07699e+06
31  43  1.81429e+07
31  44  7.6314e+06
31  45  5.52599e+06
31  46  7.70152e+06
31  47  6.95614e+06
31  48  9.09055e+06
31  49  8.20634e+06
31  50  0
31  51  1.33869e+07
31  52  8.26239e+06
31  53  5.61562e+06
31  54  5.07613e+06
31  55  7.04673e+06
31  56  5.64314e+06
31  57  0
31  58  1.6122e+06
31  59  7.924e+06
31  60  225215
31  61  1.11664e+07
31  62  7.9761e+06
31  63  3.02963e+06
31  64  0
31  65  5.26079e+06
31  66  3.64313e+06
31  67  8.1251e+06
32  0  4.15148e+06
32  1  1.05748e+07
32  2  3.08443e+06
32  3  7.62765e+06
32  4  8.08702e+06
32  5  9.35801e+06
32  6  1.39612e+07
32  7  1.95219e+07
32  8  2.99948e+07
32  9  1.97276e+07
32  10  1.37294e+07
32  11  1.62523e+07
32  12  2.49623e+07
32  13  1.08617e+07
32  14  1.01617e+07
32  15  1.25736e+07
32  16  1.47053e+07
32  17  1.68307e+07
32  18  7.56029e+06
32  19  1.50007e+07
32  20  1.57636e+07
32  21  1.46273e+07
32  22  1.46817e+07
32  23  2.16018e+07
32  24  1.37586e+07
32  25  1.91245e+07
32  26  353002
32  27  1.28669e+07
32  28  1.39035e+07
32  29  1.06717e+07
32  30  8.15744e+06
32  31  3.87113e+06
32  32  6.57657e+06
32  33  8.53808e+06
32  34  2.33746e+07
32  35  6.71582e+06
32  36  1.17274e+07
32  37  1.26687e+07
32  38  2.1325e+07
32  39  7.80064e+06
32  40  1.13448e+07
32  41  7.01299e+06
32  42  9.59417e+06
32  43  1.49e+07
32  44  1.40956e+07
32  45  1.09288e+07
32  46  7.37724e+06
32  47  1.39332e+07
32  48  9.65024e+06
32  49  1.11026e+07
32  50  5.97731e+06
32  51  5.94768e+06
32  52  5.84427e+06
32  53  4.99214e+06
32  54  5.25611e+06
32  55  5.36368e+06
32  56  5.2064e+06
32  57  9.18148e+06
32  58  6.28749e+06
32  59  2.42692e+06
32  60  4.85191e+06
32  61  5.6694e+06
32  62  1.11917e+06
32  63  9.60909e+06
32  64  0
32  65  1.12538e+06
32  66  2.13349e+06
32  67  2.33883e+06
33  0  3.14426e+06
33  1  6.86725e+06
33  2  1.11874e+07
33  3  3.177e+06
33  4  9.24421e+06
33  5  1.33974e+07
33  6  1.48346e+07
33  7  1.73937e+07
33  8  1.71212e+07
33  9  2.6305e+07
33  10  1.37037e+07
33  11  1.5619e+07
33  12  1.78279e+07
33  13  9.89339e+06
33  14  1.18156e+07
33  15  1.98792e+07
33  16  9.90246e+06
33  17  1.70426e+07
33  18  1.36335e+07
33  19  1.19243e+07
33  20  3.40256e+06
33  21  1.22245e+07
33  22  9.58968e+06
33  23  7.00226e+06
33  24  1.71256e+07
33  25  1.72459e+07
33  26  9.89104e+06
33  27  1.17043e+07
33  28  5.09811e+06
33  29  1.05655e+07
33  30  7.32201e+06
33  31  1.02142e+07
33  32  1.28633e+07
33  33  1.33093e+07
33  34  1.24359e+07
33  35  1.80561e+07
33  36  1.16244e+07
33  37  1.98243e+07
33  38  1.25139e+07
33  39  9.52173e+06
33  40  1.61581e+07
33  41  1.40431e+07
33  42  8.55706e+06
33  43  1.50856e+07
33  44  1.41982e+07
33  45  1.35816e+07
33  46  1.58142e+07
33  47  8.41565e+06
33  48  8.82154e+06
33  49  1.03996e+07
33  50  8.38181e+06
33  51  5.57497e+06
33  52  8.34809e+06
33  53  3.49538e+06
33  54  7.35057e+06
33  55  2.61212e+06
33  56  1.71613e+06
33  57  9.50741e+06
33  58  7.67813e+06
33  59  4.55197e+06
33  60  6.47513e+06
33  61  1.49561e+06
33  62  0
33  63  4.39055e+06
33  64  2.72419e+06
33  65  419370
33  66  1.70407e+06
33  67  5.8891e+06
34  0  1.44419e+07
34  1  1.03538e+07
34  2  9.07362e+06
34  3  8.14771e+06
34  4  2.107e+07
34  5  1.32536e+07
34  6  1.24761e+07
34  7  1.8103e+07
34  8  1.94373e+07
34  9  2.80884e+07
34  10  3.24195e+07
34  11  3.29416e+07
34  12  1.4185e+07
34  13  1.51443e+07
34  14  1.12932e+07
34  15  1.85626e+07
34  16  1.31326e+07
34  17  1.35523e+07
34  18  1.5056e+07
34  19  1.3773e+07
34  20  1.80663e+07
34  21  2.22495e+07
34  22  2.04474e+07
34  23  1.39326e+07
34  24  1.36711e+07
34  25  9.84205e+06
34  26  4.48777e+06
34  27  1.45533e+07
34  28  6.15506e+06
34  29  1.35719e+07
34  30  1.76279e+07
34  31  1.62782e+07
34  32  9.94185e+06
34  33  9.96713e+06
34  34  9.66264e+06
34  35  1.27488e+07
34  36  1.65208e+07
34  37  1.24834e+07
34  38  1.58859e+07
34  39  1.76617e+07
34  40  6.89684e+06
34  41  1.25552e+07
34  42  1.03134e+07
34  43  8.03743e+06
34  44  6.51982e+06
34  45  1.19672e+07
34  46  1.17836e+07
34  47  8.95445e+06
34  48  1.54651e+07
34  49  1.28769e+07
34  50  1.56687e+07
34  51  3.98883e+06
34  52  6.32775e+06
34  53  1.05705e+07
34  54  1.44411e+07
34  55  0
34  56  3.70945e+06
34  57  1.48216e+06
34  58  9.98577e+06
34  59  3.77978e+06
34  60  4.29154e+06
34  61  4.0324e+06
34  62  3.34159e+06
34  63  1.181e+06
34  64  3.42294e+06
34  65  1.10374e+06
34  66  3.33747e+06
34  67  1.02801e+07
35  0  6.40042e+06
35  1  9.30223e+06
35  2  7.44271e+06
35  3  1.24747e+07
35  4  7.68516e+06
35  5  1.44067e+07
35  6  1.96141e+07
35  7  1.98763e+07
35  8  3.37559e+07
35  9  2.49167e+07
35  10  2.78057e+07
35  11  2.55207e+07
35  12  1.89056e+07
35  13  2.37239e+07
35  14  2.36881e+07
35  15  1.90736e+07
35  16  1.94779e+07
35  17  9.43264e+06
35  18  1.84516e+07
35  19  9.35773e+06
35  20  1.5484e+07
35  21  1.22953e+07
35  22  1.31253e+07
35  23  1.61768e+07
35  24  2.30772e+07
35  25  1.41629e+07
35  26  1.6598e+07
35  27  1.59451e+07
35  28  1.23013e+07
35  29  1.14073e+07
35  30  1.33758e+07
35  31  6.65404e+06
35  32  1.36523e+07
35  33  1.06588e+07
35  34  1.2787e+07
35  35  1.63267e+07
35  36  1.27497e+07
35  37  1.24281e+07
35  38  1.1901e+07
35  39  1.10143e+07
35  40  9.10132e+06
35  41  1.25291e+07
35  42  5.39591e+06
35  43  1.25078e+07
35  44  1.17736e+07
35  45  1.04727e+07
35  46  8.284e+06
35  47  1.51277e+07
35  48  1.48443e+07
35  49  1.17748e+07
35  50  3.76653e+06
35  51  1.01912e+07
35  52  1.10511e+07
35  53  3.75759e+06
35  54  5.81605e+06
35  55  1.83391e+06
35  56  6.7962e+06
35  57  5.69369e+06
35  58  1.1589e+07
35  59  4.05093e+06
35  60  6.02376e+06
35  61  1.92764e+06
35  62  1.01872e+07
35  63  810110
35  64  2.19271e+06
35  65  5.80185e+06
35  66  2.78166e+06
35  67  2.62604e+06
36  0  7.24043e+06
36  1  8.64858e+06
36  2  1.03713e+07
36  3  2.0454e+07
36  4  1.37936e+07
36  5  1.08086e+07
36  6  1.89329e+07
36  7  7.69717e+06
36  8  2.75166e+07
36  9  2.51161e+07
36  10  1.85133e+07
