row  column  (images_1_region2.edf Ca-K*images_1_region2.edf Ar-K**2.3)
17  2  2.00189e+08
17  3  2.4934e+08
17  4  2.90675e+08
17  5  3.12887e+08
17  6  3.77527e+08
17  7  4.70002e+08
17  8  4.6623e+08
17  9  5.45187e+08
17  10  5.53786e+08
17  11  5.89468e+08
17  12  5.88504e+08
17  13  6.14832e+08
17  14  7.26622e+08
17  15  6.75341e+08
17  16  8.47189e+08
17  17  6.76105e+08
17  18  9.12546e+08
17  19  9.76317e+08
17  20  1.05562e+09
17  21  8.54795e+08
17  22  8.49665e+08
17  23  8.34113e+08
17  24  9.73195e+08
17  25  9.19461e+08
17  26  1.01689e+09
17  27  8.97015e+08
17  28  9.0633e+08
17  29  8.99527e+08
17  30  8.64529e+08
17  31  8.91011e+08
17  32  1.00814e+09
17  33  9.0694e+08
17  34  9.29284e+08
17  35  8.78659e+08
17  36  1.00049e+09
17  37  9.95608e+08
17  38  1.09624e+09
17  39  1.12067e+09
17  40  1.21962e+09
17  41  1.17004e+09
17  42  1.14736e+09
17  43  1.22041e+09
17  44  1.21854e+09
17  45  1.04602e+09
17  46  1.14999e+09
17  47  1.04535e+09
17  48  1.06877e+09
17  49  9.93981e+08
17  50  9.33846e+08
17  51  1.00435e+09
17  52  9.44839e+08
17  53  1.03637e+09
17  54  1.02021e+09
17  55  1.07036e+09
17  56  1.01075e+09
17  57  1.01631e+09
17  58  8.51011e+08
17  59  7.96286e+08
17  60  7.45842e+08
17  61  6.30258e+08
17  62  5.17366e+08
17  63  4.46149e+08
17  64  3.84682e+08
17  65  3.32132e+08
17  66  3.78998e+08
17  67  3.17268e+08
18  0  2.14779e+08
18  1  2.62943e+08
18  2  2.54331e+08
18  3  2.83645e+08
18  4  2.87946e+08
18  5  3.3861e+08
18  6  4.0125e+08
18  7  5.22479e+08
18  8  6.08994e+08
18  9  5.62982e+08
18  10  6.59973e+08
18  11  6.90161e+08
18  12  6.72962e+08
18  13  6.51491e+08
18  14  7.24188e+08
18  15  7.43795e+08
18  16  8.12587e+08
18  17  8.41469e+08
18  18  1.04252e+09
18  19  9.67493e+08
18  20  9.86814e+08
18  21  8.68194e+08
18  22  8.74201e+08
18  23  9.45153e+08
18  24  9.15494e+08
18  25  9.23164e+08
18  26  1.058e+09
18  27  9.98777e+08
18  28  9.39379e+08
18  29  9.51783e+08
18  30  1.01724e+09
18  31  8.86998e+08
18  32  9.73673e+08
18  33  1.02196e+09
18  34  1.06969e+09
18  35  9.80493e+08
18  36  1.0614e+09
18  37  1.12848e+09
18  38  1.15502e+09
18  39  1.18441e+09
18  40  1.22727e+09
18  41  1.17936e+09
18  42  1.30132e+09
18  43  1.27748e+09
18  44  1.20036e+09
18  45  1.13227e+09
18  46  1.1447e+09
18  47  1.12541e+09
18  48  1.14159e+09
18  49  1.046e+09
18  50  1.073e+09
18  51  1.10787e+09
18  52  1.03329e+09
18  53  1.10027e+09
18  54  1.05274e+09
18  55  1.05507e+09
18  56  9.22884e+08
18  57  9.14005e+08
18  58  9.21603e+08
18  59  8.16816e+08
18  60  7.26219e+08
18  61  6.60218e+08
18  62  5.83664e+08
18  63  5.19443e+08
18  64  4.17441e+08
18  65  3.73744e+08
18  66  3.96121e+08
18  67  4.03117e+08
19  0  2.26321e+08
19  1  2.44472e+08
19  2  2.68271e+08
19  3  2.93497e+08
19  4  3.67115e+08
19  5  3.75983e+08
19  6  4.54742e+08
19  7  5.1315e+08
19  8  5.66225e+08
19  9  6.51768e+08
19  10  6.7657e+08
19  11  6.77934e+08
19  12  7.22989e+08
19  13  7.66389e+08
19  14  7.78224e+08
19  15  8.21378e+08
19  16  8.52196e+08
19  17  9.95832e+08
19  18  9.48488e+08
19  19  9.7444e+08
19  20  1.01334e+09
19  21  8.93726e+08
19  22  9.17964e+08
19  23  9.2442e+08
19  24  1.03481e+09
19  25  9.86507e+08
19  26  1.04654e+09
19  27  9.01473e+08
19  28  1.01592e+09
19  29  8.60358e+08
19  30  9.63692e+08
19  31  9.17807e+08
19  32  9.17869e+08
19  33  1.04004e+09
19  34  1.06229e+09
19  35  9.40018e+08
19  36  1.0379e+09
19  37  1.13411e+09
19  38  1.14807e+09
19  39  1.08374e+09
19  40  1.21311e+09
19  41  1.26771e+09
19  42  1.30173e+09
19  43  1.23687e+09
19  44  1.31878e+09
19  45  1.20033e+09
19  46  1.05895e+09
19  47  1.10346e+09
19  48  1.08422e+09
19  49  1.08767e+09
19  50  1.17519e+09
19  51  1.13799e+09
19  52  1.01861e+09
19  53  1.15862e+09
19  54  9.84367e+08
19  55  1.11161e+09
19  56  9.42471e+08
19  57  9.6773e+08
19  58  8.30176e+08
19  59  9.28669e+08
19  60  6.97928e+08
19  61  7.17861e+08
19  62  5.44928e+08
19  63  5.03007e+08
19  64  4.17859e+08
19  65  3.95843e+08
19  66  3.83808e+08
19  67  4.07756e+08
20  0  2.74706e+08
20  1  2.70419e+08
20  2  2.86681e+08
20  3  3.14079e+08
20  4  3.33221e+08
20  5  4.7562e+08
20  6  4.94601e+08
20  7  5.89696e+08
20  8  6.08478e+08
20  9  6.80049e+08
20  10  7.35562e+08
20  11  6.8971e+08
20  12  7.87045e+08
20  13  7.94422e+08
20  14  7.9848e+08
20  15  9.38891e+08
20  16  8.91385e+08
20  17  9.79371e+08
20  18  1.11976e+09
20  19  1.16437e+09
20  20  9.95641e+08
20  21  9.6477e+08
20  22  9.55494e+08
20  23  9.80835e+08
20  24  1.07982e+09
20  25  1.11739e+09
20  26  1.03621e+09
20  27  8.83242e+08
20  28  9.19063e+08
20  29  9.27283e+08
20  30  1.00903e+09
20  31  9.14854e+08
20  32  9.67941e+08
20  33  1.03386e+09
20  34  1.00395e+09
20  35  9.67298e+08
20  36  9.82937e+08
20  37  1.04334e+09
20  38  1.20074e+09
20  39  1.0816e+09
20  40  1.0845e+09
20  41  1.20237e+09
20  42  1.21193e+09
20  43  1.13493e+09
20  44  1.23663e+09
20  45  1.14193e+09
20  46  1.02017e+09
20  47  1.19648e+09
20  48  1.08408e+09
20  49  1.08509e+09
20  50  1.12286e+09
20  51  1.05048e+09
20  52  1.02777e+09
20  53  1.15734e+09
20  54  9.5473e+08
20  55  1.01432e+09
20  56  1.10604e+09
20  57  8.97835e+08
20  58  8.93566e+08
20  59  8.57388e+08
20  60  7.58747e+08
20  61  6.76709e+08
20  62  6.32784e+08
20  63  5.21007e+08
20  64  4.65944e+08
20  65  3.90237e+08
20  66  3.79771e+08
20  67  4.16173e+08
21  0  2.51234e+08
21  1  2.8321e+08
21  2  3.16238e+08
21  3  3.22626e+08
21  4  3.52035e+08
21  5  4.35256e+08
21  6  4.82015e+08
21  7  6.0303e+08
21  8  6.02197e+08
21  9  6.85568e+08
21  10  7.52843e+08
21  11  7.36831e+08
21  12  8.2012e+08
21  13  8.33098e+08
21  14  8.39204e+08
21  15  8.4925e+08
21  16  9.167e+08
21  17  9.87762e+08
21  18  1.05251e+09
21  19  1.07184e+09
21  20  1.07102e+09
21  21  1.07423e+09
21  22  1.06647e+09
21  23  1.01889e+09
21  24  9.74156e+08
21  25  1.11525e+09
21  26  1.02598e+09
21  27  9.4546e+08
21  28  9.50382e+08
21  29  9.54683e+08
21  30  9.93729e+08
21  31  9.12886e+08
21  32  9.65287e+08
21  33  1.04701e+09
21  34  1.02158e+09
21  35  1.05664e+09
21  36  1.03257e+09
21  37  1.03968e+09
21  38  1.18157e+09
21  39  1.14942e+09
21  40  1.12643e+09
21  41  1.21974e+09
21  42  1.35447e+09
21  43  1.39588e+09
21  44  1.10808e+09
21  45  1.21832e+09
21  46  1.01456e+09
21  47  1.04363e+09
21  48  1.07645e+09
21  49  1.0897e+09
21  50  1.09491e+09
21  51  1.13695e+09
21  52  9.43744e+08
21  53  8.89052e+08
21  54  1.05456e+09
21  55  1.00841e+09
21  56  9.63195e+08
21  57  9.28131e+08
21  58  9.73249e+08
21  59  8.44299e+08
21  60  7.4346e+08
21  61  7.48527e+08
21  62  6.30466e+08
21  63  5.79608e+08
21  64  4.87092e+08
21  65  4.13389e+08
21  66  3.92976e+08
21  67  4.54674e+08
22  0  2.90228e+08
22  1  3.19513e+08
22  2  3.31152e+08
22  3  3.21807e+08
22  4  3.82923e+08
22  5  4.14248e+08
22  6  4.97045e+08
22  7  6.25774e+08
22  8  7.44797e+08
22  9  8.03584e+08
22  10  8.89549e+08
22  11  8.32869e+08
22  12  8.32286e+08
22  13  8.27135e+08
22  14  9.38582e+08
22  15  9.23947e+08
22  16  1.00531e+09
22  17  1.00011e+09
22  18  1.05179e+09
22  19  1.15131e+09
22  20  1.32308e+09
22  21  1.144e+09
22  22  1.02055e+09
22  23  1.14012e+09
22  24  1.03575e+09
22  25  1.0925e+09
22  26  1.15221e+09
22  27  9.73677e+08
22  28  9.99501e+08
22  29  9.44697e+08
22  30  9.29979e+08
22  31  9.39934e+08
22  32  1.00294e+09
22  33  1.05514e+09
22  34  1.05812e+09
22  35  1.14265e+09
22  36  1.00736e+09
22  37  1.02015e+09
22  38  1.18091e+09
22  39  1.09094e+09
22  40  1.10372e+09
22  41  1.20287e+09
22  42  1.26752e+09
22  43  1.24889e+09
22  44  1.23551e+09
22  45  1.2032e+09
22  46  1.1801e+09
22  47  1.03321e+09
22  48  1.02612e+09
22  49  1.07901e+09
22  50  1.07638e+09
22  51  9.63144e+08
22  52  9.97557e+08
22  53  1.04188e+09
22  54  9.07676e+08
22  55  9.02297e+08
22  56  9.40777e+08
22  57  1.01628e+09
22  58  8.15992e+08
22  59  8.29389e+08
22  60  7.53846e+08
22  61  7.52099e+08
22  62  6.56468e+08
22  63  5.87309e+08
22  64  5.52188e+08
22  65  4.4445e+08
22  66  4.12491e+08
22  67  4.4553e+08
23  0  2.8294e+08
23  1  3.06587e+08
23  2  3.57908e+08
23  3  3.22073e+08
23  4  3.99919e+08
23  5  4.6001e+08
23  6  5.49037e+08
23  7  6.52689e+08
23  8  7.85107e+08
23  9  8.36557e+08
23  10  7.92359e+08
23  11  8.35867e+08
23  12  9.30241e+08
23  13  8.74425e+08
23  14  9.685e+08
23  15  8.32092e+08
23  16  8.76853e+08
23  17  1.00085e+09
23  18  1.05268e+09
23  19  1.13174e+09
23  20  1.19146e+09
23  21  1.17643e+09
23  22  1.11247e+09
23  23  9.64405e+08
23  24  1.20269e+09
23  25  1.13168e+09
23  26  1.07788e+09
23  27  1.08754e+09
23  28  1.101e+09
23  29  1.04249e+09
23  30  1.07466e+09
23  31  1.00671e+09
23  32  1.01863e+09
23  33  1.10411e+09
23  34  9.71105e+08
23  35  1.06396e+09
23  36  1.02403e+09
23  37  1.07465e+09
23  38  1.22869e+09
23  39  1.18709e+09
23  40  1.14712e+09
23  41  1.25965e+09
23  42  1.21845e+09
23  43  1.14561e+09
23  44  1.24388e+09
23  45  1.16777e+09
23  46  1.07097e+09
23  47  1.01674e+09
23  48  1.16003e+09
23  49  1.17297e+09
23  50  1.12715e+09
23  51  9.82004e+08
23  52  9.18328e+08
23  53  9.30195e+08
23  54  1.01001e+09
23  55  1.05065e+09
23  56  9.3972e+08
23  57  8.51118e+08
23  58  9.14915e+08
23  59  8.67914e+08
23  60  7.76575e+08
23  61  7.26902e+08
23  62  6.58133e+08
23  63  5.89376e+08
23  64  5.58679e+08
23  65  5.30742e+08
23  66  4.24641e+08
23  67  4.54893e+08
24  0  3.53591e+08
24  1  3.67096e+08
24  2  3.62333e+08
24  3  4.1429e+08
24  4  4.81668e+08
24  5  5.59397e+08
24  6  5.93668e+08
24  7  6.8892e+08
24  8  8.82737e+08
24  9  8.37976e+08
24  10  9.15053e+08
24  11  8.69689e+08
24  12  8.97269e+08
24  13  9.86794e+08
24  14  9.60665e+08
24  15  9.53051e+08
24  16  9.88841e+08
24  17  1.05121e+09
24  18  1.14185e+09
24  19  1.23073e+09
24  20  1.18479e+09
24  21  1.11595e+09
24  22  1.02919e+09
24  23  1.13701e+09
24  24  1.09358e+09
24  25  1.19254e+09
24  26  1.16077e+09
24  27  1.13995e+09
24  28  1.06744e+09
24  29  1.05939e+09
24  30  1.03421e+09
24  31  1.03128e+09
24  32  1.09619e+09
24  33  1.10579e+09
24  34  1.18818e+09
24  35  1.23533e+09
24  36  9.71064e+08
24  37  1.05935e+09
24  38  1.12052e+09
24  39  1.25525e+09
24  40  1.24194e+09
24  41  1.27097e+09
24  42  1.24335e+09
24  43  1.27352e+09
24  44  1.28416e+09
24  45  1.08e+09
24  46  1.10513e+09
24  47  1.10432e+09
24  48  1.12726e+09
24  49  1.25772e+09
24  50  1.15917e+09
24  51  1.08706e+09
24  52  1.00729e+09
24  53  1.03787e+09
24  54  9.71001e+08
24  55  9.87237e+08
24  56  9.60273e+08
24  57  1.01479e+09
24  58  9.16343e+08
24  59  9.12354e+08
24  60  9.05253e+08
24  61  7.8028e+08
24  62  6.85487e+08
24  63  6.13655e+08
24  64  5.18157e+08
24  65  5.3061e+08
24  66  4.7056e+08
24  67  4.13162e+08
25  0  3.59479e+08
25  1  3.73405e+08
25  2  4.13919e+08
25  3  4.24893e+08
25  4  5.22371e+08
25  5  5.05548e+08
25  6  6.71595e+08
25  7  7.12054e+08
25  8  8.21812e+08
25  9  9.50065e+08
25  10  1.01539e+09
25  11  9.26991e+08
25  12  1.07996e+09
25  13  9.59881e+08
25  14  1.09995e+09
25  15  1.04207e+09
25  16  9.62164e+08
25  17  1.01888e+09
25  18  1.12681e+09
25  19  1.27399e+09
25  20  1.14628e+09
25  21  1.0773e+09
25  22  1.01606e+09
25  23  1.09382e+09
25  24  1.22853e+09
25  25  1.2615e+09
25  26  1.19802e+09
25  27  1.08592e+09
25  28  1.17267e+09
25  29  1.01529e+09
25  30  9.52383e+08
25  31  1.02428e+09
25  32  1.01973e+09
25  33  1.14878e+09
25  34  1.06594e+09
25  35  1.00068e+09
25  36  1.02609e+09
25  37  1.09114e+09
25  38  1.20562e+09
25  39  1.05021e+09
25  40  1.1773e+09
25  41  1.33014e+09
25  42  1.19802e+09
25  43  1.20318e+09
25  44  1.27409e+09
25  45  1.24552e+09
25  46  1.06274e+09
25  47  1.17528e+09
25  48  1.03227e+09
25  49  1.15572e+09
25  50  1.10252e+09
25  51  1.03956e+09
25  52  9.52119e+08
25  53  1.06885e+09
25  54  1.04699e+09
25  55  9.11509e+08
25  56  1.01845e+09
25  57  1.00847e+09
25  58  8.93084e+08
25  59  1.01097e+09
25  60  9.28739e+08
25  61  7.94738e+08
25  62  7.25359e+08
25  63  6.85892e+08
25  64  5.55006e+08
25  65  5.26701e+08
25  66  5.19779e+08
25  67  5.21841e+08
26  0  3.86496e+08
26  1  4.15774e+08
26  2  4.36194e+08
26  3  4.71779e+08
26  4  5.2438e+08
26  5  6.24454e+08
26  6  6.16172e+08
26  7  8.2298e+08
26  8  1.0251e+09
26  9  9.49245e+08
26  10  9.79267e+08
26  11  1.10526e+09
26  12  9.99112e+08
26  13  9.73315e+08
26  14  1.05695e+09
26  15  1.0266e+09
26  16  1.11216e+09
26  17  1.10171e+09
26  18  1.05741e+09
26  19  1.24876e+09
26  20  1.11634e+09
26  21  1.06437e+09
26  22  1.10683e+09
26  23  1.09922e+09
26  24  1.19052e+09
26  25  1.1572e+09
26  26  1.08939e+09
26  27  1.11448e+09
26  28  1.01223e+09
26  29  1.00949e+09
26  30  1.05263e+09
26  31  1.07312e+09
26  32  1.08565e+09
26  33  1.18038e+09
26  34  1.08298e+09
26  35  1.12285e+09
26  36  1.07673e+09
26  37  1.05391e+09
26  38  1.13631e+09
26  39  1.06281e+09
26  40  1.21196e+09
26  41  1.27712e+09
26  42  1.18529e+09
26  43  1.25856e+09
26  44  1.24219e+09
26  45  1.24223e+09
26  46  1.14503e+09
26  47  1.06564e+09
26  48  1.18589e+09
26  49  1.10591e+09
26  50  1.04645e+09
26  51  1.1746e+09
26  52  9.64514e+08
26  53  1.06317e+09
26  54  9.09032e+08
26  55  1.1351e+09
26  56  9.86574e+08
26  57  9.77589e+08
26  58  9.67346e+08
26  59  9.99381e+08
26  60  9.20718e+08
26  61  8.80384e+08
26  62  7.46726e+08
26  63  7.10492e+08
26  64  6.19429e+08
26  65  5.61553e+08
26  66  5.31594e+08
26  67  5.31425e+08
27  0  3.8417e+08
27  1  4.12686e+08
27  2  4.3398e+08
27  3  4.81842e+08
27  4  5.78314e+08
27  5  5.85474e+08
27  6  6.98419e+08
27  7  8.79017e+08
27  8  9.12537e+08
27  9  1.07146e+09
27  10  1.11829e+09
27  11  1.03683e+09
27  12  1.16655e+09
27  13  1.11658e+09
27  14  9.91247e+08
27  15  1.12284e+09
27  16  1.05393e+09
27  17  1.15195e+09
27  18  1.18344e+09
27  19  1.11089e+09
27  20  1.13636e+09
27  21  1.06046e+09
27  22  1.13163e+09
27  23  1.11537e+09
27  24  1.04889e+09
27  25  1.12676e+09
27  26  1.21161e+09
27  27  1.14029e+09
27  28  1.15262e+09
27  29  1.0563e+09
27  30  1.02857e+09
27  31  1.04097e+09
27  32  1.1942e+09
27  33  1.13942e+09
27  34  1.1831e+09
27  35  1.15252e+09
27  36  1.13833e+09
27  37  1.03961e+09
27  38  1.06248e+09
27  39  1.20029e+09
27  40  1.33867e+09
27  41  1.20888e+09
27  42  1.15278e+09
27  43  1.16402e+09
27  44  1.2029e+09
27  45  1.04602e+09
27  46  9.9695e+08
27  47  1.10784e+09
27  48  1.13644e+09
27  49  1.03145e+09
27  50  1.0722e+09
27  51  1.01003e+09
27  52  9.87514e+08
27  53  1.0082e+09
27  54  1.01324e+09
27  55  9.87004e+08
27  56  9.37809e+08
27  57  1.02156e+09
27  58  9.53372e+08
27  59  8.65533e+08
27  60  9.10023e+08
27  61  8.61669e+08
27  62  7.49997e+08
27  63  7.15881e+08
27  64  6.11149e+08
27  65  5.64138e+08
27  66  6.03257e+08
27  67  5.30004e+08
28  0  4.65909e+08
28  1  4.96415e+08
28  2  4.74165e+08
28  3  5.19196e+08
28  4  6.21891e+08
28  5  6.51017e+08
28  6  7.30558e+08
28  7  9.20928e+08
28  8  1.11144e+09
28  9  1.03734e+09
28  10  1.18298e+09
28  11  1.20916e+09
28  12  1.14309e+09
28  13  9.82186e+08
28  14  1.03946e+09
28  15  1.1593e+09
28  16  1.10091e+09
28  17  1.0875e+09
28  18  1.15724e+09
28  19  1.12674e+09
28  20  1.15655e+09
28  21  1.15922e+09
28  22  1.07447e+09
28  23  1.04837e+09
28  24  1.1256e+09
28  25  1.09498e+09
28  26  1.28471e+09
28  27  1.18184e+09
28  28  1.06818e+09
28  29  9.94171e+08
28  30  8.96537e+08
28  31  1.05081e+09
28  32  1.00737e+09
28  33  1.07811e+09
28  34  1.11768e+09
28  35  1.14418e+09
28  36  1.0681e+09
28  37  1.2755e+09
28  38  1.14083e+09
28  39  1.03549e+09
28  40  1.13794e+09
28  41  1.28636e+09
28  42  1.12182e+09
28  43  1.24105e+09
28  44  1.17074e+09
28  45  1.11829e+09
28  46  1.04666e+09
28  47  1.04385e+09
28  48  1.1659e+09
28  49  1.0205e+09
28  50  1.15304e+09
28  51  1.0059e+09
28  52  1.04602e+09
28  53  1.11768e+09
28  54  9.66167e+08
28  55  1.00508e+09
28  56  1.00898e+09
28  57  9.71215e+08
28  58  1.06723e+09
28  59  9.17308e+08
28  60  9.28501e+08
28  61  8.84103e+08
28  62  8.59201e+08
28  63  6.85397e+08
28  64  6.27771e+08
28  65  5.68999e+08
28  66  5.56659e+08
28  67  5.59635e+08
29  0  4.50677e+08
29  1  4.99294e+08
29  2  5.20248e+08
29  3  5.28653e+08
29  4  6.01558e+08
29  5  6.38379e+08
29  6  7.2016e+08
29  7  1.03624e+09
29  8  1.17592e+09
29  9  1.1726e+09
29  10  1.17554e+09
29  11  1.16813e+09
29  12  1.26622e+09
29  13  1.20227e+09
29  14  1.07359e+09
29  15  1.09072e+09
29  16  1.20266e+09
29  17  1.09184e+09
29  18  1.22358e+09
29  19  1.12104e+09
29  20  1.2404e+09
29  21  1.23137e+09
29  22  1.05708e+09
29  23  1.07039e+09
29  24  1.0996e+09
29  25  1.07709e+09
29  26  1.12428e+09
29  27  1.07871e+09
29  28  1.09434e+09
29  29  1.07639e+09
29  30  1.06593e+09
29  31  1.19131e+09
29  32  1.05627e+09
29  33  1.15644e+09
29  34  1.09177e+09
29  35  1.09763e+09
29  36  1.12402e+09
29  37  1.10583e+09
29  38  1.07463e+09
29  39  1.115e+09
29  40  1.17821e+09
29  41  1.24949e+09
29  42  1.25214e+09
29  43  1.18423e+09
29  44  1.20649e+09
29  45  1.17665e+09
29  46  1.10254e+09
29  47  1.03654e+09
29  48  1.11063e+09
29  49  1.08125e+09
29  50  1.1787e+09
29  51  1.04475e+09
29  52  1.09326e+09
29  53  1.0395e+09
29  54  1.07173e+09
29  55  1.00265e+09
29  56  1.09642e+09
29  57  9.81142e+08
29  58  8.76082e+08
29  59  8.77974e+08
29  60  8.75571e+08
29  61  9.18192e+08
29  62  8.15127e+08
29  63  8.42754e+08
29  64  7.38499e+08
29  65  6.34544e+08
29  66  6.09659e+08
29  67  6.4523e+08
30  0  5.37754e+08
30  1  5.47842e+08
30  2  5.85431e+08
30  3  5.99466e+08
30  4  6.42091e+08
30  5  7.16414e+08
30  6  8.13396e+08
30  7  1.1819e+09
30  8  1.13514e+09
30  9  1.23268e+09
30  10  1.30695e+09
30  11  1.29137e+09
30  12  1.20813e+09
30  13  1.06827e+09
30  14  1.11326e+09
30  15  1.25877e+09
30  16  1.11081e+09
30  17  1.13975e+09
30  18  1.14556e+09
30  19  1.24246e+09
30  20  1.23334e+09
30  21  1.21787e+09
30  22  1.09207e+09
30  23  1.15629e+09
30  24  1.12361e+09
30  25  1.14458e+09
30  26  1.11773e+09
30  27  1.10755e+09
30  28  1.03715e+09
30  29  1.06868e+09
30  30  1.06527e+09
30  31  1.07461e+09
30  32  1.09767e+09
30  33  1.08768e+09
30  34  1.18958e+09
30  35  1.15553e+09
30  36  1.09722e+09
30  37  1.17949e+09
30  38  1.10478e+09
30  39  1.14952e+09
30  40  1.16249e+09
30  41  1.12125e+09
30  42  1.18888e+09
30  43  1.15481e+09
30  44  1.15668e+09
30  45  1.06719e+09
30  46  1.08197e+09
30  47  1.10941e+09
30  48  1.09549e+09
30  49  9.8485e+08
30  50  1.05354e+09
30  51  1.06066e+09
30  52  1.03086e+09
30  53  9.60653e+08
30  54  9.53217e+08
30  55  9.60655e+08
30  56  1.11025e+09
30  57  1.02796e+09
30  58  9.95026e+08
30  59  9.79246e+08
30  60  1.01324e+09
30  61  8.79218e+08
30  62  8.80493e+08
30  63  7.79027e+08
30  64  7.01221e+08
30  65  6.55073e+08
30  66  6.57139e+08
30  67  6.15496e+08
31  0  5.63603e+08
31  1  5.99e+08
31  2  6.06066e+08
31  3  6.10281e+08
31  4  6.54789e+08
31  5  7.62042e+08
31  6  8.78557e+08
31  7  1.08247e+09
31  8  1.25358e+09
31  9  1.32143e+09
31  10  1.16056e+09
31  11  1.29107e+09
31  12  1.27457e+09
31  13  1.17443e+09
31  14  1.18432e+09
31  15  1.32882e+09
31  16  1.17616e+09
31  17  1.21008e+09
31  18  1.27013e+09
31  19  1.24395e+09
31  20  1.26055e+09
31  21  1.20207e+09
31  22  1.14958e+09
31  23  1.01566e+09
31  24  1.10042e+09
31  25  1.20154e+09
31  26  1.23398e+09
31  27  1.12918e+09
31  28  1.05577e+09
31  29  1.13497e+09
31  30  1.19349e+09
31  31  1.0946e+09
31  32  1.09599e+09
31  33  1.11558e+09
31  34  1.15785e+09
31  35  1.16673e+09
31  36  1.14198e+09
31  37  1.14796e+09
31  38  1.05875e+09
31  39  1.11461e+09
31  40  1.16139e+09
31  41  1.33537e+09
31  42  1.2538e+09
31  43  1.25891e+09
31  44  1.06622e+09
31  45  1.11837e+09
31  46  1.11052e+09
31  47  1.05437e+09
31  48  9.34356e+08
31  49  1.00567e+09
31  50  9.68393e+08
31  51  1.13179e+09
31  52  9.24476e+08
31  53  9.71868e+08
31  54  8.95156e+08
31  55  1.02886e+09
31  56  1.04101e+09
31  57  9.36831e+08
31  58  8.91667e+08
31  59  9.3847e+08
31  60  8.98564e+08
31  61  9.47693e+08
31  62  8.83161e+08
31  63  7.67885e+08
31  64  7.56997e+08
31  65  6.60135e+08
31  66  6.79448e+08
31  67  7.39913e+08
32  0  5.94749e+08
32  1  6.09622e+08
32  2  6.44483e+08
32  3  6.57428e+08
32  4  6.88762e+08
32  5  8.42823e+08
32  6  9.29802e+08
32  7  1.10636e+09
32  8  1.42843e+09
32  9  1.41021e+09
32  10  1.30324e+09
32  11  1.34741e+09
32  12  1.44208e+09
32  13  1.13709e+09
32  14  1.25841e+09
32  15  1.30496e+09
32  16  1.25034e+09
32  17  1.26519e+09
32  18  1.27356e+09
32  19  1.2666e+09
32  20  1.24638e+09
32  21  1.26701e+09
32  22  1.20475e+09
32  23  1.25365e+09
32  24  1.23419e+09
32  25  1.19684e+09
32  26  1.03164e+09
32  27  1.15251e+09
32  28  1.07891e+09
32  29  1.13831e+09
32  30  1.06525e+09
32  31  1.15376e+09
32  32  1.1799e+09
32  33  1.22773e+09
32  34  1.33155e+09
32  35  1.19248e+09
32  36  1.20277e+09
32  37  1.27004e+09
32  38  1.25919e+09
32  39  1.24426e+09
32  40  1.19706e+09
32  41  1.24011e+09
32  42  1.16403e+09
32  43  1.24969e+09
32  44  1.20863e+09
32  45  1.20636e+09
32  46  1.07786e+09
32  47  1.10971e+09
32  48  1.06427e+09
32  49  1.13395e+09
32  50  1.09428e+09
32  51  1.01653e+09
32  52  1.00821e+09
32  53  1.00495e+09
32  54  9.85098e+08
32  55  1.06846e+09
32  56  1.03127e+09
32  57  9.3497e+08
32  58  1.03274e+09
32  59  9.22639e+08
32  60  9.62947e+08
32  61  8.73895e+08
32  62  8.92062e+08
32  63  7.74533e+08
32  64  7.12344e+08
32  65  6.7824e+08
32  66  6.93372e+08
32  67  7.28397e+08
33  0  6.34148e+08
33  1  5.96626e+08
33  2  6.97353e+08
33  3  7.69987e+08
33  4  8.26921e+08
33  5  8.82399e+08
33  6  1.03332e+09
33  7  1.21827e+09
33  8  1.32112e+09
33  9  1.44495e+09
33  10  1.30144e+09
33  11  1.29456e+09
33  12  1.28314e+09
33  13  1.31052e+09
33  14  1.2835e+09
33  15  1.34561e+09
33  16  1.21285e+09
33  17  1.32291e+09
33  18  1.13296e+09
33  19  1.29269e+09
33  20  1.21811e+09
33  21  1.26644e+09
33  22  1.09149e+09
33  23  1.20229e+09
33  24  1.12085e+09
33  25  1.31411e+09
33  26  1.1517e+09
33  27  1.25057e+09
33  28  1.08901e+09
33  29  1.14693e+09
33  30  1.05933e+09
33  31  1.19717e+09
33  32  1.17753e+09
33  33  1.05757e+09
33  34  1.2211e+09
33  35  1.21311e+09
33  36  1.20764e+09
33  37  1.2812e+09
33  38  1.21089e+09
33  39  1.29241e+09
33  40  1.31601e+09
33  41  1.22437e+09
33  42  1.24589e+09
33  43  1.14566e+09
33  44  1.19602e+09
33  45  1.10154e+09
33  46  1.13784e+09
33  47  1.24435e+09
33  48  8.90612e+08
33  49  9.99357e+08
33  50  1.03542e+09
33  51  1.05813e+09
33  52  9.61444e+08
33  53  9.47045e+08
33  54  9.87939e+08
33  55  1.11232e+09
33  56  1.03489e+09
33  57  1.0467e+09
33  58  9.71459e+08
33  59  9.63669e+08
33  60  8.89047e+08
33  61  8.95885e+08
33  62  7.66089e+08
33  63  7.68811e+08
33  64  7.56041e+08
33  65  7.07779e+08
33  66  7.27978e+08
33  67  6.80308e+08
34  0  6.92226e+08
34  1  7.29989e+08
34  2  8.04277e+08
34  3  7.26737e+08
34  4  8.51587e+08
34  5  9.75715e+08
34  6  1.06843e+09
34  7  1.12755e+09
34  8  1.40812e+09
34  9  1.47273e+09
