row  column  (images_1_region2.edf K-K*images_1_region2.edf Ar-K**2.3)
3  29  5.19073e+06
3  30  4.97836e+06
3  31  4.34618e+06
3  32  9.19043e+06
3  33  1.90506e+07
3  34  3.78206e+06
3  35  1.24776e+07
3  36  4.26806e+06
3  37  4.7461e+06
3  38  1.12049e+07
3  39  9.95834e+06
3  40  1.10332e+07
3  41  7.04542e+06
3  42  7.93704e+06
3  43  0
3  44  3.58169e+06
3  45  3.17396e+06
3  46  1.75832e+07
3  47  2.79012e+06
3  48  0
3  49  0
3  50  3.621e+06
3  51  3.03466e+06
3  52  9.83962e+06
3  53  1.3931e+07
3  54  1.26908e+07
3  55  0
3  56  7.18335e+06
3  57  5.67632e+06
3  58  7.28873e+06
3  59  902541
3  60  1.10077e+07
3  61  0
3  62  5.55379e+06
3  63  6.69205e+06
3  64  4.17535e+06
3  65  3.81374e+06
3  66  7.19897e+06
3  67  5.98722e+06
4  0  4.41202e+06
4  1  2.51023e+06
4  2  8.41481e+06
4  3  8.34665e+06
4  4  7.45142e+06
4  5  3.87441e+06
4  6  7.58935e+06
4  7  4.62041e+06
4  8  6.39484e+06
4  9  6.10483e+06
4  10  6.89721e+06
4  11  5.88098e+06
4  12  4.03618e+06
4  13  2.84204e+06
4  14  5.14889e+06
4  15  5.79667e+06
4  16  0
4  17  2.34693e+06
4  18  330773
4  19  5.3534e+06
4  20  1.12558e+07
4  21  8.35091e+06
4  22  2.64059e+06
4  23  2.63387e+06
4  24  6.54953e+06
4  25  9.33065e+06
4  26  3.36027e+06
4  27  2.63527e+06
4  28  0
4  29  6.58532e+06
4  30  0
4  31  3.23325e+06
4  32  9.56609e+06
4  33  7.82728e+06
4  34  9.36354e+06
4  35  1.05577e+07
4  36  7.59386e+06
4  37  6.81803e+06
4  38  1.44526e+06
4  39  1.30805e+07
4  40  2.91692e+06
4  41  7.94928e+06
4  42  9.14327e+06
4  43  7.73623e+06
4  44  6.50409e+06
4  45  4.98609e+06
4  46  1.00289e+07
4  47  1.31428e+07
4  48  1.51372e+07
4  49  1.07066e+07
4  50  5.62398e+06
4  51  9.91349e+06
4  52  0
4  53  1.10425e+07
4  54  5.62555e+06
4  55  5.95838e+06
4  56  7.70507e+06
4  57  3.88739e+06
4  58  635564
4  59  4.68368e+06
4  60  1.23494e+07
4  61  1.05005e+07
4  62  1.20961e+07
4  63  0
4  64  0
4  65  9.52789e+06
4  66  5.78579e+06
4  67  4.69076e+06
5  0  2.4733e+06
5  1  2.53877e+06
5  2  4.82292e+06
5  3  2.68882e+06
5  4  6.35635e+06
5  5  6.57463e+06
5  6  1.05696e+07
5  7  8.42312e+06
5  8  3.97309e+06
5  9  4.71508e+06
5  10  0
5  11  236026
5  12  1.08007e+07
5  13  8.96786e+06
5  14  8.69198e+06
5  15  3.20318e+06
5  16  9.54417e+06
5  17  1.98214e+06
5  18  2.93552e+06
5  19  1.7792e+06
5  20  2.37192e+06
5  21  0
5  22  3.96737e+06
5  23  5.71531e+06
5  24  9.9465e+06
5  25  6.19082e+06
5  26  2.82626e+06
5  27  3.88738e+06
5  28  7.20938e+06
5  29  4.22697e+06
5  30  6.25229e+06
5  31  8.80975e+06
5  32  679986
5  33  7.03769e+06
5  34  3.04784e+06
5  35  8.64622e+06
5  36  9.97541e+06
5  37  0
5  38  3.40414e+06
5  39  9.45299e+06
5  40  4.41221e+06
5  41  4.03412e+06
5  42  1.1898e+07
5  43  2.98712e+06
5  44  8.38751e+06
5  45  0
5  46  1.04146e+07
5  47  5.78475e+06
5  48  6.10011e+06
5  49  1.37521e+07
5  50  0
5  51  1.18489e+07
5  52  1.05513e+07
5  53  944303
5  54  1.53295e+07
5  55  8.75188e+06
5  56  7.05198e+06
5  57  2.63865e+06
5  58  9.6847e+06
5  59  6.91447e+06
5  60  4.69883e+06
5  61  479208
5  62  6.2297e+06
5  63  6.88904e+06
5  64  8.91912e+06
5  65  1.92444e+06
5  66  8.85112e+06
5  67  8.95613e+06
6  0  2.01098e+06
6  1  4.48489e+06
6  2  3.61198e+06
6  3  7.06972e+06
6  4  4.36699e+06
6  5  1.68652e+06
6  6  5.45946e+06
6  7  333866
6  8  7.62187e+06
6  9  6.21793e+06
6  10  3.37151e+06
6  11  2.30073e+06
6  12  3.8098e+06
6  13  5.65069e+06
6  14  4.32855e+06
6  15  5.8315e+06
6  16  3.37294e+06
6  17  4.54534e+06
6  18  6.2459e+06
6  19  4.66875e+06
6  20  8.90332e+06
6  21  4.70362e+06
6  22  8.67859e+06
6  23  0
6  24  4.29271e+06
6  25  4.96103e+06
6  26  6.33012e+06
6  27  1.61901e+06
6  28  7.60766e+06
6  29  7.20106e+06
6  30  3.80961e+06
6  31  0
6  32  1.33628e+07
6  33  3.81649e+06
6  34  4.56294e+06
6  35  9.54342e+06
6  36  1.04028e+07
6  37  6.83405e+06
6  38  1.09197e+06
6  39  0
6  40  0
6  41  6.87652e+06
6  42  0
6  43  7.90144e+06
6  44  6.1433e+06
6  45  3.51578e+06
6  46  1.06074e+07
6  47  1.2974e+07
6  48  0
6  49  1.24437e+07
6  50  3.81965e+06
6  51  0
6  52  7.88243e+06
6  53  2.16448e+06
6  54  1.94848e+07
6  55  4.81509e+06
6  56  2.02473e+06
6  57  4.78666e+06
6  58  1.55736e+07
6  59  6.15974e+06
6  60  5.74714e+06
6  61  8.56984e+06
6  62  1.34393e+07
6  63  9.48744e+06
6  64  5.83686e+06
6  65  4.61476e+06
6  66  8.6955e+06
6  67  4.67832e+06
7  0  1.27969e+07
7  1  1.26512e+07
7  2  4.48344e+06
7  3  5.66163e+06
7  4  1.00112e+07
7  5  4.14738e+06
7  6  1.56082e+06
7  7  1.15161e+07
7  8  1.87018e+06
7  9  6.54534e+06
7  10  1.21704e+07
7  11  6.21749e+06
7  12  765381
7  13  4.37367e+06
7  14  7.4134e+06
7  15  1.03534e+07
7  16  7.90577e+06
7  17  9.31761e+06
7  18  4.18876e+06
7  19  1.14702e+07
7  20  9.19778e+06
7  21  2.93715e+06
7  22  6.97908e+06
7  23  504382
7  24  1.12321e+07
7  25  0
7  26  8.49294e+06
7  27  3.34465e+06
7  28  5.06057e+06
7  29  3.33785e+06
7  30  7.69696e+06
7  31  1.08883e+07
7  32  4.43775e+06
7  33  1.39863e+07
7  34  7.03371e+06
7  35  0
7  36  4.64598e+06
7  37  5.01878e+06
7  38  9.45561e+06
7  39  9.85954e+06
7  40  1.24309e+07
7  41  1.03836e+07
7  42  5.93553e+06
7  43  2.80738e+06
7  44  8.54792e+06
7  45  8.74964e+06
7  46  1.16423e+07
7  47  0
7  48  0
7  49  0
7  50  863585
7  51  6.66804e+06
7  52  916116
7  53  1.10488e+07
7  54  1.22191e+07
7  55  9.43879e+06
7  56  4.99548e+06
7  57  0
7  58  1.06007e+07
7  59  1.58292e+07
7  60  5.68757e+06
7  61  2.18782e+06
7  62  2.12227e+06
7  63  1.21747e+07
7  64  6.95076e+06
7  65  3.9302e+06
7  66  5.92683e+06
7  67  4.54897e+06
8  0  6.06996e+06
8  1  6.91426e+06
8  2  4.866e+06
8  3  3.84163e+06
8  4  1.01811e+07
8  5  7.92112e+06
8  6  4.78035e+06
8  7  7.44867e+06
8  8  3.72452e+06
8  9  6.30189e+06
8  10  4.15119e+06
8  11  1.16082e+06
8  12  5.50589e+06
8  13  3.57817e+06
8  14  3.2201e+06
8  15  4.40293e+06
8  16  5.41909e+06
8  17  1.57182e+06
8  18  0
8  19  4.77447e+06
8  20  9.21314e+06
8  21  2.42403e+06
8  22  4.57386e+06
8  23  3.98849e+06
8  24  5.97338e+06
8  25  6.90837e+06
8  26  8.26577e+06
8  27  0
8  28  2.82804e+06
8  29  1.0699e+07
8  30  5.90555e+06
8  31  8.46874e+06
8  32  7.09915e+06
8  33  6.70981e+06
8  34  1.35307e+07
8  35  1.38595e+07
8  36  6.03046e+06
8  37  0
8  38  1.45989e+07
8  39  8.09392e+06
8  40  1.53754e+07
8  41  5.74283e+06
8  42  514783
8  43  1.55208e+07
8  44  2.29546e+07
8  45  8.23801e+06
8  46  5.3099e+06
8  47  3.55278e+06
8  48  0
8  49  1.14878e+07
8  50  4.33656e+06
8  51  7.30456e+06
8  52  7.74755e+06
8  53  6.77252e+06
8  54  4.90528e+06
8  55  1.31861e+07
8  56  1.58244e+07
8  57  0
8  58  7.28695e+06
8  59  7.11696e+06
8  60  5.60868e+06
8  61  0
8  62  1.18945e+07
8  63  5.4691e+06
8  64  6.50287e+06
8  65  0
8  66  1.02467e+07
8  67  8.78954e+06
9  0  5.53514e+06
9  1  1.20293e+07
9  2  3.11168e+06
9  3  5.01325e+06
9  4  3.8623e+06
9  5  5.30641e+06
9  6  36965.6
9  7  2.50644e+06
9  8  4.99508e+06
9  9  2.12509e+06
9  10  3.48172e+06
9  11  6.07245e+06
9  12  7.52909e+06
9  13  3.29932e+06
9  14  5.64143e+06
9  15  8.8176e+06
9  16  0
9  17  1.9554e+06
9  18  0
9  19  223099
9  20  1.10511e+07
9  21  3.95442e+06
9  22  9.71784e+06
9  23  8.55196e+06
9  24  1.08983e+07
9  25  2.0299e+06
9  26  0
9  27  0
9  28  1.12287e+07
9  29  9.06355e+06
9  30  4.86562e+06
9  31  8.32328e+06
9  32  2.57543e+06
9  33  1.74111e+07
9  34  5.37835e+06
9  35  8.07552e+06
9  36  7.46294e+06
9  37  8.88459e+06
9  38  5.31186e+06
9  39  0
9  40  5.62746e+06
9  41  9.81808e+06
9  42  1.59423e+07
9  43  3.83783e+06
9  44  8.7638e+06
9  45  0
9  46  645353
9  47  5.712e+06
9  48  1.25021e+07
9  49  3.49422e+06
9  50  5.74078e+06
9  51  8.26632e+06
9  52  1.38664e+07
9  53  1.08613e+07
9  54  1.60755e+07
9  55  7.94862e+06
9  56  6.22793e+06
9  57  8.07425e+06
9  58  1.36022e+07
9  59  7.24138e+06
9  60  8.83923e+06
9  61  8.20451e+06
9  62  8.62405e+06
9  63  4.86252e+06
9  64  5.42177e+06
9  65  1.15583e+07
9  66  7.20528e+06
9  67  752446
10  0  3.00252e+06
10  1  1.89936e+06
10  2  4.30905e+06
10  3  2.73915e+06
10  4  489527
10  5  6.48573e+06
10  6  2.52144e+06
10  7  226855
10  8  7.06271e+06
10  9  9.33159e+06
10  10  1.49411e+06
10  11  3.18265e+06
10  12  3.89884e+06
10  13  5.15622e+06
10  14  0
10  15  0
10  16  4.43377e+06
10  17  4.42999e+06
10  18  6.75518e+06
10  19  5.06842e+06
10  20  2.98564e+06
10  21  4.37354e+06
10  22  3.46126e+06
10  23  3.39898e+06
10  24  7.38378e+06
10  25  6.37559e+06
10  26  1.078e+07
10  27  7.26765e+06
10  28  4.83822e+06
10  29  7.88648e+06
10  30  6.22129e+06
10  31  1.52609e+07
10  32  1.28769e+07
10  33  1.71905e+07
10  34  6.55111e+06
10  35  9.52834e+06
10  36  6.59906e+06
10  37  0
10  38  1.19931e+07
10  39  0
10  40  0
10  41  9.32595e+06
10  42  1.18501e+07
10  43  1.25859e+07
10  44  2.94963e+06
10  45  4.17134e+06
10  46  3.35628e+06
10  47  1.81312e+06
10  48  0
10  49  2.60331e+06
10  50  1.12313e+07
10  51  7.21343e+06
10  52  8.78758e+06
10  53  1.9639e+06
10  54  1.6975e+07
10  55  7.31473e+06
10  56  4.97792e+06
10  57  2.45169e+06
10  58  1.1371e+07
10  59  1.64638e+07
10  60  5.46105e+06
10  61  8.7145e+06
10  62  5.66487e+06
10  63  6.07004e+06
10  64  3.92747e+06
10  65  1.49149e+07
10  66  2.01703e+06
10  67  1.66586e+06
11  0  4.44125e+06
11  1  7.75864e+06
11  2  1.31571e+06
11  3  7.9704e+06
11  4  5.79464e+06
11  5  1.19028e+07
11  6  6.47308e+06
11  7  4.55336e+06
11  8  3.69736e+06
11  9  4.02283e+06
11  10  1.5253e+06
11  11  4.27734e+06
11  12  4.87284e+06
11  13  1.08602e+07
11  14  7.52242e+06
11  15  2.30316e+06
11  16  486758
11  17  0
11  18  4.1573e+06
11  19  1.0905e+07
11  20  6.35749e+06
11  21  4.4699e+06
11  22  5.78643e+06
11  23  4.43326e+06
11  24  6.56554e+06
11  25  0
11  26  3.68874e+06
11  27  2.70485e+06
11  28  5.38272e+06
11  29  3.08657e+06
11  30  1.20805e+07
11  31  305531
11  32  1.32115e+07
11  33  8.19115e+06
11  34  5.51118e+06
11  35  0
11  36  3.65407e+06
11  37  9.87737e+06
11  38  1.145e+07
11  39  0
11  40  669244
11  41  3.50987e+06
11  42  7.82331e+06
11  43  4.69556e+06
11  44  8.59827e+06
11  45  2.45195e+06
11  46  8.94707e+06
11  47  1.07875e+07
11  48  3.64048e+06
11  49  1.44905e+07
11  50  0
11  51  8.28455e+06
11  52  6.28717e+06
11  53  670131
11  54  1.72083e+07
11  55  1.26105e+07
11  56  5.16414e+06
11  57  1.11399e+07
11  58  8.45448e+06
11  59  1.00761e+07
11  60  1.30924e+06
11  61  4.31595e+06
11  62  9.30339e+06
11  63  6.28402e+06
11  64  4.41604e+06
11  65  3.10033e+06
11  66  4.32688e+06
11  67  4.025e+06
12  0  2.73121e+06
12  1  3.17036e+06
12  2  3.62103e+06
12  3  681312
12  4  6.70683e+06
12  5  4.22564e+06
12  6  6.41782e+06
12  7  3.95529e+06
12  8  1.35262e+07
12  9  7.6238e+06
12  10  6.94743e+06
12  11  0
12  12  5.22077e+06
12  13  9.25451e+06
12  14  0
12  15  5.00238e+06
12  16  6.53875e+06
12  17  4.99736e+06
12  18  5.88694e+06
12  19  0
12  20  0
12  21  5.36045e+06
12  22  0
12  23  0
12  24  0
12  25  0
12  26  97652.1
12  27  9.87807e+06
12  28  1.10787e+07
12  29  1.27742e+07
12  30  8.76947e+06
12  31  4.59492e+06
12  32  1.34577e+07
12  33  6.3341e+06
12  34  2.59244e+06
12  35  5.06235e+06
12  36  1.12477e+07
12  37  0
12  38  2.55311e+06
12  39  0
12  40  1.40174e+07
12  41  1.21854e+07
12  42  2.69899e+06
12  43  1.55122e+07
12  44  1.33876e+07
12  45  1.41571e+07
12  46  5.28175e+06
12  47  1.36822e+06
12  48  4.17863e+06
12  49  6.61592e+06
12  50  1.96664e+06
12  51  0
12  52  6.17782e+06
12  53  1.0167e+07
12  54  3.00304e+06
12  55  1.1606e+07
12  56  8.68121e+06
12  57  1.46554e+06
12  58  1.37869e+07
12  59  1.00629e+07
12  60  6.09171e+06
12  61  7.57174e+06
12  62  9.4994e+06
12  63  1.09399e+07
12  64  1.1581e+07
12  65  6.78327e+06
12  66  3.78499e+06
12  67  6.69693e+06
13  0  4.99704e+06
13  1  2.18246e+06
13  2  5.29153e+06
13  3  4.61365e+06
13  4  8.64889e+06
13  5  2.78536e+06
13  6  3.7777e+06
13  7  3.64806e+06
13  8  1.55878e+06
13  9  1.4388e+06
13  10  6.68989e+06
13  11  4.24416e+06
13  12  1.02103e+07
13  13  2.83613e+06
13  14  1.54617e+07
13  15  0
13  16  3.70283e+06
13  17  6.38689e+06
13  18  3.55514e+06
13  19  3.82242e+06
13  20  9.29e+06
13  21  2.4057e+06
13  22  8.34373e+06
13  23  0
13  24  6.32422e+06
13  25  1.76033e+06
13  26  0
13  27  0
13  28  7.15585e+06
13  29  5.76329e+06
13  30  1.02141e+07
13  31  7.95312e+06
13  32  1.73509e+07
13  33  9.33661e+06
13  34  1.01091e+07
13  35  1.1899e+07
13  36  3.81185e+06
13  37  9.08388e+06
13  38  9.40488e+06
13  39  1.21149e+07
13  40  8.67314e+06
13  41  5.59153e+06
13  42  8.91462e+06
13  43  6.24575e+06
13  44  1.4053e+07
13  45  0
13  46  3.12438e+06
13  47  0
13  48  8.88724e+06
13  49  1.32474e+07
13  50  0
13  51  9.46833e+06
13  52  6.63686e+06
13  53  1.82358e+06
13  54  0
13  55  6.30914e+06
13  56  2.59281e+06
13  57  1.37075e+07
13  58  0
13  59  9.63733e+06
13  60  4.72694e+06
13  61  5.41542e+06
13  62  7.48347e+06
13  63  1.13781e+07
13  64  3.97699e+06
13  65  4.8427e+06
13  66  1.19714e+07
13  67  0
14  0  8.92854e+06
14  1  0
14  2  5.77347e+06
14  3  1.27397e+07
14  4  3.6443e+06
14  5  0
14  6  7.19682e+06
14  7  274884
14  8  4.73338e+06
14  9  1.06117e+07
14  10  2.23032e+06
14  11  0
14  12  8.44767e+06
14  13  3.7088e+06
14  14  7.55902e+06
14  15  4.09445e+06
14  16  5.29196e+06
14  17  4.19137e+06
14  18  4.41395e+06
14  19  6.08499e+06
14  20  7.56379e+06
14  21  1.79205e+06
14  22  6.44487e+06
14  23  1.17083e+07
14  24  409615
14  25  1.38609e+07
14  26  9.94417e+06
14  27  5.90236e+06
14  28  6.09537e+06
14  29  7.85178e+06
14  30  7.85603e+06
14  31  0
14  32  1.90562e+07
14  33  1.3778e+07
14  34  1.35317e+07
14  35  1.23746e+07
14  36  1.34037e+07
14  37  7.31459e+06
14  38  6.70312e+06
14  39  1.07031e+07
14  40  1.69874e+07
14  41  1.16195e+06
14  42  9.69875e+06
14  43  1.53428e+07
14  44  0
14  45  4.2183e+06
14  46  6.72363e+06
14  47  1.14082e+07
14  48  0
14  49  0
14  50  6.73719e+06
14  51  1.10786e+07
14  52  1.01204e+07
14  53  1.35342e+06
14  54  1.7247e+06
14  55  5.91853e+06
14  56  7.87004e+06
14  57  1.24084e+07
14  58  4.76151e+06
14  59  4.05346e+06
14  60  0
14  61  1.42161e+07
14  62  1.13967e+07
14  63  4.84257e+06
14  64  8.83883e+06
14  65  4.9059e+06
14  66  6.47591e+06
14  67  7.73297e+06
15  0  4.32972e+06
15  1  3.62522e+06
15  2  9.37886e+06
15  3  4.39148e+06
15  4  4.8852e+06
15  5  8.87693e+06
15  6  4.12e+06
15  7  6.44701e+06
15  8  0
15  9  0
15  10  5.44323e+06
15  11  6.6442e+06
15  12  1.17495e+07
15  13  1.17581e+07
15  14  3.6918e+06
15  15  1.09509e+07
15  16  1.91831e+07
15  17  0
15  18  6.48509e+06
15  19  1.5803e+07
15  20  0
15  21  3.94561e+06
15  22  1.36875e+07
15  23  9.24984e+06
15  24  2.8844e+06
15  25  4.62197e+06
15  26  7.9474e+06
15  27  3.29705e+06
15  28  1.9802e+07
15  29  0
15  30  6.97235e+06
15  31  4.6647e+06
15  32  0
15  33  1.7029e+07
15  34  1.18174e+07
15  35  1.10702e+07
15  36  6.70055e+06
15  37  8.50456e+06
15  38  1.27542e+07
15  39  1.14001e+07
15  40  1.45315e+06
15  41  9.65004e+06
15  42  4.04991e+06
15  43  1.41637e+07
15  44  3.75409e+06
15  45  6.74906e+06
15  46  0
15  47  1.04223e+07
15  48  8.18112e+06
15  49  8.877e+06
15  50  1.5279e+06
15  51  2.79216e+06
15  52  4.39235e+06
15  53  1.00704e+06
15  54  3.44236e+06
15  55  1.11208e+07
15  56  1.3592e+07
15  57  1.12073e+07
15  58  3.48429e+06
15  59  0
15  60  8.11857e+06
15  61  7.7029e+06
15  62  1.13581e+07
15  63  8.46144e+06
15  64  7.09526e+06
15  65  1.05599e+07
15  66  492502
15  67  0
16  0  0
16  1  2.35234e+06
16  2  4.99499e+06
16  3  4.4779e+06
16  4  5.20283e+06
16  5  8.51099e+06
16  6  3.81593e+06
16  7  0
16  8  7.97624e+06
16  9  6.16715e+06
16  10  1.1365e+07
16  11  2.71995e+06
16  12  2.54316e+06
16  13  1.03929e+07
16  14  4.13688e+06
16  15  3.35407e+06
16  16  9.79037e+06
16  17  2.61139e+06
16  18  9.05026e+06
16  19  2.24093e+06
16  20  1.31992e+06
16  21  6.55032e+06
16  22  1.33619e+07
16  23  7.76848e+06
16  24  1.15579e+07
16  25  1.08699e+07
16  26  0
16  27  3.91585e+06
16  28  9.77236e+06
16  29  0
16  30  6.63955e+06
16  31  0
16  32  8.43816e+06
16  33  1.0553e+07
16  34  1.75524e+07
16  35  9.03861e+06
16  36  8.60921e+06
16  37  7.45873e+06
16  38  0
16  39  3.39553e+06
16  40  1.19251e+07
16  41  7.07794e+06
16  42  1.43153e+07
16  43  0
16  44  1.43092e+07
16  45  9.79692e+06
16  46  0
16  47  7.41961e+06
16  48  9.20194e+06
16  49  2.44393e+06
16  50  9.57313e+06
16  51  1.36576e+07
16  52  1.17132e+07
16  53  6.68533e+06
16  54  1.47643e+07
16  55  1.01151e+07
16  56  1.39528e+07
16  57  1.04054e+07
16  58  7.77081e+06
16  59  867138
16  60  5.62788e+06
16  61  9.23124e+06
16  62  4.26866e+06
16  63  0
16  64  8.10922e+06
16  65  8.10382e+06
16  66  0
16  67  6.17321e+06
17  0  0
17  1  9.75289e+06
17  2  0
17  3  3.76269e+06
17  4  4.50656e+06
17  5  2.53501e+06
17  6  5.43559e+06
17  7  8.68752e+06
17  8  3.54831e+06
17  9  5.70524e+06
17  10  8.12701e+06
17  11  0
17  12  2.59888e+06
17  13  7.31518e+06
17  14  8.41288e+06
17  15  2.55944e+06
17  16  0
17  17  5.91445e+06
17  18  5.59528e+06
17  19  7.97243e+06
17  20  1.20779e+07
17  21  0
17  22  5.1243e+06
17  23  3.62243e+06
17  24  0
17  25  0
17  26  3.74782e+06
17  27  5.37369e+06
17  28  836859
17  29  4.82046e+06
17  30  8.24007e+06
17  31  0
17  32  2.08612e+07
17  33  1.952e+07
17  34  1.385e+07
17  35  0
17  36  1.55378e+07
17  37  8.87262e+06
17  38  1.43948e+07
17  39  7.45273e+06
17  40  3.96434e+06
17  41  9.89693e+06
17  42  0
17  43  0
17  44  0
17  45  1.36546e+06
17  46  7.11315e+06
17  47  4.09635e+06
17  48  2.13324e+06
17  49  4.64112e+06
17  50  7.86368e+06
17  51  6.72529e+06
17  52  0
17  53  7.02249e+06
17  54  1.17388e+07
17  55  9.09964e+06
17  56  7.40772e+06
17  57  8.16853e+06
17  58  689791
17  59  1.04279e+06
17  60  1.18073e+07
17  61  8.21429e+06
17  62  7.32326e+06
17  63  5.05406e+06
17  64  8.89659e+06
17  65  0
17  66  4.87409e+06
17  67  4.26374e+06
18  0  3.94605e+06
18  1  8.34318e+06
18  2  2.68641e+06
18  3  8.01361e+06
18  4  1.22925e+07
18  5  2.83074e+06
18  6  2.456e+06
18  7  3.53597e+06
18  8  6.15761e+06
18  9  7.95692e+06
18  10  6.16787e+06
18  11  1.25194e+07
18  12  8.16339e+06
18  13  4.1103e+06
18  14  424958
18  15  7.42475e+06
18  16  1.41266e+07
18  17  8.24335e+06
