row  column  (images_1_region2.edf P-K*images_1_region2.edf Ar-K**2.3)
23  61  1.41372e+06
23  62  0
23  63  0
23  64  0
23  65  0
23  66  0
23  67  0
24  0  0
24  1  0
24  2  0
24  3  0
24  4  0
24  5  0
24  6  0
24  7  2.26962e+06
24  8  3.9241e+06
24  9  1.67236e+06
24  10  5.80889e+06
24  11  3.5424e+06
24  12  3.48077e+06
24  13  8.93341e+06
24  14  2.05849e+06
24  15  0
24  16  2.28804e+06
24  17  3.76347e+06
24  18  5.23716e+06
24  19  3.43856e+06
24  20  5.0387e+06
24  21  4.10535e+06
24  22  1.71554e+06
24  23  0
24  24  0
24  25  1.6571e+06
24  26  4.21063e+06
24  27  0
24  28  5.01564e+06
24  29  0
24  30  0
24  31  155249
24  32  1.83015e+06
24  33  0
24  34  4.96999e+06
24  35  4.53795e+06
24  36  0
24  37  2.1906e+06
24  38  883621
24  39  2.83272e+06
24  40  0
24  41  5.16015e+06
24  42  0
24  43  1.69272e+06
24  44  1.53267e+06
24  45  1.3108e+06
24  46  1.36252e+06
24  47  3.95258e+06
24  48  5.95334e+06
24  49  8.73417e+06
24  50  0
24  51  4.00061e+06
24  52  0
24  53  0
24  54  5.41162e+06
24  55  1.07593e+06
24  56  2.12872e+06
24  57  1.33753e+06
24  58  0
24  59  348903
24  60  0
24  61  0
24  62  108491
24  63  0
24  64  1.56614e+06
24  65  0
24  66  0
24  67  0
25  0  0
25  1  151722
25  2  0
25  3  1.69198e+06
25  4  0
25  5  0
25  6  250151
25  7  1.25289e+06
25  8  3.12872e+06
25  9  4.85862e+06
25  10  1.14702e+06
25  11  2.57913e+06
25  12  0
25  13  6.51463e+06
25  14  6.04352e+06
25  15  4.35776e+06
25  16  0
25  17  9.41055e+06
25  18  3.68029e+06
25  19  2.3726e+06
25  20  4.23022e+06
25  21  5.52761e+06
25  22  2.86187e+06
25  23  169292
25  24  1.14893e+06
25  25  2.49059e+06
25  26  1.66527e+06
25  27  2.37455e+06
25  28  0
25  29  0
25  30  1.29794e+06
25  31  2.1723e+06
25  32  0
25  33  2.07476e+06
25  34  2.57311e+06
25  35  3.25028e+06
25  36  0
25  37  0
25  38  1.69061e+06
25  39  889861
25  40  2.64346e+06
25  41  990021
25  42  0
25  43  2.51047e+06
25  44  940634
25  45  1.25081e+06
25  46  5.60305e+06
25  47  6.19216e+06
25  48  1.17062e+06
25  49  3.97598e+06
25  50  4.54088e+06
25  51  3.03213e+06
25  52  2.74343e+06
25  53  2.04512e+06
25  54  3.01203e+06
25  55  0
25  56  780635
25  57  2.51306e+06
25  58  0
25  59  0
25  60  2.44131e+06
25  61  16206.2
25  62  968719
25  63  0
25  64  0
25  65  0
25  66  0
25  67  0
26  0  220221
26  1  624394
26  2  0
26  3  231734
26  4  0
26  5  0
26  6  0
26  7  5.43287e+06
26  8  7.63589e+06
26  9  5.29971e+06
26  10  523804
26  11  3.05147e+06
26  12  4.17902e+06
26  13  3.86173e+06
26  14  7.5155e+06
26  15  3.76089e+06
26  16  4.5776e+06
26  17  5.27933e+06
26  18  2.79702e+06
26  19  2.27777e+06
26  20  2.42661e+06
26  21  957281
26  22  0
26  23  2.14081e+06
26  24  6.20899e+06
26  25  5.86902e+06
26  26  0
26  27  1.64337e+06
26  28  1.79241e+06
26  29  2.67633e+06
26  30  2.96033e+06
26  31  0
26  32  825476
26  33  435503
26  34  0
26  35  1.70203e+06
26  36  0
26  37  21550.8
26  38  776082
26  39  1.70211e+06
26  40  2.84456e+06
26  41  1.00324e+06
26  42  592437
26  43  1.24476e+06
26  44  5.81254e+06
26  45  1.35188e+06
26  46  1.8865e+06
26  47  2.64937e+06
26  48  4.15192e+06
26  49  0
26  50  716470
26  51  7.16211e+06
26  52  0
26  53  4.06135e+06
26  54  0
26  55  0
26  56  0
26  57  2.36776e+06
26  58  0
26  59  0
26  60  0
26  61  1.31863e+06
26  62  0
26  63  0
26  64  289783
26  65  0
26  66  0
26  67  0
27  0  53978.3
27  1  0
27  2  382856
27  3  765207
27  4  0
27  5  0
27  6  947628
27  7  1.60688e+06
27  8  8.49198e+06
27  9  5.40265e+06
27  10  1.61393e+06
27  11  8.698e+06
27  12  1.89156e+06
27  13  0
27  14  1.19511e+06
27  15  60325.6
27  16  5.04965e+06
27  17  2.99796e+06
27  18  3.29481e+06
27  19  1.00616e+06
27  20  5.37321e+06
27  21  6.68683e+06
27  22  1.56337e+06
27  23  3.98319e+06
27  24  2.14467e+06
27  25  5.03716e+06
27  26  1.72415e+06
27  27  1.04656e+06
27  28  0
27  29  0
27  30  0
27  31  482928
27  32  337979
27  33  0
27  34  0
27  35  0
27  36  667914
27  37  2.59889e+06
27  38  1.47765e+06
27  39  409063
27  40  6.41855e+06
27  41  1.27983e+06
27  42  3.79319e+06
27  43  3.79371e+06
27  44  836812
27  45  2.61663e+06
27  46  1.70702e+06
27  47  5.57284e+06
27  48  1.9595e+06
27  49  2.75924e+06
27  50  2.19321e+06
27  51  0
27  52  0
27  53  347686
27  54  0
27  55  820718
27  56  1.7e+06
27  57  0
27  58  0
27  59  0
27  60  0
27  61  572971
27  62  0
27  63  1320.95
27  64  0
27  65  0
27  66  1.39966e+06
27  67  0
28  0  1.08528e+06
28  1  2.067e+06
28  2  3.45379e+06
28  3  372666
28  4  1.13308e+06
28  5  92070.5
28  6  4.33361e+06
28  7  6.30993e+06
28  8  6.53056e+06
28  9  7.35143e+06
28  10  6.21061e+06
28  11  1.72556e+06
28  12  3.85277e+06
28  13  6.51077e+06
28  14  3.52751e+06
28  15  3.09901e+06
28  16  334681
28  17  5.53321e+06
28  18  7.10471e+06
28  19  8.4939e+06
28  20  0
28  21  0
28  22  0
28  23  0
28  24  3.24173e+06
28  25  0
28  26  672036
28  27  4.94975e+06
28  28  2.55509e+06
28  29  0
28  30  0
28  31  1.44848e+06
28  32  4.41863e+06
28  33  4.61528e+06
28  34  0
28  35  0
28  36  1.16588e+06
28  37  590356
28  38  3.11709e+06
28  39  468117
28  40  2.54868e+06
28  41  0
28  42  674656
28  43  0
28  44  0
28  45  4.15892e+06
28  46  2.67168e+06
28  47  4.71433e+06
28  48  1.46206e+06
28  49  2.13879e+06
28  50  3.89298e+06
28  51  259428
28  52  3.00462e+06
28  53  63033
28  54  0
28  55  4.40062e+06
28  56  0
28  57  0
28  58  0
28  59  0
28  60  0
28  61  0
28  62  0
28  63  0
28  64  253626
28  65  0
28  66  0
28  67  0
29  0  0
29  1  0
29  2  4.76101e+06
29  3  2.54932e+06
29  4  0
29  5  785241
29  6  1.71643e+06
29  7  833745
29  8  6.81546e+06
29  9  3.19824e+06
29  10  6.19436e+06
29  11  5.98541e+06
29  12  7.95863e+06
29  13  6.73193e+06
29  14  5.31632e+06
29  15  2.1958e+06
29  16  750463
29  17  1.1273e+06
29  18  0
29  19  2.24556e+06
29  20  4.79961e+06
29  21  0
29  22  5.89669e+06
29  23  1.87864e+06
29  24  2.33523e+06
29  25  3.45714e+06
29  26  3.97019e+06
29  27  0
29  28  3.16007e+06
29  29  3.53029e+06
29  30  0
29  31  5.55856e+06
29  32  539668
29  33  2.08647e+06
29  34  2.80806e+06
29  35  1.01272e+06
29  36  1.99182e+06
29  37  1.40588e+06
29  38  1.62235e+06
29  39  0
29  40  4.84993e+06
29  41  2.86807e+06
29  42  2.06624e+06
29  43  826402
29  44  2.0665e+06
29  45  1.79306e+06
29  46  6.85702e+06
29  47  4.73014e+06
29  48  0
29  49  0
29  50  0
29  51  705897
29  52  889241
29  53  1.79388e+06
29  54  0
29  55  0
29  56  1.80282e+06
29  57  0
29  58  0
29  59  0
29  60  0
29  61  0
29  62  0
29  63  2.46664e+06
29  64  546462
29  65  0
29  66  0
29  67  0
30  0  935216
30  1  3.22151e+06
30  2  1.43699e+06
30  3  2.4993e+06
30  4  0
30  5  0
30  6  224671
30  7  1.12457e+07
30  8  6.0184e+06
30  9  2.80794e+06
30  10  1.0408e+07
30  11  5.75273e+06
30  12  4.52006e+06
30  13  6.54426e+06
30  14  644189
30  15  3.3083e+06
30  16  6.03611e+06
30  17  269547
30  18  0
30  19  7.07681e+06
30  20  3.33501e+06
30  21  1.95669e+06
30  22  1.89182e+06
30  23  411112
30  24  590989
30  25  2.49508e+06
30  26  0
30  27  0
30  28  5.94786e+06
30  29  2.74279e+06
30  30  0
30  31  3.63165e+06
30  32  0
30  33  4.03945e+06
30  34  873984
30  35  1.99885e+06
30  36  1.24926e+06
30  37  0
30  38  1.18831e+06
30  39  3.27701e+06
30  40  1.93539e+06
30  41  1.69227e+06
30  42  1.75312e+06
30  43  2.30953e+06
30  44  5.0746e+06
30  45  2.24458e+06
30  46  5.79216e+06
30  47  0
30  48  725183
30  49  667447
30  50  631481
30  51  0
30  52  2.61482e+06
30  53  1.64628e+06
30  54  0
30  55  0
30  56  2.99056e+06
30  57  0
30  58  0
30  59  0
30  60  1.17218e+06
30  61  0
30  62  0
30  63  0
30  64  0
30  65  0
30  66  0
30  67  0
31  0  1.78357e+06
31  1  0
31  2  0
31  3  2.69622e+06
31  4  189133
31  5  2.87906e+06
31  6  3.15412e+06
31  7  3.74938e+06
31  8  4.91205e+06
31  9  6.42177e+06
31  10  5.8331e+06
31  11  5.29551e+06
31  12  4.18024e+06
31  13  5.4144e+06
31  14  1.0975e+06
31  15  4.55343e+06
31  16  0
31  17  3.50473e+06
31  18  6.18358e+06
31  19  314706
31  20  5.80123e+06
31  21  207833
31  22  2.83166e+06
31  23  1.45959e+06
31  24  3.53022e+06
31  25  0
31  26  0
31  27  0
31  28  0
31  29  992117
31  30  0
31  31  0
31  32  1.33062e+06
31  33  0
31  34  0
31  35  1.84663e+06
31  36  1.57179e+06
31  37  2.37667e+06
31  38  1.53368e+06
31  39  349347
31  40  0
31  41  3.68395e+06
31  42  0
31  43  1.6748e+06
31  44  0
31  45  0
31  46  0
31  47  1.95472e+06
31  48  1.17244e+06
31  49  1.39297e+06
31  50  218599
31  51  1.8619e+06
31  52  817936
31  53  179707
31  54  1.0031e+06
31  55  0
31  56  0
31  57  0
31  58  653188
31  59  0
31  60  0
31  61  3.23954e+06
31  62  0
31  63  0
31  64  0
31  65  0
31  66  0
31  67  1.89014e+06
32  0  3.41206e+06
32  1  1.81577e+06
32  2  0
32  3  4.99995e+06
32  4  730056
32  5  0
32  6  2.73256e+06
32  7  4.13219e+06
32  8  1.55129e+07
32  9  0
32  10  7.77723e+06
32  11  8.23745e+06
32  12  8.26104e+06
32  13  1.22901e+06
32  14  6.28605e+06
32  15  5.55415e+06
32  16  1.26427e+06
32  17  6.22639e+06
32  18  0
32  19  1.88013e+06
32  20  1.08085e+06
32  21  1.66018e+06
32  22  0
32  23  125344
32  24  1.61037e+06
32  25  4.75024e+06
32  26  1.66618e+06
32  27  6.84306e+06
32  28  4.21471e+06
32  29  2.30047e+06
32  30  0
32  31  1.22608e+06
32  32  0
32  33  0
32  34  485999
32  35  2.11001e+06
32  36  0
32  37  1.64662e+06
32  38  6.41427e+06
32  39  799335
32  40  0
32  41  3.52915e+06
32  42  0
32  43  4.62856e+06
32  44  600346
32  45  1.7575e+06
32  46  332194
32  47  2.28458e+06
32  48  0
32  49  2.57423e+06
32  50  0
32  51  0
32  52  1.88208e+06
32  53  174471
32  54  0
32  55  0
32  56  0
32  57  0
32  58  620406
32  59  0
32  60  0
32  61  0
32  62  0
32  63  0
32  64  0
32  65  0
32  66  0
32  67  1.0042e+06
33  0  0
33  1  273229
33  2  1.77911e+06
33  3  1.77338e+06
33  4  838379
33  5  332833
33  6  4.86576e+06
33  7  3.28048e+06
33  8  9.23519e+06
33  9  9.82431e+06
33  10  5.92607e+06
33  11  3.03881e+06
33  12  4.57566e+06
33  13  1.0868e+06
33  14  4.36977e+06
33  15  4.29307e+06
33  16  3.73111e+06
33  17  6.1747e+06
33  18  29139.3
33  19  3.84043e+06
33  20  630007
33  21  931429
33  22  4.27861e+06
33  23  1.43148e+06
33  24  930784
33  25  5.41456e+06
33  26  4.21557e+06
33  27  0
33  28  3.45503e+06
33  29  395023
33  30  0
33  31  0
33  32  0
33  33  0
33  34  6.16632e+06
33  35  232360
33  36  0
33  37  522428
33  38  0
33  39  3.22217e+06
33  40  3.71804e+06
33  41  2.68374e+06
33  42  0
33  43  4.59681e+06
33  44  3.64141e+06
33  45  3.66304e+06
33  46  1.889e+06
33  47  0
33  48  97961.4
33  49  0
33  50  1.6099e+06
33  51  0
33  52  1.21011e+06
33  53  0
33  54  0
33  55  1.90736e+06
33  56  0
33  57  0
33  58  0
33  59  441740
33  60  0
33  61  0
33  62  0
33  63  0
33  64  0
33  65  0
33  66  0
33  67  0
34  0  310641
34  1  0
34  2  2.06088e+06
34  3  1.99054e+06
34  4  8.60756e+06
34  5  6.4382e+06
34  6  4.74595e+06
34  7  6.51506e+06
34  8  9.54777e+06
34  9  1.00054e+07
34  10  1.1087e+07
34  11  9.28631e+06
34  12  2.77512e+06
34  13  153720
34  14  5.57222e+06
34  15  4.37301e+06
34  16  2.40316e+06
34  17  3.17668e+06
34  18  0
34  19  5.33235e+06
34  20  0
34  21  0
34  22  1.1529e+06
34  23  2.16026e+06
34  24  4.72519e+06
34  25  2.25718e+06
34  26  533389
34  27  0
34  28  3.56596e+06
34  29  3.88165e+06
34  30  4.99474e+06
34  31  4.58316e+06
34  32  139236
34  33  0
34  34  0
34  35  0
34  36  2.01382e+06
34  37  1.97725e+06
34  38  775434
34  39  0
34  40  0
34  41  2.32653e+06
34  42  2.5787e+06
34  43  0
34  44  423400
34  45  0
34  46  113747
34  47  0
34  48  1.17292e+06
34  49  3.12898e+06
34  50  0
34  51  0
34  52  2.79047e+06
34  53  0
34  54  1.54122e+06
34  55  0
34  56  0
34  57  118933
34  58  485878
34  59  0
34  60  0
34  61  0
34  62  0
34  63  1.08338e+06
34  64  0
34  65  0
34  66  0
34  67  1.69303e+06
35  0  978467
35  1  260357
35  2  5.2379e+06
35  3  0
35  4  1.86051e+06
35  5  3.63454e+06
35  6  1.00873e+07
35  7  7.37169e+06
35  8  9.51092e+06
35  9  1.03681e+07
35  10  1.88368e+07
35  11  9.10455e+06
35  12  7.35514e+06
35  13  1.95955e+06
35  14  8.87945e+06
35  15  7.32742e+06
35  16  3.56853e+06
35  17  1.73038e+06
35  18  619679
35  19  987244
35  20  5.4566e+06
35  21  3.95805e+06
35  22  274506
35  23  0
35  24  5.70132e+06
35  25  825286
35  26  2.9444e+06
35  27  3.25908e+06
35  28  2.49645e+06
35  29  2.35136e+06
35  30  2.15756e+06
35  31  2.85666e+06
35  32  0
35  33  280633
35  34  219920
35  35  3.17738e+06
35  36  2.89417e+06
35  37  463215
35  38  0
35  39  595123
35  40  2.1703e+06
35  41  0
35  42  3.46169e+06
35  43  3.70183e+06
35  44  340119
35  45  0
35  46  0
35  47  2.82576e+06
35  48  3.33417e+06
35  49  0
35  50  0
35  51  0
35  52  3.17471e+06
35  53  0
35  54  0
35  55  0
35  56  0
35  57  0
35  58  458989
35  59  0
35  60  0
35  61  0
35  62  0
35  63  0
35  64  0
35  65  626344
35  66  0
35  67  0
36  0  3.60215e+06
36  1  0
36  2  4.75582e+06
36  3  2.55014e+06
36  4  4.87796e+06
36  5  2.99664e+06
36  6  5.90452e+06
36  7  7.38494e+06
36  8  5.87435e+06
36  9  1.4109e+07
36  10  1.12101e+07
36  11  7.9245e+06
36  12  7.19472e+06
36  13  1.03072e+07
36  14  5.04858e+06
36  15  3.39928e+06
36  16  8.70778e+06
36  17  3.19618e+06
36  18  3.55021e+06
36  19  5.40809e+06
36  20  5.90365e+06
36  21  1.62594e+06
36  22  0
36  23  4.92675e+06
36  24  3.53752e+06
36  25  3.54763e+06
36  26  1.53524e+06
36  27  0
36  28  4.6874e+06
36  29  932652
36  30  365808
36  31  5.9895e+06
36  32  5.00725e+06
36  33  3.48143e+06
36  34  0
36  35  5.31945e+06
36  36  860941
36  37  0
36  38  3.37621e+06
36  39  0
36  40  4.57978e+06
36  41  0
36  42  0
36  43  2.25275e+06
36  44  5.09417e+06
36  45  0
36  46  2.6237e+06
36  47  888787
36  48  4.56523e+06
36  49  0
36  50  377807
36  51  0
36  52  460307
36  53  0
36  54  1.93802e+06
36  55  0
36  56  0
36  57  0
36  58  0
36  59  0
36  60  0
36  61  0
36  62  1.84579e+06
36  63  0
36  64  0
36  65  1.11201e+06
36  66  0
36  67  0
37  0  58764.7
37  1  0
37  2  3.04746e+06
37  3  1.13904e+06
37  4  4.76209e+06
37  5  4.48557e+06
37  6  1.00047e+07
37  7  6.15997e+06
37  8  1.15811e+07
37  9  459848
37  10  1.16317e+07
37  11  7.95337e+06
37  12  5.54078e+06
37  13  5.16613e+06
37  14  1.2414e+07
37  15  4.49326e+06
37  16  1.03199e+07
37  17  4.06673e+06
37  18  3.49259e+06
37  19  0
37  20  1.29303e+06
37  21  0
37  22  7.40424e+06
37  23  3.61154e+06
37  24  2.78437e+06
37  25  2.71747e+06
37  26  6.61346e+06
37  27  0
37  28  5.92272e+06
37  29  1.5504e+06
37  30  194768
37  31  2.16596e+06
37  32  0
37  33  0
37  34  1.15807e+06
37  35  2.77319e+06
37  36  0
37  37  1.13007e+06
37  38  841677
37  39  0
37  40  0
37  41  1.79157e+06
37  42  572827
37  43  509318
37  44  5.08867e+06
37  45  0
37  46  0
37  47  2.55854e+06
37  48  0
37  49  0
37  50  0
37  51  0
37  52  0
37  53  0
37  54  0
37  55  1.41006e+06
37  56  0
37  57  0
37  58  0
37  59  0
37  60  1.17088e+06
37  61  0
37  62  702020
37  63  0
37  64  0
37  65  1.35557e+06
37  66  2.13337e+06
37  67  0
38  0  3.91744e+06
38  1  497616
38  2  3.9717e+06
38  3  2.29322e+06
38  4  4.39698e+06
38  5  3.18623e+06
38  6  5.65976e+06
38  7  8.65155e+06
38  8  1.41994e+07
38  9  1.53599e+07
38  10  1.10637e+07
38  11  9.46156e+06
38  12  9.19883e+06
38  13  1.011e+07
38  14  6.72813e+06
38  15  4.54261e+06
38  16  7.45605e+06
38  17  1.1958e+07
38  18  4.47886e+06
38  19  8.85106e+06
38  20  5.68354e+06
38  21  4.18482e+06
38  22  5.10536e+06
38  23  1.8404e+06
38  24  6.21281e+06
38  25  5.09133e+06
38  26  1.17552e+06
38  27  2.38757e+06
38  28  1.88227e+06
38  29  0
38  30  3.51533e+06
38  31  0
38  32  1.88634e+06
38  33  286504
38  34  0
38  35  0
38  36  3.69269e+06
38  37  3.23605e+06
38  38  4.82021e+06
38  39  0
38  40  2.11173e+06
38  41  504068
38  42  1.37385e+06
38  43  0
38  44  2.04631e+06
38  45  2.11825e+06
38  46  0
38  47  0
38  48  0
38  49  4.93106e+06
38  50  3.55398e+06
38  51  4.06226e+06
38  52  994728
38  53  0
38  54  0
38  55  1.017e+06
38  56  1.39124e+06
38  57  249101
38  58  894361
38  59  0
38  60  0
38  61  398395
38  62  0
38  63  0
38  64  0
38  65  21340.6
38  66  559992
38  67  0
39  0  4.32059e+06
39  1  363781
39  2  6.0077e+06
39  3  4.49237e+06
39  4  9.27292e+06
39  5  5.68347e+06
39  6  2.91083e+06
39  7  1.41617e+07
39  8  9.98531e+06
39  9  8.45432e+06
39  10  1.27821e+07
39  11  5.5201e+06
39  12  2.95133e+06
39  13  6.89705e+06
39  14  9.64526e+06
39  15  6.40276e+06
39  16  4.67717e+06
39  17  9.71717e+06
39  18  6.19167e+06
39  19  6.47693e+06
39  20  1.33022e+06
39  21  7.6042e+06
39  22  1.43959e+06
39  23  1.54231e+06
39  24  3.60724e+06
39  25  0
39  26  2.96962e+06
39  27  4.73335e+06
39  28  600747
39  29  2.36267e+06
39  30  972119
39  31  885533
39  32  0
39  33  2.09322e+06
39  34  1.76763e+06
39  35  2.8793e+06
39  36  5.63848e+06
39  37  5.11444e+06
39  38  1.39359e+06
39  39  3.35582e+06
39  40  0
39  41  0
39  42  4.07226e+06
39  43  1.38022e+06
39  44  2.95229e+06
39  45  2.5295e+06
39  46  2.40221e+06
39  47  1.66523e+06
39  48  3.58778e+06
39  49  67237.4
39  50  1.32207e+06
39  51  0
39  52  0
39  53  0
39  54  1.99693e+06
39  55  0
39  56  740142
39  57  0
39  58  2.78847e+06
39  59  0
39  60  0
39  61  0
39  62  766054
39  63  0
39  64  53622.8
39  65  3.53657e+06
39  66  0
39  67  0
40  0  3.70739e+06
40  1  1.05804e+07
40  2  6.87831e+06
40  3  6.73537e+06
40  4  3.48239e+06
40  5  6.72342e+06
40  6  7.96334e+06
40  7  8.24438e+06
40  8  6.88675e+06
40  9  9.5418e+06
40  10  8.5298e+06
40  11  3.77065e+06
40  12  5.38007e+06
40  13  4.54015e+06
40  14  1.13353e+07
40  15  8.3518e+06
40  16  3.71536e+06
40  17  8.20143e+06
40  18  5.46178e+06
40  19  6.29396e+06
40  20  5.80585e+06
40  21  2.23569e+06
40  22  5.48396e+06
40  23  0
40  24  2.44307e+06
40  25  4.75661e+06
40  26  3.38083e+06
40  27  7.30423e+06
40  28  4.00754e+06
40  29  5.93146e+06
40  30  4.80395e+06
40  31  15205.2
40  32  3.15838e+06
40  33  5.41516e+06
40  34  197926
40  35  4.36459e+06
40  36  4.76049e+06
40  37  0
40  38  3.55217e+06
40  39  7.46915e+06
40  40  7.25414e+06
40  41  4.72892e+06
40  42  2.5993e+06
40  43  0
40  44  1.60517e+06
40  45  5.96522e+06
40  46  2.65932e+06
40  47  957925
40  48  2.42517e+06
40  49  0
40  50  0
40  51  2.43888e+06
40  52  0
40  53  0
40  54  3.55739e+06
40  55  0
40  56  1.11829e+06
40  57  2.1103e+06
40  58  0
40  59  0
40  60  416210
40  61  0
40  62  0
40  63  0
40  64  0
40  65  0
40  66  0
40  67  0
41  0  4.08392e+06
41  1  4.18572e+06
41  2  3.37131e+06
41  3  7.22338e+06
41  4  5.0868e+06
41  5  9.46624e+06
41  6  1.0787e+07
41  7  8.8684e+06
41  8  1.47806e+07
41  9  1.90718e+07
41  10  1.27222e+07
41  11  8.13764e+06
41  12  6.14891e+06
41  13  1.13975e+07
41  14  9.90849e+06
41  15  7.97817e+06
41  16  9.47503e+06
41  17  4.13942e+06
41  18  2.75154e+06
41  19  7.2958e+06
41  20  6.45332e+06
41  21  4.45659e+06
41  22  1.0646e+06
41  23  161536
41  24  108148
41  25  7.17218e+06
41  26  3.68899e+06
41  27  4.594e+06
41  28  3.39369e+06
41  29  6.43205e+06
41  30  114178
41  31  1.75731e+06
41  32  2.14405e+06
41  33  5.07478e+06
41  34  1.3381e+06
41  35  2.11467e+06
41  36  2.91509e+06
41  37  0
41  38  0
41  39  0
41  40  5.19692e+06
41  41  1.28427e+06
41  42  3.05364e+06
41  43  468725
41  44  1.823e+06
41  45  1.73534e+06
41  46  943478
41  47  0
41  48  3.21318e+06
41  49  2.4294e+06
41  50  0
41  51  1.52157e+06
41  52  1.76078e+06
41  53  1.6771e+06
41  54  0
41  55  0
41  56  0
41  57  0
41  58  0
41  59  810454
41  60  0
41  61  0
41  62  4.36187e+06
41  63  0
41  64  0
41  65  0
41  66  772389
41  67  2.46129e+06
42  0  4.88181e+06
42  1  4.64477e+06
42  2  1.25056e+06
42  3  6.52921e+06
42  4  4.36048e+06
42  5  5.38929e+06
42  6  9.42023e+06
42  7  1.20669e+07
42  8  1.47554e+07
42  9  9.12135e+06
42  10  1.36652e+07
42  11  6.56624e+06
42  12  1.47461e+07
42  13  8.10333e+06
42  14  7.53392e+06
42  15  1.19657e+07
42  16  3.28486e+06
42  17  1.31834e+06
42  18  6.7874e+06
42  19  7.53066e+06
42  20  6.68479e+06
42  21  6.3024e+06
42  22  4.21986e+06
42  23  7.62413e+06
42  24  5.31905e+06
42  25  7.62402e+06
42  26  4.65959e+06
42  27  1.00201e+07
42  28  2.09934e+06
42  29  1.28805e+06
42  30  5.70004e+06
42  31  513168
42  32  5.33033e+06
42  33  2.82257e+06
42  34  1.09164e+06
42  35  6.57444e+06
42  36  4.79344e+06
42  37  3.48912e+06
42  38  0
42  39  0
42  40  3.04411e+06
42  41  6.78894e+06
42  42  3.35017e+06
42  43  2.25711e+06
42  44  5.27317e+06
42  45  3.28028e+06
42  46  3.15274e+06
42  47  0
42  48  0
42  49  0
42  50  0
42  51  0
42  52  1.68639e+06
42  53  3.86135e+06
42  54  2.56247e+06
42  55  0
42  56  1.29594e+06
42  57  0
42  58  0
42  59  0
42  60  254482
42  61  0
42  62  0
42  63  957801
42  64  0
42  65  0
42  66  0
42  67  0
43  0  6.89129e+06
43  1  3.30325e+06
43  2  4.71519e+06
43  3  1.06529e+07
43  4  7.35216e+06
43  5  5.83898e+06
43  6  9.48574e+06
43  7  1.19734e+07
43  8  8.22703e+06
43  9  1.53725e+07
43  10  1.40877e+07
43  11  1.03188e+07
43  12  1.06425e+07
43  13  7.02441e+06
43  14  9.22289e+06
43  15  1.18782e+07
43  16  1.01469e+07
43  17  3.33459e+06
43  18  8.78934e+06
43  19  4.2148e+06
43  20  5.69246e+06
43  21  7.48767e+06
43  22  581069
43  23  1.84323e+06
43  24  2.47821e+06
43  25  5.60318e+06
43  26  1.64385e+06
43  27  704094
43  28  4.5838e+06
43  29  4.64567e+06
43  30  9.70104e+06
43  31  1.29156e+06
43  32  3.8303e+06
43  33  6.10234e+06
43  34  3.10479e+06
43  35  3.6371e+06
43  36  2.03637e+06
43  37  5.77023e+06
43  38  5.16138e+06
43  39  3.37794e+06
43  40  5.26364e+06
43  41  8.36547e+06
43  42  1.00536e+06
43  43  799855
43  44  221472
43  45  2.89499e+06
43  46  0
43  47  1.76564e+06
43  48  4.73384e+06
43  49  1.31136e+06
43  50  0
43  51  0
43  52  0
43  53  0
43  54  0
43  55  0
43  56  0
43  57  3.89992e+06
43  58  0
43  59  72570.7
43  60  0
43  61  0
43  62  0
43  63  1.21628e+06
43  64  0
43  65  529047
43  66  0
43  67  0
44  0  8.5806e+06
44  1  6.75987e+06
44  2  4.02448e+06
44  3  9.45431e+06
44  4  7.5786e+06
44  5  1.43911e+07
44  6  4.11672e+06
44  7  7.93108e+06
44  8  6.3925e+06
44  9  8.35832e+06
44  10  1.48524e+07
44  11  7.70519e+06
44  12  1.58679e+07
44  13  9.31184e+06
44  14  3.95728e+06
44  15  9.34336e+06
44  16  2.45051e+06
44  17  1.53447e+06
44  18  2.78372e+06
44  19  1.63549e+06
44  20  8.47016e+06
44  21  6.75882e+06
44  22  9.10244e+06
44  23  4.22399e+06
44  24  8.69998e+06
44  25  4.1446e+06
44  26  1.57263e+06
44  27  3.61815e+06
44  28  4.15123e+06
44  29  5.97186e+06
44  30  4.45144e+06
44  31  6.34047e+06
44  32  4.98715e+06
44  33  2.15996e+06
44  34  200193
44  35  6.07125e+06
44  36  5.03341e+06
44  37  1.60233e+06
44  38  7.44509e+06
44  39  6.95822e+06
44  40  7.87033e+06
44  41  5.28016e+06
44  42  2.99915e+06
44  43  5.81712e+06
44  44  2.30066e+06
44  45  0
44  46  2.57457e+06
44  47  0
44  48  1.48217e+06
44  49  0
44  50  1.29056e+06
44  51  0
44  52  1.79962e+06
44  53  0
44  54  0
44  55  4.13503e+06
44  56  4.76156e+06
44  57  1.08343e+06
44  58  2.81437e+06
44  59  0
44  60  0
44  61  0
44  62  2.31031e+06
44  63  0
44  64  0
44  65  743699
44  66  187013
44  67  0
45  0  8.0365e+06
45  1  4.11585e+06
45  2  5.045e+06
45  3  6.36489e+06
45  4  3.04725e+06
45  5  7.18708e+06
45  6  1.37614e+07
45  7  1.12548e+07
45  8  1.20044e+07
45  9  1.37308e+07
45  10  1.34517e+07
45  11  1.29175e+07
45  12  8.87264e+06
45  13  5.01885e+06
45  14  1.9356e+07
45  15  2.98879e+06
45  16  8.83275e+06
45  17  1.16491e+07
45  18  6.46551e+06
45  19  6.18812e+06
45  20  3.8077e+06
