row  column  (images_1_region2.edf Mn-K*images_1_region2.edf Ar-K**2.3)
37  67  1.15146e+07
38  0  1.22811e+06
38  1  9.35183e+06
38  2  439607
38  3  0
38  4  6.38736e+06
38  5  4.88594e+06
38  6  1.02086e+07
38  7  732630
38  8  9.83786e+06
38  9  7.14246e+06
38  10  0
38  11  7.66698e+06
38  12  9.48036e+06
38  13  3.53435e+06
38  14  0
38  15  0
38  16  8.62467e+06
38  17  6.47434e+06
38  18  8.02995e+06
38  19  8.20729e+06
38  20  7.54646e+06
38  21  6.2526e+06
38  22  1.77087e+06
38  23  4.96884e+06
38  24  4.86448e+06
38  25  1.06579e+07
38  26  1.0174e+07
38  27  1.01753e+07
38  28  5.67496e+06
38  29  0
38  30  4.77701e+06
38  31  8.6242e+06
38  32  5.88865e+06
38  33  4.15438e+06
38  34  7.86133e+06
38  35  0
38  36  0
38  37  0
38  38  1.66116e+06
38  39  0
38  40  1.68362e+06
38  41  6.79414e+06
38  42  801332
38  43  0
38  44  0
38  45  6.96022e+06
38  46  3.8617e+06
38  47  1.4191e+07
38  48  63504.9
38  49  0
38  50  0
38  51  4.64121e+06
38  52  4.20014e+06
38  53  0
38  54  1.06309e+07
38  55  6.9852e+06
38  56  2.31957e+06
38  57  5.89099e+06
38  58  0
38  59  2.90776e+06
38  60  5.8891e+06
38  61  0
38  62  5.75304e+06
38  63  4.2545e+06
38  64  0
38  65  0
38  66  1.31335e+07
38  67  0
39  0  7.5177e+06
39  1  5.18974e+06
39  2  0
39  3  6.39034e+06
39  4  0
39  5  0
39  6  2.98026e+06
39  7  1.1629e+07
39  8  1.05829e+06
39  9  2.86548e+06
39  10  1.03589e+07
39  11  0
39  12  2.05607e+06
39  13  0
39  14  4.9547e+06
39  15  2.46758e+06
39  16  1.88062e+06
39  17  6.65767e+06
39  18  1.00796e+07
39  19  1.48926e+06
39  20  1.24093e+07
39  21  3.9595e+06
39  22  9.54278e+06
39  23  1.15613e+06
39  24  6.63096e+06
39  25  3.04127e+06
39  26  6.52533e+06
39  27  7.71719e+06
39  28  1.26238e+07
39  29  8.78425e+06
39  30  6.74378e+06
39  31  5.73234e+06
39  32  6.03436e+06
39  33  2.52286e+06
39  34  1.10695e+07
39  35  4.42426e+06
39  36  0
39  37  3.86893e+06
39  38  0
39  39  5.13357e+06
39  40  7.94436e+06
39  41  1.18133e+07
39  42  0
39  43  7.1082e+06
39  44  2.6533e+06
39  45  3.06911e+06
39  46  0
39  47  0
39  48  2.01041e+07
39  49  6.75267e+06
39  50  5.71319e+06
39  51  9.52487e+06
39  52  0
39  53  1.26524e+07
39  54  7.29447e+06
39  55  4.42343e+06
39  56  1.69163e+06
39  57  8.89766e+06
39  58  0
39  59  1.26003e+07
39  60  7.83267e+06
39  61  521163
39  62  1.75559e+07
39  63  6.73711e+06
39  64  1.3355e+07
39  65  0
39  66  0
39  67  5.52274e+06
40  0  4.79786e+06
40  1  0
40  2  2.8596e+06
40  3  7.88845e+06
40  4  1.01676e+07
40  5  5.80422e+06
40  6  7.12174e+06
40  7  8.06304e+06
40  8  0
40  9  1.01863e+07
40  10  3.2033e+06
40  11  5.5609e+06
40  12  4.69775e+06
40  13  6.1382e+06
40  14  1.89809e+06
40  15  8.5003e+06
40  16  7.61938e+06
40  17  0
40  18  2.5709e+06
40  19  0
40  20  8.57678e+06
40  21  8.07285e+06
40  22  420319
40  23  3.40524e+06
40  24  5.57908e+06
40  25  2.72793e+06
40  26  0
40  27  0
40  28  1.37654e+06
40  29  1.18644e+07
40  30  2.75026e+06
40  31  9.71401e+06
40  32  1.84567e+06
40  33  6.86588e+06
40  34  5.78053e+06
40  35  4.0449e+06
40  36  3.93877e+06
40  37  1.53066e+06
40  38  2.23171e+06
40  39  209517
40  40  1.23613e+07
40  41  962756
40  42  0
40  43  320764
40  44  1.37867e+07
40  45  1.1875e+07
40  46  9.40916e+06
40  47  1.02316e+07
40  48  9.4947e+06
40  49  7.38086e+06
40  50  2.64311e+06
40  51  4.17826e+06
40  52  6.51985e+06
40  53  1.08498e+07
40  54  4.44734e+06
40  55  0
40  56  4.8167e+06
40  57  3.52646e+06
40  58  7.99565e+06
40  59  8.21421e+06
40  60  0
40  61  3.81502e+06
40  62  1.39319e+07
40  63  2.80389e+06
40  64  8.38349e+06
40  65  1.37441e+07
40  66  0
40  67  6.34434e+06
41  0  8.75348e+06
41  1  2.37098e+06
41  2  5.73718e+06
41  3  1.40794e+07
41  4  0
41  5  5.24753e+06
41  6  0
41  7  3.96603e+06
41  8  0
41  9  1.13294e+07
41  10  7.30265e+06
41  11  2.36726e+06
41  12  1.18817e+07
41  13  0
41  14  7.8162e+06
41  15  2.64254e+06
41  16  3.5503e+06
41  17  0
41  18  7.65508e+06
41  19  9.93932e+06
41  20  0
41  21  4.76064e+06
41  22  9.12305e+06
41  23  5.66486e+06
41  24  3.76188e+06
41  25  1.27826e+07
41  26  5.24962e+06
41  27  4.4863e+06
41  28  0
41  29  3.36793e+06
41  30  2.04339e+06
41  31  3.02289e+06
41  32  9.90721e+06
41  33  0
41  34  0
41  35  1.61394e+07
41  36  3.3505e+06
41  37  4.4497e+06
41  38  5.91235e+06
41  39  6.67019e+06
41  40  0
41  41  6.1615e+06
41  42  1.30695e+07
41  43  5.97597e+06
41  44  0
41  45  1.14096e+07
41  46  462692
41  47  9.25876e+06
41  48  1.14221e+07
41  49  6.60419e+06
41  50  9.13276e+06
41  51  1.17047e+07
41  52  2.28452e+06
41  53  0
41  54  8.32335e+06
41  55  1.15853e+07
41  56  6.30982e+06
41  57  4.9852e+06
41  58  0
41  59  72915.8
41  60  0
41  61  6.10143e+06
41  62  4.16163e+06
41  63  4.02084e+06
41  64  9.86287e+06
41  65  2.89344e+06
41  66  0
41  67  0
42  0  8.20683e+06
42  1  1.12272e+06
42  2  3.77452e+06
42  3  4.4839e+06
42  4  3.80538e+06
42  5  5.28541e+06
42  6  618895
42  7  0
42  8  6.49854e+06
42  9  6.25734e+06
42  10  0
42  11  0
42  12  3.96887e+06
42  13  7.36018e+06
42  14  4.05338e+06
42  15  0
42  16  0
42  17  0
42  18  1.19556e+07
42  19  0
42  20  0
42  21  0
42  22  311046
42  23  0
42  24  8.9484e+06
42  25  3.40042e+06
42  26  5.62254e+06
42  27  7.96746e+06
42  28  0
42  29  2.09662e+07
42  30  5.47613e+06
42  31  6.65789e+06
42  32  7.2274e+06
42  33  6.80303e+06
42  34  1.06747e+07
42  35  8.75742e+06
42  36  0
42  37  0
42  38  0
42  39  7.87199e+06
42  40  7.53122e+06
42  41  3.8889e+06
42  42  8.58752e+06
42  43  836090
42  44  2.94438e+06
42  45  3.37657e+06
42  46  3.92629e+06
42  47  1.13813e+07
42  48  6.6871e+06
42  49  0
42  50  8.58608e+06
42  51  0
42  52  0
42  53  9.93493e+06
42  54  7.27285e+06
42  55  7.7015e+06
42  56  1.07676e+07
42  57  1.30402e+07
42  58  0
42  59  1.28591e+07
42  60  853313
42  61  9.15386e+06
42  62  1.36485e+07
42  63  6.37361e+06
42  64  6.47626e+06
42  65  4.20607e+06
42  66  6.92394e+06
42  67  0
43  0  499902
43  1  1.37051e+07
43  2  0
43  3  0
43  4  0
43  5  3.13191e+06
43  6  0
43  7  1.29925e+07
43  8  0
43  9  6.78467e+06
43  10  4.52588e+06
43  11  5.64028e+06
43  12  0
43  13  1.5879e+06
43  14  4.94435e+06
43  15  5.85165e+06
43  16  2.41921e+06
43  17  4.87636e+06
43  18  2.25909e+06
43  19  0
43  20  3.75706e+06
43  21  3.46118e+06
43  22  7.23517e+06
43  23  1.20141e+06
43  24  3.35522e+06
43  25  6.23869e+06
43  26  4.10339e+06
43  27  9.43665e+06
43  28  0
43  29  0
43  30  4.24639e+06
43  31  8.7074e+06
43  32  7.26876e+06
43  33  1.34966e+06
43  34  1.08532e+07
43  35  519023
43  36  5.92092e+06
43  37  6.70603e+06
43  38  8.73104e+06
43  39  1.49137e+06
43  40  9.1992e+06
43  41  0
43  42  4.57237e+06
43  43  1.3119e+07
43  44  60200.5
43  45  2.9653e+06
43  46  1.55032e+07
43  47  0
43  48  4.00278e+06
43  49  0
43  50  6.30743e+06
43  51  7.30924e+06
43  52  2.42838e+06
43  53  0
43  54  0
43  55  1.18303e+07
43  56  2.64299e+06
43  57  1.06759e+07
43  58  0
43  59  2.17475e+06
43  60  9.84817e+06
43  61  0
43  62  8.55335e+06
43  63  1.10084e+07
43  64  1.15867e+07
43  65  0
43  66  7.61178e+06
43  67  7.84289e+06
44  0  6.13457e+06
44  1  717224
44  2  9.84774e+06
44  3  4.41724e+06
44  4  2.79022e+06
44  5  6.70075e+06
44  6  758151
44  7  0
44  8  3.81438e+06
44  9  160171
44  10  6.04715e+06
44  11  8.4421e+06
44  12  1.1068e+06
44  13  3.39866e+06
44  14  2.58718e+06
44  15  2.94319e+06
44  16  3.00911e+06
44  17  8.85151e+06
44  18  5.11223e+06
44  19  6.33948e+06
44  20  0
44  21  0
44  22  0
44  23  8.22946e+06
44  24  9.35303e+06
44  25  7.7188e+06
44  26  7.84726e+06
44  27  346883
44  28  9.43826e+06
44  29  6.30525e+06
44  30  5.68808e+06
44  31  7.35526e+06
44  32  248949
44  33  7.3428e+06
44  34  8.82816e+06
44  35  2.15699e+06
44  36  0
44  37  1.08836e+07
44  38  1.03299e+06
44  39  518630
44  40  8.89802e+06
44  41  3.96002e+06
44  42  0
44  43  0
44  44  0
44  45  2.33053e+07
44  46  7.3162e+06
44  47  3.10958e+06
44  48  7.11828e+06
44  49  5.98983e+06
44  50  7.47956e+06
44  51  9.57781e+06
44  52  0
44  53  7.57823e+06
44  54  0
44  55  5.92269e+06
44  56  1.03224e+07
44  57  0
44  58  6.35851e+06
44  59  0
44  60  7.82326e+06
44  61  6.68155e+06
44  62  1.19021e+07
44  63  1.17009e+07
44  64  1.01059e+07
44  65  6.13335e+06
44  66  1.19825e+07
44  67  1.0671e+07
45  0  4.56887e+06
45  1  5.65892e+06
45  2  0
45  3  6.36168e+06
45  4  3.93717e+06
45  5  6.80612e+06
45  6  3.87544e+06
45  7  5.57309e+06
45  8  1.00149e+07
45  9  6.73354e+06
45  10  9.42877e+06
45  11  1.00462e+07
45  12  0
45  13  0
45  14  1.03868e+07
45  15  0
45  16  9.16127e+06
45  17  2.31075e+06
45  18  0
45  19  0
45  20  5.88125e+06
45  21  0
45  22  6.91431e+06
45  23  4.92362e+06
45  24  0
45  25  0
45  26  1.68264e+06
45  27  6.83622e+06
45  28  6.85426e+06
45  29  4.31034e+06
45  30  709032
45  31  1.30038e+07
45  32  5.60307e+06
45  33  0
45  34  9.19392e+06
45  35  0
45  36  0
45  37  2.29812e+06
45  38  5.609e+06
45  39  1.08628e+07
45  40  637038
45  41  9.49718e+06
45  42  767804
45  43  5.43219e+06
45  44  2.21018e+06
45  45  0
45  46  5.52371e+06
45  47  2.35209e+06
45  48  8.94738e+06
45  49  0
45  50  4.78422e+06
45  51  0
45  52  2.88906e+06
45  53  2.57839e+06
45  54  3.74061e+06
45  55  6.25793e+06
45  56  1.28694e+07
45  57  1.22657e+07
45  58  0
45  59  0
45  60  6.87143e+06
45  61  1.4927e+07
45  62  3.46139e+06
45  63  8.69382e+06
45  64  8.35925e+06
45  65  9.8126e+06
45  66  8.45413e+06
45  67  9.26943e+06
46  0  4.54973e+06
46  1  631711
46  2  0
46  3  248261
46  4  0
46  5  1.5063e+06
46  6  5.11394e+06
46  7  6.23719e+06
46  8  1.0454e+07
46  9  3.65947e+06
46  10  5.06629e+06
46  11  1.08756e+07
46  12  1.16254e+07
46  13  477230
46  14  2.57676e+06
46  15  0
46  16  4.8867e+06
46  17  6.53003e+06
46  18  1.33888e+06
46  19  5.6078e+06
46  20  1.3301e+07
46  21  3.84468e+06
46  22  4.05435e+06
46  23  1.09249e+07
46  24  7.65099e+06
46  25  0
46  26  0
46  27  849679
46  28  1.40413e+07
46  29  6.84119e+06
46  30  4.32083e+06
46  31  4.75316e+06
46  32  9.36996e+06
46  33  6.55471e+06
46  34  186560
46  35  7.33171e+06
46  36  5.94349e+06
46  37  7.31141e+06
46  38  2.74103e+06
46  39  8.49888e+06
46  40  1.288e+07
46  41  5.2603e+06
46  42  2.39553e+06
46  43  5.92819e+06
46  44  2.67904e+06
46  45  1.25963e+07
46  46  948826
46  47  1.20704e+06
46  48  6.84482e+06
46  49  1.09159e+07
46  50  0
46  51  4.52901e+06
46  52  4.80862e+06
46  53  3.54823e+06
46  54  0
46  55  7.05555e+06
46  56  0
46  57  6.93293e+06
46  58  2.35898e+06
46  59  6.63065e+06
46  60  1.09152e+07
46  61  0
46  62  5.93844e+06
46  63  0
46  64  0
46  65  1.17094e+07
46  66  5.0272e+06
46  67  4.29331e+06
47  0  0
47  1  3.54121e+06
47  2  6.86394e+06
47  3  0
47  4  0
47  5  7.41329e+06
47  6  1.23133e+07
47  7  5.36385e+06
47  8  3.98671e+06
47  9  0
47  10  2.0576e+06
47  11  8.7726e+06
47  12  4.67584e+06
47  13  8.38169e+06
47  14  3.83712e+06
47  15  0
47  16  1.39311e+06
47  17  1.87579e+06
47  18  1.80923e+06
47  19  1.3568e+07
47  20  0
47  21  1.19232e+07
47  22  6.85112e+06
47  23  6.31478e+06
47  24  8.33349e+06
47  25  6.24425e+06
47  26  950212
47  27  2.47628e+06
47  28  6.86037e+06
47  29  4.59779e+06
47  30  6.16885e+06
47  31  1.83899e+06
47  32  5.1445e+06
47  33  7.02441e+06
47  34  6.62192e+06
47  35  3.41182e+06
47  36  1.16738e+07
47  37  1.76818e+06
47  38  0
47  39  3.77238e+06
47  40  3.47699e+06
47  41  1.06781e+07
47  42  2.21898e+06
47  43  9.79364e+06
47  44  0
47  45  0
47  46  1.06064e+07
47  47  5.31085e+06
47  48  8.80516e+06
47  49  0
47  50  4.34148e+06
47  51  8.02916e+06
47  52  4.32518e+06
47  53  1.07327e+07
47  54  1.43425e+06
47  55  6.86989e+06
47  56  5.56918e+06
47  57  1.3343e+07
47  58  6.23285e+06
47  59  0
47  60  1.02062e+06
47  61  0
47  62  4.7367e+06
47  63  5.14851e+06
47  64  0
47  65  298457
47  66  7.57123e+06
47  67  6.94812e+06

