row  column  (images_1_region2.edf Mn-K*images_1_region2.edf Ar-K**2.3)
18  42  2.61116e+06
18  43  0
18  44  6.62266e+06
18  45  856506
18  46  0
18  47  8.22491e+06
18  48  2.36387e+06
18  49  0
18  50  7.3406e+06
18  51  7.91733e+06
18  52  8.22055e+06
18  53  1.01843e+07
18  54  1.06104e+06
18  55  3.50996e+06
18  56  0
18  57  0
18  58  6.02492e+06
18  59  0
18  60  0
18  61  1.20947e+07
18  62  2.41622e+06
18  63  9.6864e+06
18  64  924328
18  65  1.11395e+07
18  66  470354
18  67  5.62058e+06
19  0  5.758e+06
19  1  649467
19  2  5.67893e+06
19  3  2.26459e+06
19  4  3.64493e+06
19  5  0
19  6  1.32903e+07
19  7  4.91473e+06
19  8  2.17871e+06
19  9  1.77188e+07
19  10  9.90481e+06
19  11  4.77117e+06
19  12  822058
19  13  0
19  14  8.50077e+06
19  15  0
19  16  0
19  17  1.01643e+07
19  18  8.248e+06
19  19  1.32718e+07
19  20  568815
19  21  389211
19  22  726036
19  23  6.57793e+06
19  24  3.81898e+06
19  25  8.04634e+06
19  26  0
19  27  0
19  28  1.18126e+07
19  29  0
19  30  1.34843e+07
19  31  0
19  32  0
19  33  0
19  34  0
19  35  8.76636e+06
19  36  4.21539e+06
19  37  3.37586e+06
19  38  7.58661e+06
19  39  1.19433e+07
19  40  0
19  41  7.40081e+06
19  42  0
19  43  0
19  44  9.05339e+06
19  45  4.86099e+06
19  46  2.5851e+06
19  47  0
19  48  7.10768e+06
19  49  1.085e+07
19  50  1.06479e+07
19  51  0
19  52  4.96925e+06
19  53  2.44355e+06
19  54  5.91142e+06
19  55  1.10239e+07
19  56  8.7899e+06
19  57  1.46258e+07
19  58  1.48924e+07
19  59  9.2166e+06
19  60  7.03485e+06
19  61  0
19  62  4.04348e+06
19  63  0
19  64  1.06811e+07
19  65  8.4593e+06
19  66  1.14763e+07
19  67  0
20  0  6.11458e+06
20  1  0
20  2  5.68053e+06
20  3  6.3013e+06
20  4  7.64083e+06
20  5  5.54825e+06
20  6  6.62235e+06
20  7  7.51471e+06
20  8  1.13483e+07
20  9  4.46945e+06
20  10  8.0149e+06
20  11  7.98569e+06
20  12  0
20  13  6.92156e+06
20  14  7.77204e+06
20  15  9.71766e+06
20  16  8.44866e+06
20  17  1.19508e+07
20  18  4.58505e+06
20  19  0
20  20  6.08712e+06
20  21  4.54736e+06
20  22  7.44043e+06
20  23  1.91955e+07
20  24  6.04538e+06
20  25  0
20  26  5.03875e+06
20  27  3.71334e+06
20  28  5.13743e+06
20  29  1.59738e+07
20  30  9.73503e+06
20  31  1.23557e+07
20  32  5.27908e+06
20  33  0
20  34  9.52285e+06
20  35  0
20  36  7.80728e+06
20  37  4.13116e+06
20  38  0
20  39  1.13649e+07
20  40  3.91261e+06
20  41  8.23096e+06
20  42  1.36528e+07
20  43  7.52672e+06
20  44  9.4772e+06
20  45  6.18062e+06
20  46  0
20  47  1.10661e+07
20  48  0
20  49  1.51219e+07
20  50  0
20  51  0
20  52  1.55444e+07
20  53  0
20  54  7.58253e+06
20  55  0
20  56  3.75931e+06
20  57  8.46719e+06
20  58  8.64334e+06
20  59  7.37822e+06
20  60  0
20  61  8.54068e+06
20  62  3.34552e+06
20  63  1.05541e+07
20  64  0
20  65  3.51237e+06
20  66  1.18084e+06
20  67  3.45964e+06
21  0  1.41067e+06
21  1  312245
21  2  9.36293e+06
21  3  7.87007e+06
21  4  195194
21  5  6.33183e+06
21  6  5.92939e+06
21  7  2.49112e+06
21  8  3.8711e+06
21  9  9.64376e+06
21  10  8.28822e+06
21  11  0
21  12  0
21  13  0
21  14  5.01683e+06
21  15  0
21  16  6.36169e+06
21  17  6.94022e+06
21  18  6.80198e+06
21  19  3.77919e+06
21  20  2.75337e+06
21  21  3.80424e+06
21  22  7.98928e+06
21  23  0
21  24  1.96957e+06
21  25  6.19181e+06
21  26  0
21  27  9.61845e+06
21  28  0
21  29  6.18598e+06
21  30  8.10251e+06
21  31  0
21  32  0
21  33  1.3652e+07
21  34  4.06379e+06
21  35  8.99821e+06
21  36  5.37407e+06
21  37  0
21  38  1.11948e+07
21  39  3.98345e+06
21  40  0
21  41  9.2861e+06
21  42  0
21  43  4.19616e+06
21  44  2.53051e+06
21  45  137317
21  46  4.28986e+06
21  47  1.09131e+07
21  48  8.74784e+06
21  49  8.62522e+06
21  50  2.75551e+06
21  51  9.48368e+06
21  52  5.37424e+06
21  53  4.26984e+06
21  54  5.35054e+06
21  55  6.76109e+06
21  56  5.91405e+06
21  57  5.27728e+06
21  58  0
21  59  8.86609e+06
21  60  8.86785e+06
21  61  6.70369e+06
21  62  0
21  63  1.51774e+07
21  64  4.92565e+06
21  65  5.79412e+06
21  66  8.1192e+06
21  67  6.66274e+06
22  0  4.84107e+06
22  1  452195
22  2  4.49435e+06
22  3  6.00547e+06
22  4  7.73045e+06
22  5  3.82599e+06
22  6  5.63901e+06
22  7  114275
22  8  1.85601e+06
22  9  8.73283e+06
22  10  796273
22  11  1.51391e+07
22  12  1.35474e+07
22  13  0
22  14  1.29496e+07
22  15  2.9062e+06
22  16  0
22  17  1.12104e+07
22  18  9.72085e+06
22  19  0
22  20  1.94132e+06
22  21  6.99854e+06
22  22  8.51362e+06
22  23  4.76164e+06
22  24  1.08927e+07
22  25  4.90579e+06
22  26  9.5432e+06
22  27  1.62073e+07
22  28  1.85868e+06
22  29  1.11127e+07
22  30  2.02453e+06
22  31  0
22  32  6.52038e+06
22  33  6.95508e+06
22  34  0
22  35  1.08593e+07
22  36  1.44173e+07
22  37  0
22  38  6.7738e+06
22  39  2.60411e+06
22  40  1.11621e+07
22  41  4.27489e+06
22  42  9.76355e+06
22  43  1.6451e+06
22  44  1.15081e+07
22  45  7.54224e+06
22  46  5.56641e+06
22  47  5.18209e+06
22  48  7.92114e+06
22  49  4.04917e+06
22  50  1.4083e+07
22  51  399483
22  52  6.39565e+06
22  53  0
22  54  1.07682e+06
22  55  1.07204e+07
22  56  8.00998e+06
22  57  1.13647e+07
22  58  98467.6
22  59  1.16785e+07
22  60  1.22282e+07
22  61  3.89668e+06
22  62  1.02204e+07
22  63  8.9605e+06
22  64  4.59422e+06
22  65  1.17411e+07
22  66  9.38815e+06
22  67  1.01448e+07
23  0  1.46783e+06
23  1  1.02913e+07
23  2  3.3586e+06
23  3  4.30239e+06
23  4  3.74745e+06
23  5  4.25608e+06
23  6  2.60965e+06
23  7  2.726e+06
23  8  0
23  9  7.95835e+06
23  10  1.22573e+06
23  11  0
23  12  6.4497e+06
23  13  7.49343e+06
23  14  4.29778e+06
23  15  6.87218e+06
23  16  6.23484e+06
23  17  1.28792e+07
23  18  7.79757e+06
23  19  4.63864e+06
23  20  5.22625e+06
23  21  8.59787e+06
23  22  7.79087e+06
23  23  5.63565e+06
23  24  7.82356e+06
23  25  0
23  26  987534
23  27  5.18814e+06
23  28  1.30152e+07
23  29  7.34687e+06
23  30  1.35763e+07
23  31  7.69577e+06
23  32  0
23  33  1.35124e+07
23  34  1.08729e+07
23  35  0
23  36  1.00159e+07
23  37  1.17137e+06
23  38  6.93074e+06
23  39  4.15168e+06
23  40  3.77323e+06
23  41  7.33428e+06
23  42  8.35651e+06
23  43  1.78833e+06
23  44  210395
23  45  1.35324e+07
23  46  7.21123e+06
23  47  5.43116e+06
23  48  0
23  49  0
23  50  0
23  51  1.47374e+07
23  52  1.72345e+06
23  53  5.27931e+06
23  54  9.78719e+06
23  55  6.01414e+06
23  56  8.91477e+06
23  57  1.27157e+06
23  58  0
23  59  7.10588e+06
23  60  6.93391e+06
23  61  0
23  62  9.3122e+06
23  63  7.01374e+06
23  64  1.62347e+07
23  65  1.88536e+06
23  66  8.5381e+06
23  67  141697
24  0  5.53753e+06
24  1  2.13617e+06
24  2  1.18844e+06
24  3  6.93401e+06
24  4  4.00653e+06
24  5  4.00675e+06
24  6  7.44747e+06
24  7  0
24  8  3.25823e+06
24  9  4.30229e+06
24  10  0
24  11  6.17432e+06
24  12  5.63498e+06
24  13  7.24523e+06
24  14  5.02672e+06
24  15  9.71848e+06
24  16  660529
24  17  5.98871e+06
24  18  0
24  19  0
24  20  2.52532e+06
24  21  3.83596e+06
24  22  3.19158e+06
24  23  7.21846e+06
24  24  8.60162e+06
24  25  8.65558e+06
24  26  7.76198e+06
24  27  7.57595e+06
24  28  1.60102e+07
24  29  5.47455e+06
24  30  8.5542e+06
24  31  0
24  32  0
24  33  0
24  34  0
24  35  6.65438e+06
24  36  2.17674e+06
24  37  9.41212e+06
24  38  2.16897e+06
24  39  1.56824e+06
24  40  1.03257e+07
24  41  4.13733e+06
24  42  9.99111e+06
24  43  3.81336e+06
24  44  1.21697e+07
24  45  5.41651e+06
24  46  1.62779e+06
24  47  8.05696e+06
24  48  0
24  49  0
24  50  5.67495e+06
24  51  6.55236e+06
24  52  5.77337e+06
24  53  0
24  54  5.91883e+06
24  55  6.70188e+06
24  56  7.73216e+06
24  57  3.19379e+06
24  58  5.02523e+06
24  59  0
24  60  7.027e+06
24  61  0
24  62  0
24  63  1.11193e+07
24  64  0
24  65  6.65824e+06
24  66  4.61478e+06
24  67  1.14494e+07
25  0  4.48545e+06
25  1  6.96564e+06
25  2  8.26497e+06
25  3  3.19105e+06
25  4  1.06486e+07
25  5  6.82627e+06
25  6  9.69839e+06
25  7  6.78435e+06
25  8  8.76646e+06
25  9  1.11226e+07
25  10  0
25  11  9.62143e+06
25  12  3.3649e+06
25  13  1.62592e+06
25  14  0
25  15  2.79886e+06
25  16  6.10576e+06
25  17  8.13017e+06
25  18  9.40596e+06
25  19  3.10508e+06
25  20  6.56704e+06
25  21  3.4928e+06
25  22  0
25  23  4.31089e+06
25  24  0
25  25  0
25  26  7.50471e+06
25  27  1.92146e+06
25  28  6.4175e+06
25  29  1.15833e+06
25  30  5.29796e+06
25  31  3.46118e+06
25  32  7.13656e+06
25  33  0
25  34  1.46835e+07
25  35  5.57755e+06
25  36  6.78896e+06
25  37  1.18327e+06
25  38  0
25  39  9.70821e+06
25  40  2.21703e+06
25  41  0
25  42  9.46616e+06
25  43  0
25  44  1.33395e+07
25  45  0
25  46  1.70102e+07
25  47  920127
25  48  1.11418e+07
25  49  459444
25  50  1.07209e+07
25  51  1.97614e+06
25  52  7.17864e+06
25  53  0
25  54  2.22182e+07
25  55  8.68914e+06
25  56  0
25  57  6.62345e+06
25  58  0
25  59  4.06868e+06
25  60  311064
25  61  3.69033e+06
25  62  6.34854e+06
25  63  0
25  64  0
25  65  9.60122e+06
25  66  0
25  67  2.38967e+06
26  0  0
26  1  6.44217e+06
26  2  0
26  3  7.83738e+06
26  4  0
26  5  3.09782e+06
26  6  2.26827e+06
26  7  1.08514e+07
26  8  9.12629e+06
26  9  8.89351e+06
26  10  3.7631e+06
26  11  4.93124e+06
26  12  6.14821e+06
26  13  8.09198e+06
26  14  5.01999e+06
26  15  1.61352e+06
26  16  0
26  17  2.62532e+06
26  18  0
26  19  7.56642e+06
26  20  3.70123e+06
26  21  6.30966e+06
26  22  0
26  23  0
26  24  2.60534e+06
26  25  2.64574e+06
26  26  1.56187e+06
26  27  2.74812e+06
26  28  8.62897e+06
26  29  6.08049e+06
26  30  0
26  31  6.50516e+06
26  32  7.04892e+06
26  33  4.08014e+06
26  34  5.91876e+06
26  35  5.54563e+06
26  36  0
26  37  0
26  38  6.1587e+06
26  39  9.8885e+06
26  40  0
26  41  0
26  42  2.07431e+06
26  43  0
26  44  9.89476e+06
26  45  6.40136e+06
26  46  5.88791e+06
26  47  67991.5
26  48  8.21887e+06
26  49  5.46968e+06
26  50  6.30379e+06
26  51  8.67659e+06
26  52  7.28157e+06
26  53  581875
26  54  9.57014e+06
26  55  1.12352e+07
26  56  0
26  57  2.26109e+06
26  58  1.62413e+07
26  59  9.07997e+06
26  60  1.39656e+07
26  61  1.214e+07
26  62  0
26  63  7.90882e+06
26  64  7.42523e+06
26  65  4.85349e+06
26  66  1.29911e+07
26  67  2.94673e+06
27  0  1.21369e+07
27  1  5.88893e+06
27  2  4.6636e+06
27  3  639917
27  4  9.26198e+06
27  5  6.53204e+06
27  6  3.85514e+06
27  7  6.20306e+06
27  8  4.77755e+06
27  9  5.17854e+06
27  10  4.30715e+06
27  11  1.84023e+06
27  12  4.01587e+06
27  13  8.43102e+06
27  14  8.93944e+06
27  15  2.78733e+06
27  16  0
27  17  0
27  18  2.95349e+06
27  19  8.19129e+06
27  20  2.81489e+06
27  21  4.97615e+06
27  22  6.54206e+06
27  23  0
27  24  5.88472e+06
27  25  2.18743e+06
27  26  0
27  27  7.36298e+06
27  28  7.02255e+06
27  29  1.2601e+07
27  30  1.11583e+07
27  31  7.15781e+06
27  32  4.15223e+06
27  33  1.20665e+07
27  34  8.52328e+06
27  35  7.65136e+06
27  36  1.01131e+07
27  37  0
27  38  0
27  39  0
27  40  4.91212e+06
27  41  5.98869e+06
27  42  2.18635e+06
27  43  0
27  44  9.9639e+06
27  45  5.53827e+06
27  46  3.13536e+06
27  47  0
27  48  0
27  49  4.27609e+06
27  50  0
27  51  9.69616e+06
27  52  1.03479e+07
27  53  7.35059e+06
27  54  1.63883e+06
27  55  1.11009e+07
27  56  0
27  57  1.00701e+07
27  58  1.35667e+07
27  59  6.43974e+06
27  60  0
27  61  2.06297e+06
27  62  1.08263e+07
27  63  8.0466e+06
27  64  0
27  65  3.39342e+06
27  66  81803.4
27  67  7.27553e+06
28  0  0
28  1  7.07423e+06
28  2  6.25328e+06
28  3  1.89155e+06
28  4  1.27613e+06
28  5  4.16788e+06
28  6  0
28  7  1.50971e+06
28  8  2.30588e+07
28  9  7.42825e+06
28  10  1.56252e+06
28  11  9.64118e+06
28  12  3.62829e+06
28  13  1.12841e+07
28  14  7.03976e+06
28  15  8.06156e+06
28  16  4.01628e+06
28  17  8.34979e+06
28  18  1.22449e+07
28  19  1.78049e+06
28  20  4.30092e+06
28  21  2.03232e+06
28  22  3.59208e+06
28  23  6.46105e+06
28  24  2.11774e+06
28  25  0
28  26  2.54601e+06
28  27  0
28  28  4.39038e+06
28  29  1.36735e+06
28  30  9.54372e+06
28  31  5.21595e+06
28  32  5.99955e+06
28  33  1.22581e+07
28  34  769563
28  35  6.76526e+06
28  36  2.81279e+06
28  37  4.03556e+06
28  38  5.9941e+06
28  39  4.6988e+06
28  40  1.15751e+07
28  41  7.32345e+06
28  42  5.14575e+06
28  43  6.06931e+06
28  44  6.6334e+06
28  45  2.92791e+06
28  46  4.24075e+06
28  47  9.26906e+06
28  48  0
28  49  6.05667e+06
28  50  1.40138e+06
28  51  1.26186e+07
28  52  5.251e+06
28  53  8.06615e+06
28  54  1.14955e+07
28  55  1.12756e+07
28  56  1.31722e+07
28  57  0
28  58  5.11482e+06
28  59  0
28  60  6.37634e+06
28  61  1.20433e+07
28  62  0
28  63  8.8924e+06
28  64  9.20819e+06
28  65  1.03529e+07
28  66  6.25995e+06
28  67  8.17738e+06
29  0  7.0102e+06
29  1  0
29  2  1.28951e+07
29  3  0
29  4  2.77172e+06
29  5  5.50936e+06
29  6  7.18864e+06
29  7  0
29  8  7.31963e+06
29  9  3.80967e+06
29  10  8.81937e+06
29  11  1.02775e+07
29  12  5.96951e+06
29  13  1.376e+07
29  14  9.56193e+06
29  15  8.25863e+06
29  16  0
29  17  3.39894e+06
29  18  8.44682e+06
29  19  8.03399e+06
29  20  2.59283e+06
29  21  0
29  22  5.0322e+06
29  23  3.86218e+06
29  24  4.91963e+06
29  25  4.18313e+06
29  26  566528
29  27  0
29  28  1.09349e+07
29  29  0
29  30  3.77909e+06
29  31  8.25539e+06
29  32  0
29  33  9.01206e+06
29  34  1.09524e+07
29  35  9.38169e+06
29  36  1.45185e+06
29  37  1.35375e+07
29  38  3.48476e+06
29  39  8.18133e+06
29  40  6.10137e+06
29  41  6.00312e+06
29  42  0
29  43  2.25312e+06
29  44  1.33503e+06
29  45  3.95973e+06
29  46  1.20557e+06
29  47  2.84069e+06
29  48  0
29  49  5.97395e+06
29  50  8.08499e+06
29  51  1.32465e+07
29  52  6.20324e+06
29  53  4.00432e+06
29  54  1.24848e+07
29  55  3.1913e+06
29  56  6.75511e+06
29  57  0
29  58  9.40374e+06
29  59  0
29  60  0
29  61  8.15824e+06
29  62  8.80802e+06
29  63  7.54121e+06
29  64  1.05331e+07
29  65  5.62716e+06
29  66  8.23837e+06
29  67  6.93669e+06
30  0  4.60184e+06
30  1  3.45806e+06
30  2  7.76996e+06
30  3  1.04233e+06
30  4  445611
30  5  1.09429e+07
30  6  0
30  7  0
30  8  6.13375e+06
30  9  9.66272e+06
30  10  0
30  11  5.84954e+06
30  12  0
30  13  3.97952e+06
30  14  8.89738e+06
30  15  0
30  16  1.15629e+07
30  17  1.15605e+06
30  18  1.27005e+07
30  19  9.13606e+06
30  20  9.36563e+06
30  21  1.0941e+07
30  22  1.01856e+07
30  23  3.59338e+06
30  24  5.92626e+06
30  25  9.96807e+06
30  26  4.83652e+06
30  27  0
30  28  2.45934e+06
30  29  5.17957e+06
30  30  3.39421e+06
30  31  8.82557e+06
30  32  7.54403e+06
30  33  0
30  34  0
30  35  1.70267e+07
30  36  1.30081e+07
30  37  7.68843e+06
30  38  6.09002e+06
30  39  1.11142e+07
30  40  9.10454e+06
30  41  0
30  42  1.46799e+06
30  43  5.31568e+06
30  44  6.2284e+06
30  45  3.61763e+06
30  46  1.19718e+07
30  47  1.319e+07
30  48  2.16505e+06
30  49  4.54767e+06
30  50  6.36302e+06
30  51  1.97977e+06
30  52  3.77265e+06
30  53  4.86294e+06
30  54  0
30  55  8.69041e+06
30  56  9.0167e+06
30  57  0
30  58  7.32603e+06
30  59  1.08459e+06
30  60  1.06363e+07
30  61  6.35881e+06
30  62  3.6011e+06
30  63  6.4894e+06
30  64  0
30  65  1.29966e+07
30  66  8.9285e+06
30  67  4.06559e+06
31  0  6.50281e+06
31  1  0
31  2  5.94667e+06
31  3  9.71344e+06
31  4  1.61573e+07
31  5  1.73044e+06
31  6  1.84895e+06
31  7  5.8724e+06
31  8  1.63035e+07
31  9  7.83664e+06
31  10  6.05987e+06
31  11  0
31  12  8.80174e+06
31  13  5.69004e+06
31  14  3.85862e+06
31  15  9.68482e+06
31  16  8.34677e+06
31  17  4.61505e+06
31  18  2.4975e+06
31  19  1.74625e+06
31  20  7.64484e+06
31  21  0
31  22  0
31  23  1.07051e+07
31  24  1.12602e+06
31  25  6.79877e+06
31  26  9.81008e+06
31  27  8.55499e+06
31  28  5.42532e+06
31  29  0
31  30  3.20668e+06
31  31  3.74242e+06
31  32  0
31  33  1.00165e+07
31  34  0
31  35  1.29913e+07
31  36  1.06912e+07
31  37  0
31  38  4.94487e+06
31  39  9.8967e+06
31  40  0
31  41  1.2606e+07
31  42  6.28768e+06
31  43  1.1863e+07
31  44  8.64597e+06
31  45  0
31  46  8.56822e+06
31  47  0
31  48  58152.6
31  49  7.06478e+06
31  50  7.43656e+06
31  51  3.96034e+06
31  52  0
31  53  2.73169e+06
31  54  3.06465e+06
31  55  0
31  56  0
31  57  1.09843e+07
31  58  1.16756e+07
31  59  5.142e+06
31  60  7.3059e+06
31  61  0
31  62  334548
31  63  701482
31  64  9.58544e+06
31  65  1.13807e+07
31  66  6.14345e+06
31  67  0
32  0  5.77373e+06
32  1  1.8743e+06
32  2  5.55258e+06
32  3  3.22114e+06
32  4  1.82948e+06
32  5  8.94408e+06
32  6  7.54027e+06
32  7  9.5689e+06
32  8  0
32  9  4.09483e+06
32  10  8.26331e+06
32  11  2.46691e+06
32  12  0
32  13  0
32  14  1.01055e+07
32  15  1.03102e+07
32  16  7.69719e+06
32  17  0
32  18  1.10002e+07
32  19  6.07172e+06
32  20  1.09723e+07
32  21  1.30943e+07
32  22  6.31501e+06
32  23  4.97649e+06
32  24  5.19137e+06
32  25  602331
32  26  8.38171e+06
32  27  484106
32  28  0
32  29  3.21603e+06
32  30  1.02364e+07
32  31  0
32  32  1.11042e+07
32  33  8.98141e+06
32  34  2.53332e+06
32  35  1.05737e+07
32  36  6.06004e+06
32  37  5.93555e+06
32  38  0
32  39  9.38495e+06
32  40  5.0146e+06
32  41  1.27552e+07
32  42  6.35846e+06
32  43  2.43635e+06
32  44  5.99603e+06
32  45  0
32  46  4.91124e+06
32  47  0
32  48  4.79066e+06
32  49  0
32  50  3.57801e+06
32  51  1.0272e+07
32  52  0
32  53  1.02484e+07
32  54  5.05895e+06
32  55  8.76204e+06
32  56  6.50045e+06
32  57  3.53498e+06
32  58  5.78298e+06
32  59  0
32  60  0
32  61  7.54146e+06
32  62  0
32  63  1.23793e+07
32  64  1.03519e+07
32  65  4.80762e+06
32  66  1.20598e+07
32  67  0
33  0  4.49003e+06
33  1  4.96469e+06
33  2  3.00001e+06
33  3  1.14124e+07
33  4  9.67503e+06
33  5  0
33  6  0
33  7  114751
33  8  399360
33  9  0
33  10  2.13872e+06
33  11  1.67252e+07
33  12  3.11311e+06
33  13  6.00706e+06
33  14  5.04749e+06
33  15  7.8281e+06
33  16  6.45116e+06
33  17  1.35786e+06
33  18  9.41657e+06
33  19  7.60236e+06
33  20  1.03858e+07
33  21  2.66617e+06
33  22  2.36679e+06
33  23  5.61403e+06
33  24  3.53876e+06
33  25  0
33  26  8.45989e+06
33  27  6.23993e+06
33  28  3.89694e+06
33  29  0
33  30  7.50994e+06
33  31  3.64424e+06
33  32  0
33  33  9.22493e+06
33  34  1.69749e+07
33  35  4.7442e+06
33  36  0
33  37  2.5402e+06
33  38  2.06218e+06
33  39  7.03516e+06
33  40  2.44617e+06
33  41  7.57602e+06
33  42  6.48041e+06
33  43  0
33  44  5.0193e+06
33  45  0
33  46  4.32819e+06
33  47  0
33  48  0
33  49  4.218e+06
33  50  5.57417e+06
33  51  6.19604e+06
33  52  0
33  53  9.94205e+06
33  54  0
33  55  2.0034e+07
33  56  5.92765e+06
33  57  3.86908e+06
33  58  596858
33  59  5.23105e+06
33  60  9.94543e+06
33  61  8.35028e+06
33  62  8.90181e+06
33  63  0
33  64  8.03333e+06
33  65  4.04628e+06
33  66  9.854e+06
33  67  3.54879e+06
34  0  3.12902e+06
34  1  4.47329e+06
34  2  4.11855e+06
34  3  7.35523e+06
34  4  2.9489e+06
34  5  2.54083e+06
34  6  1.1355e+06
34  7  9.44789e+06
34  8  0
34  9  0
34  10  0
34  11  8.01729e+06
34  12  1.20438e+07
34  13  7.71452e+06
34  14  9.29925e+06
34  15  2.57275e+06
34  16  8.44111e+06
34  17  9.91822e+06
34  18  5.5952e+06
34  19  3.82476e+06
34  20  8.16376e+06
34  21  3.46599e+06
34  22  7.402e+06
34  23  0
34  24  7.45308e+06
34  25  8.64559e+06
34  26  3.29106e+06
34  27  793873
34  28  8.10453e+06
34  29  3.84916e+06
34  30  0
34  31  0
34  32  4.82221e+06
34  33  5.37572e+06
34  34  8.43637e+06
34  35  1.00598e+07
34  36  2.39322e+06
34  37  0
34  38  2.00224e+06
34  39  8.91727e+06
34  40  0
34  41  1.25489e+07
34  42  5.44785e+06
34  43  5.02402e+06
34  44  4.03216e+06
34  45  9.38358e+06
34  46  6.29432e+06
34  47  0
34  48  4.76922e+06
34  49  1.84653e+06
34  50  7.54579e+06
34  51  4.20563e+06
34  52  8.88591e+06
34  53  9.56449e+06
34  54  1.71303e+06
34  55  5.60597e+06
34  56  9.75762e+06
34  57  8.46932e+06
34  58  1.58973e+07
34  59  1.23773e+07
34  60  6.04416e+06
34  61  9.08294e+06
34  62  1.22614e+07
34  63  1.01748e+07
34  64  7.05083e+06
34  65  6.78621e+06
34  66  0
34  67  7.35497e+06
35  0  0
35  1  2.07255e+06
35  2  6.98879e+06
35  3  9.75438e+06
35  4  5.46751e+06
35  5  1.90163e+06
35  6  0
35  7  0
35  8  0
35  9  0
35  10  5.82184e+06
35  11  3.64642e+06
35  12  0
35  13  0
35  14  0
35  15  0
35  16  3.67392e+06
35  17  5.37991e+06
35  18  0
35  19  5.73795e+06
35  20  6.47644e+06
35  21  1.68723e+06
35  22  4.44202e+06
35  23  6.75135e+06
35  24  0
35  25  7.81087e+06
35  26  0
35  27  3.22701e+06
35  28  3.05389e+06
35  29  7.03392e+06
35  30  5.30849e+06
35  31  1.06101e+07
35  32  0
35  33  4.09595e+06
35  34  1.21377e+07
35  35  0
35  36  6.55089e+06
35  37  5.93301e+06
35  38  0
35  39  1.42083e+07
35  40  9.00824e+06
35  41  1.20586e+07
35  42  1.58724e+07
35  43  0
35  44  8.87465e+06
35  45  6.19278e+06
35  46  1.4057e+07
35  47  0
35  48  3.84342e+06
35  49  0
35  50  7.89005e+06
35  51  1.00621e+07
35  52  0
35  53  4.37028e+06
35  54  1.00961e+07
35  55  0
35  56  1.16623e+07
35  57  1.20276e+07
35  58  2.69827e+06
35  59  1.27451e+07
35  60  242486
35  61  7.1612e+06
35  62  0
35  63  1.24054e+07
35  64  0
35  65  0
35  66  4.95348e+06
35  67  1.13785e+07
36  0  3.20048e+06
36  1  7.84014e+06
36  2  6.86394e+06
36  3  26966
36  4  2.60792e+06
36  5  7.82431e+06
36  6  5.77017e+06
36  7  6.1452e+06
36  8  0
36  9  7.77423e+06
36  10  4.13617e+06
36  11  5.38301e+06
36  12  9.24226e+06
36  13  5.22908e+06
36  14  3.99711e+06
36  15  0
36  16  1.25244e+07
36  17  6.11059e+06
36  18  4.20508e+06
36  19  0
36  20  5.12646e+06
36  21  7.33962e+06
36  22  1.02716e+07
36  23  1.25667e+07
36  24  9.53133e+06
36  25  1.56346e+07
36  26  0
36  27  5.90563e+06
36  28  9.64803e+06
36  29  8.86357e+06
36  30  1.11637e+07
36  31  1.48768e+07
36  32  0
36  33  3.2635e+06
36  34  0
36  35  0
36  36  0
36  37  0
36  38  8.02387e+06
36  39  5.10645e+06
36  40  8.95831e+06
36  41  1.42132e+07
36  42  7.51783e+06
36  43  1.0043e+07
36  44  1.57034e+06
36  45  0
36  46  8.02977e+06
36  47  6.74089e+06
36  48  1.04588e+07
36  49  9.4801e+06
36  50  0
36  51  0
36  52  5.49836e+06
36  53  1.06771e+07
36  54  9.07287e+06
36  55  9.2712e+06
36  56  0
36  57  4.17854e+06
36  58  9.94395e+06
36  59  6.89286e+06
36  60  9.85111e+06
36  61  0
36  62  8.56377e+06
36  63  6.85939e+06
36  64  6.99825e+06
36  65  2.94634e+06
36  66  1.02417e+07
36  67  7.89443e+06
37  0  8.12559e+06
37  1  1.28102e+07
37  2  5.26186e+06
37  3  0
37  4  5.613e+06
37  5  0
37  6  0
37  7  0
37  8  0
37  9  6.67913e+06
37  10  1.55238e+06
37  11  1.32272e+07
37  12  234850
37  13  3.20047e+06
37  14  2.74249e+06
37  15  5.91909e+06
37  16  1.36493e+07
37  17  9.22645e+06
37  18  7.8581e+06
37  19  4.03456e+06
37  20  8.0796e+06
37  21  0
37  22  1.11198e+06
37  23  1.05499e+07
37  24  1.07248e+07
37  25  7.23659e+06
37  26  1.0757e+07
37  27  4.57303e+06
37  28  7.59731e+06
37  29  9.06006e+06
37  30  2.40902e+06
37  31  0
37  32  3.56433e+06
37  33  1.24781e+07
37  34  4.14267e+06
37  35  3.50393e+06
37  36  4.49382e+06
37  37  7.26574e+06
37  38  0
37  39  0
37  40  7.64371e+06
37  41  5.5579e+06
37  42  8.58371e+06
37  43  1.45566e+07
37  44  4.26288e+06
37  45  1.12181e+07
37  46  9.26323e+06
37  47  0
37  48  1.12473e+07
37  49  5.89579e+06
37  50  1.1348e+07
37  51  0
37  52  7.43271e+06
37  53  0
37  54  1.11651e+07
37  55  0
37  56  0
37  57  6.37745e+06
37  58  1.35373e+07
37  59  1.14609e+07
37  60  8.27028e+06
37  61  1.55205e+07
37  62  0
37  63  8.01028e+06
37  64  0
37  65  6.2859e+06
37  66  1.7801e+07
