row  column  (images_1_region2.edf Fe-K*images_1_region2.edf Ar-K**2.3)
16  67  5.32071e+07
17  0  3.16344e+07
17  1  3.21108e+07
17  2  3.86688e+07
17  3  3.86214e+07
17  4  3.90395e+07
17  5  4.55421e+07
17  6  4.77137e+07
17  7  4.98352e+07
17  8  5.70891e+07
17  9  8.14079e+07
17  10  7.83293e+07
17  11  9.85246e+07
17  12  7.14253e+07
17  13  5.98349e+07
17  14  7.07158e+07
17  15  7.59456e+07
17  16  1.11501e+08
17  17  1.35118e+08
17  18  1.05253e+08
17  19  1.21015e+08
17  20  1.10688e+08
17  21  9.95338e+07
17  22  1.05838e+08
17  23  1.29749e+08
17  24  1.28067e+08
17  25  8.57501e+07
17  26  9.44448e+07
17  27  9.20553e+07
17  28  8.00182e+07
17  29  8.05562e+07
17  30  9.14169e+07
17  31  1.00856e+08
17  32  1.11229e+08
17  33  1.32282e+08
17  34  1.10386e+08
17  35  8.92971e+07
17  36  1.14998e+08
17  37  9.28484e+07
17  38  1.07118e+08
17  39  1.28719e+08
17  40  1.40248e+08
17  41  1.71392e+08
17  42  1.42779e+08
17  43  1.33557e+08
17  44  1.24634e+08
17  45  1.16702e+08
17  46  1.19088e+08
17  47  1.04894e+08
17  48  1.04589e+08
17  49  1.00373e+08
17  50  9.32733e+07
17  51  9.04977e+07
17  52  3.64188e+07
17  53  1.10968e+08
17  54  9.69376e+07
17  55  1.18408e+08
17  56  9.97559e+07
17  57  1.08149e+08
17  58  8.18972e+07
17  59  9.94439e+07
17  60  7.79239e+07
17  61  7.44569e+07
17  62  6.22245e+07
17  63  4.84336e+07
17  64  5.46399e+07
17  65  5.59387e+07
17  66  5.55421e+07
17  67  5.22211e+07
18  0  3.90895e+07
18  1  2.97474e+07
18  2  2.7959e+07
18  3  3.0991e+07
18  4  3.75197e+07
18  5  4.49367e+07
18  6  5.52648e+07
18  7  6.79235e+07
18  8  6.59505e+07
18  9  8.20226e+07
18  10  8.96756e+07
18  11  9.18971e+07
18  12  7.03321e+07
18  13  6.1181e+07
18  14  3.77771e+07
18  15  9.18606e+07
18  16  1.19971e+08
18  17  1.25627e+08
18  18  1.21167e+08
18  19  1.10485e+08
18  20  1.0964e+08
18  21  8.79858e+07
18  22  1.22498e+08
18  23  1.64248e+08
18  24  9.9297e+07
18  25  9.72017e+07
18  26  1.20694e+08
18  27  1.10991e+08
18  28  9.96165e+07
18  29  9.95026e+07
18  30  1.13283e+08
18  31  9.52334e+07
18  32  1.20639e+08
18  33  1.4095e+08
18  34  1.13871e+08
18  35  1.0102e+08
18  36  1.13764e+08
18  37  1.19977e+08
18  38  1.16264e+08
18  39  1.26018e+08
18  40  1.38208e+08
18  41  1.5761e+08
18  42  1.5248e+08
18  43  1.24235e+08
18  44  1.21597e+08
18  45  1.16861e+08
18  46  1.08405e+08
18  47  1.06985e+08
18  48  1.05412e+08
18  49  1.00893e+08
18  50  1.03454e+08
18  51  1.25265e+08
18  52  1.29023e+08
18  53  1.25365e+08
18  54  1.09247e+08
18  55  1.01263e+08
18  56  9.12601e+07
18  57  8.74981e+07
18  58  1.02123e+08
18  59  8.63151e+07
18  60  8.42339e+07
18  61  6.93163e+07
18  62  7.64843e+07
18  63  5.44052e+07
18  64  5.19901e+07
18  65  5.99119e+07
18  66  5.51132e+07
18  67  5.44387e+07
19  0  4.05567e+07
19  1  4.22652e+07
19  2  3.68469e+07
19  3  3.79966e+07
19  4  2.37741e+07
19  5  4.37738e+07
19  6  5.28384e+07
19  7  4.90415e+07
19  8  7.74434e+07
19  9  7.67886e+07
19  10  9.07733e+07
19  11  7.80533e+07
19  12  8.23018e+07
19  13  7.59609e+07
19  14  8.89763e+07
19  15  1.04955e+08
19  16  1.22159e+08
19  17  1.00726e+08
19  18  1.05047e+08
19  19  1.26524e+08
19  20  1.12146e+08
19  21  1.11804e+08
19  22  1.39252e+08
19  23  1.38837e+08
19  24  1.04142e+08
19  25  1.01209e+08
19  26  1.18193e+08
19  27  9.25805e+07
19  28  1.01439e+08
19  29  8.16288e+07
19  30  1.04314e+08
19  31  1.12184e+08
19  32  1.14882e+08
19  33  1.55583e+08
19  34  1.05714e+08
19  35  1.01471e+08
19  36  1.16899e+08
19  37  1.06424e+08
19  38  1.15118e+08
19  39  1.24504e+08
19  40  1.19386e+08
19  41  1.21091e+08
19  42  1.42139e+08
19  43  1.20193e+08
19  44  1.28079e+08
19  45  8.20817e+07
19  46  1.02924e+08
19  47  1.05945e+08
19  48  1.12001e+08
19  49  9.41829e+07
19  50  1.31252e+08
19  51  9.72645e+07
19  52  1.31188e+08
19  53  1.33417e+08
19  54  9.29727e+07
19  55  1.2174e+08
19  56  1.03015e+08
19  57  1.09401e+08
19  58  0
19  59  8.4272e+07
19  60  7.91304e+07
19  61  7.96658e+07
19  62  5.7737e+07
19  63  4.91515e+07
19  64  5.75986e+07
19  65  5.33274e+07
19  66  6.64975e+07
19  67  6.11096e+07
20  0  3.00629e+07
20  1  3.63751e+07
20  2  3.00592e+07
20  3  3.89331e+07
20  4  3.06458e+07
20  5  6.00425e+07
20  6  5.29785e+07
20  7  7.11837e+07
20  8  6.41118e+07
20  9  7.23628e+07
20  10  9.54646e+07
20  11  8.68839e+07
20  12  7.42147e+07
20  13  9.73292e+07
20  14  8.8722e+07
20  15  1.08643e+08
20  16  1.24221e+08
20  17  9.32322e+07
20  18  4.44634e+07
20  19  1.44147e+08
20  20  1.23813e+08
20  21  1.23795e+08
20  22  1.45766e+08
20  23  1.67051e+08
20  24  1.31446e+08
20  25  1.25684e+08
20  26  8.78363e+07
20  27  8.12061e+07
20  28  8.63367e+07
20  29  1.08326e+08
20  30  1.08768e+08
20  31  1.04218e+08
20  32  1.31977e+08
20  33  1.5488e+08
20  34  1.27873e+08
20  35  8.84445e+07
20  36  1.04787e+08
20  37  9.79974e+07
20  38  1.19898e+08
20  39  1.15804e+08
20  40  1.20819e+08
20  41  1.2539e+08
20  42  1.37849e+08
20  43  1.08569e+08
20  44  1.32421e+08
20  45  1.1562e+08
20  46  6.53298e+07
20  47  1.2614e+08
20  48  1.0181e+08
20  49  1.21483e+08
20  50  1.15322e+08
20  51  1.04004e+08
20  52  1.18919e+08
20  53  1.32316e+08
20  54  9.49481e+07
20  55  1.00639e+08
20  56  1.16905e+08
20  57  9.23318e+07
20  58  1.09572e+08
20  59  1.0543e+08
20  60  7.78546e+07
20  61  2.61887e+07
20  62  7.39105e+07
20  63  6.24614e+07
20  64  6.05024e+07
20  65  5.14613e+07
20  66  5.09358e+07
20  67  5.71371e+07
21  0  3.71629e+07
21  1  3.20294e+07
21  2  4.30038e+07
21  3  4.80089e+07
21  4  4.07254e+07
21  5  4.4705e+07
21  6  6.82951e+07
21  7  6.61662e+07
21  8  6.95227e+07
21  9  7.98815e+07
21  10  7.25374e+07
21  11  8.1928e+07
21  12  7.47337e+07
21  13  9.22366e+07
21  14  8.7474e+07
21  15  9.07914e+07
21  16  1.09525e+08
21  17  1.29786e+08
21  18  1.28884e+08
21  19  1.19289e+08
21  20  1.24232e+08
21  21  1.22101e+08
21  22  1.34048e+08
21  23  1.83842e+08
21  24  1.39672e+08
21  25  1.19645e+08
21  26  1.01143e+08
21  27  1.01277e+08
21  28  9.79669e+07
21  29  9.67874e+07
21  30  1.01415e+08
21  31  1.04221e+08
21  32  1.19144e+08
21  33  1.50858e+08
21  34  1.44424e+08
21  35  1.11927e+08
21  36  1.03e+08
21  37  1.06345e+08
21  38  1.24175e+08
21  39  1.00754e+08
21  40  1.21903e+08
21  41  1.37332e+08
21  42  1.53395e+08
21  43  1.18075e+08
21  44  1.10497e+08
21  45  1.19308e+08
21  46  1.15097e+08
21  47  1.19314e+08
21  48  1.05193e+08
21  49  9.73657e+07
21  50  1.1841e+08
21  51  1.06992e+08
21  52  1.01673e+08
21  53  9.19806e+07
21  54  1.08194e+08
21  55  1.03412e+08
21  56  9.99102e+07
21  57  1.15035e+08
21  58  9.47038e+07
21  59  9.07777e+07
21  60  8.34986e+07
21  61  8.09868e+07
21  62  7.26676e+07
21  63  5.59805e+07
21  64  4.635e+07
21  65  4.52067e+07
21  66  5.55467e+07
21  67  6.2477e+07
22  0  2.89362e+07
22  1  4.28758e+07
22  2  4.2501e+07
22  3  4.18638e+07
22  4  3.48939e+07
22  5  5.44006e+07
22  6  5.87188e+07
22  7  7.80646e+07
22  8  7.89227e+07
22  9  9.63129e+07
22  10  8.93199e+07
22  11  5.96357e+07
22  12  9.51013e+07
22  13  8.64092e+07
22  14  8.95315e+07
22  15  1.05753e+08
22  16  1.09367e+08
22  17  1.253e+08
22  18  1.07386e+08
22  19  1.27597e+08
22  20  1.07529e+08
22  21  1.21938e+08
22  22  1.33442e+08
22  23  1.95966e+08
22  24  1.25138e+08
22  25  1.21106e+08
22  26  1.19114e+08
22  27  1.18851e+08
22  28  1.01949e+08
22  29  8.33195e+07
22  30  1.04796e+08
22  31  9.34859e+07
22  32  1.06983e+08
22  33  1.61904e+08
22  34  1.38707e+08
22  35  1.34116e+08
22  36  1.04114e+08
22  37  9.84716e+07
22  38  1.16939e+08
22  39  1.15727e+08
22  40  1.23278e+08
22  41  1.3263e+08
22  42  1.43643e+08
22  43  1.33506e+08
22  44  1.27681e+08
22  45  1.1858e+08
22  46  1.24997e+08
22  47  1.05508e+08
22  48  9.67784e+07
22  49  1.09266e+08
22  50  1.18094e+08
22  51  9.43329e+07
22  52  1.09662e+08
22  53  1.1381e+08
22  54  8.66594e+07
22  55  9.30153e+07
22  56  9.87789e+07
22  57  1.00548e+08
22  58  8.91569e+07
22  59  9.99189e+07
22  60  7.77116e+07
22  61  9.31303e+07
22  62  7.11794e+07
22  63  7.36939e+07
22  64  5.23626e+07
22  65  5.21657e+07
22  66  5.32402e+07
22  67  6.10572e+07
23  0  2.84338e+07
23  1  3.55348e+07
23  2  4.51683e+07
23  3  4.67937e+07
23  4  4.93772e+07
23  5  5.17714e+07
23  6  7.08869e+07
23  7  6.63712e+07
23  8  8.46913e+07
23  9  1.05036e+08
23  10  8.7462e+07
23  11  8.89457e+07
23  12  1.09165e+08
23  13  8.71035e+07
23  14  9.13439e+07
23  15  8.93729e+07
23  16  1.08574e+08
23  17  1.31112e+08
23  18  1.10962e+08
23  19  1.3657e+08
23  20  1.39785e+08
23  21  1.42762e+08
23  22  1.43817e+08
23  23  1.80056e+08
23  24  1.72237e+08
23  25  1.23054e+08
23  26  1.19568e+08
23  27  1.25107e+08
23  28  6.77383e+07
23  29  1.11249e+08
23  30  1.11618e+08
23  31  9.16664e+07
23  32  1.05272e+08
23  33  1.55601e+08
23  34  1.33501e+08
23  35  1.10968e+08
23  36  9.73623e+07
23  37  1.09292e+08
23  38  1.27068e+08
23  39  1.02168e+08
23  40  1.1537e+08
23  41  1.34741e+08
23  42  1.45372e+08
23  43  1.39461e+08
23  44  1.25616e+08
23  45  1.3515e+08
23  46  1.06618e+08
23  47  7.88847e+07
23  48  1.19198e+08
23  49  1.21797e+08
23  50  1.15714e+08
23  51  6.3204e+07
23  52  9.86062e+07
23  53  7.60581e+07
23  54  9.5724e+07
23  55  1.0178e+08
23  56  9.44393e+07
23  57  8.56257e+07
23  58  9.15163e+07
23  59  9.8272e+07
23  60  4.8948e+07
23  61  8.67206e+07
23  62  7.34237e+07
23  63  6.60042e+07
23  64  6.13855e+07
23  65  5.79544e+07
23  66  5.77398e+07
23  67  5.37171e+07
24  0  5.07248e+07
24  1  5.38536e+07
24  2  4.72879e+07
24  3  5.15819e+07
24  4  6.84239e+07
24  5  4.96455e+07
24  6  7.41408e+07
24  7  7.46972e+07
24  8  8.85288e+07
24  9  9.64386e+07
24  10  9.99292e+07
24  11  1.04028e+08
24  12  8.60277e+07
24  13  1.02151e+08
24  14  8.67313e+07
24  15  1.02283e+08
24  16  1.16825e+08
24  17  1.39492e+08
24  18  1.41565e+08
24  19  1.402e+08
24  20  1.48522e+08
24  21  9.87882e+07
24  22  1.33102e+08
24  23  2.05539e+08
24  24  1.4489e+08
24  25  1.09153e+08
24  26  1.16797e+08
24  27  1.20006e+08
24  28  8.41765e+07
24  29  1.0848e+08
24  30  1.06836e+08
24  31  1.02945e+08
24  32  1.18361e+08
24  33  1.87327e+08
24  34  1.51061e+08
24  35  1.1974e+08
24  36  8.74858e+07
24  37  1.06369e+08
24  38  1.01583e+08
24  39  9.82514e+07
24  40  1.18639e+08
24  41  1.37373e+08
24  42  1.43508e+08
24  43  1.1804e+08
24  44  1.26575e+08
24  45  1.12197e+08
24  46  1.3214e+08
24  47  1.14291e+08
24  48  1.01016e+08
24  49  1.15792e+08
24  50  1.04923e+08
24  51  9.85405e+07
24  52  1.10925e+08
24  53  1.12433e+08
24  54  1.23566e+08
24  55  9.85511e+07
24  56  1.03408e+08
24  57  9.58698e+07
24  58  9.51469e+07
24  59  1.01664e+08
24  60  9.97537e+07
24  61  9.12899e+07
24  62  8.26355e+07
24  63  7.17884e+07
24  64  7.21299e+07
24  65  6.31904e+07
24  66  2.17888e+07
24  67  6.4051e+07
25  0  5.2735e+07
25  1  4.75676e+07
25  2  4.82241e+07
25  3  4.77262e+07
25  4  4.45313e+07
25  5  5.75241e+07
25  6  6.96397e+07
25  7  4.42673e+07
25  8  7.46894e+07
25  9  1.09279e+08
25  10  1.00887e+08
25  11  9.20127e+07
25  12  9.8086e+07
25  13  8.79903e+07
25  14  9.31403e+07
25  15  1.00377e+08
25  16  1.151e+08
25  17  1.33343e+08
25  18  1.19096e+08
25  19  1.31326e+08
25  20  1.40335e+08
25  21  1.11365e+08
25  22  1.40943e+08
25  23  2.81822e+08
25  24  1.72378e+08
25  25  1.39125e+08
25  26  1.1142e+08
25  27  1.06137e+08
25  28  1.11448e+08
25  29  1.06274e+08
25  30  9.82823e+07
25  31  1.06639e+08
25  32  1.13025e+08
25  33  1.63077e+08
25  34  1.47905e+08
25  35  1.05738e+08
25  36  8.1738e+07
25  37  1.1244e+08
25  38  1.03225e+08
25  39  1.11953e+08
25  40  1.16968e+08
25  41  1.41388e+08
25  42  1.21613e+08
25  43  1.31103e+08
25  44  1.17695e+08
25  45  1.44044e+08
25  46  1.22714e+08
25  47  1.16082e+08
25  48  1.06217e+08
25  49  9.89501e+07
25  50  1.1733e+08
25  51  1.00206e+08
25  52  1.07794e+08
25  53  1.0687e+08
25  54  6.02729e+07
25  55  1.00654e+08
25  56  9.80846e+07
25  57  1.05724e+08
25  58  8.97569e+07
25  59  9.14085e+07
25  60  9.12325e+07
25  61  8.6642e+07
25  62  8.13093e+07
25  63  6.8722e+07
25  64  6.25932e+07
25  65  6.28407e+07
25  66  4.89151e+07
25  67  6.42094e+07
26  0  4.11161e+07
26  1  5.37183e+07
26  2  5.02575e+07
26  3  6.19796e+07
26  4  5.94088e+07
26  5  6.02091e+07
26  6  6.05496e+07
26  7  9.52177e+07
26  8  9.51101e+07
26  9  1.069e+08
26  10  1.07696e+08
26  11  9.51495e+07
26  12  9.92628e+07
26  13  8.86833e+07
26  14  1.02418e+08
26  15  1.02353e+08
26  16  1.26705e+08
26  17  1.31443e+08
26  18  1.12142e+08
26  19  1.30854e+08
26  20  1.17576e+08
26  21  1.0959e+08
26  22  1.45971e+08
26  23  1.97325e+08
26  24  1.32808e+08
26  25  1.14542e+08
26  26  1.06605e+08
26  27  1.1472e+08
26  28  1.08542e+08
26  29  9.05797e+07
26  30  9.74569e+07
26  31  1.12306e+08
26  32  1.17785e+08
26  33  2.0865e+08
26  34  1.61945e+08
26  35  1.0892e+08
26  36  1.10845e+08
26  37  1.07697e+08
26  38  9.83646e+07
26  39  1.01813e+08
26  40  1.24242e+08
26  41  1.42893e+08
26  42  1.2504e+08
26  43  1.23465e+08
26  44  1.1139e+08
26  45  1.33131e+08
26  46  1.26683e+08
26  47  1.06238e+08
26  48  1.27814e+08
26  49  1.21774e+08
26  50  1.08586e+08
26  51  1.31384e+08
26  52  9.34495e+07
26  53  1.11566e+08
26  54  9.71434e+07
26  55  1.08913e+08
26  56  9.19615e+07
26  57  9.68887e+07
26  58  1.1411e+08
26  59  1.12003e+08
26  60  9.20835e+07
26  61  1.00775e+08
26  62  8.12389e+07
26  63  9.01828e+07
26  64  7.65121e+07
26  65  5.80944e+07
26  66  6.8217e+07
26  67  4.60769e+07
27  0  5.08618e+07
27  1  5.37856e+07
27  2  4.55568e+07
27  3  5.53069e+07
27  4  5.73587e+07
27  5  5.40928e+07
27  6  6.73122e+07
27  7  8.59547e+07
27  8  8.05685e+07
27  9  1.1375e+08
27  10  1.21074e+08
27  11  1.0408e+08
27  12  9.85923e+07
27  13  9.82004e+07
27  14  8.13875e+07
27  15  1.24417e+08
27  16  1.15088e+08
27  17  1.34911e+08
27  18  1.18653e+08
27  19  1.04896e+08
27  20  1.11716e+08
27  21  9.65391e+07
27  22  1.32875e+08
27  23  1.73879e+08
27  24  1.36208e+08
27  25  1.22716e+08
27  26  1.16574e+08
27  27  9.39346e+07
27  28  1.13139e+08
27  29  9.62247e+07
27  30  9.97003e+07
27  31  9.47106e+07
27  32  9.27869e+07
27  33  1.43123e+08
27  34  1.67079e+08
27  35  1.2993e+08
27  36  1.02806e+08
27  37  9.74896e+07
27  38  1.07114e+08
27  39  1.14379e+08
27  40  1.28881e+08
27  41  1.24389e+08
27  42  1.17256e+08
27  43  1.30147e+08
27  44  1.23192e+08
27  45  1.08913e+08
27  46  1.12834e+08
27  47  1.1048e+08
27  48  1.1389e+08
27  49  1.06405e+08
27  50  1.00632e+08
27  51  1.18585e+08
27  52  1.15237e+08
27  53  1.07922e+08
27  54  1.06569e+08
27  55  1.05036e+08
27  56  8.61615e+07
27  57  1.04626e+08
27  58  1.08592e+08
27  59  9.29717e+07
27  60  8.80665e+07
27  61  9.40058e+07
27  62  7.99006e+07
27  63  7.97244e+07
27  64  6.75994e+07
27  65  5.89426e+07
27  66  7.61074e+07
27  67  7.37895e+07
28  0  5.38935e+07
28  1  6.13023e+07
28  2  5.92672e+07
28  3  6.197e+07
28  4  5.10665e+07
28  5  7.4516e+07
28  6  7.09166e+07
28  7  9.44129e+07
28  8  1.24898e+08
28  9  1.10883e+08
28  10  1.14137e+08
28  11  1.08024e+08
28  12  1.0335e+08
28  13  9.11515e+07
28  14  9.49827e+07
28  15  1.17736e+08
28  16  1.36262e+08
28  17  1.30218e+08
28  18  1.26751e+08
28  19  1.09928e+08
28  20  1.04085e+08
28  21  1.10375e+08
28  22  1.55035e+08
28  23  1.55595e+08
28  24  1.21907e+08
28  25  9.3244e+07
28  26  1.09148e+08
28  27  1.02153e+08
28  28  1.12137e+08
28  29  9.21701e+07
28  30  8.3721e+07
28  31  9.78065e+07
28  32  1.06657e+08
28  33  1.44673e+08
28  34  1.35311e+08
28  35  1.16396e+08
28  36  1.00338e+08
28  37  1.13992e+08
28  38  9.58306e+07
28  39  1.11463e+08
28  40  1.05587e+08
28  41  1.40433e+08
28  42  1.25942e+08
28  43  1.22116e+08
28  44  1.02182e+08
28  45  1.12315e+08
28  46  1.10444e+08
28  47  1.13105e+08
28  48  1.18087e+08
28  49  1.07012e+08
28  50  1.36192e+08
28  51  9.10606e+07
28  52  1.02813e+08
28  53  1.21039e+08
28  54  9.50722e+07
28  55  8.79967e+07
28  56  1.15341e+08
28  57  9.89186e+07
28  58  1.1358e+08
28  59  1.015e+08
28  60  1.11847e+08
28  61  1.02849e+08
28  62  9.88099e+07
28  63  7.29124e+07
28  64  6.47657e+07
28  65  7.04309e+07
28  66  4.68547e+07
28  67  8.04712e+07
29  0  5.2103e+07
29  1  6.96056e+07
29  2  5.69064e+07
29  3  5.38673e+07
29  4  5.79534e+07
29  5  4.38923e+07
29  6  8.40652e+07
29  7  1.0802e+08
29  8  1.26178e+08
29  9  1.23196e+08
29  10  1.16456e+08
29  11  1.14987e+08
29  12  1.12707e+08
29  13  5.39486e+07
29  14  9.78434e+07
29  15  1.07042e+08
29  16  1.4806e+08
29  17  1.20715e+08
29  18  1.26295e+08
29  19  1.15904e+08
29  20  1.2504e+08
29  21  1.09053e+08
29  22  1.1054e+08
29  23  1.3768e+08
29  24  1.1945e+08
29  25  9.957e+07
29  26  9.44914e+07
29  27  1.04983e+08
29  28  8.53569e+07
29  29  9.12927e+07
29  30  1.03227e+08
29  31  1.0292e+08
29  32  1.02491e+08
29  33  1.25739e+08
29  34  1.39512e+08
29  35  1.10044e+08
29  36  1.09571e+08
29  37  1.14158e+08
29  38  9.70748e+07
29  39  1.09243e+08
29  40  1.10266e+08
29  41  1.03637e+08
29  42  1.51661e+08
29  43  1.16494e+08
29  44  1.23957e+08
29  45  1.11196e+08
29  46  1.02379e+08
29  47  1.02213e+08
29  48  1.16946e+08
29  49  1.02629e+08
29  50  1.17945e+08
29  51  1.12041e+08
29  52  1.06666e+08
29  53  1.12265e+08
29  54  9.98664e+07
29  55  9.24499e+07
29  56  1.19598e+08
29  57  9.95967e+07
29  58  9.1202e+07
29  59  8.64386e+07
29  60  1.03525e+08
29  61  1.02431e+08
29  62  1.01278e+08
29  63  8.24164e+07
29  64  7.32304e+07
29  65  5.93602e+07
29  66  8.25046e+07
29  67  7.11569e+07
30  0  5.60859e+07
30  1  6.66148e+07
30  2  4.98232e+07
30  3  5.73441e+07
30  4  6.79187e+07
30  5  6.64187e+07
30  6  8.17271e+07
30  7  1.17013e+08
30  8  1.20241e+08
30  9  1.38057e+08
30  10  1.10616e+08
30  11  1.1599e+08
30  12  9.6902e+07
30  13  8.58704e+07
30  14  9.41898e+07
30  15  1.29545e+08
30  16  1.42287e+08
30  17  1.28373e+08
30  18  1.17158e+08
30  19  1.21618e+08
30  20  1.34025e+08
30  21  1.15242e+08
30  22  8.04452e+07
30  23  1.4321e+08
30  24  1.15621e+08
30  25  1.06153e+08
30  26  8.10437e+07
30  27  1.03058e+08
30  28  9.6015e+07
30  29  7.88831e+07
30  30  9.35145e+07
30  31  9.84101e+07
30  32  1.03968e+08
30  33  1.12974e+08
30  34  1.29388e+08
30  35  1.20919e+08
30  36  1.07011e+08
30  37  1.1038e+08
30  38  9.95968e+07
30  39  1.0939e+08
30  40  1.12885e+08
30  41  9.94166e+07
30  42  1.1596e+08
30  43  1.20574e+08
30  44  1.19325e+08
30  45  1.11545e+08
30  46  1.24291e+08
30  47  1.19003e+08
30  48  1.13183e+08
30  49  1.04683e+08
30  50  9.7038e+07
30  51  1.05225e+08
30  52  1.02055e+08
30  53  9.70205e+07
30  54  9.19113e+07
30  55  1.07698e+08
30  56  1.17152e+08
30  57  1.02573e+08
30  58  9.47805e+07
30  59  9.59578e+07
30  60  9.13863e+07
30  61  1.00684e+08
30  62  9.5416e+07
30  63  7.7002e+07
30  64  8.16714e+07
30  65  7.28925e+07
30  66  9.13325e+07
30  67  9.20993e+07
31  0  6.44158e+07
31  1  7.55912e+07
31  2  6.39524e+07
31  3  6.69589e+07
31  4  8.46895e+07
31  5  8.58318e+07
31  6  1.05037e+08
31  7  1.07785e+08
31  8  1.36355e+08
31  9  1.51013e+08
31  10  1.26541e+08
31  11  1.15223e+08
31  12  1.22569e+08
31  13  9.99493e+07
31  14  9.78022e+07
31  15  1.27239e+08
31  16  1.66266e+08
31  17  1.5337e+08
31  18  1.18184e+08
31  19  1.15939e+08
31  20  1.29686e+08
31  21  1.11712e+08
31  22  9.13717e+07
31  23  1.17424e+08
31  24  9.71083e+07
31  25  1.04882e+08
31  26  1.11296e+08
31  27  9.47359e+07
31  28  8.5058e+07
31  29  9.5116e+07
31  30  8.71805e+07
31  31  1.01712e+08
31  32  1.08864e+08
31  33  1.10189e+08
31  34  1.40907e+08
31  35  1.09741e+08
31  36  9.43625e+07
31  37  9.82721e+07
31  38  9.11807e+07
31  39  1.00613e+08
31  40  1.12414e+08
31  41  1.28947e+08
31  42  1.24429e+08
31  43  1.3301e+08
31  44  1.05604e+08
31  45  1.04088e+08
31  46  1.08163e+08
31  47  9.49132e+07
31  48  1.03865e+08
31  49  9.62155e+07
31  50  1.14804e+08
31  51  1.37672e+08
31  52  9.38342e+07
31  53  9.9216e+07
31  54  9.55648e+07
31  55  9.8827e+07
31  56  1.10597e+08
31  57  3.43206e+07
31  58  9.22486e+07
31  59  8.95808e+07
31  60  9.37703e+07
31  61  1.03721e+08
31  62  8.48677e+07
31  63  8.73624e+07
31  64  8.35689e+07
31  65  8.93158e+07
31  66  7.28366e+07
31  67  8.73644e+07
32  0  6.60176e+07
32  1  6.29551e+07
32  2  7.72544e+07
32  3  7.08714e+07
32  4  7.03165e+07
32  5  9.12926e+07
32  6  8.50766e+07
32  7  1.2442e+08
32  8  1.31887e+08
32  9  1.58941e+08
32  10  1.38195e+08
32  11  1.13413e+08
32  12  1.01786e+08
32  13  9.03862e+07
32  14  1.18061e+08
32  15  1.22916e+08
32  16  1.59587e+08
32  17  1.52938e+08
32  18  1.20158e+08
32  19  1.15326e+08
32  20  1.34611e+08
32  21  8.9473e+07
32  22  1.12498e+08
32  23  1.44122e+08
32  24  1.22295e+08
32  25  8.22471e+07
32  26  1.02895e+08
32  27  9.11873e+07
32  28  8.76484e+07
32  29  1.03866e+08
32  30  8.88006e+07
32  31  1.13769e+08
32  32  1.0496e+08
32  33  1.25579e+08
32  34  1.23502e+08
32  35  9.56418e+07
32  36  1.02024e+08
32  37  1.11284e+08
32  38  1.11696e+08
32  39  1.05136e+08
32  40  1.18767e+08
32  41  1.19233e+08
32  42  1.35901e+08
32  43  1.19775e+08
32  44  1.03435e+08
32  45  1.10151e+08
32  46  1.07202e+08
32  47  1.00259e+08
32  48  9.46167e+07
32  49  9.97088e+07
32  50  1.04312e+08
32  51  1.0757e+08
32  52  9.23574e+07
32  53  9.84586e+07
32  54  1.0615e+08
32  55  1.2102e+08
32  56  1.16379e+08
32  57  1.02495e+08
32  58  1.01639e+08
32  59  9.60073e+07
32  60  1.17351e+08
32  61  1.09062e+08
32  62  1.00664e+08
32  63  8.13891e+07
32  64  9.08908e+07
32  65  7.93285e+07
32  66  9.50155e+07
32  67  8.58511e+07
33  0  7.26029e+07
33  1  6.81339e+07
33  2  7.41429e+07
33  3  8.32942e+07
33  4  7.9613e+07
33  5  9.35845e+07
33  6  1.07169e+08
33  7  1.062e+08
33  8  1.34869e+08
33  9  1.53208e+08
33  10  1.39053e+08
33  11  1.21679e+08
33  12  1.20303e+08
33  13  1.07076e+08
33  14  1.18026e+08
33  15  1.35531e+08
33  16  1.53947e+08
33  17  1.36042e+08
33  18  1.22533e+08
33  19  1.24277e+08
33  20  1.30398e+08
33  21  9.99546e+07
33  22  9.81443e+07
33  23  1.10848e+08
33  24  8.88857e+07
33  25  1.08611e+08
33  26  9.38768e+07
33  27  1.00069e+08
33  28  8.73552e+07
33  29  7.35699e+07
33  30  7.95297e+07
33  31  1.01046e+08
33  32  1.18819e+08
33  33  1.15905e+08
33  34  1.41506e+08
33  35  1.05416e+08
33  36  9.69267e+07
33  37  1.08095e+08
33  38  1.05441e+08
33  39  1.22995e+08
33  40  1.19588e+08
33  41  1.12163e+08
33  42  1.2413e+08
33  43  1.05441e+08
33  44  1.12603e+08
33  45  9.38182e+07
33  46  1.01822e+08
33  47  1.15747e+08
33  48  9.82656e+07
33  49  1.0501e+08
33  50  8.74757e+07
33  51  1.16891e+08
33  52  9.04652e+07
33  53  9.3388e+07
33  54  1.03559e+08
33  55  1.05124e+08
33  56  1.12162e+08
33  57  1.1488e+08
33  58  8.68954e+07
33  59  1.09493e+08
33  60  1.04227e+08
33  61  1.01807e+08
33  62  5.00435e+07
33  63  1.01666e+08
33  64  7.47343e+07
33  65  9.12817e+07
33  66  9.72243e+07
33  67  8.75124e+07
34  0  7.85791e+07
34  1  6.7048e+07
34  2  6.93977e+07
34  3  7.15701e+07
34  4  7.36362e+07
34  5  9.22846e+07
34  6  1.02913e+08
