row  column  (images_1_region2.edf Zn-K*images_1_region2.edf Ar-K**2.3)
8  36  7.76096e+07
8  37  7.71298e+07
8  38  8.73672e+07
8  39  9.61832e+07
8  40  1.07757e+08
8  41  9.45096e+07
8  42  1.32656e+08
8  43  6.83684e+07
8  44  1.23105e+08
8  45  1.05158e+08
8  46  9.16395e+07
8  47  1.07735e+08
8  48  1.11048e+08
8  49  1.07053e+08
8  50  1.18955e+08
8  51  1.3213e+08
8  52  1.09243e+08
8  53  1.32149e+08
8  54  1.3371e+08
8  55  1.62264e+08
8  56  1.17077e+08
8  57  1.26962e+08
8  58  1.75707e+08
8  59  1.61278e+08
8  60  1.24575e+08
8  61  8.04436e+07
8  62  5.05167e+07
8  63  4.83424e+07
8  64  2.68649e+07
8  65  8.57362e+06
8  66  3.41634e+07
8  67  2.14121e+07
9  0  0
9  1  6.6972e+06
9  2  0
9  3  7.7005e+06
9  4  4.23093e+06
9  5  9.76756e+06
9  6  8.84729e+06
9  7  1.33871e+07
9  8  0
9  9  1.45764e+07
9  10  1.12631e+07
9  11  1.98656e+07
9  12  872400
9  13  1.15249e+07
9  14  3.45756e+07
9  15  2.84465e+07
9  16  4.6231e+07
9  17  3.38085e+07
9  18  3.58829e+07
9  19  2.79514e+07
9  20  3.30469e+07
9  21  4.70648e+07
9  22  3.43259e+07
9  23  5.17647e+07
9  24  4.91063e+07
9  25  3.87197e+07
9  26  2.8943e+07
9  27  2.96252e+07
9  28  4.23728e+07
9  29  5.81622e+07
9  30  4.65814e+07
9  31  4.83225e+07
9  32  6.7337e+07
9  33  6.51342e+07
9  34  8.5129e+07
9  35  7.90777e+07
9  36  8.23417e+07
9  37  9.41072e+07
9  38  1.16796e+08
9  39  1.1053e+08
9  40  9.11775e+07
9  41  1.16384e+08
9  42  1.14558e+08
9  43  1.35094e+08
9  44  1.3e+08
9  45  1.03291e+08
9  46  7.69009e+07
9  47  9.78698e+07
9  48  9.54635e+07
9  49  1.10075e+08
9  50  1.5978e+08
9  51  1.12624e+08
9  52  1.23781e+08
9  53  1.18783e+08
9  54  1.28417e+08
9  55  1.18544e+08
9  56  1.27947e+08
9  57  1.27971e+08
9  58  1.65493e+08
9  59  1.42634e+08
9  60  1.2304e+08
9  61  1.17884e+08
9  62  8.21533e+07
9  63  4.9088e+07
9  64  3.19948e+07
9  65  4.08279e+07
9  66  1.00599e+07
9  67  0
10  0  305612
10  1  4.67314e+06
10  2  5.86823e+06
10  3  1.59014e+07
10  4  754332
10  5  2.24046e+06
10  6  1.83259e+07
10  7  0
10  8  1.20446e+07
10  9  8.21231e+06
10  10  4.38505e+06
10  11  9.06854e+06
10  12  1.02021e+07
10  13  1.96917e+07
10  14  3.38837e+07
10  15  2.474e+07
10  16  2.44375e+07
10  17  2.26015e+07
10  18  4.80166e+07
10  19  3.13004e+07
10  20  2.61894e+07
10  21  2.62824e+07
10  22  5.02435e+07
10  23  5.90717e+07
10  24  3.8683e+07
10  25  3.77848e+07
10  26  4.66272e+07
10  27  5.98956e+07
10  28  5.86538e+07
10  29  5.63946e+07
10  30  5.89715e+07
10  31  2.65016e+07
10  32  4.16917e+07
10  33  5.94742e+07
10  34  5.83688e+07
10  35  7.45991e+07
10  36  1.02304e+08
10  37  9.65563e+07
10  38  9.34127e+07
10  39  1.22102e+08
10  40  1.24802e+08
10  41  1.01093e+08
10  42  1.35645e+08
10  43  1.38793e+08
10  44  9.95384e+07
10  45  8.90948e+07
10  46  1.03181e+08
10  47  1.02575e+08
10  48  9.82887e+07
10  49  1.01862e+08
10  50  1.24773e+08
10  51  1.31874e+08
10  52  1.30199e+08
10  53  1.16507e+08
10  54  1.24594e+08
10  55  1.312e+08
10  56  1.32822e+08
10  57  1.26997e+08
10  58  1.33197e+08
10  59  1.4864e+08
10  60  1.14319e+08
10  61  9.1788e+07
10  62  7.23633e+07
10  63  5.8333e+07
10  64  3.22728e+07
10  65  4.47726e+07
10  66  1.7648e+07
10  67  2.6695e+07
11  0  0
11  1  1.50926e+07
11  2  1.11185e+07
11  3  0
11  4  4.14555e+06
11  5  7.73612e+06
11  6  1.24949e+07
11  7  5.49557e+06
11  8  2.0436e+07
11  9  1.42981e+07
11  10  2.45947e+07
11  11  6.51295e+06
11  12  8.85339e+06
11  13  1.64471e+07
11  14  1.36003e+07
11  15  2.68193e+07
11  16  3.25329e+07
11  17  3.70058e+07
11  18  4.21248e+07
11  19  4.26945e+07
11  20  3.43365e+07
11  21  4.68255e+07
11  22  3.93136e+07
11  23  3.62678e+07
11  24  3.88782e+07
11  25  4.66874e+07
11  26  4.57999e+07
11  27  5.51187e+07
11  28  6.26414e+07
11  29  5.9326e+07
11  30  9.8558e+07
11  31  7.36546e+07
11  32  1.28688e+08
11  33  7.00949e+07
11  34  7.30803e+07
11  35  7.55565e+07
11  36  1.08118e+08
11  37  7.92683e+07
11  38  1.14281e+08
11  39  9.68673e+07
11  40  1.04282e+08
11  41  1.2299e+08
11  42  1.07365e+08
11  43  1.21132e+08
11  44  1.15995e+08
11  45  1.24807e+08
11  46  9.26767e+07
11  47  9.00717e+07
11  48  1.00019e+08
11  49  1.37237e+08
11  50  1.0319e+08
11  51  1.24094e+08
11  52  1.18518e+08
11  53  1.28518e+08
11  54  1.25861e+08
11  55  1.20833e+08
11  56  1.42985e+08
11  57  1.31946e+08
11  58  1.38068e+08
11  59  1.39827e+08
11  60  1.11473e+08
11  61  8.85396e+07
11  62  8.17666e+07
11  63  5.92209e+07
11  64  2.77784e+07
11  65  2.36183e+07
11  66  1.34884e+07
11  67  3.0046e+07
12  0  6.6423e+06
12  1  7.65618e+06
12  2  7.22492e+06
12  3  2.4375e+06
12  4  4.7618e+06
12  5  1.43385e+07
12  6  1.0233e+07
12  7  1.35867e+07
12  8  5.03551e+06
12  9  2.92325e+07
12  10  1.24523e+07
12  11  2.39146e+07
12  12  2.42104e+07
12  13  1.67378e+07
12  14  2.90334e+07
12  15  2.70246e+07
12  16  3.11278e+07
12  17  3.19672e+07
12  18  4.28226e+07
12  19  4.53229e+07
12  20  4.93154e+07
12  21  5.16951e+07
12  22  4.52916e+07
12  23  4.62771e+07
12  24  4.26945e+07
12  25  4.6819e+07
12  26  5.07232e+07
12  27  5.63057e+07
12  28  8.91681e+07
12  29  9.54423e+07
12  30  7.16524e+07
12  31  9.47449e+07
12  32  1.02671e+08
12  33  7.49775e+07
12  34  7.49969e+07
12  35  9.47304e+07
12  36  7.28127e+07
12  37  9.04115e+07
12  38  1.04187e+08
12  39  9.68575e+07
12  40  1.22034e+08
12  41  1.03546e+08
12  42  1.28282e+08
12  43  1.52457e+08
12  44  1.16201e+08
12  45  1.33496e+08
12  46  1.01212e+08
12  47  8.44911e+07
12  48  9.72804e+07
12  49  1.02002e+08
12  50  1.21506e+08
12  51  1.29358e+08
12  52  1.09961e+08
12  53  1.19081e+08
12  54  1.34473e+08
12  55  1.06853e+08
12  56  1.40651e+08
12  57  1.40118e+08
12  58  1.53009e+08
12  59  1.3129e+08
12  60  1.1147e+08
12  61  8.54252e+07
12  62  5.42782e+07
12  63  4.03828e+07
12  64  5.50836e+07
12  65  2.90511e+07
12  66  2.53509e+07
12  67  1.3011e+07
13  0  1.21213e+07
13  1  5.0226e+06
13  2  3.96603e+06
13  3  9.20616e+06
13  4  6.15408e+06
13  5  4.7973e+06
13  6  2.9914e+07
13  7  1.64249e+07
13  8  1.02651e+07
13  9  3.8594e+07
13  10  80137
13  11  1.07888e+07
13  12  1.45968e+07
13  13  2.53044e+07
13  14  4.64699e+07
13  15  3.71032e+07
13  16  3.99045e+07
13  17  3.12928e+07
13  18  4.29345e+07
13  19  5.79345e+07
13  20  7.26023e+07
13  21  4.75714e+07
13  22  4.06841e+07
13  23  5.13553e+07
13  24  6.58954e+07
13  25  8.10332e+07
13  26  5.84947e+07
13  27  4.13247e+07
13  28  6.91432e+07
13  29  7.43599e+07
13  30  8.15174e+07
13  31  8.53812e+07
13  32  8.43876e+07
13  33  8.14374e+07
13  34  8.77092e+07
13  35  1.13285e+08
13  36  1.05359e+08
13  37  8.28787e+07
13  38  9.39471e+07
13  39  1.36152e+08
13  40  1.20437e+08
13  41  9.13154e+07
13  42  1.21711e+08
13  43  1.12367e+08
13  44  1.37138e+08
13  45  8.40276e+07
13  46  1.14176e+08
13  47  1.24359e+08
13  48  1.24147e+08
13  49  1.40061e+08
13  50  1.0876e+08
13  51  1.41831e+08
13  52  1.27457e+08
13  53  1.22478e+08
13  54  1.20258e+08
13  55  1.11143e+08
13  56  1.26608e+08
13  57  1.27425e+08
13  58  1.67356e+08
13  59  1.47079e+08
13  60  1.105e+08
13  61  8.19709e+07
13  62  6.00708e+07
13  63  6.68016e+07
13  64  3.62689e+07
13  65  2.40239e+07
13  66  2.0498e+07
13  67  9.6591e+06
14  0  7.79973e+06
14  1  3.02282e+06
14  2  424590
14  3  3.07881e+06
14  4  1.12949e+07
14  5  0
14  6  0
14  7  2.07076e+07
14  8  2.43098e+07
14  9  1.9574e+07
14  10  2.89032e+07
14  11  2.53273e+07
14  12  9.26422e+06
14  13  2.50162e+07
14  14  5.39577e+07
14  15  2.85428e+07
14  16  5.10493e+07
14  17  6.13373e+07
14  18  5.40457e+07
14  19  5.92102e+07
14  20  5.54345e+07
14  21  5.79025e+07
14  22  5.16694e+07
14  23  6.50411e+07
14  24  7.32226e+07
14  25  6.88513e+07
14  26  6.73149e+07
14  27  7.80992e+07
14  28  7.75017e+07
14  29  6.06966e+07
14  30  9.2294e+07
14  31  7.95521e+07
14  32  8.95897e+07
14  33  9.39969e+07
14  34  7.94737e+07
14  35  9.23601e+07
14  36  6.9302e+07
14  37  8.32773e+07
14  38  1.08186e+08
14  39  1.32406e+08
14  40  1.1072e+08
14  41  1.07877e+08
14  42  1.34263e+08
14  43  1.32357e+08
14  44  1.28883e+08
14  45  1.02313e+08
14  46  1.23453e+08
14  47  8.53927e+07
14  48  1.09935e+08
14  49  1.20573e+08
14  50  1.21148e+08
14  51  1.29887e+08
14  52  1.14254e+08
14  53  1.22027e+08
14  54  1.21603e+08
14  55  1.20926e+08
14  56  1.17481e+08
14  57  1.38548e+08
14  58  1.32694e+08
14  59  1.40112e+08
14  60  1.22957e+08
14  61  1.07069e+08
14  62  5.87606e+07
14  63  4.22323e+07
14  64  1.54807e+07
14  65  2.7032e+07
14  66  3.20997e+07
14  67  1.2646e+07
15  0  0
15  1  0
15  2  1.81304e+07
15  3  5.24416e+06
15  4  7.96518e+06
15  5  3.0763e+07
15  6  1.16548e+07
15  7  632453
15  8  1.27258e+07
15  9  1.64284e+07
15  10  1.74668e+07
15  11  2.41846e+07
15  12  4.14333e+07
15  13  4.0086e+07
15  14  2.7945e+07
15  15  6.58675e+07
15  16  6.75078e+07
15  17  6.13393e+07
15  18  7.57064e+07
15  19  9.01745e+07
15  20  7.72261e+07
15  21  7.67975e+07
15  22  6.70709e+07
15  23  6.6781e+07
15  24  6.86763e+07
15  25  1.05477e+08
15  26  7.57165e+07
15  27  6.93234e+07
15  28  1.0068e+08
15  29  9.95578e+07
15  30  1.17042e+08
15  31  8.16314e+07
15  32  9.53751e+07
15  33  8.45328e+07
15  34  8.70336e+07
15  35  8.75399e+07
15  36  8.76363e+07
15  37  1.03574e+08
15  38  9.3145e+07
15  39  1.13324e+08
15  40  1.06703e+08
15  41  9.62538e+07
15  42  1.27161e+08
15  43  1.20367e+08
15  44  9.26774e+07
15  45  1.09105e+08
15  46  1.00988e+08
15  47  1.3243e+08
15  48  9.8617e+07
15  49  1.14109e+08
15  50  1.06452e+08
15  51  9.72678e+07
15  52  1.31205e+08
15  53  1.2458e+08
15  54  1.10342e+08
15  55  1.17436e+08
15  56  1.50261e+08
15  57  1.2311e+08
15  58  1.58245e+08
15  59  1.34155e+08
15  60  1.15792e+08
15  61  8.42099e+07
15  62  5.33447e+07
15  63  2.80899e+07
15  64  2.14462e+07
15  65  1.82855e+07
15  66  1.42612e+07
15  67  2.7647e+07
16  0  1.56303e+07
16  1  5.93953e+06
16  2  1.01607e+07
16  3  7.85015e+06
16  4  1.39094e+07
16  5  2.14201e+07
16  6  1.25888e+07
16  7  7.77907e+06
16  8  1.70968e+07
16  9  2.40181e+07
16  10  2.13714e+07
16  11  5.08582e+07
16  12  4.81915e+07
16  13  4.25032e+07
16  14  3.4257e+07
16  15  5.33262e+07
16  16  5.58234e+07
16  17  4.86437e+07
16  18  6.34899e+07
16  19  6.67482e+07
16  20  7.0022e+07
16  21  7.60806e+07
16  22  9.12084e+07
16  23  9.53861e+07
16  24  7.82747e+07
16  25  7.24918e+07
16  26  6.6598e+07
16  27  7.84292e+07
16  28  5.20289e+07
16  29  8.17013e+07
16  30  1.18135e+08
16  31  9.94434e+07
16  32  8.78183e+07
16  33  8.35526e+07
16  34  8.31735e+07
16  35  1.01259e+08
16  36  7.82718e+07
16  37  1.00973e+08
16  38  9.79076e+07
16  39  1.10797e+08
16  40  1.12616e+08
16  41  1.11012e+08
16  42  1.02394e+08
16  43  9.98188e+07
16  44  1.03222e+08
16  45  8.47823e+07
16  46  1.17422e+08
16  47  1.00634e+08
16  48  1.09956e+08
16  49  1.21418e+08
16  50  1.07444e+08
16  51  1.37228e+08
16  52  1.10514e+08
16  53  1.13737e+08
16  54  1.23001e+08
16  55  1.15169e+08
16  56  1.05096e+08
16  57  1.19361e+08
16  58  1.34218e+08
16  59  1.29464e+08
16  60  1.22927e+08
16  61  8.89634e+07
16  62  5.62297e+07
16  63  3.12601e+07
16  64  1.31171e+07
16  65  2.22289e+07
16  66  3.84163e+07
16  67  2.31293e+07
17  0  0
17  1  2.23203e+07
17  2  0
17  3  1.44997e+07
17  4  5.22961e+06
17  5  1.63582e+06
17  6  1.3095e+07
17  7  2.93653e+07
17  8  1.49103e+07
17  9  3.21501e+07
17  10  3.15082e+07
17  11  2.90896e+07
17  12  2.85737e+07
17  13  2.97718e+07
17  14  4.96288e+07
17  15  5.13106e+07
17  16  6.41364e+07
17  17  7.73138e+07
17  18  9.87659e+07
17  19  8.60701e+07
17  20  8.88484e+07
17  21  6.50253e+07
17  22  6.49484e+07
