row  column  (images_1_region2.edf Zn-K*images_1_region2.edf Ar-K**2.3)
17  23  6.79889e+07
17  24  8.57989e+07
17  25  6.63531e+07
17  26  7.08298e+07
17  27  7.899e+07
17  28  7.88667e+07
17  29  8.28973e+07
17  30  7.52256e+07
17  31  7.39057e+07
17  32  1.06373e+08
17  33  9.29259e+07
17  34  7.55981e+07
17  35  8.33996e+07
17  36  1.18959e+08
17  37  8.77464e+07
17  38  1.13904e+08
17  39  1.12969e+08
17  40  1.12765e+08
17  41  1.05785e+08
17  42  1.24092e+08
17  43  1.03386e+08
17  44  1.18626e+08
17  45  1.14307e+08
17  46  9.85364e+07
17  47  9.87223e+07
17  48  1.05427e+08
17  49  1.12621e+08
17  50  8.51181e+07
17  51  9.60478e+07
17  52  1.06321e+08
17  53  1.17624e+08
17  54  1.20724e+08
17  55  1.19887e+08
17  56  1.2682e+08
17  57  1.26342e+08
17  58  1.27851e+08
17  59  1.21768e+08
17  60  1.32537e+08
17  61  8.89403e+07
17  62  5.5064e+07
17  63  3.86039e+07
17  64  2.94784e+07
17  65  2.95596e+07
17  66  2.33013e+07
17  67  2.2206e+07
18  0  9.386e+06
18  1  3.41726e+06
18  2  5.64943e+06
18  3  6.69749e+06
18  4  2.24969e+07
18  5  6.29729e+06
18  6  1.74309e+07
18  7  2.35217e+07
18  8  2.7219e+07
18  9  3.26727e+07
18  10  3.14723e+07
18  11  4.39969e+07
18  12  3.40556e+07
18  13  5.06013e+07
18  14  5.08042e+07
18  15  4.13521e+07
18  16  5.73169e+07
18  17  7.26578e+07
18  18  8.56104e+07
18  19  9.09014e+07
18  20  7.6252e+07
18  21  5.32418e+07
18  22  7.02842e+07
18  23  7.77124e+07
18  24  7.05848e+07
18  25  7.42896e+07
18  26  1.18876e+08
18  27  7.49538e+07
18  28  7.99145e+07
18  29  8.63808e+07
18  30  8.85496e+07
18  31  8.4963e+07
18  32  7.89468e+07
18  33  1.15145e+08
18  34  1.02954e+08
18  35  1.17387e+08
18  36  1.12957e+08
18  37  1.05506e+08
18  38  1.15393e+08
18  39  1.35212e+08
18  40  1.07424e+08
18  41  9.90623e+07
18  42  1.25413e+08
18  43  1.15087e+08
18  44  1.0774e+08
18  45  9.78294e+07
18  46  1.0102e+08
18  47  1.13014e+08
18  48  1.31946e+08
18  49  1.31804e+08
18  50  1.11579e+08
18  51  1.04784e+08
18  52  1.1622e+08
18  53  1.56215e+08
18  54  1.35834e+08
18  55  1.17751e+08
18  56  1.01912e+08
18  57  1.12714e+08
18  58  1.61406e+08
18  59  1.47822e+08
18  60  1.10915e+08
18  61  8.94724e+07
18  62  6.00837e+07
18  63  5.07635e+07
18  64  4.16463e+07
18  65  3.59051e+07
18  66  4.48497e+07
18  67  3.69621e+07
19  0  7.98236e+06
19  1  0
19  2  1.99956e+07
19  3  264897
19  4  2.57533e+07
19  5  2.53128e+07
19  6  1.26816e+07
19  7  0
19  8  0
19  9  6.37703e+07
19  10  4.00197e+07
19  11  4.38994e+07
19  12  2.8642e+07
19  13  6.88695e+07
19  14  6.0277e+07
19  15  7.31616e+07
19  16  1.05935e+08
19  17  9.06532e+07
19  18  8.91236e+07
19  19  1.00378e+08
19  20  7.43865e+07
19  21  7.19467e+07
19  22  9.70292e+07
19  23  7.40165e+07
19  24  7.91198e+07
19  25  6.98189e+07
19  26  7.03234e+07
19  27  6.23847e+07
19  28  8.15042e+07
19  29  6.15899e+07
19  30  7.53865e+07
19  31  1.02573e+08
19  32  9.59696e+07
19  33  9.82505e+07
19  34  1.09934e+08
19  35  6.84596e+07
19  36  7.97134e+07
19  37  1.01776e+08
19  38  1.14236e+08
19  39  1.2439e+08
19  40  1.2434e+08
19  41  1.09309e+08
19  42  1.14651e+08
19  43  1.1844e+08
19  44  1.26319e+08
19  45  1.25989e+08
19  46  9.76244e+07
19  47  9.73454e+07
19  48  1.04095e+08
19  49  9.1622e+07
19  50  1.35767e+08
19  51  1.50325e+08
19  52  1.12844e+08
19  53  1.31257e+08
19  54  1.3147e+08
19  55  1.58134e+08
19  56  1.02482e+08
19  57  1.10361e+08
19  58  1.23522e+08
19  59  1.5174e+08
19  60  1.26757e+08
19  61  1.00771e+08
19  62  4.8957e+07
19  63  4.04336e+07
19  64  3.34587e+07
19  65  2.0444e+07
19  66  1.2046e+07
19  67  3.52173e+07
20  0  1.29129e+06
20  1  1.21857e+07
20  2  3.25388e+06
20  3  3.28836e+06
20  4  6.21374e+06
20  5  3.36597e+07
20  6  2.75545e+07
20  7  2.32479e+07
20  8  4.32585e+07
20  9  5.87527e+07
20  10  6.45387e+07
20  11  3.73171e+07
20  12  5.72112e+07
20  13  5.79666e+07
20  14  5.02444e+07
20  15  6.97785e+07
20  16  7.31092e+07
20  17  1.04379e+08
20  18  9.22377e+07
20  19  1.25919e+08
20  20  7.8611e+07
20  21  6.97868e+07
20  22  8.41897e+07
20  23  7.6351e+07
20  24  8.03177e+07
20  25  1.1454e+08
20  26  9.7164e+07
20  27  5.98697e+07
20  28  6.97007e+07
20  29  8.19728e+07
20  30  9.90896e+07
20  31  9.43136e+07
20  32  9.25961e+07
20  33  1.01919e+08
20  34  8.1183e+07
20  35  9.81941e+07
20  36  7.99918e+07
20  37  1.08024e+08
20  38  1.15282e+08
20  39  1.14572e+08
20  40  1.30112e+08
20  41  1.03271e+08
20  42  9.73165e+07
20  43  9.88693e+07
20  44  1.10868e+08
20  45  9.85099e+07
20  46  1.00392e+08
20  47  8.8899e+07
20  48  9.86625e+07
20  49  1.15597e+08
20  50  9.14167e+07
20  51  1.12275e+08
20  52  1.17619e+08
20  53  1.45476e+08
20  54  7.83971e+07
20  55  1.06935e+08
20  56  1.2441e+08
20  57  9.97546e+07
20  58  1.14354e+08
20  59  1.51837e+08
20  60  1.31211e+08
20  61  1.01349e+08
20  62  7.26264e+07
20  63  3.92823e+07
20  64  3.40775e+07
20  65  3.19219e+07
20  66  2.14374e+07
20  67  4.66231e+07
21  0  6.02533e+06
21  1  9.64778e+06
21  2  3.3241e+06
21  3  3.818e+06
21  4  2.17336e+07
21  5  1.65242e+07
21  6  3.4584e+07
21  7  2.05604e+07
21  8  3.20702e+07
21  9  5.64275e+07
21  10  4.43385e+07
21  11  4.77137e+07
21  12  4.74298e+07
21  13  7.37959e+07
21  14  5.91432e+07
21  15  6.58199e+07
21  16  6.01376e+07
21  17  7.9454e+07
21  18  8.57499e+07
21  19  1.08484e+08
21  20  7.81349e+07
21  21  8.02534e+07
21  22  9.34949e+07
21  23  7.23222e+07
21  24  7.24959e+07
21  25  8.83681e+07
21  26  9.57151e+07
21  27  5.94044e+07
21  28  9.48404e+07
21  29  7.15641e+07
21  30  8.32467e+07
21  31  6.67249e+07
21  32  7.49046e+07
21  33  8.47617e+07
21  34  7.99555e+07
21  35  8.51291e+07
21  36  9.06829e+07
21  37  7.31429e+07
21  38  1.03995e+08
21  39  9.15901e+07
21  40  1.21114e+08
21  41  9.90292e+07
21  42  1.13033e+08
21  43  1.26787e+08
21  44  9.45498e+07
21  45  1.16821e+08
21  46  1.01553e+08
21  47  8.15086e+07
21  48  1.14337e+08
21  49  1.01292e+08
21  50  8.57728e+07
21  51  1.09808e+08
21  52  1.01189e+08
21  53  9.63424e+07
21  54  1.09077e+08
21  55  1.19502e+08
21  56  1.11335e+08
21  57  8.74095e+07
21  58  1.40634e+08
21  59  1.48307e+08
21  60  1.08828e+08
21  61  1.02395e+08
21  62  6.83703e+07
21  63  5.71212e+07
21  64  4.03063e+07
21  65  1.85427e+07
21  66  1.41942e+07
21  67  2.02892e+07
22  0  1.77871e+07
22  1  1.59467e+07
22  2  1.41541e+07
22  3  5.73719e+06
22  4  9.02632e+06
22  5  1.33421e+07
22  6  2.75788e+07
22  7  4.00484e+07
22  8  5.63222e+07
22  9  5.97319e+07
22  10  5.7794e+07
22  11  8.61502e+07
22  12  6.00681e+07
22  13  0
22  14  9.48078e+07
22  15  8.99184e+07
22  16  8.69752e+07
22  17  8.99053e+07
22  18  9.15658e+07
22  19  9.56855e+07
22  20  1.15719e+08
22  21  8.6272e+07
22  22  8.65193e+07
22  23  8.89111e+07
22  24  7.82756e+07
22  25  8.75822e+07
22  26  9.41203e+07
22  27  9.55053e+07
22  28  7.77584e+07
22  29  6.32095e+07
22  30  9.1798e+07
22  31  7.32346e+07
22  32  9.32755e+07
22  33  1.02302e+08
22  34  7.65626e+07
22  35  9.03005e+07
22  36  8.3367e+07
22  37  8.26228e+07
22  38  9.9091e+07
22  39  9.93118e+07
22  40  1.14561e+08
22  41  1.11059e+08
22  42  1.09941e+08
22  43  1.0149e+08
22  44  8.4663e+07
22  45  1.09301e+08
22  46  1.08351e+08
22  47  7.28114e+07
22  48  8.87913e+07
22  49  1.27319e+08
22  50  1.22715e+08
22  51  9.21221e+07
22  52  1.30835e+08
22  53  1.43598e+08
22  54  1.09383e+08
22  55  1.02975e+08
22  56  9.32777e+07
22  57  1.07748e+08
22  58  1.26114e+08
22  59  1.17243e+08
22  60  1.0958e+08
22  61  1.0446e+08
22  62  7.20401e+07
22  63  4.66319e+07
22  64  5.7376e+07
22  65  2.16179e+07
22  66  2.16083e+07
22  67  2.58949e+07
23  0  1.53122e+07
23  1  4.1374e+06
23  2  5.05909e+06
23  3  2.59753e+07
23  4  1.01627e+07
23  5  1.25772e+07
23  6  4.20486e+07
23  7  5.15394e+07
23  8  5.30397e+07
23  9  5.61593e+07
23  10  4.86041e+07
23  11  5.05491e+07
23  12  5.2952e+07
23  13  5.52509e+07
23  14  6.05923e+07
23  15  6.10821e+07
23  16  6.19875e+07
23  17  6.81237e+07
23  18  8.6607e+07
23  19  9.45567e+07
23  20  1.07512e+08
23  21  1.11709e+08
23  22  8.25803e+07
23  23  6.63314e+07
23  24  9.21345e+07
23  25  1.0244e+08
23  26  9.47502e+07
23  27  8.44515e+07
23  28  9.58056e+07
23  29  8.06302e+07
23  30  1.0798e+08
23  31  8.26413e+07
23  32  8.72827e+07
23  33  9.65738e+07
23  34  7.696e+07
23  35  8.40839e+07
23  36  9.09121e+07
23  37  9.7398e+07
23  38  1.0338e+08
23  39  9.5951e+07
23  40  1.14898e+08
23  41  1.24939e+08
23  42  1.13998e+08
23  43  1.17672e+08
23  44  1.05867e+08
23  45  1.00286e+08
23  46  7.84243e+07
23  47  9.52746e+07
23  48  9.86649e+07
23  49  1.06744e+08
23  50  1.26526e+08
23  51  1.05461e+08
23  52  8.85025e+07
23  53  9.47403e+07
23  54  1.13233e+08
23  55  1.0846e+08
23  56  1.23654e+08
23  57  9.00827e+07
23  58  1.21757e+08
23  59  1.11621e+08
23  60  5.58004e+07
23  61  1.09481e+08
23  62  6.61664e+07
23  63  4.65153e+07
23  64  2.90153e+07
23  65  2.86668e+07
23  66  1.78157e+07
23  67  2.52959e+07
24  0  8.35329e+06
24  1  4.70681e+06
24  2  2.06792e+07
24  3  0
24  4  1.33626e+07
24  5  2.29284e+06
24  6  2.91662e+07
24  7  4.41707e+07
24  8  5.52682e+07
24  9  5.24896e+07
24  10  5.49538e+07
24  11  6.46201e+07
24  12  5.5517e+07
24  13  5.88901e+07
24  14  6.06031e+07
24  15  5.69726e+07
24  16  8.10583e+07
24  17  6.8474e+07
24  18  7.76413e+07
24  19  8.47911e+07
24  20  1.09264e+08
24  21  8.75378e+07
24  22  7.28138e+07
24  23  1.24111e+08
24  24  7.69039e+07
24  25  8.86127e+07
24  26  1.17313e+08
24  27  7.79811e+07
24  28  9.16894e+07
24  29  9.18265e+07
24  30  9.0061e+07
24  31  7.69637e+07
24  32  1.14846e+08
24  33  9.1715e+07
24  34  1.15198e+08
24  35  1.08036e+08
24  36  6.86609e+07
24  37  8.70287e+07
24  38  9.82256e+07
24  39  1.61145e+08
24  40  1.04431e+08
24  41  1.21013e+08
24  42  1.01486e+08
24  43  1.11741e+08
24  44  1.22865e+08
24  45  1.18924e+08
24  46  1.0998e+08
24  47  1.15267e+08
24  48  9.43437e+07
24  49  9.45501e+07
24  50  1.06152e+08
24  51  1.04997e+08
24  52  8.2217e+07
24  53  1.20679e+08
24  54  1.04287e+08
24  55  1.11615e+08
24  56  9.23816e+07
24  57  1.14134e+08
24  58  1.13386e+08
24  59  1.23013e+08
24  60  1.15652e+08
24  61  1.1563e+08
24  62  8.55678e+07
24  63  5.6123e+07
24  64  5.2388e+07
24  65  1.92826e+07
24  66  4.34692e+07
24  67  2.77307e+07
25  0  1.35355e+07
25  1  2.66405e+07
25  2  8.50126e+06
25  3  9.06957e+06
25  4  1.27254e+07
25  5  9.42738e+06
25  6  2.61753e+07
25  7  5.25288e+07
25  8  5.35257e+07
25  9  6.26884e+07
25  10  6.49866e+07
25  11  7.86429e+07
25  12  7.00802e+07
25  13  6.68888e+07
25  14  1.04034e+08
25  15  8.23989e+07
25  16  7.37646e+07
25  17  5.97463e+07
25  18  9.66341e+07
25  19  1.08016e+08
25  20  1.14359e+08
25  21  8.69632e+07
25  22  7.64168e+07
25  23  8.34099e+07
25  24  1.06266e+08
25  25  1.03939e+08
25  26  1.04047e+08
25  27  9.12173e+07
25  28  9.18566e+07
25  29  7.34751e+07
25  30  2.67663e+07
25  31  9.38587e+07
25  32  8.25713e+07
25  33  1.11596e+08
25  34  9.75772e+07
25  35  9.2543e+07
25  36  9.04593e+07
25  37  9.55495e+07
25  38  9.93685e+07
25  39  9.92269e+07
25  40  1.1541e+08
25  41  1.10002e+08
25  42  1.21977e+08
25  43  1.07338e+08
25  44  1.23111e+08
25  45  1.12468e+08
25  46  9.73637e+07
25  47  1.27381e+08
25  48  8.89171e+07
25  49  1.08487e+08
25  50  1.07473e+08
25  51  1.11283e+08
25  52  1.18737e+08
25  53  1.23915e+08
25  54  1.2326e+08
25  55  9.96234e+07
25  56  9.82309e+07
25  57  1.20623e+08
25  58  1.17336e+08
25  59  1.51564e+08
25  60  1.38327e+08
25  61  1.16937e+08
25  62  9.08639e+07
25  63  5.72368e+07
25  64  4.77864e+07
25  65  1.90773e+07
25  66  1.56851e+07
25  67  3.28801e+07
26  0  1.81962e+07
26  1  1.08919e+07
26  2  2.0297e+07
26  3  1.08368e+07
26  4  2.37617e+07
26  5  2.12194e+07
26  6  3.5114e+07
26  7  5.78467e+07
26  8  6.04228e+07
26  9  8.59663e+07
26  10  6.39072e+07
26  11  7.05672e+07
26  12  5.43456e+07
26  13  6.55743e+07
26  14  9.0116e+07
26  15  6.85188e+07
26  16  9.43524e+07
26  17  7.34697e+07
26  18  7.0107e+07
26  19  7.88537e+07
26  20  7.1411e+07
26  21  6.75811e+07
26  22  7.2096e+07
26  23  7.73635e+07
26  24  8.32846e+07
26  25  8.32719e+07
26  26  7.60453e+07
26  27  9.33482e+07
26  28  7.29499e+07
26  29  7.60503e+07
26  30  8.09798e+07
26  31  7.82157e+07
26  32  8.45531e+07
26  33  9.41623e+07
26  34  8.4295e+07
26  35  8.68733e+07
26  36  7.92448e+07
26  37  8.27101e+07
26  38  9.51579e+07
26  39  9.99428e+07
26  40  1.05471e+08
26  41  1.05473e+08
26  42  1.09632e+08
26  43  1.19869e+08
26  44  1.14469e+08
26  45  1.01318e+08
26  46  1.19444e+08
26  47  9.53282e+07
26  48  1.0975e+08
26  49  1.12454e+08
26  50  1.12852e+08
26  51  1.21638e+08
26  52  9.38371e+07
26  53  1.06443e+08
26  54  7.8893e+07
26  55  1.12558e+08
26  56  1.39413e+08
26  57  1.24483e+08
26  58  1.79249e+07
26  59  1.08908e+08
26  60  1.04994e+08
26  61  1.36024e+08
26  62  8.84796e+07
26  63  6.45326e+07
26  64  5.03159e+07
26  65  3.07297e+07
26  66  2.15754e+07
26  67  5.28483e+07
27  0  7.24959e+06
27  1  1.55647e+07
27  2  1.11775e+07
27  3  2.61643e+07
27  4  8.55641e+06
27  5  2.19526e+07
27  6  2.69442e+07
27  7  6.98324e+07
27  8  6.58983e+07
27  9  8.76739e+07
27  10  8.21142e+07
27  11  6.54226e+07
27  12  9.8915e+07
27  13  6.63428e+07
27  14  6.41042e+07
27  15  7.07531e+07
27  16  6.85417e+07
27  17  7.3797e+07
27  18  8.81825e+07
27  19  7.39751e+07
27  20  1.03854e+08
27  21  6.74544e+07
27  22  7.25421e+07
27  23  7.16456e+07
27  24  6.48359e+07
27  25  7.85515e+07
27  26  6.65403e+07
27  27  7.77034e+07
27  28  7.27322e+07
27  29  7.84121e+07
27  30  7.66049e+07
27  31  7.63256e+07
27  32  9.32641e+07
27  33  8.96688e+07
27  34  7.3813e+07
27  35  9.16226e+07
27  36  1.02587e+08
27  37  1.03943e+08
27  38  7.79286e+07
27  39  1.25873e+08
27  40  1.1332e+08
27  41  9.98033e+07
27  42  1.15718e+08
27  43  9.74884e+07
27  44  1.01341e+08
27  45  8.75167e+07
27  46  8.63753e+07
27  47  1.2154e+08
27  48  9.01992e+07
27  49  1.21085e+08
27  50  1.04076e+08
27  51  1.08662e+08
27  52  8.61068e+07
27  53  8.79697e+07
27  54  9.96459e+07
27  55  9.76767e+07
27  56  9.51351e+07
27  57  9.24693e+07
27  58  1.04173e+08
27  59  9.47983e+07
27  60  1.18568e+08
27  61  9.69573e+07
27  62  8.55801e+07
27  63  6.16084e+07
27  64  5.28712e+07
27  65  2.96901e+07
27  66  3.76778e+07
27  67  5.21219e+07
28  0  2.90841e+07
28  1  9.13321e+06
28  2  1.48532e+07
28  3  2.62714e+07
28  4  1.40821e+07
28  5  2.68745e+07
28  6  3.90318e+07
28  7  5.99574e+07
28  8  8.79384e+07
28  9  8.36955e+07
28  10  8.5632e+07
28  11  7.76437e+07
28  12  7.4977e+07
28  13  8.12156e+07
28  14  7.20249e+07
28  15  9.23745e+07
28  16  7.66711e+07
28  17  7.0615e+07
28  18  9.46444e+07
28  19  8.63302e+07
28  20  6.89727e+07
28  21  6.87569e+07
28  22  7.21428e+07
28  23  7.63349e+07
28  24  8.76472e+07
28  25  7.60583e+07
28  26  1.06809e+08
28  27  9.92021e+07
28  28  8.27178e+07
28  29  6.85121e+07
28  30  6.77588e+07
28  31  6.79892e+07
28  32  7.78589e+07
28  33  3.24821e+07
28  34  8.46114e+07
28  35  7.78643e+07
28  36  8.26154e+07
28  37  9.28883e+07
28  38  1.04632e+08
28  39  1.05354e+08
28  40  9.59622e+07
28  41  9.63991e+07
28  42  1.01581e+08
28  43  1.20456e+08
28  44  7.9148e+07
28  45  8.0355e+07
28  46  8.69214e+07
28  47  8.77203e+07
28  48  9.97047e+07
28  49  4.9405e+07
28  50  1.21375e+08
28  51  9.57645e+07
28  52  1.20544e+08
28  53  1.12607e+08
28  54  8.74626e+07
28  55  9.54574e+07
28  56  9.81694e+07
28  57  8.07462e+07
28  58  1.28054e+08
28  59  1.19391e+08
28  60  1.24045e+08
28  61  9.02502e+07
28  62  1.24216e+08
28  63  4.55135e+07
28  64  4.72917e+07
28  65  3.31695e+07
28  66  2.01013e+07
28  67  2.53253e+07
29  0  1.29238e+07
29  1  2.01213e+07
29  2  175369
29  3  2.82137e+07
29  4  0
29  5  2.24496e+07
29  6  4.4084e+07
29  7  7.54043e+07
29  8  1.04768e+08
29  9  8.77953e+07
29  10  7.90043e+07
29  11  6.83971e+07
29  12  8.46228e+07
29  13  9.49927e+07
29  14  0
29  15  5.5266e+07
29  16  7.92851e+07
29  17  8.05775e+07
29  18  7.77391e+07
29  19  9.27415e+07
29  20  1.09232e+08
29  21  9.4767e+07
29  22  5.97245e+07
29  23  8.6072e+07
29  24  9.22078e+07
29  25  6.64403e+07
29  26  5.91854e+07
29  27  8.24835e+07
29  28  6.50193e+07
29  29  6.20004e+07
29  30  6.43966e+07
29  31  8.00986e+07
29  32  6.94808e+07
29  33  9.89644e+07
29  34  1.00429e+08
29  35  7.19529e+07
29  36  9.66183e+07
29  37  1.04459e+08
29  38  7.94653e+07
29  39  8.53156e+07
29  40  9.54764e+07
29  41  1.15172e+08
29  42  1.3503e+08
29  43  9.99427e+07
29  44  1.17335e+08
29  45  7.98796e+07
29  46  1.04386e+08
29  47  9.22655e+07
29  48  9.25877e+07
29  49  7.10054e+07
29  50  9.96741e+07
29  51  8.30224e+07
29  52  9.5624e+07
29  53  1.05399e+08
29  54  8.60881e+07
29  55  8.88484e+07
29  56  1.28847e+08
29  57  8.50958e+07
29  58  8.68297e+07
29  59  9.43125e+07
29  60  1.13064e+08
29  61  9.32097e+07
29  62  8.28567e+07
29  63  7.96565e+07
29  64  6.52459e+07
29  65  3.79953e+07
29  66  3.68761e+07
29  67  2.75023e+07
30  0  3.1622e+07
30  1  1.41691e+07
30  2  2.43431e+07
30  3  3.41724e+07
30  4  2.60629e+07
30  5  2.81197e+07
30  6  3.90333e+07
30  7  9.12741e+07
30  8  9.41685e+07
30  9  9.16569e+07
30  10  9.35013e+07
30  11  7.71225e+07
30  12  5.40315e+07
30  13  6.99702e+07
30  14  4.86053e+07
30  15  1.0089e+08
30  16  8.17316e+07
30  17  6.84172e+07
30  18  7.47579e+07
30  19  9.18524e+07
30  20  9.89049e+07
30  21  8.58394e+07
30  22  6.92366e+07
30  23  7.20294e+07
30  24  6.59362e+07
30  25  6.7189e+07
30  26  6.74194e+07
30  27  6.17365e+07
30  28  7.81872e+07
30  29  8.52106e+07
30  30  7.35457e+07
30  31  6.8397e+07
30  32  8.01202e+07
30  33  6.43252e+07
30  34  7.8785e+07
30  35  1.13657e+08
30  36  1.08111e+08
30  37  8.60466e+07
30  38  8.26867e+07
30  39  7.54418e+07
30  40  7.61119e+07
30  41  9.38659e+07
30  42  1.08966e+08
30  43  8.26439e+07
30  44  8.0329e+07
30  45  8.00624e+07
30  46  8.15938e+07
30  47  8.15752e+07
30  48  9.12001e+07
30  49  1.0895e+08
30  50  1.01975e+08
30  51  8.96671e+07
30  52  8.09481e+07
30  53  9.8173e+07
30  54  8.68422e+07
30  55  8.23813e+07
30  56  1.11627e+08
30  57  9.42164e+07
30  58  1.1058e+08
30  59  1.11993e+08
30  60  9.05043e+07
30  61  9.37955e+07
30  62  9.11258e+07
30  63  6.21915e+07
30  64  6.56971e+07
30  65  3.99023e+07
30  66  3.69566e+07
30  67  3.12688e+07
31  0  2.59593e+07
31  1  1.39703e+07
31  2  1.13777e+07
31  3  2.82296e+07
31  4  2.48488e+07
31  5  4.17441e+07
31  6  5.83659e+07
31  7  9.31053e+07
31  8  1.15552e+08
31  9  8.94022e+07
31  10  6.35611e+07
31  11  7.84291e+07
31  12  8.91065e+07
31  13  5.98776e+07
31  14  6.00769e+07
31  15  6.90005e+07
31  16  6.21109e+07
31  17  8.35211e+07
31  18  6.45341e+07
31  19  9.18153e+07
31  20  8.45435e+07
31  21  8.73571e+07
31  22  6.78355e+07
31  23  6.48492e+07
31  24  7.07053e+07
31  25  7.81128e+07
31  26  7.69252e+07
31  27  5.46978e+07
31  28  6.7555e+07
31  29  9.0619e+07
31  30  7.58519e+07
31  31  8.58958e+07
31  32  6.53062e+07
31  33  7.85315e+07
31  34  8.42915e+07
31  35  8.60826e+07
31  36  7.50257e+07
31  37  9.53738e+07
31  38  6.89707e+07
31  39  9.54781e+07
31  40  9.423e+07
31  41  9.16312e+07
31  42  9.17429e+07
31  43  1.0244e+08
31  44  7.71555e+07
31  45  8.19946e+07
31  46  6.79787e+07
31  47  8.19312e+07
31  48  6.87943e+07
31  49  8.2493e+07
31  50  9.28488e+07
31  51  1.1975e+08
31  52  8.89029e+07
31  53  9.29951e+07
31  54  7.67018e+07
31  55  9.0093e+07
31  56  8.97173e+07
31  57  9.71635e+07
31  58  9.80197e+07
31  59  1.01068e+08
31  60  8.8718e+07
31  61  1.01005e+08
31  62  1.11068e+08
31  63  7.30433e+07
31  64  7.3937e+07
31  65  5.86603e+07
31  66  2.95887e+07
31  67  6.07291e+07
32  0  1.19373e+07
32  1  2.78675e+07
32  2  1.58908e+07
32  3  2.46862e+07
32  4  2.08763e+07
32  5  4.08684e+07
32  6  6.15317e+07
32  7  8.8889e+07
32  8  1.20905e+08
32  9  1.0306e+08
32  10  7.89438e+07
32  11  9.57389e+07
32  12  9.13149e+07
32  13  5.03499e+07
32  14  6.94248e+07
32  15  6.83056e+07
32  16  8.28821e+07
32  17  1.05015e+08
32  18  8.31792e+07
32  19  9.83284e+07
32  20  7.967e+07
32  21  9.45995e+07
32  22  7.02911e+07
32  23  8.74892e+07
32  24  8.36091e+07
32  25  8.00013e+07
32  26  7.34198e+07
32  27  7.69506e+07
32  28  0
32  29  3.31657e+07
32  30  6.34226e+07
32  31  9.93813e+07
32  32  7.51399e+07
32  33  8.71374e+07
32  34  1.05166e+08
32  35  8.71904e+07
32  36  8.26832e+07
32  37  8.7999e+07
32  38  8.35116e+07
32  39  8.67692e+07
32  40  7.12986e+07
32  41  1.01766e+08
32  42  7.5644e+07
32  43  9.78272e+07
32  44  9.16243e+07
32  45  8.63203e+07
32  46  8.18569e+07
32  47  9.68821e+07
32  48  9.04516e+07
32  49  9.25068e+07
32  50  7.01113e+07
32  51  7.65508e+07
32  52  7.25427e+07
32  53  8.39973e+07
32  54  7.48437e+07
32  55  8.19896e+07
32  56  8.20264e+07
32  57  8.53683e+07
32  58  8.28669e+07
32  59  8.63812e+07
32  60  9.74784e+07
32  61  7.49974e+07
32  62  8.24402e+07
32  63  9.07473e+07
32  64  5.63675e+07
32  65  4.22705e+07
32  66  3.47812e+07
32  67  3.49713e+07
33  0  1.85668e+07
33  1  2.40916e+07
33  2  3.70903e+07
33  3  2.72019e+07
33  4  1.64304e+07
33  5  4.8742e+07
33  6  7.88726e+07
33  7  1.01686e+08
33  8  9.99067e+07
33  9  1.04342e+08
33  10  7.01391e+07
33  11  7.96197e+07
33  12  4.7321e+07
33  13  7.22611e+07
33  14  6.83709e+07
33  15  8.15436e+07
33  16  8.38971e+07
33  17  8.87716e+07
33  18  8.46046e+07
33  19  9.85521e+07
33  20  9.36853e+07
33  21  6.92847e+07
33  22  7.03129e+07
33  23  8.07538e+07
33  24  9.08449e+07
33  25  8.39833e+07
33  26  6.45802e+07
33  27  5.78391e+07
33  28  7.24329e+07
33  29  5.51523e+07
33  30  6.41609e+07
33  31  6.9625e+07
33  32  7.94584e+07
33  33  6.95384e+07
33  34  1.02848e+08
33  35  7.91707e+07
33  36  8.9301e+07
33  37  9.37491e+07
33  38  8.81877e+07
33  39  9.39683e+07
33  40  9.05004e+07
33  41  7.86521e+07
33  42  8.79366e+07
33  43  9.41096e+07
33  44  9.03907e+07
33  45  8.93971e+07
33  46  7.36955e+07
33  47  8.68948e+07
33  48  6.2661e+07
33  49  7.14863e+07
33  50  6.86977e+07
33  51  8.00227e+07
33  52  7.1434e+07
33  53  7.18309e+07
33  54  6.63944e+07
33  55  8.6135e+07
33  56  7.29421e+07
33  57  9.17604e+07
33  58  8.45682e+07
33  59  8.20334e+07
33  60  9.29849e+07
33  61  7.47315e+07
33  62  9.53576e+07
33  63  8.72228e+07
33  64  5.81936e+07
33  65  3.83058e+07
33  66  4.39014e+07
33  67  2.89877e+07
34  0  3.27543e+07
34  1  2.84287e+07
34  2  2.40946e+07
34  3  3.01299e+07
34  4  3.94383e+07
34  5  4.49101e+07
34  6  7.76023e+07
34  7  1.15675e+08
34  8  1.07055e+08
34  9  1.05692e+08
34  10  1.02943e+08
34  11  9.82088e+07
34  12  8.43758e+07
34  13  7.52869e+07
34  14  7.10176e+07
34  15  9.60343e+07
34  16  9.15944e+07
34  17  8.51519e+07
34  18  8.17315e+07
34  19  8.28609e+07
34  20  8.2262e+07
34  21  9.22109e+07
34  22  7.71719e+07
34  23  6.02498e+07
34  24  7.94635e+07
34  25  8.0367e+07
34  26  8.02664e+07
34  27  7.24339e+07
34  28  6.04533e+07
34  29  9.0938e+07
34  30  8.87744e+07
34  31  6.81671e+07
34  32  6.63927e+07
34  33  7.41893e+07
34  34  7.85974e+07
