row  column  (images_1_region2.edf Cu-K*images_1_region2.edf Ar-K**2.3)
20  25  1.92679e+07
20  26  6.40103e+06
20  27  0
20  28  238877
20  29  1.31313e+07
20  30  8.62645e+06
20  31  1.22748e+07
20  32  0
20  33  1.56782e+07
20  34  0
20  35  1.65646e+07
20  36  991473
20  37  1.07531e+07
20  38  1.02057e+07
20  39  1.19065e+07
20  40  1.68657e+07
20  41  3.69596e+06
20  42  1.45409e+06
20  43  8.6245e+06
20  44  0
20  45  633538
20  46  1.39515e+07
20  47  0
20  48  0
20  49  4.80424e+06
20  50  0
20  51  1.08247e+07
20  52  7.0106e+06
20  53  1.36119e+07
20  54  192093
20  55  3.56015e+06
20  56  8.48542e+06
20  57  7.86029e+06
20  58  792303
20  59  1.75074e+07
20  60  7.92284e+06
20  61  6.26171e+06
20  62  2.0534e+06
20  63  0
20  64  0
20  65  1.3546e+07
20  66  8.28002e+06
20  67  1.61499e+07
21  0  7.18043e+06
21  1  6.95581e+06
21  2  0
21  3  0
21  4  2.55362e+06
21  5  0
21  6  5.26093e+06
21  7  9.59786e+06
21  8  3.22657e+06
21  9  1.30602e+07
21  10  0
21  11  2.77503e+06
21  12  1.84974e+07
21  13  8.79649e+06
21  14  234805
21  15  1.28032e+07
21  16  0
21  17  4.75844e+06
21  18  7.23936e+06
21  19  0
21  20  9.84868e+06
21  21  8.20971e+06
21  22  7.08122e+06
21  23  0
21  24  7.96221e+06
21  25  7.80358e+06
21  26  2.0498e+07
21  27  0
21  28  1.15274e+07
21  29  949225
21  30  0
21  31  0
21  32  9.46706e+06
21  33  5.08572e+06
21  34  1.77603e+06
21  35  3.70388e+06
21  36  1.66563e+07
21  37  0
21  38  5.94723e+06
21  39  0
21  40  4.95864e+06
21  41  0
21  42  9.6559e+06
21  43  5.47684e+06
21  44  1.36945e+07
21  45  1.08952e+07
21  46  5.25527e+06
21  47  2.0015e+07
21  48  1.37632e+07
21  49  1.55055e+07
21  50  1.55116e+06
21  51  0
21  52  896501
21  53  5.58849e+06
21  54  1.1955e+07
21  55  1.24553e+07
21  56  0
21  57  1.00323e+07
21  58  1.04969e+07
21  59  1.75527e+07
21  60  0
21  61  4.58272e+06
21  62  0
21  63  6.75032e+06
21  64  2.26338e+06
21  65  0
21  66  0
21  67  0
22  0  1.20587e+07
22  1  3.91796e+06
22  2  9.84554e+06
22  3  0
22  4  7.53921e+06
22  5  0
22  6  1.03425e+07
22  7  4.00915e+06
22  8  1.32428e+07
22  9  0
22  10  1.27478e+07
22  11  1.52646e+07
22  12  1.38796e+07
22  13  1.21032e+07
22  14  3.11651e+07
22  15  1.05454e+07
22  16  6.80717e+06
22  17  2.12282e+07
22  18  1.57932e+07
22  19  2.55225e+06
22  20  5.58968e+06
22  21  5.81044e+06
22  22  8.87373e+06
22  23  6.97363e+06
22  24  1.04408e+07
22  25  1.13121e+07
22  26  1.02519e+07
22  27  1.38706e+07
22  28  1.63013e+07
22  29  861928
22  30  1.5432e+07
22  31  4.01744e+06
22  32  5.80526e+06
22  33  1.75582e+06
22  34  0
22  35  0
22  36  1.55439e+06
22  37  2.26879e+06
22  38  0
22  39  0
22  40  9.35753e+06
22  41  0
22  42  6.21615e+06
22  43  4.44068e+06
22  44  1.03978e+07
22  45  5.50468e+06
22  46  0
22  47  3.47721e+06
22  48  6.79832e+06
22  49  1.90252e+07
22  50  9.17884e+06
22  51  8.82005e+06
22  52  2.22146e+07
22  53  2.75807e+07
22  54  1.2747e+07
22  55  1.46372e+07
22  56  6.18371e+06
22  57  1.57058e+06
22  58  3.2374e+06
22  59  1.14652e+07
22  60  6.82799e+06
22  61  3.51394e+06
22  62  0
22  63  0
22  64  5.05928e+06
22  65  0
22  66  0
22  67  3.45778e+06
23  0  3.40346e+06
23  1  849438
23  2  651088
23  3  2.60813e+06
23  4  0
23  5  0
23  6  7.3087e+06
23  7  1.91545e+07
23  8  3.64935e+06
23  9  1.02788e+07
23  10  0
23  11  0
23  12  2.73026e+06
23  13  0
23  14  1.08684e+07
23  15  7.87601e+06
23  16  1.41553e+07
23  17  0
23  18  1.64028e+07
23  19  6.99681e+06
23  20  9.34312e+06
23  21  1.91048e+07
23  22  903554
23  23  2.17058e+06
23  24  0
23  25  2.20627e+07
23  26  0
23  27  4.52023e+06
23  28  1.32772e+07
23  29  6.84656e+06
23  30  0
23  31  5.74627e+06
23  32  1.8924e+06
23  33  0
23  34  1.95851e+06
23  35  0
23  36  0
23  37  0
23  38  0
23  39  6.13784e+06
23  40  1.01506e+07
23  41  5.51121e+06
23  42  2.90654e+06
23  43  1.22895e+07
23  44  4.28457e+06
23  45  0
23  46  0
23  47  1.16841e+07
23  48  5.33823e+06
23  49  0
23  50  1.17194e+07
23  51  1.4734e+07
23  52  5.32419e+06
23  53  8.27223e+06
23  54  0
23  55  4.11958e+06
23  56  1.58186e+07
23  57  3.63067e+06
23  58  0
23  59  0
23  60  1.6375e+07
23  61  1.15445e+07
23  62  0
23  63  4.69815e+06
23  64  0
23  65  0
23  66  0
23  67  2.01925e+06
24  0  0
24  1  0
24  2  1.0327e+07
24  3  5.1822e+06
24  4  0
24  5  1.68865e+07
24  6  0
24  7  7.1366e+06
24  8  1.19096e+07
24  9  6.34155e+06
24  10  0
24  11  1.66385e+07
24  12  8.19672e+06
24  13  1.13269e+07
24  14  4.12989e+06
24  15  0
24  16  1.09905e+07
24  17  5.79102e+06
24  18  8.63223e+06
24  19  6.02244e+06
24  20  1.03678e+07
24  21  1.06484e+07
24  22  3.79081e+06
24  23  2.58176e+07
24  24  3.22931e+06
24  25  8.37472e+06
24  26  2.49975e+07
24  27  4.06685e+06
24  28  2.56219e+07
24  29  2.91381e+06
24  30  0
24  31  111177
24  32  1.95409e+06
24  33  0
24  34  1.4061e+07
24  35  0
24  36  0
24  37  3.53557e+06
24  38  6.57953e+06
24  39  5.3294e+06
24  40  2.58502e+06
24  41  7.66545e+06
24  42  0
24  43  0
24  44  0
24  45  1.08848e+06
24  46  1.4591e+07
24  47  1.13487e+07
24  48  0
24  49  5.21292e+06
24  50  4.06208e+06
24  51  6.90517e+06
24  52  1.5644e+06
24  53  9.40345e+06
24  54  6.69628e+06
24  55  3.30046e+06
24  56  227783
24  57  957232
24  58  4.53218e+06
24  59  1.54131e+07
24  60  0
24  61  1.90433e+07
24  62  6.01021e+06
24  63  0
24  64  0
24  65  367072
24  66  1.25162e+07
24  67  8.74486e+06
25  0  2.0427e+06
25  1  8.41201e+06
25  2  0
25  3  0
25  4  0
25  5  0
25  6  1.45573e+06
25  7  8.69944e+06
25  8  2.92877e+06
25  9  1.06729e+07
25  10  0
25  11  2.40336e+07
25  12  2.41012e+06
25  13  1.60132e+07
25  14  1.27842e+07
25  15  1.29909e+07
25  16  7.24444e+06
25  17  1.15962e+07
25  18  1.77973e+07
25  19  1.67041e+07
25  20  1.55844e+07
25  21  1.33128e+07
25  22  2.32917e+06
25  23  9.49411e+06
25  24  1.43172e+07
25  25  0
25  26  2.3348e+07
25  27  1.77077e+07
25  28  0
25  29  3.51839e+06
25  30  1.82511e+07
25  31  9.17985e+06
25  32  4.66236e+06
25  33  0
25  34  6.3793e+06
25  35  5.27788e+06
25  36  1.24685e+07
25  37  0
25  38  0
25  39  1.0769e+07
25  40  7.90006e+06
25  41  0
25  42  0
25  43  3.02095e+06
25  44  4.1502e+06
25  45  8.77829e+06
25  46  1.34899e+07
25  47  8.97171e+06
25  48  0
25  49  6.47417e+06
25  50  3.38315e+06
25  51  6.89176e+06
25  52  2.25769e+07
25  53  1.73006e+07
25  54  1.12473e+07
25  55  0
25  56  0
25  57  1.05104e+07
25  58  5.1101e+06
25  59  0
25  60  74941.6
25  61  3.44396e+06
25  62  6.81983e+06
25  63  0
25  64  4.90649e+06
25  65  5.41158e+06
25  66  0
25  67  2.07417e+06
26  0  1.235e+07
26  1  292428
26  2  5.1814e+06
26  3  0
26  4  1.02933e+07
26  5  805449
26  6  1.01267e+07
26  7  1.33763e+06
26  8  1.15175e+07
26  9  1.03789e+07
26  10  0
26  11  1.07358e+07
26  12  3.61596e+06
26  13  0
26  14  7.94026e+06
26  15  0
26  16  1.14837e+07
26  17  7.73378e+06
26  18  0
26  19  0
26  20  0
26  21  0
26  22  0
26  23  2.00929e+06
26  24  3.82017e+06
26  25  6.21762e+06
26  26  8.91042e+06
26  27  1.94123e+07
26  28  3.74585e+06
26  29  8.18633e+06
26  30  5.19492e+06
26  31  0
26  32  0
26  33  0
26  34  0
26  35  1.56401e+07
26  36  2.38697e+06
26  37  0
26  38  4.91588e+06
26  39  2.69191e+06
26  40  0
26  41  3.45374e+06
26  42  4.77886e+06
26  43  1.40945e+06
26  44  1.04118e+07
26  45  4.23562e+06
26  46  8.91616e+06
26  47  3.23007e+06
26  48  0
26  49  0
26  50  2.1213e+06
26  51  1.59268e+07
26  52  93616.4
26  53  0
26  54  0
26  55  0
26  56  1.68334e+07
26  57  1.34187e+07
26  58  3.10379e+07
26  59  0
26  60  28458.9
26  61  2.28158e+07
26  62  0
26  63  0
26  64  0
26  65  0
26  66  0
26  67  1.90333e+07
27  0  0
27  1  0
27  2  2.02308e+06
27  3  0
27  4  1.67509e+06
27  5  3.62585e+06
27  6  0
27  7  1.44276e+07
27  8  8.44763e+06
27  9  1.87072e+07
27  10  3.57624e+06
27  11  3.72333e+06
27  12  1.71754e+07
27  13  8.87572e+06
27  14  7.01791e+06
27  15  0
27  16  0
27  17  1.05863e+07
27  18  1.97993e+07
27  19  1.12254e+07
27  20  1.75382e+07
27  21  6.62018e+06
27  22  0
27  23  1.77314e+06
27  24  1.06227e+07
27  25  1.7438e+06
27  26  458999
27  27  3.12073e+06
27  28  3.78804e+06
27  29  4.23578e+06
27  30  1.09624e+06
27  31  3.03306e+06
27  32  874862
27  33  7.15181e+06
27  34  1.17424e+06
27  35  1.02726e+07
27  36  1.83403e+07
27  37  7.12407e+06
27  38  2.29754e+06
27  39  1.90494e+07
27  40  7.36264e+06
27  41  974209
27  42  1.24747e+07
27  43  2.70209e+06
27  44  0
27  45  1.74784e+06
27  46  719650
27  47  1.74409e+06
27  48  4.95119e+06
27  49  1.30112e+07
27  50  8.14814e+06
27  51  0
27  52  661471
27  53  0
27  54  1.40961e+06
27  55  8.04003e+06
27  56  0
27  57  2.5455e+06
27  58  0
27  59  2.77738e+06
27  60  7.09779e+06
27  61  4.85724e+06
27  62  2.20338e+06
27  63  9.13302e+06
27  64  1.25262e+06
27  65  326089
27  66  8.28619e+06
27  67  1.5719e+07
28  0  1.21868e+07
28  1  1.23192e+07
28  2  715334
28  3  744285
28  4  4.3885e+06
28  5  0
28  6  1.05177e+06
28  7  2.59826e+06
28  8  1.89681e+07
28  9  7.34667e+06
28  10  8.30533e+06
28  11  1.17915e+06
28  12  1.6668e+07
28  13  8.89001e+06
28  14  5.98306e+06
28  15  1.28746e+07
28  16  4.93061e+06
28  17  4.07741e+06
28  18  1.11621e+07
28  19  8.07642e+06
28  20  2.78613e+06
28  21  3.27789e+06
28  22  0
28  23  2.02866e+06
28  24  2.54415e+06
28  25  0
28  26  1.57523e+07
28  27  2.21131e+07
28  28  1.40505e+07
28  29  0
28  30  604311
28  31  5.31927e+06
28  32  0
28  33  2.00996e+07
28  34  3.29747e+06
28  35  0
28  36  3.03043e+06
28  37  5.72906e+06
28  38  1.59263e+07
28  39  2.07608e+07
28  40  0
28  41  278572
28  42  0
28  43  2.83444e+06
28  44  4.64448e+06
28  45  0
28  46  0
28  47  0
28  48  1.4399e+07
28  49  3.44978e+06
28  50  1.25606e+07
28  51  1.0263e+07
28  52  0
28  53  0
28  54  0
28  55  1.09319e+06
28  56  2.23729e+06
28  57  1.09939e+07
28  58  7.04451e+06
28  59  0
28  60  0
28  61  1.08303e+06
28  62  1.7216e+07
28  63  390630
28  64  0
28  65  0
28  66  2.299e+06
28  67  0
29  0  0
29  1  1.59442e+06
29  2  1.51664e+07
29  3  9.6832e+06
29  4  0
29  5  6.66928e+06
29  6  0
29  7  0
29  8  1.97303e+07
29  9  1.56619e+07
29  10  3.60364e+06
29  11  0
29  12  779452
29  13  2.24528e+07
29  14  2.06986e+07
29  15  0
29  16  6.35473e+06
29  17  2.2329e+07
29  18  3.04354e+06
29  19  1.79157e+07
29  20  2.82788e+07
29  21  2.46273e+07
29  22  1.1872e+07
29  23  2.41779e+06
29  24  9.83538e+06
29  25  4.68764e+06
29  26  585406
29  27  1.42479e+07
29  28  1.73711e+07
29  29  538466
29  30  2.79781e+06
29  31  2.06622e+07
29  32  2.14648e+06
29  33  6.35045e+06
29  34  2.15208e+07
29  35  0
29  36  1.11828e+07
29  37  2.80035e+07
29  38  4.52905e+06
29  39  0
29  40  0
29  41  1.38561e+07
29  42  1.92578e+07
29  43  2.9182e+06
29  44  1.24279e+07
29  45  8.44185e+06
29  46  8.87477e+06
29  47  3.92333e+06
29  48  1.73972e+06
29  49  0
29  50  3.65603e+06
29  51  0
29  52  0
29  53  5.59291e+06
29  54  0
29  55  0
29  56  8.84923e+06
29  57  3.11742e+06
29  58  0
29  59  0
29  60  2.26026e+07
29  61  0
29  62  0
29  63  3.49484e+06
29  64  1.05303e+06
29  65  1.17324e+07
29  66  5.96581e+06
29  67  6.58134e+06
30  0  1.07435e+07
30  1  5.45662e+06
30  2  8.84164e+06
30  3  7.27859e+06
30  4  6.00963e+06
30  5  0
30  6  0
30  7  1.65836e+06
30  8  7.97755e+06
30  9  2.12472e+07
30  10  6.65369e+06
30  11  8.50608e+06
30  12  0
30  13  1.71554e+07
30  14  0
30  15  2.18949e+07
30  16  8.48336e+06
30  17  7.99426e+06
30  18  2.31117e+06
30  19  1.05522e+07
30  20  1.69817e+07
30  21  2.46757e+06
30  22  1.08644e+07
30  23  4.29369e+06
30  24  7.57723e+06
30  25  0
30  26  2.3834e+06
30  27  1.72513e+06
30  28  1.06157e+07
30  29  1.49206e+07
30  30  0
30  31  0
30  32  3.35901e+06
30  33  1.15746e+07
30  34  1.5249e+06
30  35  2.56466e+07
30  36  333750
30  37  0
30  38  0
30  39  0
30  40  0
30  41  1.20007e+07
30  42  6.21688e+06
30  43  0
30  44  1.02403e+06
30  45  676968
30  46  7.94288e+06
30  47  7.1301e+06
30  48  1.93321e+07
30  49  9.94838e+06
30  50  9.20609e+06
30  51  4.94653e+06
30  52  0
30  53  2.97703e+06
30  54  0
30  55  0
30  56  2.37347e+07
30  57  0
30  58  5.63241e+06
30  59  1.40725e+07
30  60  0
30  61  2.4711e+06
30  62  0
30  63  0
30  64  0
30  65  0
30  66  392650
30  67  0
31  0  1.10891e+07
31  1  0
31  2  0
31  3  126554
31  4  1.01564e+07
31  5  1.32103e+07
31  6  1.9488e+07
31  7  2.55207e+06
31  8  6.10019e+06
31  9  1.50712e+06
31  10  317888
31  11  1.2387e+07
31  12  2.25843e+07
31  13  5.14584e+06
31  14  0
31  15  767697
31  16  0
31  17  8.39874e+06
31  18  8.15667e+06
31  19  3.83622e+06
31  20  0
31  21  1.72233e+07
31  22  2.03304e+06
31  23  2.36415e+06
31  24  8.56712e+06
31  25  0
31  26  3.47987e+06
31  27  97512.6
31  28  2.66007e+06
31  29  9.04279e+06
31  30  9.95084e+06
31  31  6.36944e+06
31  32  2.69171e+06
31  33  0
31  34  0
31  35  4.35316e+06
31  36  1.30659e+07
31  37  1.28737e+07
31  38  7.89954e+06
31  39  2.12621e+06
31  40  0
31  41  0
31  42  0
31  43  2.94119e+06
31  44  0
31  45  0
31  46  0
31  47  0
31  48  2.1459e+06
31  49  972873
31  50  225657
31  51  1.85377e+07
31  52  8.01637e+06
31  53  1.15262e+07
31  54  1.01822e+07
31  55  1.40893e+07
31  56  0
31  57  1.19153e+07
31  58  9.5417e+06
31  59  2.65981e+06
31  60  1.01268e+06
31  61  0
31  62  1.37373e+07
31  63  0
31  64  1.45959e+07
31  65  7.94125e+06
31  66  3.79157e+06
31  67  9.73778e+06
32  0  0
32  1  1.0255e+06
32  2  0
32  3  5.70815e+06
32  4  2.98374e+06
32  5  0
32  6  291992
32  7  5.60783e+06
32  8  1.58579e+07
32  9  0
32  10  1.04317e+07
32  11  1.6899e+07
32  12  8.12264e+06
32  13  8.35662e+06
32  14  9.17033e+06
32  15  0
32  16  1.13231e+07
32  17  1.12264e+07
32  18  0
32  19  2.01229e+07
32  20  7.11064e+06
32  21  1.09292e+06
32  22  0
32  23  1.48997e+07
32  24  2.53165e+06
32  25  6.14571e+06
32  26  1.36708e+07
32  27  6.58376e+06
32  28  1.50887e+07
32  29  5.05504e+06
32  30  2.66896e+06
32  31  0
32  32  45796.2
32  33  0
32  34  1.32756e+07
32  35  1.28033e+07
32  36  0
32  37  7.89701e+06
32  38  0
32  39  0
32  40  1.13265e+06
32  41  1.87303e+07
32  42  663974
32  43  2.84168e+06
32  44  4.42055e+06
32  45  9.59389e+06
32  46  0
32  47  9.46661e+06
32  48  1.05515e+07
32  49  0
32  50  1.61685e+06
32  51  2.72703e+06
32  52  4.68619e+06
32  53  0
32  54  1.02732e+07
32  55  0
32  56  1.21047e+06
32  57  0
32  58  735591
32  59  3.66744e+06
32  60  1.89213e+06
32  61  0
32  62  2.09736e+06
32  63  6.27966e+06
32  64  0
32  65  2.60814e+06
32  66  3.70005e+06
32  67  0
33  0  0
33  1  2.30362e+06
33  2  1.07142e+07
33  3  0
33  4  1.99162e+06
33  5  0
33  6  5.94743e+06
33  7  2.3595e+07
33  8  1.28959e+07
33  9  0
33  10  0
33  11  1.66928e+07
33  12  1.95031e+07
33  13  0
33  14  2.67618e+06
33  15  1.32292e+07
33  16  4.27337e+06
33  17  6.47139e+06
33  18  1.8802e+07
33  19  0
33  20  2.18549e+07
33  21  2.67927e+06
33  22  0
33  23  2.85669e+06
33  24  1.54962e+07
33  25  839684
33  26  1.13651e+06
33  27  193446
33  28  1.321e+07
33  29  4.112e+06
33  30  0
33  31  0
33  32  848329
33  33  0
33  34  800241
33  35  8.34471e+06
33  36  7.35001e+06
33  37  1.4683e+07
33  38  0
33  39  1.88051e+07
33  40  0
33  41  5.93684e+06
33  42  4.16511e+06
33  43  4.68978e+06
33  44  0
33  45  1.42405e+07
33  46  0
33  47  0
33  48  178063
33  49  0
33  50  6.21103e+06
33  51  0
33  52  385968
33  53  0
33  54  4.99405e+06
33  55  1.01591e+07
33  56  0
33  57  6.07612e+06
33  58  0
33  59  0
33  60  1.46772e+06
33  61  0
33  62  1.15102e+07
33  63  3.35205e+06
33  64  1.60401e+06
33  65  5.86836e+06
33  66  0
33  67  0
34  0  1.38748e+07
34  1  0
34  2  1.17209e+06
34  3  1.2328e+07
34  4  1.31138e+07
34  5  9.84111e+06
34  6  1.13362e+07
34  7  2.23177e+07
34  8  1.27442e+07
34  9  1.85273e+07
34  10  986391
34  11  1.93687e+07
34  12  1.33864e+07
34  13  5.74772e+06
34  14  6.59804e+06
34  15  1.10293e+07
34  16  1.68931e+07
34  17  1.19134e+07
34  18  0
34  19  6.16144e+06
34  20  0
34  21  1.24782e+07
34  22  4.75505e+06
34  23  8.91313e+06
34  24  0
34  25  0
34  26  4.45661e+06
34  27  1.76706e+06
34  28  1.31783e+06
34  29  1.61965e+07
34  30  1.25303e+07
34  31  0
34  32  0
34  33  0
34  34  0
34  35  2.1995e+06
34  36  1.14709e+06
34  37  6.57074e+06
34  38  0
34  39  0
34  40  1.40387e+07
34  41  4.8731e+06
34  42  2.6695e+06
34  43  0
34  44  0
34  45  5.67281e+06
34  46  2.86226e+06
34  47  6.23788e+06
34  48  9.50213e+06
34  49  4.46961e+06
34  50  0
34  51  4.29857e+06
34  52  1.10871e+07
34  53  6.67165e+06
34  54  0
34  55  1.11719e+06
34  56  0
34  57  1.24677e+07
34  58  7.79225e+06
34  59  0
34  60  0
34  61  3.37123e+06
34  62  4.02437e+06
34  63  0
34  64  0
34  65  0
34  66  7.75101e+06
34  67  2.7784e+06
35  0  4.13605e+06
35  1  1.66997e+06
35  2  2.02711e+06
35  3  0
35  4  8.08034e+06
35  5  8.64677e+06
35  6  2.31643e+06
35  7  4.36703e+06
35  8  2.12796e+07
35  9  1.38407e+07
35  10  5.43816e+06
35  11  7.85025e+06
35  12  7.33985e+06
35  13  929094
35  14  5.41759e+06
35  15  5.5084e+06
35  16  1.9143e+07
35  17  1.34632e+07
35  18  3.15161e+06
35  19  1.21097e+07
35  20  2.39971e+06
35  21  3.62289e+06
35  22  1.15027e+07
35  23  6.95871e+06
35  24  2.05227e+07
35  25  400878
35  26  4.62194e+06
35  27  2.90084e+07
35  28  3.95231e+06
35  29  2.15683e+06
35  30  2.24988e+06
35  31  3.5076e+06
35  32  1.42999e+07
35  33  483460
35  34  1.2531e+07
35  35  1.15706e+07
35  36  0
35  37  0
35  38  2.50354e+06
35  39  1.33878e+07
35  40  0
35  41  1.41204e+06
35  42  1.44937e+07
35  43  3.21293e+06
35  44  0
35  45  0
35  46  826362
35  47  0
35  48  0
35  49  415913
35  50  1.73743e+06
35  51  3.9041e+06
35  52  4.49804e+06
35  53  0
35  54  0
35  55  4.94266e+06
35  56  0
35  57  0
35  58  1.81172e+07
35  59  0
35  60  1.76704e+07
35  61  0
35  62  8.9561e+06
35  63  0
35  64  0
35  65  1.19163e+07
35  66  5.974e+06
35  67  0
36  0  5.68014e+06
36  1  0
36  2  6.95874e+06
36  3  2.07851e+07
36  4  3.06533e+06
36  5  2.47408e+06
36  6  7.97338e+06
36  7  1.64383e+07
36  8  6.16045e+06
36  9  1.13101e+06
36  10  1.19965e+07
36  11  3.32914e+06
36  12  7.04784e+06
36  13  4.93625e+06
36  14  1.36488e+07
36  15  1.22381e+07
36  16  1.53095e+07
36  17  1.21362e+07
36  18  6.14629e+06
36  19  1.88776e+07
36  20  9.54043e+06
36  21  1.85169e+07
36  22  2.21293e+06
36  23  1.7136e+07
36  24  1.83249e+07
36  25  1.19995e+07
36  26  3.36126e+06
36  27  6.35393e+06
36  28  9.34219e+06
36  29  1.8359e+06
36  30  1.09669e+07
36  31  2.38283e+07
36  32  1.69644e+07
36  33  3.93623e+06
36  34  891659
36  35  2.23248e+07
36  36  479204
36  37  0
36  38  1.63044e+07
36  39  9.60995e+06
36  40  0
36  41  6.4128e+06
36  42  0
36  43  1.62349e+07
36  44  1.48793e+07
36  45  7.39709e+06
36  46  1.13777e+07
36  47  0
36  48  6.86566e+06
36  49  0
36  50  8.18217e+06
36  51  0
36  52  0
36  53  492819
36  54  1.32523e+07
36  55  0
36  56  8.46935e+06
36  57  1.784e+06
36  58  0
36  59  2.1005e+07
36  60  6.07729e+06
36  61  7.30402e+06
36  62  4.327e+06
36  63  0
36  64  6.18971e+06
36  65  2.45016e+06
36  66  1.72505e+06
36  67  3.91606e+06
37  0  9.70819e+06
37  1  0
37  2  0
37  3  7.07646e+06
37  4  4.58838e+06
37  5  8.89706e+06
37  6  1.09822e+07
37  7  7.398e+06
37  8  0
37  9  1.02586e+07
37  10  1.71065e+07
37  11  3.52463e+06
37  12  2.82997e+06
37  13  1.28401e+07
37  14  7.34617e+06
37  15  0
37  16  2.06929e+07
37  17  2.08248e+06
37  18  9.91468e+06
37  19  2.6206e+06
37  20  0
37  21  0
37  22  1.02821e+07
37  23  1.61049e+07
37  24  8.01545e+06
37  25  989057
37  26  7.05205e+06
37  27  2.26127e+06
37  28  490231
37  29  5.11617e+06
37  30  5.13207e+06
37  31  0
37  32  5.32316e+06
37  33  0
37  34  883466
37  35  5.69783e+06
37  36  1.95395e+06
37  37  2.81508e+06
37  38  1.56165e+07
37  39  3.66581e+06
37  40  0
37  41  6.12443e+06
37  42  7.59933e+06
37  43  1.40455e+07
37  44  1.21955e+07
37  45  1.39368e+06
37  46  507594
37  47  1.34755e+07
37  48  0
37  49  0
37  50  0
37  51  2.77698e+06
37  52  0
37  53  617579
37  54  2.29472e+07
37  55  8.60845e+06
37  56  9.83407e+06
37  57  1.29448e+07
37  58  0
37  59  0
37  60  1.38704e+07
37  61  4.03864e+06
37  62  0
37  63  0
37  64  4.37803e+06
37  65  1.05863e+07
37  66  1.68258e+07
37  67  2.10184e+06
38  0  3.20073e+06
38  1  7.21186e+06
38  2  9.6635e+06
38  3  0
38  4  0
38  5  1.0885e+07
38  6  9.08393e+06
38  7  8.18131e+06
38  8  9.30439e+06
38  9  2.23464e+07
38  10  6.17198e+06
38  11  3.08865e+07
38  12  0
38  13  1.43222e+07
38  14  1.54776e+07
38  15  7.44988e+06
38  16  7.96587e+06
38  17  2.00523e+07
38  18  1.71038e+07
38  19  3.73531e+06
38  20  8.128e+06
38  21  2.47618e+07
38  22  1.04332e+07
38  23  0
38  24  0
38  25  2.81987e+06
38  26  4.40342e+06
38  27  6.2619e+06
38  28  8.83557e+06
38  29  7.98723e+06
38  30  0
38  31  712196
38  32  0
38  33  0
38  34  0
38  35  0
38  36  0
38  37  37074.6
38  38  5.92719e+06
38  39  8.07195e+06
38  40  6.98084e+06
38  41  1.16615e+07
38  42  1.61261e+07
38  43  6.15867e+06
38  44  0
38  45  0
38  46  2.22467e+06
38  47  0
38  48  1.63698e+07
38  49  6.71674e+06
38  50  0
38  51  2.44084e+07
38  52  1.80137e+07
38  53  0
38  54  0
38  55  1.4189e+07
38  56  5.07071e+06
38  57  1.42413e+07
38  58  2.17215e+07
38  59  0
38  60  0
38  61  1.9473e+07
38  62  1.46701e+07
38  63  4.3305e+06
38  64  1.06392e+07
38  65  1.60298e+07
38  66  0
38  67  4.03815e+06
39  0  1.3493e+07
39  1  1.38606e+07
39  2  211379
39  3  6.62321e+06
39  4  8.4212e+06
39  5  0
39  6  0
39  7  1.17516e+07
39  8  1.01303e+07
39  9  2.66674e+07
39  10  1.52221e+07
39  11  1.43702e+07
39  12  1.81747e+07
39  13  1.19909e+06
39  14  9.38106e+06
39  15  1.92996e+07
39  16  9.13344e+06
39  17  2.7107e+07
39  18  1.02276e+07
39  19  3.7897e+06
39  20  2.50736e+07
39  21  1.33555e+06
39  22  0
39  23  1.68378e+07
39  24  8.89549e+06
39  25  0
39  26  6.32349e+06
39  27  4.88759e+06
39  28  2.58918e+07
39  29  4.67991e+06
39  30  6.19184e+06
39  31  5.6068e+06
39  32  896843
39  33  6.73666e+06
39  34  3.9537e+06
39  35  0
39  36  1.29877e+07
39  37  2.03849e+07
39  38  8.0269e+06
39  39  9.00949e+06
39  40  0
39  41  0
39  42  0
39  43  0
39  44  2.32363e+06
39  45  1.03382e+07
39  46  0
39  47  3.76394e+06
39  48  6.28304e+06
39  49  1.87361e+06
39  50  1.67804e+07
39  51  0
39  52  1.17884e+07
39  53  0
39  54  0
39  55  0
39  56  2.88902e+07
39  57  217346
39  58  3.40598e+06
39  59  0
39  60  0
39  61  8.26719e+06
39  62  2.25415e+07
39  63  7.81873e+06
39  64  1.02176e+07
39  65  1.98974e+07
39  66  0
39  67  0
40  0  0
40  1  1.0856e+07
40  2  4.94801e+06
40  3  1.0564e+07
40  4  4.46174e+06
40  5  1.70161e+06
40  6  1.85922e+07
40  7  1.38836e+07
40  8  7.90824e+06
40  9  2.51311e+07
40  10  3.94057e+06
40  11  7.07417e+06
40  12  2.24075e+06
40  13  1.18417e+07
40  14  5.00704e+06
40  15  1.27167e+07
40  16  2.15921e+06
40  17  1.09164e+07
40  18  9.67449e+06
40  19  1.26545e+07
40  20  1.38671e+07
40  21  1.27742e+07
40  22  6.75334e+06
40  23  0
40  24  3.6948e+06
40  25  1.98288e+07
40  26  7.68441e+06
40  27  1.29597e+07
40  28  4.93344e+06
40  29  0
40  30  5.92038e+06
40  31  1.3261e+07
40  32  4.42005e+06
40  33  7.03866e+06
40  34  5.92827e+06
40  35  0
40  36  9.91909e+06
40  37  0
40  38  0
40  39  7.61723e+06
40  40  1.44011e+07
40  41  0
40  42  1.94085e+07
40  43  1.89559e+07
