row  column  (images_1_region2.edf Cu-K*images_1_region2.edf Ar-K**2.3)
10  43  1.54598e+07
10  44  1.17012e+07
10  45  4.87209e+06
10  46  7.28124e+06
10  47  4.81712e+06
10  48  929576
10  49  0
10  50  1.09605e+07
10  51  1.01809e+07
10  52  0
10  53  1.4525e+07
10  54  0
10  55  3.65362e+06
10  56  9.01678e+06
10  57  1.27536e+07
10  58  0
10  59  9.2261e+06
10  60  0
10  61  1.59666e+07
10  62  0
10  63  0
10  64  5.95423e+06
10  65  5.71253e+06
10  66  0
10  67  8.13807e+06
11  0  0
11  1  4.7869e+06
11  2  459532
11  3  1.86048e+07
11  4  2.05874e+06
11  5  5.31908e+06
11  6  0
11  7  1.34859e+06
11  8  5.52621e+06
11  9  3.9261e+06
11  10  5.06231e+06
11  11  442567
11  12  3.64413e+06
11  13  665150
11  14  5.8697e+06
11  15  0
11  16  0
11  17  3.34435e+06
11  18  2.32905e+06
11  19  7.8245e+06
11  20  0
11  21  3.68587e+06
11  22  0
11  23  0
11  24  2.44914e+06
11  25  9.143e+06
11  26  0
11  27  1.0487e+07
11  28  4.42344e+06
11  29  2.60336e+06
11  30  1.41953e+07
11  31  5.2636e+06
11  32  2.45668e+07
11  33  1.13354e+07
11  34  8.18095e+06
11  35  1.97858e+06
11  36  1.4874e+07
11  37  0
11  38  6.19443e+06
11  39  1.15241e+06
11  40  0
11  41  8.22063e+06
11  42  4.41392e+06
11  43  0
11  44  1.07496e+07
11  45  2.03339e+07
11  46  2.07258e+06
11  47  6.52931e+06
11  48  0
11  49  8.71266e+06
11  50  0
11  51  0
11  52  1.38002e+07
11  53  1.39728e+07
11  54  0
11  55  6.17674e+06
11  56  2.26622e+07
11  57  0
11  58  0
11  59  0
11  60  2.2259e+06
11  61  2.30782e+06
11  62  1.00863e+07
11  63  6.77148e+06
11  64  0
11  65  0
11  66  0
11  67  0
12  0  4.39166e+06
12  1  1.91799e+06
12  2  0
12  3  1.92576e+06
12  4  2.93517e+06
12  5  2.06596e+06
12  6  207879
12  7  1.26414e+06
12  8  1.3121e+07
12  9  1.33285e+07
12  10  0
12  11  2.03755e+06
12  12  0
12  13  9.6917e+06
12  14  0
12  15  0
12  16  0
12  17  1.34773e+06
12  18  1.54113e+07
12  19  957213
12  20  1.21732e+07
12  21  2.59658e+06
12  22  1.51464e+07
12  23  0
12  24  3.49833e+06
12  25  1.08103e+07
12  26  3.38064e+06
12  27  0
12  28  8.91365e+06
12  29  1.18237e+07
12  30  218912
12  31  7.39829e+06
12  32  1.19762e+07
12  33  8.9137e+06
12  34  5.48446e+06
12  35  262363
12  36  1.19968e+06
12  37  0
12  38  1.53041e+07
12  39  0
12  40  6.53166e+06
12  41  0
12  42  2.27026e+07
12  43  1.96499e+07
12  44  0
12  45  1.25776e+07
12  46  7.71725e+06
12  47  5.17157e+06
12  48  0
12  49  0
12  50  1.32166e+07
12  51  1.05237e+07
12  52  1.00432e+07
12  53  0
12  54  1.96435e+07
12  55  0
12  56  1.02859e+07
12  57  1.15635e+07
12  58  6.10989e+06
12  59  0
12  60  7.27865e+06
12  61  0
12  62  6.28819e+06
12  63  0
12  64  1.20141e+07
12  65  5.35018e+06
12  66  0
12  67  0
13  0  4.44261e+06
13  1  0
13  2  0
13  3  4.71649e+06
13  4  2.9983e+06
13  5  0
13  6  1.87046e+07
13  7  0
13  8  7.30939e+06
13  9  2.26555e+07
13  10  1.02114e+07
13  11  0
13  12  0
13  13  7.62358e+06
13  14  9.14294e+06
13  15  0
13  16  0
13  17  5.21485e+06
13  18  0
13  19  2.18517e+06
13  20  2.26274e+07
13  21  5.92581e+06
13  22  2.01199e+06
13  23  3.30293e+06
13  24  1.27291e+07
13  25  1.9634e+07
13  26  1.82222e+06
13  27  8.23287e+06
13  28  5.55482e+06
13  29  1.35747e+07
13  30  519043
13  31  8.30477e+06
13  32  3.95725e+06
13  33  6.79557e+06
13  34  872511
13  35  0
13  36  1.73665e+07
13  37  568132
13  38  0
13  39  908388
13  40  1.75977e+07
13  41  82808
13  42  5.68027e+06
13  43  7.11777e+06
13  44  2.71974e+07
13  45  3.80242e+06
13  46  1.16073e+07
13  47  955438
13  48  5.7463e+06
13  49  9.8115e+06
13  50  7.00633e+06
13  51  1.25642e+07
13  52  0
13  53  1.55936e+07
13  54  2.92001e+06
13  55  521353
13  56  3.15427e+06
13  57  0
13  58  1.62689e+07
13  59  0
13  60  7.21926e+06
13  61  0
13  62  1.37866e+06
13  63  9.47779e+06
13  64  1.8515e+07
13  65  0
13  66  0
13  67  5.47411e+06
14  0  4.3203e+06
14  1  4.25483e+06
14  2  7.22773e+06
14  3  0
14  4  0
14  5  0
14  6  1.19667e+07
14  7  1.11097e+06
14  8  5.04185e+06
14  9  6.74771e+06
14  10  8.12769e+06
14  11  0
14  12  1.61148e+07
14  13  9.02383e+06
14  14  1.16249e+07
14  15  531144
14  16  0
14  17  6.4933e+06
14  18  9.99433e+06
14  19  6.70415e+06
14  20  3.92708e+06
14  21  1.51177e+07
14  22  0
14  23  6.04879e+06
14  24  1.96074e+07
14  25  6.84285e+06
14  26  3.8955e+06
14  27  5.2885e+06
14  28  8.87773e+06
14  29  1.02431e+06
14  30  1.37353e+07
14  31  1.44002e+07
14  32  1.13538e+07
14  33  2.57273e+06
14  34  2.37051e+06
14  35  7.20293e+06
14  36  2.3942e+07
14  37  4.66292e+06
14  38  9.06487e+06
14  39  5.67891e+06
14  40  0
14  41  1.62116e+07
14  42  1.29753e+07
14  43  1.03646e+07
14  44  998431
14  45  0
14  46  2.35029e+07
14  47  6.4784e+06
14  48  7.15094e+06
14  49  0
14  50  1.94827e+07
14  51  1.45095e+07
14  52  8.84761e+06
14  53  1.37093e+07
14  54  1.93373e+06
14  55  1.02863e+07
14  56  3.58856e+06
14  57  0
14  58  1.04866e+07
14  59  9.54492e+06
14  60  4.57117e+06
14  61  2.05209e+07
14  62  0
14  63  0
14  64  0
14  65  4.69372e+06
14  66  6.18037e+06
14  67  0
15  0  0
15  1  0
15  2  1.18536e+07
15  3  0
15  4  1.85154e+06
15  5  1.26108e+07
15  6  0
15  7  0
15  8  6.38533e+06
15  9  381386
15  10  0
15  11  6.49285e+06
15  12  1.65761e+07
15  13  0
15  14  0
15  15  1.34701e+07
15  16  1.03805e+07
15  17  0
15  18  1.36567e+07
15  19  1.98339e+07
15  20  1.12386e+07
15  21  1.83261e+07
15  22  1.31167e+07
15  23  494879
15  24  1.33415e+07
15  25  2.16714e+07
15  26  0
15  27  0
15  28  2.42396e+07
15  29  2.64248e+06
15  30  1.70085e+07
15  31  0
15  32  1.46689e+07
15  33  2.59483e+06
15  34  1.5969e+06
15  35  1.0898e+06
15  36  6.10535e+06
15  37  9.59606e+06
15  38  0
15  39  1.59978e+07
15  40  1.52659e+07
15  41  2.91842e+06
15  42  6.4003e+06
15  43  0
15  44  1.25696e+07
15  45  1.47219e+06
15  46  0
15  47  2.31654e+07
15  48  9.30334e+06
15  49  1.65336e+07
15  50  0
15  51  2.26156e+06
15  52  4.89231e+06
15  53  3.82155e+06
15  54  0
15  55  0
15  56  1.07382e+07
15  57  4.873e+06
15  58  2.00101e+07
15  59  0
15  60  1.59577e+06
15  61  427049
15  62  3.05888e+06
15  63  0
15  64  0
15  65  6.06752e+06
15  66  0
15  67  1.73646e+06
16  0  9.76742e+06
16  1  5.87584e+06
16  2  6.05545e+06
16  3  0
16  4  7.56988e+06
16  5  2.47607e+06
16  6  5.09434e+06
16  7  8.7054e+06
16  8  0
16  9  2.49817e+06
16  10  5.92533e+06
16  11  1.43855e+07
16  12  6.94439e+06
16  13  0
16  14  0
16  15  5.83231e+06
16  16  0
16  17  5.31006e+06
16  18  3.99168e+06
16  19  693217
16  20  2.13654e+06
16  21  2.00379e+06
16  22  8.74e+06
16  23  1.29452e+07
16  24  0
16  25  0
16  26  0
16  27  0
16  28  8.38006e+06
16  29  3.3659e+06
16  30  1.09521e+07
16  31  2.30878e+07
16  32  0
16  33  9.25211e+06
16  34  0
16  35  1.91445e+07
16  36  2.16244e+06
16  37  1.03149e+07
16  38  4.66178e+06
16  39  3.97281e+06
16  40  1.15974e+07
16  41  0
16  42  0
16  43  4.68915e+06
16  44  4.92064e+06
16  45  4.15907e+06
16  46  0
16  47  0
16  48  0
16  49  1.74741e+07
16  50  3.73457e+06
16  51  8.14118e+06
16  52  0
16  53  3.3552e+06
16  54  1.59538e+07
16  55  2.67223e+06
16  56  0
16  57  0
16  58  3.80991e+06
16  59  7.06126e+06
16  60  8.71469e+06
16  61  5.48537e+06
16  62  0
16  63  5.64593e+06
16  64  0
16  65  6.14364e+06
16  66  0
16  67  5.52774e+06
17  0  1.21321e+06
17  1  1.92949e+07
17  2  1.2378e+06
17  3  1.1503e+07
17  4  3.69611e+06
17  5  0
17  6  0
17  7  1.01191e+07
17  8  0
17  9  2.44715e+06
17  10  0
17  11  3.92696e+06
17  12  1.94389e+06
17  13  0
17  14  8.9139e+06
17  15  6.14014e+06
17  16  0
17  17  1.48918e+07
17  18  1.86305e+07
17  19  2.3958e+06
17  20  8.38888e+06
17  21  3.48872e+06
17  22  1.98876e+06
17  23  9.56151e+06
17  24  6.08506e+06
17  25  7.89741e+06
17  26  3.4732e+06
17  27  3.88864e+06
17  28  8.79559e+06
17  29  3.25242e+06
17  30  4.56937e+06
17  31  3.66929e+06
17  32  1.38117e+07
17  33  1.33226e+07
17  34  0
17  35  0
17  36  1.21715e+07
17  37  0
17  38  4.20949e+06
17  39  2.9883e+06
17  40  6.56009e+06
17  41  1.12598e+07
17  42  1.30681e+07
17  43  0
17  44  993257
17  45  1.12998e+07
17  46  1.99085e+06
17  47  1.43177e+07
17  48  1.51681e+07
17  49  1.18517e+07
17  50  834424
17  51  66734.1
17  52  7.6224e+06
17  53  3.44452e+06
17  54  3.70466e+06
17  55  0
17  56  2.36896e+06
17  57  0
17  58  7.16509e+06
17  59  0
17  60  7.89799e+06
17  61  0
17  62  0
17  63  9.96714e+06
17  64  2.97951e+06
17  65  5.10313e+06
17  66  6.9192e+06
17  67  6.68681e+06
18  0  4.845e+06
18  1  3.25236e+06
18  2  6.41593e+06
18  3  0
18  4  1.21352e+07
18  5  0
18  6  0
18  7  8.15941e+06
18  8  6.07227e+06
18  9  2.02496e+06
18  10  8.64275e+06
18  11  1.44048e+07
18  12  3.77242e+06
18  13  1.42875e+07
18  14  1.67518e+07
18  15  0
18  16  4.30087e+06
18  17  5.3481e+06
18  18  9.79405e+06
18  19  5.28103e+06
18  20  6.42118e+06
18  21  3.8501e+06
18  22  0
18  23  1.97744e+07
18  24  9.55162e+06
18  25  9.15697e+06
18  26  1.01394e+07
18  27  0
18  28  7.36158e+06
18  29  8.23464e+06
18  30  1.35999e+07
18  31  9.33854e+06
18  32  0
18  33  1.37311e+07
18  34  6.41689e+06
18  35  1.15401e+07
18  36  1.71552e+07
18  37  1.69189e+06
18  38  8.76188e+06
18  39  0
18  40  988279
18  41  1.16996e+06
18  42  2.48148e+06
18  43  4.09173e+06
18  44  0
18  45  1.80054e+06
18  46  4.69996e+06
18  47  7.46672e+06
18  48  0
18  49  1.33988e+07
18  50  0
18  51  0
18  52  3.61323e+06
18  53  7.18336e+06
18  54  1.11056e+07
18  55  7.29928e+06
18  56  1.82942e+06
18  57  0
18  58  0
18  59  4.05355e+06
18  60  982667
18  61  0
18  62  1.58696e+06
18  63  8.89694e+06
18  64  1.59678e+07
18  65  7.25786e+06
18  66  2.06508e+07
18  67  2.06984e+07
19  0  2.24923e+07
19  1  1.71556e+07
19  2  1.38857e+07
19  3  874404
19  4  1.43581e+07
19  5  7.53659e+06
19  6  1.47753e+07
19  7  0
19  8  1.73513e+07
19  9  2.1595e+07
19  10  0
19  11  1.48866e+07
19  12  0
19  13  8.80293e+06
19  14  8.51299e+06
19  15  1.13371e+07
19  16  2.57413e+07
19  17  1.0547e+07
19  18  1.59175e+07
19  19  1.05746e+07
19  20  2.74343e+06
19  21  1.50709e+06
19  22  1.84432e+07
19  23  9.55513e+06
19  24  4.5898e+06
19  25  8.18182e+06
19  26  1.1348e+06
19  27  0
19  28  9.0287e+06
19  29  1.74899e+06
19  30  0
19  31  2.26144e+07
19  32  1.81621e+07
19  33  8.92726e+06
19  34  1.85472e+07
19  35  3.53786e+06
19  36  1.42999e+06
19  37  9.01717e+06
19  38  139636
19  39  1.40309e+06
19  40  0
19  41  1.60553e+07
19  42  0
19  43  597654
19  44  1.0971e+07
19  45  1.56722e+07
19  46  0
19  47  418114
19  48  56733.8
19  49  2.15682e+07
19  50  1.84484e+07
19  51  2.05138e+07
19  52  2.72154e+06
19  53  7.99874e+06
19  54  1.63978e+07
19  55  0
19  56  0
19  57  5.02527e+06
19  58  6.92361e+06
19  59  1.32316e+07
19  60  8.32087e+06
19  61  1.55116e+07
19  62  0
19  63  4.75585e+06
19  64  1.32869e+07
19  65  0
19  66  0
19  67  1.37346e+07
20  0  3.08359e+06
20  1  1.13562e+07
20  2  3.97303e+06
20  3  5.62349e+06
20  4  712519
20  5  2.84651e+06
20  6  7.91752e+06
20  7  2.00604e+06
20  8  1.27083e+07
20  9  531674
20  10  2.31441e+07
20  11  5.91712e+06
20  12  1.53199e+07
20  13  4.57991e+06
20  14  1.55766e+06
20  15  0
20  16  0
20  17  1.41342e+07
20  18  1.3336e+07
20  19  1.34029e+07
20  20  1.77317e+06
20  21  46563.1
20  22  1.13875e+06
20  23  1.27691e+07
20  24  6.97988e+06
