row  column  (images_10_7176.edf Cu_K*images_10_7176.edf Ar_K**2.3)
1  34  1.04769e+07
1  35  6.4893e+06
1  36  8.67939e+06
1  37  5.39181e+06
1  38  9.42959e+06
1  39  7.88749e+06
1  40  1.59002e+07
1  41  1.0278e+07
1  42  1.33809e+07
1  43  1.0811e+07
1  44  1.46399e+07
1  45  1.06394e+07
1  46  1.44634e+07
1  47  1.2419e+07
1  48  1.10022e+07
1  49  7.7662e+06
1  50  6.92169e+06
1  51  8.53913e+06
1  52  4.46379e+06
1  53  8.6801e+06
1  54  9.00669e+06
1  55  1.1452e+07
1  56  1.47627e+07
1  57  6.91056e+06
1  58  1.31785e+07
1  59  7.84793e+06
1  60  1.24376e+07
1  61  1.48398e+07
1  62  1.37724e+07
1  63  8.96541e+06
1  64  6.93293e+06
1  65  9.47576e+06
1  66  4.12225e+06
1  67  1.46566e+07
1  68  9.30001e+06
1  69  1.47397e+07
1  70  1.30172e+07
1  71  1.12856e+07
1  72  1.34617e+07
1  73  1.12283e+07
1  74  1.52214e+07
1  75  9.79145e+06
1  76  1.1281e+07
1  77  1.31348e+07
1  78  1.11847e+07
1  79  1.0481e+07
1  80  5.50985e+06
1  81  2.87969e+06
1  82  1.16915e+07
1  83  1.1882e+07
1  84  8.86836e+06
1  85  9.70911e+06
1  86  4.02314e+06
1  87  1.00213e+07
1  88  1.16482e+07
1  89  7.51886e+06
1  90  1.3084e+07
1  91  7.25308e+06
1  92  8.79328e+06
1  93  7.87874e+06
1  94  0
1  95  1.41214e+07
1  96  7.63813e+06
1  97  1.22058e+07
1  98  1.01507e+07
1  99  1.069e+07
1  100  9.4078e+06
2  0  3.24956e+06
2  1  0
2  2  630936
2  3  243059
2  4  1.46593e+06
2  5  0
2  6  1.28656e+06
2  7  4.94732e+06
2  8  1.82817e+06
2  9  0
2  10  3.58399e+06
2  11  1.74879e+06
2  12  0
2  13  0
2  14  0
2  15  2.98471e+06
2  16  778326
2  17  3.25565e+06
2  18  2.1367e+06
2  19  404340
2  20  4.01189e+06
2  21  0
2  22  4.17136e+06
2  23  2.02822e+06
2  24  0
2  25  0
2  26  950874
2  27  5.38993e+06
2  28  1.51519e+06
2  29  1.94647e+06
2  30  3.00402e+06
2  31  1.12758e+07
2  32  1.58716e+07
2  33  1.5432e+07
2  34  1.31903e+07
2  35  9.50199e+06
2  36  4.02666e+06
2  37  1.19111e+07
2  38  1.06412e+07
2  39  6.39603e+06
2  40  9.75572e+06
2  41  1.20028e+07
2  42  1.00368e+07
2  43  9.94952e+06
2  44  1.19627e+07
2  45  1.35658e+07
2  46  1.32007e+07
2  47  9.93364e+06
2  48  1.67461e+07
2  49  1.51845e+07
2  50  7.03442e+06
2  51  8.10206e+06
2  52  8.37925e+06
2  53  9.33785e+06
2  54  9.46243e+06
2  55  1.51996e+07
2  56  1.12564e+07
2  57  1.29727e+07
2  58  9.90414e+06
2  59  6.10526e+06
2  60  7.81295e+06
2  61  9.26697e+06
2  62  1.38129e+07
2  63  6.01657e+06
2  64  1.65998e+07
2  65  1.07481e+07
2  66  1.33451e+07
2  67  1.45086e+07
2  68  1.18254e+07
2  69  1.23256e+07
2  70  1.13022e+07
2  71  1.17594e+07
2  72  1.38311e+07
2  73  1.02151e+07
2  74  1.04078e+07
2  75  1.15379e+07
2  76  8.11511e+06
2  77  1.14223e+07
2  78  1.56833e+07
2  79  6.6772e+06
2  80  1.08109e+07
2  81  1.26183e+07
2  82  1.21776e+07
2  83  1.74673e+07
2  84  1.21463e+07
2  85  9.11136e+06
2  86  7.75956e+06
2  87  1.13984e+07
2  88  4.50565e+06
2  89  4.80365e+06
2  90  8.21445e+06
2  91  3.72411e+06
2  92  1.00396e+07
2  93  7.58614e+06
2  94  4.12333e+06
2  95  9.83179e+06
2  96  1.06319e+07
2  97  7.02785e+06
2  98  1.37695e+07
2  99  9.08887e+06
2  100  1.10335e+07
3  0  0
3  1  1.00566e+06
3  2  231983
3  3  1.59009e+06
3  4  3.65635e+06
3  5  4.95917e+06
3  6  1.27892e+06
3  7  0
3  8  688530
3  9  0
3  10  0
3  11  1.17209e+06
3  12  519492
3  13  4.2841e+06
3  14  3.45764e+06
3  15  309880
3  16  6.51322e+06
3  17  1.4432e+06
3  18  0
3  19  4.49237e+06
3  20  487762
3  21  4.34071e+06
3  22  1.00118e+06
3  23  5.38026e+06
3  24  1.53297e+06
3  25  0
3  26  3.96181e+06
3  27  0
3  28  1.81151e+06
3  29  3.86014e+06
3  30  8.34094e+06
3  31  9.89607e+06
3  32  1.85604e+07
3  33  1.24598e+07
3  34  1.47333e+07
3  35  6.16048e+06
3  36  8.60455e+06
3  37  5.52749e+06
3  38  1.07091e+07
3  39  9.1505e+06
3  40  1.47649e+07
3  41  1.05158e+07
3  42  1.4602e+07
3  43  1.34804e+07
3  44  8.63752e+06
3  45  6.96317e+06
3  46  1.08273e+07
3  47  1.46628e+07
3  48  1.30776e+07
3  49  1.24439e+07
3  50  1.47606e+07
3  51  4.88173e+06
3  52  1.35136e+07
3  53  1.25336e+07
3  54  1.25015e+07
3  55  1.39447e+07
3  56  1.53776e+07
3  57  1.1684e+07
3  58  1.06985e+07
3  59  9.48043e+06
3  60  3.63543e+06
3  61  1.29149e+07
3  62  9.44763e+06
3  63  7.61714e+06
3  64  1.11842e+07
3  65  1.03511e+07
3  66  1.1976e+07
3  67  9.10712e+06
3  68  1.39828e+07
3  69  1.00243e+07
3  70  1.25296e+07
3  71  1.67459e+07
3  72  1.00721e+07
3  73  1.12259e+07
3  74  1.45272e+07
3  75  1.02582e+07
3  76  8.52502e+06
3  77  1.2279e+07
3  78  1.18652e+07
3  79  5.75135e+06
3  80  1.16918e+07
3  81  9.49991e+06
3  82  1.16408e+07
3  83  8.74915e+06
3  84  7.60447e+06
3  85  8.62484e+06
3  86  9.83238e+06
3  87  1.05846e+07
3  88  468427
3  89  6.72513e+06
3  90  6.92997e+06
3  91  9.32394e+06
3  92  8.46032e+06
3  93  6.77763e+06
3  94  3.64112e+06
3  95  1.36254e+07
3  96  8.44607e+06
3  97  4.35505e+06
3  98  1.27088e+07
3  99  5.45021e+06
3  100  7.54492e+06
4  0  424731
4  1  1.25538e+06
4  2  2.08265e+06
4  3  1.05615e+06
4  4  1.72933e+06
4  5  511558
4  6  0
4  7  0
4  8  0
4  9  2.1506e+06
4  10  261375
4  11  1.43389e+06
4  12  0
4  13  2.04874e+06
4  14  511796
4  15  5.82339e+06
4  16  1.91839e+06
4  17  2.78537e+06
4  18  278357
4  19  2.82158e+06
4  20  1.98638e+06
4  21  2.82398e+06
4  22  1.59808e+06
4  23  1.66132e+06
4  24  0
4  25  7.02286e+06
4  26  339951
4  27  2.85343e+06
4  28  3.91471e+06
4  29  3.94345e+06
4  30  6.72484e+06
4  31  7.44801e+06
4  32  4.27922e+06
4  33  1.59059e+07
4  34  1.20545e+07
4  35  4.75083e+06
4  36  8.72981e+06
4  37  9.44743e+06
4  38  1.08847e+07
4  39  1.44173e+07
4  40  1.15113e+07
4  41  9.8902e+06
4  42  1.39999e+07
4  43  9.69723e+06
4  44  1.06058e+07
4  45  1.10852e+07
4  46  1.27419e+07
4  47  1.29497e+07
4  48  1.31221e+07
4  49  1.29402e+07
4  50  9.8277e+06
4  51  1.25963e+07
4  52  1.33212e+07
4  53  9.38127e+06
4  54  1.11222e+07
4  55  1.11554e+07
4  56  6.19438e+06
4  57  1.60672e+07
4  58  1.17536e+07
4  59  8.44867e+06
4  60  1.16081e+07
4  61  9.47485e+06
4  62  1.22739e+07
4  63  1.41196e+07
4  64  8.50187e+06
4  65  8.46056e+06
4  66  9.51405e+06
4  67  8.61916e+06
4  68  9.29331e+06
4  69  1.438e+07
4  70  8.19829e+06
4  71  1.29034e+07
4  72  1.28196e+07
4  73  6.9638e+06
4  74  1.07959e+07
4  75  8.39428e+06
4  76  1.19719e+07
4  77  1.29152e+07
4  78  8.6777e+06
4  79  1.06811e+07
4  80  1.1728e+07
4  81  5.72529e+06
4  82  5.65432e+06
4  83  1.43523e+07
4  84  4.16894e+06
4  85  4.21288e+06
4  86  5.92413e+06
4  87  1.06551e+07
4  88  1.36325e+06
4  89  1.41484e+07
4  90  5.1309e+06
4  91  9.16647e+06
4  92  3.34351e+06
4  93  1.29196e+07
4  94  7.10279e+06
4  95  1.29185e+07
4  96  1.28444e+07
4  97  9.29539e+06
4  98  2.19851e+06
4  99  1.66603e+07
4  100  7.26841e+06
5  0  0
5  1  0
5  2  0
5  3  0
5  4  3.54982e+06
5  5  4.93588e+06
5  6  0
5  7  2.97722e+06
5  8  4.8056e+06
5  9  0
5  10  0
5  11  0
5  12  2.17574e+06
5  13  0
5  14  2.48249e+06
5  15  0
5  16  4.10445e+06
5  17  2.99476e+06
5  18  4.07217e+06
5  19  3.40701e+06
5  20  5.86254e+06
5  21  1.85091e+06
5  22  6.33057e+06
5  23  0
5  24  2.55299e+06
5  25  155114
5  26  4.16776e+06
5  27  6.99632e+06
5  28  88104.8
5  29  3.34964e+06
5  30  4.81332e+06
5  31  8.73152e+06
5  32  1.19294e+07
5  33  8.97373e+06
5  34  1.06468e+07
5  35  9.64688e+06
5  36  7.82597e+06
5  37  1.019e+07
5  38  1.50774e+07
5  39  1.5285e+07
5  40  1.035e+07
5  41  1.35819e+07
5  42  1.11794e+07
5  43  1.38449e+07
5  44  8.17594e+06
5  45  6.98842e+06
5  46  1.28583e+07
5  47  1.44228e+07
5  48  1.53802e+07
5  49  1.00375e+07
5  50  1.3401e+07
5  51  9.8715e+06
5  52  1.34262e+07
5  53  1.25547e+07
5  54  1.50137e+07
5  55  1.14969e+07
5  56  9.94775e+06
5  57  1.09376e+07
5  58  8.91536e+06
5  59  1.10727e+07
5  60  8.24311e+06
5  61  8.1915e+06
5  62  1.17132e+07
5  63  1.09321e+07
5  64  9.51261e+06
5  65  9.31856e+06
5  66  9.64964e+06
5  67  1.28894e+07
5  68  7.27927e+06
5  69  7.5795e+06
5  70  4.48238e+06
5  71  1.24279e+07
5  72  1.17557e+07
5  73  1.01685e+07
5  74  9.98607e+06
5  75  1.42687e+07
5  76  1.36831e+07
5  77  1.19105e+07
5  78  1.42691e+07
5  79  1.29334e+07
5  80  1.13757e+07
5  81  1.22656e+07
5  82  1.02401e+07
5  83  1.10732e+07
5  84  1.11574e+07
5  85  1.25345e+07
5  86  4.64777e+06
5  87  7.03102e+06
5  88  1.12505e+07
5  89  4.69817e+06
5  90  8.65844e+06
5  91  4.89907e+06
5  92  1.08502e+07
5  93  7.09817e+06
5  94  9.97119e+06
5  95  8.55105e+06
5  96  4.96856e+06
5  97  6.87013e+06
5  98  1.2996e+07
5  99  8.0788e+06
5  100  1.14061e+07
6  0  0
6  1  991876
6  2  0
6  3  0
6  4  428893
6  5  369563
6  6  3.936e+06
6  7  1.7239e+06
6  8  5.07511e+06
6  9  0
6  10  4.42123e+06
6  11  5.63465e+06
6  12  5.15859e+06
6  13  383521
6  14  1.79881e+06
6  15  2.54657e+06
6  16  3.21491e+06
6  17  0
6  18  0
6  19  0
6  20  5.43763e+06
6  21  707446
6  22  0
6  23  3.9223e+06
6  24  6.26646e+06
6  25  0
6  26  2.44593e+06
6  27  2.49154e+06
6  28  5.69192e+06
6  29  8.24753e+06
6  30  6.68345e+06
6  31  1.05385e+07
6  32  1.17806e+07
6  33  6.97138e+06
6  34  1.01362e+07
6  35  5.4392e+06
6  36  1.13484e+07
6  37  1.17977e+07
6  38  5.32669e+06
6  39  9.88856e+06
6  40  9.65335e+06
6  41  8.19611e+06
6  42  8.76346e+06
6  43  5.54113e+06
6  44  8.58415e+06
6  45  1.42706e+07
6  46  1.0804e+07
6  47  1.49108e+07
6  48  1.0652e+07
6  49  1.2497e+07
6  50  1.19356e+07
6  51  1.57984e+07
6  52  1.29785e+07
6  53  9.98754e+06
6  54  1.34018e+07
6  55  1.4847e+07
6  56  9.12235e+06
6  57  8.61825e+06
6  58  6.89239e+06
6  59  1.03718e+07
6  60  0
6  61  8.69883e+06
6  62  9.28016e+06
6  63  7.00847e+06
6  64  6.39678e+06
6  65  1.01856e+07
6  66  1.18765e+07
6  67  1.25482e+07
6  68  6.07168e+06
6  69  1.21201e+07
6  70  9.24743e+06
6  71  1.15914e+07
6  72  6.99462e+06
6  73  1.03156e+07
6  74  8.17237e+06
6  75  1.33462e+07
6  76  1.05935e+07
6  77  5.02216e+06
6  78  1.04098e+07
6  79  1.2294e+07
6  80  1.27392e+07
6  81  1.65812e+07
6  82  1.41706e+07
6  83  1.20987e+07
6  84  1.08074e+07
6  85  7.84104e+06
6  86  6.31451e+06
6  87  9.37278e+06
6  88  5.43163e+06
6  89  6.62192e+06
6  90  1.00554e+07
6  91  1.10511e+07
6  92  5.45244e+06
6  93  9.54354e+06
6  94  1.24357e+07
6  95  4.98733e+06
6  96  7.10863e+06
6  97  9.17525e+06
6  98  9.52007e+06
6  99  1.45182e+07
6  100  1.44337e+07
7  0  3.81349e+06
7  1  667535
7  2  3.02116e+06
7  3  3.28381e+06
7  4  1.03175e+06
7  5  1.66274e+06
7  6  720268
7  7  0
7  8  0
7  9  5.50351e+06
7  10  2.42801e+06
7  11  0
7  12  0
7  13  1.28883e+06
7  14  0
7  15  1.34592e+06
7  16  2.43001e+06
7  17  0
7  18  5.83675e+06
7  19  6.4704e+06
7  20  3.09793e+06
7  21  3.62718e+06
7  22  986416
7  23  4.15963e+06
7  24  5.60047e+06
7  25  0
7  26  9.11656e+06
7  27  2.6065e+06
7  28  6.03725e+06
7  29  6.70823e+06
7  30  8.6679e+06
7  31  6.48908e+06
7  32  1.05698e+07
7  33  1.35627e+07
7  34  1.62474e+07
7  35  8.2672e+06
7  36  1.10593e+07
7  37  1.0788e+07
7  38  1.36707e+07
7  39  7.95555e+06
7  40  1.20939e+07
7  41  1.01495e+07
7  42  9.59488e+06
7  43  8.86263e+06
7  44  8.15034e+06
7  45  1.12957e+07
7  46  1.22414e+07
7  47  7.54781e+06
7  48  1.06665e+07
7  49  1.5314e+07
7  50  1.0779e+07
7  51  1.22956e+07
7  52  1.49147e+07
7  53  1.14206e+07
7  54  1.13358e+07
7  55  1.28438e+07
7  56  9.69272e+06
7  57  1.13081e+07
7  58  6.05769e+06
7  59  1.22088e+07
7  60  7.5832e+06
7  61  9.36702e+06
7  62  9.35903e+06
7  63  1.04594e+07
7  64  7.99451e+06
7  65  4.20613e+06
7  66  3.88599e+06
7  67  9.65105e+06
7  68  1.13881e+07
7  69  6.49061e+06
7  70  9.45619e+06
7  71  1.08336e+07
7  72  1.24199e+07
7  73  1.0812e+07
7  74  7.46531e+06
7  75  5.98461e+06
7  76  1.20243e+07
7  77  1.18707e+07
7  78  1.07441e+07
7  79  1.52291e+07
7  80  1.27155e+07
7  81  1.4233e+07
7  82  1.2681e+07
7  83  1.19952e+07
7  84  1.35304e+07
7  85  1.30095e+07
7  86  1.09686e+07
7  87  8.59475e+06
7  88  3.48507e+06
7  89  1.29369e+07
7  90  1.2213e+07
7  91  663055
7  92  6.1694e+06
7  93  4.82652e+06
7  94  7.45681e+06
7  95  1.63104e+07
7  96  145937
7  97  1.1475e+07
7  98  6.66889e+06
7  99  1.45713e+07
7  100  5.292e+06
8  0  3.15136e+06
8  1  1.05663e+06
8  2  19229.7
8  3  0
8  4  2.70642e+06
8  5  369373
8  6  0
8  7  1.83174e+06
8  8  0
8  9  3.49527e+06
8  10  0
8  11  4.05196e+06
8  12  1.46467e+06
8  13  3.9355e+06
8  14  2.21797e+06
8  15  0
8  16  9.48077e+06
8  17  99756.8
8  18  3.93044e+06
8  19  8.95799e+06
8  20  5.14885e+06
8  21  0
8  22  3.47413e+06
8  23  4.38574e+06
8  24  3.52037e+06
8  25  8.35085e+06
8  26  108791
8  27  495052
8  28  4.62371e+06
8  29  4.98614e+06
8  30  8.47967e+06
8  31  5.65547e+06
8  32  9.36506e+06
8  33  5.20952e+06
8  34  7.74697e+06
8  35  8.17279e+06
8  36  6.95556e+06
8  37  1.09838e+07
8  38  1.50144e+07
8  39  1.29395e+07
8  40  6.64835e+06
8  41  1.27187e+07
8  42  1.34855e+07
8  43  1.07495e+07
8  44  1.12014e+07
8  45  9.48532e+06
8  46  9.3773e+06
8  47  8.76386e+06
8  48  1.32788e+07
8  49  9.30712e+06
8  50  1.22237e+07
8  51  1.47064e+07
8  52  1.08141e+07
8  53  9.61428e+06
8  54  1.27351e+07
8  55  8.4898e+06
8  56  1.14454e+07
8  57  9.76437e+06
8  58  7.45314e+06
8  59  1.24762e+07
8  60  7.17008e+06
8  61  1.01528e+07
8  62  8.70868e+06
8  63  8.62898e+06
8  64  7.87284e+06
8  65  7.60895e+06
8  66  1.02214e+07
8  67  1.27505e+07
8  68  1.21947e+07
8  69  1.14328e+07
8  70  7.30541e+06
8  71  1.06373e+07
8  72  1.20932e+07
8  73  1.42817e+07
8  74  1.25098e+07
8  75  9.84495e+06
8  76  1.0641e+07
8  77  2.29455e+07
8  78  6.10368e+06
8  79  1.15837e+07
8  80  1.14317e+07
8  81  1.25208e+07
8  82  1.82028e+07
8  83  1.11611e+07
8  84  1.53976e+07
8  85  1.22078e+07
8  86  1.2875e+07
8  87  1.31778e+07
8  88  1.58794e+07
8  89  8.45584e+06
8  90  1.55993e+07
8  91  1.34021e+07
8  92  8.4397e+06
8  93  7.51656e+06
8  94  1.04508e+07
8  95  8.39667e+06
8  96  7.6567e+06
8  97  992640
8  98  1.24191e+06
8  99  1.27476e+07
8  100  1.21741e+07
9  0  781387
9  1  0
9  2  0
9  3  1.6287e+06
9  4  6.29835e+06
9  5  930033
9  6  1.60676e+06
9  7  0
9  8  17278.6
9  9  6.90887e+06
9  10  4.1686e+06
9  11  0
9  12  1.7857e+06
9  13  365843
9  14  250712
9  15  0
9  16  929111
9  17  3.31266e+06
9  18  0
9  19  4.2068e+06
9  20  5.8548e+06
9  21  3.48194e+06
9  22  0
9  23  521576
9  24  0
9  25  3.0842e+06
9  26  582092
9  27  656809
9  28  5.67774e+06
9  29  0
9  30  3.63475e+06
9  31  0
9  32  1.0663e+07
9  33  6.03712e+06
9  34  8.99799e+06
9  35  8.67489e+06
9  36  8.43706e+06
9  37  1.14727e+07
9  38  9.31783e+06
9  39  1.33078e+07
9  40  1.1393e+07
9  41  8.86978e+06
9  42  1.55727e+07
9  43  1.05599e+07
9  44  1.07615e+07
9  45  1.7993e+07
9  46  7.07847e+06
9  47  1.228e+07
9  48  1.09744e+07
9  49  1.21128e+07
9  50  1.23718e+07
9  51  1.17945e+07
9  52  1.3001e+07
9  53  1.6599e+07
9  54  1.50672e+07
9  55  1.40982e+07
9  56  8.49963e+06
9  57  1.39109e+07
9  58  9.85521e+06
9  59  1.42762e+07
9  60  8.80181e+06
9  61  7.21607e+06
9  62  9.63793e+06
9  63  8.88311e+06
9  64  1.21778e+07
9  65  9.60154e+06
9  66  8.73775e+06
9  67  9.33529e+06
9  68  4.51628e+06
9  69  7.6668e+06
9  70  9.01474e+06
9  71  9.93751e+06
9  72  1.63091e+07
9  73  1.01155e+07
9  74  7.85895e+06
9  75  1.18883e+07
9  76  1.07107e+07
9  77  1.26624e+07
9  78  1.1356e+07
9  79  1.06662e+07
9  80  1.3977e+07
9  81  9.67502e+06
9  82  9.02486e+06
9  83  1.10679e+07
9  84  5.52631e+06
9  85  1.1229e+07
9  86  7.29601e+06
9  87  1.0246e+07
9  88  6.87772e+06
9  89  1.22175e+07
9  90  9.49726e+06
9  91  1.05695e+07
9  92  5.82244e+06
9  93  1.29245e+07
9  94  9.61451e+06
9  95  1.07467e+07
9  96  7.6094e+06
9  97  6.8502e+06
9  98  1.31745e+07
9  99  1.28237e+07
9  100  2.03643e+07
10  0  1.22102e+06
10  1  4.32034e+06
10  2  2.65531e+06
10  3  0
10  4  1.77447e+06
10  5  3.21413e+06
10  6  2.87445e+06
10  7  2.14031e+06
10  8  3.60198e+06
10  9  0
10  10  94186.5
10  11  768635
10  12  0
10  13  4.39324e+06
10  14  2.81329e+06
10  15  3.09107e+06
10  16  3.99915e+06
10  17  2.60739e+06
10  18  942654
10  19  3.27127e+06
10  20  8.33296e+06
10  21  8.83015e+06
10  22  5.64137e+06
10  23  0
10  24  0
10  25  862427
10  26  0
10  27  5.60072e+06
10  28  9.29118e+06
10  29  7.68283e+06
10  30  3.03491e+06
10  31  4.60388e+06
10  32  7.97935e+06
10  33  6.94117e+06
10  34  7.88984e+06
10  35  6.82009e+06
10  36  1.13044e+07
10  37  1.18767e+07
10  38  9.58379e+06
10  39  1.11878e+07
10  40  1.24361e+07
10  41  9.07116e+06
10  42  9.48124e+06
10  43  6.1956e+06
10  44  1.25458e+07
10  45  8.15849e+06
10  46  6.83129e+06
10  47  1.06476e+07
10  48  7.7854e+06
10  49  1.61462e+07
10  50  1.39027e+07
10  51  1.01377e+07
10  52  1.74241e+07
10  53  1.25414e+07
10  54  1.56362e+07
10  55  1.46127e+07
10  56  1.29539e+07
10  57  1.39418e+07
10  58  8.96446e+06
10  59  3.32186e+06
10  60  1.20604e+07
10  61  1.08556e+07
10  62  9.45892e+06
10  63  1.05283e+07
10  64  9.42561e+06
10  65  9.35186e+06
10  66  9.31188e+06
10  67  9.16894e+06
10  68  9.17182e+06
10  69  6.89631e+06
10  70  9.61941e+06
10  71  5.70108e+06
10  72  1.05194e+07
10  73  1.07128e+07
10  74  1.52299e+07
10  75  1.43255e+07
10  76  1.47632e+07
10  77  1.6659e+07
10  78  1.27894e+07
10  79  1.15912e+07
10  80  1.44631e+07
10  81  1.15458e+07
10  82  1.45607e+07
10  83  9.81818e+06
10  84  1.0044e+07
10  85  1.44265e+07
10  86  8.6033e+06
10  87  1.29017e+07
10  88  1.23536e+07
10  89  9.97483e+06
10  90  1.03438e+07
10  91  1.02954e+07
10  92  1.5265e+07
10  93  7.42324e+06
10  94  5.84393e+06
10  95  6.22831e+06
10  96  7.91663e+06
10  97  8.73493e+06
10  98  1.65187e+07
10  99  1.19573e+07
10  100  2.03829e+07
11  0  755558
11  1  540690
11  2  0
11  3  1.3672e+06
11  4  4.00975e+06
11  5  3.93125e+06
11  6  6.39126e+06
11  7  0
11  8  408001
11  9  0
11  10  6.50774e+06
11  11  0
11  12  2.4738e+06
11  13  2.61995e+06
11  14  2.65484e+06
11  15  43456.1
11  16  0
11  17  3.41242e+06
11  18  3.35816e+06
11  19  7.45069e+06
11  20  7.08188e+06
11  21  3.86765e+06
11  22  2.91643e+06
11  23  5.96689e+06
11  24  2.09932e+06
11  25  2.1006e+06
11  26  775637
11  27  457293
11  28  2.98422e+06
11  29  3.082e+06
11  30  3.88546e+06
11  31  6.20799e+06
11  32  8.43472e+06
11  33  0
11  34  5.05509e+06
11  35  5.70594e+06
11  36  1.16013e+07
11  37  1.34277e+07
11  38  1.44161e+07
11  39  1.19844e+07
11  40  1.17649e+07
11  41  9.75173e+06
11  42  1.42306e+07
11  43  8.84858e+06
11  44  1.79736e+07
11  45  9.55335e+06
11  46  1.01215e+07
11  47  9.04541e+06
11  48  1.14264e+07
11  49  1.12538e+07
11  50  1.20337e+07
11  51  1.25049e+07
11  52  1.46156e+07
11  53  1.0526e+07
11  54  1.58958e+07
11  55  1.04147e+07
11  56  1.06573e+07
11  57  1.36428e+07
11  58  1.1726e+07
11  59  1.29264e+07
11  60  9.45552e+06
11  61  1.06704e+07
11  62  8.54434e+06
11  63  1.13984e+07
11  64  9.93823e+06
11  65  1.18079e+07
11  66  1.09477e+07
11  67  1.21032e+07
11  68  1.50546e+07
11  69  4.34266e+06
11  70  1.21224e+07
11  71  8.11059e+06
11  72  1.31481e+07
11  73  1.00041e+07
11  74  1.08327e+07
11  75  9.9604e+06
11  76  1.15564e+07
11  77  1.44358e+07
11  78  1.32877e+07
11  79  1.02845e+07
11  80  1.10363e+07
11  81  1.07703e+07
11  82  1.35331e+07
11  83  1.55022e+07
11  84  1.16823e+07
11  85  1.42868e+07
11  86  1.22096e+07
11  87  8.71591e+06
11  88  1.72297e+07
11  89  1.11959e+07
11  90  5.70237e+06
11  91  1.39046e+07
11  92  1.51057e+07
11  93  9.93402e+06
11  94  8.86446e+06
11  95  8.78758e+06
11  96  8.06705e+06
11  97  1.18483e+07
11  98  1.51022e+07
11  99  1.96581e+07
11  100  1.39508e+07
12  0  0
12  1  0
12  2  0
12  3  2.50537e+06
12  4  5.75493e+06
12  5  0
12  6  1.82397e+06
12  7  5.13523e+06
12  8  7.1316e+06
12  9  3.71317e+06
12  10  2.20324e+06
12  11  2.08412e+06
12  12  0
12  13  2.58122e+06
12  14  0
12  15  477392
12  16  0
12  17  1.20998e+06
12  18  4.5569e+06
12  19  1.88009e+06
12  20  6.41076e+06
12  21  770711
12  22  607224
12  23  2.67243e+06
12  24  4.94967e+06
12  25  3.29561e+06
