row  column  (images_10_7176.edf Fe_K*images_10_7176.edf Ar_K**2.3)
2  56  2.52816e+07
2  57  3.36559e+07
2  58  3.76162e+07
2  59  3.02733e+07
2  60  2.50486e+07
2  61  2.91254e+07
2  62  2.95796e+07
2  63  3.27952e+07
2  64  3.56488e+07
2  65  3.84426e+07
2  66  4.04105e+07
2  67  3.47399e+07
2  68  4.24647e+07
2  69  3.04703e+07
2  70  4.21639e+07
2  71  4.27756e+07
2  72  6.86954e+07
2  73  5.57547e+07
2  74  4.97098e+07
2  75  5.42977e+07
2  76  5.14554e+07
2  77  4.479e+07
2  78  5.94893e+07
2  79  4.52282e+07
2  80  5.53197e+07
2  81  5.79248e+07
2  82  4.77598e+07
2  83  6.49093e+07
2  84  4.9202e+07
2  85  5.31038e+07
2  86  4.55554e+07
2  87  5.89403e+07
2  88  5.07438e+07
2  89  4.63291e+07
2  90  6.19692e+07
2  91  5.21664e+07
2  92  6.76584e+07
2  93  5.87056e+07
2  94  5.45933e+07
2  95  5.23426e+07
2  96  4.50351e+07
2  97  3.86343e+07
2  98  5.53641e+07
2  99  6.20993e+07
2  100  6.19446e+07
3  0  9.97645e+06
3  1  1.26112e+07
3  2  1.28717e+07
3  3  1.40382e+07
3  4  1.34799e+07
3  5  1.30586e+07
3  6  1.46964e+07
3  7  1.37219e+07
3  8  1.66041e+07
3  9  1.28389e+07
3  10  1.79628e+07
3  11  2.40918e+07
3  12  1.51491e+07
3  13  1.52019e+07
3  14  2.05209e+07
3  15  1.14568e+07
3  16  2.23888e+07
3  17  2.19776e+07
3  18  2.87488e+07
3  19  1.89339e+07
3  20  1.79303e+07
3  21  2.77241e+07
3  22  1.99956e+07
3  23  2.7574e+07
3  24  2.42979e+07
3  25  3.16332e+07
3  26  3.51358e+07
3  27  3.34288e+07
3  28  3.99255e+07
3  29  4.48716e+07
3  30  6.6743e+07
3  31  7.7994e+07
3  32  7.74007e+07
3  33  6.90463e+07
3  34  5.65896e+07
3  35  5.49449e+07
3  36  5.29683e+07
3  37  5.86273e+07
3  38  5.74684e+07
3  39  4.55266e+07
3  40  4.70764e+07
3  41  3.78879e+07
3  42  4.19063e+07
3  43  3.82909e+07
3  44  3.8765e+07
3  45  3.69388e+07
3  46  3.68079e+07
3  47  3.37622e+07
3  48  3.78704e+07
3  49  3.57959e+07
3  50  4.06462e+07
3  51  3.21955e+07
3  52  4.19648e+07
3  53  3.33202e+07
3  54  3.75104e+07
3  55  4.08545e+07
3  56  3.63108e+07
3  57  3.75956e+07
3  58  3.06518e+07
3  59  2.6002e+07
3  60  3.2309e+07
3  61  3.47664e+07
3  62  3.07709e+07
3  63  3.14433e+07
3  64  3.3862e+07
3  65  3.84721e+07
3  66  3.65093e+07
3  67  3.11563e+07
3  68  3.93493e+07
3  69  3.72424e+07
3  70  3.56436e+07
3  71  5.72082e+07
3  72  4.52505e+07
3  73  5.37663e+07
3  74  4.92602e+07
3  75  4.93182e+07
3  76  4.62369e+07
3  77  4.65437e+07
3  78  5.187e+07
3  79  7.04367e+07
3  80  4.47384e+07
3  81  6.03041e+07
3  82  5.17786e+07
3  83  6.36224e+07
3  84  4.43256e+07
3  85  5.12196e+07
3  86  6.4865e+07
3  87  5.05789e+07
3  88  4.43795e+07
3  89  5.636e+07
3  90  6.11025e+07
3  91  4.57405e+07
3  92  5.07853e+07
3  93  6.39013e+07
3  94  5.07825e+07
3  95  6.28058e+07
3  96  5.42477e+07
3  97  4.37722e+07
3  98  4.81996e+07
3  99  5.52313e+07
3  100  5.57761e+07
4  0  1.51557e+07
4  1  1.29891e+07
4  2  9.89995e+06
4  3  1.09657e+07
4  4  1.83241e+07
4  5  1.38071e+07
4  6  1.11114e+07
4  7  1.73008e+07
4  8  9.70742e+06
4  9  1.48471e+07
4  10  1.54876e+07
4  11  1.70591e+07
4  12  1.26385e+07
4  13  1.57496e+07
4  14  1.38176e+07
4  15  2.31143e+07
4  16  2.25661e+07
4  17  2.15286e+07
4  18  1.48594e+07
4  19  1.74426e+07
4  20  2.84045e+07
4  21  2.17328e+07
4  22  2.11492e+07
4  23  2.63477e+07
4  24  2.49637e+07
4  25  3.56654e+07
4  26  2.42022e+07
4  27  4.74977e+07
4  28  3.60074e+07
4  29  4.60125e+07
4  30  5.98238e+07
4  31  8.48636e+07
4  32  6.8266e+07
4  33  8.17997e+07
4  34  6.55259e+07
4  35  5.41363e+07
4  36  4.68723e+07
4  37  5.85162e+07
4  38  5.71099e+07
4  39  5.7953e+07
4  40  4.43882e+07
4  41  4.05603e+07
4  42  3.7242e+07
4  43  4.26454e+07
4  44  3.93959e+07
4  45  3.44196e+07
4  46  3.64408e+07
4  47  3.44877e+07
4  48  4.33913e+07
4  49  3.40555e+07
4  50  3.40088e+07
4  51  3.94172e+07
4  52  3.64683e+07
4  53  3.1352e+07
4  54  4.19e+07
4  55  3.77587e+07
4  56  3.63844e+07
4  57  4.13295e+07
4  58  4.15985e+07
4  59  3.01785e+07
4  60  3.32936e+07
4  61  3.00505e+07
4  62  3.76356e+07
4  63  2.60415e+07
4  64  2.89492e+07
4  65  3.98745e+07
4  66  3.57218e+07
4  67  3.24605e+07
4  68  3.11003e+07
4  69  3.9043e+07
4  70  3.65554e+07
4  71  4.2214e+07
4  72  4.59244e+07
4  73  5.49803e+07
4  74  5.7998e+07
4  75  5.03311e+07
4  76  4.7269e+07
4  77  5.35294e+07
4  78  5.28359e+07
4  79  6.48538e+07
4  80  5.63273e+07
4  81  5.57676e+07
4  82  6.16565e+07
4  83  5.53139e+07
4  84  5.59056e+07
4  85  5.76175e+07
4  86  6.20298e+07
4  87  6.09039e+07
4  88  4.61815e+07
4  89  5.36392e+07
4  90  4.94187e+07
4  91  5.61162e+07
4  92  5.27613e+07
4  93  7.01737e+07
4  94  5.25413e+07
4  95  4.47116e+07
4  96  5.18024e+07
4  97  4.98649e+07
4  98  4.76375e+07
4  99  6.73525e+07
4  100  6.06877e+07
5  0  1.06423e+07
5  1  9.87014e+06
5  2  1.54273e+07
5  3  1.67756e+07
5  4  1.57282e+07
5  5  1.59597e+07
5  6  3.64474e+06
5  7  1.55846e+07
5  8  1.60299e+07
5  9  1.22282e+07
5  10  1.72044e+07
5  11  1.79678e+07
5  12  1.79053e+07
5  13  1.50873e+07
5  14  1.76603e+07
5  15  1.71993e+07
5  16  1.77263e+07
5  17  2.50496e+07
5  18  2.21495e+07
5  19  2.26494e+07
5  20  2.47659e+07
5  21  2.57936e+07
5  22  2.94465e+07
5  23  3.2953e+07
5  24  2.67362e+07
5  25  3.20778e+07
5  26  3.4264e+07
5  27  4.11394e+07
5  28  4.32692e+07
5  29  4.00991e+07
5  30  5.43684e+07
5  31  7.13646e+07
5  32  8.39359e+07
5  33  7.53205e+07
5  34  6.17642e+07
5  35  5.54461e+07
5  36  6.20833e+07
5  37  6.69772e+07
5  38  6.71204e+07
5  39  5.14204e+07
5  40  4.77164e+07
5  41  5.15392e+07
5  42  4.69889e+07
5  43  4.27596e+07
5  44  4.2835e+07
5  45  5.23158e+07
5  46  3.42897e+07
5  47  4.01943e+07
5  48  4.13692e+07
5  49  3.65969e+07
5  50  4.44926e+07
5  51  4.65346e+07
5  52  3.49101e+07
5  53  3.3937e+07
5  54  4.17916e+07
5  55  4.07262e+07
5  56  4.14599e+07
5  57  3.20423e+07
5  58  3.92705e+07
5  59  3.09649e+07
5  60  3.03819e+07
5  61  3.6511e+07
5  62  2.96615e+07
5  63  2.72188e+07
5  64  3.28795e+07
5  65  3.26864e+07
5  66  3.21526e+07
5  67  3.92964e+07
5  68  3.67683e+07
5  69  3.95717e+07
5  70  3.6153e+07
5  71  4.44304e+07
5  72  3.7776e+07
5  73  4.62747e+07
5  74  4.71337e+07
5  75  4.18854e+07
5  76  4.7366e+07
5  77  4.95681e+07
5  78  6.25996e+07
5  79  7.89105e+07
5  80  5.90372e+07
5  81  6.19503e+07
5  82  5.3687e+07
5  83  4.85283e+07
5  84  3.9819e+07
5  85  4.01237e+07
5  86  5.06325e+07
5  87  5.75295e+07
5  88  5.94672e+07
5  89  4.1697e+07
5  90  4.26063e+07
5  91  5.1153e+07
5  92  5.923e+07
5  93  7.43993e+07
5  94  5.94364e+07
5  95  5.39019e+07
5  96  5.18978e+07
5  97  4.12457e+07
5  98  4.92799e+07
5  99  4.4755e+07
5  100  6.17227e+07
6  0  1.61254e+07
6  1  1.51336e+07
6  2  9.68225e+06
6  3  1.03139e+07
6  4  1.09152e+07
6  5  1.2888e+07
6  6  1.48407e+07
6  7  1.07683e+07
6  8  1.47519e+07
6  9  1.28961e+07
6  10  1.1329e+07
6  11  1.85381e+07
6  12  1.96915e+07
6  13  2.03861e+07
6  14  1.15108e+07
6  15  1.6278e+07
6  16  2.63999e+07
6  17  1.78577e+07
6  18  2.69174e+07
6  19  2.13785e+07
6  20  2.62134e+07
6  21  3.1233e+07
6  22  2.36266e+07
6  23  2.3908e+07
6  24  2.7345e+07
6  25  2.44091e+07
6  26  3.11681e+07
6  27  4.61951e+07
6  28  3.859e+07
6  29  3.26438e+07
6  30  4.34806e+07
6  31  5.58353e+07
6  32  6.55957e+07
6  33  7.29956e+07
6  34  6.19387e+07
6  35  5.81403e+07
6  36  6.59e+07
6  37  6.89794e+07
6  38  6.72807e+07
6  39  5.45564e+07
6  40  5.38676e+07
6  41  4.88501e+07
6  42  4.25882e+07
6  43  4.15784e+07
6  44  5.08788e+07
6  45  3.48679e+07
6  46  3.63734e+07
6  47  3.74173e+07
6  48  4.32493e+07
6  49  3.96731e+07
6  50  3.47259e+07
6  51  3.96235e+07
6  52  4.03797e+07
6  53  4.24479e+07
6  54  3.21295e+07
6  55  4.0638e+07
6  56  3.66359e+07
6  57  2.83084e+07
6  58  4.11359e+07
6  59  4.06087e+07
6  60  3.30933e+07
6  61  3.09002e+07
6  62  3.13106e+07
6  63  3.27195e+07
6  64  3.72168e+07
6  65  3.43447e+07
6  66  2.9299e+07
6  67  3.4607e+07
6  68  3.47088e+07
6  69  3.23035e+07
6  70  2.88486e+07
6  71  4.0544e+07
6  72  4.92863e+07
6  73  4.49872e+07
6  74  5.26979e+07
6  75  5.07056e+07
6  76  4.40373e+07
6  77  5.27734e+07
6  78  4.61289e+07
6  79  7.92848e+07
6  80  8.40058e+07
6  81  6.51574e+07
6  82  6.21205e+07
6  83  5.02226e+07
6  84  4.82934e+07
6  85  5.34105e+07
6  86  5.10894e+07
6  87  5.5663e+07
6  88  5.31826e+07
6  89  5.40603e+07
6  90  4.20942e+07
6  91  5.24512e+07
6  92  5.58864e+07
6  93  5.66191e+07
6  94  6.44001e+07
6  95  5.73605e+07
6  96  5.52811e+07
6  97  4.44561e+07
6  98  4.8915e+07
6  99  5.24879e+07
6  100  5.63767e+07
7  0  1.36813e+07
7  1  1.05871e+07
7  2  1.28424e+07
7  3  1.82774e+07
7  4  1.39514e+07
7  5  1.25386e+07
7  6  1.17539e+07
7  7  1.37546e+07
7  8  1.77187e+07
7  9  1.42478e+07
7  10  9.15626e+06
7  11  1.42348e+07
7  12  1.71911e+07
7  13  1.76667e+07
7  14  1.59223e+07
7  15  1.97709e+07
7  16  1.39044e+07
7  17  2.01288e+07
7  18  2.47414e+07
7  19  2.46031e+07
7  20  2.0681e+07
7  21  2.56409e+07
7  22  2.33767e+07
7  23  3.35942e+07
7  24  2.54964e+07
7  25  2.5567e+07
7  26  2.63925e+07
7  27  3.41355e+07
7  28  4.3234e+07
7  29  4.07174e+07
7  30  4.0283e+07
7  31  5.35387e+07
7  32  6.8965e+07
7  33  7.70897e+07
7  34  7.01781e+07
7  35  6.3737e+07
7  36  7.42685e+07
7  37  6.21487e+07
7  38  5.60707e+07
7  39  5.55389e+07
7  40  7.00594e+07
7  41  5.53044e+07
7  42  4.94265e+07
7  43  4.99976e+07
7  44  4.76705e+07
7  45  4.32483e+07
7  46  3.49979e+07
7  47  4.33882e+07
7  48  4.62e+07
7  49  4.58444e+07
7  50  4.04198e+07
7  51  4.66788e+07
7  52  4.57318e+07
7  53  3.59189e+07
7  54  3.76963e+07
7  55  4.77583e+07
7  56  3.61568e+07
7  57  3.83441e+07
7  58  4.06085e+07
7  59  3.22282e+07
7  60  3.92278e+07
7  61  2.57026e+07
7  62  3.32873e+07
7  63  3.40856e+07
7  64  3.00293e+07
7  65  3.76087e+07
7  66  3.80154e+07
7  67  3.22897e+07
7  68  3.85377e+07
7  69  4.02899e+07
7  70  3.72875e+07
7  71  4.4209e+07
7  72  5.08906e+07
7  73  4.68986e+07
7  74  4.40113e+07
7  75  3.57502e+07
7  76  3.92067e+07
7  77  4.60035e+07
7  78  5.29217e+07
7  79  8.30232e+07
7  80  8.01842e+07
7  81  6.47651e+07
7  82  6.35368e+07
7  83  5.47322e+07
7  84  4.67771e+07
7  85  5.09895e+07
7  86  6.64363e+07
7  87  6.49289e+07
7  88  4.13069e+07
7  89  5.68411e+07
7  90  4.41235e+07
7  91  6.39354e+07
7  92  6.38568e+07
7  93  4.66309e+07
7  94  5.93491e+07
7  95  7.14571e+07
7  96  6.10772e+07
7  97  4.41434e+07
7  98  4.64416e+07
7  99  5.29022e+07
7  100  5.03586e+07
8  0  1.09976e+07
8  1  1.76563e+07
8  2  1.31994e+07
8  3  1.47071e+07
8  4  1.66227e+07
8  5  1.81053e+07
8  6  1.2807e+07
8  7  1.99807e+07
8  8  1.08408e+07
8  9  1.42062e+07
8  10  1.44774e+07
8  11  1.74438e+07
8  12  1.85618e+07
8  13  1.94228e+07
8  14  1.59765e+07
8  15  1.41961e+07
8  16  1.89482e+07
8  17  2.651e+07
8  18  2.61157e+07
8  19  2.15992e+07
8  20  3.26959e+07
8  21  2.78022e+07
8  22  2.65504e+07
8  23  2.69947e+07
8  24  2.80489e+07
8  25  2.57833e+07
8  26  3.31721e+07
8  27  3.68366e+07
8  28  4.53816e+07
8  29  3.23139e+07
8  30  3.42082e+07
8  31  4.55803e+07
8  32  6.62932e+07
8  33  6.2962e+07
8  34  6.81565e+07
8  35  6.37352e+07
8  36  7.54615e+07
8  37  8.94052e+07
8  38  8.41488e+07
8  39  6.91538e+07
8  40  6.4648e+07
8  41  6.08706e+07
8  42  4.99688e+07
8  43  4.58772e+07
8  44  4.93319e+07
8  45  4.81943e+07
8  46  4.4145e+07
8  47  4.26847e+07
8  48  5.01225e+07
8  49  4.41005e+07
8  50  4.22519e+07
8  51  4.67557e+07
8  52  4.03333e+07
8  53  4.18886e+07
8  54  4.01425e+07
8  55  3.72237e+07
8  56  3.9264e+07
8  57  2.74586e+07
8  58  2.80578e+07
8  59  3.42676e+07
8  60  3.19905e+07
8  61  3.8122e+07
8  62  3.50024e+07
8  63  3.37077e+07
8  64  3.03199e+07
8  65  3.31924e+07
8  66  3.0966e+07
8  67  3.97474e+07
8  68  4.30701e+07
8  69  3.45666e+07
8  70  3.73904e+07
8  71  4.21141e+07
8  72  5.53733e+07
8  73  6.2916e+07
8  74  5.45785e+07
8  75  5.6105e+07
8  76  4.9214e+07
8  77  5.10593e+07
8  78  5.5766e+07
8  79  1.09148e+08
8  80  8.41912e+07
8  81  6.82922e+07
8  82  6.32973e+07
8  83  6.24558e+07
8  84  4.78723e+07
8  85  4.73017e+07
8  86  4.2667e+07
8  87  5.15613e+07
8  88  5.43491e+07
8  89  4.45915e+07
8  90  6.26062e+07
8  91  4.38845e+07
8  92  5.24001e+07
8  93  5.7889e+07
8  94  5.9214e+07
8  95  5.3979e+07
8  96  6.58685e+07
8  97  4.6301e+07
8  98  5.2075e+07
8  99  5.4386e+07
8  100  5.83785e+07
9  0  1.3023e+07
9  1  1.77808e+07
9  2  1.22811e+07
9  3  1.16583e+07
9  4  1.16694e+07
9  5  1.7844e+07
9  6  8.25759e+06
9  7  1.98418e+07
9  8  1.65145e+07
9  9  1.03829e+07
9  10  1.76648e+07
9  11  1.43638e+07
9  12  1.72351e+07
9  13  1.04559e+07
9  14  1.65374e+07
9  15  1.59221e+07
9  16  1.29951e+07
9  17  2.57572e+07
9  18  2.11558e+07
9  19  2.71717e+07
9  20  2.52337e+07
9  21  3.12407e+07
9  22  2.36915e+07
9  23  3.98182e+07
9  24  3.10324e+07
9  25  2.83898e+07
9  26  3.25664e+07
9  27  3.68912e+07
9  28  3.93328e+07
9  29  3.86004e+07
9  30  4.44573e+07
9  31  4.18005e+07
9  32  5.74812e+07
9  33  6.11496e+07
9  34  6.13677e+07
9  35  6.53196e+07
9  36  7.95862e+07
9  37  7.35918e+07
9  38  7.24387e+07
9  39  6.24001e+07
9  40  6.51558e+07
9  41  5.67815e+07
9  42  6.03271e+07
9  43  4.49987e+07
9  44  4.82447e+07
9  45  4.45297e+07
9  46  4.41266e+07
9  47  5.30396e+07
9  48  4.0155e+07
9  49  5.46306e+07
9  50  5.54334e+07
9  51  4.02005e+07
9  52  5.18546e+07
9  53  3.54162e+07
9  54  5.35549e+07
9  55  4.9821e+07
9  56  3.56313e+07
9  57  3.27555e+07
9  58  3.56882e+07
9  59  3.90407e+07
9  60  3.95429e+07
9  61  3.86778e+07
9  62  3.01363e+07
9  63  3.64885e+07
9  64  4.16146e+07
9  65  3.77783e+07
9  66  3.9642e+07
9  67  4.17885e+07
9  68  3.30234e+07
9  69  3.77633e+07
9  70  3.25311e+07
9  71  4.33238e+07
9  72  3.761e+07
9  73  5.25041e+07
9  74  4.3663e+07
9  75  4.9039e+07
9  76  4.62851e+07
9  77  5.07166e+07
9  78  7.8544e+07
9  79  1.22488e+08
9  80  8.98662e+07
9  81  5.33767e+07
9  82  4.78112e+07
9  83  5.28765e+07
9  84  5.02917e+07
9  85  4.71293e+07
9  86  6.34311e+07
9  87  6.30074e+07
9  88  4.48534e+07
9  89  4.40201e+07
9  90  6.33646e+07
9  91  4.75804e+07
9  92  6.69641e+07
9  93  5.92727e+07
9  94  6.56775e+07
9  95  6.16528e+07
9  96  5.25343e+07
9  97  4.3398e+07
9  98  5.69523e+07
9  99  5.6432e+07
9  100  6.42144e+07
10  0  1.40548e+07
10  1  1.68336e+07
10  2  1.61831e+07
10  3  1.5503e+07
10  4  1.26517e+07
10  5  1.49823e+07
10  6  1.01051e+07
10  7  1.86318e+07
10  8  1.55583e+07
10  9  1.53469e+07
10  10  1.3648e+07
10  11  1.70799e+07
10  12  1.10191e+07
10  13  1.66374e+07
10  14  2.07638e+07
10  15  1.52191e+07
10  16  1.50979e+07
10  17  1.87139e+07
10  18  1.96621e+07
10  19  2.57583e+07
10  20  2.20755e+07
10  21  3.33836e+07
10  22  3.07683e+07
10  23  3.71881e+07
10  24  2.97261e+07
10  25  2.85524e+07
10  26  4.08312e+07
10  27  3.92362e+07
10  28  4.31886e+07
10  29  3.72792e+07
10  30  3.55309e+07
10  31  4.72658e+07
10  32  4.57991e+07
10  33  5.67552e+07
10  34  5.48828e+07
10  35  6.23019e+07
10  36  7.80085e+07
10  37  8.33514e+07
10  38  7.76636e+07
10  39  7.40362e+07
10  40  6.34235e+07
10  41  5.7979e+07
10  42  6.35194e+07
10  43  4.64906e+07
10  44  5.41792e+07
10  45  4.36063e+07
10  46  4.951e+07
10  47  5.51593e+07
10  48  5.33729e+07
10  49  5.53128e+07
10  50  4.61079e+07
10  51  4.61159e+07
10  52  5.66749e+07
10  53  4.03008e+07
10  54  4.31844e+07
10  55  4.24044e+07
10  56  3.89974e+07
10  57  3.84101e+07
10  58  4.05129e+07
10  59  3.82871e+07
10  60  3.89723e+07
10  61  3.74305e+07
10  62  3.43011e+07
10  63  3.39496e+07
10  64  3.31936e+07
10  65  2.77584e+07
10  66  3.8609e+07
10  67  3.5166e+07
10  68  5.02043e+07
10  69  3.68609e+07
10  70  4.17708e+07
10  71  3.60342e+07
10  72  4.93599e+07
10  73  5.05216e+07
10  74  4.82884e+07
10  75  5.96968e+07
10  76  3.72469e+07
10  77  5.46556e+07
10  78  6.87499e+07
10  79  1.15358e+08
10  80  8.20084e+07
10  81  5.68762e+07
10  82  5.50218e+07
10  83  5.09619e+07
10  84  5.42864e+07
10  85  5.32123e+07
10  86  5.8366e+07
10  87  5.97771e+07
10  88  5.19997e+07
10  89  4.66197e+07
10  90  4.83724e+07
10  91  5.34457e+07
10  92  5.93571e+07
10  93  4.83476e+07
10  94  5.78163e+07
10  95  5.91292e+07
10  96  5.14451e+07
10  97  4.34298e+07
10  98  4.66511e+07
10  99  5.36637e+07
10  100  5.57005e+07
11  0  1.02172e+07
11  1  1.78485e+07
11  2  1.33117e+07
11  3  9.91285e+06
11  4  1.73154e+07
11  5  1.66156e+07
11  6  1.49979e+07
11  7  1.18672e+07
11  8  1.52696e+07
11  9  1.62579e+07
11  10  1.41052e+07
11  11  1.36575e+07
11  12  1.11767e+07
11  13  2.1419e+07
11  14  1.44692e+07
11  15  2.03111e+07
11  16  1.68035e+07
11  17  1.86785e+07
11  18  2.78676e+07
11  19  2.07359e+07
11  20  2.78057e+07
11  21  3.01665e+07
11  22  2.41814e+07
11  23  4.53732e+07
11  24  3.02692e+07
11  25  3.04979e+07
11  26  2.8255e+07
11  27  4.35639e+07
11  28  4.72797e+07
11  29  3.37842e+07
11  30  4.06839e+07
11  31  3.90234e+07
11  32  5.72257e+07
11  33  4.48286e+07
11  34  5.33853e+07
11  35  5.99788e+07
11  36  7.08269e+07
11  37  7.85837e+07
11  38  8.8376e+07
11  39  6.24623e+07
11  40  8.74151e+07
11  41  6.56039e+07
11  42  6.23943e+07
11  43  5.32845e+07
11  44  5.75612e+07
11  45  4.49066e+07
11  46  4.63281e+07
11  47  6.13381e+07
11  48  4.69241e+07
11  49  5.10609e+07
