row  column  (images_10_7176.edf Mn_K*images_10_7176.edf Ar_K**2.3)
3  33  4.55423e+06
3  34  7.7709e+06
3  35  4.17788e+06
3  36  8.68069e+06
3  37  9.64112e+06
3  38  4.59824e+06
3  39  5.16448e+06
3  40  4.04906e+06
3  41  6.03827e+06
3  42  8.96101e+06
3  43  6.25986e+06
3  44  4.68986e+06
3  45  7.2003e+06
3  46  7.86806e+06
3  47  5.34825e+06
3  48  7.61749e+06
3  49  7.29353e+06
3  50  7.26319e+06
3  51  6.50804e+06
3  52  8.27176e+06
3  53  2.86308e+06
3  54  1.48177e+06
3  55  6.00116e+06
3  56  9.35258e+06
3  57  6.88387e+06
3  58  9.86673e+06
3  59  7.74604e+06
3  60  6.24293e+06
3  61  5.76443e+06
3  62  7.00095e+06
3  63  6.5918e+06
3  64  9.86634e+06
3  65  7.56006e+06
3  66  6.63423e+06
3  67  7.62067e+06
3  68  7.64549e+06
3  69  1.23925e+07
3  70  6.1149e+06
3  71  7.06334e+06
3  72  8.00783e+06
3  73  6.54541e+06
3  74  7.97815e+06
3  75  7.94077e+06
3  76  6.05633e+06
3  77  5.97102e+06
3  78  7.37464e+06
3  79  6.24086e+06
3  80  1.40799e+07
3  81  9.13433e+06
3  82  4.38628e+06
3  83  5.41264e+06
3  84  7.05927e+06
3  85  7.05831e+06
3  86  7.66495e+06
3  87  1.15963e+07
3  88  1.12613e+07
3  89  5.62409e+06
3  90  8.11382e+06
3  91  4.53734e+06
3  92  6.38779e+06
3  93  3.87297e+06
3  94  7.45671e+06
3  95  9.69661e+06
3  96  1.62503e+07
3  97  6.28652e+06
3  98  3.64267e+06
3  99  6.12808e+06
3  100  5.15265e+06
4  0  6.87492e+06
4  1  4.37245e+06
4  2  7.6561e+06
4  3  7.12584e+06
4  4  9.80225e+06
4  5  9.22019e+06
4  6  3.5993e+06
4  7  5.23868e+06
4  8  5.64394e+06
4  9  8.89673e+06
4  10  7.33193e+06
4  11  5.92211e+06
4  12  3.17235e+06
4  13  5.24224e+06
4  14  5.05436e+06
4  15  8.22077e+06
4  16  5.87317e+06
4  17  1.02702e+07
4  18  1.12645e+07
4  19  9.13704e+06
4  20  8.17019e+06
4  21  8.15799e+06
4  22  9.86584e+06
4  23  4.78407e+06
4  24  8.50903e+06
4  25  5.51513e+06
4  26  8.38994e+06
4  27  8.57145e+06
4  28  3.36836e+06
4  29  7.38686e+06
4  30  7.20092e+06
4  31  1.0212e+07
4  32  3.3122e+06
4  33  4.33394e+06
4  34  3.56039e+06
4  35  7.57801e+06
4  36  6.35891e+06
4  37  5.80605e+06
4  38  5.7835e+06
4  39  5.20882e+06
4  40  8.13002e+06
4  41  9.45554e+06
4  42  3.76384e+06
4  43  6.60278e+06
4  44  5.58622e+06
4  45  5.55867e+06
4  46  6.32947e+06
4  47  5.21902e+06
4  48  7.02738e+06
4  49  3.21682e+06
4  50  6.10525e+06
4  51  4.17274e+06
4  52  2.12343e+06
4  53  5.94657e+06
4  54  1.05401e+07
4  55  5.1718e+06
4  56  6.00873e+06
4  57  5.14803e+06
4  58  8.71015e+06
4  59  7.16908e+06
4  60  7.51915e+06
4  61  6.63042e+06
4  62  8.91934e+06
4  63  4.46713e+06
4  64  5.38827e+06
4  65  9.47971e+06
4  66  1.01457e+07
4  67  1.01984e+07
4  68  1.14106e+07
4  69  5.32769e+06
4  70  4.93258e+06
4  71  723982
4  72  8.23419e+06
4  73  3.32494e+06
4  74  3.3114e+06
4  75  6.75383e+06
4  76  9.26013e+06
4  77  9.77336e+06
4  78  1.03508e+07
4  79  1.09204e+07
4  80  4.46668e+06
4  81  1.02892e+07
4  82  9.95516e+06
4  83  7.04069e+06
4  84  7.76123e+06
4  85  5.86137e+06
4  86  1.24231e+07
4  87  9.07799e+06
4  88  3.51323e+06
4  89  1.22256e+07
4  90  1.78794e+07
4  91  1.0566e+07
4  92  1.00707e+07
4  93  3.69242e+06
4  94  5.40527e+06
4  95  4.94682e+06
4  96  1.13568e+07
4  97  1.03747e+07
4  98  1.54175e+07
4  99  1.40011e+07
4  100  1.14478e+07
5  0  6.02522e+06
5  1  7.01137e+06
5  2  5.29956e+06
5  3  8.55628e+06
5  4  6.76875e+06
5  5  7.81037e+06
5  6  1.18243e+07
5  7  7.16492e+06
5  8  8.07679e+06
5  9  3.99382e+06
5  10  8.39945e+06
5  11  8.80177e+06
5  12  3.67717e+06
5  13  7.40732e+06
5  14  1.04847e+07
5  15  6.92204e+06
5  16  6.85699e+06
5  17  1.0403e+07
5  18  1.01951e+07
5  19  1.04949e+07
5  20  3.82406e+06
5  21  6.17586e+06
5  22  6.91735e+06
5  23  5.11938e+06
5  24  1.2042e+07
5  25  1.06779e+07
5  26  1.02555e+07
5  27  7.12983e+06
5  28  7.22953e+06
5  29  5.16404e+06
5  30  4.19791e+06
5  31  7.85266e+06
5  32  9.24617e+06
5  33  7.78465e+06
5  34  1.09043e+07
5  35  4.14601e+06
5  36  6.85602e+06
5  37  6.76651e+06
5  38  5.16322e+06
5  39  8.31922e+06
5  40  7.88737e+06
5  41  7.86136e+06
5  42  8.01346e+06
5  43  3.0411e+06
5  44  9.60615e+06
5  45  7.46563e+06
5  46  2.52271e+06
5  47  5.24621e+06
5  48  1.66228e+06
5  49  5.97028e+06
5  50  4.3884e+06
5  51  5.00518e+06
5  52  5.48975e+06
5  53  5.85445e+06
5  54  5.21207e+06
5  55  8.27549e+06
5  56  3.44981e+06
5  57  3.82958e+06
5  58  1.09119e+07
5  59  1.09524e+07
5  60  1.06353e+07
5  61  7.51196e+06
5  62  7.79942e+06
5  63  7.23149e+06
5  64  6.92126e+06
5  65  8.35813e+06
5  66  4.81194e+06
5  67  6.94356e+06
5  68  7.32795e+06
5  69  7.98634e+06
5  70  7.99559e+06
5  71  8.54391e+06
5  72  3.28598e+06
5  73  6.8588e+06
5  74  8.40822e+06
5  75  5.69613e+06
5  76  1.01239e+07
5  77  5.53e+06
5  78  8.28804e+06
5  79  9.57317e+06
5  80  9.43531e+06
5  81  6.9937e+06
5  82  9.17177e+06
5  83  7.82538e+06
5  84  1.11454e+07
5  85  6.25179e+06
5  86  6.88687e+06
5  87  1.02108e+07
5  88  9.47795e+06
5  89  7.99123e+06
5  90  7.81197e+06
5  91  8.434e+06
5  92  6.66054e+06
5  93  1.24674e+07
5  94  1.0241e+07
5  95  6.96465e+06
5  96  7.14444e+06
5  97  1.19798e+07
5  98  1.22394e+07
5  99  6.05115e+06
5  100  1.70204e+07
6  0  4.46073e+06
6  1  5.41705e+06
6  2  2.90856e+06
6  3  5.54775e+06
6  4  4.09255e+06
6  5  8.64456e+06
6  6  1.03887e+07
6  7  8.94854e+06
6  8  8.60206e+06
6  9  5.926e+06
6  10  1.00803e+07
6  11  1.0148e+07
6  12  9.48026e+06
6  13  9.9733e+06
6  14  7.38837e+06
6  15  5.56979e+06
6  16  1.05143e+07
6  17  7.21774e+06
6  18  1.18148e+07
6  19  7.39886e+06
6  20  8.50342e+06
6  21  7.94675e+06
6  22  3.78456e+06
6  23  1.11192e+07
6  24  9.65846e+06
6  25  1.87849e+06
6  26  3.12174e+06
6  27  8.56336e+06
6  28  7.73474e+06
6  29  4.3389e+06
6  30  9.84743e+06
6  31  1.09812e+07
6  32  5.24484e+06
6  33  9.19536e+06
6  34  7.23459e+06
6  35  5.35438e+06
6  36  9.29653e+06
6  37  8.31313e+06
6  38  9.75131e+06
6  39  4.66698e+06
6  40  1.01124e+07
6  41  7.10835e+06
6  42  2.71192e+06
6  43  4.62721e+06
6  44  2.85172e+06
6  45  9.77972e+06
6  46  8.60947e+06
6  47  6.63409e+06
6  48  5.09009e+06
6  49  7.93567e+06
6  50  3.45765e+06
6  51  4.85675e+06
6  52  6.88753e+06
6  53  5.52353e+06
6  54  1.24668e+06
6  55  1.10425e+07
6  56  3.03623e+06
6  57  4.64376e+06
6  58  6.79898e+06
6  59  7.29464e+06
6  60  1.23029e+07
6  61  6.72416e+06
6  62  7.07731e+06
6  63  8.43753e+06
6  64  7.60032e+06
6  65  1.10436e+07
6  66  9.30973e+06
6  67  7.33813e+06
6  68  4.16256e+06
6  69  1.20984e+07
6  70  1.67435e+06
6  71  4.19112e+06
6  72  1.28039e+07
6  73  4.46048e+06
6  74  1.155e+07
6  75  9.80422e+06
6  76  1.22182e+07
6  77  6.83825e+06
6  78  1.85857e+06
6  79  8.62179e+06
6  80  1.06888e+07
6  81  5.75765e+06
6  82  8.29642e+06
6  83  5.94181e+06
6  84  4.47164e+06
6  85  7.97763e+06
6  86  5.92246e+06
6  87  5.80287e+06
6  88  5.87888e+06
6  89  1.30513e+07
6  90  1.03042e+07
6  91  1.01856e+07
6  92  7.12311e+06
6  93  9.81309e+06
6  94  1.0279e+07
6  95  8.19442e+06
6  96  8.09329e+06
6  97  6.46683e+06
6  98  7.36307e+06
6  99  1.1142e+07
6  100  2.16435e+06
7  0  3.66728e+06
7  1  7.42023e+06
7  2  6.07609e+06
7  3  9.81852e+06
7  4  9.19846e+06
7  5  6.3158e+06
7  6  8.72291e+06
7  7  1.19197e+07
7  8  7.10061e+06
7  9  7.39496e+06
7  10  6.9632e+06
7  11  5.14718e+06
7  12  8.64956e+06
7  13  1.0045e+07
7  14  7.88684e+06
7  15  5.74844e+06
7  16  8.38957e+06
7  17  1.02358e+07
7  18  1.42006e+07
7  19  1.13386e+07
7  20  5.54005e+06
7  21  4.47703e+06
7  22  9.05286e+06
7  23  1.69422e+07
7  24  9.5664e+06
7  25  8.82575e+06
7  26  1.08574e+07
7  27  1.1279e+07
7  28  7.24362e+06
7  29  7.30935e+06
7  30  6.91629e+06
7  31  8.80349e+06
7  32  4.18205e+06
7  33  9.04899e+06
7  34  6.74341e+06
7  35  8.95904e+06
7  36  5.78987e+06
7  37  7.36877e+06
7  38  7.07962e+06
7  39  7.25762e+06
7  40  6.6635e+06
7  41  6.48659e+06
7  42  8.50291e+06
7  43  5.21158e+06
7  44  2.82063e+06
7  45  5.31377e+06
7  46  3.99869e+06
7  47  4.43118e+06
7  48  3.83216e+06
7  49  4.46583e+06
7  50  5.37686e+06
7  51  7.62191e+06
7  52  8.23215e+06
7  53  6.79343e+06
7  54  5.94123e+06
7  55  7.05832e+06
7  56  1.76378e+06
7  57  1.17899e+07
7  58  9.49424e+06
7  59  2.21058e+06
7  60  5.22258e+06
7  61  5.7949e+06
7  62  7.22146e+06
7  63  1.10528e+07
7  64  9.42364e+06
7  65  2.46912e+06
7  66  8.1218e+06
7  67  5.05485e+06
7  68  9.25492e+06
7  69  1.01758e+07
7  70  7.06582e+06
7  71  7.00622e+06
7  72  4.92586e+06
7  73  7.06922e+06
7  74  1.14169e+07
7  75  5.05728e+06
7  76  5.89313e+06
7  77  2.91473e+06
7  78  8.06233e+06
7  79  7.96204e+06
7  80  6.14968e+06
7  81  1.09424e+07
7  82  7.01232e+06
7  83  8.60269e+06
7  84  5.89428e+06
7  85  3.19836e+06
7  86  1.36566e+07
7  87  1.03119e+07
7  88  8.30933e+06
7  89  6.09831e+06
7  90  6.45078e+06
7  91  6.27187e+06
7  92  1.38596e+07
7  93  8.90692e+06
7  94  9.85106e+06
7  95  1.09137e+07
7  96  5.64918e+06
7  97  9.98152e+06
7  98  4.96657e+06
7  99  1.60974e+07
7  100  3.09342e+06
8  0  1.01032e+07
8  1  4.36586e+06
8  2  8.86702e+06
8  3  4.04653e+06
8  4  8.03859e+06
8  5  6.08366e+06
8  6  1.14776e+07
8  7  1.0299e+07
8  8  9.30517e+06
8  9  6.55336e+06
8  10  5.63077e+06
8  11  9.50113e+06
8  12  8.3677e+06
8  13  6.15685e+06
8  14  7.53551e+06
8  15  9.19835e+06
8  16  6.24733e+06
8  17  7.65938e+06
8  18  7.39428e+06
8  19  5.92888e+06
8  20  6.65483e+06
8  21  8.01971e+06
8  22  8.02674e+06
8  23  7.63054e+06
8  24  8.293e+06
8  25  8.15189e+06
8  26  6.61199e+06
8  27  1.00402e+07
8  28  1.44511e+07
8  29  8.67728e+06
8  30  4.69499e+06
8  31  1.05762e+07
8  32  9.94192e+06
8  33  5.54857e+06
8  34  2.69134e+06
8  35  6.73448e+06
8  36  7.61495e+06
8  37  4.85224e+06
8  38  7.27024e+06
8  39  3.33705e+06
8  40  4.98214e+06
8  41  7.95553e+06
8  42  6.12373e+06
8  43  1.12876e+07
8  44  5.77195e+06
8  45  8.78177e+06
8  46  7.21679e+06
8  47  5.75214e+06
8  48  5.90709e+06
8  49  4.32955e+06
8  50  9.65913e+06
8  51  3.92977e+06
8  52  5.79453e+06
8  53  5.2632e+06
8  54  8.25811e+06
8  55  4.82818e+06
8  56  8.53609e+06
8  57  5.68049e+06
8  58  6.77798e+06
8  59  6.37618e+06
8  60  9.69043e+06
8  61  1.08641e+07
8  62  6.47758e+06
8  63  8.95218e+06
8  64  8.5575e+06
8  65  4.69567e+06
8  66  7.53565e+06
8  67  4.09075e+06
8  68  7.47364e+06
8  69  7.65986e+06
8  70  8.46437e+06
8  71  6.65887e+06
8  72  1.01716e+07
8  73  9.32026e+06
8  74  4.99133e+06
8  75  4.71293e+06
8  76  6.06234e+06
8  77  1.05033e+07
8  78  6.14489e+06
8  79  5.68576e+06
8  80  7.6202e+06
8  81  9.11956e+06
8  82  6.14656e+06
8  83  1.10465e+07
8  84  5.89377e+06
8  85  8.08535e+06
8  86  1.06824e+07
8  87  1.0633e+07
8  88  1.05358e+07
8  89  1.00303e+07
8  90  1.1429e+07
8  91  1.08785e+07
8  92  6.87122e+06
8  93  1.68553e+07
8  94  7.96385e+06
8  95  1.4586e+07
8  96  1.06971e+07
8  97  8.90537e+06
8  98  8.52485e+06
8  99  6.95577e+06
8  100  1.27109e+07
9  0  5.50178e+06
9  1  8.67147e+06
9  2  8.36029e+06
9  3  8.57061e+06
9  4  6.42103e+06
9  5  1.06759e+07
9  6  9.5811e+06
9  7  6.89952e+06
9  8  7.11161e+06
9  9  8.30814e+06
9  10  1.15524e+07
9  11  1.391e+07
9  12  9.39774e+06
9  13  6.2718e+06
9  14  9.21877e+06
9  15  9.11042e+06
9  16  7.51532e+06
9  17  6.6737e+06
9  18  7.62852e+06
9  19  6.48761e+06
9  20  7.39026e+06
9  21  1.27647e+07
9  22  7.53522e+06
9  23  1.17116e+07
9  24  1.13482e+07
9  25  7.6747e+06
9  26  9.30772e+06
9  27  4.8828e+06
9  28  1.46332e+07
9  29  9.07252e+06
9  30  6.93372e+06
9  31  7.0176e+06
9  32  1.06452e+07
9  33  5.60072e+06
9  34  3.89185e+06
9  35  5.09266e+06
9  36  8.7055e+06
9  37  1.24225e+07
9  38  5.53091e+06
9  39  1.34928e+06
9  40  6.70343e+06
9  41  9.96653e+06
9  42  9.26175e+06
9  43  6.0276e+06
9  44  3.82185e+06
9  45  1.0668e+07
9  46  8.20007e+06
9  47  4.87848e+06
9  48  3.16215e+06
9  49  6.18269e+06
9  50  5.46135e+06
9  51  6.8437e+06
9  52  7.1818e+06
9  53  1.03907e+06
9  54  7.29178e+06
9  55  6.49932e+06
9  56  3.97215e+06
9  57  386302
9  58  1.641e+07
9  59  2.74244e+06
9  60  5.14601e+06
9  61  1.0136e+07
9  62  8.3838e+06
9  63  3.47661e+06
9  64  7.15125e+06
9  65  8.04972e+06
9  66  7.98351e+06
9  67  7.50456e+06
9  68  8.22755e+06
9  69  6.11902e+06
9  70  7.77477e+06
9  71  1.18821e+07
9  72  7.72148e+06
9  73  7.44015e+06
9  74  3.86482e+06
9  75  7.60758e+06
9  76  7.06967e+06
9  77  6.50053e+06
9  78  1.00045e+07
9  79  8.87346e+06
9  80  6.95492e+06
9  81  5.8371e+06
9  82  6.14898e+06
9  83  8.35242e+06
9  84  1.31359e+07
9  85  8.25609e+06
9  86  1.41932e+07
9  87  6.09312e+06
9  88  5.57045e+06
9  89  7.85751e+06
9  90  1.35968e+07
9  91  9.26048e+06
9  92  6.00861e+06
9  93  9.46281e+06
9  94  8.94512e+06
9  95  9.40427e+06
9  96  9.95213e+06
9  97  6.97074e+06
9  98  8.09101e+06
9  99  7.70045e+06
9  100  9.47911e+06
10  0  9.70642e+06
10  1  6.06827e+06
10  2  5.22287e+06
10  3  6.02732e+06
10  4  6.96794e+06
10  5  7.32481e+06
10  6  8.17121e+06
10  7  1.08197e+07
10  8  7.83676e+06
10  9  8.32092e+06
10  10  1.00811e+07
10  11  7.85126e+06
10  12  1.04383e+07
10  13  6.39015e+06
10  14  1.10185e+07
10  15  1.40699e+07
10  16  8.95912e+06
10  17  7.34482e+06
10  18  1.24301e+07
10  19  7.36172e+06
10  20  1.21303e+07
10  21  9.00856e+06
10  22  8.68361e+06
10  23  7.19033e+06
10  24  3.31797e+06
10  25  8.747e+06
10  26  4.30012e+06
10  27  6.41671e+06
10  28  8.87999e+06
10  29  7.06161e+06
10  30  7.15653e+06
10  31  9.39498e+06
10  32  2.60724e+06
10  33  5.75681e+06
10  34  1.21136e+07
10  35  1.16183e+07
10  36  3.98872e+06
10  37  7.20187e+06
10  38  1.04361e+07
10  39  4.95873e+06
10  40  6.16982e+06
10  41  3.2675e+06
10  42  1.28732e+07
10  43  8.02616e+06
10  44  4.62709e+06
10  45  6.08491e+06
10  46  8.13879e+06
10  47  1.02124e+07
10  48  7.84133e+06
10  49  7.18118e+06
10  50  8.00011e+06
10  51  5.58699e+06
10  52  4.63022e+06
10  53  3.24341e+06
10  54  6.61767e+06
10  55  5.70095e+06
10  56  7.67921e+06
10  57  5.68381e+06
10  58  5.18221e+06
10  59  5.5244e+06
10  60  1.09955e+07
10  61  1.00375e+07
10  62  7.7259e+06
10  63  9.51595e+06
10  64  8.58861e+06
10  65  3.35653e+06
10  66  7.66591e+06
10  67  7.31486e+06
10  68  1.10094e+07
10  69  7.79122e+06
10  70  1.44621e+07
10  71  7.40139e+06
10  72  1.14235e+07
10  73  7.33909e+06
10  74  6.89808e+06
10  75  1.0046e+07
10  76  2.83603e+06
10  77  7.73246e+06
10  78  5.116e+06
10  79  6.50104e+06
10  80  5.65031e+06
10  81  3.93796e+06
10  82  1.12428e+07
10  83  3.89345e+06
10  84  1.20382e+07
10  85  1.41284e+07
10  86  6.01046e+06
10  87  6.9151e+06
10  88  9.49984e+06
10  89  1.00066e+07
10  90  9.24505e+06
10  91  1.30982e+07
10  92  8.71478e+06
10  93  1.11953e+07
10  94  1.38007e+07
10  95  8.86958e+06
10  96  1.19256e+07
10  97  1.18209e+07
10  98  1.15401e+07
10  99  1.07147e+06
10  100  4.48892e+06
11  0  9.49945e+06
11  1  6.97337e+06
11  2  6.49204e+06
11  3  9.62527e+06
11  4  9.81819e+06
11  5  1.2397e+07
11  6  5.88956e+06
11  7  7.68012e+06
11  8  5.76533e+06
11  9  7.01343e+06
11  10  9.18348e+06
11  11  7.45366e+06
11  12  3.97934e+06
11  13  7.33841e+06
11  14  5.96321e+06
11  15  8.34026e+06
11  16  9.19606e+06
11  17  9.40899e+06
11  18  7.88141e+06
11  19  4.33687e+06
11  20  6.61702e+06
11  21  6.69624e+06
11  22  6.66328e+06
11  23  1.19657e+07
11  24  9.49042e+06
11  25  5.67023e+06
11  26  9.88976e+06
11  27  9.304e+06
11  28  1.24655e+07
11  29  1.02608e+07
11  30  8.93276e+06
11  31  4.16009e+06
11  32  1.09033e+07
11  33  6.59725e+06
11  34  6.8672e+06
11  35  4.6083e+06
11  36  7.09049e+06
11  37  6.16137e+06
11  38  3.36519e+06
11  39  7.19912e+06
11  40  5.75411e+06
11  41  3.09383e+06
11  42  1.42311e+07
11  43  6.80303e+06
11  44  7.01565e+06
11  45  8.15173e+06
11  46  1.013e+07
