row  column  (images_10_7176.edf Ca_K*images_10_7176.edf Ar_K**2.3)
3  88  1.09305e+09
3  89  1.19841e+09
3  90  1.28331e+09
3  91  1.08137e+09
3  92  1.26015e+09
3  93  1.37157e+09
3  94  1.20341e+09
3  95  1.10035e+09
3  96  9.59302e+08
3  97  9.77547e+08
3  98  1.11554e+09
3  99  1.21873e+09
3  100  1.26937e+09
4  0  2.04663e+07
4  1  2.55183e+07
4  2  4.18216e+07
4  3  3.65178e+07
4  4  3.46469e+07
4  5  2.99736e+07
4  6  4.12435e+07
4  7  3.91323e+07
4  8  4.41949e+07
4  9  4.3946e+07
4  10  5.55282e+07
4  11  3.65408e+07
4  12  4.24109e+07
4  13  5.74784e+07
4  14  7.31478e+07
4  15  6.8067e+07
4  16  9.6975e+07
4  17  1.18862e+08
4  18  1.38117e+08
4  19  1.37483e+08
4  20  1.39626e+08
4  21  1.48665e+08
4  22  1.70672e+08
4  23  1.83364e+08
4  24  2.26905e+08
4  25  2.57897e+08
4  26  3.06072e+08
4  27  3.60384e+08
4  28  3.93932e+08
4  29  5.17293e+08
4  30  7.51751e+08
4  31  9.18679e+08
4  32  9.69371e+08
4  33  1.1211e+09
4  34  1.16123e+09
4  35  9.30755e+08
4  36  9.63407e+08
4  37  9.86032e+08
4  38  1.15636e+09
4  39  1.13e+09
4  40  1.13702e+09
4  41  1.09724e+09
4  42  1.18837e+09
4  43  1.14577e+09
4  44  1.14142e+09
4  45  1.09247e+09
4  46  1.16008e+09
4  47  1.26354e+09
4  48  1.30591e+09
4  49  1.37988e+09
4  50  1.31675e+09
4  51  1.41478e+09
4  52  1.41581e+09
4  53  1.24674e+09
4  54  1.54661e+09
4  55  1.52416e+09
4  56  1.27764e+09
4  57  1.33373e+09
4  58  1.28484e+09
4  59  1.17104e+09
4  60  1.14769e+09
4  61  1.02764e+09
4  62  1.06388e+09
4  63  9.53355e+08
4  64  1.15385e+09
4  65  1.30694e+09
4  66  1.22323e+09
4  67  1.25105e+09
4  68  1.2093e+09
4  69  1.21159e+09
4  70  1.09213e+09
4  71  1.20884e+09
4  72  1.28323e+09
4  73  1.39586e+09
4  74  1.37453e+09
4  75  1.25657e+09
4  76  1.23413e+09
4  77  1.29465e+09
4  78  1.38387e+09
4  79  1.23519e+09
4  80  1.26506e+09
4  81  1.39564e+09
4  82  1.53047e+09
4  83  1.35007e+09
4  84  1.30027e+09
4  85  1.29371e+09
4  86  1.31248e+09
4  87  1.16197e+09
4  88  1.13306e+09
4  89  1.2673e+09
4  90  1.14527e+09
4  91  1.22291e+09
4  92  1.41751e+09
4  93  1.34675e+09
4  94  1.09758e+09
4  95  9.65142e+08
4  96  9.08586e+08
4  97  1.05801e+09
4  98  1.14334e+09
4  99  1.32902e+09
4  100  1.39178e+09
5  0  2.81535e+07
5  1  3.60023e+07
5  2  2.73234e+07
5  3  4.37933e+07
5  4  3.39636e+07
5  5  3.33156e+07
5  6  2.83457e+07
5  7  3.54069e+07
5  8  3.36079e+07
5  9  4.85155e+07
5  10  4.91308e+07
5  11  4.11514e+07
5  12  5.41567e+07
5  13  5.10636e+07
5  14  5.45422e+07
5  15  7.17589e+07
5  16  8.95132e+07
5  17  1.14625e+08
5  18  1.42912e+08
5  19  1.52519e+08
5  20  1.42294e+08
5  21  1.41431e+08
5  22  1.8874e+08
5  23  1.91199e+08
5  24  2.33363e+08
5  25  2.51349e+08
5  26  2.98228e+08
5  27  3.88328e+08
5  28  4.54798e+08
5  29  5.44889e+08
5  30  7.06483e+08
5  31  8.94164e+08
5  32  1.07318e+09
5  33  1.02766e+09
5  34  9.40268e+08
5  35  9.70658e+08
5  36  1.09239e+09
5  37  1.128e+09
5  38  1.18421e+09
5  39  1.2304e+09
5  40  1.24649e+09
5  41  1.32391e+09
5  42  1.12457e+09
5  43  1.18584e+09
5  44  1.16266e+09
5  45  1.28541e+09
5  46  1.20688e+09
5  47  1.47993e+09
5  48  1.40923e+09
5  49  1.32804e+09
5  50  1.41658e+09
5  51  1.33981e+09
5  52  1.34566e+09
5  53  1.3918e+09
5  54  1.41883e+09
5  55  1.38285e+09
5  56  1.41682e+09
5  57  1.15286e+09
5  58  1.13473e+09
5  59  1.11183e+09
5  60  1.1377e+09
5  61  1.10824e+09
5  62  1.00634e+09
5  63  1.05953e+09
5  64  1.20512e+09
5  65  1.28717e+09
5  66  1.30652e+09
5  67  1.21057e+09
5  68  1.10244e+09
5  69  1.18292e+09
5  70  1.12601e+09
5  71  1.16008e+09
5  72  1.03389e+09
5  73  1.20258e+09
5  74  1.32873e+09
5  75  1.19088e+09
5  76  1.34887e+09
5  77  1.27016e+09
5  78  1.34105e+09
5  79  1.29695e+09
5  80  1.27334e+09
5  81  1.41029e+09
5  82  1.45946e+09
5  83  1.26434e+09
5  84  1.32434e+09
5  85  1.19965e+09
5  86  1.33706e+09
5  87  1.30154e+09
5  88  1.338e+09
5  89  1.16804e+09
5  90  1.07516e+09
5  91  1.18071e+09
5  92  1.21226e+09
5  93  1.3941e+09
5  94  1.15966e+09
5  95  1.01257e+09
5  96  9.35116e+08
5  97  1.01196e+09
5  98  1.26567e+09
5  99  1.12473e+09
5  100  1.54698e+09
6  0  3.38611e+07
6  1  3.44291e+07
6  2  3.40751e+07
6  3  4.05262e+07
6  4  2.92346e+07
6  5  3.75185e+07
6  6  3.78645e+07
6  7  4.38153e+07
6  8  3.68257e+07
6  9  5.33054e+07
6  10  4.04866e+07
6  11  5.19406e+07
6  12  4.40366e+07
6  13  6.09546e+07
6  14  7.60594e+07
6  15  7.03153e+07
6  16  7.72661e+07
6  17  9.82444e+07
6  18  1.66466e+08
6  19  1.67585e+08
6  20  1.39316e+08
6  21  1.81015e+08
6  22  1.69017e+08
6  23  1.8498e+08
6  24  2.37748e+08
6  25  2.21573e+08
6  26  2.91321e+08
6  27  3.75016e+08
6  28  3.9292e+08
6  29  5.00953e+08
6  30  6.1085e+08
6  31  7.83028e+08
6  32  9.85453e+08
6  33  1.04556e+09
6  34  8.67312e+08
6  35  9.01608e+08
6  36  1.06291e+09
6  37  1.10333e+09
6  38  1.18394e+09
6  39  1.1462e+09
6  40  1.17513e+09
6  41  1.15699e+09
6  42  1.18209e+09
6  43  1.05304e+09
6  44  1.23529e+09
6  45  1.24467e+09
6  46  1.17912e+09
6  47  1.20651e+09
6  48  1.40652e+09
6  49  1.4435e+09
6  50  1.36783e+09
6  51  1.23278e+09
6  52  1.41163e+09
6  53  1.61287e+09
6  54  1.3976e+09
6  55  1.45872e+09
6  56  1.28319e+09
6  57  1.24567e+09
6  58  1.30494e+09
6  59  1.16646e+09
6  60  1.14881e+09
6  61  1.09068e+09
6  62  1.10755e+09
6  63  1.16959e+09
6  64  1.17057e+09
6  65  1.2127e+09
6  66  1.28844e+09
6  67  1.04327e+09
6  68  1.13216e+09
6  69  1.0981e+09
6  70  1.03709e+09
6  71  1.16124e+09
6  72  1.25849e+09
6  73  1.39216e+09
6  74  1.33066e+09
6  75  1.29884e+09
6  76  1.38943e+09
6  77  1.36617e+09
6  78  1.20376e+09
6  79  1.38393e+09
6  80  1.45969e+09
6  81  1.47447e+09
6  82  1.49729e+09
6  83  1.35321e+09
6  84  1.17107e+09
6  85  1.31019e+09
6  86  1.29407e+09
6  87  1.4216e+09
6  88  1.28566e+09
6  89  1.12504e+09
6  90  1.03412e+09
6  91  1.13217e+09
6  92  1.19555e+09
6  93  1.30107e+09
6  94  1.16464e+09
6  95  1.06489e+09
6  96  1.00719e+09
6  97  1.01973e+09
6  98  1.18919e+09
6  99  1.36072e+09
6  100  1.40951e+09
7  0  2.76051e+07
7  1  3.80146e+07
7  2  3.25523e+07
7  3  3.49799e+07
7  4  3.03429e+07
7  5  3.36516e+07
7  6  2.81584e+07
7  7  4.19019e+07
7  8  4.16402e+07
7  9  3.93258e+07
7  10  4.33355e+07
7  11  5.76425e+07
7  12  5.24708e+07
7  13  5.41466e+07
7  14  5.58597e+07
7  15  5.2409e+07
7  16  9.54943e+07
7  17  9.44096e+07
7  18  1.37664e+08
7  19  1.97678e+08
7  20  1.43341e+08
7  21  1.52483e+08
7  22  1.55713e+08
7  23  1.85886e+08
7  24  2.1706e+08
7  25  2.55168e+08
7  26  2.50727e+08
7  27  3.1144e+08
7  28  3.66391e+08
7  29  4.62461e+08
7  30  5.45216e+08
7  31  6.13675e+08
7  32  7.87623e+08
7  33  9.75238e+08
7  34  1.05223e+09
7  35  9.32971e+08
7  36  1.05328e+09
7  37  1.13478e+09
7  38  1.02329e+09
7  39  1.09239e+09
7  40  1.27978e+09
7  41  1.13524e+09
7  42  1.14085e+09
7  43  1.13609e+09
7  44  1.18042e+09
7  45  1.20369e+09
7  46  1.09374e+09
7  47  1.20446e+09
7  48  1.46276e+09
7  49  1.36043e+09
7  50  1.42033e+09
7  51  1.43474e+09
7  52  1.65742e+09
7  53  1.36623e+09
7  54  1.37168e+09
7  55  1.48552e+09
7  56  1.2058e+09
7  57  1.2905e+09
7  58  1.18057e+09
7  59  1.1879e+09
7  60  1.1211e+09
7  61  9.87732e+08
7  62  1.23995e+09
7  63  1.21623e+09
7  64  1.09082e+09
7  65  1.23983e+09
7  66  1.15674e+09
7  67  1.07366e+09
7  68  1.03321e+09
7  69  1.03273e+09
7  70  1.0292e+09
7  71  1.20762e+09
7  72  1.21607e+09
7  73  1.3705e+09
7  74  1.2863e+09
7  75  1.13064e+09
7  76  1.16374e+09
7  77  1.25355e+09
7  78  1.43167e+09
7  79  1.40952e+09
7  80  1.34272e+09
7  81  1.51499e+09
7  82  1.58528e+09
7  83  1.4046e+09
7  84  1.22037e+09
7  85  1.30544e+09
7  86  1.49879e+09
7  87  1.38206e+09
7  88  1.14288e+09
7  89  1.1336e+09
7  90  1.07716e+09
7  91  1.20475e+09
7  92  1.32688e+09
7  93  1.11695e+09
7  94  1.10071e+09
7  95  1.06211e+09
7  96  1.07128e+09
7  97  1.15434e+09
7  98  1.17382e+09
7  99  1.52687e+09
7  100  1.53817e+09
8  0  3.14984e+07
8  1  3.11666e+07
8  2  2.15492e+07
8  3  4.05884e+07
8  4  3.73101e+07
8  5  3.35008e+07
8  6  4.21879e+07
8  7  3.98366e+07
8  8  4.32593e+07
8  9  4.2904e+07
8  10  5.53372e+07
8  11  4.52824e+07
8  12  5.46278e+07
8  13  5.11506e+07
8  14  4.74471e+07
8  15  6.87314e+07
8  16  7.39308e+07
8  17  1.08824e+08
8  18  1.32508e+08
8  19  1.58463e+08
8  20  1.38712e+08
8  21  1.61441e+08
8  22  1.44136e+08
8  23  2.01725e+08
8  24  2.00803e+08
8  25  2.04157e+08
8  26  2.81902e+08
8  27  2.91887e+08
8  28  3.69257e+08
8  29  4.13956e+08
8  30  5.30464e+08
8  31  6.3626e+08
8  32  7.58804e+08
8  33  8.59259e+08
8  34  9.6145e+08
8  35  9.16869e+08
8  36  1.02368e+09
8  37  1.25273e+09
8  38  1.31092e+09
8  39  1.24046e+09
8  40  1.32858e+09
8  41  1.24373e+09
8  42  1.17841e+09
8  43  1.1271e+09
8  44  1.17893e+09
8  45  1.25079e+09
8  46  1.21292e+09
8  47  1.33915e+09
8  48  1.36857e+09
8  49  1.33819e+09
8  50  1.36754e+09
8  51  1.42825e+09
8  52  1.30699e+09
8  53  1.42911e+09
8  54  1.56129e+09
8  55  1.29387e+09
8  56  1.487e+09
8  57  1.09665e+09
8  58  1.10848e+09
8  59  1.03031e+09
8  60  1.17062e+09
8  61  1.24362e+09
8  62  1.21395e+09
8  63  1.17249e+09
8  64  1.23728e+09
8  65  1.21998e+09
8  66  1.20373e+09
8  67  1.13471e+09
8  68  1.17133e+09
8  69  9.71792e+08
8  70  1.01584e+09
8  71  1.1914e+09
8  72  1.435e+09
8  73  1.36759e+09
8  74  1.45343e+09
8  75  1.34193e+09
8  76  1.22969e+09
8  77  1.48873e+09
8  78  1.37986e+09
8  79  1.3916e+09
8  80  1.39449e+09
8  81  1.53387e+09
8  82  1.55969e+09
8  83  1.51953e+09
8  84  1.28448e+09
8  85  1.325e+09
8  86  1.41239e+09
8  87  1.42503e+09
8  88  1.27851e+09
8  89  1.26646e+09
8  90  1.26672e+09
8  91  1.17287e+09
8  92  1.16208e+09
8  93  1.20108e+09
8  94  1.15178e+09
8  95  1.0509e+09
8  96  9.55791e+08
8  97  9.48063e+08
8  98  1.2367e+09
8  99  1.43748e+09
8  100  1.41883e+09
9  0  3.92363e+07
9  1  3.13592e+07
9  2  4.35735e+07
9  3  4.08109e+07
9  4  3.42235e+07
9  5  3.62597e+07
9  6  3.37472e+07
9  7  4.10073e+07
9  8  3.71279e+07
9  9  3.37468e+07
9  10  5.66874e+07
9  11  4.40757e+07
9  12  4.80068e+07
9  13  5.24391e+07
9  14  7.19757e+07
9  15  6.78302e+07
9  16  7.68651e+07
9  17  8.85826e+07
9  18  1.45349e+08
9  19  1.57263e+08
9  20  1.55995e+08
9  21  1.44496e+08
9  22  1.59305e+08
9  23  1.89954e+08
9  24  2.29565e+08
9  25  2.39377e+08
9  26  2.39433e+08
9  27  3.11704e+08
9  28  3.36086e+08
9  29  4.32921e+08
9  30  5.2358e+08
9  31  6.37749e+08
9  32  7.04097e+08
9  33  8.70451e+08
9  34  9.0497e+08
9  35  8.46595e+08
9  36  1.05633e+09
9  37  1.16469e+09
9  38  1.11961e+09
9  39  1.13505e+09
9  40  1.29869e+09
9  41  1.1176e+09
9  42  1.27218e+09
9  43  1.13314e+09
9  44  1.15952e+09
9  45  1.12899e+09
9  46  1.09982e+09
9  47  1.3529e+09
9  48  1.22416e+09
9  49  1.42199e+09
9  50  1.56023e+09
9  51  1.47479e+09
9  52  1.51096e+09
9  53  1.55009e+09
9  54  1.67594e+09
9  55  1.70714e+09
9  56  1.2111e+09
9  57  1.26138e+09
9  58  1.26004e+09
9  59  1.17192e+09
9  60  1.13546e+09
9  61  1.22415e+09
9  62  1.12997e+09
9  63  1.21524e+09
9  64  1.34387e+09
9  65  1.3127e+09
9  66  1.1733e+09
9  67  1.03492e+09
9  68  1.07585e+09
9  69  1.13005e+09
9  70  1.1514e+09
9  71  1.30867e+09
9  72  1.11225e+09
9  73  1.42102e+09
9  74  1.36036e+09
9  75  1.24592e+09
9  76  1.35035e+09
9  77  1.47016e+09
9  78  1.64268e+09
9  79  1.54844e+09
9  80  1.55112e+09
9  81  1.34044e+09
9  82  1.36226e+09
9  83  1.35928e+09
9  84  1.42716e+09
9  85  1.40805e+09
9  86  1.50359e+09
9  87  1.3624e+09
9  88  1.21558e+09
9  89  1.09023e+09
9  90  1.30468e+09
9  91  1.06249e+09
9  92  1.24096e+09
9  93  1.20123e+09
9  94  1.23237e+09
9  95  9.87854e+08
9  96  9.75066e+08
9  97  1.09251e+09
9  98  1.30445e+09
9  99  1.50036e+09
9  100  1.68911e+09
10  0  3.81877e+07
10  1  2.8412e+07
10  2  3.24703e+07
10  3  3.13511e+07
10  4  2.91461e+07
10  5  3.65348e+07
10  6  3.55398e+07
10  7  4.05861e+07
10  8  3.23585e+07
10  9  4.07459e+07
10  10  5.46892e+07
10  11  4.15896e+07
10  12  5.02972e+07
10  13  4.8335e+07
10  14  5.53814e+07
10  15  6.28463e+07
10  16  7.33507e+07
10  17  7.99159e+07
10  18  1.10963e+08
10  19  1.50345e+08
10  20  1.37618e+08
10  21  1.71639e+08
10  22  1.6415e+08
10  23  1.96992e+08
10  24  1.93106e+08
10  25  2.20874e+08
10  26  2.87086e+08
10  27  2.91916e+08
10  28  3.55934e+08
10  29  4.34572e+08
10  30  4.81572e+08
10  31  6.12207e+08
10  32  7.34942e+08
10  33  8.11689e+08
10  34  7.4791e+08
10  35  7.99714e+08
10  36  9.40082e+08
10  37  1.14005e+09
10  38  1.11307e+09
10  39  1.29566e+09
10  40  1.14125e+09
10  41  1.0744e+09
10  42  1.24554e+09
10  43  1.01463e+09
10  44  1.11537e+09
10  45  1.04828e+09
10  46  1.17187e+09
10  47  1.41632e+09
10  48  1.47417e+09
10  49  1.46489e+09
10  50  1.38225e+09
10  51  1.58861e+09
10  52  1.68108e+09
10  53  1.41367e+09
10  54  1.36323e+09
10  55  1.46342e+09
10  56  1.38564e+09
10  57  1.20191e+09
10  58  1.13207e+09
10  59  1.13133e+09
10  60  1.27902e+09
10  61  1.10109e+09
10  62  1.17601e+09
10  63  1.20936e+09
10  64  1.3392e+09
10  65  1.25616e+09
10  66  1.13778e+09
10  67  1.01707e+09
10  68  1.12864e+09
10  69  1.00089e+09
10  70  1.23516e+09
10  71  1.08528e+09
10  72  1.27254e+09
10  73  1.41364e+09
10  74  1.43132e+09
10  75  1.38736e+09
10  76  1.25655e+09
10  77  1.43639e+09
10  78  1.4324e+09
10  79  1.40796e+09
10  80  1.41595e+09
10  81  1.41238e+09
10  82  1.6143e+09
10  83  1.24591e+09
10  84  1.4533e+09
10  85  1.40937e+09
10  86  1.54862e+09
10  87  1.44512e+09
10  88  1.26721e+09
10  89  1.14816e+09
10  90  1.08949e+09
10  91  1.10089e+09
10  92  1.21854e+09
10  93  1.0617e+09
10  94  1.08559e+09
10  95  8.85368e+08
10  96  9.77303e+08
10  97  1.15119e+09
10  98  1.34398e+09
10  99  1.62804e+09
10  100  1.52964e+09
11  0  3.09167e+07
11  1  2.35706e+07
11  2  2.83338e+07
11  3  4.01637e+07
11  4  3.03553e+07
11  5  2.74633e+07
11  6  2.86761e+07
11  7  3.10007e+07
11  8  2.80414e+07
11  9  4.73113e+07
11  10  4.15191e+07
11  11  4.17462e+07
11  12  4.72614e+07
11  13  4.33124e+07
11  14  6.39877e+07
11  15  7.00539e+07
11  16  7.61744e+07
11  17  8.47967e+07
11  18  1.27522e+08
11  19  1.57678e+08
11  20  1.51308e+08
11  21  1.24298e+08
11  22  1.71281e+08
11  23  2.17919e+08
11  24  2.06921e+08
11  25  2.15689e+08
11  26  2.50172e+08
11  27  2.70736e+08
11  28  3.1298e+08
11  29  3.88222e+08
11  30  4.18975e+08
11  31  5.57545e+08
11  32  6.69806e+08
11  33  6.95338e+08
11  34  6.61767e+08
11  35  7.2211e+08
11  36  8.98646e+08
11  37  1.03696e+09
11  38  1.23779e+09
11  39  1.06557e+09
11  40  1.10958e+09
11  41  1.07277e+09
11  42  1.19572e+09
11  43  1.12213e+09
11  44  1.14185e+09
11  45  1.09091e+09
11  46  1.12896e+09
11  47  1.35915e+09
11  48  1.27104e+09
