row  column  (image_36_a.edf Cu-K*image_36_a.edf Ar-K**2.3)
60  8  0
60  9  0
60  10  0
60  11  0
60  12  0
60  13  4.41622e+07
60  14  0
60  15  0
60  16  0
60  17  0
60  18  0
60  19  8.16321e+06
60  20  1.97237e+07
60  21  1.92207e+07
60  22  4.62696e+07
60  23  0
60  24  0
60  25  0
60  26  0
60  27  0
60  28  0
60  29  0
60  30  0
61  0  2.00933e+06
61  1  0
61  2  0
61  3  0
61  4  0
61  5  1.23774e+06
61  6  0
61  7  0
61  8  0
61  9  0
61  10  0
61  11  0
61  12  0
61  13  0
61  14  0
61  15  1.41025e+07
61  16  0
61  17  0
61  18  0
61  19  8.01348e+06
61  20  0
61  21  0
61  22  0
61  23  0
61  24  0
61  25  0
61  26  2.21048e+07
61  27  0
61  28  0
61  29  0
61  30  0
62  0  0
62  1  0
62  2  0
62  3  0
62  4  0
62  5  0
62  6  0
62  7  1.45899e+06
62  8  0
62  9  0
62  10  0
62  11  0
62  12  0
62  13  0
62  14  0
62  15  0
62  16  0
62  17  0
62  18  0
62  19  1.02017e+07
62  20  0
62  21  591215
62  22  0
62  23  2.37678e+07
62  24  0
62  25  0
62  26  0
62  27  3.57989e+07
62  28  0
62  29  2.72604e+07
62  30  0
63  0  0
63  1  0
63  2  4.07706e+07
63  3  0
63  4  0
63  5  4.07525e+07
63  6  0
63  7  0
63  8  0
63  9  641744
63  10  0
63  11  0
63  12  0
63  13  0
63  14  0
63  15  0
63  16  8.85403e+06
63  17  0
63  18  0
63  19  0
63  20  1.14756e+07
63  21  0
63  22  0
63  23  0
63  24  2.37315e+07
63  25  0
63  26  2.07825e+07
63  27  0
63  28  0
63  29  0
63  30  3.66155e+07
64  0  0
64  1  8.23998e+06
64  2  0
64  3  0
64  4  992429
64  5  0
64  6  0
64  7  0
64  8  0
64  9  0
64  10  0
64  11  7.56947e+06
64  12  0
64  13  0
64  14  0
64  15  0
64  16  0
64  17  0
64  18  0
64  19  5.61373e+07
64  20  0
64  21  1.8808e+07
64  22  0
64  23  0
64  24  0
64  25  0
64  26  0
64  27  0
64  28  0
64  29  0
64  30  3.07199e+07
65  0  0
65  1  0
65  2  0
65  3  0
65  4  0
65  5  0
65  6  0
65  7  0
65  8  0
65  9  0
65  10  0
65  11  0
65  12  0
65  13  0
65  14  0
65  15  0
65  16  0
65  17  0
65  18  0
65  19  1.47626e+07
65  20  0
65  21  0
65  22  0
65  23  0
65  24  0
65  25  0
65  26  0
65  27  0
65  28  0
65  29  2.76423e+07
65  30  0
66  0  0
66  1  0
66  2  0
66  3  0
66  4  0
66  5  0
66  6  0
66  7  0
66  8  1.41535e+07
66  9  0
66  10  0
66  11  0
66  12  0
66  13  0
66  14  0
66  15  1.27576e+07
66  16  1.4704e+07
66  17  0
66  18  0
66  19  0
66  20  0
66  21  0
66  22  2.39809e+07
66  23  0
66  24  1.6445e+07
66  25  0
66  26  0
66  27  0
66  28  0
66  29  5.97191e+06
66  30  0
67  0  0
67  1  0
67  2  0
67  3  0
67  4  0
67  5  0
67  6  0
67  7  0
67  8  0
67  9  0
67  10  0
67  11  0
67  12  0
67  13  0
67  14  0
67  15  0
67  16  0
67  17  0
67  18  0
67  19  0
67  20  0
67  21  0
67  22  0
67  23  0
67  24  0
67  25  0
67  26  0
67  27  0
67  28  6.345e+07
67  29  0
67  30  0
68  0  9.32565e+06
68  1  0
68  2  0
68  3  1.64557e+07
68  4  0
68  5  0
68  6  0
68  7  0
68  8  0
68  9  0
68  10  0
68  11  0
68  12  0
68  13  0
68  14  0
68  15  0
68  16  0
68  17  1.51957e+07
68  18  2.67683e+07
68  19  0
68  20  2.2888e+07
68  21  0
68  22  0
68  23  0
68  24  0
68  25  0
68  26  0
68  27  0
68  28  0
68  29  0
68  30  0
69  0  0
69  1  0
69  2  0
69  3  0
69  4  0
69  5  0
69  6  7.9883e+06
69  7  0
69  8  0
69  9  0
69  10  0
69  11  0
69  12  0
69  13  0
69  14  0
69  15  0
69  16  0
69  17  0
69  18  0
69  19  0
69  20  0
69  21  0
69  22  0
69  23  5.51973e+06
69  24  0
69  25  0
69  26  0
69  27  1.11652e+07
69  28  3.31406e+06
69  29  2.09903e+07
69  30  3.6885e+07
70  0  0
70  1  1.05159e+07
70  2  0
70  3  0
70  4  0
70  5  0
70  6  0
70  7  9.38723e+06
70  8  0
70  9  0
70  10  0
70  11  0
70  12  0
70  13  0
70  14  1.6837e+07
70  15  1.22367e+07
70  16  8.70628e+06
70  17  0
70  18  2.05577e+07
70  19  0
70  20  7.51128e+06
70  21  0
70  22  0
70  23  5.24902e+07
70  24  1.29974e+07
70  25  0
70  26  0
70  27  4.9017e+07
70  28  0
70  29  0
70  30  0
71  0  0
71  1  0
71  2  0
71  3  0
71  4  0
71  5  0
71  6  0
71  7  0
71  8  0
71  9  0
71  10  0
71  11  0
71  12  0
71  13  0
71  14  0
71  15  1.32033e+07
71  16  0
71  17  0
71  18  0
71  19  0
71  20  0
71  21  0
71  22  1.06173e+07
71  23  0
71  24  0
71  25  0
71  26  0
71  27  0
71  28  0
71  29  4.3899e+07
71  30  0
72  0  0
72  1  0
72  2  0
72  3  0
72  4  0
72  5  0
72  6  0
72  7  2.82849e+06
72  8  4.16529e+06
72  9  0
72  10  0
72  11  0
72  12  0
72  13  0
72  14  0
72  15  0
72  16  0
72  17  0
72  18  0
72  19  1.36808e+07
72  20  0
72  21  2.65597e+07
72  22  3.66276e+06
72  23  0
72  24  0
72  25  0
72  26  0
72  27  0
72  28  0
72  29  0
72  30  0
73  0  0
73  1  0
73  2  0
73  3  0
73  4  0
73  5  0
73  6  7.29173e+06
73  7  0
73  8  0
73  9  0
73  10  0
73  11  0
73  12  0
73  13  0
73  14  0
73  15  0
73  16  0
73  17  4.5731e+06
73  18  0
73  19  3.01337e+06
73  20  0
73  21  0
73  22  0
73  23  0
73  24  0
73  25  0
73  26  0
73  27  0
73  28  0
73  29  1.77871e+07
73  30  0
74  0  0
74  1  0
74  2  0
74  3  0
74  4  0
74  5  0
74  6  0
74  7  0
74  8  0
74  9  0
74  10  0
74  11  0
74  12  0
74  13  0
74  14  0
74  15  0
74  16  0
74  17  0
74  18  0
74  19  0
74  20  0
74  21  0
74  22  0
74  23  0
74  24  0
74  25  0
74  26  0
74  27  0
74  28  0
74  29  0
74  30  0
75  0  0
75  1  0
75  2  0
75  3  0
75  4  0
75  5  0
75  6  0
75  7  0
75  8  0
75  9  0
75  10  0
75  11  0
75  12  0
75  13  0
75  14  0
75  15  0
75  16  0
75  17  0
75  18  0
75  19  8.8932e+06
75  20  0
75  21  0
75  22  0
75  23  0
75  24  4.54376e+06
75  25  0
75  26  0
75  27  0
75  28  0
75  29  0
75  30  0
76  0  0
76  1  0
76  2  0
76  3  0
76  4  0
76  5  0
76  6  0
76  7  0
76  8  0
76  9  0
76  10  0
76  11  0
76  12  0
76  13  0
76  14  0
76  15  0
76  16  0
76  17  5.80288e+06
76  18  0
76  19  0
76  20  0
76  21  0
76  22  0
76  23  0
76  24  0
76  25  0
76  26  4.80415e+07
76  27  0
76  28  0
76  29  0
76  30  0
77  0  0
77  1  0
77  2  0
77  3  0
77  4  2.71652e+07
77  5  1.62414e+06
77  6  0
77  7  5.28136e+06
77  8  0
77  9  0
77  10  0
77  11  0
77  12  0
77  13  0
77  14  0
77  15  3.2273e+07
77  16  0
77  17  0
77  18  0
77  19  0
77  20  0
77  21  0
77  22  0
77  23  0
77  24  2.45398e+07
77  25  0
77  26  0
77  27  0
77  28  0
77  29  1.02763e+07
77  30  4.78224e+07
78  0  0
78  1  0
78  2  3.15483e+07
78  3  0
78  4  0
78  5  0
78  6  0
78  7  0
78  8  0
78  9  0
78  10  0
78  11  0
78  12  0
78  13  0
78  14  0
78  15  2.76271e+06
78  16  0
78  17  0
78  18  0
78  19  0
78  20  0
78  21  0
78  22  0
78  23  1.07178e+06
78  24  0
78  25  0
78  26  2.25754e+07
78  27  0
78  28  0
78  29  0
78  30  0
79  0  0
79  1  0
79  2  0
79  3  0
79  4  0
79  5  0
79  6  2.28398e+07
79  7  1.63496e+07
79  8  0
79  9  5.00527e+06
79  10  8.94033e+06
79  11  0
79  12  0
79  13  0
79  14  0
79  15  0
79  16  0
79  17  0
79  18  0
79  19  0
79  20  0
79  21  0
79  22  0
79  23  0
79  24  0
79  25  0
79  26  0
79  27  4.58977e+06
79  28  0
79  29  0
79  30  0
80  0  0
80  1  0
80  2  0
80  3  0
80  4  0
80  5  0
80  6  0
80  7  0
80  8  0
80  9  0
80  10  0
80  11  0
80  12  0
80  13  0
80  14  0
80  15  0
80  16  0
80  17  0
80  18  0
80  19  0
80  20  0
80  21  0
80  22  0
80  23  0
80  24  0
80  25  0
80  26  1.26948e+06
80  27  0
80  28  0
80  29  0
80  30  0
81  0  0
81  1  0
81  2  0
81  3  0
81  4  0
81  5  0
81  6  0
81  7  0
81  8  0
81  9  0
81  10  0
81  11  0
81  12  0
81  13  0
81  14  0
81  15  0
81  16  0
81  17  0
81  18  1.4549e+07
81  19  0
81  20  0
81  21  0
81  22  0
81  23  0
81  24  0
81  25  0
81  26  0
81  27  0
81  28  0
81  29  0
81  30  0
82  0  1.94337e+07
82  1  0
82  2  0
82  3  0
82  4  1.64443e+07
82  5  0
82  6  0
82  7  0
82  8  1.47915e+06
82  9  0
82  10  0
82  11  0
82  12  0
82  13  0
82  14  0
82  15  0
82  16  0
82  17  0
82  18  2.18186e+07
82  19  0
82  20  0
82  21  0
82  22  0
82  23  0
82  24  0
82  25  0
82  26  0
82  27  0
82  28  0
82  29  3.60649e+07
82  30  0
83  0  0
83  1  0
83  2  0
83  3  0
83  4  0
83  5  0
83  6  1.09882e+07
83  7  0
83  8  3.09894e+07
83  9  0
83  10  0
83  11  0
83  12  1.03305e+07
83  13  4.27024e+07
83  14  0
83  15  0
83  16  0
83  17  0
83  18  1.31809e+07
83  19  0
83  20  0
83  21  0
83  22  0
83  23  0
83  24  0
83  25  0
83  26  0
83  27  5.30393e+06
83  28  0
83  29  0
83  30  0
84  0  0
84  1  0
84  2  0
84  3  0
84  4  0
84  5  0
84  6  0
84  7  0
84  8  0
84  9  0
84  10  1.90948e+07
84  11  0
84  12  0
84  13  0
84  14  0
84  15  0
84  16  0
84  17  0
84  18  0
84  19  21147.4
84  20  0
84  21  0
84  22  0
84  23  4.13905e+07
84  24  0
84  25  4.2525e+07
84  26  0
84  27  0
84  28  0
84  29  0
84  30  0
85  0  0
85  1  0
85  2  0
85  3  0
85  4  0
85  5  0
85  6  0
85  7  0
85  8  0
85  9  1.93449e+07
85  10  0
85  11  0
85  12  0
85  13  0
85  14  0
85  15  0
85  16  0
85  17  0
85  18  0
85  19  0
85  20  1.86862e+07
85  21  0
85  22  0
85  23  0
85  24  0
85  25  0
85  26  2.17104e+06
85  27  0
85  28  0
85  29  0
85  30  0
86  0  0
86  1  0
86  2  0
86  3  0
86  4  1.64143e+07
86  5  7.82556e+06
86  6  0
86  7  0
86  8  0
86  9  0
86  10  0
86  11  0
86  12  0
86  13  0
86  14  0
86  15  503129
86  16  0
86  17  0
86  18  0
86  19  0
86  20  0
86  21  5.48387e+07
86  22  0
86  23  9.62364e+06
86  24  0
86  25  0
86  26  0
86  27  0
86  28  7.71483e+06
86  29  0
86  30  0

