row  column  (image_36_a.edf Mn-K*image_36_a.edf Ar-K**2.3)
37  4  1.10039e+08
37  5  6.20721e+07
37  6  6.39076e+07
37  7  8.69759e+07
37  8  1.03622e+08
37  9  8.85611e+07
37  10  9.08728e+07
37  11  9.34569e+07
37  12  9.32087e+07
37  13  1.01878e+08
37  14  8.76781e+07
37  15  1.11363e+08
37  16  7.68406e+07
37  17  8.59972e+07
37  18  7.82289e+07
37  19  5.15101e+07
37  20  1.05344e+08
37  21  8.12542e+07
37  22  1.18728e+08
37  23  7.7932e+07
37  24  7.88648e+07
37  25  5.24748e+07
37  26  1.37775e+08
37  27  8.9441e+07
37  28  8.98019e+07
37  29  1.12858e+08
37  30  1.02613e+08
38  0  7.34927e+07
38  1  6.60928e+07
38  2  1.00016e+08
38  3  5.25557e+07
38  4  6.03332e+07
38  5  9.23796e+07
38  6  4.85999e+07
38  7  1.26169e+08
38  8  1.0563e+08
38  9  5.87788e+07
38  10  7.15734e+07
38  11  8.08348e+07
38  12  6.94493e+07
38  13  1.1429e+08
38  14  1.02821e+08
38  15  6.10305e+07
38  16  6.11646e+07
38  17  5.82385e+07
38  18  6.83164e+07
38  19  1.09219e+08
38  20  5.68479e+07
38  21  1.07437e+08
38  22  1.02012e+08
38  23  1.2356e+08
38  24  7.82206e+07
38  25  1.32665e+08
38  26  1.24485e+08
38  27  5.49523e+07
38  28  1.11858e+08
38  29  5.78243e+07
38  30  1.17344e+08
39  0  8.44133e+07
39  1  9.7834e+07
39  2  8.86045e+07
39  3  5.97765e+07
39  4  9.84564e+07
39  5  1.21479e+08
39  6  9.89392e+07
39  7  7.452e+07
39  8  7.17748e+07
39  9  6.62655e+07
39  10  1.00048e+08
39  11  8.77864e+07
39  12  9.75008e+07
39  13  1.01552e+08
39  14  1.10965e+08
39  15  8.33876e+07
39  16  7.95089e+07
39  17  9.64582e+07
39  18  5.0311e+07
39  19  1.30296e+08
39  20  8.8709e+07
39  21  7.21766e+07
39  22  1.00147e+08
39  23  6.71757e+07
39  24  9.15883e+07
39  25  8.94999e+07
39  26  8.72737e+07
39  27  8.42574e+07
39  28  7.43194e+07
39  29  1.16288e+08
39  30  8.05803e+07
40  0  7.6042e+07
40  1  1.06149e+08
40  2  9.28103e+07
40  3  1.16757e+08
40  4  8.26483e+07
40  5  7.80281e+07
40  6  1.19372e+08
40  7  1.13506e+08
40  8  4.90361e+07
40  9  8.98226e+07
40  10  8.48151e+07
40  11  9.99368e+07
40  12  6.37302e+07
40  13  1.01484e+08
40  14  1.16594e+08
40  15  6.79792e+07
40  16  1.18478e+08
40  17  8.60876e+07
40  18  5.66434e+07
40  19  7.61154e+07
40  20  1.16555e+08
40  21  7.73293e+07
40  22  1.05748e+08
40  23  9.32193e+07
40  24  5.84683e+07
40  25  8.01702e+07
40  26  8.8799e+07
40  27  8.36483e+07
40  28  7.94226e+07
40  29  8.10614e+07
40  30  7.06354e+07
41  0  9.83112e+07
41  1  8.35966e+07
41  2  8.08382e+07
41  3  6.42687e+07
41  4  2.71304e+07
41  5  7.05751e+07
41  6  6.19809e+07
41  7  8.34614e+07
41  8  9.46574e+07
41  9  8.40112e+07
41  10  8.20617e+07
41  11  6.86171e+07
41  12  9.71898e+07
41  13  9.96264e+07
41  14  7.2226e+07
41  15  1.01321e+08
41  16  5.34542e+07
41  17  4.76399e+07
41  18  9.38524e+07
41  19  1.07433e+08
41  20  1.6159e+08
41  21  1.30505e+08
41  22  5.88328e+07
41  23  1.11458e+08
41  24  8.52644e+07
41  25  4.77266e+07
41  26  6.11183e+07
41  27  4.69274e+07
41  28  1.08471e+08
41  29  6.62876e+07
41  30  6.14502e+07
42  0  8.14234e+07
42  1  7.92556e+07
42  2  6.17788e+07
42  3  6.85924e+07
42  4  8.04209e+07
42  5  7.28082e+07
42  6  8.9207e+07
42  7  9.17444e+07
42  8  5.23344e+07
42  9  8.01054e+07
42  10  8.83989e+07
42  11  6.88852e+07
42  12  6.49721e+07
42  13  9.02446e+07
42  14  5.46238e+07
42  15  8.45919e+07
42  16  8.3718e+07
42  17  8.33454e+07
42  18  6.75176e+07
42  19  8.36462e+07
42  20  1.01552e+08
42  21  8.85134e+07
42  22  7.59642e+07
42  23  1.01556e+08
42  24  8.93668e+07
42  25  5.73967e+07
42  26  1.05777e+08
42  27  5.76945e+07
42  28  8.91812e+07
42  29  7.24173e+07
42  30  7.13954e+07
43  0  5.85646e+07
43  1  4.29577e+07
43  2  9.62515e+07
43  3  5.79661e+07
43  4  8.35683e+07
43  5  3.80839e+07
43  6  1.18909e+08
43  7  8.90731e+07
43  8  9.363e+07
43  9  5.25896e+07
43  10  6.95888e+07
43  11  5.9275e+07
43  12  6.44517e+07
43  13  6.29928e+07
43  14  8.43329e+07
43  15  7.11201e+07
43  16  6.5017e+07
43  17  9.62283e+07
43  18  8.00694e+07
43  19  6.02476e+07
43  20  7.97995e+07
43  21  7.55429e+07
43  22  8.38228e+07
43  23  8.45758e+07
43  24  8.82671e+07
43  25  9.4126e+07
43  26  8.12205e+07
43  27  4.43087e+07
43  28  8.52686e+07
43  29  1.09632e+08
43  30  7.14457e+07
44  0  5.19597e+07
44  1  1.12033e+08
44  2  4.05986e+07
44  3  1.21149e+08
44  4  9.99538e+07
44  5  1.01394e+08
44  6  6.50425e+07
44  7  7.81812e+07
44  8  9.51241e+07
44  9  7.99379e+07
44  10  9.13929e+07
44  11  1.1175e+08
44  12  9.98984e+07
44  13  5.3115e+07
44  14  4.09193e+07
44  15  5.94387e+07
44  16  7.91995e+07
44  17  8.6627e+07
44  18  5.78557e+07
44  19  8.7931e+07
44  20  7.96535e+07
44  21  7.11913e+07
44  22  7.36824e+07
44  23  4.65208e+07
44  24  6.97415e+07
44  25  1.20127e+08
44  26  1.02404e+08
44  27  6.74407e+07
44  28  1.00782e+08
44  29  8.08501e+07
44  30  4.22503e+07
45  0  8.51353e+07
45  1  5.50778e+07
45  2  1.14276e+08
45  3  7.57537e+07
45  4  5.13627e+07
45  5  7.19703e+07
45  6  4.62076e+07
45  7  8.69951e+07
45  8  7.11599e+07
45  9  1.06388e+08
45  10  6.52625e+07
45  11  8.28858e+07
45  12  7.36664e+07
45  13  7.27161e+07
45  14  7.2704e+07
45  15  8.57994e+07
45  16  9.9304e+07
45  17  1.02769e+08
45  18  9.03219e+07
45  19  6.02448e+07
45  20  5.91715e+07
45  21  9.02459e+07
45  22  8.63938e+07
45  23  5.72162e+07
45  24  1.09044e+08
45  25  4.39488e+07
45  26  6.40103e+07
45  27  9.37855e+07
45  28  8.84126e+07
45  29  8.9454e+07
45  30  7.69715e+07
46  0  1.01254e+08
46  1  4.7654e+07
46  2  9.70243e+07
46  3  6.88881e+07
46  4  1.28287e+08
46  5  4.69521e+07
46  6  7.86893e+07
46  7  7.61502e+07
46  8  8.33017e+07
46  9  1.2128e+08
46  10  9.51895e+07
46  11  7.85646e+07
46  12  8.20143e+07
46  13  1.10326e+08
46  14  6.26334e+07
46  15  1.86293e+07
46  16  7.38654e+07
46  17  5.95917e+07
46  18  6.5578e+07
46  19  5.68249e+07
46  20  8.42335e+07
46  21  1.07729e+08
46  22  9.53113e+07
46  23  6.87039e+07
46  24  5.62956e+07
46  25  4.78823e+07
46  26  1.5168e+08
46  27  1.07122e+08
46  28  9.07958e+07
46  29  6.37026e+07
46  30  1.07192e+08
47  0  8.06456e+07
47  1  5.42145e+07
47  2  5.57416e+07
47  3  8.21331e+07
47  4  7.5159e+07
47  5  9.98324e+07
47  6  7.48293e+07
47  7  1.11353e+08
47  8  8.81263e+07
47  9  8.33982e+07
47  10  7.00635e+07
47  11  5.15135e+07
47  12  1.04167e+08
47  13  7.22567e+07
47  14  8.6418e+07
47  15  1.30977e+08
47  16  1.4433e+08
47  17  5.95089e+07
47  18  9.84891e+07
47  19  5.18669e+07
47  20  7.87749e+07
47  21  7.17466e+07
47  22  7.26947e+07
47  23  1.09942e+08
47  24  6.78928e+07
47  25  9.42909e+07
47  26  9.52039e+07
47  27  1.44481e+08
47  28  9.95817e+07
47  29  7.53396e+07
47  30  8.45555e+07
48  0  1.0697e+08
48  1  7.46595e+07
48  2  9.00375e+07
48  3  1.03859e+08
48  4  5.88948e+07
48  5  9.0606e+07
48  6  1.28422e+08
48  7  6.13506e+07
48  8  9.06833e+07
48  9  7.20283e+07
48  10  8.4501e+07
48  11  6.51866e+07
48  12  7.82353e+07
48  13  6.90247e+07
48  14  1.13284e+08
48  15  1.05301e+08
48  16  3.71823e+07
48  17  8.30611e+07
48  18  6.39255e+07
48  19  3.31837e+07
48  20  6.84262e+07
48  21  3.89523e+07
48  22  9.09758e+07
48  23  7.4223e+07
48  24  1.17371e+08
48  25  1.12745e+08
48  26  7.48073e+07
48  27  1.12082e+08
48  28  6.41797e+07
48  29  1.00198e+08
48  30  1.10076e+08
49  0  5.76409e+07
49  1  1.00226e+08
49  2  6.80702e+07
49  3  1.01657e+08
49  4  9.28412e+07
49  5  9.00357e+07
49  6  7.24267e+07
49  7  8.94634e+07
49  8  1.06422e+08
49  9  6.76691e+07
49  10  2.81938e+07
49  11  9.06564e+07
49  12  4.74105e+07
49  13  7.91938e+07
49  14  9.0529e+07
49  15  9.03905e+07
49  16  9.62674e+07
49  17  8.73772e+07
49  18  1.03095e+08
49  19  6.6271e+07
49  20  4.92834e+07
49  21  1.09783e+08
49  22  8.0829e+07
49  23  8.28785e+07
49  24  9.32092e+07
49  25  9.73872e+07
49  26  6.0523e+07
49  27  9.94497e+07
49  28  9.36543e+07
49  29  8.7628e+07
49  30  8.89091e+07
50  0  5.42378e+07
50  1  1.10707e+08
50  2  7.88968e+07
50  3  1.06858e+08
50  4  8.46443e+07
50  5  8.64321e+07
50  6  5.59329e+07
50  7  1.10031e+08
50  8  4.67108e+07
50  9  7.92194e+07
50  10  9.94259e+07
50  11  8.38413e+07
50  12  7.53974e+07
50  13  5.6362e+07
50  14  1.00644e+08
50  15  7.66455e+07
50  16  1.23838e+08
50  17  8.34667e+07
50  18  8.68225e+07
50  19  2.30727e+07
50  20  6.87174e+07
50  21  9.05992e+07
50  22  9.20686e+07
50  23  1.02019e+08
50  24  7.35205e+07
50  25  8.35729e+07
50  26  5.88675e+07
50  27  7.06154e+07
50  28  8.47059e+07
50  29  8.56251e+07
50  30  9.13393e+07
51  0  7.24805e+07
51  1  8.1803e+07
51  2  8.32872e+07
51  3  7.74269e+07
51  4  1.13145e+08
51  5  5.27995e+07
51  6  9.55992e+07
51  7  4.6777e+07
51  8  8.80529e+07
51  9  9.93077e+07
51  10  7.29125e+07
51  11  7.83064e+07
51  12  1.10866e+08
51  13  8.44443e+07
51  14  1.11649e+08
51  15  7.41509e+07
51  16  8.60153e+07
51  17  1.05152e+08
51  18  1.47587e+08
51  19  6.7006e+07
51  20  7.47002e+07
51  21  9.33506e+07
51  22  9.59202e+07
51  23  5.0004e+07
51  24  7.30007e+07
51  25  9.49945e+07
51  26  5.26124e+07
51  27  9.94872e+07
51  28  3.57267e+07
51  29  8.91497e+07
51  30  1.12026e+08
52  0  8.09481e+07
52  1  1.0633e+08
52  2  8.42027e+07
52  3  9.89068e+07
52  4  2.29924e+07
52  5  5.60041e+07
52  6  8.20288e+07
52  7  7.91825e+07
52  8  8.71249e+07
52  9  5.8581e+07
52  10  6.52919e+07
52  11  6.08291e+07
52  12  8.49704e+07
52  13  6.96391e+07
52  14  6.89128e+07
52  15  1.35714e+08
52  16  1.16173e+08
52  17  9.45292e+07
52  18  5.38652e+07
52  19  5.04352e+07
52  20  6.25661e+07
52  21  6.9095e+07
52  22  8.19151e+07
52  23  8.59415e+07
52  24  7.64658e+07
52  25  9.52357e+07
52  26  1.10687e+08
52  27  1.00179e+08
52  28  9.00013e+07
52  29  7.62029e+07
52  30  1.18093e+08
53  0  6.19807e+07
53  1  7.01318e+07
53  2  7.33693e+07
53  3  7.79033e+07
53  4  7.57935e+07
53  5  7.41174e+07
53  6  8.39921e+07
53  7  7.49461e+07
53  8  6.71548e+07
53  9  7.77312e+07
53  10  6.49279e+07
53  11  1.08143e+08
53  12  9.15517e+07
53  13  9.18416e+07
53  14  9.72751e+07
53  15  8.02514e+07
53  16  6.63774e+07
53  17  1.07849e+08
53  18  7.45502e+07
53  19  7.39891e+07
53  20  7.05022e+07
53  21  7.01277e+07
53  22  8.15849e+07
53  23  1.14645e+08
53  24  8.56373e+07
53  25  8.57218e+07
53  26  7.41037e+07
53  27  7.71647e+07
53  28  1.00308e+08
53  29  7.9847e+07
53  30  8.99432e+07
54  0  7.29988e+07
54  1  4.93074e+07
54  2  9.28537e+07
54  3  1.04615e+08
54  4  7.67648e+07
54  5  7.37695e+07
54  6  9.88684e+07
54  7  6.26534e+07
54  8  4.81588e+07
54  9  7.11532e+07
54  10  4.26955e+07
54  11  7.33687e+07
54  12  8.96796e+07
54  13  7.38396e+07
54  14  7.67151e+07
54  15  6.41466e+07
54  16  7.69472e+07
54  17  9.41645e+07
54  18  9.45092e+07
54  19  5.69057e+07
54  20  7.99271e+07
54  21  7.09513e+07
54  22  9.95494e+07
54  23  1.13171e+08
54  24  1.28646e+08
54  25  1.12032e+08
54  26  9.59125e+07
54  27  4.47825e+07
54  28  7.21388e+07
54  29  9.43879e+07
54  30  8.82855e+07
55  0  7.84187e+07
55  1  9.33891e+07
55  2  5.20811e+07
55  3  6.13767e+07
55  4  9.08048e+07
55  5  8.58113e+07
55  6  4.31473e+07
55  7  4.65872e+07
55  8  6.29484e+07
55  9  9.61421e+07
55  10  5.3333e+07
55  11  3.9306e+07
55  12  1.01906e+08
55  13  9.62382e+07
55  14  1.02772e+08
55  15  1.16159e+08
55  16  3.7241e+07
55  17  9.13541e+07
55  18  4.40859e+07
55  19  6.83393e+07
55  20  9.54698e+07
55  21  8.92962e+07
55  22  8.53739e+07
55  23  1.099e+08
55  24  7.77336e+07
55  25  9.92973e+07
55  26  8.22498e+07
55  27  6.73008e+07
55  28  5.44806e+07
55  29  8.00805e+07
55  30  8.42775e+07
56  0  4.82654e+07
56  1  7.95524e+07
56  2  4.75522e+07
56  3  4.94244e+07
56  4  3.90236e+07
56  5  6.52576e+07
56  6  1.20452e+08
56  7  7.54824e+07
56  8  9.07683e+07
56  9  2.57246e+07
56  10  8.61849e+07
56  11  7.89869e+07
56  12  6.64988e+07
56  13  8.40381e+07
56  14  4.90558e+07
56  15  2.15083e+07
56  16  7.55867e+07
56  17  5.42492e+07
56  18  1.07749e+08
56  19  8.9953e+07
56  20  9.01605e+07
56  21  8.10898e+07
56  22  9.28132e+07
56  23  1.26187e+08
56  24  3.82477e+07
56  25  7.94714e+07
56  26  8.46801e+07
56  27  1.27023e+08
56  28  6.6835e+07
56  29  6.75123e+07
56  30  6.12962e+07
57  0  8.13198e+07
57  1  5.29043e+07
57  2  9.132e+07
57  3  5.74411e+07
57  4  7.95964e+07
57  5  7.59903e+07
57  6  9.29835e+07
57  7  1.03909e+08
57  8  9.11915e+07
57  9  1.09899e+08
57  10  7.2933e+07
57  11  9.02049e+07
57  12  7.1692e+07
57  13  6.87901e+07
57  14  1.04061e+08
57  15  5.07106e+07
57  16  7.99488e+07
57  17  9.64702e+07
57  18  8.43642e+07
57  19  5.49707e+07
57  20  8.39243e+07
57  21  7.02266e+07
57  22  5.82747e+07
57  23  9.86805e+07
57  24  8.73708e+07
57  25  9.8793e+07
57  26  1.09301e+08
57  27  8.40769e+07
57  28  1.09138e+08
57  29  8.66361e+07
57  30  1.373e+08
58  0  5.12726e+07
58  1  7.52938e+07
58  2  6.12094e+07
58  3  4.50912e+07
58  4  8.86799e+07
58  5  4.37903e+07
58  6  7.03304e+07
58  7  7.94862e+07
58  8  6.99562e+07
58  9  7.61326e+07
58  10  6.10632e+07
58  11  6.53779e+07
58  12  9.34779e+07
58  13  1.16139e+08
58  14  1.39475e+08
58  15  8.94762e+07
58  16  5.1078e+07
58  17  5.92324e+07
58  18  8.08203e+07
58  19  6.90458e+07
58  20  7.86377e+07
58  21  9.60838e+07
58  22  5.62849e+07
58  23  8.4561e+07
58  24  9.09813e+07
58  25  9.03569e+07
58  26  7.19858e+07
58  27  1.23629e+08
58  28  6.13028e+07
58  29  1.16603e+08
58  30  9.00176e+07
59  0  5.77394e+07
59  1  9.19376e+07
59  2  7.08161e+07
59  3  8.39307e+07
59  4  7.29162e+07
59  5  8.5052e+07
59  6  1.04608e+08
59  7  6.7193e+07
59  8  9.60559e+07
59  9  9.38374e+07
59  10  8.06757e+07
59  11  9.11165e+07
59  12  5.99342e+07
59  13  8.72998e+07
59  14  9.42989e+07
59  15  9.4518e+07
59  16  3.71236e+07
59  17  6.779e+07
59  18  6.66599e+07
59  19  7.55782e+07
59  20  9.95231e+07
59  21  8.52763e+07
59  22  5.93777e+07
59  23  9.55386e+07
59  24  7.3169e+07
59  25  8.53298e+07
59  26  8.18233e+07
59  27  7.75539e+07
59  28  6.74055e+07
59  29  5.02995e+07
59  30  7.10262e+07
60  0  6.30315e+07
60  1  6.92946e+07
60  2  7.95457e+07
60  3  6.84366e+07
60  4  6.33473e+07
60  5  5.31882e+07
60  6  7.68788e+07
60  7  4.66705e+07
60  8  7.54827e+07
60  9  8.92913e+07
60  10  6.69374e+07
60  11  7.79121e+07
60  12  9.65461e+07
60  13  5.29926e+07
60  14  8.33332e+07
60  15  5.30282e+07
60  16  6.80416e+07
60  17  8.29415e+07
60  18  1.15893e+08
60  19  7.81689e+07
60  20  5.73579e+07
60  21  1.00298e+08
60  22  1.04983e+08
60  23  8.18509e+07
60  24  7.08178e+07
60  25  8.31276e+07
60  26  7.38554e+07
60  27  1.0829e+08
60  28  5.95059e+07
60  29  5.15789e+07
60  30  7.99843e+07
61  0  1.00194e+08
61  1  6.24866e+07
61  2  9.31507e+07
61  3  7.41519e+07
61  4  5.01407e+07
61  5  1.1639e+08
61  6  8.7637e+07
61  7  9.03197e+07
61  8  8.43944e+07
61  9  1.15189e+08
61  10  5.63968e+07
61  11  1.15618e+08
61  12  6.57601e+07
61  13  5.01635e+07
61  14  9.43683e+07
61  15  1.07158e+08
61  16  9.78982e+07
61  17  1.05596e+08
61  18  1.85031e+08
61  19  6.43392e+07
61  20  7.13086e+07
61  21  9.71002e+07
61  22  5.57493e+07
61  23  9.73094e+07
61  24  7.9129e+07
61  25  1.02028e+08
61  26  7.23771e+07
61  27  1.03535e+08
61  28  1.31218e+08
61  29  8.78685e+07
61  30  6.96572e+07
62  0  8.57018e+07
62  1  8.62484e+07
62  2  8.09904e+07
62  3  7.83228e+07
62  4  8.19179e+07
62  5  6.74841e+07
62  6  7.88861e+07
62  7  7.38672e+07
62  8  9.2468e+07
62  9  9.14249e+07
62  10  1.05203e+08
62  11  1.21984e+08
62  12  7.57002e+07
62  13  8.08967e+07
62  14  6.85599e+07
62  15  8.05579e+07
62  16  8.45683e+07
62  17  7.11671e+07
62  18  9.60945e+07
62  19  8.9728e+07
62  20  1.06061e+08
62  21  9.4949e+07
62  22  8.57648e+07
62  23  8.18848e+07
62  24  3.41062e+07
62  25  1.05305e+08
62  26  7.0061e+07
62  27  1.00452e+08
62  28  7.64381e+07
62  29  8.41765e+07
62  30  6.39186e+07
63  0  1.05095e+08
63  1  6.83813e+07
63  2  8.41611e+07
63  3  5.95706e+07
63  4  7.24593e+07
63  5  1.26769e+08
63  6  9.9062e+07
63  7  7.1681e+07
63  8  7.99756e+07
63  9  6.71029e+07
63  10  5.73387e+07
63  11  1.40526e+08
63  12  1.097e+08
63  13  8.32621e+07
63  14  6.41182e+07
63  15  1.01588e+08
63  16  1.0579e+08
63  17  8.12953e+07
63  18  8.9695e+07
63  19  6.91951e+07
63  20  4.33253e+07
63  21  9.33335e+07
63  22  9.56061e+07
63  23  7.81629e+07
63  24  6.35289e+07
63  25  8.63039e+07
63  26  9.23983e+07
63  27  9.11447e+07
63  28  5.76399e+07
63  29  1.14447e+08
63  30  8.64997e+07
64  0  1.12602e+08
64  1  1.45499e+08
64  2  9.45026e+07
64  3  1.05617e+08
64  4  6.42307e+07
64  5  8.15665e+07
64  6  6.3852e+07
64  7  7.98469e+07
64  8  8.22346e+07
64  9  9.37189e+07
64  10  1.24037e+08
64  11  1.07247e+08
64  12  9.47039e+07
64  13  9.04301e+07
64  14  6.86725e+07
64  15  8.27267e+07
64  16  9.00754e+07
64  17  1.12243e+08
64  18  8.88735e+07
64  19  6.80088e+07
64  20  6.15255e+07
64  21  9.17818e+07
64  22  7.19049e+07
64  23  6.67896e+07
64  24  8.26378e+07
64  25  6.49958e+07
64  26  7.95922e+07
64  27  4.88013e+07
64  28  5.78427e+07
64  29  1.00305e+08
64  30  9.19417e+07
65  0  9.77387e+07
65  1  7.51503e+07
65  2  9.69856e+07
65  3  1.04555e+08
65  4  1.56712e+08
65  5  1.04287e+08
65  6  6.18337e+07
65  7  7.76876e+07
65  8  1.11043e+08
65  9  7.71458e+07
65  10  1.05029e+08
65  11  1.04466e+08
65  12  1.09643e+08
65  13  7.77028e+07
65  14  7.65693e+07
65  15  1.16345e+08
65  16  8.82491e+07
65  17  1.06921e+08
65  18  7.88087e+07
65  19  1.11993e+08
65  20  8.79993e+07
65  21  7.05373e+07
65  22  7.75967e+07
65  23  7.51794e+07
65  24  8.60331e+07
65  25  7.53075e+07
65  26  6.98988e+07
65  27  9.41015e+07
65  28  8.91294e+07
65  29  8.46662e+07
65  30  8.22811e+07
66  0  9.92447e+07
66  1  1.48202e+08
66  2  1.61239e+08
66  3  7.40841e+07
66  4  9.49675e+07
66  5  1.25834e+08
66  6  9.0218e+07
66  7  8.25343e+07
66  8  9.33209e+07
66  9  9.97248e+07
66  10  1.36191e+08
66  11  9.34297e+07
66  12  9.58798e+07
66  13  1.06734e+08
66  14  9.23515e+07
66  15  7.80736e+07
66  16  9.09245e+07
66  17  1.2631e+08
66  18  5.60908e+07
66  19  1.00759e+08
66  20  3.06506e+07
66  21  7.91292e+07
66  22  8.45624e+07
66  23  1.03197e+08
66  24  9.744e+07
66  25  9.89911e+07
66  26  9.6131e+07
66  27  6.9607e+07
66  28  8.76557e+07
66  29  7.80468e+07
66  30  8.27963e+07
67  0  5.93693e+07
67  1  9.5614e+07
67  2  1.01316e+08
67  3  8.47025e+07
67  4  1.02798e+08
67  5  9.2875e+07
67  6  6.31731e+07
67  7  1.68359e+08
67  8  6.49659e+07
67  9  1.07786e+08
67  10  1.05021e+08
67  11  9.59091e+07
67  12  9.17083e+07
67  13  9.39178e+07
67  14  9.15888e+07
67  15  9.18013e+07
67  16  1.48544e+08
67  17  1.40072e+08
67  18  7.93856e+07
67  19  7.65382e+07
67  20  1.2258e+08
67  21  9.34637e+07
67  22  1.10549e+08
67  23  7.24294e+07
67  24  1.23726e+08
67  25  4.78046e+07
67  26  8.4498e+07
67  27  6.70564e+07
67  28  6.21154e+07
67  29  9.64656e+07
67  30  9.50131e+07
68  0  7.15834e+07
68  1  1.1361e+08
68  2  1.12994e+08
68  3  9.22603e+07
68  4  7.05257e+07
68  5  5.20342e+07
68  6  1.17186e+08
68  7  1.15781e+08
68  8  8.78183e+07
68  9  7.61563e+07
68  10  8.07369e+07
68  11  8.42985e+07
68  12  8.75893e+07
68  13  9.07438e+07
68  14  8.75071e+07
68  15  9.89291e+07
68  16  1.05716e+08
68  17  1.37025e+08
68  18  7.70871e+07
68  19  1.24894e+08
68  20  1.01735e+08
68  21  1.12663e+08
68  22  1.00133e+08
68  23  1.09084e+08
68  24  1.12817e+08
68  25  1.02654e+08
68  26  1.1598e+08
68  27  9.81954e+07
68  28  6.22015e+07
68  29  7.14807e+07
68  30  1.13553e+08
69  0  9.11388e+07
69  1  9.6819e+07
69  2  9.83368e+07
69  3  1.14319e+08
69  4  9.8743e+07
69  5  9.38032e+07
69  6  3.36396e+07
69  7  1.06621e+08
69  8  1.09031e+08
69  9  1.13775e+08
69  10  9.18647e+07
69  11  1.06143e+08
69  12  1.19987e+08
69  13  1.18259e+08
69  14  1.23374e+08
69  15  8.26466e+07
69  16  8.18984e+07
69  17  1.38926e+08
69  18  1.17235e+08
69  19  6.44559e+07
69  20  1.05309e+08
69  21  9.13993e+07
69  22  8.05278e+07
69  23  5.58153e+07
69  24  8.12218e+07
69  25  7.67974e+07
69  26  6.5352e+07
69  27  9.51562e+07
69  28  1.08181e+08
69  29  5.06723e+07
69  30  8.24852e+07
70  0  1.25204e+08
70  1  1.27393e+08
70  2  1.35612e+08
70  3  1.19117e+08
70  4  8.78628e+07
70  5  1.10371e+08
70  6  1.03214e+08
70  7  9.42573e+07
70  8  1.32014e+08
70  9  1.17403e+08
70  10  8.89291e+07
70  11  8.90784e+07
70  12  1.18081e+08
70  13  1.31808e+08
70  14  1.65504e+08
70  15  1.09217e+08
70  16  9.32468e+07
70  17  1.07344e+08
70  18  9.29182e+07
70  19  1.3238e+08
70  20  9.6692e+07
70  21  1.27542e+08
70  22  7.08514e+07
70  23  9.74604e+07
70  24  1.1017e+08
70  25  1.19706e+08
70  26  8.81509e+07
70  27  6.43888e+07
70  28  6.74777e+07
70  29  6.74979e+07
70  30  6.14963e+07
71  0  1.10951e+08
71  1  8.72891e+07
71  2  1.2965e+08
71  3  9.64753e+07
71  4  9.26211e+07
71  5  1.16807e+08
71  6  1.20312e+08
71  7  8.01034e+07
71  8  8.45989e+07
71  9  9.74207e+07
71  10  8.60612e+07
71  11  1.15391e+08
71  12  9.85516e+07
71  13  9.77158e+07
71  14  1.02909e+08
71  15  9.98705e+07
71  16  1.128e+08
71  17  1.44444e+08
71  18  7.05441e+07
71  19  1.1013e+08
71  20  8.40949e+07
71  21  9.33404e+07
71  22  1.56283e+08
71  23  8.8154e+07
71  24  1.87153e+08
71  25  1.20169e+08
71  26  1.38756e+08
71  27  6.96227e+07
71  28  8.30688e+07
71  29  9.01693e+07
71  30  5.86204e+07
72  0  7.26572e+07
72  1  8.12839e+07
72  2  9.76526e+07
72  3  1.05318e+08
72  4  1.16096e+08
72  5  1.01672e+08
72  6  1.08157e+08
72  7  7.5702e+07
72  8  1.04597e+08
72  9  7.45659e+07
72  10  4.8096e+07
72  11  8.3577e+07
72  12  8.60614e+07
72  13  1.13456e+08
72  14  8.38285e+07
72  15  1.01272e+08
72  16  1.28587e+08
72  17  1.09383e+08
72  18  1.0078e+08
72  19  9.53442e+07
72  20  1.0641e+08
72  21  1.58814e+08
72  22  1.04023e+08
72  23  9.66832e+07
72  24  8.24343e+07
72  25  7.02176e+07
72  26  1.1701e+08
72  27  7.6836e+07
72  28  8.29748e+07
72  29  4.49791e+07
72  30  7.21137e+07
73  0  1.09331e+08
73  1  1.30428e+08
73  2  6.35536e+07
73  3  1.17464e+08
73  4  7.94206e+07
73  5  1.09675e+08
73  6  1.16319e+08
73  7  7.63352e+07
73  8  8.9554e+07
73  9  9.5154e+07
73  10  7.27823e+07
73  11  9.83972e+07
73  12  9.86666e+07
73  13  9.09518e+07
73  14  1.01118e+08
73  15  1.05032e+08
73  16  1.00991e+08
73  17  1.24223e+08
73  18  8.25609e+07
73  19  1.66065e+08
73  20  1.31672e+08
73  21  1.38528e+08
73  22  8.70473e+07
73  23  1.39709e+08
73  24  1.0478e+08
73  25  6.98162e+07
73  26  9.41336e+07
73  27  1.08464e+08
73  28  8.46986e+07
73  29  9.26363e+07
73  30  9.44036e+07
74  0  1.03218e+08
74  1  1.0131e+08
74  2  1.22436e+08
74  3  1.16356e+08
74  4  1.42961e+08
74  5  9.70355e+07
74  6  7.21684e+07
74  7  1.36397e+08
74  8  6.74712e+07
74  9  9.5145e+07
74  10  1.04106e+08
74  11  1.11078e+08
74  12  6.66949e+07
74  13  7.19827e+07
74  14  1.04109e+08
74  15  8.90508e+07
74  16  1.62492e+08
74  17  8.77332e+07
74  18  7.68905e+07
74  19  1.09039e+08
74  20  1.0694e+08
