row  column  (image_36_a.edf Mn-K*image_36_a.edf Ar-K**2.3)
74  21  1.23403e+08
74  22  1.027e+08
74  23  2.00525e+08
74  24  7.80124e+07
74  25  9.43693e+07
74  26  1.06717e+08
74  27  9.90361e+07
74  28  1.24841e+08
74  29  1.10737e+08
74  30  8.57953e+07
75  0  1.38929e+08
75  1  1.30783e+08
75  2  1.02744e+08
75  3  9.87201e+07
75  4  9.8783e+07
75  5  1.3557e+08
75  6  1.29258e+08
75  7  9.7455e+07
75  8  1.31707e+08
75  9  8.70181e+07
75  10  9.89025e+07
75  11  1.13747e+08
75  12  1.36869e+08
75  13  9.45106e+07
75  14  1.03742e+08
75  15  8.78912e+07
75  16  1.00922e+08
75  17  1.59806e+08
75  18  9.18046e+07
75  19  1.28832e+08
75  20  1.35521e+08
75  21  8.16383e+07
75  22  6.49445e+07
75  23  1.03184e+08
75  24  1.36332e+08
75  25  1.0585e+08
75  26  1.78447e+08
75  27  1.49241e+08
75  28  9.40602e+07
75  29  8.83653e+07
75  30  8.0778e+07
76  0  4.81743e+07
76  1  1.05925e+08
76  2  7.9058e+07
76  3  8.8987e+07
76  4  6.2999e+07
76  5  1.18126e+08
76  6  9.80365e+07
76  7  4.66146e+07
76  8  7.43065e+07
76  9  8.66889e+07
76  10  1.34373e+08
76  11  9.35591e+07
76  12  8.11104e+07
76  13  9.11162e+07
76  14  9.65399e+07
76  15  7.2768e+07
76  16  1.56031e+08
76  17  7.90554e+07
76  18  1.20949e+08
76  19  1.00103e+08
76  20  1.29137e+08
76  21  1.0731e+08
76  22  6.77587e+07
76  23  1.44012e+08
76  24  1.6139e+08
76  25  1.09735e+08
76  26  1.04492e+08
76  27  8.98616e+07
76  28  9.78663e+07
76  29  9.92353e+07
76  30  1.14286e+08
77  0  1.05162e+08
77  1  1.30181e+08
77  2  1.18904e+08
77  3  9.43027e+07
77  4  1.09338e+08
77  5  7.24928e+07
77  6  1.18387e+08
77  7  1.02723e+08
77  8  9.2293e+07
77  9  1.05544e+08
77  10  1.42888e+08
77  11  1.08902e+08
77  12  1.35433e+08
77  13  1.16385e+08
77  14  1.39429e+08
77  15  4.89394e+07
77  16  1.19791e+08
77  17  1.16289e+08
77  18  9.15525e+07
77  19  1.58117e+08
77  20  1.16397e+08
77  21  8.93711e+07
77  22  1.35048e+08
77  23  1.06842e+08
77  24  5.69203e+07
77  25  1.46144e+08
77  26  1.08043e+08
77  27  1.01793e+08
77  28  8.81204e+07
77  29  5.912e+07
77  30  8.56737e+07
78  0  1.14187e+08
78  1  1.20169e+08
78  2  1.12967e+08
78  3  1.38013e+08
78  4  8.56177e+07
78  5  1.36414e+08
78  6  8.72469e+07
78  7  6.49365e+07
78  8  1.00453e+08
78  9  1.37763e+08
78  10  1.48709e+08
78  11  9.66523e+07
78  12  8.6116e+07
78  13  1.32344e+08
78  14  9.4974e+07
78  15  7.81478e+07
78  16  1.27739e+08
78  17  9.60291e+07
78  18  1.04033e+08
78  19  1.55884e+08
78  20  9.66013e+07
78  21  1.11423e+08
78  22  1.03558e+08
78  23  7.8751e+07
78  24  1.13135e+08
78  25  9.40168e+07
78  26  1.20632e+08
78  27  1.347e+08
78  28  1.26968e+08
78  29  1.39903e+08
78  30  1.11657e+08
79  0  1.14891e+08
79  1  1.28664e+08
79  2  1.43466e+08
79  3  1.086e+08
79  4  9.58541e+07
79  5  4.57405e+07
79  6  5.01157e+07
79  7  1.27731e+08
79  8  1.04765e+08
79  9  7.08761e+07
79  10  7.35559e+07
79  11  9.75186e+07
79  12  1.01461e+08
79  13  1.20872e+08
79  14  8.85624e+07
79  15  8.62552e+07
79  16  9.52891e+07
79  17  1.06522e+08
79  18  8.00376e+07
79  19  1.26127e+08
79  20  1.30084e+08
79  21  9.33859e+07
79  22  9.04273e+07
79  23  1.28037e+08
79  24  1.01157e+08
79  25  1.08868e+08
79  26  9.59043e+07
79  27  9.97338e+07
79  28  8.62308e+07
79  29  1.01052e+08
79  30  1.33947e+08
80  0  1.19855e+08
80  1  1.28992e+08
80  2  1.38822e+08
80  3  1.20677e+08
80  4  1.05882e+08
80  5  1.47845e+08
80  6  7.82689e+07
80  7  1.19014e+08
80  8  1.01604e+08
80  9  1.47939e+08
80  10  9.83332e+07
80  11  8.90986e+07
80  12  1.44066e+08
80  13  1.2206e+08
80  14  1.16552e+08
80  15  8.42946e+07
80  16  1.30544e+08
80  17  8.20104e+07
80  18  1.28392e+08
80  19  9.51815e+07
80  20  9.52022e+07
80  21  1.37458e+08
80  22  1.30495e+08
80  23  1.06599e+08
80  24  1.22022e+08
80  25  8.58196e+07
80  26  1.06946e+08
80  27  1.28955e+08
80  28  9.12092e+07
80  29  1.20342e+08
80  30  1.2431e+08
81  0  6.73449e+07
81  1  9.4811e+07
81  2  1.17292e+08
81  3  1.33968e+08
81  4  1.25705e+08
81  5  1.48487e+08
81  6  1.10742e+08
81  7  1.07037e+08
81  8  9.85504e+07
81  9  1.71406e+08
81  10  1.19551e+08
81  11  1.00727e+08
81  12  1.43101e+08
81  13  9.11651e+07
81  14  1.19294e+08
81  15  7.64121e+07
81  16  1.11355e+08
81  17  1.18123e+08
81  18  9.03273e+07
81  19  1.50474e+08
81  20  1.08066e+08
81  21  8.57083e+07
81  22  1.03787e+08
81  23  1.24873e+08
81  24  1.08344e+08
81  25  1.41419e+08
81  26  1.25898e+08
81  27  1.41707e+08
81  28  1.08375e+08
81  29  1.54339e+08
81  30  9.80941e+07
82  0  1.11185e+08
82  1  1.16574e+08
82  2  1.31177e+08
82  3  1.18082e+08
82  4  7.88446e+07
82  5  6.99622e+07
82  6  6.521e+07
82  7  9.45797e+07
82  8  9.1912e+07
82  9  8.95517e+07
82  10  5.33465e+07
82  11  8.87964e+07
82  12  1.03382e+08
82  13  7.72075e+07
82  14  1.26498e+08
82  15  6.91646e+07
82  16  1.17202e+08
82  17  9.07774e+07
82  18  9.64348e+07
82  19  7.87444e+07
82  20  6.99847e+07
82  21  1.2982e+08
82  22  1.08214e+08
82  23  6.84992e+07
82  24  1.022e+08
82  25  1.13634e+08
82  26  1.40549e+08
82  27  1.35141e+08
82  28  1.56792e+08
82  29  1.04649e+08
82  30  1.33933e+08
83  0  1.05078e+08
83  1  1.31999e+08
83  2  9.34381e+07
83  3  1.04242e+08
83  4  1.39624e+08
83  5  1.35026e+08
83  6  8.23545e+07
83  7  1.05635e+08
83  8  8.24089e+07
83  9  1.10187e+08
83  10  1.08142e+08
83  11  1.17898e+08
83  12  1.0283e+08
83  13  9.39675e+07
83  14  6.94042e+07
83  15  1.76655e+08
83  16  1.11104e+08
83  17  9.98149e+07
83  18  1.596e+08
83  19  1.23623e+08
83  20  1.42753e+08
83  21  1.02984e+08
83  22  9.9341e+07
83  23  1.10176e+08
83  24  1.426e+08
83  25  1.1845e+08
83  26  1.04863e+08
83  27  1.43909e+08
83  28  1.02614e+08
83  29  1.33316e+08
83  30  1.13565e+08
84  0  1.19756e+08
84  1  9.60855e+07
84  2  8.46706e+07
84  3  1.20558e+08
84  4  9.96737e+07
84  5  1.16155e+08
84  6  1.1207e+08
84  7  9.85101e+07
84  8  8.01433e+07
84  9  1.38595e+08
84  10  3.75783e+07
84  11  1.14561e+08
84  12  1.43784e+08
84  13  1.11489e+08
84  14  1.34576e+08
84  15  1.38059e+08
84  16  1.1925e+08
84  17  1.47238e+08
84  18  1.18907e+08
84  19  1.47311e+08
84  20  1.04216e+08
84  21  1.1478e+08
84  22  1.11149e+08
84  23  7.14646e+07
84  24  1.00232e+08
84  25  1.35015e+08
84  26  1.1117e+08
84  27  1.27822e+08
84  28  1.42681e+08
84  29  1.045e+08
84  30  1.22082e+08
85  0  1.43814e+08
85  1  8.22607e+07
85  2  1.15271e+08
85  3  1.27479e+08
85  4  5.67372e+07
85  5  1.05163e+08
85  6  1.97919e+08
85  7  9.43476e+07
85  8  1.11535e+08
85  9  1.14363e+08
85  10  1.18768e+08
85  11  1.26083e+08
85  12  1.19031e+08
85  13  1.05502e+08
85  14  1.1541e+08
85  15  1.16992e+08
85  16  6.06459e+07
85  17  8.22171e+07
85  18  1.3819e+08
85  19  1.32323e+08
85  20  9.90329e+07
85  21  9.83598e+07
85  22  1.44094e+08
85  23  1.60335e+08
85  24  9.62447e+07
85  25  1.31392e+08
85  26  1.4548e+08
85  27  5.38051e+07
85  28  1.02909e+08
85  29  1.25627e+08
85  30  1.25063e+08
86  0  8.87498e+07
86  1  7.95689e+07
86  2  1.11923e+08
86  3  1.03178e+08
86  4  9.75585e+07
86  5  1.33076e+08
86  6  1.16713e+08
86  7  9.34566e+07
86  8  1.1468e+08
86  9  1.12393e+08
86  10  9.5444e+07
86  11  8.58496e+07
86  12  1.20733e+08
86  13  8.67901e+07
86  14  1.11912e+08
86  15  9.83647e+07
86  16  1.49982e+08
86  17  1.07135e+08
86  18  7.31478e+07
86  19  8.60108e+07
86  20  1.00354e+08
86  21  1.2899e+08
86  22  1.13087e+08
86  23  8.48968e+07
86  24  9.79654e+07
86  25  1.53062e+08
86  26  1.33359e+08
86  27  1.18549e+08
86  28  1.49186e+08
86  29  1.42056e+08
86  30  1.76108e+08

