row  column  (image_36_a.edf Fe-K*image_36_a.edf Ar-K**2.3)
37  11  2.37607e+08
37  12  2.34734e+08
37  13  3.15773e+08
37  14  2.75483e+08
37  15  2.66337e+08
37  16  2.97807e+08
37  17  3.3839e+08
37  18  2.7612e+08
37  19  3.36231e+08
37  20  2.87185e+08
37  21  2.77061e+08
37  22  2.73361e+08
37  23  2.49895e+08
37  24  2.41198e+08
37  25  2.25052e+08
37  26  2.56125e+08
37  27  2.39335e+08
37  28  2.22307e+08
37  29  2.99502e+08
37  30  2.68809e+08
38  0  3.25705e+08
38  1  3.10897e+08
38  2  2.8412e+08
38  3  2.50693e+08
38  4  2.70247e+08
38  5  2.39665e+08
38  6  2.59394e+08
38  7  2.80978e+08
38  8  2.36035e+08
38  9  2.21115e+08
38  10  2.0408e+08
38  11  2.99892e+08
38  12  2.47239e+08
38  13  2.41894e+08
38  14  2.77425e+08
38  15  2.9254e+08
38  16  2.813e+08
38  17  3.27918e+08
38  18  3.06671e+08
38  19  2.55057e+08
38  20  2.78666e+08
38  21  2.85599e+08
38  22  2.70238e+08
38  23  3.03558e+08
38  24  2.71255e+08
38  25  2.17871e+08
38  26  2.71347e+08
38  27  2.07876e+08
38  28  2.56118e+08
38  29  2.77005e+08
38  30  2.77698e+08
39  0  2.52907e+08
39  1  2.62183e+08
39  2  3.10087e+08
39  3  2.17276e+08
39  4  2.80695e+08
39  5  2.50707e+08
39  6  2.95235e+08
39  7  2.71383e+08
39  8  2.30967e+08
39  9  2.18373e+08
39  10  2.77594e+08
39  11  2.22966e+08
39  12  2.29308e+08
39  13  2.63616e+08
39  14  3.00503e+08
39  15  2.67461e+08
39  16  2.60179e+08
39  17  2.98073e+08
39  18  3.17998e+08
39  19  2.91658e+08
39  20  2.78554e+08
39  21  2.30515e+08
39  22  2.28108e+08
39  23  2.82301e+08
39  24  2.87401e+08
39  25  2.50652e+08
39  26  2.29785e+08
39  27  2.40577e+08
39  28  2.59856e+08
39  29  2.55981e+08
39  30  3.42079e+08
40  0  2.88129e+08
40  1  2.69374e+08
40  2  2.69384e+08
40  3  2.92401e+08
40  4  2.97601e+08
40  5  2.56067e+08
40  6  2.91966e+08
40  7  3.12584e+08
40  8  2.17974e+08
40  9  2.70219e+08
40  10  2.65926e+08
40  11  2.89402e+08
40  12  1.97018e+08
40  13  2.7337e+08
40  14  2.36901e+08
40  15  2.46799e+08
40  16  2.22912e+08
40  17  2.85024e+08
40  18  4.23616e+08
40  19  3.3167e+08
40  20  2.6117e+08
40  21  2.29869e+08
40  22  3.0196e+08
40  23  2.56152e+08
40  24  2.62561e+08
40  25  2.51277e+08
40  26  2.74175e+08
40  27  2.43959e+08
40  28  2.38847e+08
40  29  2.81519e+08
40  30  3.13388e+08
41  0  2.68873e+08
41  1  3.37882e+08
41  2  3.03716e+08
41  3  2.50511e+08
41  4  2.54106e+08
41  5  2.1879e+08
41  6  2.82941e+08
41  7  2.55446e+08
41  8  2.59208e+08
41  9  2.11127e+08
41  10  2.40134e+08
41  11  2.6097e+08
41  12  2.63653e+08
41  13  2.53152e+08
41  14  2.28293e+08
41  15  2.64482e+08
41  16  2.2614e+08
41  17  3.35388e+08
41  18  4.26404e+08
41  19  3.3918e+08
41  20  3.71741e+08
41  21  2.64865e+08
41  22  2.43168e+08
41  23  3.0718e+08
41  24  2.87576e+08
41  25  2.90553e+08
41  26  2.46716e+08
41  27  2.84668e+08
41  28  2.88322e+08
41  29  3.13056e+08
41  30  2.69108e+08
42  0  3.14082e+08
42  1  3.74335e+08
42  2  3.27485e+08
42  3  2.42392e+08
42  4  2.84232e+08
42  5  2.38697e+08
42  6  2.25314e+08
42  7  2.76769e+08
42  8  2.3892e+08
42  9  2.88097e+08
42  10  2.86344e+08
42  11  2.92309e+08
42  12  2.48897e+08
42  13  1.94271e+08
42  14  2.72771e+08
42  15  2.87741e+08
42  16  3.00167e+08
42  17  4.15563e+08
42  18  4.94487e+08
42  19  3.89011e+08
42  20  4.63936e+08
42  21  2.88043e+08
42  22  2.792e+08
42  23  2.76996e+08
42  24  2.78691e+08
42  25  2.54951e+08
42  26  2.25374e+08
42  27  2.41439e+08
42  28  2.5824e+08
42  29  2.71999e+08
42  30  2.81155e+08
43  0  2.8439e+08
43  1  3.36707e+08
43  2  2.70455e+08
43  3  2.84653e+08
43  4  2.19227e+08
43  5  2.21232e+08
43  6  3.0299e+08
43  7  2.70417e+08
43  8  2.81101e+08
43  9  2.94264e+08
43  10  2.44517e+08
43  11  2.46111e+08
43  12  2.59043e+08
43  13  2.76059e+08
43  14  2.74321e+08
43  15  2.89119e+08
43  16  3.23664e+08
43  17  3.94786e+08
43  18  5.1806e+08
43  19  4.51134e+08
43  20  3.94867e+08
43  21  2.68746e+08
43  22  2.87102e+08
43  23  2.72537e+08
43  24  2.94809e+08
43  25  2.52749e+08
43  26  2.77677e+08
43  27  2.73823e+08
43  28  2.75347e+08
43  29  2.92545e+08
43  30  2.82773e+08
44  0  2.90922e+08
44  1  4.0671e+08
44  2  3.97055e+08
44  3  2.50476e+08
44  4  2.7662e+08
44  5  3.04263e+08
44  6  2.28576e+08
44  7  3.18491e+08
44  8  2.79034e+08
44  9  2.25431e+08
44  10  2.33701e+08
44  11  2.56095e+08
44  12  2.4145e+08
44  13  2.88782e+08
44  14  2.23094e+08
44  15  3.07446e+08
44  16  2.57202e+08
44  17  4.30954e+08
44  18  4.55551e+08
44  19  6.71312e+08
44  20  4.67012e+08
44  21  3.03322e+08
44  22  2.79136e+08
44  23  2.92353e+08
44  24  2.6066e+08
44  25  2.74206e+08
44  26  2.59749e+08
44  27  2.7913e+08
44  28  2.87876e+08
44  29  2.95917e+08
44  30  3.12826e+08
45  0  3.28407e+08
45  1  3.69966e+08
45  2  3.41326e+08
45  3  2.34808e+08
45  4  2.68087e+08
45  5  2.26959e+08
45  6  3.06499e+08
45  7  3.20549e+08
45  8  2.8875e+08
45  9  2.75304e+08
45  10  2.66513e+08
45  11  2.36994e+08
45  12  2.66687e+08
45  13  2.99512e+08
45  14  2.85344e+08
45  15  2.57608e+08
45  16  3.42064e+08
45  17  3.30831e+08
45  18  4.85152e+08
45  19  6.8285e+08
45  20  5.68796e+08
45  21  3.09535e+08
45  22  2.75869e+08
45  23  2.9932e+08
45  24  2.62603e+08
45  25  2.58621e+08
45  26  2.66078e+08
45  27  2.23829e+08
45  28  2.45122e+08
45  29  3.116e+08
45  30  2.44186e+08
46  0  3.46981e+08
46  1  3.53099e+08
46  2  3.30652e+08
46  3  2.47972e+08
46  4  3.26532e+08
46  5  2.82701e+08
46  6  2.9592e+08
46  7  2.94804e+08
46  8  2.87012e+08
46  9  2.8905e+08
46  10  2.7772e+08
46  11  2.35803e+08
46  12  2.68698e+08
46  13  3.0944e+08
46  14  2.81621e+08
46  15  2.72276e+08
46  16  2.82063e+08
46  17  3.03532e+08
46  18  3.95854e+08
46  19  7.98066e+08
46  20  6.42005e+08
46  21  3.00388e+08
46  22  2.84103e+08
46  23  3.10352e+08
46  24  2.59423e+08
46  25  2.55873e+08
46  26  2.91821e+08
46  27  2.71028e+08
46  28  2.63124e+08
46  29  2.87043e+08
46  30  3.46272e+08
47  0  3.34432e+08
47  1  3.72499e+08
47  2  3.01791e+08
47  3  2.69142e+08
47  4  3.21908e+08
47  5  3.06109e+08
47  6  2.78229e+08
47  7  3.04947e+08
47  8  2.8355e+08
47  9  2.53459e+08
47  10  2.61697e+08
47  11  2.21302e+08
47  12  2.74136e+08
47  13  2.93546e+08
47  14  2.75555e+08
47  15  2.96197e+08
47  16  2.92104e+08
47  17  3.15692e+08
47  18  4.84975e+08
47  19  9.49502e+08
47  20  9.2237e+08
47  21  3.4832e+08
47  22  2.33993e+08
47  23  3.3669e+08
47  24  2.68067e+08
47  25  3.01009e+08
47  26  2.40838e+08
47  27  2.68021e+08
47  28  2.65407e+08
47  29  2.99758e+08
47  30  3.32825e+08
48  0  3.23313e+08
48  1  3.43291e+08
48  2  3.25976e+08
48  3  3.14845e+08
48  4  2.59694e+08
48  5  3.16159e+08
48  6  2.89646e+08
48  7  3.21599e+08
48  8  3.01127e+08
48  9  2.80416e+08
48  10  2.79042e+08
48  11  3.08884e+08
48  12  2.89343e+08
48  13  2.8307e+08
48  14  2.77442e+08
48  15  2.90844e+08
48  16  3.07595e+08
48  17  3.47269e+08
48  18  4.1305e+08
48  19  9.94572e+08
48  20  1.30765e+09
48  21  3.3416e+08
48  22  3.21313e+08
48  23  2.86867e+08
48  24  2.88028e+08
48  25  2.85483e+08
48  26  2.68782e+08
48  27  2.86668e+08
48  28  2.69465e+08
48  29  2.94918e+08
48  30  2.68865e+08
49  0  3.25602e+08
49  1  3.32889e+08
49  2  3.45433e+08
49  3  3.04012e+08
49  4  2.75121e+08
49  5  3.3493e+08
49  6  2.7953e+08
49  7  3.31945e+08
49  8  3.76903e+08
49  9  3.2599e+08
49  10  2.61807e+08
49  11  3.11485e+08
49  12  3.21852e+08
49  13  2.76081e+08
49  14  2.82047e+08
49  15  3.1499e+08
49  16  2.97887e+08
49  17  3.81302e+08
49  18  4.22766e+08
49  19  6.01643e+08
49  20  2.17672e+09
49  21  4.25732e+08
49  22  3.32999e+08
49  23  3.77271e+08
49  24  2.82471e+08
49  25  2.52254e+08
49  26  2.97902e+08
49  27  2.92488e+08
49  28  2.82411e+08
49  29  2.40034e+08
49  30  2.96844e+08
50  0  3.19676e+08
50  1  3.1645e+08
50  2  3.39222e+08
50  3  3.18853e+08
50  4  3.5091e+08
50  5  2.7188e+08
50  6  3.12609e+08
50  7  3.62759e+08
50  8  3.20512e+08
50  9  3.18896e+08
50  10  2.85634e+08
50  11  3.2229e+08
50  12  3.62736e+08
50  13  2.89731e+08
50  14  4.35791e+08
50  15  3.26259e+08
50  16  3.71614e+08
50  17  4.38758e+08
50  18  5.33104e+08
50  19  1.83762e+09
50  20  2.2024e+09
50  21  4.82477e+08
50  22  4.0722e+08
50  23  3.93083e+08
50  24  2.99762e+08
50  25  3.12975e+08
50  26  2.79384e+08
50  27  2.17809e+08
50  28  2.58616e+08
50  29  2.47509e+08
50  30  3.51597e+08
51  0  3.48751e+08
51  1  3.55213e+08
51  2  2.9056e+08
51  3  3.64285e+08
51  4  3.01995e+08
51  5  3.08839e+08
51  6  2.97049e+08
51  7  3.43155e+08
51  8  3.93856e+08
51  9  3.66311e+08
51  10  3.0587e+08
51  11  3.27655e+08
51  12  3.0563e+08
51  13  3.1556e+08
51  14  3.13655e+08
51  15  3.23864e+08
51  16  3.61605e+08
51  17  4.79101e+08
51  18  4.89264e+08
51  19  1.52229e+09
51  20  1.04198e+09
51  21  4.0289e+08
51  22  3.71843e+08
51  23  3.91873e+08
51  24  2.96833e+08
51  25  2.97121e+08
51  26  3.07041e+08
51  27  3.22179e+08
51  28  3.22296e+08
51  29  2.50484e+08
51  30  3.32501e+08
52  0  3.82794e+08
52  1  3.74331e+08
52  2  3.2423e+08
52  3  3.16611e+08
52  4  3.32432e+08
52  5  3.26388e+08
52  6  3.28565e+08
52  7  3.41084e+08
52  8  3.84936e+08
52  9  4.20904e+08
52  10  3.80518e+08
52  11  3.53333e+08
52  12  3.30209e+08
52  13  3.18385e+08
52  14  3.11553e+08
52  15  3.86231e+08
52  16  3.54385e+08
52  17  4.13311e+08
52  18  4.01977e+08
52  19  4.5928e+08
52  20  1.61259e+09
52  21  5.2384e+08
52  22  4.14091e+08
52  23  3.2677e+08
52  24  3.55823e+08
52  25  3.03667e+08
52  26  3.29294e+08
52  27  2.82434e+08
52  28  3.44033e+08
52  29  3.21565e+08
52  30  3.00198e+08
53  0  3.4281e+08
53  1  3.64474e+08
53  2  3.55964e+08
53  3  3.11331e+08
53  4  3.57825e+08
53  5  3.39326e+08
53  6  3.70106e+08
53  7  3.50029e+08
53  8  4.1929e+08
53  9  3.64302e+08
53  10  3.63181e+08
53  11  3.32979e+08
53  12  3.37679e+08
53  13  3.21572e+08
53  14  3.53605e+08
53  15  2.99066e+08
53  16  3.28763e+08
53  17  3.54311e+08
53  18  3.83579e+08
53  19  5.25235e+08
53  20  1.13969e+09
53  21  4.24824e+08
53  22  3.65631e+08
53  23  3.65261e+08
53  24  3.04487e+08
53  25  2.76117e+08
53  26  3.35891e+08
53  27  3.49777e+08
53  28  2.76123e+08
53  29  2.97318e+08
53  30  3.24077e+08
54  0  4.56044e+08
54  1  3.86243e+08
54  2  3.52866e+08
54  3  4.05002e+08
54  4  3.41826e+08
54  5  3.71857e+08
54  6  3.63155e+08
54  7  4.76189e+08
54  8  4.40887e+08
54  9  4.00846e+08
54  10  3.99983e+08
54  11  3.38872e+08
54  12  4.04257e+08
54  13  2.9737e+08
54  14  3.07025e+08
54  15  3.43284e+08
54  16  3.54893e+08
54  17  4.00658e+08
54  18  3.52244e+08
54  19  4.24669e+08
54  20  9.01587e+08
54  21  4.42633e+08
54  22  3.382e+08
54  23  3.21371e+08
54  24  3.2849e+08
54  25  3.19059e+08
54  26  3.42124e+08
54  27  3.23089e+08
54  28  3.46121e+08
54  29  3.32566e+08
54  30  3.42228e+08
55  0  4.23727e+08
55  1  4.46242e+08
55  2  4.33885e+08
55  3  4.43049e+08
55  4  4.46515e+08
55  5  3.73219e+08
55  6  4.20138e+08
55  7  4.25035e+08
55  8  3.969e+08
55  9  4.38926e+08
55  10  4.15909e+08
55  11  3.98468e+08
55  12  4.2163e+08
55  13  3.84896e+08
55  14  3.74359e+08
55  15  3.83171e+08
55  16  3.59657e+08
55  17  4.38131e+08
55  18  4.03836e+08
55  19  6.08673e+08
55  20  6.61713e+08
55  21  3.22347e+08
55  22  3.22049e+08
55  23  3.54013e+08
55  24  2.77878e+08
55  25  2.55912e+08
55  26  3.95464e+08
55  27  3.34749e+08
55  28  3.00595e+08
55  29  3.22115e+08
55  30  3.9692e+08
56  0  4.11803e+08
56  1  4.22071e+08
56  2  4.13274e+08
56  3  5.45228e+08
56  4  4.67472e+08
56  5  4.00262e+08
56  6  4.23665e+08
56  7  4.71396e+08
56  8  4.86102e+08
56  9  4.36236e+08
56  10  4.54698e+08
56  11  4.24166e+08
56  12  4.6392e+08
56  13  4.10333e+08
56  14  3.80059e+08
56  15  3.7313e+08
56  16  3.74235e+08
56  17  3.68285e+08
56  18  3.8614e+08
56  19  4.95592e+08
56  20  5.30877e+08
56  21  4.30671e+08
56  22  3.71712e+08
56  23  3.07175e+08
56  24  3.90114e+08
56  25  3.11982e+08
56  26  4.67109e+08
56  27  4.62723e+08
56  28  3.15014e+08
56  29  3.12765e+08
56  30  2.79465e+08
57  0  3.41518e+08
57  1  3.52806e+08
57  2  4.01903e+08
57  3  4.98885e+08
57  4  5.59878e+08
57  5  4.87149e+08
57  6  4.39292e+08
57  7  4.7428e+08
57  8  4.77309e+08
57  9  4.55281e+08
57  10  3.95821e+08
57  11  4.1822e+08
57  12  3.70844e+08
57  13  3.7335e+08
57  14  3.72185e+08
57  15  3.87008e+08
57  16  3.3028e+08
57  17  3.56699e+08
57  18  3.64266e+08
57  19  4.81117e+08
57  20  5.36233e+08
57  21  3.61809e+08
57  22  3.58865e+08
57  23  3.86306e+08
57  24  3.74238e+08
57  25  3.07456e+08
57  26  3.70358e+08
57  27  3.70234e+08
57  28  3.22372e+08
57  29  3.27743e+08
57  30  3.08808e+08
58  0  3.46891e+08
58  1  4.59056e+08
58  2  4.07302e+08
58  3  5.53621e+08
58  4  5.41655e+08
58  5  5.008e+08
58  6  5.5239e+08
58  7  4.71034e+08
58  8  4.35419e+08
58  9  4.16361e+08
58  10  4.60632e+08
58  11  3.99826e+08
58  12  3.69882e+08
58  13  4.44466e+08
58  14  3.75703e+08
58  15  4.90049e+08
58  16  3.56013e+08
58  17  3.88588e+08
58  18  4.01638e+08
58  19  4.09381e+08
58  20  5.52427e+08
58  21  4.35604e+08
58  22  3.86642e+08
58  23  3.59059e+08
58  24  3.94807e+08
58  25  3.76867e+08
58  26  3.79763e+08
58  27  3.69322e+08
58  28  3.66704e+08
58  29  3.60116e+08
58  30  4.29262e+08
59  0  3.60821e+08
59  1  3.6011e+08
59  2  3.63404e+08
59  3  4.77823e+08
59  4  5.55946e+08
59  5  5.34576e+08
59  6  5.20637e+08
59  7  5.27216e+08
59  8  5.82645e+08
59  9  4.27202e+08
59  10  4.87718e+08
59  11  4.53182e+08
59  12  4.3597e+08
59  13  4.17777e+08
59  14  4.10355e+08
59  15  4.36215e+08
59  16  3.82926e+08
59  17  4.85323e+08
59  18  3.8171e+08
59  19  4.47515e+08
59  20  5.17374e+08
59  21  4.81218e+08
59  22  3.84795e+08
59  23  4.32659e+08
59  24  3.31022e+08
59  25  3.59795e+08
59  26  3.60987e+08
59  27  3.98057e+08
59  28  3.19603e+08
59  29  3.88574e+08
59  30  4.25189e+08
60  0  3.28474e+08
60  1  3.55172e+08
60  2  3.80399e+08
60  3  4.81301e+08
60  4  4.33278e+08
60  5  4.97466e+08
60  6  5.67854e+08
60  7  5.0773e+08
60  8  4.46981e+08
60  9  4.5258e+08
60  10  4.25371e+08
60  11  4.75886e+08
60  12  4.70069e+08
60  13  4.35251e+08
60  14  4.49656e+08
60  15  4.08862e+08
60  16  4.3708e+08
60  17  4.50694e+08
60  18  4.29273e+08
60  19  4.50544e+08
60  20  4.91663e+08
60  21  4.38447e+08
60  22  4.52577e+08
60  23  4.75174e+08
60  24  5.00435e+08
60  25  3.79831e+08
60  26  4.03074e+08
60  27  4.257e+08
60  28  4.23056e+08
60  29  4.67773e+08
60  30  4.976e+08
61  0  3.20459e+08
61  1  3.83117e+08
61  2  3.31503e+08
61  3  4.18099e+08
61  4  5.00967e+08
61  5  5.6747e+08
61  6  5.44132e+08
61  7  4.62992e+08
61  8  4.7525e+08
61  9  4.40653e+08
61  10  4.24072e+08
61  11  4.39015e+08
61  12  4.28242e+08
61  13  4.14434e+08
61  14  5.05334e+08
61  15  5.00244e+08
61  16  4.12764e+08
61  17  4.78072e+08
61  18  4.32314e+08
61  19  4.64773e+08
61  20  5.11291e+08
61  21  6.08555e+08
61  22  5.38021e+08
61  23  4.90359e+08
61  24  4.45846e+08
61  25  4.92764e+08
61  26  4.94824e+08
61  27  4.61117e+08
61  28  4.29095e+08
61  29  4.97653e+08
61  30  5.14978e+08
62  0  3.15228e+08
62  1  3.77671e+08
62  2  3.12659e+08
62  3  3.31578e+08
62  4  4.14251e+08
62  5  4.06052e+08
62  6  4.24881e+08
62  7  4.39766e+08
62  8  4.16061e+08
62  9  3.97927e+08
62  10  4.36527e+08
62  11  4.18321e+08
62  12  3.93884e+08
62  13  4.0347e+08
62  14  4.34171e+08
62  15  5.45931e+08
62  16  4.73662e+08
62  17  4.92592e+08
62  18  5.02428e+08
62  19  4.9814e+08
62  20  5.94948e+08
62  21  7.0102e+08
62  22  6.33583e+08
62  23  5.59947e+08
62  24  6.04603e+08
62  25  5.38353e+08
62  26  5.49345e+08
62  27  5.06137e+08
62  28  5.12174e+08
62  29  5.42859e+08
62  30  6.47125e+08
63  0  3.07955e+08
63  1  2.56365e+08
63  2  2.84836e+08
63  3  3.48248e+08
63  4  4.24605e+08
63  5  3.9875e+08
63  6  4.09297e+08
63  7  3.46221e+08
63  8  3.2718e+08
63  9  3.34487e+08
63  10  3.91413e+08
63  11  3.57138e+08
63  12  4.11075e+08
63  13  4.57113e+08
63  14  4.24373e+08
63  15  4.66965e+08
63  16  4.62946e+08
63  17  4.89602e+08
63  18  5.50807e+08
63  19  6.2206e+08
63  20  7.18723e+08
63  21  6.60487e+08
63  22  6.64682e+08
63  23  6.51504e+08
63  24  6.54548e+08
63  25  6.34842e+08
63  26  6.24482e+08
63  27  6.13992e+08
63  28  5.60338e+08
63  29  7.21403e+08
63  30  7.13273e+08
64  0  2.66797e+08
64  1  3.11236e+08
64  2  2.5243e+08
64  3  3.08944e+08
64  4  3.42937e+08
64  5  3.23116e+08
64  6  2.64538e+08
64  7  3.52392e+08
64  8  3.47964e+08
64  9  3.21102e+08
64  10  3.28894e+08
64  11  3.06848e+08
64  12  3.36239e+08
64  13  3.01863e+08
64  14  3.45873e+08
64  15  4.05498e+08
64  16  3.99583e+08
64  17  5.07135e+08
64  18  5.23014e+08
64  19  6.11118e+08
64  20  7.00142e+08
64  21  8.74941e+08
64  22  7.30525e+08
64  23  8.02333e+08
64  24  6.55362e+08
64  25  6.24171e+08
64  26  7.8939e+08
64  27  5.78006e+08
64  28  6.72822e+08
64  29  7.61277e+08
64  30  7.7694e+08
65  0  2.83221e+08
65  1  2.58147e+08
65  2  2.84898e+08
65  3  2.88673e+08
65  4  4.10762e+08
65  5  2.69435e+08
65  6  3.52691e+08
65  7  3.56747e+08
65  8  2.8619e+08
65  9  3.63493e+08
65  10  3.00363e+08
65  11  2.58875e+08
65  12  3.28639e+08
65  13  2.94279e+08
65  14  3.69703e+08
65  15  4.06417e+08
65  16  4.43836e+08
65  17  4.79683e+08
65  18  5.28829e+08
65  19  6.94912e+08
65  20  7.04882e+08
65  21  6.90638e+08
65  22  8.92989e+08
65  23  8.38212e+08
65  24  8.23364e+08
65  25  7.69326e+08
65  26  8.71212e+08
65  27  8.52711e+08
65  28  8.25614e+08
65  29  7.89539e+08
65  30  8.92442e+08
66  0  2.41661e+08
66  1  2.4872e+08
66  2  2.11253e+08
66  3  2.73125e+08
66  4  3.91904e+08
66  5  2.94474e+08
66  6  2.77753e+08
66  7  3.80434e+08
66  8  2.76073e+08
66  9  2.82566e+08
66  10  4.20107e+08
66  11  3.18148e+08
66  12  2.32369e+08
66  13  2.99079e+08
66  14  3.34468e+08
66  15  3.15996e+08
66  16  3.26047e+08
66  17  3.73663e+08
66  18  4.19162e+08
66  19  4.70435e+08
66  20  6.28852e+08
66  21  6.37071e+08
66  22  7.10309e+08
66  23  7.61789e+08
66  24  7.37981e+08
66  25  7.71422e+08
66  26  8.49353e+08
66  27  8.06265e+08
66  28  8.15824e+08
66  29  8.1807e+08
66  30  9.21807e+08
67  0  2.64646e+08
67  1  2.27925e+08
67  2  2.42624e+08
67  3  2.40015e+08
67  4  3.81968e+08
67  5  2.63293e+08
67  6  2.59245e+08
67  7  3.53765e+08
67  8  2.85408e+08
67  9  3.35262e+08
67  10  3.82875e+08
67  11  3.04251e+08
67  12  2.40504e+08
67  13  3.03282e+08
67  14  2.6918e+08
67  15  2.58591e+08
67  16  2.81284e+08
67  17  4.05433e+08
67  18  4.02587e+08
67  19  3.9511e+08
67  20  5.67138e+08
67  21  5.79458e+08
67  22  5.98264e+08
67  23  6.83209e+08
67  24  7.31833e+08
67  25  8.02291e+08
67  26  8.125e+08
67  27  7.43833e+08
67  28  8.6623e+08
67  29  8.68092e+08
67  30  8.59119e+08
68  0  2.86104e+08
68  1  2.55581e+08
68  2  1.86114e+08
68  3  2.37596e+08
68  4  3.1609e+08
68  5  3.62198e+08
68  6  2.58955e+08
68  7  3.64722e+08
68  8  2.49165e+08
68  9  3.18463e+08
68  10  4.8514e+08
68  11  3.07657e+08
68  12  2.85248e+08
68  13  3.28577e+08
68  14  3.10812e+08
68  15  2.20243e+08
68  16  2.85196e+08
68  17  3.0981e+08
68  18  3.14033e+08
68  19  3.81133e+08
68  20  4.21228e+08
68  21  4.55409e+08
68  22  4.90419e+08
68  23  5.50917e+08
68  24  6.73606e+08
68  25  6.47617e+08
68  26  7.68171e+08
68  27  7.02093e+08
68  28  7.99226e+08
68  29  8.45885e+08
68  30  7.48947e+08
69  0  1.97622e+08
69  1  2.24985e+08
69  2  2.61221e+08
69  3  2.60313e+08
69  4  3.24454e+08
69  5  2.50349e+08
69  6  2.86252e+08
69  7  4.12408e+08
69  8  2.86042e+08
69  9  2.86678e+08
69  10  5.41693e+08
69  11  2.51399e+08
69  12  3.1177e+08
69  13  2.73503e+08
69  14  2.40682e+08
69  15  2.64598e+08
69  16  2.42888e+08
69  17  3.27332e+08
69  18  3.4878e+08
69  19  3.51735e+08
69  20  3.66408e+08
69  21  4.2751e+08
69  22  4.94037e+08
69  23  4.73525e+08
69  24  4.81872e+08
69  25  6.8739e+08
69  26  6.68316e+08
69  27  7.94367e+08
69  28  7.93313e+08
69  29  8.22458e+08
69  30  5.98011e+08
70  0  2.52907e+08
70  1  2.26597e+08
70  2  2.84526e+08
70  3  2.15944e+08
70  4  2.4582e+08
70  5  3.02385e+08
70  6  2.27956e+08
70  7  4.13452e+08
70  8  2.91334e+08
70  9  3.33645e+08
70  10  6.30811e+08
70  11  3.02526e+08
70  12  3.02203e+08
70  13  2.2852e+08
70  14  2.54206e+08
70  15  2.38338e+08
70  16  2.6128e+08
70  17  2.85429e+08
70  18  2.57773e+08
70  19  3.38155e+08
70  20  3.61485e+08
70  21  4.28946e+08
70  22  3.90028e+08
70  23  3.80675e+08
70  24  4.62851e+08
70  25  5.07406e+08
70  26  6.7021e+08
70  27  7.29067e+08
70  28  6.69546e+08
70  29  7.58768e+08
70  30  5.46299e+08
71  0  2.10671e+08
71  1  2.14958e+08
71  2  2.16953e+08
71  3  2.58392e+08
71  4  2.80501e+08
71  5  2.46759e+08
71  6  3.19345e+08
71  7  5.95946e+08
71  8  3.27672e+08
71  9  2.69677e+08
71  10  8.77677e+08
71  11  2.84131e+08
71  12  2.30028e+08
71  13  2.6645e+08
71  14  2.41206e+08
71  15  2.58971e+08
71  16  2.58346e+08
71  17  2.29011e+08
71  18  2.56824e+08
71  19  3.04245e+08
71  20  3.44399e+08
71  21  3.36374e+08
71  22  3.90943e+08
71  23  3.91919e+08
71  24  4.01405e+08
71  25  5.14577e+08
71  26  7.01559e+08
71  27  7.10637e+08
71  28  7.63377e+08
71  29  8.0072e+08
71  30  5.48215e+08
72  0  1.87479e+08
72  1  1.95091e+08
72  2  2.53031e+08
72  3  2.48565e+08
72  4  2.19838e+08
72  5  2.77972e+08
72  6  3.17651e+08
72  7  6.865e+08
72  8  3.42578e+08
72  9  3.29601e+08
72  10  8.97048e+08
72  11  3.71882e+08
72  12  2.92447e+08
72  13  2.88031e+08
72  14  2.55996e+08
72  15  2.41996e+08
72  16  2.86496e+08
72  17  2.51264e+08
72  18  2.53657e+08
72  19  2.48898e+08
72  20  3.26676e+08
72  21  3.3528e+08
72  22  2.82111e+08
72  23  3.34635e+08
72  24  3.77527e+08
72  25  3.99725e+08
72  26  4.42236e+08
72  27  6.25326e+08
72  28  6.8382e+08
72  29  7.69272e+08
72  30  6.12709e+08
73  0  2.45138e+08
73  1  2.58268e+08
73  2  2.23064e+08
73  3  2.23295e+08
73  4  2.95094e+08
73  5  3.06402e+08
73  6  3.08643e+08
73  7  7.16523e+08
73  8  3.37964e+08
73  9  2.96172e+08
73  10  6.41613e+08
73  11  3.62584e+08
73  12  2.41082e+08
73  13  1.91046e+08
73  14  2.69489e+08
73  15  2.10493e+08
73  16  2.46745e+08
73  17  2.20913e+08
73  18  2.21173e+08
73  19  3.07478e+08
73  20  3.38698e+08
73  21  2.67621e+08
73  22  2.72139e+08
73  23  3.36066e+08
73  24  3.15699e+08
73  25  3.69334e+08
73  26  4.07729e+08
73  27  5.62719e+08
73  28  5.45082e+08
73  29  6.12648e+08
73  30  5.46281e+08
74  0  2.48983e+08
74  1  2.21e+08
74  2  2.39843e+08
74  3  2.74019e+08
74  4  3.18385e+08
74  5  2.98019e+08
74  6  3.69375e+08
74  7  6.62377e+08
74  8  3.14295e+08
74  9  2.558e+08
74  10  5.48445e+08
74  11  2.86614e+08
74  12  2.81019e+08
74  13  2.61225e+08
74  14  2.32788e+08
74  15  2.57396e+08
74  16  2.76825e+08
74  17  2.05247e+08
74  18  2.07158e+08
74  19  3.21134e+08
74  20  2.92009e+08
74  21  2.83489e+08
74  22  3.05778e+08
74  23  3.97065e+08
74  24  3.36081e+08
74  25  3.689e+08
74  26  3.34984e+08
74  27  4.9215e+08
