row  column  (image_36_a.edf Fe-K*image_36_a.edf Ar-K**2.3)
17  22  2.22057e+08
17  23  2.90979e+08
17  24  2.30617e+08
17  25  1.98686e+08
17  26  1.92282e+08
17  27  2.12513e+08
17  28  2.62149e+08
17  29  3.85813e+08
17  30  2.42106e+08
18  0  2.31801e+08
18  1  1.97739e+08
18  2  1.99552e+08
18  3  1.94973e+08
18  4  1.64603e+08
18  5  1.70039e+08
18  6  2.06468e+08
18  7  1.91169e+08
18  8  2.2961e+08
18  9  2.09754e+08
18  10  2.3486e+08
18  11  2.06124e+08
18  12  2.22835e+08
18  13  2.52659e+08
18  14  2.69305e+08
18  15  2.20708e+08
18  16  2.81117e+08
18  17  2.60677e+08
18  18  2.37636e+08
18  19  2.6131e+08
18  20  2.28561e+08
18  21  2.26815e+08
18  22  2.28271e+08
18  23  2.5389e+08
18  24  2.2692e+08
18  25  2.04928e+08
18  26  2.07405e+08
18  27  2.62566e+08
18  28  2.9986e+08
18  29  3.17441e+08
18  30  2.48747e+08
19  0  2.20594e+08
19  1  1.64489e+08
19  2  2.23855e+08
19  3  2.35e+08
19  4  1.88345e+08
19  5  1.75423e+08
19  6  2.37263e+08
19  7  2.0635e+08
19  8  2.12362e+08
19  9  1.91707e+08
19  10  2.22899e+08
19  11  2.34685e+08
19  12  2.29341e+08
19  13  2.48958e+08
19  14  2.15815e+08
19  15  2.78536e+08
19  16  1.90323e+08
19  17  2.62553e+08
19  18  2.7329e+08
19  19  2.40543e+08
19  20  2.0235e+08
19  21  2.25652e+08
19  22  2.0183e+08
19  23  2.7812e+08
19  24  2.47001e+08
19  25  2.4463e+08
19  26  2.19737e+08
19  27  2.4269e+08
19  28  2.512e+08
19  29  2.99798e+08
19  30  2.25754e+08
20  0  1.85115e+08
20  1  2.30556e+08
20  2  2.02852e+08
20  3  1.91048e+08
20  4  1.99572e+08
20  5  1.78436e+08
20  6  2.11018e+08
20  7  2.12888e+08
20  8  2.27508e+08
20  9  1.71299e+08
20  10  2.03725e+08
20  11  1.87812e+08
20  12  2.37432e+08
20  13  2.26736e+08
20  14  2.2436e+08
20  15  2.49941e+08
20  16  3.00824e+08
20  17  2.40321e+08
20  18  2.59904e+08
20  19  2.52683e+08
20  20  2.05829e+08
20  21  2.08177e+08
20  22  1.96366e+08
20  23  2.08046e+08
20  24  2.41681e+08
20  25  2.23066e+08
20  26  1.98053e+08
20  27  2.12203e+08
20  28  2.32663e+08
20  29  2.1751e+08
20  30  2.45309e+08
21  0  2.43045e+08
21  1  2.18969e+08
21  2  1.90941e+08
21  3  2.7211e+08
21  4  1.93205e+08
21  5  1.88205e+08
21  6  1.8733e+08
21  7  2.29791e+08
21  8  2.27839e+08
21  9  2.13759e+08
21  10  2.21717e+08
21  11  2.24049e+08
21  12  1.81984e+08
21  13  2.04017e+08
21  14  2.55368e+08
21  15  2.20735e+08
21  16  3.06003e+08
21  17  2.70661e+08
21  18  2.50565e+08
21  19  2.41578e+08
21  20  2.42061e+08
21  21  2.11943e+08
21  22  1.96513e+08
21  23  2.58837e+08
21  24  2.30574e+08
21  25  1.83639e+08
21  26  1.77473e+08
21  27  2.34018e+08
21  28  1.70086e+08
21  29  2.81302e+08
21  30  2.21666e+08
22  0  2.60517e+08
22  1  2.52877e+08
22  2  2.5672e+08
22  3  2.24589e+08
22  4  2.33561e+08
22  5  2.49719e+08
22  6  2.29325e+08
22  7  2.24551e+08
22  8  2.52579e+08
22  9  2.70424e+08
22  10  2.2519e+08
22  11  2.14098e+08
22  12  2.24238e+08
22  13  2.39834e+08
22  14  2.31039e+08
22  15  2.45923e+08
22  16  2.73104e+08
22  17  2.56789e+08
22  18  2.53563e+08
22  19  2.87539e+08
22  20  2.08007e+08
22  21  1.89133e+08
22  22  2.74652e+08
22  23  2.23952e+08
22  24  2.41925e+08
22  25  2.0418e+08
22  26  1.71188e+08
22  27  1.76075e+08
22  28  2.58278e+08
22  29  2.14047e+08
22  30  2.70771e+08
23  0  2.44379e+08
23  1  2.86364e+08
23  2  2.61386e+08
23  3  2.15795e+08
23  4  1.9801e+08
23  5  2.08461e+08
23  6  2.33718e+08
23  7  2.72394e+08
23  8  2.28463e+08
23  9  2.17668e+08
23  10  2.00656e+08
23  11  1.69058e+08
23  12  2.6019e+08
23  13  2.2714e+08
23  14  2.25608e+08
23  15  2.70213e+08
23  16  2.19252e+08
23  17  3.33671e+08
23  18  3.31402e+08
23  19  2.55052e+08
23  20  2.00877e+08
23  21  2.012e+08
23  22  2.46561e+08
23  23  2.39987e+08
23  24  2.25658e+08
23  25  2.32097e+08
23  26  1.95009e+08
23  27  1.82011e+08
23  28  2.13351e+08
23  29  2.19796e+08
23  30  2.46844e+08
24  0  2.61775e+08
24  1  2.53656e+08
24  2  2.71818e+08
24  3  2.41476e+08
24  4  2.36112e+08
24  5  2.153e+08
24  6  2.30442e+08
24  7  2.4017e+08
24  8  2.39997e+08
24  9  2.36606e+08
24  10  2.33624e+08
24  11  2.30903e+08
24  12  2.54096e+08
24  13  2.45347e+08
24  14  2.66113e+08
24  15  2.97358e+08
24  16  2.45568e+08
24  17  2.38025e+08
24  18  2.49036e+08
24  19  3.16267e+08
24  20  2.65557e+08
24  21  2.18635e+08
24  22  2.0659e+08
24  23  2.39052e+08
24  24  2.69528e+08
24  25  2.0959e+08
24  26  1.84695e+08
24  27  1.88825e+08
24  28  2.37438e+08
24  29  2.43566e+08
24  30  2.61323e+08
25  0  2.34841e+08
25  1  2.65753e+08
25  2  2.96907e+08
25  3  2.34716e+08
25  4  2.15694e+08
25  5  2.09646e+08
25  6  2.29029e+08
25  7  2.26258e+08
25  8  2.05829e+08
25  9  2.39126e+08
25  10  2.19295e+08
25  11  2.48917e+08
25  12  2.74656e+08
25  13  2.60357e+08
25  14  2.49232e+08
25  15  2.61518e+08
25  16  2.6521e+08
25  17  2.88685e+08
25  18  2.9479e+08
25  19  2.05038e+08
25  20  2.8254e+08
25  21  2.10075e+08
25  22  2.39463e+08
25  23  2.51941e+08
25  24  2.36237e+08
25  25  1.9918e+08
25  26  1.64517e+08
25  27  1.90396e+08
25  28  2.18763e+08
25  29  2.5897e+08
25  30  2.6476e+08
26  0  2.37849e+08
26  1  2.65225e+08
26  2  2.31502e+08
26  3  2.53144e+08
26  4  2.4191e+08
26  5  2.0779e+08
26  6  2.31846e+08
26  7  2.15773e+08
26  8  2.18157e+08
26  9  1.98559e+08
26  10  2.50144e+08
26  11  2.36159e+08
26  12  2.51623e+08
26  13  2.63802e+08
26  14  2.59753e+08
26  15  2.60825e+08
26  16  3.27812e+08
26  17  2.24962e+08
26  18  2.40414e+08
26  19  2.42937e+08
26  20  2.37914e+08
26  21  2.41389e+08
26  22  2.33357e+08
26  23  2.25777e+08
26  24  2.44108e+08
26  25  2.37671e+08
26  26  1.81995e+08
26  27  1.82385e+08
26  28  2.57685e+08
26  29  1.90299e+08
26  30  2.77608e+08
27  0  2.54388e+08
27  1  2.82277e+08
27  2  3.26796e+08
27  3  2.70494e+08
27  4  2.49761e+08
27  5  2.35788e+08
27  6  2.61274e+08
27  7  2.49166e+08
27  8  2.1288e+08
27  9  2.44413e+08
27  10  2.36126e+08
27  11  2.40428e+08
27  12  1.99934e+08
27  13  2.76728e+08
27  14  2.62208e+08
27  15  3.03945e+08
27  16  2.49484e+08
27  17  2.7175e+08
27  18  3.19428e+08
27  19  3.04294e+08
27  20  1.77906e+08
27  21  2.33354e+08
27  22  2.14067e+08
27  23  2.31832e+08
27  24  2.80913e+08
27  25  2.20337e+08
27  26  1.90177e+08
27  27  2.28519e+08
27  28  2.48202e+08
27  29  2.44439e+08
27  30  2.58705e+08
28  0  2.86391e+08
28  1  3.27767e+08
28  2  2.79398e+08
28  3  3.10327e+08
28  4  2.16923e+08
28  5  2.74342e+08
28  6  2.61537e+08
28  7  2.88095e+08
28  8  2.26164e+08
28  9  2.454e+08
28  10  2.62126e+08
28  11  2.42083e+08
28  12  2.587e+08
28  13  2.46676e+08
28  14  3.10044e+08
28  15  3.40801e+08
28  16  2.67652e+08
28  17  3.31666e+08
28  18  2.82011e+08
28  19  1.98575e+08
28  20  1.94211e+08
28  21  2.46719e+08
28  22  2.65126e+08
28  23  2.36629e+08
28  24  2.64707e+08
28  25  2.51667e+08
28  26  2.27995e+08
28  27  2.09457e+08
28  28  2.2813e+08
28  29  2.09281e+08
28  30  2.66405e+08
29  0  3.03645e+08
29  1  2.96091e+08
29  2  3.02751e+08
29  3  2.88384e+08
29  4  2.13504e+08
29  5  2.50955e+08
29  6  2.93976e+08
29  7  2.6269e+08
29  8  2.91558e+08
29  9  2.34707e+08
29  10  2.49298e+08
29  11  2.85742e+08
29  12  2.57894e+08
29  13  2.49096e+08
29  14  2.86925e+08
29  15  3.15834e+08
29  16  2.37306e+08
29  17  2.28918e+08
29  18  2.99405e+08
29  19  2.2064e+08
29  20  2.19864e+08
29  21  2.4465e+08
29  22  2.15833e+08
29  23  2.47355e+08
29  24  2.89603e+08
29  25  2.09568e+08
29  26  2.18015e+08
29  27  1.94817e+08
29  28  1.97955e+08
29  29  2.70889e+08
29  30  2.69982e+08
30  0  2.26227e+08
30  1  3.45189e+08
30  2  2.80296e+08
30  3  2.65343e+08
30  4  2.76855e+08
30  5  2.28424e+08
30  6  2.75137e+08
30  7  2.97415e+08
30  8  2.50458e+08
30  9  2.4445e+08
30  10  2.45063e+08
30  11  3.07723e+08
30  12  2.94902e+08
30  13  2.58353e+08
30  14  2.43828e+08
30  15  2.96485e+08
30  16  3.51243e+08
30  17  2.68639e+08
30  18  2.76033e+08
30  19  2.17276e+08
30  20  2.7997e+08
30  21  2.67625e+08
30  22  2.44334e+08
30  23  2.5645e+08
30  24  2.4155e+08
30  25  2.55101e+08
30  26  2.54094e+08
30  27  2.26023e+08
30  28  2.2467e+08
30  29  2.14466e+08
30  30  2.53533e+08
31  0  2.77857e+08
31  1  3.03374e+08
31  2  3.0806e+08
31  3  2.73255e+08
31  4  2.71681e+08
31  5  2.32571e+08
31  6  2.98524e+08
31  7  2.8749e+08
31  8  2.52799e+08
31  9  2.32728e+08
31  10  2.7136e+08
31  11  3.48678e+08
31  12  2.37461e+08
31  13  2.94609e+08
31  14  3.29157e+08
31  15  2.4349e+08
31  16  2.89835e+08
31  17  3.23952e+08
31  18  3.30864e+08
31  19  3.1873e+08
31  20  2.99559e+08
31  21  2.72191e+08
31  22  1.98602e+08
31  23  2.34788e+08
31  24  2.37533e+08
31  25  2.57932e+08
31  26  2.09453e+08
31  27  2.21392e+08
31  28  2.40947e+08
31  29  2.51611e+08
31  30  3.83662e+08
32  0  3.45391e+08
32  1  3.21698e+08
32  2  3.21512e+08
32  3  2.77569e+08
32  4  2.90056e+08
32  5  2.33835e+08
32  6  3.62368e+08
32  7  2.21971e+08
32  8  2.40496e+08
32  9  2.45231e+08
32  10  2.6591e+08
32  11  2.32959e+08
32  12  2.81753e+08
32  13  2.90309e+08
32  14  2.99627e+08
32  15  2.64714e+08
32  16  3.48646e+08
32  17  2.8575e+08
32  18  3.36099e+08
32  19  2.30308e+08
32  20  2.46558e+08
32  21  2.94736e+08
32  22  2.32024e+08
32  23  2.59667e+08
32  24  2.38719e+08
32  25  2.48394e+08
32  26  2.27289e+08
32  27  2.84206e+08
32  28  2.17837e+08
32  29  3.07198e+08
32  30  3.20546e+08
33  0  3.40186e+08
33  1  3.01603e+08
33  2  2.96331e+08
33  3  2.19533e+08
33  4  3.04242e+08
33  5  2.40924e+08
33  6  2.66078e+08
33  7  2.4213e+08
33  8  2.31041e+08
33  9  2.53466e+08
33  10  2.59949e+08
33  11  2.79846e+08
33  12  3.14872e+08
33  13  3.21857e+08
33  14  2.72491e+08
33  15  2.42389e+08
33  16  3.62494e+08
33  17  3.14607e+08
33  18  3.16348e+08
33  19  3.04647e+08
33  20  2.22513e+08
33  21  2.49509e+08
33  22  2.68994e+08
33  23  2.53125e+08
33  24  2.45568e+08
33  25  2.64549e+08
33  26  2.46282e+08
33  27  2.36913e+08
33  28  2.83761e+08
33  29  2.76038e+08
33  30  3.36569e+08
34  0  3.1575e+08
34  1  3.16306e+08
34  2  2.82601e+08
34  3  2.6411e+08
34  4  2.7195e+08
34  5  2.63652e+08
34  6  2.20684e+08
34  7  2.69274e+08
34  8  2.48935e+08
34  9  2.55609e+08
34  10  2.82343e+08
34  11  2.51408e+08
34  12  2.83489e+08
34  13  3.31466e+08
34  14  2.95839e+08
34  15  2.67543e+08
34  16  3.21159e+08
34  17  3.92241e+08
34  18  3.44636e+08
34  19  2.9665e+08
34  20  2.42224e+08
34  21  3.16819e+08
34  22  2.73585e+08
34  23  2.24192e+08
34  24  2.29473e+08
34  25  2.13757e+08
34  26  2.61897e+08
34  27  2.65926e+08
34  28  3.22291e+08
34  29  3.05399e+08
34  30  3.36979e+08
35  0  3.10846e+08
35  1  3.03826e+08
35  2  2.96641e+08
35  3  2.88128e+08
35  4  2.8677e+08
35  5  2.18885e+08
35  6  2.62656e+08
35  7  2.64891e+08
35  8  2.32586e+08
35  9  2.30473e+08
35  10  2.82066e+08
35  11  3.0474e+08
35  12  2.14408e+08
35  13  3.01148e+08
35  14  2.44763e+08
35  15  2.39919e+08
35  16  2.77702e+08
35  17  3.16714e+08
35  18  2.73923e+08
35  19  2.90906e+08
35  20  2.46022e+08
35  21  2.75772e+08
35  22  2.26427e+08
35  23  2.59026e+08
35  24  2.75527e+08
35  25  2.14868e+08
35  26  2.52906e+08
35  27  2.69811e+08
35  28  2.72379e+08
35  29  2.57977e+08
35  30  2.88034e+08
36  0  3.31397e+08
36  1  2.61423e+08
36  2  2.87324e+08
36  3  2.10789e+08
36  4  2.36253e+08
36  5  2.54507e+08
36  6  2.82447e+08
36  7  2.59667e+08
36  8  2.3152e+08
36  9  2.46202e+08
36  10  2.34871e+08
36  11  2.95382e+08
36  12  3.08688e+08
36  13  2.69402e+08
36  14  2.81122e+08
36  15  2.88226e+08
36  16  2.83418e+08
36  17  3.20417e+08
36  18  3.29511e+08
36  19  2.71867e+08
36  20  2.65544e+08
36  21  3.06984e+08
36  22  2.32563e+08
36  23  2.67205e+08
36  24  2.738e+08
36  25  2.37966e+08
36  26  2.66791e+08
36  27  2.12196e+08
36  28  2.4096e+08
36  29  2.82794e+08
36  30  2.63367e+08
37  0  2.83358e+08
37  1  2.89581e+08
37  2  3.05846e+08
37  3  2.50696e+08
37  4  2.99462e+08
37  5  2.78344e+08
37  6  2.43636e+08
37  7  2.57811e+08
37  8  2.27394e+08
37  9  2.4533e+08
37  10  2.1273e+08
