row  column  (image_36_a.edf Zn-K*image_36_a.edf Ar-K**2.3)
37  29  7.80926e+07
37  30  1.35924e+08
38  0  1.31142e+08
38  1  1.22752e+08
38  2  1.52475e+08
38  3  1.21795e+08
38  4  9.15845e+07
38  5  1.58194e+08
38  6  8.03734e+07
38  7  1.21453e+08
38  8  1.30029e+08
38  9  1.05166e+08
38  10  1.42574e+08
38  11  1.13575e+08
38  12  1.25877e+08
38  13  9.22858e+07
38  14  1.06135e+08
38  15  1.65895e+08
38  16  1.54372e+08
38  17  9.11619e+07
38  18  9.37558e+07
38  19  5.80211e+07
38  20  1.35819e+08
38  21  9.01841e+07
38  22  1.2229e+08
38  23  1.37413e+08
38  24  1.44075e+08
38  25  1.34494e+08
38  26  8.88597e+07
38  27  1.2186e+08
38  28  6.51063e+07
38  29  1.71384e+08
38  30  1.19923e+08
39  0  1.33481e+08
39  1  1.02008e+08
39  2  1.06421e+08
39  3  9.58948e+07
39  4  1.09262e+08
39  5  6.34551e+07
39  6  1.00551e+08
39  7  1.65143e+08
39  8  1.25455e+08
39  9  1.07245e+08
39  10  1.30898e+08
39  11  1.25527e+08
39  12  1.27791e+08
39  13  8.11998e+07
39  14  1.92427e+08
39  15  6.52509e+07
39  16  7.79144e+07
39  17  1.0881e+08
39  18  1.06837e+08
39  19  1.31663e+08
39  20  5.42731e+07
39  21  6.7966e+07
39  22  1.467e+08
39  23  8.52606e+07
39  24  7.7967e+07
39  25  1.69084e+08
39  26  1.00683e+08
39  27  9.39297e+07
39  28  5.46787e+07
39  29  1.4667e+08
39  30  1.06641e+08
40  0  9.02666e+07
40  1  1.16928e+08
40  2  1.2187e+08
40  3  1.34635e+08
40  4  1.0073e+08
40  5  8.88988e+07
40  6  1.00703e+08
40  7  1.09693e+08
40  8  9.24286e+07
40  9  7.51403e+07
40  10  9.52106e+07
40  11  1.25877e+08
40  12  1.40007e+08
40  13  8.86472e+07
40  14  3.95407e+07
40  15  1.52277e+08
40  16  1.41286e+08
40  17  7.55793e+07
40  18  5.56294e+07
40  19  1.06876e+08
40  20  1.03916e+08
40  21  9.22322e+07
40  22  1.29733e+08
40  23  1.23752e+08
40  24  8.39305e+07
40  25  7.42859e+07
40  26  6.48567e+07
40  27  1.20448e+08
40  28  1.16803e+08
40  29  1.14909e+08
40  30  1.45525e+08
41  0  1.02866e+08
41  1  1.43155e+08
41  2  7.54273e+07
41  3  8.57488e+07
41  4  1.06654e+08
41  5  1.53267e+08
41  6  1.2349e+08
41  7  1.03895e+08
41  8  1.05367e+08
41  9  1.28255e+08
41  10  1.25751e+08
41  11  1.01637e+08
41  12  1.34715e+08
41  13  1.20396e+08
41  14  1.35035e+08
41  15  6.8242e+07
41  16  1.15904e+08
41  17  1.07334e+08
41  18  7.92446e+07
41  19  1.17467e+08
41  20  6.3308e+07
41  21  1.25938e+08
41  22  1.22939e+08
41  23  8.43316e+07
41  24  1.01245e+08
41  25  1.22768e+08
41  26  1.39377e+08
41  27  1.86697e+08
41  28  7.12729e+07
41  29  9.09294e+07
41  30  1.30534e+08
42  0  1.63393e+08
42  1  1.43129e+08
42  2  1.05624e+08
42  3  1.04843e+08
42  4  6.76625e+07
42  5  8.23837e+07
42  6  1.07554e+08
42  7  1.20095e+08
42  8  1.55752e+08
42  9  1.63933e+08
42  10  9.3811e+07
42  11  9.13231e+07
42  12  9.25952e+07
42  13  9.53415e+07
42  14  1.2247e+08
42  15  1.13051e+08
42  16  1.03076e+08
42  17  8.87429e+07
42  18  1.12356e+08
42  19  8.66721e+07
42  20  6.52665e+07
42  21  7.92758e+07
42  22  1.33885e+08
42  23  1.29964e+08
42  24  1.38983e+08
42  25  7.64789e+07
42  26  7.70934e+07
42  27  8.0973e+07
42  28  8.89852e+07
42  29  1.05105e+08
42  30  1.02129e+08
43  0  1.32238e+08
43  1  7.51834e+07
43  2  5.06314e+07
43  3  9.057e+07
43  4  9.90833e+07
43  5  7.65981e+07
43  6  8.93103e+07
43  7  5.57784e+07
43  8  6.22084e+07
43  9  7.84029e+07
43  10  9.38394e+07
43  11  1.7916e+08
43  12  7.20184e+07
43  13  6.01518e+07
43  14  8.09578e+07
43  15  8.49084e+07
43  16  1.41592e+08
43  17  5.37547e+07
43  18  5.85593e+07
43  19  1.33365e+08
43  20  1.09988e+08
43  21  8.12346e+07
43  22  1.14437e+08
43  23  6.54078e+07
43  24  4.12841e+07
43  25  9.60849e+07
43  26  1.13777e+08
43  27  1.13479e+08
43  28  1.118e+08
43  29  1.12415e+08
43  30  1.00766e+08
44  0  1.26227e+08
44  1  1.24847e+08
44  2  1.36926e+08
44  3  9.50511e+07
44  4  4.91308e+07
44  5  1.25241e+08
44  6  5.86709e+07
44  7  1.20478e+08
44  8  1.29173e+08
44  9  1.55097e+08
44  10  1.09802e+08
44  11  8.83708e+07
44  12  1.12436e+08
44  13  8.92311e+07
44  14  1.24865e+08
44  15  1.66175e+08
44  16  1.02796e+08
44  17  1.21604e+08
44  18  1.02163e+08
44  19  1.23462e+08
44  20  2.47955e+07
44  21  8.07318e+07
44  22  5.84633e+07
44  23  8.80605e+07
44  24  1.04405e+08
44  25  1.0005e+08
44  26  9.65508e+07
44  27  8.90198e+07
44  28  1.24769e+08
44  29  1.26894e+08
44  30  1.51386e+08
45  0  1.4925e+08
45  1  1.37335e+08
45  2  1.13417e+08
45  3  1.21481e+08
45  4  1.09721e+08
45  5  1.05503e+08
45  6  9.85106e+07
45  7  1.31508e+08
45  8  7.7301e+07
45  9  1.06926e+08
45  10  1.22608e+08
45  11  5.26725e+07
45  12  1.5615e+08
45  13  1.16749e+08
45  14  1.22983e+08
45  15  1.01255e+08
45  16  1.28523e+08
45  17  8.30368e+07
45  18  8.90928e+07
45  19  1.04752e+08
45  20  1.22838e+08
45  21  1.00419e+08
45  22  7.79135e+07
45  23  9.91148e+07
45  24  8.63822e+07
45  25  1.14056e+08
45  26  9.2004e+07
45  27  1.05161e+08
45  28  1.3126e+08
45  29  1.61158e+08
45  30  1.21761e+08
46  0  2.06784e+08
46  1  1.55882e+08
46  2  9.74866e+07
46  3  1.251e+08
46  4  6.28876e+07
46  5  7.77211e+07
46  6  1.15154e+08
46  7  1.33891e+08
46  8  1.06409e+08
46  9  1.18094e+08
46  10  1.62529e+08
46  11  1.08447e+08
46  12  1.49434e+08
46  13  1.34048e+08
46  14  9.14988e+07
46  15  1.4431e+08
46  16  9.59725e+07
46  17  1.62441e+08
46  18  5.77747e+07
46  19  6.58121e+07
46  20  7.24972e+07
46  21  7.80789e+07
46  22  9.98768e+07
46  23  1.03034e+08
46  24  3.63572e+07
46  25  8.84923e+07
46  26  8.26226e+07
46  27  6.28502e+07
46  28  1.42379e+08
46  29  1.11098e+08
46  30  6.00566e+07
47  0  1.88952e+08
47  1  1.08295e+08
47  2  6.63088e+07
47  3  9.29939e+07
47  4  1.3098e+08
47  5  7.09095e+07
47  6  1.51708e+08
47  7  6.42111e+07
47  8  1.23475e+08
47  9  7.30223e+07
47  10  1.09092e+08
47  11  5.28032e+07
47  12  1.28566e+08
47  13  1.18594e+08
47  14  9.63844e+07
47  15  2.19131e+08
47  16  1.07424e+08
47  17  1.12632e+08
47  18  8.38555e+07
47  19  1.21859e+08
47  20  1.28655e+08
47  21  1.23165e+08
47  22  6.03234e+07
47  23  8.65035e+07
47  24  1.28248e+08
47  25  9.74881e+07
47  26  1.631e+08
47  27  1.50332e+08
47  28  7.4884e+07
47  29  8.4321e+07
47  30  5.30097e+07
48  0  1.63553e+08
48  1  1.62512e+08
48  2  1.63277e+08
48  3  4.40083e+07
48  4  1.22406e+08
48  5  9.97056e+07
48  6  1.03106e+08
48  7  1.34003e+08
48  8  1.3697e+08
48  9  1.44816e+08
48  10  1.05635e+08
48  11  1.45271e+08
48  12  1.27587e+08
48  13  1.4018e+08
48  14  1.25917e+08
48  15  1.44623e+08
48  16  1.33778e+08
48  17  9.65217e+07
48  18  1.24875e+08
48  19  4.73347e+07
48  20  1.21875e+08
48  21  1.38285e+08
48  22  1.22269e+08
48  23  1.0239e+08
48  24  1.27287e+08
48  25  8.66526e+07
48  26  1.05169e+08
48  27  8.98589e+07
48  28  1.20255e+08
48  29  9.88104e+07
48  30  1.1075e+08
49  0  8.45718e+07
49  1  1.03767e+08
49  2  8.56542e+07
49  3  1.07177e+08
49  4  5.62274e+07
49  5  9.9633e+07
49  6  1.17957e+08
49  7  1.14517e+08
49  8  1.54153e+08
49  9  1.14607e+08
49  10  1.58127e+08
49  11  9.22554e+07
49  12  9.87279e+07
49  13  1.76954e+08
49  14  9.9948e+07
49  15  1.29502e+08
49  16  6.25556e+07
49  17  1.34111e+08
49  18  1.31618e+08
49  19  1.34851e+08
49  20  1.1399e+08
49  21  1.1631e+08
49  22  1.16562e+08
49  23  6.94514e+07
49  24  7.21574e+07
49  25  1.04281e+08
49  26  1.21753e+08
49  27  1.23656e+08
49  28  1.1093e+08
49  29  6.89699e+07
49  30  1.35083e+08
50  0  1.38033e+08
50  1  1.05145e+08
50  2  1.77458e+08
50  3  1.07543e+08
50  4  1.06806e+08
50  5  1.02812e+08
50  6  9.64531e+07
50  7  1.7487e+08
50  8  1.41599e+08
50  9  1.66332e+08
50  10  1.39698e+08
50  11  1.17119e+08
50  12  1.1668e+08
50  13  1.20747e+08
50  14  1.38902e+08
50  15  9.56793e+07
50  16  1.24529e+08
50  17  1.20464e+08
50  18  1.18528e+08
50  19  9.21231e+07
50  20  7.54644e+07
50  21  1.32661e+08
50  22  9.67402e+07
50  23  1.05675e+08
50  24  1.08313e+08
50  25  1.10166e+08
50  26  1.05457e+08
50  27  1.02765e+08
50  28  4.90672e+07
50  29  1.11058e+08
50  30  1.20751e+08
51  0  1.33233e+08
51  1  1.70743e+08
51  2  1.70814e+08
51  3  9.56329e+07
51  4  8.58114e+07
51  5  1.11019e+08
51  6  8.09199e+07
51  7  1.27909e+08
51  8  1.43104e+08
51  9  1.92874e+08
51  10  1.32964e+08
51  11  1.59483e+08
51  12  1.36754e+08
51  13  1.68672e+08
51  14  1.78237e+08
51  15  1.32519e+08
51  16  9.51831e+07
51  17  9.19969e+07
51  18  7.93265e+07
51  19  1.25602e+08
51  20  1.31788e+08
51  21  4.21126e+07
51  22  1.31671e+08
51  23  1.47069e+08
51  24  7.48448e+07
51  25  1.20927e+08
51  26  1.22029e+08
51  27  1.47352e+08
51  28  1.41917e+08
51  29  1.21878e+08
51  30  9.70806e+07
52  0  1.61099e+08
52  1  2.18376e+08
52  2  1.67502e+08
52  3  9.40058e+07
52  4  1.26913e+08
52  5  1.21215e+08
52  6  1.29608e+08
52  7  1.04669e+08
52  8  1.08955e+08
52  9  1.05433e+08
52  10  1.46901e+08
52  11  1.34309e+08
52  12  1.12101e+08
52  13  1.51756e+08
52  14  1.56376e+08
52  15  1.32478e+08
52  16  1.55753e+08
52  17  1.13199e+08
52  18  1.10809e+08
52  19  1.07926e+08
52  20  1.24649e+08
52  21  1.28652e+08
52  22  9.82895e+07
52  23  1.1034e+08
52  24  1.18293e+08
52  25  9.74596e+07
52  26  8.3741e+07
52  27  9.18227e+07
52  28  1.0229e+08
52  29  1.01468e+08
52  30  1.13786e+08
53  0  2.93291e+08
53  1  2.34464e+08
53  2  1.7525e+08
53  3  1.01024e+08
53  4  8.36963e+07
53  5  1.04399e+08
53  6  1.73385e+08
53  7  1.44397e+08
53  8  1.56343e+08
53  9  1.63388e+08
53  10  1.46833e+08
53  11  1.68251e+08
53  12  1.51483e+08
53  13  1.28538e+08
53  14  1.79252e+08
53  15  1.21942e+08
53  16  1.2644e+08
53  17  9.5301e+07
53  18  9.37198e+07
53  19  1.22542e+08
53  20  1.13831e+08
53  21  4.57604e+07
53  22  1.30945e+08
53  23  1.357e+08
53  24  1.58497e+08
53  25  6.72764e+07
53  26  1.03468e+08
53  27  1.53917e+08
53  28  1.26414e+08
53  29  4.85402e+07
53  30  8.06937e+07
54  0  2.43476e+08
54  1  2.0548e+08
54  2  1.56545e+08
54  3  1.24855e+08
54  4  1.93456e+08
54  5  7.46794e+07
54  6  1.38037e+08
54  7  2.31309e+08
54  8  1.75154e+08
54  9  1.26318e+08
54  10  1.76696e+08
54  11  1.01533e+08
54  12  1.30795e+08
54  13  1.42464e+08
54  14  1.43127e+08
54  15  1.82931e+08
54  16  1.37001e+08
54  17  1.71965e+08
54  18  9.1348e+07
54  19  1.50402e+08
54  20  1.50141e+08
54  21  9.52131e+07
54  22  9.11115e+07
54  23  1.11423e+08
54  24  1.15677e+08
54  25  7.58833e+07
54  26  1.44914e+08
54  27  1.59201e+08
54  28  9.63874e+07
54  29  1.1946e+08
54  30  9.74598e+07
55  0  2.43842e+08
55  1  1.75023e+08
55  2  1.74109e+08
55  3  1.59796e+08
55  4  1.62696e+08
55  5  1.18077e+08
55  6  1.37053e+08
55  7  1.87459e+08
55  8  1.43783e+08
55  9  1.55751e+08
55  10  1.78636e+08
55  11  1.24742e+08
55  12  1.48996e+08
55  13  1.84153e+08
55  14  1.53784e+08
55  15  1.73028e+08
55  16  1.08356e+08
55  17  1.45392e+08
55  18  9.20773e+07
55  19  1.30165e+08
55  20  1.49412e+08
55  21  1.26396e+08
55  22  1.19519e+08
55  23  9.43356e+07
55  24  9.67898e+07
55  25  1.4126e+08
55  26  1.27926e+08
55  27  1.07376e+08
55  28  1.18725e+08
55  29  1.77132e+08
55  30  8.84967e+07
56  0  1.79534e+08
56  1  1.60081e+08
56  2  1.3057e+08
56  3  1.23795e+08
56  4  1.77888e+08
56  5  1.06472e+08
56  6  1.38695e+08
56  7  1.08654e+08
56  8  1.39982e+08
56  9  1.02212e+08
56  10  1.37892e+08
56  11  9.24299e+07
56  12  1.13306e+08
56  13  1.39124e+08
56  14  2.00112e+08
56  15  1.76266e+08
56  16  5.52736e+07
56  17  1.4011e+08
56  18  4.69839e+07
56  19  9.6277e+07
56  20  1.82871e+08
56  21  1.22402e+08
56  22  1.43835e+08
56  23  8.93762e+07
56  24  1.26652e+08
56  25  1.08373e+08
56  26  1.46632e+08
56  27  1.15463e+08
56  28  1.4044e+08
56  29  1.74427e+08
56  30  1.3851e+08
57  0  1.73372e+08
57  1  2.33639e+08
57  2  1.69341e+08
57  3  1.69732e+08
57  4  1.07491e+08
57  5  1.00065e+08
57  6  1.09475e+08
57  7  6.91427e+07
57  8  1.23436e+08
57  9  1.67056e+08
57  10  1.18327e+08
57  11  1.22513e+08
57  12  1.3701e+08
57  13  1.63955e+08
57  14  1.88259e+08
57  15  1.09243e+08
57  16  1.35253e+08
57  17  1.10383e+08
57  18  1.48115e+08
57  19  9.20507e+07
57  20  1.51461e+08
57  21  1.22184e+08
57  22  1.2184e+08
57  23  1.39965e+08
57  24  8.97463e+07
57  25  8.76534e+07
57  26  1.43544e+08
57  27  1.41261e+08
57  28  1.42874e+08
57  29  1.18584e+08
57  30  1.76319e+08
58  0  1.87356e+08
58  1  2.22147e+08
58  2  1.25223e+08
58  3  2.04047e+08
58  4  1.48332e+08
58  5  7.87878e+07
58  6  1.57181e+08
58  7  1.74857e+08
58  8  1.27665e+08
58  9  1.04997e+08
58  10  1.26757e+08
58  11  1.10912e+08
58  12  1.34059e+08
58  13  1.74564e+08
58  14  1.20016e+08
58  15  1.59846e+08
58  16  1.31247e+08
58  17  1.31762e+08
58  18  1.67487e+08
58  19  1.8425e+08
58  20  1.48611e+08
58  21  1.17466e+08
58  22  1.06235e+08
58  23  1.46237e+08
58  24  1.43016e+08
58  25  1.71399e+08
58  26  1.33123e+08
58  27  1.33224e+08
58  28  1.59563e+08
58  29  1.43801e+08
58  30  1.1322e+08
59  0  2.20138e+08
59  1  1.80226e+08
59  2  1.74265e+08
59  3  1.76039e+08
59  4  1.98933e+08
59  5  1.27437e+08
59  6  9.3186e+07
59  7  1.37862e+08
59  8  1.53799e+08
59  9  7.57729e+07
59  10  1.09255e+08
59  11  1.06849e+08
59  12  1.18216e+08
59  13  1.95267e+08
59  14  9.55916e+07
59  15  8.80202e+07
59  16  1.35704e+08
59  17  1.54454e+08
59  18  1.49767e+08
59  19  1.80819e+08
59  20  1.78781e+08
59  21  1.47196e+08
59  22  1.23593e+08
59  23  1.82263e+08
59  24  1.38151e+08
59  25  1.17832e+08
59  26  1.64645e+08
59  27  1.59476e+08
59  28  1.3161e+08
59  29  1.46358e+08
59  30  1.36711e+08
60  0  2.06115e+08
60  1  1.1038e+08
60  2  5.62676e+07
60  3  1.70895e+08
60  4  2.11081e+08
60  5  2.06752e+08
60  6  2.14053e+08
60  7  1.57695e+08
60  8  1.19465e+08
60  9  1.37439e+08
60  10  6.76606e+07
60  11  6.08336e+07
60  12  8.90319e+07
60  13  1.27358e+08
60  14  1.08862e+08
60  15  1.00729e+08
60  16  1.30654e+08
60  17  1.31499e+08
60  18  1.81656e+08
60  19  1.27672e+08
60  20  1.6605e+08
60  21  1.25506e+08
60  22  1.10859e+08
60  23  1.66081e+08
60  24  1.58304e+08
60  25  1.71797e+08
60  26  1.74182e+08
60  27  1.50469e+08
60  28  1.4099e+08
60  29  1.41791e+08
60  30  1.82434e+08
61  0  1.65981e+08
61  1  1.04498e+08
61  2  2.20199e+07
61  3  1.04417e+08
61  4  2.03312e+08
61  5  1.74201e+08
61  6  1.25544e+08
61  7  1.81299e+08
61  8  1.67723e+08
61  9  1.19147e+08
61  10  1.02749e+08
61  11  1.0475e+08
61  12  1.29479e+08
61  13  5.90528e+07
61  14  9.36254e+07
61  15  9.28121e+07
61  16  1.32173e+08
61  17  1.00385e+08
61  18  1.15633e+08
61  19  1.75989e+08
61  20  1.60645e+08
61  21  1.31604e+08
61  22  1.68402e+08
61  23  1.6159e+08
61  24  1.5088e+08
61  25  1.54681e+08
61  26  1.65417e+08
61  27  1.41881e+08
61  28  1.62607e+08
61  29  1.65089e+08
61  30  1.5356e+08
62  0  1.59281e+08
62  1  8.2732e+07
62  2  5.94761e+07
62  3  1.30135e+08
62  4  1.78993e+08
62  5  2.77134e+08
62  6  1.90806e+08
62  7  1.35131e+08
62  8  1.28539e+08
62  9  4.11595e+07
62  10  6.6856e+07
62  11  8.3365e+07
62  12  7.96182e+07
62  13  8.06117e+07
62  14  8.25526e+07
62  15  6.75028e+07
62  16  1.28052e+08
62  17  1.35531e+08
62  18  1.38012e+08
62  19  1.24234e+08
62  20  1.53831e+08
62  21  1.85565e+08
62  22  1.21123e+08
62  23  1.53465e+08
62  24  1.82458e+08
62  25  1.17886e+08
62  26  1.84235e+08
62  27  2.18875e+08
62  28  1.69303e+08
62  29  1.90696e+08
62  30  1.45191e+08
63  0  9.29659e+07
63  1  4.79941e+07
63  2  1.10804e+08
63  3  1.17861e+08
63  4  1.58354e+08
63  5  1.59834e+08
63  6  1.31077e+08
63  7  1.20289e+08
63  8  7.51393e+07
63  9  5.71937e+07
63  10  4.90241e+07
63  11  5.0911e+07
63  12  6.52789e+07
63  13  1.03349e+08
63  14  8.4007e+07
63  15  7.98027e+07
63  16  8.28518e+07
63  17  1.11564e+08
63  18  1.04971e+08
63  19  7.93773e+07
63  20  1.78181e+08
63  21  1.60112e+08
63  22  1.39268e+08
63  23  1.37066e+08
63  24  1.83318e+08
63  25  1.57524e+08
63  26  1.65974e+08
63  27  1.63262e+08
63  28  1.56026e+08
63  29  1.1923e+08
63  30  1.20618e+08
64  0  5.53084e+07
64  1  3.14618e+07
64  2  7.8807e+06
64  3  9.26396e+07
64  4  1.07791e+08
64  5  6.46338e+07
64  6  1.48854e+08
64  7  1.74612e+08
64  8  6.61667e+07
64  9  5.12965e+07
64  10  2.92422e+07
64  11  3.9075e+07
64  12  8.99642e+06
64  13  3.67415e+07
64  14  3.11404e+07
64  15  9.09807e+07
64  16  1.11465e+08
64  17  1.03718e+08
64  18  2.63219e+07
64  19  1.29706e+08
64  20  7.88147e+07
64  21  1.66069e+08
64  22  1.13434e+08
64  23  1.24395e+08
64  24  1.27269e+08
64  25  1.57462e+08
64  26  1.68228e+08
64  27  2.2016e+08
64  28  1.39981e+08
64  29  1.22226e+08
64  30  2.06506e+08
65  0  1.82893e+07
65  1  2.6242e+07
65  2  0
65  3  6.07768e+07
65  4  1.54215e+07
65  5  7.77522e+07
65  6  1.37091e+08
65  7  1.3421e+08
65  8  8.96561e+06
65  9  0
65  10  3.55229e+07
65  11  1.68622e+07
65  12  3.42017e+07
65  13  2.23947e+07
65  14  3.15241e+07
65  15  6.88437e+07
65  16  5.80532e+07
65  17  6.14594e+07
65  18  4.55951e+06
65  19  7.5678e+07
65  20  5.39744e+07
65  21  1.3208e+08
65  22  1.39489e+08
65  23  1.23429e+08
65  24  9.32514e+07
65  25  8.50663e+07
65  26  8.23669e+07
65  27  1.30843e+08
65  28  1.14773e+08
65  29  1.58659e+08
65  30  1.89049e+08
66  0  6.18428e+07
66  1  5.19311e+06
66  2  0
66  3  5.83667e+07
66  4  1.03417e+08
66  5  3.43064e+07
66  6  5.68451e+07
66  7  2.93294e+07
66  8  2.36559e+07
66  9  0
66  10  1.66178e+07
66  11  0
66  12  0
66  13  4.07155e+07
66  14  2.73087e+07
66  15  4.9766e+07
66  16  6.21481e+07
66  17  5.58319e+07
66  18  7.25266e+07
66  19  5.68589e+07
66  20  7.32738e+07
66  21  9.96894e+07
66  22  1.10265e+08
66  23  1.29397e+08
66  24  1.31974e+08
66  25  1.41537e+08
66  26  1.17746e+08
66  27  8.96563e+07
66  28  1.34615e+08
66  29  1.28905e+08
66  30  1.83923e+08
67  0  2.61427e+06
67  1  1.51091e+06
67  2  2.07137e+07
67  3  0
67  4  0
67  5  4.19623e+07
67  6  5.12286e+07
67  7  3.91263e+07
67  8  2.91164e+07
67  9  1.32784e+06
67  10  1.57151e+07
67  11  0
67  12  1.18909e+07
67  13  7.29988e+06
67  14  3.26934e+07
67  15  1.26489e+07
67  16  0
67  17  0
67  18  8.90174e+06
67  19  5.90309e+07
67  20  5.63638e+07
67  21  1.38646e+07
67  22  9.47852e+07
67  23  5.19398e+07
67  24  5.17787e+07
67  25  1.12787e+08
67  26  8.79336e+07
67  27  5.20501e+07
67  28  1.6945e+08
67  29  9.25108e+07
67  30  1.79454e+08
68  0  2.52463e+07
68  1  0
68  2  0
68  3  5.67955e+07
68  4  3.28941e+07
68  5  2.55479e+07
68  6  0
68  7  2.99385e+07
68  8  0
68  9  0
68  10  0
68  11  2.58699e+07
68  12  0
68  13  0
68  14  2.50956e+07
68  15  0
68  16  1.45182e+07
68  17  9.12248e+06
68  18  3.74104e+07
68  19  5.12251e+07
68  20  4.2437e+07
68  21  0
68  22  4.94108e+07
68  23  9.76914e+07
68  24  5.47655e+07
68  25  8.55446e+07
68  26  8.31436e+07
68  27  9.08939e+07
68  28  1.56828e+08
68  29  1.19468e+08
68  30  2.165e+08
69  0  1.39453e+07
69  1  0
69  2  0
69  3  1.49148e+07
69  4  1.8466e+07
69  5  4.00652e+07
69  6  2.61032e+07
69  7  1.42071e+07
69  8  1.59552e+07
69  9  3.12914e+06
69  10  0
69  11  0
69  12  0
69  13  0
69  14  6.47493e+06
69  15  0
69  16  1.04956e+07
69  17  2.33408e+07
69  18  0
69  19  7.92738e+06
69  20  4.06434e+07
69  21  2.82256e+07
69  22  4.96349e+07
69  23  5.70941e+07
69  24  9.56664e+07
69  25  1.11073e+08
69  26  1.1436e+08
69  27  1.66389e+08
69  28  6.63215e+07
69  29  1.1153e+08
69  30  2.99113e+08
70  0  0
70  1  0
70  2  0
70  3  0
70  4  0
70  5  2.93903e+07
70  6  0
70  7  2.97842e+07
70  8  1.23337e+07
70  9  2.27581e+07
70  10  7.69771e+06
70  11  1.96756e+07
70  12  2.34098e+07
70  13  0
70  14  1.47302e+07
70  15  4.54081e+07
70  16  0
70  17  4.38108e+07
70  18  1.08892e+07
70  19  0
70  20  6.129e+06
70  21  3.04945e+07
70  22  2.55455e+07
70  23  8.77595e+07
70  24  7.19315e+07
70  25  1.34332e+08
70  26  7.35519e+07
70  27  7.42513e+07
70  28  1.06726e+08
70  29  1.80513e+08
70  30  2.627e+08
71  0  0
71  1  2.02595e+07
71  2  304546
71  3  0
71  4  0
71  5  0
71  6  5.24011e+07
71  7  1.65872e+07
71  8  0
71  9  5.41512e+07
71  10  0
71  11  0
71  12  0
71  13  0
71  14  1.3402e+07
71  15  6.67724e+06
71  16  8.7209e+07
71  17  3.23611e+07
71  18  3.46147e+07
71  19  3.21212e+07
71  20  1.78296e+07
71  21  1.81837e+07
71  22  2.91122e+07
71  23  4.24969e+07
71  24  5.97002e+07
71  25  1.44275e+07
71  26  1.43747e+08
71  27  1.29251e+08
71  28  8.94343e+07
71  29  1.7792e+08
71  30  2.5005e+08
72  0  0
72  1  3.55422e+07
72  2  2.18252e+07
72  3  0
72  4  2.26513e+07
72  5  2.21507e+07
72  6  4.31933e+07
72  7  3.7568e+07
72  8  6.65045e+07
72  9  0
72  10  2.23137e+07
72  11  5.71898e+07
72  12  0
72  13  0
72  14  0
72  15  3.80998e+07
72  16  0
72  17  0
72  18  0
72  19  0
72  20  0
72  21  1.42865e+07
72  22  2.69204e+07
72  23  0
72  24  2.71132e+07
72  25  0
72  26  1.22812e+07
72  27  1.46448e+08
72  28  8.35186e+07
72  29  1.04079e+08
72  30  2.39558e+08
73  0  0
73  1  8.61583e+06
73  2  0
73  3  0
73  4  4.60327e+07
73  5  1.63986e+07
73  6  1.35921e+07
73  7  0
73  8  0
73  9  0
73  10  0
73  11  0
73  12  0
73  13  0
73  14  2.81446e+07
73  15  0
73  16  3.72521e+07
73  17  0
73  18  1.06977e+08
73  19  0
73  20  0
73  21  2.22874e+07
73  22  3.61633e+07
73  23  2.27297e+07
73  24  7.68299e+07
73  25  7.30658e+07
73  26  9.48131e+06
73  27  8.61146e+07
73  28  1.29041e+08
73  29  1.30289e+08
73  30  1.84947e+08
74  0  4.06552e+07
74  1  0
74  2  0
74  3  2.02314e+07
74  4  1.53807e+07
74  5  2.80126e+07
74  6  0
74  7  6.24087e+06
74  8  4.60047e+07
74  9  0
74  10  1.91302e+07
74  11  0
74  12  0
74  13  0
74  14  0
74  15  8.51423e+06
74  16  0
74  17  0
74  18  0
74  19  1.05594e+07
74  20  0
74  21  5.01005e+07
74  22  0
74  23  0
74  24  3.29946e+07
74  25  5.50862e+07
74  26  8.02036e+07
74  27  5.5455e+07
74  28  1.01117e+08
74  29  1.44245e+08
74  30  1.46865e+08
75  0  7.95686e+06
75  1  2.06662e+07
75  2  0
75  3  0
75  4  0
75  5  0
75  6  6.46065e+06
75  7  3.03196e+07
75  8  0
75  9  8.23964e+06
75  10  0
75  11  0
75  12  0
75  13  0
75  14  0
75  15  1.273e+07
75  16  0
75  17  749421
75  18  0
75  19  2.15548e+07
75  20  0
75  21  2.76363e+07
75  22  0
75  23  1.21045e+08
75  24  0
75  25  4.50185e+07
75  26  1.94455e+07
75  27  6.36371e+07
75  28  7.34737e+07
75  29  1.56775e+08
75  30  1.74947e+08
76  0  0
76  1  6.83283e+06
76  2  2.01509e+07
76  3  3.12842e+07
76  4  0
76  5  0
76  6  1.1918e+07
76  7  0
76  8  4.87296e+07
76  9  1.04959e+07
76  10  0
76  11  0
76  12  0
76  13  0
76  14  0
76  15  0
76  16  0
76  17  0
76  18  0
76  19  2.71924e+07
76  20  0
76  21  1.30811e+07
76  22  3.17171e+06
76  23  0
76  24  3.14913e+07
76  25  1.44113e+08
76  26  1.67177e+07
76  27  6.94269e+07
76  28  4.19628e+07
76  29  5.46947e+07
76  30  1.73137e+08
77  0  0
77  1  0
77  2  0
77  3  4.22207e+07
77  4  0
77  5  0
77  6  0
77  7  3.37273e+07
77  8  0
77  9  8.57584e+06
77  10  0
77  11  1.05178e+07
77  12  0
77  13  3.95934e+06
77  14  0
77  15  0
77  16  0
77  17  0
77  18  0
77  19  0
77  20  0
