row  column  (image_36_a.edf Ca-K*image_36_a.edf Ar-K**2.3)
37  5  2.18423e+09
37  6  2.281e+09
37  7  2.2025e+09
37  8  2.15223e+09
37  9  2.11836e+09
37  10  2.16497e+09
37  11  2.12096e+09
37  12  2.2068e+09
37  13  2.0243e+09
37  14  2.13661e+09
37  15  2.26455e+09
37  16  2.26493e+09
37  17  2.19594e+09
37  18  2.24505e+09
37  19  2.19118e+09
37  20  2.28062e+09
37  21  2.21314e+09
37  22  2.21438e+09
37  23  2.10879e+09
37  24  2.15936e+09
37  25  2.02912e+09
37  26  2.19593e+09
37  27  2.27917e+09
37  28  2.15434e+09
37  29  2.32307e+09
37  30  2.24013e+09
38  0  2.285e+09
38  1  2.19188e+09
38  2  2.04491e+09
38  3  2.09735e+09
38  4  2.17106e+09
38  5  2.16282e+09
38  6  2.28381e+09
38  7  2.26029e+09
38  8  1.92495e+09
38  9  1.83097e+09
38  10  2.05128e+09
38  11  2.25818e+09
38  12  2.03211e+09
38  13  2.13391e+09
38  14  2.21645e+09
38  15  2.3356e+09
38  16  2.13107e+09
38  17  2.27314e+09
38  18  2.19861e+09
38  19  2.16706e+09
38  20  1.97478e+09
38  21  2.18529e+09
38  22  2.17239e+09
38  23  2.17866e+09
38  24  2.09255e+09
38  25  2.09984e+09
38  26  2.1635e+09
38  27  2.07424e+09
38  28  2.23884e+09
38  29  2.25472e+09
38  30  2.44712e+09
39  0  2.07467e+09
39  1  2.21492e+09
39  2  2.07649e+09
39  3  2.01687e+09
39  4  2.10174e+09
39  5  2.29609e+09
39  6  2.07856e+09
39  7  2.11905e+09
39  8  2.12108e+09
39  9  1.94256e+09
39  10  2.17495e+09
39  11  2.1377e+09
39  12  2.19081e+09
39  13  2.07953e+09
39  14  2.21407e+09
39  15  2.27418e+09
39  16  2.21097e+09
39  17  2.00871e+09
39  18  2.14746e+09
39  19  2.21001e+09
39  20  2.02159e+09
39  21  2.15511e+09
39  22  2.17191e+09
39  23  2.01869e+09
39  24  2.06532e+09
39  25  2.06293e+09
39  26  2.10562e+09
39  27  2.10397e+09
39  28  2.17e+09
39  29  2.2432e+09
39  30  2.47846e+09
40  0  2.24608e+09
40  1  2.09584e+09
40  2  2.04254e+09
40  3  2.05484e+09
40  4  2.00133e+09
40  5  2.02631e+09
40  6  2.15325e+09
40  7  2.01925e+09
40  8  2.00268e+09
40  9  2.06668e+09
40  10  2.16317e+09
40  11  2.16622e+09
40  12  2.07488e+09
40  13  2.35514e+09
40  14  2.16065e+09
40  15  2.18491e+09
40  16  2.28514e+09
40  17  2.0925e+09
40  18  2.24884e+09
40  19  2.22678e+09
40  20  2.0902e+09
40  21  2.13604e+09
40  22  2.33644e+09
40  23  2.13003e+09
40  24  2.0157e+09
40  25  2.05298e+09
40  26  2.19821e+09
40  27  2.11497e+09
40  28  2.05021e+09
40  29  2.18625e+09
40  30  2.13367e+09
41  0  2.12954e+09
41  1  2.12668e+09
41  2  1.83483e+09
41  3  1.85396e+09
41  4  1.99121e+09
41  5  2.20456e+09
41  6  2.16951e+09
41  7  1.95771e+09
41  8  1.99359e+09
41  9  2.23944e+09
41  10  2.07154e+09
41  11  2.17436e+09
41  12  2.14288e+09
41  13  2.04877e+09
41  14  2.05619e+09
41  15  2.14107e+09
41  16  2.02991e+09
41  17  2.15443e+09
41  18  2.2634e+09
41  19  2.10365e+09
41  20  1.96652e+09
41  21  1.88276e+09
41  22  2.19677e+09
41  23  2.10693e+09
41  24  1.98804e+09
41  25  2.01972e+09
41  26  2.03724e+09
41  27  2.22797e+09
41  28  2.12826e+09
41  29  2.20128e+09
41  30  2.10189e+09
42  0  2.13011e+09
42  1  1.96896e+09
42  2  1.86487e+09
42  3  1.81854e+09
42  4  1.94939e+09
42  5  2.04554e+09
42  6  2.02761e+09
42  7  1.99363e+09
42  8  2.0725e+09
42  9  2.09113e+09
42  10  2.23569e+09
42  11  2.07144e+09
42  12  2.04182e+09
42  13  1.98279e+09
42  14  2.15512e+09
42  15  2.05692e+09
42  16  2.02469e+09
42  17  1.94359e+09
42  18  2.2072e+09
42  19  1.9729e+09
42  20  1.88878e+09
42  21  1.83794e+09
42  22  2.18118e+09
42  23  1.9873e+09
42  24  1.87254e+09
42  25  1.92865e+09
42  26  2.02042e+09
42  27  2.0855e+09
42  28  2.00342e+09
42  29  2.0953e+09
42  30  2.12461e+09
43  0  2.10761e+09
43  1  2.05129e+09
43  2  1.86559e+09
43  3  1.92027e+09
43  4  1.87794e+09
43  5  1.90968e+09
43  6  2.28673e+09
43  7  2.01498e+09
43  8  2.17724e+09
43  9  2.04129e+09
43  10  2.07727e+09
43  11  2.07949e+09
43  12  2.05367e+09
43  13  1.92447e+09
43  14  2.08785e+09
43  15  2.15579e+09
43  16  2.07058e+09
43  17  2.14246e+09
43  18  2.07498e+09
43  19  2.00908e+09
43  20  1.81589e+09
43  21  1.94904e+09
43  22  2.07927e+09
43  23  1.88715e+09
43  24  1.93648e+09
43  25  2.01715e+09
43  26  2.09139e+09
43  27  2.11361e+09
43  28  2.14307e+09
43  29  2.12114e+09
43  30  2.25884e+09
44  0  2.08368e+09
44  1  2.19773e+09
44  2  2.00951e+09
44  3  2.08635e+09
44  4  1.96908e+09
44  5  2.0745e+09
44  6  2.12068e+09
44  7  2.09626e+09
44  8  2.1062e+09
44  9  2.06848e+09
44  10  1.92715e+09
44  11  1.84958e+09
44  12  2.05512e+09
44  13  2.0574e+09
44  14  1.99859e+09
44  15  2.1814e+09
44  16  2.06855e+09
44  17  2.2001e+09
44  18  2.17848e+09
44  19  2.05046e+09
44  20  1.87533e+09
44  21  1.98252e+09
44  22  2.06031e+09
44  23  1.97135e+09
44  24  1.80513e+09
44  25  1.99751e+09
44  26  2.01552e+09
44  27  2.16605e+09
44  28  2.00708e+09
44  29  2.1001e+09
44  30  2.21599e+09
45  0  2.0543e+09
45  1  2.11039e+09
45  2  1.83798e+09
45  3  1.90889e+09
45  4  1.99471e+09
45  5  1.99139e+09
45  6  2.17721e+09
45  7  2.33006e+09
45  8  2.29767e+09
45  9  2.08216e+09
45  10  2.05666e+09
45  11  1.9861e+09
45  12  1.99491e+09
45  13  2.05431e+09
45  14  2.00839e+09
45  15  2.11461e+09
45  16  2.22794e+09
45  17  2.02285e+09
45  18  1.99158e+09
45  19  2.04433e+09
45  20  1.79281e+09
45  21  1.94161e+09
45  22  1.95832e+09
45  23  2.08642e+09
45  24  1.95229e+09
45  25  1.9621e+09
45  26  2.08092e+09
45  27  1.98941e+09
45  28  2.03233e+09
45  29  2.16114e+09
45  30  2.07931e+09
46  0  2.07575e+09
46  1  2.16632e+09
46  2  2.01786e+09
46  3  2.09422e+09
46  4  1.96952e+09
46  5  2.10255e+09
46  6  2.20221e+09
46  7  2.25521e+09
46  8  2.15097e+09
46  9  2.1829e+09
46  10  2.06339e+09
46  11  2.02753e+09
46  12  2.24602e+09
46  13  2.07041e+09
46  14  1.92475e+09
46  15  2.07238e+09
46  16  2.36601e+09
46  17  2.13405e+09
46  18  2.1934e+09
46  19  1.91926e+09
46  20  1.85842e+09
46  21  1.93121e+09
46  22  2.17224e+09
46  23  1.97735e+09
46  24  1.87721e+09
46  25  2.03882e+09
46  26  2.06688e+09
46  27  2.03396e+09
46  28  2.17673e+09
46  29  2.14419e+09
46  30  2.26228e+09
47  0  2.32259e+09
47  1  2.03785e+09
47  2  2.10179e+09
47  3  2.04028e+09
47  4  2.03653e+09
47  5  1.87184e+09
47  6  2.16412e+09
47  7  2.0465e+09
47  8  2.25086e+09
47  9  2.34171e+09
47  10  2.21002e+09
47  11  1.99807e+09
47  12  2.06612e+09
47  13  2.11874e+09
47  14  2.12119e+09
47  15  2.17489e+09
47  16  2.2768e+09
47  17  2.13085e+09
47  18  2.10884e+09
47  19  1.87061e+09
47  20  1.99593e+09
47  21  2.07349e+09
47  22  2.04231e+09
47  23  1.93383e+09
47  24  1.90861e+09
47  25  2.04663e+09
47  26  2.07079e+09
47  27  2.19444e+09
47  28  2.09688e+09
47  29  2.16563e+09
47  30  2.20395e+09
48  0  2.39155e+09
48  1  2.20347e+09
48  2  2.18229e+09
48  3  2.07169e+09
48  4  2.05014e+09
48  5  2.05483e+09
48  6  2.24238e+09
48  7  2.15467e+09
48  8  2.16379e+09
48  9  2.17511e+09
48  10  2.10089e+09
48  11  2.27356e+09
48  12  2.05382e+09
48  13  2.19061e+09
48  14  2.03085e+09
48  15  2.27227e+09
48  16  2.29298e+09
48  17  2.08655e+09
48  18  2.1589e+09
48  19  1.966e+09
48  20  1.95872e+09
48  21  2.00937e+09
48  22  2.0847e+09
48  23  2.05252e+09
48  24  2.04646e+09
48  25  1.99509e+09
48  26  2.12705e+09
48  27  2.07488e+09
48  28  2.0579e+09
48  29  2.31754e+09
48  30  2.2408e+09
49  0  2.34016e+09
49  1  2.38414e+09
49  2  2.20953e+09
49  3  1.92748e+09
49  4  1.87236e+09
49  5  2.14587e+09
49  6  2.11979e+09
49  7  2.1506e+09
49  8  2.39368e+09
49  9  2.24259e+09
49  10  2.13999e+09
49  11  2.15042e+09
49  12  2.20192e+09
49  13  2.0042e+09
49  14  2.0918e+09
49  15  1.96798e+09
49  16  2.15365e+09
49  17  2.17364e+09
49  18  1.9649e+09
49  19  1.96183e+09
49  20  1.8252e+09
49  21  2.14629e+09
49  22  1.82368e+09
49  23  2.05978e+09
49  24  1.99835e+09
49  25  2.0428e+09
49  26  2.06474e+09
49  27  2.07733e+09
49  28  1.99011e+09
49  29  2.19171e+09
49  30  2.18838e+09
50  0  2.38425e+09
50  1  2.5659e+09
50  2  2.36216e+09
50  3  2.14496e+09
50  4  1.99506e+09
50  5  2.22214e+09
50  6  2.12409e+09
50  7  2.33437e+09
50  8  2.24168e+09
50  9  2.39591e+09
50  10  2.23616e+09
50  11  2.22377e+09
50  12  2.2241e+09
50  13  2.11738e+09
50  14  2.32821e+09
50  15  2.1865e+09
50  16  2.06308e+09
50  17  2.08936e+09
50  18  1.85422e+09
50  19  1.91061e+09
50  20  1.84629e+09
50  21  2.06847e+09
50  22  2.08449e+09
50  23  2.00393e+09
50  24  1.90651e+09
50  25  2.01916e+09
50  26  1.7952e+09
50  27  1.9758e+09
50  28  2.12798e+09
50  29  1.88235e+09
50  30  2.30351e+09
51  0  2.98063e+09
51  1  2.6345e+09
51  2  2.31912e+09
51  3  2.34376e+09
51  4  2.08581e+09
51  5  1.95415e+09
51  6  2.14941e+09
51  7  2.20561e+09
51  8  2.55386e+09
51  9  2.41368e+09
51  10  2.2175e+09
51  11  2.15863e+09
51  12  2.19532e+09
51  13  2.21278e+09
51  14  2.05581e+09
51  15  2.07337e+09
51  16  2.00334e+09
51  17  1.98958e+09
51  18  1.9427e+09
51  19  1.92743e+09
51  20  1.96534e+09
51  21  1.85798e+09
51  22  2.03956e+09
51  23  2.10804e+09
51  24  2.01581e+09
51  25  1.97211e+09
51  26  2.02903e+09
51  27  2.0847e+09
51  28  2.11777e+09
51  29  2.27638e+09
51  30  2.09097e+09
52  0  3.09092e+09
52  1  2.9973e+09
52  2  2.41757e+09
52  3  2.14363e+09
52  4  2.13213e+09
52  5  1.98954e+09
52  6  2.24714e+09
52  7  2.15269e+09
52  8  2.42414e+09
52  9  2.59174e+09
52  10  2.3474e+09
52  11  2.4383e+09
52  12  2.30615e+09
52  13  2.13886e+09
52  14  2.08614e+09
52  15  2.10139e+09
52  16  2.17303e+09
52  17  2.15688e+09
52  18  1.9042e+09
52  19  2.00351e+09
52  20  2.02336e+09
52  21  2.01737e+09
52  22  2.05863e+09
52  23  2.0598e+09
52  24  1.96427e+09
52  25  2.01361e+09
52  26  1.84162e+09
52  27  1.72748e+09
52  28  2.13504e+09
52  29  2.11961e+09
52  30  2.18909e+09
53  0  3.27156e+09
53  1  2.96511e+09
53  2  2.68973e+09
53  3  2.28174e+09
53  4  2.14195e+09
53  5  2.06475e+09
53  6  2.24741e+09
53  7  2.26104e+09
53  8  2.46486e+09
53  9  2.48289e+09
53  10  2.36814e+09
53  11  2.37803e+09
53  12  2.19924e+09
53  13  2.10738e+09
53  14  2.06195e+09
53  15  2.05964e+09
53  16  2.11432e+09
53  17  2.02341e+09
53  18  2.08848e+09
53  19  1.88071e+09
53  20  1.94409e+09
53  21  1.88809e+09
53  22  2.02884e+09
53  23  2.06679e+09
53  24  2.13984e+09
53  25  1.95033e+09
53  26  1.90223e+09
53  27  2.11158e+09
53  28  2.00416e+09
53  29  2.09545e+09
53  30  2.15566e+09
54  0  3.3824e+09
54  1  3.08216e+09
54  2  2.65982e+09
54  3  2.31347e+09
54  4  2.42714e+09
54  5  2.17154e+09
54  6  2.38633e+09
54  7  2.42939e+09
54  8  2.44664e+09
54  9  2.22434e+09
54  10  2.32918e+09
54  11  2.30103e+09
54  12  2.42012e+09
54  13  2.10053e+09
54  14  2.16484e+09
54  15  2.04188e+09
54  16  1.94957e+09
54  17  1.99124e+09
54  18  1.99876e+09
54  19  1.76303e+09
54  20  1.95103e+09
54  21  1.90846e+09
54  22  2.1576e+09
54  23  1.91337e+09
54  24  1.93812e+09
54  25  1.93782e+09
54  26  2.02703e+09
54  27  2.08008e+09
54  28  2.21432e+09
54  29  2.01261e+09
54  30  2.22111e+09
55  0  3.12883e+09
55  1  2.78879e+09
55  2  2.68715e+09
55  3  2.36233e+09
55  4  2.24369e+09
55  5  2.27267e+09
55  6  2.34471e+09
55  7  2.47276e+09
55  8  2.36966e+09
55  9  2.2884e+09
55  10  2.20608e+09
55  11  2.31571e+09
55  12  2.23308e+09
55  13  2.04201e+09
55  14  1.84044e+09
55  15  2.06281e+09
55  16  1.87282e+09
55  17  2.06239e+09
55  18  1.86244e+09
55  19  1.92007e+09
55  20  2.10142e+09
55  21  1.74887e+09
55  22  2.04836e+09
55  23  1.92655e+09
55  24  2.02204e+09
55  25  1.90881e+09
55  26  1.97341e+09
55  27  1.93955e+09
55  28  2.09459e+09
55  29  2.16252e+09
55  30  2.18428e+09
56  0  3.37189e+09
56  1  3.10099e+09
56  2  2.46526e+09
56  3  2.39094e+09
56  4  2.27561e+09
56  5  2.33025e+09
56  6  2.19052e+09
56  7  2.17589e+09
56  8  2.42235e+09
56  9  2.22811e+09
56  10  2.09173e+09
56  11  2.16028e+09
56  12  2.25599e+09
56  13  2.1193e+09
56  14  2.13093e+09
56  15  2.12191e+09
56  16  1.95226e+09
56  17  1.90411e+09
56  18  2.03264e+09
56  19  1.96404e+09
56  20  1.85449e+09
56  21  1.92307e+09
56  22  1.98242e+09
56  23  2.00704e+09
56  24  2.12516e+09
56  25  1.90763e+09
56  26  1.99272e+09
56  27  2.13897e+09
56  28  2.09427e+09
56  29  2.16784e+09
56  30  2.25759e+09
57  0  3.22616e+09
57  1  3.06661e+09
57  2  2.73447e+09
57  3  2.38417e+09
57  4  2.51626e+09
57  5  2.26711e+09
57  6  2.30112e+09
57  7  2.10078e+09
57  8  2.12789e+09
57  9  1.97324e+09
57  10  1.91978e+09
57  11  2.07202e+09
57  12  2.04893e+09
57  13  2.03485e+09
57  14  2.14815e+09
57  15  2.00118e+09
57  16  1.8618e+09
57  17  1.88284e+09
57  18  1.84371e+09
57  19  1.95133e+09
57  20  2.03048e+09
57  21  1.90186e+09
57  22  1.85977e+09
57  23  1.94772e+09
57  24  1.85412e+09
57  25  2.07041e+09
57  26  2.05526e+09
57  27  2.20832e+09
57  28  2.10479e+09
57  29  2.0923e+09
57  30  2.28759e+09
58  0  2.97335e+09
58  1  3.00722e+09
58  2  2.44868e+09
58  3  2.47057e+09
58  4  2.48319e+09
58  5  2.16152e+09
58  6  2.12158e+09
58  7  2.17073e+09
58  8  2.00598e+09
58  9  1.8646e+09
58  10  1.75937e+09
58  11  1.67607e+09
58  12  1.77171e+09
58  13  1.89972e+09
58  14  1.94079e+09
58  15  2.15581e+09
58  16  1.92852e+09
58  17  1.95266e+09
58  18  1.79299e+09
58  19  1.82331e+09
58  20  2.07069e+09
58  21  1.93757e+09
58  22  1.91196e+09
58  23  1.88112e+09
58  24  2.03053e+09
58  25  2.10034e+09
58  26  2.11693e+09
58  27  2.14365e+09
58  28  2.18292e+09
58  29  2.25844e+09
58  30  2.30907e+09
59  0  2.83027e+09
59  1  2.39145e+09
59  2  2.23965e+09
59  3  2.2676e+09
59  4  2.4532e+09
59  5  2.21361e+09
59  6  2.18698e+09
59  7  1.96721e+09
59  8  1.94821e+09
59  9  1.70686e+09
59  10  1.71834e+09
59  11  1.8125e+09
59  12  1.81547e+09
59  13  1.82997e+09
59  14  1.68184e+09
59  15  1.74903e+09
59  16  1.97782e+09
59  17  2.02653e+09
59  18  1.94476e+09
59  19  1.89002e+09
59  20  1.90642e+09
59  21  1.95136e+09
59  22  1.98252e+09
59  23  2.10952e+09
59  24  1.98074e+09
59  25  2.06403e+09
59  26  2.1135e+09
59  27  2.15244e+09
59  28  2.05824e+09
59  29  2.38042e+09
59  30  2.37456e+09
60  0  2.42884e+09
60  1  2.10636e+09
60  2  2.05948e+09
60  3  2.23869e+09
60  4  2.31132e+09
60  5  2.2942e+09
60  6  2.0756e+09
60  7  1.89532e+09
60  8  1.67058e+09
60  9  1.63285e+09
60  10  1.57874e+09
60  11  1.51567e+09
60  12  1.55489e+09
60  13  1.71169e+09
60  14  1.47876e+09
60  15  1.73544e+09
60  16  1.73152e+09
60  17  1.72409e+09
60  18  1.84909e+09
60  19  1.86719e+09
60  20  1.84667e+09
60  21  1.86188e+09
60  22  1.9388e+09
60  23  2.10225e+09
60  24  2.18077e+09
60  25  1.99574e+09
60  26  2.10882e+09
60  27  2.25468e+09
60  28  2.16067e+09
60  29  2.60242e+09
60  30  2.47173e+09
61  0  2.42816e+09
61  1  2.10282e+09
61  2  1.72551e+09
61  3  1.77292e+09
61  4  2.28282e+09
61  5  2.36756e+09
61  6  2.13998e+09
61  7  1.84753e+09
61  8  1.695e+09
61  9  1.4094e+09
61  10  1.3193e+09
61  11  1.51812e+09
61  12  1.41038e+09
61  13  1.47794e+09
61  14  1.54774e+09
61  15  1.62645e+09
61  16  1.57995e+09
61  17  1.72123e+09
61  18  1.6853e+09
61  19  2.07377e+09
61  20  1.83058e+09
61  21  2.00899e+09
61  22  2.07633e+09
61  23  1.99549e+09
61  24  2.11448e+09
61  25  2.31377e+09
61  26  2.22413e+09
61  27  2.35549e+09
61  28  2.3672e+09
61  29  2.57306e+09
61  30  2.64816e+09
62  0  2.26155e+09
62  1  1.7882e+09
62  2  1.60811e+09
62  3  1.63998e+09
62  4  1.87567e+09
62  5  2.21969e+09
62  6  2.05139e+09
62  7  1.94869e+09
62  8  1.57306e+09
62  9  1.40398e+09
62  10  1.30632e+09
62  11  1.20363e+09
62  12  1.33791e+09
62  13  1.33248e+09
62  14  1.40001e+09
62  15  1.53245e+09
62  16  1.54188e+09
62  17  1.69196e+09
62  18  1.64844e+09
62  19  1.70306e+09
62  20  1.98465e+09
62  21  2.13351e+09
62  22  2.22401e+09
62  23  2.10561e+09
62  24  2.00197e+09
62  25  2.14972e+09
62  26  2.2841e+09
62  27  2.52456e+09
62  28  2.59166e+09
62  29  2.56804e+09
62  30  2.8035e+09
63  0  1.76682e+09
63  1  1.37162e+09
63  2  1.29955e+09
63  3  1.44955e+09
63  4  1.85061e+09
63  5  1.68408e+09
63  6  1.84192e+09
63  7  1.59497e+09
63  8  1.27331e+09
63  9  1.07868e+09
63  10  9.8885e+08
63  11  1.03205e+09
63  12  1.08565e+09
63  13  1.07538e+09
63  14  1.25918e+09
63  15  1.27575e+09
63  16  1.37458e+09
63  17  1.44514e+09
63  18  1.55752e+09
63  19  1.72223e+09
63  20  1.80081e+09
63  21  1.8073e+09
63  22  2.11889e+09
63  23  2.02438e+09
63  24  2.30852e+09
63  25  2.07259e+09
63  26  2.32541e+09
63  27  2.35936e+09
63  28  2.44648e+09
63  29  2.72856e+09
63  30  3.0333e+09
64  0  1.38032e+09
64  1  1.10648e+09
64  2  1.14392e+09
64  3  1.34125e+09
64  4  1.35697e+09
64  5  1.31262e+09
64  6  1.36049e+09
64  7  1.5863e+09
64  8  1.31277e+09
64  9  9.60942e+08
64  10  8.17159e+08
64  11  8.24604e+08
64  12  8.71567e+08
64  13  9.19691e+08
64  14  1.14247e+09
64  15  1.06219e+09
64  16  1.16192e+09
64  17  1.37309e+09
64  18  1.43134e+09
64  19  1.45453e+09
64  20  1.671e+09
64  21  1.60262e+09
64  22  1.9267e+09
64  23  2.0323e+09
64  24  1.93827e+09
64  25  2.26642e+09
64  26  2.29691e+09
64  27  2.28654e+09
64  28  2.54659e+09
64  29  2.69212e+09
64  30  2.91958e+09
65  0  1.18005e+09
65  1  8.69335e+08
65  2  8.56113e+08
65  3  1.10798e+09
65  4  1.18101e+09
65  5  1.13054e+09
65  6  1.23697e+09
65  7  1.28532e+09
65  8  8.81685e+08
65  9  7.79099e+08
65  10  7.28201e+08
65  11  6.97711e+08
65  12  7.32965e+08
65  13  8.73006e+08
65  14  8.12111e+08
65  15  1.00831e+09
65  16  1.05168e+09
65  17  1.1689e+09
65  18  1.27092e+09
65  19  1.45628e+09
65  20  1.46498e+09
65  21  1.78819e+09
65  22  1.7464e+09
65  23  1.76091e+09
65  24  1.94319e+09
65  25  2.15361e+09
65  26  2.11042e+09
65  27  2.72996e+09
65  28  2.81306e+09
65  29  2.83752e+09
65  30  3.01355e+09
66  0  8.64345e+08
66  1  8.14688e+08
66  2  7.39302e+08
66  3  7.86463e+08
66  4  1.00151e+09
66  5  1.08492e+09
66  6  1.06534e+09
66  7  9.62342e+08
66  8  8.58869e+08
66  9  6.65677e+08
66  10  6.17159e+08
66  11  6.28722e+08
66  12  6.22902e+08
66  13  7.24497e+08
66  14  7.90655e+08
66  15  8.06435e+08
66  16  8.2134e+08
66  17  1.0078e+09
66  18  9.68133e+08
66  19  1.14904e+09
66  20  1.27705e+09
66  21  1.38984e+09
66  22  1.49567e+09
66  23  1.66463e+09
66  24  1.69303e+09
66  25  1.97442e+09
66  26  1.99974e+09
66  27  2.19375e+09
66  28  2.52609e+09
66  29  2.7758e+09
66  30  3.28506e+09
67  0  8.4164e+08
67  1  6.19457e+08
67  2  6.45531e+08
67  3  7.14596e+08
67  4  7.34127e+08
67  5  8.52911e+08
67  6  8.42994e+08
67  7  8.40503e+08
67  8  6.24546e+08
67  9  5.40587e+08
67  10  5.25057e+08
67  11  5.19377e+08
67  12  5.68067e+08
67  13  5.97447e+08
67  14  6.07942e+08
67  15  6.68259e+08
67  16  7.43627e+08
67  17  8.8256e+08
67  18  9.14241e+08
67  19  9.0053e+08
67  20  9.90456e+08
67  21  1.2331e+09
67  22  1.35211e+09
67  23  1.64176e+09
67  24  1.61018e+09
67  25  1.81783e+09
67  26  2.05101e+09
67  27  2.02905e+09
67  28  2.4897e+09
67  29  2.9569e+09
67  30  3.74977e+09
68  0  7.2961e+08
68  1  6.54325e+08
68  2  5.82062e+08
68  3  5.2409e+08
68  4  7.73533e+08
68  5  7.00967e+08
68  6  6.18225e+08
68  7  6.40071e+08
68  8  7.20453e+08
68  9  5.32389e+08
68  10  5.07077e+08
68  11  4.27201e+08
68  12  5.36469e+08
68  13  5.55257e+08
68  14  5.42874e+08
68  15  5.36847e+08
68  16  6.17779e+08
68  17  6.86764e+08
68  18  7.30721e+08
68  19  7.77271e+08
68  20  8.81235e+08
68  21  1.02028e+09
68  22  1.09289e+09
68  23  1.21973e+09
68  24  1.38823e+09
68  25  1.62161e+09
68  26  1.8255e+09
68  27  2.02404e+09
68  28  2.55254e+09
68  29  2.78845e+09
68  30  3.59597e+09
69  0  6.85907e+08
69  1  5.46774e+08
69  2  4.86044e+08
69  3  4.88563e+08
69  4  5.87117e+08
69  5  5.92986e+08
69  6  5.9374e+08
69  7  6.36555e+08
69  8  5.91742e+08
69  9  4.6894e+08
69  10  4.30023e+08
69  11  4.29743e+08
69  12  4.30323e+08
69  13  4.70664e+08
69  14  4.52734e+08
69  15  4.96235e+08
69  16  5.63664e+08
69  17  6.08818e+08
69  18  6.30992e+08
69  19  7.35877e+08
69  20  8.22301e+08
69  21  9.10246e+08
69  22  1.00732e+09
69  23  1.04786e+09
69  24  1.40324e+09
69  25  1.70729e+09
69  26  1.87837e+09
69  27  2.34853e+09
69  28  2.36633e+09
69  29  2.90942e+09
69  30  3.9165e+09
70  0  6.04342e+08
70  1  4.68847e+08
70  2  4.28896e+08
70  3  3.99974e+08
70  4  4.61543e+08
70  5  5.20014e+08
70  6  5.06542e+08
70  7  5.47162e+08
70  8  5.60656e+08
70  9  3.95099e+08
70  10  3.82982e+08
70  11  4.10409e+08
70  12  3.65903e+08
70  13  3.64525e+08
70  14  4.26393e+08
70  15  4.39744e+08
70  16  5.05805e+08
70  17  5.60606e+08
70  18  5.26115e+08
70  19  5.8476e+08
70  20  7.03718e+08
70  21  7.59059e+08
70  22  8.96623e+08
70  23  1.01702e+09
70  24  1.10616e+09
70  25  1.49239e+09
70  26  1.74685e+09
70  27  2.2134e+09
70  28  2.16218e+09
70  29  2.7752e+09
70  30  3.9351e+09
71  0  4.49533e+08
71  1  3.43372e+08
71  2  3.40363e+08
71  3  3.8102e+08
71  4  3.95492e+08
71  5  4.69175e+08
71  6  4.68777e+08
71  7  4.83315e+08
71  8  5.30533e+08
71  9  3.62946e+08
71  10  3.41916e+08
71  11  3.49292e+08
71  12  3.21263e+08
71  13  3.26324e+08
71  14  3.64049e+08
71  15  3.89754e+08
71  16  4.70331e+08
71  17  4.70607e+08
71  18  4.19492e+08
71  19  5.54271e+08
71  20  6.13542e+08
71  21  6.90711e+08
71  22  7.38226e+08
71  23  8.71768e+08
71  24  9.58762e+08
71  25  1.30225e+09
71  26  1.64412e+09
71  27  1.96459e+09
71  28  2.24874e+09
71  29  3.03907e+09
71  30  3.52063e+09
72  0  4.32923e+08
72  1  3.85055e+08
72  2  3.48936e+08
72  3  4.07105e+08
72  4  3.83402e+08
72  5  4.24789e+08
72  6  4.30795e+08
72  7  4.08592e+08
72  8  5.47396e+08
72  9  3.22197e+08
72  10  2.29462e+08
72  11  3.19694e+08
72  12  3.81745e+08
72  13  3.08747e+08
72  14  3.14167e+08
72  15  3.59858e+08
72  16  3.45294e+08
72  17  3.69491e+08
72  18  4.72267e+08
72  19  4.38359e+08
72  20  5.37959e+08
72  21  5.17683e+08
72  22  6.01653e+08
72  23  6.75424e+08
72  24  8.13577e+08
72  25  9.69003e+08
72  26  1.13273e+09
72  27  1.67483e+09
72  28  2.08948e+09
72  29  2.45869e+09
72  30  3.3078e+09
73  0  3.7583e+08
73  1  3.32958e+08
73  2  3.43667e+08
73  3  3.3729e+08
73  4  3.39803e+08
73  5  3.83756e+08
73  6  3.67425e+08
73  7  4.3289e+08
73  8  4.7122e+08
73  9  3.20885e+08
73  10  2.87628e+08
73  11  3.03499e+08
73  12  2.83125e+08
73  13  3.13457e+08
73  14  2.82247e+08
73  15  2.90839e+08
73  16  3.13871e+08
73  17  3.33657e+08
73  18  4.22649e+08
73  19  4.129e+08
73  20  4.67561e+08
73  21  5.18351e+08
73  22  5.60157e+08
73  23  6.79855e+08
73  24  7.77414e+08
73  25  9.79421e+08
73  26  1.08138e+09
73  27  1.49257e+09
73  28  1.7573e+09
73  29  2.09509e+09
73  30  2.70575e+09
74  0  3.63371e+08
74  1  2.9324e+08
74  2  3.28091e+08
74  3  3.5775e+08
74  4  3.47787e+08
74  5  3.93406e+08
74  6  4.08615e+08
74  7  4.69159e+08
74  8  5.27781e+08
74  9  3.25498e+08
74  10  3.32387e+08
74  11  2.93534e+08
74  12  2.51169e+08
74  13  2.55998e+08
74  14  2.78755e+08
74  15  3.02574e+08
74  16  3.05491e+08
74  17  3.03392e+08
74  18  3.78142e+08
74  19  4.23617e+08
74  20  3.93493e+08
74  21  5.51234e+08
