row  column  (image_36_a.edf Ca-K*image_36_a.edf Ar-K**2.3)
74  22  5.20051e+08
74  23  6.59705e+08
74  24  6.69646e+08
74  25  8.95459e+08
74  26  1.09972e+09
74  27  1.46044e+09
74  28  1.76258e+09
74  29  2.13583e+09
74  30  2.84446e+09
75  0  3.53689e+08
75  1  3.26317e+08
75  2  2.88362e+08
75  3  2.77465e+08
75  4  3.4609e+08
75  5  3.01665e+08
75  6  3.82163e+08
75  7  4.08667e+08
75  8  3.88502e+08
75  9  3.26969e+08
75  10  3.22768e+08
75  11  2.40072e+08
75  12  2.522e+08
75  13  2.52997e+08
75  14  2.69769e+08
75  15  2.30054e+08
75  16  2.80494e+08
75  17  2.62582e+08
75  18  3.14318e+08
75  19  3.52374e+08
75  20  4.29745e+08
75  21  4.07216e+08
75  22  4.94152e+08
75  23  5.03792e+08
75  24  5.98605e+08
75  25  8.00703e+08
75  26  8.4044e+08
75  27  1.09772e+09
75  28  1.40965e+09
75  29  1.83939e+09
75  30  2.27754e+09
76  0  2.70408e+08
76  1  3.22053e+08
76  2  3.32879e+08
76  3  2.8138e+08
76  4  2.8996e+08
76  5  3.62577e+08
76  6  3.26861e+08
76  7  4.34881e+08
76  8  3.73183e+08
76  9  3.20305e+08
76  10  2.29682e+08
76  11  2.88149e+08
76  12  2.53353e+08
76  13  2.21613e+08
76  14  2.73433e+08
76  15  2.36644e+08
76  16  2.71284e+08
76  17  2.46756e+08
76  18  2.96807e+08
76  19  3.3683e+08
76  20  3.96705e+08
76  21  3.76886e+08
76  22  4.70632e+08
76  23  4.4433e+08
76  24  5.32899e+08
76  25  6.80126e+08
76  26  7.62328e+08
76  27  9.90533e+08
76  28  1.05557e+09
76  29  1.50573e+09
76  30  2.14199e+09
77  0  2.63677e+08
77  1  3.16768e+08
77  2  2.71988e+08
77  3  3.1712e+08
77  4  3.05872e+08
77  5  3.01912e+08
77  6  3.21585e+08
77  7  3.46471e+08
77  8  3.13288e+08
77  9  2.49233e+08
77  10  2.83653e+08
77  11  2.32257e+08
77  12  2.32036e+08
77  13  2.42742e+08
77  14  2.37655e+08
77  15  2.40295e+08
77  16  2.52091e+08
77  17  2.46058e+08
77  18  2.88656e+08
77  19  3.00031e+08
77  20  3.65365e+08
77  21  3.42481e+08
77  22  3.79848e+08
77  23  3.92916e+08
77  24  4.72218e+08
77  25  5.6206e+08
77  26  6.96117e+08
77  27  8.07357e+08
77  28  9.0695e+08
77  29  1.14658e+09
77  30  1.74712e+09
78  0  2.36867e+08
78  1  2.45758e+08
78  2  2.72229e+08
78  3  2.93962e+08
78  4  3.21208e+08
78  5  3.44971e+08
78  6  2.90617e+08
78  7  3.35153e+08
78  8  3.32931e+08
78  9  3.20639e+08
78  10  2.34504e+08
78  11  2.3682e+08
78  12  2.01871e+08
78  13  1.80693e+08
78  14  2.07396e+08
78  15  2.32924e+08
78  16  2.24613e+08
78  17  2.27733e+08
78  18  2.20956e+08
78  19  2.57447e+08
78  20  2.9419e+08
78  21  2.99662e+08
78  22  3.06454e+08
78  23  3.8106e+08
78  24  3.83843e+08
78  25  5.64559e+08
78  26  5.81614e+08
78  27  6.48068e+08
78  28  8.2858e+08
78  29  9.89254e+08
78  30  1.30216e+09
79  0  2.18716e+08
79  1  3.11849e+08
79  2  4.01269e+08
79  3  2.83006e+08
79  4  2.62107e+08
79  5  3.06383e+08
79  6  3.14399e+08
79  7  2.82252e+08
79  8  3.22722e+08
79  9  2.70496e+08
79  10  2.25168e+08
79  11  2.29314e+08
79  12  2.03668e+08
79  13  2.14003e+08
79  14  2.10231e+08
79  15  2.09909e+08
79  16  2.00814e+08
79  17  2.67198e+08
79  18  2.0001e+08
79  19  2.56169e+08
79  20  3.13917e+08
79  21  3.09667e+08
79  22  3.29163e+08
79  23  3.37851e+08
79  24  3.59425e+08
79  25  4.78161e+08
79  26  4.59613e+08
79  27  5.66649e+08
79  28  6.7714e+08
79  29  8.38261e+08
79  30  1.18592e+09
80  0  2.28206e+08
80  1  3.05714e+08
80  2  3.34201e+08
80  3  2.87561e+08
80  4  1.96401e+08
80  5  2.85908e+08
80  6  2.85509e+08
80  7  2.87321e+08
80  8  2.62077e+08
80  9  2.06604e+08
80  10  2.3507e+08
80  11  2.78054e+08
80  12  2.00078e+08
80  13  2.35251e+08
80  14  2.10374e+08
80  15  2.00202e+08
80  16  2.19921e+08
80  17  1.96547e+08
80  18  2.47415e+08
80  19  2.19612e+08
80  20  3.27551e+08
80  21  2.61354e+08
80  22  2.59307e+08
80  23  2.73873e+08
80  24  3.35862e+08
80  25  3.82816e+08
80  26  3.86492e+08
80  27  4.98548e+08
80  28  5.95141e+08
80  29  7.46359e+08
80  30  9.17777e+08
81  0  2.4575e+08
81  1  2.28664e+08
81  2  3.65218e+08
81  3  2.78608e+08
81  4  2.9475e+08
81  5  2.48777e+08
81  6  2.28931e+08
81  7  2.82463e+08
81  8  2.72767e+08
81  9  1.73341e+08
81  10  2.09732e+08
81  11  2.14632e+08
81  12  1.76006e+08
81  13  2.1452e+08
81  14  2.39751e+08
81  15  1.812e+08
81  16  1.9725e+08
81  17  1.90796e+08
81  18  1.84545e+08
81  19  2.38032e+08
81  20  2.95464e+08
81  21  2.31512e+08
81  22  2.34552e+08
81  23  3.48331e+08
81  24  2.88958e+08
81  25  4.14888e+08
81  26  3.78896e+08
81  27  4.89331e+08
81  28  4.72305e+08
81  29  5.42057e+08
81  30  7.45936e+08
82  0  2.13234e+08
82  1  2.26041e+08
82  2  4.30021e+08
82  3  3.46098e+08
82  4  2.47708e+08
82  5  2.70006e+08
82  6  2.06728e+08
82  7  2.47467e+08
82  8  2.15201e+08
82  9  2.24508e+08
82  10  2.41299e+08
82  11  2.02844e+08
82  12  1.81628e+08
82  13  2.15852e+08
82  14  2.05908e+08
82  15  1.85955e+08
82  16  1.68357e+08
82  17  1.58952e+08
82  18  1.69703e+08
82  19  1.9648e+08
82  20  3.06808e+08
82  21  2.4138e+08
82  22  2.54307e+08
82  23  2.74108e+08
82  24  3.32304e+08
82  25  3.72935e+08
82  26  2.95446e+08
82  27  3.60377e+08
82  28  4.12441e+08
82  29  5.3814e+08
82  30  5.83629e+08
83  0  2.68871e+08
83  1  2.27618e+08
83  2  2.98805e+08
83  3  2.88674e+08
83  4  1.87711e+08
83  5  2.73023e+08
83  6  2.27373e+08
83  7  2.18831e+08
83  8  2.48876e+08
83  9  1.73409e+08
83  10  2.42447e+08
83  11  2.12698e+08
83  12  1.88774e+08
83  13  1.93056e+08
83  14  1.92326e+08
83  15  1.75251e+08
83  16  1.53418e+08
83  17  2.00452e+08
83  18  1.71475e+08
83  19  1.44444e+08
83  20  2.42477e+08
83  21  2.6089e+08
83  22  2.38345e+08
83  23  2.95546e+08
83  24  3.32113e+08
83  25  3.17946e+08
83  26  2.81629e+08
83  27  3.91341e+08
83  28  4.06676e+08
83  29  4.13065e+08
83  30  5.67861e+08
84  0  2.10412e+08
84  1  2.40836e+08
84  2  2.98512e+08
84  3  2.37296e+08
84  4  2.38616e+08
84  5  2.0243e+08
84  6  2.38777e+08
84  7  2.30654e+08
84  8  2.37465e+08
84  9  2.05832e+08
84  10  2.22928e+08
84  11  2.12872e+08
84  12  1.9045e+08
84  13  2.05463e+08
84  14  1.94856e+08
84  15  1.8567e+08
84  16  1.79238e+08
84  17  2.20413e+08
84  18  2.437e+08
84  19  2.30026e+08
84  20  2.27327e+08
84  21  2.03811e+08
84  22  2.16223e+08
84  23  2.4569e+08
84  24  2.60856e+08
84  25  2.86057e+08
84  26  3.30335e+08
84  27  2.81093e+08
84  28  3.45962e+08
84  29  3.77811e+08
84  30  3.89063e+08
85  0  1.88748e+08
85  1  2.30042e+08
85  2  2.85014e+08
85  3  2.34989e+08
85  4  2.03657e+08
85  5  2.16601e+08
85  6  1.92575e+08
85  7  1.84534e+08
85  8  2.33488e+08
85  9  2.18411e+08
85  10  2.17805e+08
85  11  1.89655e+08
85  12  2.82682e+08
85  13  2.39026e+08
85  14  2.36039e+08
85  15  2.04019e+08
85  16  2.20007e+08
85  17  1.78282e+08
85  18  1.79105e+08
85  19  2.09151e+08
85  20  2.0574e+08
85  21  2.51838e+08
85  22  2.18146e+08
85  23  2.14103e+08
85  24  3.05092e+08
85  25  2.74949e+08
85  26  2.71396e+08
85  27  2.90805e+08
85  28  3.37922e+08
85  29  3.2081e+08
85  30  4.37368e+08
86  0  2.28581e+08
86  1  2.01125e+08
86  2  2.19009e+08
86  3  2.35301e+08
86  4  1.87996e+08
86  5  2.07711e+08
86  6  2.01326e+08
86  7  1.45058e+08
86  8  1.60057e+08
86  9  1.44355e+08
86  10  2.05282e+08
86  11  2.09217e+08
86  12  2.74792e+08
86  13  1.80242e+08
86  14  2.22922e+08
86  15  1.52367e+08
86  16  1.90555e+08
86  17  1.992e+08
86  18  1.63787e+08
86  19  1.85089e+08
86  20  2.34232e+08
86  21  1.8816e+08
86  22  2.32897e+08
86  23  1.91566e+08
86  24  2.77486e+08
86  25  2.55365e+08
86  26  3.30614e+08
86  27  2.26106e+08
86  28  3.08519e+08
86  29  3.01961e+08
86  30  3.19529e+08

