row  column  (images_2.edf Ca-K*images_2.edf Ar-K**2.3)
0  0  1.30005e+08
0  1  1.00135e+08
0  2  1.02209e+08
0  3  1.62067e+08
0  4  1.84833e+08
0  5  1.92687e+08
0  6  1.22784e+08
0  7  1.13729e+08
0  8  1.13409e+08
0  9  9.01338e+07
0  10  8.80768e+07
0  11  8.1634e+07
0  12  8.70308e+07
0  13  8.88136e+07
0  14  7.741e+07
0  15  7.72807e+07
0  16  7.12237e+07
0  17  7.64535e+07
0  18  8.1631e+07
0  19  7.3276e+07
0  20  8.93826e+07
0  21  6.5222e+07
0  22  9.84062e+07
0  23  9.93729e+07
0  24  8.95534e+07
0  25  7.72427e+07
0  26  8.99605e+07
0  27  1.15182e+08
0  28  1.16807e+08
0  29  1.21564e+08
0  30  1.01431e+08
0  31  1.10619e+08
0  32  1.16919e+08
0  33  1.28061e+08
0  34  1.46031e+08
0  35  1.40389e+08
0  36  1.32143e+08
0  37  1.81239e+08
0  38  1.49194e+08
0  39  1.61034e+08
0  40  1.81932e+08
0  41  1.96033e+08
0  42  2.65744e+08
0  43  3.22337e+08
0  44  3.83716e+08
0  45  4.98801e+08
0  46  5.95723e+08
0  47  8.98679e+08
0  48  1.6934e+09
0  49  2.22671e+09
0  50  1.86956e+09
0  51  1.36316e+09
0  52  1.90009e+09
0  53  2.57743e+09
0  54  2.84141e+09
0  55  2.73766e+09
0  56  3.0042e+09
0  57  3.88047e+09
0  58  3.73412e+09
0  59  3.46841e+09
0  60  3.02101e+09
0  61  2.41994e+09
0  62  2.00906e+09
0  63  2.34961e+09
0  64  2.86732e+09
0  65  2.75156e+09
0  66  3.01799e+09
0  67  2.90094e+09
0  68  2.83723e+09
0  69  2.53021e+09
0  70  2.64639e+09
0  71  2.4758e+09
0  72  2.6312e+09
0  73  1.83419e+09
0  74  1.37139e+09
0  75  1.2058e+09
0  76  1.07426e+09
0  77  1.15061e+09
0  78  1.39324e+09
0  79  1.35981e+09
0  80  1.62847e+09
0  81  1.23713e+09
0  82  1.37307e+09
0  83  1.85101e+09
0  84  2.11622e+09
0  85  2.2173e+09
0  86  1.84888e+09
0  87  2.13297e+09
0  88  2.61059e+09
0  89  2.0531e+09
0  90  1.93887e+09
0  91  1.67917e+09
0  92  1.55371e+09
0  93  1.43665e+09
0  94  1.22109e+09
0  95  1.02702e+09
0  96  9.22883e+08
0  97  6.69426e+08
0  98  6.12844e+08
0  99  6.21979e+08
0  100  4.92644e+08
1  0  1.1524e+08
1  1  1.14287e+08
1  2  9.8819e+07
1  3  1.62024e+08
1  4  1.3243e+08
1  5  1.33173e+08
1  6  1.22832e+08
1  7  9.97444e+07
1  8  8.26734e+07
1  9  8.82149e+07
1  10  9.22327e+07
1  11  8.38205e+07
1  12  9.20829e+07
1  13  8.481e+07
1  14  6.55727e+07
1  15  7.40148e+07
1  16  6.97167e+07
1  17  7.12813e+07
1  18  7.60461e+07
1  19  7.32122e+07
1  20  6.73423e+07
1  21  9.79695e+07
1  22  8.97179e+07
1  23  8.71581e+07
1  24  1.07226e+08
1  25  8.87678e+07
1  26  1.10408e+08
1  27  5.92856e+07
1  28  9.33098e+07
1  29  9.60328e+07
1  30  1.09147e+08
1  31  1.3574e+08
1  32  9.8427e+07
1  33  1.42267e+08
1  34  1.30246e+08
1  35  1.41086e+08
1  36  1.73219e+08
1  37  1.85736e+08
1  38  1.64183e+08
1  39  2.03293e+08
1  40  1.95073e+08
1  41  2.20402e+08
1  42  2.917e+08
1  43  3.41953e+08
1  44  4.18123e+08
1  45  6.22572e+08
1  46  8.54604e+08
1  47  1.13735e+09
1  48  2.04374e+09
1  49  2.16779e+09
1  50  1.47638e+09
1  51  1.53691e+09
1  52  1.99078e+09
1  53  2.60318e+09
1  54  2.72188e+09
1  55  3.11539e+09
1  56  3.51713e+09
1  57  3.67082e+09
1  58  3.25548e+09
1  59  3.08347e+09
1  60  2.49944e+09
1  61  2.00007e+09
1  62  1.89255e+09
1  63  2.59651e+09
1  64  3.10886e+09
1  65  3.02608e+09
1  66  2.91152e+09
1  67  2.94351e+09
1  68  2.75991e+09
1  69  3.11221e+09
1  70  2.81678e+09
1  71  2.47909e+09
1  72  1.92465e+09
1  73  1.43163e+09
1  74  1.20556e+09
1  75  1.16298e+09
1  76  1.18145e+09
1  77  1.58594e+09
1  78  1.70733e+09
1  79  1.61132e+09
1  80  1.30343e+09
1  81  1.59889e+09
1  82  2.01371e+09
1  83  2.30268e+09
1  84  2.44222e+09
1  85  2.0205e+09
1  86  2.30376e+09
1  87  2.37423e+09
1  88  2.47154e+09
1  89  2.12308e+09
1  90  2.0016e+09
1  91  1.71748e+09
1  92  1.79877e+09
1  93  1.49048e+09
1  94  1.24036e+09
1  95  1.09703e+09
1  96  8.50043e+08
1  97  8.26449e+08
1  98  6.39819e+08
1  99  5.71219e+08
1  100  4.53491e+08
2  0  1.08799e+08
2  1  1.03213e+08
2  2  1.45067e+08
2  3  1.6885e+08
2  4  1.36155e+08
2  5  1.04913e+08
2  6  1.19198e+08
2  7  9.39594e+07
2  8  8.77301e+07
2  9  8.4358e+07
2  10  9.28755e+07
2  11  7.48066e+07
2  12  9.7795e+07
2  13  9.3409e+07
2  14  7.96049e+07
2  15  7.63626e+07
2  16  7.56867e+07
2  17  6.27331e+07
2  18  8.51026e+07
2  19  6.46967e+07
2  20  9.35313e+07
2  21  8.95453e+07
2  22  8.65286e+07
2  23  7.94862e+07
2  24  8.33869e+07
2  25  8.67483e+07
2  26  1.06701e+08
2  27  8.85528e+07
2  28  1.00941e+08
2  29  9.62198e+07
2  30  7.98767e+07
2  31  1.09122e+08
2  32  1.20329e+08
2  33  1.4346e+08
2  34  1.76538e+08
2  35  1.607e+08
2  36  1.52684e+08
2  37  1.67589e+08
2  38  1.69447e+08
2  39  1.89631e+08
2  40  2.06854e+08
2  41  2.36479e+08
2  42  3.0487e+08
2  43  3.55645e+08
2  44  4.2589e+08
2  45  6.23086e+08
2  46  7.55007e+08
2  47  1.12394e+09
2  48  2.01615e+09
2  49  2.15733e+09
2  50  1.58581e+09
2  51  1.35446e+09
2  52  2.1096e+09
2  53  2.41447e+09
2  54  2.78709e+09
2  55  2.79942e+09
2  56  3.39869e+09
2  57  3.32573e+09
2  58  3.26257e+09
2  59  3.16794e+09
2  60  2.81426e+09
2  61  2.15721e+09
2  62  2.11395e+09
2  63  2.59305e+09
2  64  3.01357e+09
2  65  3.13005e+09
2  66  3.18655e+09
2  67  2.81464e+09
2  68  3.02706e+09
2  69  2.98524e+09
2  70  3.18728e+09
2  71  2.6787e+09
2  72  1.91921e+09
2  73  1.50267e+09
2  74  1.15352e+09
2  75  1.17229e+09
2  76  1.17475e+09
2  77  1.38286e+09
2  78  1.69033e+09
2  79  1.90949e+09
2  80  1.52191e+09
2  81  1.52456e+09
2  82  2.07338e+09
2  83  2.48132e+09
2  84  2.84702e+09
2  85  2.29165e+09
2  86  2.33496e+09
2  87  2.49254e+09
2  88  2.82011e+09
2  89  2.43365e+09
2  90  2.36044e+09
2  91  1.9347e+09
2  92  1.98269e+09
2  93  1.47508e+09
2  94  1.22016e+09
2  95  1.26606e+09
2  96  1.00328e+09
2  97  8.31525e+08
2  98  7.26255e+08
2  99  6.01307e+08
2  100  4.63726e+08
3  0  1.19338e+08
3  1  9.74383e+07
3  2  1.15009e+08
3  3  1.26006e+08
3  4  1.33643e+08
3  5  9.82958e+07
3  6  1.06087e+08
3  7  9.24163e+07
3  8  8.35536e+07
3  9  7.20056e+07
3  10  8.21853e+07
3  11  8.87975e+07
3  12  8.99206e+07
3  13  6.77764e+07
3  14  6.55284e+07
3  15  7.06845e+07
3  16  7.99253e+07
3  17  7.64997e+07
3  18  9.0129e+07
3  19  7.7523e+07
3  20  8.2187e+07
3  21  1.09027e+08
3  22  9.85069e+07
3  23  8.68748e+07
3  24  9.03007e+07
3  25  9.41034e+07
3  26  1.13198e+08
3  27  1.00626e+08
3  28  9.40349e+07
3  29  1.01523e+08
3  30  1.11305e+08
3  31  1.20591e+08
3  32  1.13543e+08
3  33  1.35564e+08
3  34  1.45673e+08
3  35  1.58743e+08
3  36  1.5712e+08
3  37  1.73339e+08
3  38  1.78464e+08
3  39  2.11447e+08
3  40  2.14321e+08
3  41  2.44032e+08
3  42  3.39704e+08
3  43  3.38647e+08
3  44  4.58895e+08
3  45  6.29784e+08
3  46  7.43641e+08
3  47  1.48651e+09
3  48  2.25436e+09
3  49  1.82936e+09
3  50  1.31635e+09
3  51  1.65148e+09
3  52  1.92205e+09
3  53  2.43152e+09
3  54  2.60687e+09
3  55  3.28459e+09
3  56  3.40329e+09
3  57  3.56976e+09
3  58  3.20701e+09
3  59  3.2718e+09
3  60  2.777e+09
3  61  2.20619e+09
3  62  2.38405e+09
3  63  2.81644e+09
3  64  3.19078e+09
3  65  3.0901e+09
3  66  3.23061e+09
3  67  3.28649e+09
3  68  2.98771e+09
3  69  3.27161e+09
3  70  2.88253e+09
3  71  2.5085e+09
3  72  2.15085e+09
3  73  1.64888e+09
3  74  1.31713e+09
3  75  1.27697e+09
3  76  1.29564e+09
3  77  1.7518e+09
3  78  2.14902e+09
3  79  2.02686e+09
3  80  1.83078e+09
3  81  1.74203e+09
3  82  2.09168e+09
3  83  2.8701e+09
3  84  3.10451e+09
3  85  2.66982e+09
3  86  2.60428e+09
3  87  2.84789e+09
3  88  2.75839e+09
3  89  2.45665e+09
3  90  2.42956e+09
3  91  2.12547e+09
3  92  2.1567e+09
3  93  1.98991e+09
3  94  1.64503e+09
3  95  1.2877e+09
3  96  1.17197e+09
3  97  9.8876e+08
3  98  7.8594e+08
3  99  6.43928e+08
3  100  5.09406e+08
4  0  1.50568e+08
4  1  9.47085e+07
4  2  9.66059e+07
4  3  1.26167e+08
4  4  1.25427e+08
4  5  1.18906e+08
4  6  1.00634e+08
4  7  7.5529e+07
4  8  7.35587e+07
4  9  7.18961e+07
4  10  6.24354e+07
4  11  7.63156e+07
4  12  9.50794e+07
4  13  7.73399e+07
4  14  7.58463e+07
4  15  7.33176e+07
4  16  7.59111e+07
4  17  7.1326e+07
4  18  8.55037e+07
4  19  7.2467e+07
4  20  6.65584e+07
4  21  7.87349e+07
4  22  8.47196e+07
4  23  9.07489e+07
4  24  9.60507e+07
4  25  8.82696e+07
4  26  8.64048e+07
4  27  9.96242e+07
4  28  1.0996e+08
4  29  1.15944e+08
4  30  8.10408e+07
4  31  1.18973e+08
4  32  1.24244e+08
4  33  1.47862e+08
4  34  1.35845e+08
4  35  1.42225e+08
4  36  1.40891e+08
4  37  1.56623e+08
4  38  1.52924e+08
4  39  1.83417e+08
4  40  2.07251e+08
4  41  2.48439e+08
4  42  2.57931e+08
4  43  3.55953e+08
4  44  4.39184e+08
4  45  5.00941e+08
4  46  6.73867e+08
4  47  1.07582e+09
4  48  1.89948e+09
4  49  1.93919e+09
4  50  1.49818e+09
4  51  1.26154e+09
4  52  1.92457e+09
4  53  2.19425e+09
4  54  2.59819e+09
4  55  2.90579e+09
4  56  3.36247e+09
4  57  3.71373e+09
4  58  3.48044e+09
4  59  3.29077e+09
4  60  3.20265e+09
4  61  2.59592e+09
4  62  2.1913e+09
4  63  2.70566e+09
4  64  3.1013e+09
4  65  3.35369e+09
4  66  3.29427e+09
4  67  3.08441e+09
4  68  2.98286e+09
4  69  2.7777e+09
4  70  3.09717e+09
4  71  2.83395e+09
4  72  2.31288e+09
4  73  1.65847e+09
4  74  1.53579e+09
4  75  1.35563e+09
4  76  1.39879e+09
4  77  1.70023e+09
4  78  2.13304e+09
4  79  2.46542e+09
4  80  2.00624e+09
4  81  2.01077e+09
4  82  2.20712e+09
4  83  2.73605e+09
4  84  3.08452e+09
4  85  2.72467e+09
4  86  2.81905e+09
4  87  3.06925e+09
4  88  2.73901e+09
4  89  2.6696e+09
4  90  2.75252e+09
4  91  2.64552e+09
4  92  2.28271e+09
4  93  2.16908e+09
4  94  1.70865e+09
4  95  1.50391e+09
4  96  1.29461e+09
4  97  9.75932e+08
4  98  9.95017e+08
4  99  6.66066e+08
4  100  5.6474e+08
5  0  1.03195e+08
5  1  8.72885e+07
5  2  1.00755e+08
5  3  1.13885e+08
5  4  9.64911e+07
5  5  1.03601e+08
5  6  9.399e+07
5  7  7.39453e+07
5  8  8.52976e+07
5  9  8.73432e+07
5  10  8.07561e+07
5  11  1.03204e+08
5  12  6.71434e+07
5  13  1.06417e+08
5  14  7.73438e+07
5  15  6.30455e+07
5  16  8.54436e+07
5  17  9.08087e+07
5  18  7.23788e+07
5  19  7.95304e+07
5  20  8.46752e+07
5  21  1.02849e+08
5  22  8.36017e+07
5  23  7.84639e+07
5  24  9.52769e+07
5  25  9.65907e+07
5  26  1.06682e+08
5  27  8.52649e+07
5  28  9.85297e+07
5  29  9.25964e+07
5  30  1.13313e+08
5  31  1.23527e+08
5  32  1.30941e+08
5  33  1.58975e+08
5  34  1.44105e+08
5  35  1.58983e+08
5  36  1.64141e+08
5  37  1.74538e+08
5  38  1.75385e+08
5  39  1.9468e+08
5  40  2.4093e+08
5  41  2.68217e+08
5  42  3.30914e+08
5  43  3.33632e+08
5  44  4.33849e+08
5  45  6.07694e+08
5  46  7.41849e+08
5  47  1.47544e+09
5  48  1.93955e+09
5  49  1.66901e+09
5  50  1.37351e+09
5  51  1.38955e+09
5  52  1.77049e+09
5  53  2.02908e+09
5  54  2.46458e+09
5  55  3.21296e+09
5  56  3.27832e+09
5  57  3.58743e+09
5  58  3.18699e+09
5  59  3.06887e+09
5  60  2.95638e+09
5  61  2.51975e+09
5  62  2.2482e+09
5  63  2.89497e+09
5  64  3.41405e+09
5  65  2.92215e+09
5  66  3.12707e+09
5  67  3.21089e+09
5  68  2.91644e+09
5  69  3.09039e+09
5  70  2.93809e+09
5  71  2.73939e+09
5  72  2.24925e+09
5  73  1.77424e+09
5  74  1.52076e+09
5  75  1.5054e+09
5  76  1.49246e+09
5  77  1.68727e+09
5  78  2.27472e+09
5  79  2.3861e+09
5  80  1.89767e+09
5  81  2.22962e+09
5  82  2.54663e+09
5  83  3.02759e+09
5  84  3.37101e+09
5  85  2.74037e+09
5  86  3.01279e+09
5  87  3.35805e+09
5  88  3.13928e+09
5  89  3.18196e+09
5  90  2.78504e+09
5  91  2.52264e+09
5  92  2.71906e+09
5  93  2.24576e+09
5  94  1.74082e+09
5  95  1.62813e+09
5  96  1.28325e+09
5  97  1.16947e+09
5  98  1.01365e+09
5  99  8.35755e+08
5  100  6.77443e+08
6  0  1.04106e+08
6  1  1.11934e+08
6  2  8.54936e+07
6  3  1.24726e+08
6  4  1.21954e+08
6  5  8.57349e+07
6  6  1.01678e+08
6  7  9.36673e+07
6  8  7.15168e+07
6  9  8.28927e+07
6  10  6.23383e+07
6  11  8.15075e+07
