row  column  (images_2.edf Zn-K*images_2.edf Ar-K**2.3)
0  0  0
0  1  7.14734e+06
0  2  1.31107e+06
0  3  1.14676e+07
0  4  0
0  5  1.03453e+07
0  6  5.65201e+06
0  7  0
0  8  0
0  9  2.4696e+06
0  10  0
0  11  1.20482e+06
0  12  0
0  13  0
0  14  5.39128e+06
0  15  194151
0  16  0
0  17  0
0  18  0
0  19  0
0  20  0
0  21  0
0  22  0
0  23  0
0  24  2.39875e+06
0  25  4.13377e+06
0  26  0
0  27  0
0  28  0
0  29  4.68218e+06
0  30  0
0  31  0
0  32  1.68969e+06
0  33  0
0  34  3.22387e+06
0  35  2.64665e+06
0  36  0
0  37  0
0  38  7.02557e+06
0  39  0
0  40  0
0  41  0
0  42  0
0  43  1.58029e+07
0  44  1.6122e+07
0  45  5.3315e+06
0  46  1.26832e+07
0  47  2.16081e+07
0  48  9.81632e+07
0  49  1.34393e+08
0  50  9.18648e+07
0  51  5.51752e+07
0  52  1.36094e+08
0  53  1.5652e+08
0  54  1.57743e+08
0  55  1.24127e+08
0  56  1.34691e+08
0  57  1.64708e+08
0  58  1.49035e+08
0  59  1.46043e+08
0  60  1.322e+08
0  61  7.49913e+07
0  62  4.52221e+07
0  63  8.81858e+07
0  64  1.20001e+08
0  65  1.34241e+08
0  66  1.3872e+08
0  67  1.14364e+08
0  68  1.28197e+08
0  69  1.06789e+08
0  70  1.29214e+08
0  71  1.28862e+08
0  72  1.39819e+08
0  73  9.37368e+07
0  74  6.00283e+07
0  75  4.28442e+07
0  76  2.22527e+07
0  77  3.59727e+07
0  78  3.44492e+07
0  79  3.8663e+07
0  80  2.29229e+07
0  81  1.47572e+07
0  82  2.15009e+07
0  83  3.64962e+07
0  84  6.93092e+07
0  85  8.2838e+07
0  86  6.28109e+07
0  87  1.11394e+08
0  88  1.22221e+08
0  89  7.83477e+07
0  90  6.36829e+07
0  91  3.43797e+07
0  92  2.62845e+07
0  93  3.97755e+07
0  94  3.1486e+07
0  95  1.418e+07
0  96  9.00403e+06
0  97  0
0  98  8.10446e+06
0  99  1.15918e+07
0  100  0
1  0  2.45805e+06
1  1  0
1  2  4.38268e+06
1  3  0
1  4  1.50164e+07
1  5  7.33299e+06
1  6  1.02279e+06
1  7  0
1  8  0
1  9  428923
1  10  0
1  11  0
1  12  0
1  13  0
1  14  847581
1  15  4.36658e+06
1  16  0
1  17  1.44972e+07
1  18  0
1  19  0
1  20  0
1  21  9.61841e+06
1  22  0
1  23  0
1  24  1.20278e+06
1  25  0
