row  column  (images_2.edf Mn-K*images_2.edf Ar-K**2.3)
0  0  5.89725e+06
0  1  1.25988e+07
0  2  4.84048e+06
0  3  9.4038e+06
0  4  1.65108e+07
0  5  1.91026e+07
0  6  1.39968e+07
0  7  1.26555e+07
0  8  1.65878e+07
0  9  1.05596e+07
0  10  1.83429e+07
0  11  1.18282e+07
0  12  1.78694e+07
0  13  1.92919e+07
0  14  1.43246e+07
0  15  8.02483e+06
0  16  1.86983e+07
0  17  1.67763e+07
0  18  1.06639e+07
0  19  1.04673e+07
0  20  1.18364e+07
0  21  1.06002e+07
0  22  1.173e+07
0  23  1.16197e+07
0  24  2.3788e+07
0  25  1.58636e+07
0  26  1.93454e+07
0  27  1.03508e+07
0  28  1.0978e+07
0  29  1.98169e+07
0  30  1.79852e+07
0  31  1.1634e+07
0  32  1.99913e+07
0  33  1.05968e+07
0  34  2.30495e+07
0  35  1.47598e+07
0  36  1.84601e+07
0  37  3.00261e+07
0  38  8.40594e+06
0  39  4.27051e+06
0  40  3.23454e+06
0  41  0
0  42  0
0  43  0
0  44  0
0  45  0
0  46  0
0  47  1.70096e+07
0  48  2.64998e+06
0  49  1.10641e+07
0  50  1.47446e+07
0  51  1.47465e+06
0  52  1.29138e+07
0  53  6.08582e+06
0  54  0
0  55  5.49416e+06
0  56  3.36107e+06
0  57  2.97635e+06
0  58  7.99636e+06
0  59  8.16924e+06
0  60  4.81684e+06
0  61  2.02306e+07
0  62  2.15532e+07
0  63  0
0  64  1.10394e+07
0  65  1.02365e+07
0  66  1.11003e+07
0  67  5.21933e+06
0  68  0
0  69  4.63494e+06
0  70  8.06381e+06
0  71  1.99223e+07
0  72  1.07909e+07
0  73  7.85027e+06
0  74  1.93499e+07
0  75  1.84242e+07
0  76  1.517e+07
0  77  2.03697e+07
0  78  7.57696e+06
0  79  1.41231e+07
0  80  2.34746e+07
0  81  1.25119e+07
0  82  2.82034e+07
0  83  1.85309e+07
0  84  1.45272e+07
0  85  1.46379e+07
0  86  1.12471e+07
0  87  2.08548e+07
0  88  1.03461e+07
0  89  5.6333e+06
0  90  6.87754e+06
0  91  5.98665e+06
0  92  8.54826e+06
0  93  1.07975e+07
0  94  1.80364e+07
0  95  1.04457e+07
0  96  1.70493e+07
0  97  1.45558e+07
0  98  1.48639e+07
0  99  2.52034e+07
0  100  2.4878e+07
1  0  1.04765e+07
1  1  9.81046e+06
1  2  6.24393e+06
1  3  5.54906e+06
1  4  1.13492e+07
1  5  1.57863e+07
1  6  1.01048e+07
1  7  1.4791e+07
1  8  2.37355e+07
1  9  1.23932e+07
1  10  1.24795e+07
1  11  1.20933e+07
1  12  1.7887e+07
1  13  1.09417e+07
1  14  2.11834e+07
1  15  1.06006e+07
1  16  8.25346e+06
1  17  1.30874e+07
1  18  1.7667e+07
1  19  1.30161e+07
1  20  1.7612e+07
1  21  2.10071e+07
1  22  1.49382e+07
1  23  1.28873e+07
1  24  2.28279e+07
1  25  1.84844e+07
1  26  1.99632e+07
1  27  1.37045e+07
1  28  2.30624e+07
1  29  2.69472e+07
1  30  1.62846e+07
1  31  2.35269e+07
1  32  1.67144e+07
1  33  2.70769e+07
1  34  1.22259e+07
1  35  9.95522e+06
1  36  2.41012e+07
1  37  0
1  38  0
1  39  0
1  40  0
1  41  0
1  42  0
1  43  0
1  44  0
1  45  1.86085e+07
1  46  1.02329e+07
1  47  5.21755e+06
1  48  8.2822e+06
1  49  0
1  50  9.46914e+06
1  51  1.29827e+07
1  52  4.33881e+06
1  53  0
1  54  1.02191e+07
1  55  2.58173e+06
1  56  6.18408e+06
1  57  0
1  58  9.62526e+06
1  59  1.099e+07
1  60  6.17852e+06
1  61  1.00195e+07
1  62  1.4935e+07
1  63  9.91945e+06
1  64  1.37218e+07
1  65  1.26132e+07
1  66  1.0023e+07
1  67  9.56155e+06
1  68  1.06538e+07
1  69  0
1  70  9.39572e+06
1  71  0
1  72  1.04514e+07
1  73  1.32248e+07
1  74  1.55376e+07
1  75  1.94959e+07
1  76  1.77688e+07
1  77  2.08795e+07
1  78  1.86885e+07
1  79  1.49916e+07
1  80  1.20459e+07
1  81  7.92899e+06
1  82  1.84824e+07
1  83  1.4168e+07
1  84  1.76922e+07
1  85  1.2178e+07
1  86  8.74787e+06
1  87  1.74372e+07
1  88  5.39624e+06
1  89  1.35271e+07
1  90  1.50339e+07
1  91  1.96066e+07
1  92  1.74559e+07
1  93  1.74666e+07
1  94  2.43362e+07
1  95  2.99042e+07
1  96  1.88043e+07
1  97  3.22651e+07
1  98  1.11821e+07
1  99  2.20423e+07
1  100  1.85487e+07
2  0  9.15239e+06
2  1  8.42253e+06
2  2  1.85109e+07
2  3  2.19939e+06
2  4  1.33931e+07
2  5  1.30293e+07
2  6  1.63116e+07
2  7  1.15936e+07
2  8  1.71259e+07
2  9  1.44994e+07
2  10  1.94324e+07
2  11  1.14778e+07
2  12  1.73127e+07
2  13  1.41606e+07
2  14  1.92461e+07
2  15  2.24924e+07
2  16  1.65308e+07
2  17  1.49459e+07
2  18  1.02987e+07
2  19  8.1083e+06
2  20  1.82842e+07
2  21  2.01693e+07
2  22  1.49861e+07
2  23  2.01462e+07
2  24  2.50581e+07
2  25  2.32866e+07
2  26  2.16757e+07
2  27  1.46709e+07
2  28  1.87671e+07
2  29  2.39656e+07
2  30  1.35258e+07
2  31  2.47674e+07
2  32  1.76644e+07
2  33  1.26817e+07
2  34  1.51796e+07
2  35  1.04354e+07
2  36  1.69259e+07
2  37  2.35127e+07
2  38  0
2  39  0
2  40  3.58716e+07
2  41  2.9633e+06
2  42  0
2  43  0
2  44  0
2  45  2.32831e+07
2  46  1.50375e+07
2  47  1.97335e+07
2  48  7.26395e+06
2  49  1.00891e+07
2  50  8.43298e+06
2  51  1.82185e+07
2  52  1.12594e+07
2  53  9.37727e+06
2  54  1.17627e+07
2  55  6.6924e+06
2  56  1.21565e+06
2  57  0
2  58  1.32889e+07
2  59  8.71915e+06
2  60  7.8853e+06
2  61  7.58728e+06
2  62  1.23742e+07
2  63  1.17819e+07
2  64  7.82732e+06
2  65  9.88761e+06
2  66  1.04016e+07
2  67  1.51731e+07
2  68  1.08123e+07
2  69  4.37257e+06
2  70  9.19989e+06
2  71  1.01368e+07
2  72  1.20567e+07
2  73  1.93498e+07
2  74  1.89098e+07
2  75  1.96873e+07
